Date,Category,Net worth,Assets,Real estate,Consumer durables,Corporate equities and mutual fund shares,DB pension entitlements,DC pension entitlements,Private businesses,Other assets,Liabilities,Home mortgages,Consumer credit,Other liabilities
1999:Q4,pct80to99,18076729,20880128,4514627,1116143,4884597,3124566,2085394,2228284,2926518,2803400,2077165,465561,260674
1999:Q4,pct60to80,6819621,8421211,2421890,657698,1065577,1813112,873103,421110,1168721,1601590,1126480,431859,43251
1999:Q4,pct40to60,3948381,4870758,1543267,450433,498183,997595,334595,267699,778986,922377,583388,321940,17049
1999:Q4,pct20to40,2681200,3155256,1092100,316412,279282,576184,92444,192442,606392,474056,270734,193453,9869
1999:Q4,pct00to20,1227471,1431032,563623,149528,125944,197848,10928,93319,289842,203561,98014,102333,3214
2000:Q1,pct99to100,8393543,8822693,1108577,309551,3613828,221713,392182,1435251,1741591,429149,276396,41646,111107
2000:Q1,pct80to99,18679210,21554832,4707874,1137278,5151985,3208883,2163887,2234916,2950008,2875621,2114080,462583,298958
2000:Q1,pct60to80,7001516,8594600,2497078,669076,1117742,1819672,900331,413978,1176724,1593084,1125634,426170,41280
2000:Q1,pct40to60,4010733,4945469,1567562,455860,522976,1015833,347386,252801,783050,934735,592961,323252,18522
2000:Q1,pct20to40,2726494,3208073,1133312,323770,284124,578414,96381,192767,599306,481579,275322,196397,9860
2000:Q1,pct00to20,1233469,1441514,576195,152385,135219,197505,10233,88930,281046,208045,101820,103717,2508
2000:Q2,pct99to100,8219161,8661995,1164290,320127,3358180,219602,390282,1502004,1707510,442834,284968,46793,111073
2000:Q2,pct80to99,18773825,21703085,4929575,1157007,4944710,3281535,2141972,2323437,2924849,2929260,2173927,475804,279529
2000:Q2,pct60to80,7037402,8655623,2581638,680052,1084618,1820060,883266,422679,1183310,1618222,1143323,437152,37747
2000:Q2,pct40to60,4043593,5002036,1607800,460130,515129,1031882,342117,258803,786175,958443,608993,331572,17878
2000:Q2,pct20to40,2737533,3235386,1166556,331579,274321,580349,96251,193360,592969,497852,281277,205719,10856
2000:Q2,pct00to20,1234735,1448078,589721,155814,134166,196769,9957,86866,274786,213343,105608,104731,3004
2000:Q3,pct99to100,8253975,8712152,1209433,322040,3272083,218087,396616,1576756,1717137,458177,293883,53290,111004
2000:Q3,pct80to99,19097708,22111452,5103436,1177750,4923282,3361246,2169895,2420358,2955486,3013744,2233758,494381,285605
2000:Q3,pct60to80,7134389,8782902,2662613,689747,1084549,1823867,888189,433143,1200794,1648513,1160476,453847,34190
2000:Q3,pct40to60,4101609,5087353,1647223,467097,519601,1049336,345995,266903,791198,985744,625303,342769,17672
2000:Q3,pct20to40,2765749,3282287,1213645,336109,270390,582531,98110,194185,587317,516538,287379,218199,10960
2000:Q3,pct00to20,1242329,1459110,604995,155432,136942,196255,9555,85156,270775,216780,109646,104587,2547
2000:Q4,pct99to100,7905600,8377908,1251061,338101,2751607,215281,383245,1607521,1831092,472308,300297,60088,111923
2000:Q4,pct80to99,18960380,22007843,5335120,1192209,4387713,3427483,2086148,2472990,3106181,3047464,2288591,516162,242711
2000:Q4,pct60to80,7095481,8775870,2733273,698830,989010,1820481,844192,435255,1254829,1680389,1175154,473758,31477
2000:Q4,pct40to60,4076805,5086539,1663861,467383,485696,1064266,329748,264031,811554,1009734,637421,354996,17317
2000:Q4,pct20to40,2758367,3295430,1237558,344968,249249,584371,95389,194914,588981,537063,292035,231674,13354
2000:Q4,pct00to20,1240140,1462266,613223,160265,127833,195279,9511,82313,273842,222126,111730,104590,5806
2001:Q1,pct99to100,7604469,8083252,1329886,349703,2344794,213693,356525,1621003,1867649,478783,306348,62868,109567
2001:Q1,pct80to99,19008428,22074779,5699852,1206515,3961019,3507601,1943870,2507917,3248005,3066350,2339214,516790,210346
2001:Q1,pct60to80,7123250,8806900,2869175,706851,910826,1824031,775555,434097,1286365,1683650,1186265,471048,26337
2001:Q1,pct40to60,4096251,5116400,1704240,468717,457003,1081925,304059,256921,843535,1020150,647923,356619,15608
2001:Q1,pct20to40,2805710,3350303,1295252,351986,230754,586675,90283,195590,599763,544593,296303,234396,13894
2001:Q1,pct00to20,1244767,1473006,639330,162976,120474,194755,9799,79051,266622,228239,113572,108002,6665
2001:Q2,pct99to100,7898219,8387721,1378200,356572,2555209,206642,372626,1666396,1852076,489502,314507,65834,109161
2001:Q2,pct80to99,19642076,22808493,5881112,1219128,4280365,3580034,2019917,2575276,3252661,3166418,2423698,527069,215651
2001:Q2,pct60to80,7307356,9031373,2946598,712846,974023,1856885,801015,439245,1300761,1724017,1223305,478072,22640
2001:Q2,pct40to60,4183764,5229790,1738525,470389,486475,1107199,316037,257842,853324,1046026,669161,361412,15453
2001:Q2,pct20to40,2848676,3405064,1331316,356725,239137,591741,93933,196579,595633,556388,303036,239360,13992
2001:Q2,pct00to20,1252578,1487487,649612,163135,130679,194569,9185,76767,263540,234908,116311,112503,6094
2001:Q3,pct99to100,7480117,7992266,1424279,359724,1992302,198156,343560,1695361,1978884,512149,327614,71054,113481
2001:Q3,pct80to99,19107649,22419837,6027687,1234697,3629350,3638804,1871488,2625792,3392019,3312189,2495811,533735,282643
2001:Q3,pct60to80,7266663,9017252,3034426,719755,849911,1882589,730238,441262,1359072,1750589,1246406,482013,22170
2001:Q3,pct40to60,4163015,5241063,1786294,474486,436616,1130035,289700,254699,869233,1078048,692785,367131,18132
2001:Q3,pct20to40,2845577,3417988,1368727,360581,211791,596481,88405,197515,594488,572412,311631,247038,13743
2001:Q3,pct00to20,1246864,1487353,661885,162116,116914,193894,9482,74073,268990,240490,123305,113380,3805
2001:Q4,pct99to100,7954137,8464288,1495972,375536,2396952,199914,358467,1682650,1954797,510152,333339,68561,108252
2001:Q4,pct80to99,19754841,23082366,6183898,1241862,4028449,3658652,1970739,2565185,3433581,3327526,2547872,561282,218372
2001:Q4,pct60to80,7520350,9331701,3087680,734396,931751,1972859,768182,454639,1382193,1811351,1284750,507900,18701
2001:Q4,pct40to60,4253715,5358223,1819908,485088,475829,1152554,299484,249744,875616,1104507,706962,380875,16670
2001:Q4,pct20to40,2882750,3472426,1389570,360704,224329,596111,89805,204756,607152,589676,320429,255655,13592
2001:Q4,pct00to20,1275847,1518192,673422,166714,128067,188369,9853,83292,268475,242345,118433,117553,6359
2002:Q1,pct99to100,8112029,8636017,1568065,391936,2464135,199806,370119,1708021,1933935,523988,351908,65063,107017
2002:Q1,pct80to99,19907783,23274679,6348128,1241051,3991793,3658626,2041058,2543269,3450754,3366896,2594128,557470,215298
2002:Q1,pct60to80,7733969,9562983,3155840,744491,928704,2053507,793326,475605,1411511,1829015,1309169,501788,18058
2002:Q1,pct40to60,4317076,5452887,1874240,491541,478763,1171503,303475,254170,879194,1135811,734153,383745,17913
2002:Q1,pct20to40,2886265,3490661,1397672,359330,220250,595213,89946,212438,615811,604396,335254,256203,12939
2002:Q1,pct00to20,1289034,1539583,683877,169945,128317,182122,10175,93692,271455,250549,124198,119248,7103
2002:Q2,pct99to100,7944228,8481577,1642468,409185,2221677,199109,342526,1742331,1924281,537348,371136,63396,102816
2002:Q2,pct80to99,19485297,22901564,6500666,1243953,3576781,3652378,1924971,2530076,3472739,3416267,2658559,567978,189730
2002:Q2,pct60to80,7768573,9642206,3214624,756918,852420,2131736,740303,498451,1447754,1873633,1347662,510629,15342
2002:Q2,pct40to60,4324253,5501765,1939217,499652,450396,1189495,277013,260755,885237,1177512,766458,392915,18139
2002:Q2,pct20to40,2853769,3479898,1394376,359063,202534,594169,82688,220285,626784,626130,351158,262609,12363
2002:Q2,pct00to20,1293327,1552018,691280,174219,119137,175606,11274,104433,276070,258692,130068,120116,8508
2002:Q3,pct99to100,7574822,8124676,1723802,415229,1761588,198391,311846,1789480,1924340,549854,387945,60205,101704
2002:Q3,pct80to99,18766888,22256253,6604392,1256337,2894029,3645983,1794757,2529593,3531162,3489365,2734848,579802,174715
2002:Q3,pct60to80,7752758,9685213,3284294,772413,721109,2210713,682782,523946,1489956,1932455,1397533,520392,14530
2002:Q3,pct40to60,4331883,5551050,2014854,515269,396571,1207682,249026,270474,897175,1219168,798867,400938,19363
2002:Q3,pct20to40,2838598,3483881,1416446,356349,174188,593147,74991,228330,640430,645284,366427,266677,12180
2002:Q3,pct00to20,1292838,1560207,705220,175187,102641,169026,12332,115630,280170,267368,133541,123594,10233
2002:Q4,pct99to100,7813838,8376169,1798424,422339,1952206,199224,322699,1737167,1944110,562331,405557,58007,98767
2002:Q4,pct80to99,19020127,22597161,6718510,1262974,3010821,3656222,1882937,2426742,3638955,3577033,2811718,595029,170286
2002:Q4,pct60to80,7984494,9978249,3356171,784811,750036,2298887,717732,530134,1540478,1993755,1447114,533833,12808
2002:Q4,pct40to60,4416283,5680141,2081509,527782,414525,1229207,257901,255528,913688,1263857,832193,411012,20652
2002:Q4,pct20to40,2865678,3532238,1440895,352795,176373,592649,76126,235527,657873,666560,382120,273014,11426
2002:Q4,pct00to20,1313947,1588783,720290,175482,107164,162973,12915,124047,285912,274837,137611,126114,11112
2003:Q1,pct99to100,7870768,8443754,1866832,440153,1883493,197652,321620,1792801,1941203,572987,421470,52660,98857
2003:Q1,pct80to99,18944191,22599869,6884309,1256932,2807852,3640876,1903686,2434112,3672102,3655678,2878356,593147,184175
2003:Q1,pct60to80,8140361,10171992,3430423,792232,714578,2375019,724501,557591,1577649,2031632,1489424,529209,12999
2003:Q1,pct40to60,4459721,5755805,2132207,531434,403476,1246122,255311,267295,919960,1296084,860949,412384,22751
2003:Q1,pct20to40,2863043,3540731,1445383,350698,166219,591364,74565,243805,668697,677688,396555,270573,10560
2003:Q1,pct00to20,1327751,1610844,732118,178134,103222,155949,13580,135668,292173,283093,140487,131150,11456
2003:Q2,pct99to100,8548574,9141783,1942781,453173,2380497,197276,351577,1858505,1957974,593209,443582,49644,99983
2003:Q2,pct80to99,19572291,23431058,7028707,1259683,3256060,3638390,2084073,2451359,3712786,3858767,2980363,604446,273958
2003:Q2,pct60to80,8479063,10588354,3512780,803694,809537,2458427,797491,587168,1619257,2109292,1555955,538470,14867
2003:Q2,pct40to60,4583918,5936139,2205963,540621,451423,1265636,278633,281541,912322,1352221,905377,420239,26605
2003:Q2,pct20to40,2879288,3577095,1458290,348597,179494,590463,79206,252245,668800,697807,415571,274561,7675
2003:Q2,pct00to20,1367687,1657319,747419,180291,116504,149317,13898,147668,302222,289632,147532,134570,7530
2003:Q3,pct99to100,8898902,9511112,2026499,459054,2617949,196145,357021,1910905,1943538,612210,467854,48202,96154
2003:Q3,pct80to99,19781898,23714837,7153440,1271033,3383622,3627954,2140080,2454595,3684113,3932938,3071194,616032,245712
2003:Q3,pct60to80,8697587,10869385,3597274,818555,839828,2538719,819345,614305,1641359,2171797,1610874,548397,12526
2003:Q3,pct40to60,4666214,6072925,2286004,555777,470188,1283841,281839,292495,902781,1406711,949139,430085,27487
2003:Q3,pct20to40,2886347,3610540,1483215,345553,180344,589287,79009,260630,672502,724193,435088,281570,7535
2003:Q3,pct00to20,1389039,1691057,765448,180871,121279,142330,14524,159375,307230,302018,156783,135390,9845
2003:Q4,pct99to100,9522116,10160498,2108677,468918,3076726,195652,384281,1951280,1974965,638383,484936,45603,107844
2003:Q4,pct80to99,20450177,24451573,7300669,1280267,3737185,3624424,2310924,2445184,3752919,4001396,3152711,630874,217811
2003:Q4,pct60to80,9028826,11275070,3686043,833052,912647,2623216,888992,639263,1691856,2246243,1664290,561299,20654
2003:Q4,pct40to60,4801694,6254794,2357634,568892,507014,1303485,303756,300492,913521,1453099,982746,439456,30897
2003:Q4,pct20to40,2915410,3662945,1505686,343638,187556,588288,83196,268968,685613,747535,450842,286864,9829
2003:Q4,pct00to20,1421125,1734407,783996,182834,131562,135527,14899,170827,314762,313282,160087,138836,14359
2004:Q1,pct99to100,10370108,11020048,2227181,483543,3344352,199253,388190,2026903,2350626,649941,502395,41083,106463
2004:Q1,pct80to99,21224346,25298851,7588215,1291453,3866404,3664734,2364425,2471511,4052109,4074505,3218918,628887,226700
2004:Q1,pct60to80,9498716,11780069,3826098,849656,942031,2729768,910718,671266,1850532,2281353,1704254,556813,20286
2004:Q1,pct40to60,4975518,6462557,2440846,581709,525153,1331367,306945,317236,959301,1487039,1012801,441418,32820
2004:Q1,pct20to40,2964139,3724580,1538027,344087,186955,588639,82927,277689,706256,760441,466070,285593,8778
2004:Q1,pct00to20,1487013,1808606,813625,187318,136229,130277,15612,183381,342164,321593,164250,142678,14665
2004:Q2,pct99to100,10626662,11297538,2339663,486345,3410932,215280,390104,2174484,2280730,670876,527105,37941,105830
2004:Q2,pct80to99,21360244,25561995,7767216,1310180,3772464,3714958,2401523,2571129,4024525,4201750,3323784,634797,243169
2004:Q2,pct60to80,9707920,12058846,3958979,868023,929758,2801585,925316,717467,1857718,2350926,1769975,560603,20348
2004:Q2,pct40to60,5103436,6646199,2557599,601087,526132,1356536,307006,351811,946028,1542763,1060436,447385,34942
2004:Q2,pct20to40,2986657,3769077,1577150,341543,179444,591361,81989,287120,710469,782420,486547,288264,7609
2004:Q2,pct00to20,1519789,1853409,844991,187936,135588,130134,16291,198084,340385,333620,173426,145549,14645
2004:Q3,pct99to100,11015003,11696940,2456518,502826,3478314,231588,387465,2321371,2318858,681937,547606,36161,98170
2004:Q3,pct80to99,21619522,25922246,8017839,1308821,3672799,3767320,2420400,2669860,4065208,4302724,3417287,651507,233930
2004:Q3,pct60to80,9961623,12382502,4109295,877962,916666,2874696,933466,763708,1906708,2420878,1829950,575549,15379
2004:Q3,pct40to60,5273141,6867885,2707202,607436,527050,1382139,304750,386283,953025,1594744,1100733,458261,35750
2004:Q3,pct20to40,3003512,3809530,1605915,339915,171567,594103,80456,296593,720981,806018,504582,295354,6082
2004:Q3,pct00to20,1568827,1911603,876308,190900,134884,130053,17076,212851,349531,342776,179334,148044,15398
2004:Q4,pct99to100,11693132,12388618,2525969,500240,3815271,252917,426411,2361631,2506179,695485,554624,37787,103074
2004:Q4,pct80to99,22642566,27124007,8405106,1338189,3981886,3898057,2582243,2762338,4156188,4481441,3542062,671146,268233
2004:Q4,pct60to80,10161390,12691363,4241671,894592,988720,2858368,997505,763685,1946822,2529973,1911266,600144,18563
2004:Q4,pct40to60,5359176,6989354,2718345,621208,543220,1407108,337926,386027,975520,1630178,1131955,463711,34512
2004:Q4,pct20to40,3079297,3896924,1648070,349022,186831,609814,89124,284942,729121,817628,511126,300969,5533
2004:Q4,pct00to20,1670304,2018807,928284,194968,144481,136439,16155,229864,368616,348503,189545,146363,12595
2005:Q1,pct99to100,11866483,12555453,2587614,502357,3844932,270726,433215,2410652,2505957,688970,551418,33448,104104
2005:Q1,pct80to99,23086642,27675168,8754351,1358543,3971029,3989565,2572350,2863974,4165355,4588526,3662441,670572,255513
2005:Q1,pct60to80,10166982,12787356,4370499,907157,1002395,2821743,990774,765513,1929276,2620375,1998993,602766,18616
2005:Q1,pct40to60,5440759,7079469,2766992,629453,534921,1424661,343305,388027,992111,1638711,1151607,455133,31971
2005:Q1,pct20to40,3154061,3963207,1678896,358085,193491,624277,91370,273465,743624,809146,512577,290864,5705
2005:Q1,pct00to20,1736615,2092509,975513,199544,146639,141393,15588,247097,366735,355893,191524,152192,12177
2005:Q2,pct99to100,12291337,12994406,2647861,512677,3979554,289414,454155,2513292,2597454,703070,557981,33170,111919
2005:Q2,pct80to99,23806596,28539467,9138234,1375352,4067163,4089584,2638796,3020769,4209569,4732871,3798220,681675,252976
2005:Q2,pct60to80,10247968,12979356,4503972,919457,1036098,2788054,1015881,778019,1937874,2731388,2089996,618119,23273
2005:Q2,pct40to60,5547201,7218770,2830938,633854,533733,1443626,361355,403299,1011965,1671569,1185507,455634,30428
2005:Q2,pct20to40,3201060,4018020,1692645,369771,203338,639040,96539,262637,754051,816960,519193,291218,6549
2005:Q2,pct00to20,1814815,2181093,1020376,207249,151337,146681,14861,265900,374690,366278,201862,152572,11844
2005:Q3,pct99to100,12726636,13442014,2715121,507354,4224044,307956,480930,2635667,2570942,715378,564641,33906,116831
2005:Q3,pct80to99,24599438,29486365,9518734,1393954,4274792,4186957,2726825,3198122,4186980,4886926,3936040,698691,252195
2005:Q3,pct60to80,10328539,13177171,4656416,929493,1090312,2751866,1049322,794571,1905190,2848632,2182608,639632,26392
2005:Q3,pct40to60,5663333,7371421,2901168,643032,539348,1461928,382352,423466,1020127,1708088,1220170,459289,28629
2005:Q3,pct20to40,3280847,4108319,1743339,375721,216425,653729,102472,252119,764514,827472,525853,294635,6984
2005:Q3,pct00to20,1891367,2267247,1076882,208361,158601,151891,13961,285312,372239,375880,212569,152233,11078
2005:Q4,pct99to100,13045861,13774047,2767391,502404,4302880,326734,504825,2694482,2675331,728185,569934,34708,123543
2005:Q4,pct80to99,25298087,30301360,9875490,1415806,4310018,4285896,2804000,3310413,4299736,5003273,4062125,714203,226945
2005:Q4,pct60to80,10396277,13352700,4781956,941431,1113781,2715300,1078914,798696,1922622,2956423,2266401,659694,30328
2005:Q4,pct40to60,5748661,7488246,2940660,653587,532498,1480340,402115,428063,1050983,1739585,1250412,462561,26612
2005:Q4,pct20to40,3365354,4203006,1795175,382680,225085,668463,108078,240977,782548,837653,531245,297953,8455
2005:Q4,pct00to20,1968754,2354974,1130523,210361,162001,157177,13130,302802,378980,386220,222749,151436,12035
2006:Q1,pct99to100,13806436,14552077,2735297,511852,4932249,346253,527704,2707596,2791127,745641,579442,34442,131757
2006:Q1,pct80to99,26183660,31355365,9989379,1429489,4910264,4392041,2878256,3375664,4380272,5171704,4203575,721396,246733
2006:Q1,pct60to80,10435061,13501367,4794085,951806,1237853,2681263,1107685,793828,1934847,3066307,2359241,671151,35915
2006:Q1,pct40to60,5788919,7565820,2929431,656527,561152,1499898,421755,421518,1075540,1776901,1289164,461883,25854
2006:Q1,pct20to40,3399533,4245778,1780203,393714,248734,683396,113633,229358,796740,846245,539289,297717,9239
2006:Q1,pct00to20,2019802,2417819,1145675,217424,177869,162745,12329,318837,382940,398017,236227,150995,10795
2006:Q2,pct99to100,13797924,14556221,2749069,506567,4801403,365032,533642,2780298,2820210,758297,585976,33133,139188
2006:Q2,pct80to99,26337220,31669440,10200096,1451479,4726049,4488950,2861714,3502237,4438915,5332220,4348528,727455,256237
2006:Q2,pct60to80,10333149,13512380,4862732,963749,1223249,2641538,1098171,800796,1922145,3179231,2458198,680144,40889
2006:Q2,pct40to60,5806488,7617334,2953191,667113,538859,1517550,425949,429651,1085021,1810846,1325953,459980,24913
2006:Q2,pct20to40,3444733,4296023,1808237,400808,252134,698011,115630,218438,802765,851290,545927,294987,10376
2006:Q2,pct00to20,2061353,2473013,1180494,219514,176544,167992,11744,336669,380057,411661,247506,153913,10242
2006:Q3,pct99to100,14149658,14916891,2750512,499077,4986764,384841,556428,2851850,2887419,767233,587506,34255,145472
2006:Q3,pct80to99,26869604,32348184,10370319,1475296,4865615,4596364,2933761,3627558,4479270,5478580,4466786,748761,263033
2006:Q3,pct60to80,10314485,13601622,4909437,976246,1266067,2606182,1126112,807567,1910010,3287136,2539111,702924,45101
2006:Q3,pct40to60,5845075,7686422,2953298,679076,536298,1536947,445257,437547,1097998,1841347,1350561,467020,23766
2006:Q3,pct20to40,3500939,4360633,1837489,407526,264092,712884,121119,207532,809991,859694,548855,299401,11438
2006:Q3,pct00to20,2107415,2531822,1207886,221055,182306,173639,10919,354425,381592,424407,255606,159080,9721
2006:Q4,pct99to100,14643579,15418397,2725320,498996,5413185,405269,587981,2886705,2900941,774818,585654,35528,153636
2006:Q4,pct80to99,27613017,33225661,10484567,1489868,5251815,4709786,3048174,3714691,4526759,5612643,4549059,764402,299182
2006:Q4,pct60to80,10326607,13692124,4913821,985111,1351780,2573067,1171977,807045,1889323,3365517,2592190,721892,51435
2006:Q4,pct40to60,5870011,7728255,2919886,684708,547721,1557251,471707,436516,1110466,1858244,1362040,471599,24605
2006:Q4,pct20to40,3546038,4411412,1843050,415273,282342,727856,128284,196225,818382,865374,548523,303461,13390
2006:Q4,pct00to20,2149716,2580444,1223658,224302,193291,179520,9922,370934,378817,430728,261877,159834,9017
2007:Q1,pct99to100,15049297,15829694,2659743,507603,5709308,425080,605172,2878587,3044200,780398,589777,33903,156718
2007:Q1,pct80to99,28121704,33816707,10471034,1500557,5502181,4815264,3086801,3756792,4684078,5695003,4646637,759265,289101
2007:Q1,pct60to80,10267610,13690588,4853046,993615,1413641,2535103,1185891,797933,1911359,3422978,2652682,717573,52723
2007:Q1,pct40to60,5850761,7723038,2856395,686212,549853,1575866,485228,425055,1144429,1872277,1383792,466833,21652
2007:Q1,pct20to40,3562367,4425236,1809149,425771,297193,742496,132457,184436,833733,862869,551768,297900,13201
2007:Q1,pct00to20,2166368,2611652,1214985,230874,201312,185124,9130,385917,384310,445284,272597,164698,7989
2007:Q2,pct99to100,15334900,16121677,2618873,509986,5902226,435623,637623,2916317,3101029,786777,591111,34808,160858
2007:Q2,pct80to99,28477779,34332300,10485015,1516040,5644285,4931140,3209107,3845888,4700825,5854522,4747028,772467,335027
2007:Q2,pct60to80,10235099,13744296,4821376,1003487,1456908,2532896,1235779,797910,1895939,3509197,2718609,734751,55837
2007:Q2,pct40to60,5833223,7727556,2821156,691539,544788,1588273,513691,424847,1143263,1894333,1403552,469756,21025
2007:Q2,pct20to40,3563742,4430917,1791098,434924,309476,751055,140043,173196,831125,867175,553616,300900,12659
2007:Q2,pct00to20,2192990,2643399,1217197,235645,207048,184622,8127,402280,388480,450409,281278,164285,4846
2007:Q3,pct99to100,15637672,16431270,2554152,507338,5964277,445536,657106,2921588,3381273,793597,588855,37011,167731
2007:Q3,pct80to99,28872781,34799190,10402421,1530827,5649146,5039540,3260939,3900506,5015812,5926410,4841608,798662,286140
2007:Q3,pct60to80,10209711,13815459,4789319,1011903,1477008,2527315,1255708,791350,1962855,3605748,2783283,762122,60343
2007:Q3,pct40to60,5881505,7799568,2829759,697787,531135,1599268,529843,416787,1194990,1918063,1418156,480114,19793
2007:Q3,pct20to40,3585540,4464252,1780636,441987,318611,759255,144796,161600,857367,878712,553282,308333,17097
2007:Q3,pct00to20,2211687,2677562,1217400,238100,209972,183886,7303,417397,403505,465875,287489,169310,9076
2007:Q4,pct99to100,15257128,16059113,2545466,509364,5580907,444777,647105,2839265,3492229,801985,597501,39892,164592
2007:Q4,pct80to99,28854241,34855148,10345902,1546904,5416556,5127490,3259667,3825881,5332748,6000907,4881805,820780,298322
2007:Q4,pct60to80,9997090,13619584,4655666,1016369,1396567,2554612,1210006,778169,2008195,3622494,2789423,769457,63614
2007:Q4,pct40to60,5760186,7712322,2722929,705611,519715,1605112,515826,415998,1227131,1952135,1440731,489209,22195
2007:Q4,pct20to40,3556338,4455101,1771552,448238,308424,752029,139052,168981,866826,898763,567843,313030,17890
2007:Q4,pct00to20,2218654,2707740,1201301,248303,217500,182628,11262,427676,419070,489085,299832,177109,12144
2008:Q1,pct99to100,14548828,15356389,2486951,503099,5055142,443264,614216,2626335,3627382,807561,605764,39728,162069
2008:Q1,pct80to99,28161713,34243805,10022728,1569839,5032772,5206148,3131447,3612141,5668730,6082093,4907804,822044,352245
2008:Q1,pct60to80,9660947,13265288,4468904,1022935,1290402,2577133,1111977,738184,2055753,3604341,2783976,753051,67314
2008:Q1,pct40to60,5634059,7608091,2657963,718822,499071,1609104,479804,383327,1260000,1974032,1459065,489216,25751
2008:Q1,pct20to40,3522493,4429775,1750345,452637,294349,744408,128225,174189,885623,907282,581550,307898,17834
2008:Q1,pct00to20,2193942,2709463,1170043,256046,221383,181041,15352,432139,433459,515521,311964,190071,13486
2008:Q2,pct99to100,14099777,14919379,2437949,488886,4776490,442891,611768,2563961,3597434,819603,618548,43780,157275
2008:Q2,pct80to99,27855413,33858872,9714857,1589150,4900632,5296949,3153899,3555094,5648291,6003459,4890385,830624,282450
2008:Q2,pct60to80,9470711,13023610,4321722,1025798,1227555,2606107,1077786,728205,2036437,3552898,2737075,747891,67932
2008:Q2,pct40to60,5603474,7591558,2631765,732362,492753,1615361,469424,386548,1263345,1988084,1470050,494181,23853
2008:Q2,pct20to40,3476286,4401756,1740691,453038,286247,737120,123329,180923,880408,925470,595619,312096,17755
2008:Q2,pct00to20,2192527,2729378,1151243,259509,230097,179921,18905,441475,448229,536851,327606,191881,17364
2008:Q3,pct99to100,13236059,14051076,2383777,485455,4047644,441584,572449,2437372,3682794,815016,614052,44007,156957
2008:Q3,pct80to99,26879571,33004918,9445290,1601945,4295850,5376523,2998023,3428460,5858827,6125347,4883227,842502,399618
2008:Q3,pct60to80,9134252,12666784,4175590,1027256,1083405,2629272,973092,704745,2073424,3532533,2716018,741881,74634
2008:Q3,pct40to60,5524010,7520825,2589237,740032,457610,1619469,430720,373927,1309829,1996815,1466533,498636,31646
2008:Q3,pct20to40,3432974,4363895,1717234,456361,265886,729449,111688,186249,897028,930921,601337,309724,19860
2008:Q3,pct00to20,2180346,2739108,1128912,266684,227648,178399,22751,447300,467415,558762,330675,207064,21023
2008:Q4,pct99to100,12000189,12813471,2323756,483217,3004575,438712,506891,2256045,3800275,813282,610324,44368,158590
2008:Q4,pct80to99,25810046,31676560,9218079,1597240,3353057,5437997,2690068,3241020,6139098,5866514,4854778,846788,164948
2008:Q4,pct60to80,8674334,12160033,4031231,1019065,878648,2642984,811307,669417,2107381,3485699,2676038,730597,79064
2008:Q4,pct40to60,5410651,7395901,2521261,739096,399285,1620119,367192,347914,1401034,1985250,1457979,499182,28089
2008:Q4,pct20to40,3382042,4322337,1693280,456386,235021,721176,94333,190024,932117,940295,606514,306343,27438
2008:Q4,pct00to20,2138530,2728484,1106629,271242,215047,176212,26075,449393,483885,589953,334432,216510,39011
2009:Q1,pct99to100,11284787,12088086,2262387,476564,2572908,434213,488531,2080088,3773396,803299,608739,40222,154338
2009:Q1,pct80to99,25192626,31008306,8974163,1594699,3037122,5480936,2638370,3056427,6226589,5815680,4860258,829530,125892
2009:Q1,pct60to80,8398755,11839441,3896097,1011120,784058,2646972,755168,634464,2111563,3440686,2663108,696565,81013
2009:Q1,pct40to60,5328172,7305315,2470188,740339,378329,1617226,347737,322869,1428627,1977143,1460804,488893,27446
