Date,Category,Assets,Nonfinancial assets,Real estate,Consumer durables,Financial assets,Deposits,Money market fund shares,Debt securities,U.S. government and municipal securities,Corporate and foreign bonds,Loans (Assets),Other loans and advances (Assets),Mortgages,Corporate equities and mutual fund shares,Life insurance reserves,Annuities,DC pension entitlements,DB pension entitlements,Miscellaneous other equity,Miscellaneous assets,Liabilities,Loans (Liabilities),Home mortgages,Consumer credit,Depository institutions loans n.e.c.,Other loans and advances (Liabilities),Deferred and unpaid life insurance premiums,Net worth,Household count,Minimum Income Cutoff,Maximum Income Cutoff
1994:Q4,pct80to99,12985095,4268516,3400540,867976,8716579,1013612,216875,603358,426369,176989,179541,137663,41878,1650725,213763,310999,664012,2317322,1430658,115715,1925245,1918212,1484008,331810,3753,98640,7033,11059850,18661257,,
1994:Q4,pct60to80,5636122,2333420,1776659,556760,3302702,511409,46416,155547,121057,34491,46032,27519,18512,430274,122072,126774,192191,1211972,389884,70133,1116038,1112080,817943,268004,1649,24485,3957,4520084,19634400,,
1994:Q4,pct40to60,3653738,1485945,1124739,361205,2167793,428049,30897,87078,50818,36260,58446,40240,18206,234071,64799,63361,82246,831364,241405,46078,621666,619528,395860,209504,2272,11892,2138,3032072,19639515,,
1994:Q4,pct20to40,2402459,1103290,860288,243002,1299169,325586,29921,60850,44772,16078,7722,2033,5689,147179,46693,13814,44619,466708,124119,31957,350873,349359,202016,128583,890,17871,1514,2051586,19637337,,
1994:Q4,pct00to20,1201002,599484,476381,123104,601517,137098,9620,26199,21252,4946,6319,1772,4547,48414,15628,3803,17432,171409,149414,16182,148068,147557,76268,68374,530,2385,511,1052933,19637883,,
1995:Q1,pct99to100,5069967,1002723,725166,277558,4067244,339061,133215,650777,457069,193708,195062,167778,27283,1220109,73837,22687,191329,130135,1086092,24940,266956,264815,191235,13582,2299,57699,2141,4803011,984911,,
1995:Q1,pct80to99,13205613,4286346,3407116,879230,8919267,1018642,227297,591551,413309,178242,179094,137956,41138,1748919,215717,318313,696197,2359335,1446885,117317,1929298,1922308,1489507,335587,4111,93103,6990,11276315,18711528,,
1995:Q1,pct60to80,5720770,2366043,1799505,566537,3354727,513673,48220,142684,108791,33894,47680,28243,19437,455398,126291,128537,204406,1225351,390634,71854,1126526,1122475,828861,266608,1942,25064,4051,4594244,19688873,,
1995:Q1,pct40to60,3694302,1498641,1133851,364790,2195662,425499,31566,87735,48668,39068,55738,39475,16263,241312,65100,65783,90272,849682,235784,47191,624576,622461,397985,210309,2630,11536,2115,3069726,19692686,,
1995:Q1,pct20to40,2446014,1114673,868224,246449,1331341,328799,32387,62089,45480,16609,7549,1877,5672,154342,47406,13487,48800,474246,129353,32883,356536,355015,207325,127258,885,19548,1521,2089478,19691171,,
1995:Q1,pct00to20,1225607,607473,481341,126132,618134,137788,10332,21767,17051,4716,6242,1764,4478,50754,16313,3989,18947,174319,160980,16703,152685,152159,77523,71202,610,2825,526,1072922,19691591,,
1995:Q2,pct99to100,5243146,1009039,736652,272387,4234107,361189,139571,660378,455299,205080,199229,172176,27053,1316016,79466,23317,198960,133900,1096395,25685,269586,267309,192464,13978,2783,58084,2277,4973560,987708,,
1995:Q2,pct80to99,13407280,4283192,3390040,893152,9124088,1031370,242191,571413,407511,163901,177673,137279,40393,1854830,219255,332424,726796,2384369,1464848,118920,1959651,1952700,1504033,351116,4884,92668,6951,11447629,18762686,,
1995:Q2,pct60to80,5851515,2408127,1832593,575534,3443387,517637,50561,132305,103363,28941,48978,28605,20372,481931,130943,133417,215902,1266556,391579,73579,1156996,1152851,847347,277326,2466,25711,4146,4694519,19744189,,
1995:Q2,pct40to60,3749669,1528763,1156368,372395,2220906,424623,32546,87113,48506,38606,53096,38806,14290,249026,65677,69813,97993,862382,230333,48305,636095,634003,402818,216582,3302,11301,2092,3113575,19746781,,
1995:Q2,pct20to40,2506429,1144961,898791,246171,1361468,332776,35230,62973,46989,15983,7499,1850,5649,161753,48147,13470,52905,478198,134706,33811,367979,366452,213274,131137,953,21087,1528,2138450,19745914,,
1995:Q2,pct00to20,1256287,618557,493864,124693,637729,138480,11072,20215,16091,4124,6093,1689,4404,53252,17155,4240,20469,176638,172889,17226,156200,155659,78900,72987,774,2999,541,1100087,19746002,,
1995:Q3,pct99to100,5421527,997070,726039,271031,4424457,372493,141051,674320,455307,219013,202746,175921,26825,1439948,83541,23796,209016,137411,1114188,25948,274631,272215,195192,15080,3240,58703,2416,5146896,990545,251934,424656451
1995:Q3,pct80to99,13543159,4185822,3282726,903096,9357337,1021707,248845,575056,402628,172428,175989,136342,39646,1990590,219491,341928,768467,2406849,1490230,118185,2003171,1996260,1519224,369151,5570,102315,6911,11539989,18814809,59911,251934
1995:Q3,pct60to80,5950279,2411975,1828922,583052,3538305,516649,51906,129052,98772,30280,50164,28840,21324,513768,134761,136172,231989,1306396,393689,73759,1189132,1184890,865006,290401,3002,26481,4241,4761148,19800405,37073,59911
1995:Q3,pct40to60,3802513,1554778,1177686,377092,2247735,418620,32915,91924,48556,43367,50501,38203,12298,258636,65680,72755,107526,874660,226563,47956,651313,649245,409552,224409,3977,11306,2068,3151200,19801879,22825,37064
1995:Q3,pct20to40,2538888,1148031,901473,246558,1390857,334640,37462,65663,48548,17115,7495,1866,5629,170066,48846,13239,57476,482143,140101,33728,381532,379997,219916,136792,969,22321,1535,2157356,19801632,12289,22812
1995:Q3,pct00to20,1278585,620486,496291,124194,658099,139172,11788,19502,15487,4015,5927,1597,4331,56368,17678,4448,21962,178889,185153,17214,159352,158796,81447,73765,939,2644,556,1119233,19801165,0,12289
1995:Q4,pct99to100,5606119,1014118,744063,270055,4592001,371421,150310,676909,455914,220995,213355,187534,25822,1567287,80765,23934,213649,144186,1124183,26002,281313,278940,195762,17368,4274,61536,2373,5324806,993421,,
1995:Q4,pct80to99,13919882,4242357,3327505,914852,9677525,1034053,256283,605278,400968,204311,181614,142842,38772,2149239,229002,342772,808673,2426139,1524549,119922,2031809,2024670,1534846,385016,8113,96695,7139,11888073,18867942,,
1995:Q4,pct60to80,6079651,2425952,1839610,586342,3653699,515793,57009,139971,98374,41597,50888,29586,21302,542718,136711,143875,250243,1347635,394399,74456,1224232,1219977,876088,311853,4096,27940,4255,4855420,19857547,,
1995:Q4,pct40to60,3846830,1566125,1183749,382376,2280705,417585,34341,97255,50109,47146,51541,39188,12353,269754,67276,72674,113690,877715,230336,48538,667461,665376,413639,235739,5242,10756,2085,3179370,19858027,,
1995:Q4,pct20to40,2574934,1152136,902212,249924,1422798,340774,39207,69382,48811,20572,7628,1739,5889,178011,48640,13655,57561,489577,144416,33946,388893,387380,220437,144278,1417,21248,1513,2186041,19858357,,
1995:Q4,pct00to20,1282083,617866,492108,125758,664217,143229,12593,21845,15822,6023,7048,2952,4096,58745,17810,4181,21661,181107,178637,17361,158751,158194,79736,73907,1288,3263,556,1123332,19857107,,
1996:Q1,pct99to100,5696960,1025832,754197,271635,4671128,379519,167964,655425,433703,221722,219353,194555,24798,1626544,76668,24084,217646,150725,1127316,25883,283941,281618,197770,15752,3160,64936,2323,5413019,996331,,
1996:Q1,pct80to99,14215755,4314236,3385936,928300,9901519,1064754,277469,598373,388546,209827,183100,145218,37881,2235211,235835,343958,847352,2442408,1552218,120840,2070585,2063222,1561926,379835,5977,115483,7363,12145170,18921996,,
1996:Q1,pct60to80,6195606,2453388,1862284,591104,3742218,519253,63923,135846,90393,45453,50213,28945,21268,559018,137965,151698,268120,1387588,393986,74607,1244272,1240004,895729,311641,2949,29685,4268,4951334,19915520,,
1996:Q1,pct40to60,3875638,1573397,1185556,387840,2302242,420900,36727,93931,48801,45130,52532,40150,12382,276306,68406,72673,119615,880201,232347,48603,675013,672910,422301,236321,3492,10797,2102,3200626,19915128,,
1996:Q1,pct20to40,2615032,1163347,908637,254711,1451685,348693,41995,69416,47399,22017,8179,2050,6128,183863,48396,14085,57445,496988,148821,33805,384831,383340,222167,140877,881,19414,1491,2230201,19915989,,
1996:Q1,pct00to20,1286812,622905,494052,128853,663907,147275,13440,19935,12506,7429,8019,4178,3841,59651,17676,3919,21304,183243,172127,17319,160654,160098,78966,77780,753,2599,556,1126158,19913766,,
1996:Q2,pct99to100,5799572,1035011,768824,266187,4764561,372696,165759,679814,456795,223018,217613,193858,23756,1695118,73448,24203,218559,157259,1134309,25783,292316,290035,201133,16847,4153,67902,2281,5507256,999267,,
1996:Q2,pct80to99,14452833,4367942,3427755,940187,10084891,1064844,264503,621187,397618,223569,177878,140902,36976,2331253,244600,344150,872868,2458134,1583618,121856,2103288,2095694,1585284,387724,8536,114150,7594,12349545,18976848,,
1996:Q2,pct60to80,6310880,2478405,1884917,593488,3832475,515960,66981,149084,97490,51594,47276,26052,21225,577223,139719,159018,280604,1427538,394250,74820,1274740,1270459,910687,324566,3992,31213,4282,5036140,19974195,,
1996:Q2,pct40to60,3911590,1589776,1195469,394308,2321814,417354,36780,98071,53108,44963,53717,41328,12389,283612,69873,72437,123333,882572,235338,48727,692455,690335,431495,243930,4568,10342,2120,3219136,19973052,,
1996:Q2,pct20to40,2661000,1181639,925337,256302,1479361,353474,42269,73388,49306,24082,9515,3164,6351,190069,48178,14467,56674,504439,153184,33704,390032,388562,224279,144828,1274,18182,1469,2270968,19974394,,
1996:Q2,pct00to20,1297768,626851,498506,128344,670917,151164,14243,25432,16423,9009,8607,5038,3569,60790,17726,3649,20960,185372,165677,17297,162590,162034,79330,78684,1025,2995,557,1135178,19971059,,
1996:Q3,pct99to100,5840216,1049299,785927,263372,4790917,371658,173889,693288,470586,222702,217893,195195,22698,1687256,71712,24288,220759,163735,1140611,25827,300367,298132,204831,17878,4532,70890,2235,5539850,1002223,,
1996:Q3,pct80to99,14616286,4425112,3470949,954163,10191174,1076436,268618,611041,401868,209172,173972,137911,36061,2344867,256573,343325,905674,2472733,1614356,123579,2135320,2127495,1610078,395264,9822,112332,7825,12480967,19032375,,
1996:Q3,pct60to80,6408220,2502296,1904708,597589,3905924,515407,72243,151174,101564,49610,44613,23433,21180,580855,142303,165813,296402,1467193,394422,75498,1305038,1300742,926498,337076,4416,32754,4295,5103183,20033447,,
1996:Q3,pct40to60,3948167,1613539,1212406,401133,2334628,416567,38029,95199,56337,38862,54976,42586,12390,285560,71899,71960,128283,884718,238148,49288,709590,707453,441384,251374,4826,9870,2137,3238577,20031667,,
1996:Q3,pct20to40,2697005,1192640,933208,259432,1504365,359352,43843,74428,50513,23915,10761,4190,6571,193717,48005,14800,56081,511913,157561,33905,395054,393607,226630,148613,1416,16948,1447,2301951,20033441,,
1996:Q3,pct00to20,1305118,630382,500896,129486,674737,155026,15100,28813,18968,9845,9388,6101,3288,60251,18083,3371,20535,187478,159256,17436,164632,164075,79942,79642,1070,3420,557,1140487,20028901,,
1996:Q4,pct99to100,6032179,1065628,797593,268036,4966550,366151,184902,708437,485585,222852,237844,216213,21630,1775171,70184,23633,239124,169338,1165947,25820,306591,304405,207322,19363,3666,74054,2186,5725588,1005191,,
1996:Q4,pct80to99,14966219,4478852,3517654,961198,10487367,1078564,277153,611493,406312,205181,185864,150722,35142,2461899,269078,321074,1016537,2477229,1663413,125065,2172934,2164880,1632552,406427,7943,117958,8054,12793285,19088454,,
1996:Q4,pct60to80,6548584,2521691,1922386,599305,4026893,512769,78192,156612,106092,50519,46961,25818,21142,602997,145023,162206,346208,1502009,397898,76017,1336941,1332632,941455,353291,3504,34382,4309,5211643,20093149,,
1996:Q4,pct40to60,3999680,1634220,1231578,402642,2365460,413688,39586,94925,59804,35121,55435,43037,12399,294412,74016,66433,146502,884971,245792,49699,725039,722884,449282,260462,3561,9579,2155,3274641,20090842,,
1996:Q4,pct20to40,2718163,1185972,921909,264063,1532191,364127,45755,76315,51798,24517,10056,3256,6800,200656,47838,14136,58392,519191,161723,34001,400166,398741,228372,153885,1000,15484,1425,2317997,20092994,,
1996:Q4,pct00to20,1312381,630670,497986,132685,681711,158741,15975,32696,21806,10890,11595,8589,3006,61866,18486,2908,19544,189283,153098,17519,164797,164240,79648,80448,688,3455,557,1147585,20087210,,
1997:Q1,pct99to100,6054645,1078087,808802,269284,4976558,363130,199523,671105,453887,217218,233999,213464,20535,1784948,67594,23815,235844,175985,1194759,25855,311493,309418,209776,17552,4887,77203,2075,5743152,1008164,,
1997:Q1,pct80to99,15093923,4528573,3555262,973312,10565350,1085514,291350,552811,390948,161863,177687,143490,34198,2494300,279454,323100,1025908,2492637,1715819,126769,2186738,2178504,1648413,396709,11453,121929,8234,12907185,19144962,,
1997:Q1,pct60to80,6619225,2544347,1941183,603164,4074878,511349,84932,134846,94847,39999,42568,21488,21080,610080,147186,170188,352352,1542654,402046,76676,1343521,1339209,950628,347744,4831,36005,4312,5275704,20153172,,
1997:Q1,pct40to60,4019305,1648997,1241487,407511,2370308,412027,41513,80390,56864,23526,57023,44665,12358,297686,75763,66634,147508,887224,254297,50243,730830,728654,455403,259228,4780,9243,2176,3288475,20150446,,
1997:Q1,pct20to40,2740483,1189092,920650,268442,1551391,369334,48069,71478,49711,21766,11907,4919,6989,204891,47638,14591,56645,526784,165866,34187,396095,394694,229768,149364,1505,14057,1401,2344388,20152922,,
1997:Q1,pct00to20,1308820,631535,496204,135331,677284,162416,16853,27291,16606,10684,12308,9618,2690,61755,18678,2662,19158,191435,147078,17649,168166,167611,79460,83578,994,3579,554,1140654,20145901,,
1997:Q2,pct99to100,6441454,1087671,824462,263209,5353783,361866,198469,668546,449678,218868,243273,223817,19456,2114220,66344,24535,253622,183455,1213554,25901,318694,316727,212848,18008,5417,80455,1967,6122760,1011134,,
1997:Q2,pct80to99,15738997,4579004,3595896,983108,11159993,1095853,278655,558541,387286,171255,179874,146590,33284,2873351,292734,340514,1136714,2516639,1758585,128532,2224523,2216106,1671179,401313,13332,130282,8417,13514474,19201776,,
1997:Q2,pct60to80,6845057,2578752,1974639,604113,4266306,510834,88830,137511,92956,44555,41505,20417,21088,679145,150100,185755,402853,1587897,404505,77372,1369578,1365261,965155,356985,5443,37679,4316,5475479,20213392,,
1997:Q2,pct40to60,4104935,1673003,1259928,413075,2431932,411260,41735,80442,57604,22838,58027,45586,12441,324055,78015,70455,165825,891049,260248,50821,745405,743208,463960,265063,5170,9015,2197,3359531,20210348,,
1997:Q2,pct20to40,2797747,1207407,938048,269359,1590341,374853,48563,72966,49588,23378,12525,5235,7290,220360,47479,15768,58673,534624,170133,34396,398997,397621,231805,151586,1731,12499,1376,2398750,20213090,,
1997:Q2,pct00to20,1323533,636297,502196,134101,687236,166064,17792,28151,16152,11999,14142,11704,2437,68765,19147,2546,17987,193860,140989,17792,169828,169276,79641,85083,1078,3474,552,1153705,20204890,,
1997:Q3,pct99to100,6694846,1097966,839896,258070,5596880,362652,209178,663626,442333,221293,246118,227751,18367,2302569,64970,25045,267129,190654,1238857,26082,325736,323876,218077,18564,3374,83861,1860,6369110,1014095,,
1997:Q3,pct80to99,16229480,4629092,3631601,997490,11600388,1110258,285409,566837,382127,184710,176168,143798,32370,3099744,305851,352015,1228310,2537190,1807643,130963,2276516,2267912,1707217,407303,7916,145475,8603,13952964,19258774,,
1997:Q3,pct60to80,7033512,2612362,2004502,607860,4421150,511399,95071,140395,90113,50282,38280,17161,21119,720921,152967,198508,445296,1631653,408153,78507,1403520,1399199,988962,367574,3235,39430,4321,5629992,20273680,,
1997:Q3,pct40to60,4185148,1701798,1281137,420661,2483350,411552,43218,80808,57849,22958,59616,47054,12562,340263,80238,72883,180914,894210,267837,51813,763652,761433,478263,271431,2778,8960,2218,3421496,20270416,,
1997:Q3,pct20to40,2847322,1221113,949443,271670,1626208,380796,50413,74548,49206,25343,14048,6421,7627,230906,47314,16673,59850,542421,174348,34891,402650,401298,235481,154246,820,10751,1352,2444672,20273366,,
1997:Q3,pct00to20,1334604,640982,506740,134242,693621,169716,18718,28675,15230,13445,15690,13492,2198,72633,19596,2376,16878,196188,135064,18087,171943,171394,81280,86687,417,3010,549,1162661,20264094,,
1997:Q4,pct99to100,6851668,1115269,850197,265071,5736399,367226,220700,687226,468066,219159,257953,240714,17239,2347940,61388,24966,262415,196972,1283711,25902,336135,334379,221947,20259,5187,86986,1756,6515533,1017039,,
1997:Q4,pct80to99,16496383,4705571,3700634,1004937,11790812,1132449,293152,564277,392233,172044,179398,147981,31417,3171932,314432,346324,1234111,2547462,1875618,131657,2306829,2298036,1722692,416170,13282,145891,8793,14189554,19315832,,
1997:Q4,pct60to80,7151934,2645410,2035215,610195,4506524,513960,101560,146165,97860,48305,37243,16141,21102,735460,154650,202701,450433,1670530,415335,78487,1428157,1423831,996187,381402,5198,41044,4326,5723777,20333909,,
1997:Q4,pct40to60,4227764,1719687,1297934,421753,2508077,413791,44768,80968,62882,18086,60325,47737,12588,346468,81671,71261,181334,895429,280346,51716,781136,778897,485734,280227,4412,8524,2239,3446627,20330520,,
1997:Q4,pct20to40,2869286,1217215,939832,277383,1652071,387648,52341,76382,51392,24990,14464,6579,7885,236672,47080,16766,57665,550014,178408,34630,409335,408008,237527,159565,1523,9392,1327,2459952,20333617,,
1997:Q4,pct00to20,1346958,645099,506477,138622,701860,173458,19652,33519,19554,13965,18039,16140,1899,73371,19598,2066,16393,198212,129569,17982,173476,172930,82272,86541,789,3328,547,1173482,20323430,,
1998:Q1,pct99to100,7298148,1128408,866635,261773,6169740,360172,241946,669970,446237,223732,273044,256959,16085,2733006,58797,25619,281498,205922,1293899,25868,342828,341238,226729,18650,5608,90251,1590,6955320,1019960,,
1998:Q1,pct80to99,17276548,4786072,3768466,1017606,12490476,1129998,317105,576367,380698,195669,184867,154422,30445,3611007,325185,361944,1354167,2586626,1910140,133071,2328255,2319323,1745564,406355,14906,152497,8932,14948293,19372828,,
