1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2001:Q2,1170580,134431,375015,661134,1170580,1702,26343,6948,41262,10942,654608,16739,10082,9479,1742,189946,3074,8026,0,143852,43158,2677
2001:Q3,1208264,137019,398228,673017,1208264,1632,26485,7175,40470,10765,674428,17889,10301,10037,1786,191519,3465,8164,0,158252,43053,2843
2001:Q4,1252642,139607,429555,683480,1252642,1562,27478,7403,40965,10832,689288,17867,11006,10193,1954,193464,3701,8116,0,184249,41395,3169
2002:Q1,1267318,141988,427942,697388,1267318,1576,27298,7359,41134,10707,704858,18252,11186,10543,1956,193973,4713,8078,0,185269,37418,2998
2002:Q2,1295424,144369,444014,707041,1295424,1590,27473,7317,41188,10575,721962,18593,11100,10907,1979,195280,5067,7066,0,192945,39013,3369
2002:Q3,1323285,146750,459210,717325,1323285,1604,27802,7276,41439,10389,737800,19016,11517,11175,1982,195810,5403,7296,0,202349,38882,3545
2002:Q4,1359236,149131,492030,718075,1359236,1618,27943,7232,42101,10389,754543,18989,11194,11419,2066,200364,5662,7433,0,215251,39159,3873
2003:Q1,1382026,150609,501074,730343,1382026,1557,27927,7239,40093,10383,771482,19000,11313,11383,2072,201821,5892,6878,0,221684,39279,4023
2003:Q2,1415970,152087,516846,747037,1415970,1496,28140,7247,40352,10990,785767,19543,11593,11768,2015,205331,6009,7750,0,233946,39687,4336
2003:Q3,1452472,153565,535407,763500,1452472,1435,28710,7256,40161,11170,801628,24189,12369,12325,2008,207903,6212,8468,0,242820,41086,4732
2003:Q4,1480187,155043,541847,783297,1480187,1374,29388,7263,40529,11354,821476,17502,12782,12748,2179,209909,6441,6005,0,251598,44229,5410
2004:Q1,1525344,156232,578058,791054,1525344,1341,29575,7571,42476,11541,845487,17782,13184,12989,2239,210725,6536,4979,0,267980,43849,7090
2004:Q2,1565012,157421,597043,810548,1565012,1308,29904,7878,41172,11730,870818,15063,13873,13757,2315,212222,6508,6036,0,281892,42754,7782
2004:Q3,1612415,158610,618903,834902,1612415,1274,30290,8185,41520,11923,896405,15606,14846,14225,2430,215333,6558,5025,0,296535,44420,7840
2004:Q4,1670823,159799,645678,865346,1670823,1241,30999,8493,42370,12119,922985,16866,15878,14691,2511,220147,6446,4841,0,314612,48364,8260
2005:Q1,1707665,161784,660084,885797,1707665,1229,30932,8853,42559,12040,948732,17811,13279,15013,2560,221183,6394,4042,0,326540,47387,9111
2005:Q2,1771389,163769,712450,895171,1771389,1216,31860,9214,42957,11961,979326,18466,13987,15604,2627,223739,6387,3962,0,353841,46710,9532
2005:Q3,1828737,165754,752121,910862,1828737,1203,31850,9575,44172,11882,1017120,21624,15727,16211,2759,225585,6373,3257,0,365596,46153,9650
2005:Q4,1905514,167739,819639,918136,1905514,1191,32309,9936,45213,11805,1049713,20848,18767,16744,2837,229861,6320,3849,0,399372,45950,10799
2006:Q1,1973694,172153,848444,953097,1973694,1178,31387,9832,45954,12113,1089127,21519,19954,17091,2850,231793,11881,4115,0,416141,46087,12672
2006:Q2,2036600,176567,865703,994330,2036600,1166,30705,9728,47499,12430,1122805,23165,20766,17870,2958,237064,17438,4507,0,429230,46389,12880
2006:Q3,2109236,180981,888692,1039563,2109236,1154,30128,9623,48396,12756,1160178,23306,20971,18427,3013,240454,22997,5247,0,449396,47048,16142
2006:Q4,2192360,185395,922476,1084489,2192360,1141,29578,9519,48945,13089,1188697,24925,21989,18740,3554,242137,28598,4906,0,488164,47783,20595
2007:Q1,2235571,188632,915474,1131465,2235571,1138,29310,10022,49919,13274,1192685,27669,22349,19013,3668,243964,29194,5386,0,518210,45295,24475
2007:Q2,2313278,191869,941305,1180104,2313278,1135,26713,10524,50564,13462,1225003,29990,22689,19613,4174,248594,29725,5956,0,552246,46096,26794
2007:Q3,2399132,195106,976634,1227392,2399132,1132,25314,11026,50758,13652,1249457,35219,23412,20283,4429,252423,30210,6566,0,596913,49761,28577
2007:Q4,2458661,198343,993921,1266397,2458661,1128,24631,11529,50839,13845,1286945,38993,19255,20817,4908,255721,30829,9221,0,610488,51121,28391
2008:Q1,2503418,200526,1006715,1296177,2503418,1099,24588,11328,51399,13992,1322511,39853,19411,21409,5008,261177,28552,8703,0,607346,58851,28191
2008:Q2,2544047,202709,1005396,1335942,2544047,1069,24732,11128,52271,14141,1356377,41047,19491,22378,5166,267109,26430,5819,0,606890,62462,27537
2008:Q3,2556924,204892,973514,1378518,2556924,1039,24552,10927,52271,14292,1388042,28788,19473,22909,4828,272298,24084,5271,0,598867,61827,27456
2008:Q4,2580610,207075,940354,1433181,2580610,1009,23836,10726,54670,14444,1410901,32808,19680,23272,5135,274238,22412,4482,0,594596,61594,26807
2009:Q1,2577764,204627,938507,1434630,2577764,977,27193,10645,56059,14894,1414920,33661,19635,23371,5166,272189,21478,4323,0,584586,61154,27513
2009:Q2,2562462,202179,922241,1438042,2562462,944,26464,10563,56986,15358,1414557,33421,19778,23524,5197,270343,20699,4068,0,574940,60312,25308
2009:Q3,2538516,199731,888812,1449973,2538516,912,26609,10482,57738,15836,1399297,34586,19886,23652,4949,269180,19835,4076,0,569537,60193,21748
2009:Q4,2505912,197283,851960,1456669,2505912,879,26501,10400,59444,16329,1375730,32883,19644,23633,4600,264817,18925,3833,0,568922,59680,19692
2010:Q1,2484058,197536,833509,1453012,2484058,885,26173,10682,60379,16655,1355562,32658,19305,23566,4417,261740,19347,3939,0,564096,61310,23344
2010:Q2,2438384,197789,794448,1446147,2438384,891,25980,10963,60985,16987,1330453,31078,15676,23660,4408,259079,19585,4008,0,555097,59498,20036
2010:Q3,2399340,198042,769641,1431657,2399340,896,25844,11244,60690,17326,1302141,30401,15629,23679,4370,259722,20607,4107,0,545723,57916,19045
2010:Q4,2382828,198295,767274,1417259,2382828,902,26229,11526,61254,17671,1276028,30753,15689,23627,4272,258946,21386,3881,0,543549,68910,18205
2011:Q1,2358068,199745,731681,1426642,2358068,914,26013,11134,61811,17895,1253832,29238,16056,23614,4230,259696,20513,3776,0,541291,68923,19132
2011:Q2,2327681,201195,707309,1419177,2327681,926,30005,10742,63207,18122,1236335,28738,15691,24181,4496,263534,19583,3824,0,525807,64613,17877
2011:Q3,2299658,202645,688470,1408543,2299658,938,29086,10350,64469,18176,1217590,29460,15427,23901,4766,268260,18722,4580,0,518739,58542,16652
2011:Q4,2287823,204095,687699,1396029,2287823,950,28872,9958,65919,18231,1211610,28465,15636,24295,5101,271648,17385,4311,0,511297,57864,16281
2012:Q1,2269312,206282,651233,1411797,2269312,997,28228,9795,66136,18177,1204144,28661,15348,24324,5358,274661,17718,3789,0,500431,56817,14728
2012:Q2,2249744,208469,617302,1423973,2249744,1043,27861,9632,66962,18123,1196161,28595,15085,24225,5582,277417,18117,3584,0,490956,51763,14638
2012:Q3,2238734,210656,593012,1435066,2238734,1089,28203,9469,67510,18070,1189063,28081,14669,24376,5721,279406,18544,3507,0,485214,50098,15714
2012:Q4,2252182,212843,596055,1443284,2252182,1135,29691,9307,67621,18016,1203037,27536,14550,24590,5849,281060,18973,3541,0,486894,44105,16277
2013:Q1,2248409,214917,575175,1458317,2248409,1049,28119,9374,68880,17859,1199888,26532,14058,25106,6073,279357,18942,3187,0,491786,42034,16165
2013:Q2,2271179,216991,592162,1462027,2271179,963,31880,9441,69417,17704,1210485,27349,14067,25628,6800,281225,18918,3049,0,358736,42747,152770
2013:Q3,2287440,219065,606576,1461799,2287440,877,31046,9509,70626,17549,1224350,28023,12344,25982,7265,285992,18889,2540,0,356885,41665,153898
2013:Q4,2293118,221139,609199,1462780,2293118,791,32694,9576,71199,17397,1241361,27770,13351,26550,8206,289244,18830,2181,0,336636,40301,157031
2014:Q1,2304651,222934,592382,1489335,2304651,874,33919,9550,71453,17337,1250995,29967,13452,27301,8538,288061,19369,2502,0,313786,40592,176955
2014:Q2,2326435,224729,588228,1513478,2326435,957,34297,9525,72321,17278,1267042,31024,13299,27974,9078,289221,19625,3223,0,318712,38538,174321
2014:Q3,2349657,226524,588478,1534655,2349657,1040,34047,9499,72599,17219,1277729,31831,13142,28819,9659,291125,19861,2605,0,328807,39538,172137
2014:Q4,2381719,228319,602772,1550629,2381719,1123,36116,9474,71537,17160,1301545,33271,12918,29601,10275,294551,20517,2771,0,326196,41417,173247
2015:Q1,2406283,230922,609843,1565518,2406283,1053,38438,9950,71728,17041,1319189,33063,11136,30227,10772,297834,19654,2965,0,333499,41668,168066
2015:Q2,2445531,233525,637009,1574998,2445531,982,41099,10427,71100,16923,1339225,35566,10620,31072,11302,304312,19226,3121,0,351911,36171,162474
2015:Q3,2479115,236128,653031,1589956,2479115,911,43854,10903,69676,16806,1371592,40946,10578,31980,11890,309902,18798,3200,0,352776,33757,151546
2015:Q4,2519626,238731,692943,1587952,2519626,841,45180,11380,69229,16689,1407041,46468,10591,33292,12760,322303,18371,2726,0,353299,27607,141849
2016:Q1,2538521,242101,678748,1617672,2538521,935,41744,11245,69549,16784,1431753,51412,10755,34449,13490,324411,18426,2863,0,333724,26863,150118
2016:Q2,2564671,245471,670325,1648875,2564671,1029,40589,11111,69676,16880,1465583,55795,10603,35640,14263,328958,18482,3122,0,322972,24773,145195
2016:Q3,2609361,248841,685517,1675003,2609361,1123,37703,10977,69538,16977,1492987,60445,10624,37301,15318,332772,18539,6181,0,323370,22808,152698
2016:Q4,2638641,252211,686770,1699660,2638641,1217,31558,10842,70656,17074,1523017,62102,10562,39246,15454,340311,18595,4941,0,327814,22533,142719
2017:Q1,2653127,253971,656544,1742612,2653127,1119,35523,11411,70552,17200,1549979,63547,10427,40804,14757,346484,19516,3533,0,312650,22389,133236
2017:Q2,2694627,255731,653362,1785534,2694627,1022,35577,11979,69676,17326,1573927,67143,10316,43046,16252,354449,20439,2812,0,317991,22329,130343
2017:Q3,2713733,257491,628958,1827284,2713733,924,36017,12548,71208,17453,1589785,67316,10511,42536,17156,358003,21359,1413,0,316311,22105,129088
2017:Q4,2766522,259251,655646,1851625,2766522,827,44437,13116,71349,17582,1608715,69876,10523,44049,17823,362602,22281,2347,0,327597,21964,131434
2018:Q1,2793523,258366,666890,1868267,2793523,850,42363,13186,71768,17685,1622204,68865,10346,45699,18699,370456,21686,2530,0,330096,21716,135374
2018:Q2,2845079,257481,702156,1885442,2845079,873,41047,13257,72623,17789,1646269,66881,10220,47364,18959,378901,21090,3204,0,350770,21789,134043
2018:Q3,2853528,256596,704010,1892922,2853528,897,41340,13327,73166,17894,1649988,64297,10105,49127,19682,387909,20495,4264,0,341940,21983,137114
2018:Q4,2889962,255711,736074,1898177,2889962,920,39848,13398,74150,18000,1666795,66280,10002,50827,20494,395742,19899,4192,0,339762,21810,147843
2019:Q1,2922105,280634,755078,1886393,2922105,1028,39901,13514,74802,18100,1682216,66149,9898,52032,20844,401413,19770,3288,0,339547,25595,154008
2019:Q2,2945991,305557,766585,1873849,2945991,1137,41542,13629,75241,18200,1702241,65964,9789,53396,20964,403295,19640,3048,0,334409,25893,157603
2019:Q3,2994564,330480,821424,1842660,2994564,1245,43019,13745,74098,18463,1723650,68270,9475,55285,20906,409056,19511,3095,0,348288,26190,160268
2019:Q4,3031283,355403,853904,1821976,3031283,1354,44016,13861,74094,18729,1749357,67298,9415,58118,22855,414053,19381,2712,0,357162,26102,152776
2020:Q1,3075513,363967,862219,1849327,3075513,1345,45737,14038,75283,19559,1772906,68370,9481,60200,23591,416755,19621,2865,0,362950,25996,156816
2020:Q2,3102467,372531,862660,1867276,3102467,1336,46674,14216,76296,20426,1793962,67357,9591,61668,23691,418950,19861,2530,0,359808,27050,159051
2020:Q3,3130082,381095,868183,1880804,3130082,1328,52109,14394,74638,21331,1808952,66618,9355,63882,23577,419612,20101,2629,0,363591,26976,160989
2020:Q4,3169092,389659,873556,1905878,3169092,1319,52555,14571,75362,22277,1822119,65542,9436,66057,24269,427150,20341,2412,0,371550,27420,166712
2021:Q1,3188471,397072,855125,1936274,3188471,1275,55809,14453,75951,21905,1830615,65133,9304,68329,24341,424065,20577,2537,0,379363,27096,167718
2021:Q2,3226940,404485,867714,1954741,3226940,1291,56131,14334,75951,21540,1850819,65765,9185,70731,25536,424274,20813,2428,0,384805,26960,176377
2021:Q3,3278949,411898,886114,1980937,3278949,1312,56829,14216,76837,21181,1878888,67918,9486,73248,26445,429475,21047,2323,0,390392,25886,183466
2021:Q4,3378083,419311,950452,2008320,3378083,1351,77483,14097,78166,20827,1904683,73796,9446,77251,27674,435417,21282,2312,0,412982,26228,195088
2022:Q1,3441725,427265,981404,2033056,3441725,1377,83120,14249,78696,20809,1936856,77771,9638,80641,29587,448040,19877,2295,0,413632,27010,198127
2022:Q2,3535444,437100,1029460,2068884,3535444,1414,97952,14401,79607,20790,1981997,79081,9820,85981,30356,458779,18471,2428,0,422358,26838,205171
2022:Q3,3589302,443856,1062321,2083125,3589302,1436,96290,14553,80152,20772,2029149,80923,10311,90400,30861,465263,17066,2653,0,421659,26413,201401
2022:Q4,3644273,450748,1086904,2106621,3644273,1458,95695,14705,81841,20753,2074220,83773,10308,94690,30404,471906,15661,2207,0,417180,25425,204047
2023:Q1,3689488,456452,1104330,2128706,3689488,1476,103661,14870,82647,20103,2101593,87223,10406,97532,30481,475881,15012,2242,0,418811,25031,202519
2023:Q2,3714776,459718,1105785,2149274,3714776,1486,105454,14950,83082,19473,2125130,88949,10361,100785,31721,480908,14052,1933,0,417766,24019,194707
2023:Q3,3742043,463226,1113789,2165028,3742043,1497,107001,14993,85153,18863,2142960,87171,10494,103409,31827,484860,13297,1848,0,425284,23729,189657
2023:Q4,3764427,466137,1130865,2167425,3764427,1506,110725,15065,86289,18272,2159927,87811,10888,106240,32935,486484,12799,1606,0,424087,23088,186705
2024:Q1,3783631,468654,1136740,2178237,3783631,1513,110633,15145,87336,18377,2171195,88425,11020,107950,33172,489147,11991,1416,0,432496,22353,181462
2024:Q2,3789153,469496,1141638,2178019,3789153,1516,113750,15223,88576,18482,2177410,90465,11010,110638,33017,492232,11167,1474,0,424427,21885,177881
2024:Q3,3808972,472088,1153295,2183589,3808972,1524,113900,15325,89075,18587,2180667,90190,11219,113352,33046,502570,10057,1539,0,431266,22099,174556
2024:Q4,3823740,474062,1162424,2187254,3823740,1529,114372,15442,90372,18694,2178662,90296,11424,116714,32440,505522,9107,1805,0,447354,22257,167750
2025:Q1,3828816,474842,1164595,2189379,3828816,1531,114365,15538,91807,18801,2179169,87979,10818,119556,32064,509703,8164,1855,0,447543,22148,167775
