1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1988:Q4,11730316,540712,2598300,10708,290374,1020190,229075,36668,594883,159564,355355,187191,168164,0,1552536,420389,54690,341893,4131497,413673,4552126,2153645,858024,745206,237916,557335
1989:Q1,12007300,521729,2626059,11153,316345,1051710,243505,23446,593600,191160,359595,192163,167432,0,1622778,427100,56182,345669,4247030,421949,4615977,2187857,867347,753193,232489,575091
1989:Q2,12314166,517331,2624891,11032,337547,1081184,275181,11314,599851,194838,366099,199938,166161,0,1703438,456276,57698,354363,4374151,430155,4726548,2246244,876546,769617,241190,592951
1989:Q3,12681104,514411,2651900,11268,369507,1108062,278287,20912,609799,199064,359197,194655,164542,0,1835561,476389,59202,360192,4496352,439063,4830797,2312228,885598,784207,241027,607738
1989:Q4,12994261,532498,2679638,11874,384374,1125776,256465,37056,624874,207381,376631,213170,163461,0,1913688,468721,60666,371631,4623302,445463,4933459,2360601,895019,809285,242481,626073
1990:Q1,13033228,518906,2697185,11755,411593,1119638,225516,50758,640020,203345,412096,247013,165083,0,1800547,461905,62157,377994,4705283,454169,5006182,2440196,893921,792320,248461,631284
1990:Q2,13270972,528172,2692792,12312,397315,1157837,225324,67288,654671,210554,420240,253467,166773,0,1860586,484148,63600,386121,4813273,454576,5079355,2506050,889009,798712,249294,636290
1990:Q3,13064249,528775,2708377,12949,420803,1196216,248463,81816,654391,211546,432627,263766,168861,0,1539643,444432,65041,392530,4864307,458550,5140695,2556508,890509,812302,244938,636438
1990:Q4,13560341,545537,2733323,13427,427458,1266376,273461,91164,660669,241082,458212,287926,170286,0,1734697,470940,66526,399250,4981536,463059,5196541,2596796,890633,824391,248634,636087
1991:Q1,14074502,557196,2733856,13959,474457,1231621,252998,67603,656602,254418,466107,296166,169941,0,2030476,516151,67534,406098,5109791,467256,5218899,2632689,892501,802207,248677,642825
1991:Q2,14157678,560453,2687802,13957,453662,1269915,256746,69775,677154,266241,467267,296800,170467,0,2001887,537636,68578,415029,5208742,472749,5284953,2692211,896419,801306,251324,643693
1991:Q3,14477211,565052,2668728,14409,449818,1294223,268386,78389,693436,254013,479925,310134,169791,0,2125661,585136,69630,419933,5328803,475893,5312415,2714849,883654,802500,261543,649868
1991:Q4,15106887,595018,2653691,14565,452896,1308118,272303,86272,695977,253566,503786,336632,167154,0,2491325,646801,70666,427029,5460492,482500,5391966,2767184,879796,815581,272222,657183
1992:Q1,15090564,610492,2505189,14566,475797,1341242,286825,95921,695040,263457,489584,324554,165030,0,2419593,670372,71283,434387,5569202,488856,5411730,2807138,875575,793353,269479,666185
1992:Q2,15200176,619634,2472252,14953,457482,1325563,291399,79055,687457,267653,496253,333371,162882,0,2388373,714710,71900,439014,5704100,495942,5454213,2838949,871049,792332,276468,675416
1992:Q3,15526355,644995,2445401,15504,449051,1344411,314775,83310,688200,258126,498468,337089,161379,0,2478962,767030,72519,448765,5855622,505627,5516911,2892667,864734,801933,277469,680109
1992:Q4,16116273,708387,2415438,15600,434679,1350661,340427,89881,654692,265661,502821,343316,159505,0,2810125,815039,73138,457341,6020766,512278,5592694,2936179,860476,824769,279536,691734
1993:Q1,16401240,686170,2372784,15445,442856,1371106,343288,70396,650775,306647,521362,365522,155840,0,2877136,891599,74205,465502,6160737,522338,5592987,2947066,859458,807262,286082,693119
1993:Q2,16590193,706625,2349936,15352,434138,1355044,336881,43262,643982,330919,539782,386526,153256,0,2874316,965013,75274,474715,6270840,529158,5659526,3001363,855715,818662,286648,697138
1993:Q3,16917789,732433,2334230,14697,431626,1348864,318764,37658,630091,362351,537228,386436,150792,0,2977689,1048508,76341,484439,6392930,538804,5741412,3053481,850973,842668,297199,697092
1993:Q4,17282753,765409,2295318,15757,441151,1405362,366132,18567,608537,412127,541663,393744,147919,0,3110199,1099943,77410,494325,6489951,546265,5836344,3095615,848493,886169,303586,702480
1994:Q1,17305754,745894,2297410,15716,454972,1476643,386476,60136,598147,431885,546659,401763,144896,0,2981974,1073303,78557,500724,6574767,559135,5873163,3127089,843247,883876,305819,713133
1994:Q2,17398243,738599,2265672,16847,450823,1566506,419926,85905,608557,452118,546577,402008,144569,0,2918843,1061616,79702,507885,6676018,569156,5970470,3174359,840900,918580,308445,728187
1994:Q3,17697761,732539,2284232,17357,460858,1588351,450444,89091,585676,463141,547548,404882,142666,0,2972811,1100712,80849,525937,6803249,583318,6072365,3224464,837965,959953,308683,741300
1994:Q4,17903210,749519,2270586,18847,483159,1733116,522466,133816,578340,498494,550145,409103,141042,0,3013823,1019327,81996,531939,6856695,594058,6205652,3271822,833674,1021168,322330,756658
1995:Q1,18390113,734553,2318380,20324,503544,1708803,535804,100901,554848,517250,554467,416259,138208,0,3232041,1058545,82973,544664,7015813,616006,6254786,3300184,835968,1024546,321182,772906
1995:Q2,18941592,741640,2355556,22461,533374,1694920,555023,102672,526636,510589,556498,420735,135763,0,3439588,1126823,83950,560644,7191749,634389,6363534,3350146,839372,1063126,323590,787300
1995:Q3,19538136,711616,2388907,22103,546890,1724122,538893,120685,521883,542661,557368,424261,133107,0,3708740,1200705,84929,569996,7375122,647639,6497096,3406618,843302,1109599,336760,800817
1995:Q4,20216817,716681,2405980,23356,574017,1787327,542087,149019,496364,599857,577576,446628,130948,0,4029075,1239948,85906,580205,7532929,663816,6611976,3439826,848582,1168160,336867,818541
1996:Q1,20688351,707119,2477954,26021,626718,1752856,523310,130071,487974,611501,587801,459177,128624,0,4156730,1317576,87640,584946,7683053,679938,6714385,3502199,853126,1162207,360314,836538
1996:Q2,21134630,695602,2493981,27693,617240,1831385,516200,191819,486135,637231,581751,455714,126037,0,4291133,1407588,89374,593543,7806238,699102,6852108,3561167,860782,1196579,363157,870423
1996:Q3,21399440,682241,2530116,31693,639641,1841739,542861,218104,464441,616333,579857,456081,123776,0,4278287,1458120,91108,608575,7939063,718999,6985193,3625150,864607,1229847,362318,903271
1996:Q4,22037674,676246,2546582,35469,671809,1872062,551804,256553,450996,612710,619518,498022,121496,0,4511914,1489156,93198,624626,8158717,738377,7124046,3674979,874795,1273878,374048,926346
1997:Q1,22157824,653888,2591448,34112,714315,1738947,549370,222093,424139,543346,607945,489408,118537,0,4563376,1504645,95074,636314,8255126,762633,7205539,3713795,878412,1254175,382782,976375
1997:Q2,23460197,655271,2620349,34459,706663,1757264,505232,243178,442104,566750,622913,506492,116421,0,5249285,1688644,96950,653819,8582769,791811,7354727,3767669,890663,1278038,393834,1024524
1997:Q3,24387091,626771,2684399,36014,736247,1776628,475137,259128,444800,597563,624494,510197,114297,0,5595767,1860047,98826,670936,8858194,818768,7524877,3859648,896684,1305805,418166,1044574
1997:Q4,24796346,662676,2701859,37179,767755,1820269,477313,293339,468117,581500,643091,531193,111898,0,5733527,1880014,100702,678819,8925054,845401,7671540,3901080,910871,1344165,421002,1094421
1998:Q1,26279495,627941,2738439,36817,831269,1809639,491210,232771,461967,623691,669054,557516,111538,0,6469964,2122187,103167,691038,9295173,884808,7801873,3969277,937148,1324043,433276,1138130
1998:Q2,26784518,633783,2736314,37785,849369,1918969,445686,299180,487212,686891,683400,572295,111105,0,6533606,2216264,105632,702518,9444363,922515,8020726,4059346,964753,1367744,447772,1181111
1998:Q3,25978701,625298,2756601,39500,923665,1992289,508725,334342,482280,666942,722295,611486,110809,0,5791446,2019847,108097,704873,9324257,970532,8216412,4150150,989889,1400718,446082,1229573
1998:Q4,27942252,686962,2820098,37725,986922,1900877,467785,371106,468512,593474,719681,605403,114278,0,6850087,2277198,110562,734727,9812187,1005226,8441689,4257021,1015035,1441272,452049,1276313
1999:Q1,28235925,673850,2827563,39368,1046775,1870347,443751,315359,472522,638715,717909,602254,115655,0,6849076,2319259,111283,746927,9994489,1039079,8598184,4346453,1037854,1442398,458796,1312682
1999:Q2,29132033,645683,2840305,40486,1026302,1785468,368337,341883,466515,608733,719063,602546,116517,0,7394642,2475463,112004,766393,10258149,1068075,8830779,4454041,1057636,1471581,484755,1362765
1999:Q3,28745262,632357,2898597,41170,1060411,1743532,331462,383200,435581,593289,740878,623188,117690,0,7041700,2359852,112725,769442,10236959,1107639,9073796,4584878,1081717,1511895,490348,1404958
1999:Q4,31144942,670819,2961268,40659,1161192,1586496,390516,389567,421796,384617,787188,668527,118661,0,8353308,2743340,113446,821954,10704386,1200887,9335163,4678865,1110318,1553622,536950,1455408
2000:Q1,31997763,642304,3058958,45150,1227318,1451960,355668,334720,429965,331607,795232,676491,118741,0,8673613,2950341,115974,839921,10952420,1244573,9523747,4749288,1136273,1553765,578358,1506064
2000:Q2,31531454,610166,3119289,45841,1199815,1430334,244432,375520,451291,359091,778641,659861,118780,0,8253908,2837640,118502,843653,10994043,1299622,9768548,4872448,1164145,1601771,562310,1567875
2000:Q3,31695152,571653,3181030,44509,1252528,1406423,203929,382316,449205,370974,794673,675901,118772,0,8135733,2846359,121030,855851,11139681,1345681,10022960,4995546,1187089,1667073,571584,1601668
2000:Q4,30777267,577771,3279372,48271,1345321,1523272,250065,397139,462681,413388,848527,729743,118784,0,7176893,2556769,123558,858497,11055392,1383623,10240980,5099336,1216621,1741267,529482,1654274
2001:Q1,29900709,605957,3444540,50790,1481944,1449840,237867,225916,482324,503733,834959,713784,121175,0,6415484,2311039,123783,873952,10888771,1419649,10347876,5195136,1233628,1749724,500460,1668928
2001:Q2,30867134,586798,3507994,48459,1480426,1376610,112573,238992,512221,512824,842987,719568,123419,0,6863494,2510647,124008,904815,11149783,1471111,10609035,5366103,1255697,1784249,510750,1692237
2001:Q3,29599532,582995,3571158,48388,1548032,1501242,184192,298080,517589,501380,937481,811771,125710,0,5724940,2171629,124233,893567,10972831,1523036,10913760,5524605,1280485,1814351,568591,1725727
2001:Q4,30963212,656287,3576798,48676,1626409,1411099,174679,219825,512667,503928,897216,769449,127767,0,6447642,2414122,124458,924317,11264992,1571196,11101048,5648702,1307726,1891827,510906,1741887
2002:Q1,31260025,596318,3742354,47771,1594924,1357918,144377,205373,524850,483318,890296,760905,129391,0,6464659,2427989,125643,951100,11468877,1592176,11282594,5795745,1330430,1883516,511128,1761775
2002:Q2,30394360,589891,3760296,48219,1544727,1476103,115314,189222,581824,589743,863045,732506,130539,0,5802768,2274808,126828,963864,11321266,1622545,11525723,5982959,1353583,1917644,493803,1777734
2002:Q3,28972617,591735,3880205,49781,1514706,1506097,94572,134181,611915,665429,864120,731925,132195,0,4706606,1964166,128013,966107,11150675,1650406,11798883,6191126,1373652,1951608,481554,1800943
2002:Q4,29610440,635119,3887593,49937,1591630,1587325,49063,108745,628884,800633,857880,724081,133799,0,4994061,2055460,129198,971245,11409472,1441520,12098308,6402692,1393339,1997008,484097,1821172
2003:Q1,29500320,629659,4083236,51628,1544162,1511370,142498,-974,617703,752143,873934,739095,134839,0,4691485,2044109,130283,988227,11500246,1451982,12303311,6569913,1414605,1989123,497629,1832041
2003:Q2,31205762,640087,4163815,54115,1514086,1430273,108607,-80877,673200,729343,974240,837799,136441,0,5544952,2365655,131368,1020778,11904386,1462007,12710978,6814393,1448758,2021930,584069,1841827
2003:Q3,31824513,602038,4228585,51146,1464378,1410289,111243,9990,652906,636150,975478,838834,136644,0,5891889,2471862,132453,1046778,12070095,1479523,12981920,7041579,1481626,2059675,558346,1840694
2003:Q4,33409998,634289,4269134,52841,1427739,1535983,85806,85379,668439,696359,971805,834131,137674,0,6624645,2733564,133538,1071080,12456641,1498739,13258864,7222263,1523116,2102932,520966,1889586
2004:Q1,35153980,630304,4436699,55204,1388056,2334396,105264,26075,1471565,731492,995945,855016,140929,0,6922779,2904948,135946,1076843,12712855,1560005,13546348,7425301,1542661,2096472,535403,1946511
2004:Q2,35332531,616754,4552783,57889,1345616,2145988,4467,-14393,1464851,691064,1030586,886362,144224,0,6937469,2861243,138354,1091284,12932082,1622483,13949785,7717758,1581372,2114539,548973,1987142
2004:Q3,35728164,601094,4627925,58864,1304119,2291726,-4337,17608,1542572,735884,1027053,879671,147382,0,6831761,2922772,140762,1102570,13123513,1696005,14308825,7976385,1619604,2164875,545801,2002160
2004:Q4,37479174,659898,4722699,61764,1306641,2422241,59614,176824,1592659,593144,1091297,940187,151110,0,7368566,3187932,143170,1129170,13612068,1773728,14762427,8249996,1665714,2220119,586014,2040584
2005:Q1,37747758,653418,4878564,67402,1264381,2356617,12934,135934,1599704,608045,1082701,927458,155243,0,7430140,3163219,145638,1129787,13718970,1856921,15101250,8491556,1698391,2204974,578927,2127401
2005:Q2,38589839,613049,5014033,64549,1240972,2480894,-42544,223587,1665250,634601,1090340,931481,158859,0,7678716,3209719,148106,1136242,13977986,1935233,15565359,8794587,1725862,2232389,581079,2231442
2005:Q3,39475867,554147,5202662,66584,1259222,2255007,-69059,140161,1673350,510555,1089486,928022,161464,0,8082079,3361268,150574,1152863,14270187,2031787,16052279,9101612,1754389,2278385,587563,2330330
2005:Q4,40306177,575796,5283747,63847,1330809,2366241,-115351,192144,1696456,592992,1091105,928519,162586,0,8193332,3409874,153042,1159509,14544971,2133904,16490642,9379848,1783626,2320555,574542,2432071
2006:Q1,42510139,582598,5524344,67879,1333343,2453614,16314,187060,1668076,582164,1176425,949755,159271,67399,9433871,3639106,155068,1091029,14826958,2225904,17001365,9706473,1836252,2337585,598133,2522922
2006:Q2,42505607,573174,5617150,72666,1372723,2425723,-59388,98197,1708157,678757,1204516,981933,153823,68760,9160713,3586573,157094,1092390,14925922,2316963,17504436,10032989,1890136,2349611,615223,2616476
2006:Q3,43470316,545925,5757304,71749,1440942,2391282,-77075,107585,1744378,616394,1201180,981199,146636,73345,9444782,3731297,159120,1115167,15204454,2407114,17973359,10287518,1947170,2411441,627406,2699823
2006:Q4,45024119,576164,5844689,69946,1538090,2229445,-182367,50787,1762130,598895,1204546,988093,141613,74840,10154846,4016492,161146,1146454,15570794,2511507,18385135,10450504,2010368,2456716,667280,2800267
2007:Q1,46364284,595576,6058334,73534,1589694,2312919,-166616,69501,1772979,637055,1229427,1012174,139451,77802,10586242,4207751,163620,1159681,15783612,2603894,18715026,10662701,2076138,2440172,671197,2864819
2007:Q2,47326182,525781,6136015,79929,1652948,2220665,-216460,93003,1783505,560617,1285420,1071022,136635,77763,10709122,4482946,166094,1186322,16167979,2712961,19160786,10871464,2145339,2476966,722734,2944283
2007:Q3,48524448,437901,6287845,84843,1868592,2674184,-252822,329221,1777689,820096,1315594,1098788,135072,81734,10667569,4599499,168568,1198472,16410494,2810887,19542522,11055243,2219075,2555552,681203,3031449
2007:Q4,48477709,494020,6436558,87722,2042139,2715766,-258353,459333,1664368,850418,1431256,1214678,134042,82536,9987099,4540963,171042,1206282,16449566,2915296,19887059,11162222,2296536,2609477,700147,3118676
2008:Q1,47722102,496409,6634648,84065,2261654,2767638,-156962,436785,1612232,875583,1550148,1332978,130993,86177,9143156,4233504,172918,1198197,16242120,2937645,20144304,11234960,2345933,2602008,760406,3200997
2008:Q2,47203397,473755,6537973,78508,2188409,2899171,-124913,537474,1638423,848187,1543433,1320023,137132,86278,8524495,4285596,174794,1209161,16333459,2954643,20206853,11212714,2406362,2620453,711060,3256264
2008:Q3,45751580,482076,6695536,70526,2188574,3135187,-15961,706468,1523530,921150,1555149,1321188,144596,89365,7438941,3735011,176670,1207985,16083419,2982506,20449520,11173467,2467082,2643813,807663,3357495
2008:Q4,43369307,733062,6702259,69892,2433809,3458244,130519,852774,1530019,944932,1296889,1061543,146424,88922,5853536,2904327,178546,1199279,15533068,3006396,20279119,11081009,2536492,2643789,597751,3420078
2009:Q1,42490788,707333,6662565,65515,2405461,3738403,306810,670296,1639644,1121653,1229773,988483,150914,90376,5184062,2713131,178344,1207948,15410977,2987276,20186477,11079974,2542663,2578142,571938,3413760
2009:Q2,44101344,747428,6613991,65587,2284352,3347892,234472,284640,1696889,1131891,1238672,995889,155260,87523,6257603,3244549,178142,1229267,15926986,2966875,20140569,11034576,2549740,2548873,585020,3422360
2009:Q3,46336709,709462,6634634,66015,2120818,3529757,403687,209696,1855431,1060943,1255774,1009667,159321,86786,7331818,3819066,177940,1252903,16484685,2953837,20116670,10959398,2563480,2558711,599488,3435592
2009:Q4,46943323,757534,6811816,62724,2035995,3373208,478100,83007,1867265,944836,1255717,1009689,163500,82528,7451598,4041901,177738,1271025,16751625,2952442,20089914,10906161,2567012,2555017,626009,3435715
2010:Q1,48061821,648223,6894569,58472,1828217,3626386,570009,91962,1905945,1058470,1261133,1008913,167785,84435,7833313,4300164,179254,1278557,17177877,2975656,19966306,10776778,2561291,2493057,650275,3484905
2010:Q2,47132435,655652,6854586,61341,1724758,3806854,825677,51306,1937070,992801,1270070,1016849,170469,82752,7143358,4032019,180770,1265611,17130482,3006934,19891632,10716748,2554923,2478453,662297,3479212
2010:Q3,49145832,612631,6969942,63875,1721751,3723660,824899,86371,1996901,815489,1281672,1030835,173538,77299,8021905,4457065,182286,1294756,17773625,3042664,19808167,10642994,2543801,2503726,674406,3443239
2010:Q4,50976692,706168,6837109,67271,1866839,3769909,702101,41581,1910762,1115465,1297506,1053115,173064,71327,8784661,4728837,183802,1308090,18339356,3087144,19776822,10475485,2533645,2646811,689923,3430958
2011:Q1,52293394,784028,6954508,69608,1815547,3702383,535493,224037,1909715,1033138,1292622,1049390,173134,70098,9409638,4982993,187438,1328508,18643154,3122967,19741292,10415344,2545638,2628309,722577,3429424
2011:Q2,52718359,774507,7116671,65296,1789624,3827063,403951,262993,1981561,1178558,1333052,1091452,172586,69014,9298263,5049500,191074,1347048,18770096,3156165,19688708,10351510,2541994,2653077,715469,3426658
2011:Q3,50811183,902419,7154754,64382,1761696,4190404,566946,305848,2037041,1280569,1327256,1085483,173660,68113,7808723,4501228,194710,1355994,18345495,3204122,19671388,10296286,2536878,2702175,695193,3440856
2011:Q4,52168764,980131,7252196,57360,1789344,4186615,588977,250007,2063056,1284575,1273560,1033247,173239,67074,8334800,4709303,198346,1388536,18737311,3261263,19657780,10240539,2530984,2756225,672704,3457329
2012:Q1,54293250,1007406,7330054,56257,1726431,4092805,549088,119584,2057256,1366877,1277949,1044379,169534,64036,9309030,5284051,200605,1392485,19308252,3307925,19657341,10176856,2553808,2745041,698522,3483114
2012:Q2,54057258,967126,7396385,50697,1677711,4293982,717344,184655,2090510,1301473,1290436,1061646,165281,63509,9005181,5187022,202864,1371896,19264818,3349140,19692340,10115004,2575548,2790468,692640,3518681
2012:Q3,55496200,971269,7429667,52037,1725564,4384278,637728,202953,2082073,1461524,1286969,1065333,161603,60033,9547425,5497195,205123,1385443,19618483,3392747,19761761,10063204,2597008,2850453,699819,3551277
2012:Q4,56184147,1107638,7553693,49480,1829958,4260133,730636,194974,2042934,1291589,1350125,1134343,157759,58023,9623047,5583813,207382,1394910,19775271,3448697,19795937,10007941,2619378,2912905,676442,3579271
2013:Q1,58470334,1146978,7579085,52699,1754171,4039405,736962,95034,2034567,1172842,1329888,1115960,157693,56235,10917179,6032092,208797,1407954,20488967,3513119,19804296,9955289,2639126,2913773,694209,3601899
2013:Q2,58811335,1162999,7630054,56511,1719693,3545026,656096,48403,1938121,902406,1386374,1174654,157262,54458,11211490,6001799,210212,1413629,20891086,3582462,19874674,9920253,2657096,2960193,703957,3633175
2013:Q3,60456751,1176501,7724164,56488,1748041,3418510,585124,113786,1890017,829583,1375331,1165901,156800,52630,11805732,6291147,211627,1432193,21563909,3653108,19976647,9928311,2674826,3030297,697233,3645980
2013:Q4,62394606,1289629,7702268,52079,1762978,3272387,481340,96752,1864043,830252,1418597,1211570,155188,51839,12519716,6650234,213042,1449988,22322944,3740744,20195663,9907655,2692507,3090468,824524,3680509
2014:Q1,63927103,1336466,7895760,52511,1760148,3286396,379352,169225,1914401,823418,1462952,1259312,152997,50643,13247003,6850959,219912,1463468,22535098,3816430,20277217,9868519,2734038,3096815,847438,3730407
2014:Q2,65449715,1365664,7966819,49794,1699324,3351536,296496,191881,1943997,919162,1443402,1243025,150894,49483,13975465,7129149,226782,1483612,22861071,3897097,20446377,9859694,2775169,3164002,852318,3795193
2014:Q3,65457116,1357436,8104492,52688,1731957,3372326,258472,244969,1951695,917190,1478425,1282354,148535,47536,13728136,7030161,233652,1494391,22901975,3971477,20535238,9871448,2817003,3242945,758411,3845431
2014:Q4,66603944,1330911,8257633,45720,1762416,3329729,265240,237853,1948083,878553,1468641,1274573,146473,47595,14327226,7122079,240522,1516575,23153962,4048530,20702788,9879377,2859789,3309540,749832,3904250
2015:Q1,67627204,1424668,8491592,44554,1728368,3358101,387658,240178,1948198,782067,1467303,1275855,144612,46836,14501129,7342059,240575,1537350,23370792,4120713,20739235,9846898,2898299,3307102,750357,3936578
2015:Q2,67773148,1498562,8497717,39448,1708232,3246444,399975,263867,1921088,661514,1443522,1254567,142895,46060,14537688,7362870,240628,1544961,23458149,4194927,20934938,9890702,2937242,3377732,759197,3970065
2015:Q3,66339030,1365605,8683154,36141,1777825,3595343,651070,370906,1917188,656179,1415842,1229967,140406,45469,13393786,6848650,240681,1542703,23156801,4282499,21122080,9940246,2976909,3463065,744715,3997145
2015:Q4,67525781,1452097,8838290,31884,1811739,3372830,676326,414323,1903164,379017,1401044,1217517,138615,44912,13953554,7011881,240734,1557216,23484834,4369678,21193725,10005873,3016288,3400223,733916,4037425
2016:Q1,68566974,1548101,9025235,32610,1789569,3495458,824023,388332,1920708,362395,1440427,1259869,136177,44381,14261107,7020959,241530,1572857,23680278,4458843,21373720,10011144,3077413,3412234,725383,4147546
2016:Q2,69557626,1516665,9073514,31300,1722304,3582621,881409,417298,1981226,302688,1442078,1263992,134328,43758,14708915,7163104,242326,1599639,23923728,4551432,21672843,10065476,3139167,3476793,736962,4254445
2016:Q3,70691386,1405823,9435754,30800,1690080,3420068,872590,367875,1967770,211833,1409813,1234925,131733,43155,15099371,7416900,243122,1618255,24263319,4658081,22010922,10140399,3199997,3561588,746338,4362600
2016:Q4,71104078,1407713,9596564,26270,1670888,3264115,817105,377468,1891393,178149,1382581,1210012,131260,41309,15404748,7365807,243918,1617493,24372115,4751866,22284147,10196764,3262409,3636436,730782,4457756
2017:Q1,73234070,1596080,9686091,30802,1628389,3247621,788085,391768,1886544,181224,1396228,1224383,132428,39417,16264929,7793941,247921,1635960,24830651,4875457,22481966,10253051,3334990,3630420,749259,4514246
2017:Q2,74469394,1597366,9628720,33902,1611186,3343329,832156,411698,1914729,184746,1393925,1220566,135299,38060,16753677,8044912,251924,1644937,25163973,5001543,22782664,10330121,3408124,3682706,765754,4595959
2017:Q3,75880701,1521536,9776644,39830,1673991,3246380,756595,406072,1895943,187770,1377999,1207068,135153,35778,17222187,8407655,255927,1661493,25545526,5151533,23075012,10422321,3480340,3749179,770076,4653096
2017:Q4,78077616,1643754,9830320,38974,1752836,3276121,774524,406518,1904374,190705,1329869,1158473,136246,35150,18284505,8729976,259930,1678576,25973923,5278832,23417112,10503353,3553066,3830752,810653,4719288
2018:Q1,78419129,1738888,10049149,42100,1722818,3349025,931866,385479,1841367,190313,1307303,1137882,135179,34242,18123409,8771683,261314,1689238,26007190,5357012,23577045,10546269,3596834,3819876,828215,4785851
2018:Q2,79228414,1602710,10125341,42428,1761322,3491233,1018811,427687,1854197,190538,1301743,1134572,133838,33333,18394077,8871849,262698,1706956,26241757,5426300,23822659,10630752,3641065,3858174,819842,4872826
2018:Q3,80914681,1420393,10183548,41778,1761358,3713383,1191624,493307,1836756,191696,1302412,1137687,132521,32204,19162536,9204241,264082,1727020,26630911,5503019,24136699,10730022,3684490,3934565,823674,4963948
2018:Q4,77093505,1480286,10308941,41837,1930811,3937424,1328973,556550,1859549,192352,1273875,1111269,131331,31275,16649630,8062207,265466,1709872,25850451,5582705,24363235,10797872,3729765,4007042,805644,5022912
2019:Q1,82302714,1567448,10498596,40927,2051912,4137652,1498334,562354,1878943,198021,1273479,1112056,131143,30280,19276832,9074880,265176,1741891,26770908,5603013,24442575,10826694,3773015,3994470,801795,5046601
2019:Q2,83823670,1455202,10514593,39550,2013865,4389272,1642702,657368,1885841,203361,1286503,1126263,130910,29330,19787886,9477323,264886,1756225,27209539,5628826,24692231,10912791,3817610,4052107,814503,5095220
2019:Q3,84322756,1262840,10731212,39431,2257011,4430673,1706760,639318,1876563,208032,1320491,1161368,130696,28427,19712683,9436306,264596,1771504,27442672,5653337,24945552,11006791,3861160,4124148,817645,5135808
2019:Q4,87538055,1528483,10922434,40637,2379890,4317183,1568747,658259,1878343,211834,1313297,1155365,130660,27272,21153102,10054174,264306,1786248,28075372,5702929,25188948,11078173,3905523,4192191,832055,5181006
2020:Q1,80728317,1647476,11293902,49995,2848857,4234024,1462941,690646,1858820,221617,1453586,1296499,130961,26126,16331335,8149469,273906,1786692,26801882,5857193,25468569,11144697,3971148,4147827,855066,5349831
2020:Q2,88156757,2107092,11897641,43534,3070556,3859823,1293441,335957,1876367,354058,1442278,1286289,130855,25134,20035523,9433351,283506,1827381,28063117,6092955,25821771,11232575,4036649,4097379,882074,5573094
2020:Q3,91712866,2322711,12004132,47486,2913560,3685204,1272550,298904,1892167,221583,1398574,1242985,131306,24283,22108807,10012573,293106,1865988,28694266,6366459,26331832,11402994,4096939,4142699,970116,5719084
2020:Q4,98916542,3570872,11579158,48460,2824944,3715826,1355059,234955,1900664,225148,1427292,1271772,131458,24062,26139763,11052859,302706,1921752,29792246,6540664,26876836,11555010,4182263,4184852,1070109,5884602
2021:Q1,102747036,3940202,12100331,49811,2917300,3054893,855010,116991,1860108,222784,1427729,1270985,132907,23837,28584173,11571840,312432,1928514,30176749,6683062,27249907,11680263,4254046,4167209,1140306,6008083
2021:Q2,106939220,4275387,11915121,48533,2903885,2945934,557951,240830,1861599,285554,1448664,1291714,133764,23186,31141255,12225834,322158,1965588,30901740,6845121,28202222,12158997,4323624,4385172,1206734,6127695
2021:Q3,107996246,4366508,12064415,47733,2840370,3034703,719086,153588,1808800,353229,1492957,1335465,134778,22714,31654722,12226475,331884,1983294,30954975,6998210,28747766,12401381,4392215,4460178,1241075,6252917
2021:Q4,111287986,4611946,12439924,48228,2936573,2724784,478956,236472,1783802,225554,1510937,1353207,135693,22037,33032952,12927981,341610,2000338,31574474,7138239,29434112,12656241,4482025,4548524,1255138,6492184
2022:Q1,109098431,4856488,12533450,50311,2911442,2857948,674235,316594,1644314,222805,1616766,1461384,134064,21318,31973618,11988009,349625,1990075,30601554,7369145,30042627,12903623,4556912,4576974,1278237,6726881
2022:Q2,100822089,5187830,12102607,51467,2972981,3113023,777366,509149,1605969,220539,1578061,1425647,131950,20464,26811622,10152186,357640,1961562,28901987,7631123,30714929,13183154,4647162,4694127,1234779,6955707
2022:Q3,99088794,5339247,11760981,53017,3064455,3647092,1201025,693909,1532936,219222,1517386,1367613,130318,19455,25854503,9461651,365655,1961249,28156719,7906839,31351649,13406151,4709633,4789396,1231642,7214827
2022:Q4,102114327,5060604,11713585,51653,3232428,4493135,1747378,919173,1603886,222698,1460067,1312575,128617,18875,27305928,9866801,373670,1987089,28366207,8203160,31892872,13565785,4780713,4894244,1170256,7481874
2023:Q1,105729513,5107589,11328348,51039,3582157,5166581,2261676,1015879,1663027,225999,1436427,1287978,129514,18935,28983650,10323649,382520,2028341,29034198,8305014,32086721,13628020,4836459,4886734,1163901,7571607
2023:Q2,108765254,5056126,11231307,47804,3778452,5268397,2457669,905542,1677992,227194,1437293,1288976,129095,19222,30732641,10758691,391370,2055150,29647985,8360038,32334219,13728968,4884757,4941684,1163001,7615809
2023:Q3,107177084,4833962,11299543,49846,3978452,5346111,2536846,972280,1610065,226920,1370340,1221466,129372,19502,29746251,10312137,400220,2042490,29403059,8394673,32561342,13854093,4927436,4963048,1190816,7625949
