1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1980:Q3,7072937,234910,1190354,0,70003,273129,59625,13534,128410,71560,201148,114311,86837,0,809262,2116174,49129,217843,1833785,900489,933296,0,77200,1404433,15820,1362670,901374,350336,21851,70792,18317,13356,12587
1980:Q4,7355207,238699,1239537,0,64366,281524,68703,13624,129712,69485,206057,118802,87255,0,901755,2187652,52060,220528,1884123,914426,969697,0,78906,1446883,16700,1403487,926526,358044,23844,76832,18241,13757,12939
1981:Q1,7495029,241672,1242638,0,98522,283192,69257,8314,142505,63116,198549,109170,89379,0,901836,2239467,52359,222820,1933066,944251,988815,0,80908,1456128,17634,1411217,940590,353902,22230,76061,18434,13919,13358
1981:Q2,7617326,249611,1263473,0,108564,286657,62590,9456,150441,64170,201473,105837,95636,0,882884,2281103,53153,225469,1981972,974045,1007927,0,82967,1493528,18563,1446896,964154,361610,23855,78570,18707,14210,13859
1981:Q3,7627675,259581,1288576,0,137398,306752,77143,8332,158568,62709,200749,101111,99638,0,737934,2308707,48742,227675,2026634,1009184,1017450,0,84927,1524516,19660,1476133,981849,371928,23464,79902,18990,14378,14345
1981:Q4,7898181,284890,1336755,0,154610,314754,75752,7380,158648,72974,207001,105594,101407,0,800923,2345339,52640,230103,2084376,1020806,1063570,0,86791,1555995,21100,1505450,998261,377882,26284,83987,19036,14723,14722
1982:Q1,7936216,278757,1385026,0,164885,334271,83393,8143,171382,71353,207176,101300,105876,0,677657,2378745,49981,232020,2139456,1046588,1092868,0,88241,1560063,22860,1507329,1007909,373537,24266,81708,19909,14873,15001
1982:Q2,8055197,280294,1425819,0,175381,350391,86989,9017,188545,65840,210879,102137,108742,0,650001,2389922,50031,234054,2198867,1064921,1133946,0,89558,1584275,24914,1529136,1019260,380887,25267,83431,20291,15031,15194
1982:Q3,8262087,293329,1448867,0,201364,383072,104646,8568,199419,70439,204357,99829,104528,0,692346,2384818,55666,235699,2271462,1039492,1231970,0,91108,1594249,27186,1536463,1017736,386815,24622,86833,20457,15251,15349
1982:Q4,8565059,305157,1510402,2427,186712,379590,98653,3400,201416,76121,217282,106394,110888,0,845288,2388484,65110,237912,2331384,1042229,1289155,0,95310,1628952,29600,1568287,1031175,396718,26881,92616,20897,15550,15515
1983:Q1,8825402,310556,1584354,2536,164329,397688,107006,5319,212744,72619,208932,99208,109724,0,923495,2410897,76160,239825,2408221,1038176,1370045,0,98409,1622139,32309,1558038,1026258,391910,23251,94186,22433,16127,15665
1983:Q2,9104888,317506,1629330,2490,150654,426767,121569,5584,230886,68728,211348,99991,111357,0,1029505,2406290,92057,242193,2494575,1019464,1475111,0,102174,1673239,35463,1605307,1053751,403838,23371,100633,23714,16659,15810
1983:Q3,9246111,317164,1685427,2601,150913,467118,139681,4873,245480,77084,212501,101829,110672,0,996472,2415706,95017,244236,2552166,1044319,1507847,0,106790,1731052,38535,1659307,1087568,420612,23017,102153,25957,17260,15950
1983:Q4,9330228,315392,1728457,6937,149944,456251,135914,4642,246752,68943,215849,104536,111313,0,939597,2446925,98040,246680,2614619,1078752,1535867,0,111538,1793652,41000,1718572,1116384,444878,25965,102953,28392,17981,16099
1984:Q1,9392391,300197,1792411,7190,163904,454188,149979,5353,255368,43488,211993,101004,110989,0,877756,2453507,100040,247938,2676848,1156189,1520659,0,106420,1826024,43368,1748048,1144101,452010,19588,100544,31805,18659,15949
1984:Q2,9509091,307729,1861428,7280,166718,507595,175983,8895,274551,48166,213002,100597,112405,0,814943,2442995,100241,249458,2728682,1211235,1517447,0,109020,1891030,45649,1810303,1177677,479799,17216,101793,33818,19478,15600
1984:Q3,9731104,306037,1913406,7026,167650,540707,194521,8701,290758,46727,217863,103196,114667,0,849182,2439217,113338,250814,2814425,1185705,1628720,0,111439,1946767,48212,1863086,1211497,501839,14718,100118,34914,20214,15255
1984:Q4,9927217,327378,1975034,6902,194318,534745,185722,11880,291176,45967,214585,111576,103009,0,847020,2445060,119018,252717,2896256,1188735,1707521,0,114184,2013847,51171,1926457,1243294,526584,19631,101644,35304,21111,15108
1985:Q1,10228316,321737,2018349,7017,201589,605367,205003,14465,318631,67268,225828,102102,123726,0,895484,2448780,135840,254827,2997273,1190937,1806336,0,116225,2088085,53635,1997650,1304981,536023,18349,101284,37013,21729,15071
1985:Q2,10446973,332403,2044858,6812,207124,619228,181070,28752,331746,77660,242922,117172,125750,0,948347,2434438,162766,257670,3067437,1191256,1876181,0,122968,2163678,56013,2069895,1343287,559592,24054,105823,37139,22590,15180
1985:Q3,10532502,344072,2073824,7207,203542,648838,195278,23211,348109,82240,236561,114478,122083,0,880000,2446743,179161,260483,3118680,1245331,1873349,0,133392,2255688,57850,2158904,1402164,585905,20334,112784,37717,23655,15279
1985:Q4,10939051,338859,2101333,7791,206063,676531,178033,9315,397033,92150,253306,137132,116174,0,1033079,2508612,219442,264250,3184551,1095917,2088634,0,145234,2369161,81334,2248394,1450249,610574,26136,122919,38516,24224,15209
1986:Q1,11325775,351593,2124231,7952,223253,687037,162607,5630,402145,116655,255697,140582,115115,0,1161103,2544918,275257,268176,3277172,1070497,2206675,0,149386,2393253,78698,2274646,1476952,606799,25032,125798,40065,24941,14968
1986:Q2,11581704,385015,2140134,8126,234247,699134,139274,8507,415992,135361,250757,135422,115335,0,1206194,2565484,312493,272767,3353180,1089170,2264010,0,154172,2458951,78393,2340502,1525857,627891,17137,126441,43176,25508,14548
1986:Q3,11651167,403893,2174439,8447,250254,694993,156747,7952,402635,127659,254381,141445,112936,0,1087234,2599522,338139,277335,3402400,1168967,2233433,0,160129,2545440,79199,2426231,1587994,649888,13052,129755,45542,25881,14129
1986:Q4,12128510,456032,2223118,8753,246652,727237,165445,10108,416632,135052,269635,157033,112602,0,1249742,2626878,375743,282494,3496575,1169754,2326821,0,165650,2632598,78372,2513855,1649024,666355,22885,132416,43175,26486,13885
1987:Q1,12581118,420106,2235686,8687,258846,735812,134712,7585,440512,153003,273617,155333,118284,0,1469527,2657069,453009,289559,3606001,1062189,2543812,0,173200,2638075,78339,2516583,1681564,644317,18688,126023,45991,29297,13856
1987:Q2,12774305,432879,2268596,8525,256795,793959,147495,11705,468867,165892,275079,156709,118370,0,1440409,2675852,458493,295941,3687526,1057286,2630240,0,180250,2731360,78188,2609062,1752706,660313,19610,129548,46885,29914,14196
1987:Q3,13079154,437622,2308891,8400,262175,843612,153295,13709,496053,180555,276956,158702,118254,0,1501900,2696523,458924,303247,3794033,1038772,2755261,0,186870,2809137,77948,2686665,1802929,679637,25738,131715,46646,30018,14506
1987:Q4,12947402,451128,2364522,9759,272141,851303,170212,16572,523080,141439,288410,170581,117829,0,1210754,2733333,404113,313725,3801361,1286571,2514790,51818,195035,2877269,78073,2740684,1829012,698640,26822,132545,53665,43105,15407
1988:Q1,13314302,442335,2430023,9724,296133,849490,163883,9967,531743,143897,295867,177890,117977,0,1319317,2777691,422040,319905,3899611,1318757,2580854,52512,199654,2922185,78178,2784996,1875971,693732,28582,131007,55704,43741,15270
1988:Q2,13593463,446878,2467228,10130,278076,876685,182787,7144,547534,139220,300460,181998,118462,0,1402012,2812747,428843,327303,3985937,1326579,2659358,53230,203935,3007998,78285,2869983,1942504,710128,27891,132444,57016,44405,15325
1988:Q3,13816570,445683,2511476,10318,275807,922131,204795,10140,571805,135391,303954,184736,119218,0,1431896,2842805,424255,333606,4051392,1369088,2682304,53960,209288,3089056,78989,2949512,2000012,725838,30938,134396,58328,45069,15486
1988:Q4,14219532,460921,2551343,10708,285064,1009872,218757,36668,594883,159564,307509,187191,120318,0,1552536,2877591,420389,341893,4131497,1384226,2747271,54690,215520,3163638,79564,3022530,2055294,745206,27035,136759,58236,45709,15835
1989:Q1,14531960,441356,2578331,11153,310778,1041055,232850,23446,593600,191160,312964,192163,120801,0,1622778,2918621,427100,345669,4247030,1412806,2834224,56182,218941,3208293,79271,3063500,2089337,753193,31561,128953,60456,49781,15741
1989:Q2,14873718,437110,2577496,11032,332092,1070055,264052,11314,599851,194838,323035,199938,123097,0,1703438,2954342,456276,354363,4374151,1411193,2962958,57698,222630,3296740,79517,3147540,2146954,769617,32793,136005,62171,53833,15850
1989:Q3,15255849,434347,2604839,11268,364163,1096457,266682,20912,609799,199064,320107,194655,125452,0,1835561,2969623,476389,360192,4496352,1396837,3099515,59202,227349,3381112,80471,3226784,2211154,784207,30530,137172,63721,57881,15976
1989:Q4,15595467,451522,2631287,11874,378599,1113830,244519,37056,624874,207381,341485,213170,128315,0,1913688,2996828,468721,371631,4623302,1445104,3178198,60666,232036,3464612,82715,3303304,2260581,809285,31077,136916,65445,61944,16649
1990:Q1,15652666,436999,2647604,11755,405408,1107455,213333,50758,640020,203345,378576,247013,131563,0,1800547,3016393,461905,377994,4705283,1530642,3174641,62157,240590,3532855,82882,3368918,2335399,792320,32533,141492,67174,64759,16296
1990:Q2,15920148,445768,2642633,12312,390937,1145490,212977,67288,654671,210554,387586,253467,134119,0,1860586,3045548,484148,386121,4813273,1518844,3294429,63600,242145,3605963,83695,3438381,2395917,798712,32020,143002,68730,67577,16310
1990:Q3,15744266,445407,2656928,12949,413995,1183764,236011,81816,654391,211546,400623,263766,136857,0,1539643,3077698,444432,392530,4864307,1671333,3192974,65041,246949,3669545,84265,3498606,2447266,812302,30188,138382,70468,70403,16271
1990:Q4,16258551,462339,2682304,13427,420793,1253864,260949,91164,660669,241082,427160,287926,139234,0,1734697,3094227,470940,399250,4981536,1659472,3322064,66526,251488,3736231,85694,3560532,2489811,824391,31355,142245,72730,73241,16764
1991:Q1,16760305,473207,2683771,13959,468104,1219124,240501,67603,656602,254418,436526,296166,140360,0,2030476,3082407,516151,406098,5109791,1607271,3502520,67534,253157,3762152,85495,3584527,2529692,802207,33900,143822,74906,75492,16638
1991:Q2,16841221,475198,2636427,13957,446878,1257542,244373,69775,677154,266241,439011,296800,142211,0,2001887,3084979,537636,415029,5208742,1654629,3554113,68578,255357,3827516,86925,3646416,2590650,801306,32075,145288,77097,77760,16415
1991:Q3,17152035,480548,2616478,14409,442742,1281969,256132,78389,693436,254013,452991,310134,142857,0,2125661,3076147,585136,419933,5328803,1640493,3688310,69630,257588,3869727,89027,3684477,2614503,802500,32550,155634,79290,80031,16192
1991:Q4,17753156,509691,2600463,14565,445494,1295869,260054,86272,695977,253566,477762,336632,141130,0,2491325,3051486,646801,427029,5460492,1617468,3843024,70666,261513,3953577,89511,3765718,2667879,815581,33942,166846,81470,82286,16062
1992:Q1,17714154,522889,2448803,14566,467341,1328886,274469,95921,695040,263457,464225,324554,139671,0,2419593,3037102,670372,434387,5569202,1750509,3818693,71283,265505,3973908,90587,3783864,2708276,793353,35198,163903,83134,83452,16005
1992:Q2,17812231,530863,2414399,14953,448536,1313003,278839,79055,687457,267653,471484,333371,138113,0,2388373,3030836,714710,439014,5704100,1815721,3888379,71900,270059,4018011,91820,3825583,2741243,792332,36406,170803,84799,84618,15990
1992:Q3,18139461,554344,2385646,15504,439888,1331371,301735,83310,688200,258126,473610,337089,136521,0,2478962,3041370,767030,448765,5855622,1866836,3988786,72519,274830,4085869,91436,3892626,2795878,801933,35837,172516,86463,85784,16023
1992:Q4,18714465,617684,2355243,15600,424952,1337685,327451,89881,654692,265661,477652,343316,134336,0,2810125,3030265,815039,457341,6020766,1865722,4155044,73138,278975,4159136,91891,3964185,2840902,824769,37172,173216,88127,86950,16110
1993:Q1,19028817,594081,2310884,15445,433407,1357818,330000,70396,650775,306647,497853,365522,132331,0,2877136,3067861,891599,465502,6160737,1849546,4311191,74205,282289,4167217,92579,3969522,2854704,807262,36092,180821,90643,88888,16228
1993:Q2,19247262,613936,2287502,15352,424119,1341658,323495,43262,643982,330919,516792,386526,130266,0,2874316,3102719,965013,474715,6270840,1881371,4389469,75274,285026,4235597,93812,4034610,2908346,818662,33081,181364,93157,90827,16348
1993:Q3,19616099,639260,2271959,14697,420899,1335411,305311,37658,630091,362351,514599,386436,128163,0,2977689,3150407,1048508,484439,6392930,1865406,4527524,76341,288959,4322616,93740,4119643,2958532,842668,31022,191748,95673,92765,16468
1993:Q4,20011143,671474,2231713,15757,430286,1390278,352532,18567,607053,412127,519813,393744,126069,0,3110199,3189137,1099943,494325,6489951,1859602,4630349,77410,290857,4416834,92952,4212587,2999676,886169,28329,199503,98910,94704,16591
1994:Q1,20080061,648165,2232675,15716,443819,1464003,375352,60136,596631,431885,525830,401763,124067,0,2981974,3246396,1073303,500724,6574767,1975635,4599132,78557,294131,4449715,93617,4243513,3029953,883876,30025,200950,98709,95856,16729
1994:Q2,20221235,638408,2200127,16847,437726,1549450,404419,85905,607008,452118,523942,402008,121934,0,2918843,3314135,1061616,507885,6676018,2002385,4673633,79702,296537,4535862,94724,4327253,3075116,918580,32040,203009,98508,97008,16877
1994:Q3,20554601,628194,2217720,17357,447532,1570644,434318,89091,584095,463141,524657,404882,119775,0,2972811,3363972,1100712,525937,6803249,1959875,4843374,80849,300966,4625640,95193,4415268,3121544,959953,32497,202966,98308,98161,17018
1994:Q4,20794000,643247,2203410,18847,468051,1713172,504136,133816,576726,498494,526345,409103,117242,0,3013823,3412886,1019327,531939,6856695,1944014,4912681,81996,304262,4746725,96138,4534113,3166443,1021168,34748,213648,98106,99312,17162
1995:Q1,21294319,623195,2249580,20324,488421,1686702,515466,100901,553085,517250,531445,416259,115186,0,3232041,3449728,1058545,544664,7015813,1903016,5112797,82973,310888,4777498,96515,4561849,3192436,1024546,36102,210692,98073,101791,17343
1995:Q2,21870273,627942,2286024,22461,517225,1671763,533779,102672,524723,510589,533829,420735,113094,0,3439588,3490749,1126823,560644,7191749,1843058,5348691,83950,317526,4870353,97003,4651547,3238836,1063126,38755,212790,98040,104270,17533
1995:Q3,22505843,594201,2318196,22103,530516,1699359,516192,120685,519821,542661,535264,424261,111003,0,3708740,3549924,1200705,569996,7375122,1794272,5580850,84929,316789,4984774,96364,4763934,3290338,1109599,41330,224660,98007,106749,17727
1995:Q4,23213860,596874,2334521,23356,556982,1761489,518461,149019,494152,599857,555829,446628,109201,0,4029075,3596521,1239948,580205,7532929,1790628,5742301,85906,320224,5080532,96359,4857024,3320508,1168160,48120,222262,97974,109227,17922
1996:Q1,23694671,582979,2405964,26021,609954,1725484,498253,130071,485659,611501,566452,459177,107275,0,4156730,3626815,1317576,584946,7683053,1776362,5906691,87640,321057,5151998,97616,4924718,3378859,1162207,41156,243692,98805,111560,18104
1996:Q2,24152177,564760,2421026,27693,599424,1801874,489108,191819,483716,637231,560962,455714,105248,0,4291133,3666375,1407588,593543,7806238,1758590,6047648,89374,322188,5253090,99207,5021688,3432208,1196579,47708,245556,99637,113893,18302
1996:Q3,24432651,547503,2456169,31693,621546,1811441,515086,218104,461918,616333,559257,456081,103176,0,4278287,3704355,1458120,608575,7939063,1762795,6176268,91108,325533,5352206,100371,5117113,3489362,1229847,50336,247099,100469,116226,18496
1996:Q4,25130498,537262,2471577,35469,652572,1840885,523254,256553,448369,612710,599132,498022,101110,0,4511914,3787870,1489156,624626,8158717,1697388,6461329,93198,328121,5453533,102440,5214108,3538631,1273878,44805,255764,101031,118300,18685
1997:Q1,25311777,510430,2513146,34112,693981,1706069,519256,222093,421375,543346,588257,489408,98849,0,4563376,3879865,1504645,636314,8255126,1770665,6484461,95074,331381,5488493,103523,5245512,3573449,1254175,53145,262837,101907,120706,18752
1997:Q2,26646249,505615,2539029,34459,685712,1723640,474509,243178,439203,566750,603497,506492,97005,0,5249285,3948015,1688644,653819,8582769,1560392,7022377,96950,334814,5585182,106529,5336716,3624587,1278038,57168,274140,102783,123112,18825
1997:Q3,27626291,471953,2600604,36014,714233,1742015,443563,259128,441761,597563,605457,510197,95260,0,5595767,4031902,1860047,670936,8858194,1435677,7422517,98826,340342,5706390,107244,5454725,3709280,1305805,43708,292273,103659,125518,18903
1997:Q4,28130197,501340,2616144,37179,744849,1784858,445078,293339,464941,581500,624348,531193,93155,0,5733527,4162988,1880014,678819,8925054,1467336,7457718,100702,340374,5803269,109571,5546786,3746359,1344165,55874,295854,104535,127924,18988
1998:Q1,29608604,466346,2643038,36817,806597,1772381,457040,232771,458879,623691,648422,557516,90906,0,6469964,4210807,2122187,691038,9295173,1317044,7978129,103167,342668,5859929,113584,5597591,3801444,1324043,59460,305573,107071,129805,18949
1998:Q2,30154463,471423,2631727,37785,821838,1880114,409832,299180,484211,686891,660879,572295,88584,0,6533606,4305370,2216264,702518,9444363,1406468,8037895,105632,342944,6000012,117536,5731540,3879702,1367744,57331,317156,109607,131686,19250
1998:Q3,29343936,460654,2641329,39500,894009,1952337,471686,334342,479367,666942,697884,611486,86398,0,5791446,4363522,2019847,704873,9324257,1766813,7557444,108097,346180,6116596,118674,5845605,3956156,1400718,61210,315378,112143,133567,18750
1998:Q4,31278614,519516,2693640,37725,954349,1860078,429811,371106,465687,593474,693382,605403,87979,0,6850087,4388469,2277198,734727,9812187,1423579,8388608,110562,346694,6263849,121329,5989456,4048590,1441272,67444,317471,114679,135448,17616
1999:Q1,31479058,507647,2688342,39368,1012262,1830279,406476,315359,469729,638715,692046,602254,89792,0,6849076,4341207,2319259,746927,9994489,1460270,8534219,111283,346872,6352103,123350,6072937,4127637,1442398,65099,322292,115511,136923,18893
1999:Q2,32422104,479449,2688072,40486,991575,1745880,331511,341883,463753,608733,693792,602546,91246,0,7394642,4428333,2475463,766393,10258149,1367844,8890305,112004,347866,6508097,126171,6224552,4223691,1471581,67229,345708,116343,138398,18976
1999:Q3,32161304,463582,2732601,41170,1024374,1703924,294584,383200,432851,593289,716199,623188,93011,0,7041700,4604549,2359852,769442,10236959,1611653,8625306,112725,354227,6669465,128874,6381698,4341259,1511895,61639,349730,117175,139873,19020
1999:Q4,34558797,498265,2781759,40659,1120484,1546619,353337,389567,419098,384617,763101,668527,94574,0,8353308,4653526,2743340,821954,10704386,1276272,9428114,113446,417951,6842081,131742,6549190,4424263,1553622,60472,392826,118007,141348,19801
2000:Q1,35312381,462626,2861431,45150,1186131,1411650,317993,334720,427330,331607,771308,676491,94817,0,8673613,4618643,2950341,839921,10952420,1206895,9745525,115974,423173,6948649,132517,6654214,4486213,1553765,62949,430468,120819,142860,19058
2000:Q2,34943534,425878,2903244,45841,1158353,1389841,206511,375520,448719,359091,754881,659861,95020,0,8253908,4787149,2837640,843653,10994043,1376679,9617364,118502,430601,7094816,135917,6795276,4598096,1601771,60188,411590,123631,144372,19251
2000:Q3,35238581,387767,2948967,44509,1207534,1364997,165012,382316,446696,370974,771076,675901,95175,0,8135733,4976500,2846359,855851,11139681,1421057,9718624,121030,438577,7279799,136330,6978482,4710446,1667073,54875,419645,126443,145884,19103
2000:Q4,34347027,396792,3031792,48271,1295928,1480664,209903,397139,460235,413388,825093,729743,95350,0,7176893,5057025,2556769,858497,11055392,1754763,9300629,123558,440352,7415583,137501,7110773,4805227,1741267,60588,374436,129255,147396,19913
2001:Q1,33464883,419760,3194425,50790,1429578,1405800,196538,225916,479613,503733,810683,713784,96899,0,6415484,5094578,2311039,873952,10888771,2172350,8716421,123783,446239,7472505,138656,7167513,4889625,1749724,49580,346741,131843,147246,19090
2001:Q2,34504194,396643,3255595,48459,1426440,1331388,70327,238992,509245,512824,817872,719568,98304,0,6863494,5212104,2510647,904815,11149783,2113684,9036099,124008,462945,7674753,142324,7366513,5050018,1784249,43934,353881,134431,147096,18820
2001:Q3,33279907,395143,3317475,48388,1492368,1455590,141780,298080,514349,501380,911525,811771,99754,0,5724940,5288701,2171629,893567,10972831,2578933,8393898,124233,483518,7928592,144462,7617571,5197552,1814351,51575,417074,137019,146946,19613
2001:Q4,34554704,474514,3322080,48676,1567428,1364765,131850,219825,509162,503928,870419,769449,100970,0,6447642,5240266,2414122,924317,11264992,2405974,8859018,124458,491026,8058224,151328,7740636,5311785,1891827,38256,359161,139607,146796,19464
2002:Q1,34881564,413850,3484023,47771,1536693,1311616,101546,205373,521379,483318,863657,760905,102752,0,6464659,5287196,2427989,951100,11468877,2459240,9009637,125643,498490,8192741,153440,7868378,5448810,1883516,36206,357858,141988,151127,19796
2002:Q2,34064786,406744,3498351,48219,1485487,1429833,72481,189222,578387,589743,836563,732506,104057,0,5802768,5356331,2274808,963864,11321266,2783878,8537388,126828,513724,8382161,156625,8050412,5625040,1917644,25579,337780,144369,155458,19666
2002:Q3,32726494,407915,3614647,49781,1457111,1459859,51737,134181,608512,665429,837794,731925,105869,0,4706606,5457453,1964166,966107,11150675,3078302,8072373,128013,526366,8604816,158059,8266582,5819160,1951608,24324,324740,146750,159789,20386
2002:Q4,33439460,450627,3618421,49937,1530305,1541119,6226,108745,625515,800633,831713,724081,107632,0,4994061,5309145,2055460,971245,11409472,3067362,8342110,129198,548758,8852842,163897,8504457,6016313,1997008,17774,324231,149131,164120,20368
2003:Q1,33439988,443636,3802896,51628,1482264,1464820,99147,-974,614504,752143,847738,739095,108643,0,4691485,5431272,2044109,988227,11500246,3109016,8391230,130283,561385,9039204,167987,8683729,6187241,1989123,18834,337922,150609,165756,21732
2003:Q2,35279812,452545,3872308,54115,1451615,1383378,64741,-80877,670171,729343,948014,837799,110215,0,5544952,5578486,2365655,1020778,11904386,2946328,8958058,131368,572212,9430224,171757,9069002,6448380,2021930,21817,424788,152087,167392,22073
2003:Q3,36000292,412974,3925910,51146,1401333,1363050,66863,9990,650047,636150,949222,838834,110388,0,5891889,5692305,2471862,1046778,12070095,2924741,9145354,132453,591276,9685415,174523,9319773,6690933,2059675,14918,400682,153565,169028,22091
2003:Q4,37657075,443708,3955292,52841,1364121,1488399,40911,85379,665750,696359,945521,834131,111390,0,6624645,5776015,2733564,1071080,12456641,2698533,9758108,133538,611710,9942149,177703,9571787,6895613,2102932,57395,360804,155043,170664,21995
2004:Q1,39492352,429184,4109859,55204,1323820,2285072,59044,26075,1468461,731492,968523,855016,113507,0,6922779,5947985,2904948,1076843,12712855,2780466,9932389,135946,619334,10135183,190223,9748280,7068688,2096472,55903,370985,156232,174759,21921
2004:Q2,39941087,405183,4213016,57889,1280612,2094924,-43078,-14393,1461332,691064,1002025,886362,115663,0,6937469,6300096,2861243,1091284,12932082,2834557,10097525,138354,626909,10453786,195762,10056475,7341273,2114539,55819,387423,157421,178854,22695
2004:Q3,40604287,389060,4265232,58864,1238347,2238922,-53207,17608,1538638,735884,997355,879671,117684,0,6831761,6650666,2922772,1102570,13123513,3103132,10020381,140762,644462,10727374,197046,10324349,7579492,2164875,34888,386484,158610,182949,23030
2004:Q4,42410317,442399,4342079,61764,1240100,2367697,9419,176824,1588310,593144,1060461,940187,120274,0,7368566,6788487,3187932,1129170,13612068,2817726,10794342,143170,666424,11091308,201269,10679495,7840578,2220119,33548,425451,159799,187044,23500
2005:Q1,42740928,436777,4472070,67402,1197229,2300554,-38755,135934,1595330,608045,1050529,927458,123071,0,7430140,6948728,3163219,1129787,13718970,2958868,10760102,145638,679885,11299248,204389,10880125,8068560,2204974,21341,423466,161784,190970,23764
2005:Q2,43780386,397259,4581664,64549,1173209,2423312,-95728,223587,1660852,634601,1056831,931481,125350,0,7678716,7243915,3209719,1136242,13977986,3035628,10942358,148106,688878,11628436,206655,11202411,8352759,2232389,29066,424428,163769,194896,24474
2005:Q3,44913900,339179,4744419,66584,1190848,2195905,-123738,140161,1668927,510555,1054640,928022,126618,0,8082079,7589256,3361268,1152863,14270187,3046311,11223876,150574,716097,11981057,212629,11545871,8641881,2278385,29901,429950,165754,198822,23735
2005:Q4,45832092,351637,4809630,63847,1261824,2305620,-171525,192144,1692009,592992,1054923,928519,126404,0,8193332,7775433,3409874,1159509,14544971,2990832,11554139,153042,748450,12279779,215981,11837754,8902867,2320555,35739,410854,167739,202748,23296
2006:Q1,47993333,349786,5035155,67879,1263564,2392625,-39899,187060,1663300,582164,1140628,949755,123474,67399,9433871,7846800,3639106,1091029,14826958,2930079,11896879,155068,750864,12644948,218074,12196549,9206938,2337585,48300,431573,172153,206830,23495
2006:Q2,48096839,331691,5112889,72666,1302150,2364365,-115640,98197,1703051,678757,1169105,981933,118412,68760,9160713,8068089,3586573,1092390,14925922,3121913,11804009,157094,753192,13001768,226566,12540614,9512090,2349611,59074,443272,176567,210912,23676
2006:Q3,49166449,295774,5237971,71749,1369575,2329556,-133366,107585,1738943,616394,1166156,981199,111612,73345,9444782,8286479,3731297,1115167,15204454,3093128,12111326,159120,754369,13326351,226698,12860926,9748424,2411441,66521,453559,180981,214994,23733
2006:Q4,50733981,317337,5310284,69946,1465930,2167352,-238696,50787,1756366,598895,1169908,988093,106975,74840,10154846,8412116,4016492,1146454,15570794,2996648,12574146,161146,771376,13590431,232252,13115206,9899344,2456716,86920,486831,185395,219076,23897
2007:Q1,51980057,330022,5510200,73534,1516991,2250195,-223698,69501,1767337,637055,1192928,1012174,102952,77802,10586242,8428721,4207751,1159681,15783612,3096957,12686655,163620,776560,13772766,234840,13290201,10097254,2440172,77551,486592,188632,223292,24433
2007:Q2,52965338,253506,5574151,79929,1579703,2157312,-274294,93003,1777986,560617,1247061,1071022,98276,77763,10709122,8560437,4482946,1186322,16167979,2909558,13258421,166094,800776,14071974,242182,13577821,10295194,2476966,78000,535792,191869,227508,24463
2007:Q3,54104030,158901,5712252,84843,1794804,2610200,-311409,329221,1772292,820096,1275374,1098788,94852,81734,10667569,8609228,4599499,1198472,16410494,2976853,13433641,168568,813825,14307922,243875,13807394,10472672,2555552,93326,490738,195106,231724,24929
2007:Q4,53795195,208310,5847236,87722,1967809,2651153,-317692,459333,1659094,850418,1389175,1214678,91961,82536,9987099,8455970,4540963,1206282,16449566,3119939,13329627,171042,832868,14504231,254959,13988403,10577134,2609477,100201,503248,198343,235940,24929
2008:Q1,52541903,219710,6035634,84065,2187063,2704996,-214418,436785,1607046,875583,1508811,1332978,89656,86177,9143156,7966315,4233504,1198197,16242120,3530432,12711688,172918,845414,14638449,257918,14112019,10650123,2602008,105697,553665,200526,242247,26265
2008:Q2,51905534,206092,5929268,78508,2113556,2838501,-180485,537474,1633325,848187,1502837,1320023,96536,86278,8524495,7856205,4285596,1209161,16333459,3679724,12653735,174794,853061,14590250,268388,14046651,10639283,2620453,87782,496424,202709,248554,26657
2008:Q3,50167124,223478,6077140,70526,2113460,3076488,-69650,706468,1518520,921150,1515296,1321188,104743,89365,7438941,7578053,3735011,1207985,16083419,4198743,11884676,176670,870658,14726492,265805,14179350,10611842,2643813,120404,598399,204892,254861,26476
2008:Q4,47355616,483561,6074172,69892,2358434,3401516,78713,852774,1525097,944932,1257780,1061543,107315,88922,5853536,7153812,2904327,1199279,15533068,4920103,10612965,178546,887694,14452679,264595,13898815,10540066,2643789,118885,389000,207075,261168,28101
2009:Q1,46078840,464091,6025671,65515,2330501,3683050,256420,670296,1634681,1121653,1190965,988483,112106,90376,5184062,6737105,2713131,1207948,15410977,5278334,10132643,178344,887480,14363334,265236,13799347,10546587,2578142,104896,365095,204627,271143,27608
2009:Q2,47184356,510487,5968290,65587,2209807,3293914,185497,284640,1691886,1131891,1200166,995889,116754,87523,6257603,6207490,3244549,1229267,15926986,5116998,10809988,178142,892069,14337470,268780,13761618,10511574,2548873,119697,379295,202179,281118,25954
2009:Q3,49310820,478821,5980126,66015,2046688,3477153,356127,209696,1850387,1060943,1217570,1009667,121117,86786,7331818,6076578,3819066,1252903,16484685,4774048,11710637,177940,901456,14333197,270556,13745976,10453428,2558711,137468,396638,199731,291093,25572
2009:Q4,49733725,533142,6148501,62724,1962281,3321979,431955,83007,1862181,944836,1217815,1009689,125598,82528,7451598,5874554,4041901,1271025,16751625,4656960,12094665,177738,918842,14327228,272071,13730872,10406753,2555017,148616,423203,197283,301068,23217
