1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1985:Q2,2684363,6667,94209,8015,16104,524680,22891,196629,90812,1278,213070,171988,144839,27149,530847,28158,1303695,0,14718,1191256,97721,2710772,2386896,1195640,1191256,3250868,2386896,323876,200000,340096
1985:Q3,2729832,6317,92973,8239,16363,534852,24163,202883,93604,1225,212977,185423,158741,26682,503788,27716,1354161,0,14545,1245331,94285,2755095,2439694,1194363,1245331,3320809,2439694,315401,220500,345214
1985:Q4,2896627,5632,89928,10514,24181,566078,26969,228128,105230,1128,204623,187261,157936,29325,615017,39210,1358806,131774,18707,1095917,112408,2924110,2492396,1396479,1095917,3408596,2492396,431714,241000,243486
1986:Q1,2974223,5121,92116,11011,24978,586368,28195,240696,103547,938,212992,184795,155533,29262,685464,45953,1338417,138808,18707,1070497,110405,3003669,2544587,1474090,1070497,3521597,2544587,459082,263000,254928
1986:Q2,3026890,4631,93152,10907,25993,578307,29590,225356,102261,1196,219904,203358,175169,28189,703994,46525,1360023,140989,18707,1089170,111157,3057980,2596161,1506991,1089170,3617972,2596161,461819,285000,274992
1986:Q3,3064356,4605,93297,11693,27212,614373,31355,244775,103395,1035,233813,199614,171641,27973,626897,43259,1443406,141730,18712,1168967,113997,3097236,2647671,1478704,1168967,3688156,2647671,449565,307000,283920
1986:Q4,3133681,4984,96811,12715,29137,618073,33988,243124,97282,709,242970,213487,186682,26805,649387,44488,1464599,146862,18742,1169754,129241,3168741,2699044,1529290,1169754,3802925,2699044,469697,329000,305184
1987:Q1,3228390,5496,91091,12951,29891,633133,36459,250776,101396,553,243949,209012,183583,25429,807439,56781,1382596,161214,19042,1062189,140151,3264256,2747175,1684986,1062189,3928830,2747175,517081,347750,316824
1987:Q2,3301289,6008,89574,13893,31451,640154,40159,251751,109937,606,237701,214170,189634,24536,853285,63850,1388904,171248,19492,1057286,140878,3337780,2795197,1737911,1057286,4027092,2795197,542583,366500,322812
1987:Q3,3393673,6364,86163,14274,32153,651236,42901,260616,113362,647,233710,227701,203568,24133,903516,70594,1401672,184348,20142,1038772,158410,3431003,2843112,1804340,1038772,4150220,2843112,587891,385250,333967
1987:Q4,3405434,6480,81319,14847,31716,666514,44247,266710,115219,808,239530,241727,218191,23536,677498,57369,1627964,186265,20250,1286571,134878,3442855,2891105,1604534,1286571,4175276,2891105,551750,404000,328421
1988:Q1,3478448,6688,82256,15562,31696,664205,41706,261968,121136,667,238728,239610,214548,25062,717319,60828,1660284,184762,19750,1318757,137015,3513943,2940940,1622183,1318757,4287100,2940940,573003,420000,353157
1988:Q2,3546469,7531,88631,17093,33042,673633,41314,262430,121024,742,248123,248679,221773,26906,738070,62891,1676899,187501,19050,1326579,143769,3581004,2990832,1664253,1326579,4387242,2990832,590172,436000,370238
1988:Q3,3594354,8272,89137,17776,32408,694450,38286,277994,123474,622,254074,265026,235457,29569,701052,60581,1725652,183436,17800,1369088,155328,3627055,3040535,1671447,1369088,4466657,3040535,586520,452000,387602
1988:Q4,3655659,8957,94058,18074,32766,701149,36668,278231,121931,533,263786,284879,252610,32269,699118,62500,1754158,186900,19012,1384226,164020,3687162,3090033,1705807,1384226,4560647,3090033,597129,468000,405485
1989:Q1,3758880,8807,102640,19137,33891,714448,36936,270365,135308,467,271372,281304,248542,32762,741493,65585,1791575,192621,20696,1412806,165452,3792597,3168302,1755496,1412806,4696037,3168302,624295,487500,415940
1989:Q2,3864103,8665,110018,20570,34370,737012,36434,276299,144939,403,278937,291324,256934,34390,801925,70639,1789580,196637,22555,1411193,159195,3899673,3246962,1835769,1411193,4842851,3246962,652711,507000,436178
1989:Q3,3972471,7995,117541,20929,35611,755491,36681,283425,152255,336,282794,306810,270436,36374,878117,77165,1772812,202090,24454,1396837,149431,4010386,3325195,1928358,1396837,4984761,3325195,685191,526500,447875
1989:Q4,4079152,7312,123466,22483,34517,776574,34517,289806,161631,268,290352,327721,289128,38593,877516,79522,1830041,204708,26280,1445104,153949,4118656,3403461,1958357,1445104,5131447,3403461,715195,546000,466791
1990:Q1,4142881,7456,124481,23698,34823,797096,34823,288883,177157,479,295754,322938,284447,38491,841350,78250,1912789,207757,28004,1530642,146386,4182592,3468392,1937750,1530642,5235241,3468392,714200,568750,483899
1990:Q2,4214498,7584,121232,23026,35913,821995,35913,299832,184005,486,301759,331570,292148,39422,889881,86579,1896718,210073,29268,1518844,138533,4254836,3533339,2014495,1518844,5364563,3533339,721497,591500,518227
1990:Q3,4260279,8132,118913,22846,35966,835010,35966,304880,191907,245,302012,346383,306458,39925,766614,76229,2050186,210651,30642,1671333,137560,4301024,3598294,1926961,1671333,5437877,3598294,702730,614250,522603
1990:Q4,4359026,8285,117924,23492,35737,836908,35737,305533,195488,473,299677,366040,325078,40962,857745,84463,2028432,214824,32331,1659472,121805,4400314,3663118,2003646,1659472,5576561,3663118,737196,637000,539247
1991:Q1,4479161,7592,122295,22041,36910,854834,36910,306912,209478,364,301170,359579,319626,39953,997372,99964,1978574,221275,35015,1607271,115013,4520849,3731375,2124104,1607271,5737200,3731375,789474,671750,544601
1991:Q2,4561463,7781,122026,22636,40554,859932,40554,308002,209108,487,301781,367406,329704,37702,992536,104701,2043891,227141,38479,1654629,123642,4603892,3799882,2145253,1654629,5869228,3799882,804010,706500,558836
1991:Q3,4667478,6094,124291,24240,46341,871032,46341,295934,211962,549,316246,381550,344882,36668,1056589,117906,2039435,235003,41713,1640493,122226,4710774,3868333,2227840,1640493,6022062,3868333,842441,741250,570038
1991:Q4,4782053,6772,124547,23974,46105,871556,46105,297592,203830,619,323410,401100,365988,35112,1158716,126341,2022942,244532,44403,1617468,116539,4826679,3936501,2319033,1617468,6186802,3936501,890178,776000,584123
1992:Q1,4882001,6877,119076,24073,46360,888505,46360,293410,212610,554,335571,393551,360135,33416,1123126,133075,2147358,245603,46813,1750509,104433,4926600,4037086,2286577,1750509,6318602,4037086,889514,800250,591752
1992:Q2,4999010,7344,114477,24163,47874,895834,47874,298653,204402,534,344371,403710,370570,33140,1143453,142500,2219655,246814,49189,1815721,107931,5043751,4137837,2322116,1815721,6476293,4137837,905914,824500,608042
1992:Q3,5134848,9313,110899,25034,50929,926472,50929,320927,205193,378,349045,418467,386739,31728,1173821,147304,2272609,248455,51659,1866836,105659,5179965,4238507,2371671,1866836,6650489,4238507,941458,848750,621774
1992:Q4,5267585,9434,105550,25284,52104,939339,52104,327216,196277,445,363297,439439,408440,30999,1260762,164678,2270995,247586,54321,1865722,103366,5312906,4338812,2473090,1865722,6838166,4338812,974094,873000,652260
1993:Q1,5387103,8789,107292,27897,53580,952344,53580,319130,203985,460,375189,431354,401055,30299,1362628,178247,2264972,255081,56975,1849546,103370,5433237,4402254,2552708,1849546,7004225,4402254,1030983,903000,667988
1993:Q2,5475440,9107,108010,30297,55143,965457,55143,324421,202021,617,383255,440185,411349,28836,1377027,192288,2297926,257893,59829,1881371,98833,5522636,4465662,2584291,1881371,7140560,4465662,1056974,933000,684924
1993:Q3,5570423,8455,103614,30552,47972,1005405,47972,347726,202470,1222,406015,456730,426851,29879,1428520,206692,2282483,261806,62933,1865406,92338,5617551,4528985,2663579,1865406,7289233,4528985,1088566,963000,708682
1993:Q4,5653568,9674,101484,32960,48788,1005802,48788,337033,206386,1371,412224,475688,448175,27513,1470292,224067,2284813,267861,66636,1859602,90714,5701053,4592055,2732453,1859602,7413486,4592055,1108998,993000,719433
1994:Q1,5727223,8660,102844,35887,47557,1010944,47557,343664,216529,716,402478,467887,440703,27184,1413732,234265,2405447,272422,69970,1975635,87420,5775410,4659158,2683523,1975635,7511474,4659158,1116252,1008750,727314
1994:Q2,5824397,9156,102921,37818,48681,1030868,48681,348347,233895,845,399100,478375,450871,27504,1426116,244891,2445571,278678,73062,2002385,91446,5873984,4726076,2723691,2002385,7625882,4726076,1147908,1024500,727398
1994:Q3,5937070,10678,98867,38169,49008,1049278,49008,351075,241331,1104,406760,494057,466472,27585,1514528,269165,2413320,283400,75948,1959875,94097,5987722,4793473,2833598,1959875,7766173,4793473,1194249,1040250,738201
1994:Q4,5981118,10725,104200,39353,49982,1059586,49982,351891,251091,1112,405510,512016,489022,22994,1485785,308102,2411369,297926,78325,1944014,91104,6044252,4860375,2916361,1944014,7833960,4860375,1183877,1056000,733708
1995:Q1,6119811,9339,106992,40442,51748,1087746,51748,362070,257506,1053,415369,505097,481709,23388,1586661,353224,2378562,303617,79682,1903016,92247,6184568,4934618,3031602,1903016,8047200,4934618,1249950,1114000,748632
1995:Q2,6256488,9101,108115,43418,53557,1093060,53557,354441,261016,1131,422915,516295,492549,23746,1706002,399584,2327356,309154,81041,1843058,94103,6322372,5009347,3166289,1843058,8276721,5009347,1313025,1172000,782349
1995:Q3,6413680,9774,112120,44789,51756,1094941,51756,347124,268616,1374,426071,531955,507825,24130,1827643,452415,2288287,315759,82398,1794272,95858,6480556,5084120,3289848,1794272,8514017,5084120,1396436,1230000,803461
1995:Q4,6555627,9060,114283,46947,53920,1106305,53920,344198,276368,1830,429989,537545,513026,24519,1897774,495913,2293880,322167,83757,1790628,97328,6623679,5158201,3367573,1790628,8726634,5158201,1465478,1288000,814955
1996:Q1,6688253,9848,116902,50312,49894,1128416,49894,350630,282307,2271,443314,542927,518025,24902,1966190,533255,2290509,326999,85114,1776362,102034,6758088,5226607,3450245,1776362,8917365,5226607,1531481,1332750,826527
1996:Q2,6796842,11180,118955,52322,52666,1147060,52666,357958,283329,1297,451810,555786,530491,25295,2012064,562946,2283863,332133,86471,1758590,106669,6868373,5295374,3536784,1758590,9081844,5295374,1572999,1377500,835971
1996:Q3,6919226,12707,119744,55537,53082,1123650,53082,346108,272834,496,451130,569700,544005,25695,2085046,597399,2302361,340885,87829,1762795,110852,6991476,5363741,3600946,1762795,9256334,5363741,1627735,1422250,842608
1996:Q4,7184536,12985,120790,61416,55554,1124444,55554,343572,269903,561,454854,596413,570382,26031,2181637,697316,2333981,429552,89185,1697388,117856,7258146,5431839,3734451,1697388,9515391,5431839,1826307,1467000,790245
1997:Q1,7262279,11412,125727,67359,54439,1155112,54440,342849,281773,2051,473999,587255,560749,26506,2136351,720559,2404065,423782,91610,1770665,118008,7337844,5500428,3729763,1770665,9664473,5500428,1837416,1532250,794379
1997:Q2,7527723,15159,126018,70464,59741,1180227,59742,346543,282904,2059,488979,598048,571053,26995,2418083,839894,2220089,445345,93059,1560392,121293,7604542,5568869,4008477,1560392,10044776,5568869,2035673,1597500,842734
1997:Q3,7757585,13670,126266,79269,59616,1206563,59619,355835,287705,2467,500937,614056,586534,27522,2609108,935916,2113121,459895,94508,1435677,123041,7835551,5637173,4201496,1435677,10371725,5637173,2198378,1662750,873424
1997:Q4,7829441,12203,131891,78373,57153,1226762,57158,351871,294577,1503,521653,640098,612397,27701,2574168,950958,2157835,465024,97572,1467336,127903,7907311,5704961,4237625,1467336,10492054,5704961,2202350,1728000,856743
1998:Q1,8138466,13228,138695,79401,65861,1240446,65873,342031,297077,2080,533385,630173,601375,28798,2868767,1067276,2034619,485699,101929,1317044,129947,8218862,5801374,4484330,1317044,10957479,5801374,2417488,1833500,905117
1998:Q2,8248824,13831,147030,80399,65149,1250424,65176,340793,300011,2227,542217,643783,612932,30851,2847062,1075221,2125925,481068,106429,1406468,131960,8330093,5899143,4492675,1406468,11205412,5899143,2430950,1939000,936319
1998:Q3,8151586,13624,154202,81944,67892,1262852,67950,331373,304183,2151,557195,659555,627744,31811,2466336,976343,2468838,457579,110976,1766813,133470,8234263,5995732,4228919,1766813,11192797,5995732,2238531,2044500,914034
1998:Q4,8564964,15998,161154,83707,67222,1275199,67333,332060,295761,3252,576793,688091,655794,32297,2966657,1154894,2152042,484610,110453,1423579,133400,8652316,6092214,4668635,1423579,11772074,6092214,2560102,2150000,969758
1999:Q1,8728446,13356,152356,88827,71894,1310579,71667,332816,311677,4536,589883,678518,645385,33133,2981977,1234857,2196082,490004,107339,1460270,138469,8817853,6184050,4723780,1460270,12067697,6184050,2633803,2275250,974594
1999:Q2,8948399,15634,143415,92355,71932,1342726,72270,342400,322902,3241,601913,691321,656559,34762,3136998,1340009,2114009,498549,103373,1367844,144243,9039547,6276031,4908187,1367844,12442701,6276031,2763516,2400500,1002654
1999:Q3,8951632,15884,132323,98715,70693,1373493,71230,340522,326907,3122,631712,706947,671845,35102,2872259,1327441,2353877,494549,98336,1611653,149339,9047303,6367935,4756282,1611653,12543165,6367935,2679368,2525750,970112
1999:Q4,9290949,16623,121690,99732,72009,1416478,72814,335070,355296,3044,650254,736982,699595,37387,3271384,1521770,2034281,511516,92083,1276272,154410,9389733,6459488,5183216,1276272,13129200,6459488,2930245,2651000,1088467
2000:Q1,9487332,18844,119559,99562,76089,1422088,77233,330773,354019,2900,657163,724618,688405,36213,3460415,1599856,1966301,516521,90069,1206895,152816,9588412,6549104,5342209,1206895,13363630,6549104,3039308,2645500,1129718
2000:Q2,9533321,21117,111366,99616,74602,1394298,78619,327366,359520,2836,625957,736183,699440,36743,3377878,1605724,2112537,499597,83290,1376679,152971,9633861,6639362,5262683,1376679,13402577,6639362,2994499,2640000,1128716
2000:Q3,9652230,22028,106007,103088,69918,1367222,76853,316191,366292,2272,605614,747967,714140,33827,3431915,1662821,2141264,489583,77999,1421057,152625,9749307,6729632,5308575,1421057,13540025,6729632,3019675,2634500,1156218
2000:Q4,9611571,20642,98821,104051,66368,1335128,76227,306060,373595,1707,577539,756516,722460,34056,3178325,1608615,2443105,462076,72991,1754763,153275,9699621,6819813,5065050,1754763,13459233,6819813,2879808,2629000,1130612
2001:Q1,9467245,17820,86664,101731,57615,1332312,70371,310647,387987,1943,561364,764481,732374,32107,2886506,1432808,2787308,422393,70761,2172350,121804,9559897,6934504,4762154,2172350,13298875,6934504,2625393,2626500,1112478
2001:Q2,9697266,22939,80049,102285,59019,1324096,74606,310690,403017,1779,534004,775942,745357,30585,3118453,1481706,2732777,437558,64343,2113684,117192,9788118,7050237,4936553,2113684,13546420,7050237,2737881,2624000,1134302
2001:Q3,9541468,23155,71547,102926,55393,1278694,73712,294118,376996,715,533153,790904,760011,30893,2767265,1316328,3135256,384492,57207,2578933,114624,9631871,7164731,4585798,2578933,13377758,7164731,2467140,2621500,1124387
2001:Q4,9800727,21346,62548,102010,51625,1250844,72550,275285,379334,1651,522024,820164,789430,30734,3094782,1416372,2981036,415955,48408,2405974,110699,9891193,7279091,4873117,2405974,13656423,7279091,2612102,2619000,1146230
2002:Q1,10004710,22030,61961,103192,51054,1268765,74225,288049,377418,686,528387,810412,779141,31271,3123247,1503121,3060928,437616,53365,2459240,110707,10096909,7364120,4904880,2459240,13818696,7364120,2732789,2597250,1124537
2002:Q2,9877167,20167,60354,156967,22506,1255899,52353,275362,379835,822,547527,820279,789174,31105,2760581,1369019,3411395,403802,50993,2783878,172722,9965987,7448880,4665002,2783878,13641479,7448880,2517107,2575500,1099992
2002:Q3,9721843,21050,58457,157465,22664,1221367,51144,272346,377846,829,519202,835477,803633,31844,2491889,1252287,3661187,355816,55347,3078302,171722,9808548,7533775,4455473,3078302,13447447,7533775,2274773,2553750,1085149
2002:Q4,9910574,23543,59019,165361,23160,1168380,54950,260859,366745,837,484989,854348,822148,32200,2618667,1333228,3664868,373699,49933,3067362,173874,9995939,7615751,4548389,3067362,13659539,7615751,2380188,2532000,1131600
2003:Q1,9993691,25504,54735,168524,23844,1184852,57420,272814,385977,844,467797,832820,802323,30497,2693177,1300339,3709896,369030,53470,3109016,178380,10080009,7693452,4584436,3109016,13868247,7693452,2386557,2647250,1140988
2003:Q2,10343842,23758,57040,149355,23104,1218200,45860,290403,414779,851,466307,846651,813758,32893,2963831,1467949,3593954,413914,49917,2946328,183795,10431184,7775362,4829034,2946328,14373318,7775362,2655822,2762500,1179634
2003:Q3,10486628,23599,54903,138655,22749,1239053,40642,272344,437676,2701,485690,859315,824279,35036,3051178,1511329,3585847,431442,48597,2924741,181067,10573015,7855819,4931078,2924741,14650697,7855819,2717196,2877750,1199932
2003:Q4,10814623,27910,60998,145822,23557,1305473,46097,272802,476170,4552,505852,879037,851126,27911,3300632,1661924,3409270,475847,49764,2698533,185126,10902372,7938164,5239631,2698533,15140752,7938164,2964208,2993000,1245380
2004:Q1,11022543,32929,59323,155927,24413,1354726,50914,272211,513629,6403,511569,862789,837964,24825,3342700,1702703,3487033,474415,47487,2780466,184665,11108491,8096806,5316340,2780466,15473078,8096806,3011685,3069500,1295087
2004:Q2,11214257,30096,50793,134038,23666,1369438,40650,264212,538990,8253,517333,876060,848168,27892,3412035,1752132,3565999,481474,50887,2834557,199081,11299482,8255403,5420846,2834557,15770286,8255403,3044079,3146000,1324804
2004:Q3,11368784,31222,52640,138644,24207,1340677,43478,270274,523129,6592,497204,890697,865714,24983,3370471,1709669,3810557,470083,47904,3103132,189438,11450686,8414525,5311393,3103132,16042901,8414525,3036161,3222500,1369715
2004:Q4,11784327,28139,56367,134183,23495,1403396,41573,279092,507333,4930,570468,922839,898571,24268,3762571,1882714,3570623,508050,46648,2817726,198199,11870442,8575044,5757318,2817726,16598997,8575044,3295398,3299000,1429555
2005:Q1,11873984,27641,54588,135675,24469,1406032,43182,293515,498868,3268,567199,911067,889236,21831,3709541,1900234,3704737,503777,45497,2958868,196595,11957770,8676911,5718043,2958868,16735211,8676911,3280859,3330500,1446941
2005:Q2,12083523,28318,58150,139496,24691,1375615,45464,299091,468477,1607,560976,909297,887722,21575,3764721,1995118,3788117,509664,43906,3035628,198919,12165433,8779854,5744226,3035628,17016077,8779854,3385579,3362000,1488644
2005:Q3,12336458,26499,61814,135734,24446,1386768,43689,286459,474099,1676,580845,923142,903669,19473,3858704,2107977,3811374,522900,46226,3046311,195937,12423773,8882521,5836210,3046311,17328022,8882521,3541252,3393500,1510749
2005:Q4,12562023,28999,62624,143303,25062,1437997,48032,291525,513899,1746,582795,954492,933357,21135,3930525,2213139,3765882,533151,44763,2990832,197136,12655370,8984585,5993753,2990832,17625375,8984585,3670785,3425000,1545005
2006:Q1,12788247,33659,30935,196176,9095,1420659,62541,294503,437421,1816,624378,948114,920664,27450,3681234,2360979,4107396,540639,63258,2930079,573420,12889496,9098966,6168887,2930079,18098345,9098966,3790530,3620500,1588349
2006:Q2,12875981,33511,31260,197114,8161,1441352,63312,291869,453072,1885,631214,963989,929858,34131,3574643,2333518,4292433,531772,63754,3121913,574994,12981585,9211905,6089992,3121913,18397616,9211905,3769680,3816000,1600031
2006:Q3,13099960,33704,31384,201481,7455,1487207,66166,301655,454303,1785,663298,988260,946416,41844,3665264,2408045,4277160,536249,64249,3093128,583534,13214531,9326114,6232986,3093128,18868218,9326114,3888417,4011500,1642187
2006:Q4,13396830,34127,31541,206374,6798,1493432,69507,306326,447225,1685,668689,1023820,977452,46368,3848840,2547548,4204350,547845,64745,2996648,595112,13520695,9440869,6444221,2996648,19420977,9440869,4079826,4207000,1693282
2007:Q1,13583496,33160,32329,208373,6877,1484335,71198,296627,415087,1585,699838,1014057,965721,48336,3885102,2597911,4321352,556772,65879,3096957,601744,13714833,9562628,6465671,3096957,19747469,9562628,4152205,4340000,1692636
2007:Q2,13889584,34673,33435,217151,7392,1549247,76989,311273,429868,1484,729633,1006777,956211,50566,4128307,2742612,4169990,579235,67015,2909558,614182,14033219,9684811,6775253,2909558,20401573,9684811,4348408,4605000,1763354
2007:Q3,14098694,32331,33877,210163,6794,1562947,72285,315180,429479,1427,744576,1029320,976406,52914,4156427,2802466,4264369,590810,68150,2976853,628556,14244198,9806252,6829399,2976853,20809781,9806252,4437946,4775000,1790583
2007:Q4,14147973,32780,34699,211589,6837,1612661,73615,307722,413371,1370,816583,1083165,1021890,61275,4031050,2722875,4412317,588726,69286,3119939,634366,14293558,9926358,6806419,3119939,20824457,9926358,4367200,4748000,1782899
2008:Q1,13997060,33400,33679,219465,7019,1606748,76582,309907,410577,1313,808369,1072618,1014865,57753,3713046,2520674,4790411,556603,72970,3530432,630406,14141285,10031921,6501489,3530432,20436140,10031921,4109364,4555000,1739855
2008:Q2,14092981,31996,32380,219490,6728,1578955,74963,299605,401482,1256,801649,1071116,1023849,47267,3714558,2498225,4939533,553490,76654,3679724,629665,14239992,10139324,6459600,3679724,20553695,10139324,4100668,4580000,1733703
2008:Q3,13887478,30364,30848,213970,6022,1495033,69157,299663,375606,1184,749423,1093395,1049743,43652,3369934,2233483,5414429,513931,80338,4198743,621417,14028734,10243369,6044626,4198743,19955738,10243369,3785365,4225000,1702004
2008:Q4,13478810,32996,29777,223142,6226,1477500,72511,312021,371349,1112,720507,1148832,1109503,39329,2660987,1833336,6066014,455987,84024,4920103,605900,13608464,10346129,5426026,4920103,18885373,10346129,3262335,3681000,1595909
2009:Q1,13417364,35158,30530,223114,6436,1434035,75325,312940,339555,1040,705175,1130097,1091845,38252,2407681,1725828,6424485,460221,81872,5278334,604058,13546026,10430452,5152118,5278334,18628657,10430452,3115574,3536000,1546631
2009:Q2,13850126,34778,30995,213740,6078,1475539,72261,312736,332549,967,757026,1135482,1098594,36888,2662601,1970614,6320299,512307,79721,5116998,611273,13986051,10517046,5400048,5116998,19519252,10517046,3469005,3925000,1608201
2009:Q3,14316425,36540,31755,211985,6265,1528196,74869,320236,328143,1137,803811,1151218,1114918,36300,3061715,2252107,6036644,566086,77570,4774048,618940,14457235,10604155,5830107,4774048,20460567,10604155,3853080,4325000,1678332
2009:Q4,14546652,35161,32360,204952,6047,1534149,73173,323905,312985,1307,822779,1215127,1180153,34974,3199096,2355177,5964583,596447,75419,4656960,635757,14688132,10689940,6032980,4656960,20882004,10689940,3998192,4488000,1705872
2010:Q1,14922719,36079,32163,200276,5897,1577850,72267,342132,325895,1476,836080,1200875,1164897,35978,3344219,2451763,6073597,606930,79264,4745369,642034,15062694,10903825,6158456,4745369,21456299,10903825,4158869,4644000,1749605
2010:Q2,14918929,37537,31999,196845,5828,1617706,72222,358126,333295,1646,852417,1211560,1174685,36875,3030493,2283938,6503023,579466,83110,5193144,647303,15050479,11115524,5922380,5193144,21174774,11115524,3934955,4405000,1719295
2010:Q3,15446609,35274,31738,192932,5727,1666530,71837,368151,336486,1783,888273,1232669,1194808,37861,3338367,2498458,6444914,605423,86957,5099348,653186,15584486,11330640,6231292,5099348,22149033,11330640,4253846,4757000,1807547
2010:Q4,15916090,36870,31611,196688,6069,1667744,74424,375596,334326,1921,881477,1295316,1257424,37892,3646373,2658585,6376834,626105,90802,4994780,665147,16059734,11544780,6550000,4994780,22969855,11544780,4514954,5029000,1881121
2011:Q1,16201381,40592,32067,208194,6634,1683674,79836,385834,332188,2058,883758,1283713,1247284,36429,3788453,2773200,6384854,687455,91542,4933754,672103,16349378,11640080,6706326,4933754,23488739,11640080,4709298,5255000,1884361
2011:Q2,16311430,42209,32449,217450,6947,1718370,82500,406584,339508,2196,887582,1200912,1165495,35417,3754214,2785391,6553488,692082,92282,5082382,686742,16461218,11734598,6652216,5082382,23673701,11734598,4726620,5315000,1897483
2011:Q3,15994269,42342,33052,218198,6493,1696442,75733,412762,312122,1864,893961,1316702,1280215,36487,3276321,2409796,6994923,669137,93022,5533041,699723,16136769,11825535,6292494,5533041,22860956,11825535,4311234,4910000,1814187
2011:Q4,16312865,42348,33651,218006,6018,1705374,68726,412920,288568,1532,933628,1387501,1352959,34542,3548394,2532193,6839380,686458,93762,5347766,711394,16461177,11920691,6572925,5347766,23484859,11920691,4540486,5153000,1870682
2012:Q1,16735241,43939,32957,216246,6009,1799507,66386,459575,308177,1200,964169,1368241,1334936,33305,3971161,2729307,6567874,704744,90682,5060349,712099,16892368,12007994,6947645,5060349,24426402,12007994,4884374,5550000,1984034
2012:Q2,16740677,44819,32244,213451,5887,1857018,62717,486422,301183,868,1005828,1379959,1346956,33003,3833844,2634972,6738483,695591,87601,5229565,725726,16898342,12092995,6863430,5229565,24294442,12092995,4805347,5450000,1946100
2012:Q3,17021564,45840,31819,213060,5957,1889445,61273,489280,292041,1298,1045553,1403161,1370086,33075,3991891,2775193,6665198,705707,84521,5137986,736984,17182372,12179764,7041778,5137986,24886638,12179764,5002608,5700000,2004266
2012:Q4,17147041,46293,31363,211800,5954,1923315,58982,502054,285401,1654,1075224,1438966,1405492,33474,4006436,2809324,6673590,707191,81441,5142283,742675,17309796,12265811,7123528,5142283,25124931,12265811,5043985,5785000,2030135
2013:Q1,17771468,46971,33011,217371,6114,1932882,58963,510545,284515,2012,1076847,1447357,1415097,32260,4263358,3001670,6822734,718787,80822,5271960,751165,17938451,12616248,7344288,5271960,26158194,12616248,5322203,6123000,2096743
2013:Q2,18163058,45270,34532,219629,5983,1898510,55590,495658,268455,2365,1076442,1364096,1332418,31678,4266609,3031773,7296656,715252,80205,5742768,758431,18329849,12965640,7222872,5742768,26625873,12965640,5364209,6189000,2107024
2013:Q3,18745705,46234,35828,227577,6228,1911145,56548,488511,266651,2369,1097066,1352838,1322832,30006,4431330,3216619,7517906,722672,79587,5949506,766141,18920418,13316055,7366549,5949506,27584260,13316055,5604363,6487000,2176842
2013:Q4,19401279,50000,37433,236294,6790,1945146,63181,488462,263674,2382,1127447,1538792,1510014,28778,4707544,3417066,7462214,735479,78969,5875198,772568,19584929,13666420,7791222,5875198,28658858,13666420,5918509,6819000,2254929
2014:Q1,19575108,50025,37814,235237,6752,1997159,62694,497050,271857,2391,1163167,1531407,1501271,30136,4681309,3484531,7550874,734224,78253,5957324,781073,19763239,13772342,7815018,5957324,29004620,13772342,5990897,6961000,2280381
2014:Q2,19837266,49585,38140,233478,6658,2078870,61581,516142,286511,2402,1212234,1540042,1507371,32671,4809163,3611636,7469694,738132,77536,5865170,788856,20034038,13878733,8013563,5865170,29575200,13878733,6155305,7215000,2326162
2014:Q3,19897021,51151,38183,231756,6564,2102153,60461,519351,286558,2393,1233390,1563224,1531955,31269,4729238,3568149,7606603,734079,76820,6004068,791636,20090522,13983679,7979611,6004068,29586710,13983679,6106843,7182000,2314188
2014:Q4,20105595,55765,38584,236671,6843,2139047,61657,528716,289587,2393,1256694,1630956,1598782,32174,4808006,3623482,7566241,735452,76104,5953293,801392,20299165,14088603,8135310,5953293,29941304,14088603,6210562,7292000,2350139
2015:Q1,20293389,56427,37272,233691,6594,2135950,58803,506543,278486,2393,1289725,1583491,1551261,32230,4894634,3705729,7639601,737546,79894,6021968,800193,20487389,14177617,8155649,6021968,30261829,14177617,6309772,7400000,2374440
2015:Q2,20369401,61363,36448,237357,6853,2108343,61818,503195,276363,2392,1264575,1523679,1491501,32178,4877711,3697957,7819690,734799,83685,6207217,793989,20561571,14266174,8058957,6207217,30326876,14266174,6295397,7380000,2385305
2015:Q3,20152501,59245,35381,233324,6576,2091643,58637,488600,267814,2457,1274135,1503712,1471813,31899,4534671,3460443,8227506,718966,87475,6630984,790081,20333359,14353214,7722230,6630984,29823209,14353214,5980145,7165000,2324850
2015:Q4,20411588,59397,34460,233872,6521,2077589,58040,487306,267986,2522,1261735,1718745,1688754,29991,4710769,3551707,8018528,722690,91266,6415200,789372,20590432,14441695,8026495,6415200,30451936,14441695,6148737,7477000,2384504
2016:Q1,20592746,56920,34110,230219,6361,2147010,58293,496795,272247,2587,1317088,1710382,1679920,30462,4691792,3600074,8115878,729265,93472,6498728,794413,20767662,14537203,8038475,6498728,30773392,14537203,6230459,7610000,2395730
2016:Q2,20789829,59732,34104,235858,6718,2189149,62509,519824,286425,2651,1317740,1716655,1685366,31289,4701208,3674764,8171641,735490,95677,6524696,815778,20963323,14632649,8107953,6524696,31167857,14632649,6330674,7770000,2434534
