1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1973:Q1,19491,111,-475,968,7872,2398,102,4362,-97,-2,38,1196,695,717,1255,169,345,569,-1732,1000,39541,749,19976,2123,2,-123,394,-9,118,0,0,222,1601,7639,2398,0,0,0,302,0,5,-326,239,4231,0,0,-20050
1973:Q2,16846,98,-795,133,6151,2753,-41,3018,212,-3,40,1193,766,-362,1120,17,272,189,2085,0,18494,764,135,808,7,186,2594,30,-50,0,0,213,2580,6097,2753,0,0,0,47,0,572,-744,239,2263,0,0,-1647
1973:Q3,18223,93,-492,627,6977,3130,384,3169,-3,-14,19,1196,379,682,383,-696,100,1294,995,0,11075,765,-4430,753,20,-140,-4650,206,36,0,0,211,2012,7808,3130,0,0,0,598,0,-244,-965,239,5727,0,0,7148
1973:Q4,20067,98,1123,1559,7613,3527,807,-2943,366,-13,31,1184,503,374,1289,-19,331,24,4214,0,33175,758,12734,558,-57,371,4834,-137,-26,0,0,213,3024,7432,3527,0,0,0,40,0,1130,-517,239,-948,0,0,-13108
1974:Q1,23346,154,2891,1077,8032,3667,-812,4538,-403,-1,103,1158,445,-348,1649,588,196,-283,695,0,11187,733,-3188,379,-60,-339,-3788,-66,56,0,0,291,3535,8074,3667,9,0,0,-241,0,558,-360,238,1689,0,0,12159
1974:Q2,13262,185,2769,858,4009,3352,67,-4138,121,-2,108,1179,834,-189,-764,1818,409,-543,3188,0,8465,717,-3794,213,26,151,-856,-21,-47,0,0,327,3867,4921,3352,-7,0,0,-673,0,-259,121,239,188,0,0,4797
1974:Q3,22887,193,3504,1603,7732,3650,188,2509,-320,1,87,1173,564,-162,-804,626,909,-2770,4204,0,17238,719,10587,127,32,-13,-5463,-146,-142,0,0,350,2628,8368,3650,0,0,0,310,0,-1033,328,238,-3302,0,0,5649
1974:Q4,-1165,178,2059,2040,9335,3774,353,-14919,-32,2,97,1143,869,-312,-4180,158,11,518,-2259,0,6442,734,-9332,118,-52,2118,750,-384,-83,0,0,359,2364,7667,3774,0,0,0,-1212,0,-1488,87,238,785,0,0,-7607
1975:Q1,33392,172,17810,781,7805,3824,-743,3630,1319,-5,22,1422,546,107,1550,-9,-697,-236,-3906,0,-3302,862,-18759,170,-15,-103,826,126,166,0,0,392,45,8214,3824,-2,0,0,-71,0,-615,1226,88,325,0,0,36694
1975:Q2,14250,173,9842,1,3918,3672,188,-171,162,-7,13,1418,927,907,-3406,-182,-479,1336,-4062,0,2742,864,-6406,80,-15,-57,-1724,542,181,0,0,445,1035,3675,3672,50,0,0,424,0,-2885,1031,102,1728,0,0,11508
1975:Q3,32717,165,6042,395,8264,4437,-104,10074,367,18,-11,1586,725,-235,4673,-92,123,1032,-4742,0,20935,999,-6438,154,-2,-179,8479,-468,114,0,0,424,939,8650,4437,16,0,0,905,0,-149,1166,-40,1927,0,0,11782
1975:Q4,244,148,-10848,1853,7593,3702,448,-2983,-145,17,3,1928,1028,308,-306,-92,-234,-327,-1849,0,24468,1244,5109,400,-40,395,1944,69,122,0,0,332,601,7703,3702,-15,0,0,-295,0,-468,861,236,1869,0,700,-24224
1976:Q1,53514,158,25913,-291,9256,4152,-221,5608,177,62,29,2277,752,-110,1404,197,2644,1027,481,0,17256,1330,-2358,796,-41,-82,1805,-175,-145,0,0,358,720,8825,4152,41,0,0,-209,0,19,284,2937,-1001,0,0,36258
1976:Q2,23801,143,9151,124,3360,2394,-173,2213,-657,52,33,2655,1276,-311,1503,8,188,1219,623,0,19398,1485,12152,1112,103,-73,-1412,-313,-122,0,0,327,697,2872,2394,0,0,0,-403,0,-123,276,-483,909,0,0,4403
1976:Q3,41389,151,17945,458,8950,4134,423,6199,25,2,22,2805,920,415,1229,-74,-242,414,-2388,0,29691,1543,7401,1252,51,340,-1443,196,111,0,0,328,5683,9192,4134,53,0,0,200,0,-487,288,80,669,0,100,11698
1976:Q4,-3775,179,-10832,955,8980,5108,29,-11494,-51,1,41,2765,873,291,-250,114,260,730,-1474,0,23858,1511,1800,1219,-24,295,-1728,-176,61,0,0,357,6203,8019,5108,-121,0,0,-61,0,-89,292,401,792,0,0,-27633
1977:Q1,53158,207,18048,289,9063,5378,-579,5311,371,22,183,2997,1058,295,1953,38,472,799,7253,0,29786,1732,765,1328,4,-62,3293,-233,32,0,0,561,6011,9550,5378,115,0,0,-67,0,-321,112,434,1154,0,0,23372
1977:Q2,30119,236,2561,-959,8549,3315,248,6676,-678,18,181,3137,1107,296,-681,-119,1622,135,4476,0,19708,1888,-1099,1456,-69,-70,3630,-50,-29,0,0,572,394,8352,3315,10,0,0,388,0,106,65,331,418,0,100,10411
1977:Q3,36221,242,17807,207,1757,3807,331,4861,426,-50,173,3255,1152,-293,2419,29,-377,15,460,0,21824,1918,7173,1508,-70,-86,-678,-82,5,0,0,568,4594,2496,3807,87,0,0,26,0,860,110,-823,412,0,0,14397
1977:Q4,12988,224,1358,410,9202,3405,172,-7731,486,-70,186,3352,1250,57,-1739,1,-1785,1179,3032,0,36232,1824,24268,1478,-19,-217,-1969,-229,4,0,0,540,-256,8928,3405,-89,0,0,626,0,-21,145,-2135,-50,0,0,-23244
1978:Q1,58291,250,24714,1531,10787,3909,-412,9504,438,-2,80,3412,1157,-255,1262,-10,1373,-10,563,0,46195,1784,15992,1453,-3,-167,2824,515,279,232,0,454,4783,10942,3909,190,0,0,522,0,-311,29,1793,974,0,0,12096
1978:Q2,41576,256,7123,597,9204,2822,350,9030,925,-2,71,3565,1154,428,96,-87,1026,-1953,6971,0,8162,1732,-9817,1464,49,130,2773,277,398,551,0,476,-1540,9868,2822,-62,0,0,-97,0,417,40,-125,-522,0,-672,33415
1978:Q3,48966,269,21950,177,3907,3858,155,6949,1365,-16,35,3632,1177,591,5030,-32,949,-476,-554,0,33079,1740,6699,1473,75,69,7914,556,212,457,0,496,3006,3849,3858,-6,0,0,203,0,1374,43,886,174,0,2,15887
1978:Q4,61581,290,15578,935,10993,3078,953,12086,-221,-17,15,3674,1237,496,4274,66,25,-593,8712,0,55363,1802,31550,1479,23,594,-847,-213,165,555,0,568,3921,10393,3078,943,0,0,-182,0,878,36,-638,1254,0,4,6218
1979:Q1,70204,316,33852,1989,11687,6147,-681,7219,1255,-7,83,3770,1281,-30,253,-28,-1204,-32,4335,0,28393,1881,3194,1489,60,-308,1538,20,390,351,0,641,1284,11984,6147,-729,0,0,317,0,-302,18,-777,1194,0,1,41811
1979:Q2,47191,345,10597,410,12863,3800,369,9183,-1958,-7,65,3809,1353,393,4542,-97,1469,-3104,3160,0,29969,1920,3604,1510,38,668,3370,-48,362,376,0,715,-522,10252,3800,129,0,0,-459,0,1613,16,1535,1074,0,17,17222
1979:Q3,56600,350,31768,806,1743,5968,280,-2403,92,-8,26,3853,1322,-446,7675,114,1598,223,3639,0,26167,1953,22080,1511,43,890,-10181,105,255,455,0,728,-2952,2916,5968,158,0,0,32,0,2472,16,-1152,389,0,482,30433
1979:Q4,38450,332,19406,3732,8344,5572,1022,-5197,-456,-8,-29,3953,1101,1169,-2089,-123,987,1975,-1241,0,39978,1981,26281,1487,-84,-745,-3840,-20,283,615,0,684,-997,10446,5572,-3,0,0,524,0,-1146,13,-550,-834,0,311,-1528
1980:Q1,81750,311,45849,1561,14786,2943,-1384,7053,1048,293,1813,3981,827,70,2055,103,-1687,-2615,4742,0,25412,2121,-9051,549,21,708,6817,-13,394,1181,0,642,6695,12664,2961,-77,0,0,56,0,-2447,17,1623,414,0,136,56338
1980:Q2,62090,285,37415,2453,9357,1479,1162,-4208,-175,665,15,3415,486,676,3510,54,3744,1108,650,0,36300,1639,2240,-948,-55,588,-1306,400,389,870,0,598,9007,10659,1496,863,1,0,-26,0,4031,18,4722,984,0,130,25791
1980:Q3,73501,299,61747,1263,1401,5022,-1322,660,84,693,-879,3290,544,988,-997,65,1573,892,-1822,0,68043,1610,39411,418,-26,349,226,456,427,418,0,617,13667,1046,5040,-335,0,0,350,0,922,19,1868,1230,0,330,5458
1980:Q4,42131,352,12624,1501,8507,5212,561,-426,293,491,703,3698,888,326,1624,-27,3980,-588,2413,0,57958,1706,10342,4649,-6,-458,5366,765,550,970,0,697,16274,10864,5229,-257,0,0,870,0,-2500,18,-933,3613,0,199,-15827
1981:Q1,144531,419,112109,-1381,17000,5883,-510,2985,443,341,-149,3149,1553,416,5180,-27,-3109,4123,-3895,0,122900,2002,77029,4316,99,-177,4055,450,802,-592,0,732,7029,13637,5901,-2240,-1,0,1379,0,3952,8,-46,4323,0,241,21631
1981:Q2,24301,501,1279,-1365,4788,2469,614,5645,-449,253,-462,3058,2007,-96,1771,10,2779,448,1050,0,36025,2059,956,4129,49,1343,5047,332,970,-519,0,707,6138,11168,2486,1970,0,0,-1961,0,-1127,10,1583,458,0,227,-11724
1981:Q3,51500,486,35292,575,3860,4221,413,-4326,853,164,836,2919,2130,302,1340,-14,-2062,3134,1377,0,30596,1960,13490,3499,62,-309,-2156,1436,797,885,0,840,4972,-228,4239,-84,1,0,412,0,658,7,-4234,4152,0,197,20904
1981:Q4,1403,377,-1287,864,11791,4707,117,-11779,728,81,-59,2582,1811,822,1560,-2,4105,-1782,-13234,0,54551,1864,30880,3175,-127,361,-4801,537,284,-622,0,1131,-1471,11022,4725,678,0,0,811,0,-1658,6,5085,2300,0,371,-53148
1982:Q1,89522,279,44769,7113,18035,4363,-845,4720,689,-99,-397,2421,1841,-109,3828,40,-4123,1221,5777,0,60395,1450,28043,-2254,-17,216,9406,1591,-420,-1016,60,1442,-1846,14368,4393,-688,0,0,223,0,2686,-14,-487,3266,0,-7,29127
1982:Q2,62714,193,-1841,6910,13052,5193,-68,16121,1709,-369,85,5452,4921,781,1440,28,1992,-2184,9301,0,43347,1317,1892,-1897,-16,200,11472,275,-1182,1254,3985,2498,413,11062,5224,1046,0,0,-163,0,1556,-23,1391,4037,0,-993,19367
1982:Q3,43125,155,23645,6989,122,7302,-39,-6963,-877,-270,-44,2150,1622,-3361,3561,35,9196,5737,-5835,0,47712,1550,19908,-1463,73,914,5503,307,-1172,-157,64,1911,4436,-434,7333,668,0,0,-2566,0,186,-16,9885,-513,0,1297,-4587
1982:Q4,-19918,166,-23492,7564,6250,5072,908,-15562,-683,200,-336,4675,1806,4870,-1300,30,-3859,-2794,-3433,0,26329,4202,6854,-1705,-49,-39,1939,2182,-390,-382,-657,1816,-8873,11016,5103,-813,0,0,3427,0,-2062,-22,1736,3061,0,-15,-46247
1983:Q1,111514,150,41634,2766,16953,4038,-1053,20686,117,344,243,2456,2097,1028,3354,15,7969,-1322,10039,0,67529,3099,18821,451,-51,79,9116,-3759,16,-53,1,1277,10717,15210,4073,-911,204,0,566,0,3959,13,3504,1467,0,-270,43985
1983:Q2,60719,145,19553,3417,10342,5864,208,10124,-736,957,127,2122,2278,712,2239,16,5174,-703,-1121,0,48285,3765,6305,-365,284,-138,661,-760,841,-1253,97,2182,17009,11044,5916,-17,19,0,383,0,28,11,74,2151,0,48,12434
1983:Q3,62103,140,29977,3010,-140,10283,343,6622,927,914,75,3325,2351,763,-94,5,1423,2793,-614,0,40856,4616,-355,342,101,520,3485,1174,805,1268,50,2870,11734,-654,10354,-268,1,0,-183,0,-353,0,1689,3340,0,319,21247
1983:Q4,46147,149,368,3429,11359,5977,320,871,124,318,-133,4841,2322,-60,5131,17,-378,1165,10327,0,38355,4748,-3388,1811,-236,425,-2034,-238,17,363,-1561,1388,21189,10928,6064,446,52,0,314,0,-3101,14,-2788,3344,0,597,7792
1984:Q1,124167,-150,71510,3157,24024,4917,-322,8685,455,235,49,3567,3331,449,2499,-88,-3091,6567,-1627,0,55982,-5118,13135,6727,149,12,-582,1128,-240,-294,-28,100,12097,16625,4882,-67,-77,0,968,0,3539,-729,-1131,4926,0,-39,68185
1984:Q2,91073,-349,44002,418,12837,2602,76,5692,-447,-323,261,3552,3922,1187,3428,-82,2388,-6769,18678,0,91648,2600,49114,-1310,877,737,1858,469,-947,89,8,1584,19494,11656,2567,318,0,0,745,0,-500,-716,-208,3380,0,-167,-574
1984:Q3,74049,-345,32426,3331,2049,2713,22,24372,1896,-409,-81,3450,3935,-598,1443,-81,4070,3562,-7705,0,84874,2419,57397,-1849,846,2829,18995,2275,-1071,-300,17,1038,-8725,1053,2696,-253,-2,0,858,0,-182,-712,5707,237,0,1601,-10824
1984:Q4,-48832,-147,-74377,2673,6702,4789,609,4931,-265,80,630,3706,2986,1302,2077,-97,964,-3328,-2067,0,22921,2745,13728,-1909,-468,61,5938,-930,-505,67,-58,3934,-14507,11427,4736,-116,270,0,577,0,-4573,-507,36,3590,0,-615,-71753
1985:Q1,142352,-37,69519,5978,13012,8545,-739,6210,1205,134,-78,4310,3669,2324,3900,-63,6927,594,16943,0,75478,2041,34399,1370,-421,-254,8533,-175,-448,725,-102,458,6706,6929,8562,-997,-107,0,-125,0,2074,-38,2191,3664,0,494,66874
1985:Q2,67289,109,21649,4276,12624,-637,-140,13472,-1367,559,-492,9009,3838,-1075,4920,-71,3957,74,-3417,0,39507,6743,2764,1357,415,-233,5189,-1720,-80,53,27,2084,-768,10876,-619,1874,-146,0,18,0,129,-71,9719,2351,0,-455,27782
1985:Q3,133911,99,59550,14370,1054,4405,83,1290,4387,536,-107,12678,2201,8959,2234,-70,1863,178,20202,0,65223,10424,41714,2063,1155,380,-1698,1746,-11,1073,53,1036,6254,1099,4441,-923,-14,0,-1636,0,1819,-70,-3214,307,0,-774,68688
1985:Q4,44891,-70,-18848,4525,-5435,891,796,11596,-6628,68,752,11433,3602,-6660,5385,28,28138,-1662,16981,0,101577,11842,49752,219,4842,-287,5230,-3902,-232,-453,-2333,1948,542,1674,941,1782,1272,0,-1363,0,-1800,-903,27620,5578,0,-391,-56685
1986:Q1,53705,-241,-5030,3353,24943,3442,-1224,4691,1296,-391,-128,9341,8938,-1255,-783,-21,2250,14884,-10361,0,50985,4152,-6056,2584,257,-329,615,2060,-432,828,-5,-590,7818,18765,3541,-160,625,0,524,0,751,-1162,13257,3525,0,417,2719
1986:Q2,24909,-420,-11939,922,11183,5430,56,2170,-1078,-814,-326,9928,2653,2330,-1387,105,3723,-2686,5058,0,22391,4786,-13750,2882,1230,-272,708,-664,-611,1021,-8,2833,10585,10445,5521,438,533,0,-3930,0,-818,-1252,-466,3077,0,103,2517
1986:Q3,93246,-419,50549,1452,4557,837,-5,8020,1853,-890,801,11638,1617,791,6891,-105,-3451,163,8947,0,93290,5957,63946,3387,814,494,3647,2485,-603,341,-13,2667,13089,4571,828,25,484,0,922,30,4289,-1153,-16491,3557,0,17,-44
1986:Q4,-37842,-244,-49868,2755,-2403,-5925,53,-5315,-690,-628,118,12378,5723,2226,-1410,-692,894,909,4277,0,90724,5521,33751,2706,-608,79,6780,-556,-417,983,-2989,1875,29882,1060,-5894,1108,1207,0,4387,0,-1979,-727,10675,3214,0,666,-128566
1987:Q1,115596,-29,34651,-4463,17928,-1924,-153,26757,1731,-415,179,10454,16316,3408,-422,-163,10371,328,1042,0,99192,7550,16428,1021,-137,-825,24853,1282,-290,1847,-173,3028,7401,18713,-1856,563,908,0,1826,0,1141,-1709,13550,4198,0,-127,16403
1987:Q2,31058,340,12213,-544,10484,263,332,-24236,-587,-320,-90,11265,9824,1324,3964,-242,-6845,-392,14305,0,51551,7050,13224,-217,410,-662,-8835,-533,-203,-104,-61,3596,18868,9739,258,-224,-1151,0,1442,0,-651,-1692,-5259,17108,0,-553,-20493
1987:Q3,38204,310,-3379,-2153,1365,5007,-30,8143,2082,-222,890,10541,15639,-444,-3846,-183,9985,757,-6258,0,89128,6620,14897,290,883,3477,3333,2724,-102,-4,-5,4382,33792,1593,4861,-119,1304,0,-424,0,2975,-1914,5930,3889,0,747,-50924
1987:Q4,51262,901,31278,718,-8034,5925,675,-14585,124,-120,299,12520,7512,-1428,31904,-308,-21602,1113,4370,0,96966,8165,86755,1426,2723,197,-6186,-335,30,-2221,196,2710,18532,1055,5877,286,367,0,4028,0,2657,-1279,-29891,1062,0,813,-45704
1988:Q1,127918,-137,46880,4345,30105,9753,-300,5973,2854,28,-24,8665,-466,-147,21757,23,-3062,-468,2139,0,104992,4619,44074,3840,-1390,-1795,-8176,3420,206,2166,0,5068,14251,19803,9709,2849,504,0,157,0,635,-444,5440,607,0,-552,22927
1988:Q2,95177,55,892,4345,14534,8589,432,13413,-220,201,-191,7406,3261,446,4517,-38,13944,3120,20471,0,93616,4281,20596,4038,709,163,18306,-384,409,-874,0,1807,8748,9012,8545,-1416,113,0,901,0,2596,-775,13116,1351,0,2374,1561
1988:Q3,42546,161,9739,4346,1944,7737,503,9481,1437,250,1291,7079,-3653,2563,-4926,127,-10388,1979,12877,0,57245,5353,39555,3628,-398,161,-668,1041,453,1435,0,-103,8648,2638,7766,1794,-891,0,1748,0,-1001,-861,-15529,495,0,1982,-14698
1988:Q4,150274,349,97543,4345,-6233,12186,448,7907,396,174,-315,8029,6855,-2395,-1157,162,5094,1136,15750,0,253926,6232,193458,3540,595,947,16719,698,294,-2243,-2855,1755,13353,-727,13791,-1893,-21,0,4714,0,512,-958,3217,1880,0,918,-103652
1989:Q1,174106,-94,115973,5218,19290,9285,-1443,-1060,2144,283,-1054,7838,9760,164,-4915,-254,2471,-542,11043,0,133192,3421,96798,2956,-349,-781,-6983,2778,214,1610,0,1939,15136,20676,9901,-1501,726,0,-2129,0,-10924,-394,2175,-1367,0,-710,40914
1989:Q2,69608,109,-4980,5218,22786,6990,7,3620,333,91,-17,8568,5700,-2306,6203,116,11621,-20,5569,0,53989,3689,-19269,3571,576,4612,5892,-526,283,-1154,0,3902,2153,8636,8176,2721,1112,0,4935,0,960,716,19399,3980,0,-376,15619
1989:Q3,116666,126,45080,5218,6346,12650,-157,10220,3851,101,417,8785,7231,3011,3592,3,3961,-861,7092,0,59403,4719,-2709,2457,928,-1749,4853,3744,243,757,0,2574,1511,3371,13931,3133,731,0,5409,0,585,-290,14317,1475,0,-587,57263
1989:Q4,9316,673,2464,5219,2341,13826,887,-9795,-1734,152,531,8177,7183,-879,1130,114,-13309,-145,-7519,0,13123,4687,-834,1033,212,-789,-5049,-1971,149,513,-4662,-4908,9661,-1579,14895,-1878,648,0,1829,0,859,-74,-3642,4569,0,-546,-3807
1990:Q1,86396,-353,11373,-821,21567,8558,89,24888,-14,241,-231,6883,4478,-235,-7354,320,6484,616,9906,0,101044,8554,38475,-649,360,-1798,19940,496,-703,855,0,-4599,15654,21732,8898,235,529,0,-902,0,-2011,-179,-579,-3651,0,386,-14648
1990:Q2,11900,14,-25094,-821,13317,9611,-259,-15390,111,352,352,6114,-345,1972,12765,-65,3817,45,5404,0,-32522,1555,-50534,-1649,1150,-441,-5040,-1109,852,1903,0,88,-3984,9516,10831,3252,504,0,3330,0,-123,463,3610,-6588,0,-109,44423
1990:Q3,77001,-39,61091,-821,-4969,16047,276,-177,3427,305,223,5942,5999,-5087,15668,168,-16090,3989,-8951,0,93705,4804,44784,-1040,-1433,740,6500,3527,8,425,0,-1595,23747,2945,15843,-5018,-71,0,-1467,0,-143,145,3031,-1877,0,-149,-16704
1990:Q4,9573,493,32014,-820,-12666,18329,-1062,-18709,-715,6,137,7480,1449,5666,-8921,-274,484,-1531,-11787,0,92898,4539,41719,376,1431,1849,-1117,-300,-31,-954,6415,1306,4615,-1354,18535,9271,346,0,1721,0,387,1036,10313,-7581,0,377,-83325
1991:Q1,148326,-126,78959,-152,36246,7631,-242,-4371,3938,-65,-12,5850,9472,859,3966,-5,12801,-967,-5456,0,79789,1669,31022,2222,805,-728,-12,4867,-92,2148,0,13315,7426,22976,3710,-12850,-1455,0,-647,0,1527,238,6326,-2126,0,-552,68537
1991:Q2,20089,-223,6634,348,1059,16187,-121,-5433,-2454,-257,186,2259,11800,1970,9402,77,3900,391,-25637,0,35292,2200,-16808,3269,269,-270,-10794,-3420,-163,3523,0,-2609,20030,7985,17040,5881,130,0,-1164,0,671,-89,9605,-135,0,141,-15203
1991:Q3,78761,-223,67948,2348,-11624,18277,299,-8438,2290,-317,964,2967,7307,3737,3601,55,6713,-1055,-16087,0,41848,2231,-17253,1476,-1432,92,-8099,4367,-175,1964,0,6380,8037,2803,18546,174,-20,0,1044,0,4489,571,20575,-2658,0,-1265,36913
1991:Q4,107932,-130,18681,1098,19302,19545,-388,2846,778,-235,-273,7185,4930,379,7122,161,9986,-574,17520,0,49903,3925,-32077,2203,3981,433,4670,-818,-93,-2724,-2108,-1759,16008,-3074,19134,-1186,1670,0,7034,0,4423,655,28459,1698,0,-551,58029
1992:Q1,348255,-57,266345,3459,24594,17556,-339,3343,-1006,489,-477,5116,6939,8413,-89,-567,6187,-575,8923,0,212890,3992,130500,1246,-3789,-481,-755,576,-20,4193,0,-1654,30545,23819,17673,-461,36837,0,-8134,0,-2500,-512,2326,-20276,0,-235,135365
1992:Q2,27520,-15,-14566,3459,5254,16503,-961,2845,903,189,482,6220,3557,-3618,-7901,-202,13988,-2,1385,0,-33666,4554,-69136,734,1547,65,3415,386,-283,-138,0,521,5381,8108,16506,733,375,0,1283,0,-5284,-93,-2364,-436,0,460,61186
1992:Q3,100443,33,33507,2209,3284,11395,115,816,4861,111,607,6298,2504,3491,3004,-441,20862,3287,4500,0,109693,4771,-11061,1587,-2990,1891,-4104,5812,-239,900,0,1242,24490,2316,10691,-410,9561,0,713,0,1477,468,60176,2102,0,302,-9251
1992:Q4,15883,87,8581,4710,-4295,17762,370,-3005,-3854,289,-380,5676,-1339,5262,9166,-407,-24263,853,671,0,11820,4145,19173,1523,1951,-1698,-1363,-3580,-135,-940,1848,-3021,3780,-3280,18269,2697,-1956,0,-6168,0,-689,-817,-20786,2358,0,510,4063
1993:Q1,96090,118,42945,1264,28308,16234,526,3215,915,285,296,4364,9595,-10778,-413,-462,26261,36,-26619,0,96109,3314,29943,3196,-7367,337,-4682,1680,-143,2358,0,1117,-11180,25220,16327,4002,-10459,0,2576,0,3779,161,37092,-1099,0,-62,-18
1993:Q2,95900,120,24233,1264,3148,18193,-357,16392,336,342,269,3220,5939,9685,18631,-158,-324,-1065,-3967,0,51072,2737,10204,3616,-3004,1517,7145,1693,-45,81,0,4090,14327,7491,18281,1602,-20055,0,-715,0,1748,-27,-2070,3850,0,-1392,44827
1993:Q3,73618,120,12725,1265,782,14482,1269,2217,948,368,268,3308,5946,-1124,240,-295,20858,-233,10474,0,84547,3933,4078,4374,1733,-856,-99,893,-102,1218,0,-6117,6580,1957,14059,2657,18515,0,5104,0,2366,1056,24185,-720,0,-266,-10929
1993:Q4,48939,123,7952,1264,-1130,18862,-858,4627,-3399,393,-38,4299,7598,2682,1634,-181,1230,-1835,5715,0,116151,1898,80445,4642,2005,1212,3932,-5021,-150,-1364,-8660,-2590,5917,-4249,18669,4300,-5782,0,-1328,0,1009,-1009,17110,5754,0,-589,-67212
1994:Q1,153913,138,12542,1200,25622,21911,214,81766,4724,-30,-12,4066,9773,-10860,-2043,-742,15435,1115,-10905,0,190393,3274,-1883,5524,2009,-994,62997,5777,241,1557,0,11292,34947,24862,21624,6391,13716,0,-1786,0,-4200,243,4362,-397,0,836,-36479
1994:Q2,43912,148,-24208,4951,4888,21444,1138,42822,6068,199,428,3791,7364,-4204,1250,-616,-2876,-778,-17898,0,70066,2406,2594,4346,2016,293,24864,7462,126,-209,0,-9662,-787,7356,21696,-2431,7955,0,-2389,0,-3745,132,11969,-3441,0,-484,-26154
1994:Q3,12201,141,-25810,4951,1667,27912,-117,-21378,2444,307,614,3901,5096,61,6527,-788,5078,-965,2561,0,36247,4429,14392,4942,3692,-128,-12365,1051,-6,-4866,0,7571,-9556,2771,28469,-1933,-7200,0,-1983,0,-3840,797,7251,3791,0,-1032,-24046
1994:Q4,23358,144,-13561,4951,1859,4469,-585,-8649,1381,1359,762,4428,18577,-3997,10319,83,-1242,-269,3330,0,141771,3296,102390,4211,13379,1095,4183,-1137,-481,484,29,-1846,-1387,-4816,4425,1033,16907,0,913,-30,-4436,1204,-1971,6152,0,-1825,-118413
1995:Q1,128957,181,7388,3401,19880,15272,1551,25829,1280,-146,-1425,9340,9357,-2985,8505,-87,29988,-400,2029,0,110695,6626,30963,9243,-2956,-1208,-21695,-2263,-406,608,0,6321,10530,25883,14912,-4259,-11378,0,-238,0,2784,190,45380,1841,0,-183,18261
1995:Q2,26890,190,24098,3401,9056,22581,306,-51891,9843,1040,-122,10023,3224,2196,12865,-147,-14375,-1476,-3921,0,71690,6638,-752,9337,41510,804,-11867,-3433,364,-346,0,-6172,12968,7709,22935,7603,3121,0,1522,0,-155,525,-24773,5394,0,-1241,-44800
1995:Q3,163299,194,74242,3401,10792,22530,-384,14989,-3793,-27,32,-1969,2212,2794,3460,-88,23661,2984,8270,0,148776,-737,46398,8901,14333,2019,-3150,1991,132,-538,0,3773,33404,3060,22783,3316,-14367,0,10084,0,-34,-163,13803,2525,0,1243,14524
1995:Q4,165352,195,83564,3401,15907,18313,-221,15383,-1654,2053,34,11065,5560,-1242,4521,-45,12785,-321,-3946,0,186900,3435,77346,9944,2427,1437,-7610,-5575,1502,205,-6967,8388,29796,12332,18280,4140,20164,0,-12226,0,2736,-483,22671,5901,0,-942,-21548
1996:Q1,175251,182,69101,7358,9286,27246,32,-8224,-7335,-137,183,3339,426,2527,3659,-46,38927,-543,29270,0,174491,833,83009,8542,-24863,-922,3963,-5168,-193,2803,0,-5917,27136,12916,27601,6315,-13204,0,3291,0,-513,-1278,49623,993,0,-477,760
1996:Q2,61383,198,19837,7358,8917,23127,63,18492,-3035,-286,343,2063,1879,-3251,-2767,-63,-9813,291,-1970,0,54385,1131,4327,8507,-22199,388,32032,-3502,116,-1048,0,1335,25650,5971,23409,1024,-18564,0,-3807,0,3182,-666,-6865,3468,0,497,6998
1996:Q3,214712,194,91595,7358,-3650,26815,323,23952,-452,832,176,5688,8025,-926,2654,-77,37038,1690,13477,0,158026,3345,19960,9508,24928,-498,13242,-283,427,-1388,0,-1106,34601,4209,26645,-1469,-8861,0,19,0,6312,-876,33145,-3387,0,-447,56686
1996:Q4,76874,189,40821,7358,-3736,25105,-805,-7348,8740,152,-123,-3262,3147,1997,8170,-1185,100,13790,-16236,0,150169,2588,32949,9659,23791,1045,-14099,-257,424,325,-630,11419,22454,-8549,25356,1059,17057,0,7420,0,9844,-622,4695,4040,0,202,-73295
1997:Q1,207538,67,26910,15249,22365,18633,113,11957,10179,2208,-6143,2344,-16800,9032,10586,-715,73181,7111,21260,0,151765,3260,-40679,12538,26055,-1160,13133,1561,147,-6825,57,6220,16430,27393,20755,5507,-3093,0,-7350,0,1606,-879,73105,4318,0,-334,55772
1997:Q2,50693,73,-10947,13999,13542,16644,956,13539,-1703,1082,251,2013,5328,-4330,-21872,-1561,16726,5245,1708,0,74485,3433,-115942,13741,13187,2226,7156,-1927,366,3197,66,-2097,29882,7932,22684,2367,8943,0,3972,59,9853,-2339,63630,4168,0,-72,-23791
1997:Q3,151994,78,7828,13999,-8412,17224,-917,13751,-1645,1016,-142,8380,-2850,2619,34599,-2593,49056,2902,17101,0,149644,5528,-2294,14762,27533,-467,6184,-1366,-13,-375,72,9946,26195,1779,21756,7389,-2165,0,980,33,-6848,-2098,36483,5787,0,843,2350
1997:Q4,55805,85,-36036,12750,1129,27296,993,35420,5723,385,-184,-1981,21874,-172,-16125,-3583,-24015,4707,27539,0,161872,32,10715,15579,6670,899,17648,2911,1341,1835,-11376,5692,35515,-8220,30459,1900,32813,0,9991,0,14178,-5837,-12428,11682,0,-126,-106067
