1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2005:Q1,36842,1985,14406,20451,36842,-12,-67,360,189,-79,25747,945,-2599,322,49,1036,-52,-799,0,11928,-977,851
2005:Q2,63724,1985,52365,9374,63724,-13,928,361,398,-79,30594,655,708,591,67,2556,-7,-80,0,27301,-677,421
2005:Q3,57348,1985,39671,15692,57348,-13,-10,361,1215,-79,37794,3158,1740,607,132,1846,-14,-705,0,11755,-557,118
2005:Q4,76777,1985,67518,7274,76777,-12,459,361,1041,-77,32593,-776,3040,533,78,4276,-53,592,0,33776,-203,1149
2006:Q1,73000,4414,33625,34961,73000,-13,-922,-104,741,308,38221,671,1187,347,13,1932,5561,266,0,16769,6150,1873
2006:Q2,62906,4414,17259,41233,62906,-12,-682,-104,1545,317,33678,1646,812,779,108,5271,5557,392,0,13089,302,208
2006:Q3,72636,4414,22989,45233,72636,-12,-577,-105,897,326,37373,141,205,557,55,3390,5559,740,0,20166,659,3262
2006:Q4,83124,4414,33784,44926,83124,-13,-550,-104,549,333,28519,1619,1018,313,541,1683,5601,-341,0,38768,735,4453
2007:Q1,43211,3237,-7002,46976,43211,-3,-268,503,974,185,3988,2744,360,273,114,1827,596,480,0,30046,-2488,3880
2007:Q2,77707,3237,25831,48639,77707,-3,-2597,502,645,188,32318,2321,340,600,506,4630,531,570,0,34036,801,2319
2007:Q3,85854,3237,35329,47288,85854,-3,-1399,502,194,190,24454,5229,723,670,255,3829,485,610,0,44667,3665,1783
2007:Q4,59529,3237,17287,39005,59529,-4,-683,503,81,193,37488,3774,-4157,534,479,3298,619,2655,0,13575,1360,-186
2008:Q1,44757,2183,12794,29780,44757,-29,-43,-201,560,147,35566,860,156,592,100,5456,-2277,-518,0,-3142,7730,-200
2008:Q2,40629,2183,-1319,39765,40629,-30,144,-200,872,149,33866,1194,80,969,158,5932,-2122,-2884,0,-456,3611,-654
2008:Q3,25830,2183,-25988,49635,25830,-30,-180,-201,0,151,31665,694,-18,531,-338,5189,-2346,-548,0,-8023,-635,-81
2008:Q4,23686,2183,-33159,54663,23686,-30,-716,-201,2399,152,22859,4020,207,363,307,1940,-1672,-789,0,-4271,-233,-649
2009:Q1,-2846,-2448,-1847,1449,-2846,-32,3357,-81,1389,450,4019,853,-45,99,31,-2049,-934,-159,0,-10010,-440,706
2009:Q2,-15302,-2448,-16266,3412,-15302,-33,-729,-82,927,464,-363,-240,143,153,31,-1846,-779,-255,0,-9646,-842,-2205
2009:Q3,-23946,-2448,-33429,11931,-23946,-32,145,-81,752,478,-15260,1165,108,128,-248,-1163,-864,8,0,-5403,-119,-3560
2009:Q4,-32604,-2448,-36852,6696,-32604,-33,-108,-82,1706,493,-23567,-1703,-242,-19,-349,-4363,-910,-243,0,-615,-513,-2056
2010:Q1,-24256,253,-21046,-3463,-24256,6,-328,282,935,326,-21075,-225,-339,-67,-183,-3077,422,106,0,-4826,135,3652
2010:Q2,-45673,253,-39061,-6865,-45673,6,-193,281,606,332,-25109,-1580,-3629,94,-9,-2661,239,69,0,-8999,-1812,-3308
2010:Q3,-39044,253,-24807,-14490,-39044,5,-136,281,-295,339,-28312,-677,-47,19,-38,643,1022,99,0,-9374,-1582,-991
2010:Q4,-29414,253,-16437,-13230,-29414,6,385,282,564,345,-26113,352,60,-52,-98,-776,779,-226,0,-2174,-1908,-840
2011:Q1,-24760,1450,-35593,9383,-24760,12,-216,-392,557,224,-22196,-1515,367,-13,-42,750,-873,-105,0,-2258,13,927
2011:Q2,-30387,1450,-24372,-7465,-30387,12,3992,-392,1396,227,-17497,-500,-365,567,266,3838,-930,48,0,-15484,-4310,-1255
2011:Q3,-28023,1450,-18839,-10634,-28023,12,-919,-392,1262,54,-18745,722,-264,-280,270,4726,-861,756,0,-7068,-6071,-1225
2011:Q4,-11835,1450,-771,-12514,-11835,12,-214,-392,1450,55,-5980,-995,209,394,335,3388,-1337,-269,0,-7442,-678,-371
2012:Q1,-18511,2187,-36466,15768,-18511,47,-644,-163,217,-54,-7466,196,-288,29,257,3013,333,-522,0,-10866,-1047,-1553
2012:Q2,-19568,2187,-33931,12176,-19568,46,-367,-163,826,-54,-7983,-66,-263,-99,224,2756,399,-205,0,-9475,-5054,-90
2012:Q3,-11010,2187,-24290,11093,-11010,46,342,-163,548,-53,-7098,-514,-416,151,139,1989,427,-77,0,-5742,-1665,1076
2012:Q4,13448,2187,3043,8218,13448,46,1488,-162,111,-54,13974,-545,-119,214,128,1654,429,34,0,1680,-5993,563
2013:Q1,-3773,2074,-20880,15033,-3773,-86,-1572,67,1259,-157,-3149,-1004,-492,516,224,-1703,-31,-354,0,4892,-2071,-112
2013:Q2,22770,2074,16987,3709,22770,-86,3761,67,537,-155,10597,817,9,522,727,1868,-24,-138,0,-133050,713,136605
2013:Q3,16261,2074,14415,-228,16261,-86,-834,68,1209,-155,13865,674,-1723,354,465,4767,-29,-509,0,-1851,-1082,1128
2013:Q4,5678,2074,2623,981,5678,-86,1648,67,573,-152,17011,-253,1007,568,941,3252,-59,-359,0,-20249,-1364,3133
2014:Q1,11533,1795,-16817,26555,11533,83,1225,-26,254,-60,9634,2197,101,751,332,-1183,539,321,0,-22850,291,19924
2014:Q2,21784,1795,-4153,24142,21784,83,378,-25,868,-59,16047,1057,-153,673,540,1160,256,721,0,4926,-2054,-2634
2014:Q3,23222,1795,250,21177,23222,83,-250,-26,278,-59,10687,807,-157,845,581,1904,236,-618,0,10095,1000,-2184
2014:Q4,32062,1795,14293,15974,32062,83,2069,-25,-1062,-59,23816,1440,-224,782,616,3426,656,166,0,-2611,1879,1110
2015:Q1,24564,2603,7071,14890,24564,-70,2322,476,191,-119,17644,-208,-1782,626,497,3283,-863,194,0,7303,251,-5181
2015:Q2,39248,2603,27166,9479,39248,-71,2661,477,-628,-118,20036,2503,-516,845,530,6478,-428,156,0,18412,-5497,-5592
2015:Q3,33584,2603,16023,14958,33584,-71,2755,476,-1424,-117,32367,5380,-42,908,588,5590,-428,79,0,865,-2414,-10928
2015:Q4,41421,2603,33993,4825,41421,-70,1326,477,-447,-117,35449,5522,13,1312,870,12401,-427,-474,0,523,-5240,-9697
2016:Q1,18895,3370,-14195,29720,18895,94,-3436,-135,320,95,24712,4944,164,1157,730,2108,55,137,0,-19575,-744,8269
2016:Q2,26150,3370,-8423,31203,26150,94,-1155,-134,127,96,33830,4383,-152,1191,773,4547,56,259,0,-10752,-2090,-4923
2016:Q3,44690,3370,15193,26127,44690,94,-2886,-134,-138,97,27404,4650,21,1661,1055,3814,57,3059,0,398,-1965,7503
2016:Q4,33864,3370,5836,24658,33864,94,-1561,-135,1118,97,30030,1657,-62,1945,136,7539,56,-1240,0,4444,-275,-9979
2017:Q1,14486,1760,-30226,42952,14486,-98,3965,569,-104,126,26962,1445,-135,1558,-697,6173,921,-1408,0,-15164,-144,-9483
2017:Q2,41500,1760,-3182,42922,41500,-97,54,568,-876,126,23948,3596,-111,2242,1495,7965,923,-721,0,5341,-60,-2893
2017:Q3,19106,1760,-24404,41750,19106,-98,440,569,1532,127,15858,173,195,-510,904,3554,920,-1399,0,-1680,-224,-1255
2017:Q4,52789,1760,26688,24341,52789,-97,8420,568,141,129,18930,2560,12,1513,667,4599,922,934,0,11286,-141,2346
2018:Q1,27001,-885,11244,16642,27001,23,-2074,70,419,103,13489,-1011,-177,1650,876,7854,-595,183,0,2499,-248,3940
2018:Q2,59056,-885,42766,17175,59056,23,-1316,71,855,104,24065,5516,-126,1665,260,8445,-596,674,0,20674,73,-1331
2018:Q3,8449,-885,1854,7480,8449,24,293,70,543,105,3719,-2584,-115,1763,723,9008,-595,1060,0,-8830,194,3071
2018:Q4,36434,-885,32065,5254,36434,23,-1492,71,984,106,16807,1983,-103,1700,812,7833,-596,-72,0,-2178,-173,10729
2019:Q1,33156,12423,33290,-12557,33156,108,53,116,652,100,15421,-131,-104,1205,350,5671,-129,109,0,-215,3785,6165
2019:Q2,23886,12423,24006,-12543,23886,109,1641,115,439,100,20025,-185,-109,1364,120,1882,-130,-240,0,-5138,298,3595
2019:Q3,48573,12423,67339,-31189,48573,108,1477,116,-1143,263,21409,2306,-314,1889,-58,5761,-129,47,0,13879,297,2665
2019:Q4,36719,12423,44981,-20685,36719,109,997,116,-4,266,25707,-972,-60,2833,1949,4997,-130,-383,0,8874,-88,-7492
2020:Q1,44230,8564,8314,27352,44230,-9,1721,177,1189,830,23549,1072,66,2082,736,2702,240,153,0,5788,-106,4040
2020:Q2,26954,8564,442,17948,26954,-9,937,178,1013,867,21056,-1013,110,1468,100,2195,240,-335,0,-3142,1054,2235
2020:Q3,27615,8564,5522,13529,27615,-8,5435,178,-1658,905,14990,-739,-236,2214,-114,662,240,99,0,3783,-74,1938
2020:Q4,39010,8564,5373,25073,39010,-9,446,177,724,946,13167,-1076,81,2175,692,7538,240,-217,0,7959,444,5723
2021:Q1,19379,7413,-18430,30396,19379,-44,3254,-118,589,-372,8496,-409,-132,2272,72,-3085,236,125,0,7813,-324,1006
2021:Q2,38005,7413,2480,28112,38005,16,322,-119,0,-365,20204,632,-119,2402,1195,209,236,-109,0,5442,-600,8659
2021:Q3,52009,7413,18400,26196,52009,21,698,-118,886,-359,28069,2153,301,2517,909,5201,234,-105,0,5587,-1074,7089
2021:Q4,82134,7413,47338,27383,82134,39,3654,-119,1329,-354,25795,5878,-40,4003,1229,5942,235,-11,0,22590,342,11622
2022:Q1,63642,7954,30952,24736,63642,26,5637,152,530,-18,32173,3975,192,3390,1913,12623,-1405,-17,0,650,782,3039
2022:Q2,79019,9835,33356,35828,79019,37,132,152,911,-19,45141,1310,182,5340,769,10739,-1406,133,0,8726,-172,7044
2022:Q3,53858,6756,32861,14241,53858,22,-1662,152,545,-18,47152,1842,491,4419,505,6484,-1405,225,0,-699,-425,-3770
2022:Q4,54971,6892,24583,23496,54971,22,-595,152,1689,-19,45071,2850,-3,4290,-457,6643,-1405,-446,0,-4479,-988,2646
2023:Q1,45215,5704,17426,22085,45215,18,7966,165,806,-650,27373,3450,98,2842,77,3975,-649,35,0,1631,-394,-1528
2023:Q2,25288,3266,1455,20567,25288,10,1793,80,435,-630,23537,1726,-45,3253,1240,5027,-960,-309,0,-1045,-1012,-7812
2023:Q3,27267,3508,8004,15755,27267,11,1547,43,2071,-610,17830,-1778,133,2624,106,3952,-755,-85,0,7518,-290,-5050
2023:Q4,22384,2911,17076,2397,22384,9,3724,72,1136,-591,16967,640,394,2831,1108,1624,-498,-242,0,-1197,-641,-2952
2024:Q1,19204,2517,5875,10812,19204,7,-92,80,1047,105,11268,614,132,1710,237,2663,-808,-190,0,8409,-735,-5243
2024:Q2,5522,842,2713,1967,5522,3,3117,78,1240,105,6215,2040,-10,2688,-155,3085,-824,58,0,-8069,-468,-3581
2024:Q3,19819,2592,11657,5570,19819,8,150,102,499,105,3257,-275,209,2714,29,10338,-1110,65,0,6839,214,-3325
2024:Q4,14768,1974,9129,3665,14768,5,472,117,1297,107,-2005,106,205,3362,-606,2952,-950,266,0,16088,158,-6806
2025:Q1,5076,780,2171,2125,5076,2,-7,96,1435,107,507,-2317,-606,2842,-376,4181,-943,50,0,189,-109,25
