date,FL102000005.Q,LM102010005.Q,LM105035005.Q,LM105015205.Q,LM105013765.Q,LM105020015.Q,FL104090005.Q,FL103020005.Q,FL103030003.Q,FL103091003.Q,FL103034000.Q,FL102051003.Q,LM104022005.Q,FL103069100.Q,LM103061103.Q,LM103061703.Q,LM103062003.Q,LM123063003.Q,FL104023005.Q,FL103065005.Q,FL103066005.Q,LM103092305.Q,LM103064103.Q,LM103092105.Q,FL103092405.Q,LM103064203.Q,FL103070005.Q,FL103090005.Q,FL104194005.Q,FL104190005.Q,FL104122005.Q,FL103169100.Q,FL103162000.Q,FL103163005.Q,FL104123005.Q,FL103168005.Q,FL103169005.Q,FL103165005.Q,LM103192305.Q,FL103170005.Q,FL103178005.Q,FL103190005.Q,LM103181105.Q,LM103164105.Q,LM103192105.Q,FL102090005.Q,FL103164106.Q,FL104104016.Q,FL104104006.Q,FL102000115.Q,FL102010115.Q,FL105035045.Q,FL105013213.Q,FL105013715.Q,FL105020000.Q,FL102090115.Q,FL105012613.Q,FL105013613.Q
1945:Q4,286179,217410,142811,32465,5846,36287,68769,18959,900,33,0,0,18760,0,18508,0,252,0,2799,5,2794,272,0,6718,4,0,19821,503,191945,87067,24000,95,0,23905,20653,8912,3199,8541,309,13697,10105,18303,104878,103694,1184,199112,52.67297854848333,42.5758233095208,22.425954278664058,193287,124518,66607,26915,4744,26252,106220,1111,57996
1946:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1946:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1946:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1946:Q4,311970,245036,159407,39279,6662,39688,66934,19502,900,68,0,0,13124,32,12779,0,313,0,3331,10,3321,271,0,6700,3,0,22579,456,197852,99374,24995,137,0,24858,24894,12505,3054,9335,305,20041,8147,20992,98478,97302,1176,212596,46.32160103627084,50.6605269726973,23.466767187165217,210700,143766,70289,30556,5393,37528,111326,1129,60884
1947:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1947:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1947:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1947:Q4,362919,286870,187736,47266,7773,44094,76049,21434,900,51,0,0,12770,129,12291,0,350,0,4135,16,4119,314,0,7774,2,0,27554,1115,210858,114495,27843,172,0,27671,28937,15574,2869,10495,324,23392,10333,23666,96363,95116,1247,248424,38.78977545456985,58.92290321956326,22.8560618501821,237471,161422,74259,36479,6083,44601,122976,1168,64389
1948:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1948:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1948:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1948:Q4,396728,314663,199450,57163,8356,49694,82065,21861,900,10,0,0,13485,180,12853,0,452,0,4935,30,4905,362,0,8959,2,0,29600,1951,221045,125518,32137,166,0,31971,30674,16181,2958,11535,359,24980,11108,26260,95527,94141,1386,271210,35.22251573049239,65.75203974896816,23.15952254369992,259240,177175,79137,42472,6702,48864,133722,1230,68933
1949:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q4,406604,320222,203936,59285,8555,48446,86382,22903,900,10,0,0,15447,265,14697,0,485,0,5501,24,5477,404,0,9963,2,0,28640,2612,232400,127079,35036,162,0,34874,29358,14287,2891,12181,389,24718,8806,28772,105321,103822,1499,279525,37.678607802770145,61.14059313720994,23.03692429645673,268712,182330,83375,46472,7145,45338,141633,1295,73062
1950:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q4,453834,350201,220715,68488,9455,51544,103633,24222,900,57,0,0,18665,143,17870,0,652,0,6614,23,6591,443,0,10976,2,0,38583,3171,280130,151601,36705,207,0,36498,33734,17974,3126,12634,480,32694,16061,31927,128529,126681,1848,302233,42.526410031329405,54.80394412871845,23.306149993519487,305581,201948,88258,50875,7719,55096,153980,1376,77569
1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q4,502992,390649,240645,75392,10128,64484,112343,25859,900,91,0,0,19587,90,18653,0,844,0,7241,26,7215,489,0,12078,2,0,41964,4132,336682,187003,40061,269,0,39792,38807,22183,3395,13229,532,32316,20537,54750,149679,147629,2050,315989,47.36838150164702,52.69165223084305,24.95918284822684,336875,224532,94704,56673,8327,64828,149872,1431,83640
1952:Q1,511785,401278,247773,76748,10251,66506,110507,24511,900,84,0,0,18825,138,17862,0,825,0,5616,27,5589,503,0,12442,3,0,43434,4189,340541,186985,41201,328,0,40873,38567,21916,3265,13385,544,30361,18812,57500,153556,151463,2093,324800,47.27703031815649,51.94687471260827,24.558939707214574,339766,229259,96248,58253,8532,66226,152781,1444,85201
1952:Q2,513888,403419,249164,78421,10452,65382,110469,25850,900,102,0,0,17555,432,16635,0,488,0,6172,28,6144,527,0,13002,3,0,42254,4104,349988,190233,42647,304,0,42343,38123,21494,3369,13260,558,28227,16610,64068,159755,157607,2148,323655,49.35966712226059,50.55862258710805,24.955567810596587,341251,230782,97730,59914,8767,64371,151018,1457,86779
1952:Q3,519671,403915,248233,78826,10740,66117,115756,26398,900,98,0,0,18007,411,17018,0,578,0,6276,29,6247,538,0,13289,3,0,46001,4246,354189,195097,43816,346,0,43470,38711,21955,3506,13250,567,30753,17238,64012,159092,156907,2185,324574,49.01559058070493,51.874010868672784,25.42635278517903,350031,234275,99229,61025,9035,64986,154934,1471,88366
1952:Q4,527493,408849,251382,79753,11026,66688,118644,26641,900,75,0,0,18655,195,17647,0,813,0,7081,30,7051,555,0,13706,3,0,45866,5162,338639,189784,44828,331,0,44497,40270,22979,3827,13464,579,33077,17381,53649,148855,146628,2227,337709,44.077946234214124,57.168200224773315,25.198568558143457,357338,238694,100885,62435,9339,66035,167554,1485,90023
1953:Q1,530013,412999,252850,81384,11415,67350,117014,23589,900,102,0,0,19241,212,18164,0,865,0,6411,31,6380,570,0,14065,3,0,46828,5305,329783,184436,45627,370,0,45257,40877,23076,4046,13756,596,31088,16007,50241,145347,143052,2295,345577,42.05926235200536,59.51568102946819,25.03185642476671,360734,243720,102690,63998,9666,67366,176298,1500,91734
1953:Q2,536943,419306,255579,83412,11756,68559,117637,25710,900,74,0,0,17581,194,16454,0,933,0,6777,32,6745,586,0,14472,3,0,46126,5408,312262,176132,46567,297,0,46270,40787,22710,4381,13696,602,31407,15201,41568,136130,133816,2314,360811,37.72884937470611,64.16942400733546,24.2103853283441,365282,247645,104641,65500,10015,67489,189150,1515,93503
1953:Q3,547448,425815,258630,85511,12095,69579,121633,25865,900,85,0,0,19467,214,18232,0,1021,0,6697,32,6665,599,0,14825,3,0,47561,5631,307975,176324,47147,347,0,46800,41191,23000,4430,13761,619,32222,17399,37746,131651,129274,2377,371124,35.47356794064466,67.10019969226948,23.802834926145454,374145,252512,106615,67082,10366,68449,197821,1530,95283
1953:Q4,549515,427038,259102,86913,12393,68631,122477,26550,900,114,0,0,20449,204,19240,0,1005,0,7341,32,7309,611,0,15124,3,0,45021,6364,340165,193649,48414,402,0,48012,40838,22417,4279,14142,632,32800,17986,52979,146516,144082,2434,355866,41.171633746804204,60.91590660706051,25.080073961804256,377642,255165,108517,68518,10712,67418,183993,1544,97053
1954:Q1,548195,429994,260326,88667,12812,68189,118201,23706,950,115,0,0,19162,312,17887,0,963,0,6453,32,6421,623,0,15408,3,0,45279,6502,358834,200090,49314,525,0,48789,40852,22094,4340,14419,646,30154,14340,64784,158744,156255,2489,348105,45.60231757584994,56.79949293981951,25.901885151888955,376740,258539,110300,69779,11053,67407,176650,1558,98766
1954:Q2,550327,432658,261677,90371,13084,67526,117669,25354,1000,128,0,0,16134,338,14874,0,922,0,6862,32,6830,639,0,15801,3,0,45273,6475,389084,213975,50208,484,0,49724,39943,21445,4213,14285,667,30197,11324,81636,175109,172550,2559,336352,52.061193641103145,51.48295844654571,26.80264268902483,377786,260117,111969,70984,11381,65783,163811,1573,100423
1954:Q3,556778,433565,263287,89655,13371,67252,123213,26760,1050,150,0,0,17663,300,16366,0,997,0,6790,32,6758,648,0,16001,3,0,47592,6556,432934,238318,51583,584,0,50999,39583,21273,4095,14216,682,31519,13163,101788,194616,191985,2631,318460,61.11152131113621,46.844293523572524,28.627260419709224,386338,263125,113607,72244,11700,65574,148020,1589,102038
1954:Q4,564736,436060,265003,90164,13648,67246,128676,28329,1100,158,0,0,18786,291,17523,0,972,0,7687,33,7654,663,0,16373,3,0,48406,7171,445618,248159,52078,531,0,51547,40765,21761,4368,14636,681,34832,14767,105036,197459,194840,2619,316577,62.3730407215557,47.01894513626486,29.327145796688413,394867,266191,115292,73413,12015,65471,146708,1606,103616
1955:Q1,568603,439210,265937,90683,14169,68421,129393,26814,1075,147,0,0,19039,281,17543,150,1065,0,6834,36,6798,675,0,16656,3,0,50806,7344,458240,253422,52555,500,0,52055,41165,22121,4109,14935,699,34093,12936,111974,204818,202122,2696,315181,64.98421734535887,45.7577446491099,29.7353122351119,400143,270750,117100,74493,12331,66826,146721,1625,105242
1955:Q2,579435,447004,270077,92536,14464,69927,132431,27756,1050,127,0,0,18399,352,16788,200,1059,0,7398,40,7358,693,0,17144,4,0,52383,7477,507774,279461,53159,380,0,52779,42227,22865,4234,15128,723,35703,12026,135623,228313,225533,2780,299974,76.11093943820705,41.77848817787447,31.797999835260534,407215,274784,119012,75776,12659,67337,127754,1644,106911
1955:Q3,599041,459264,276744,95886,14832,71802,139777,28304,1025,123,0,0,20323,245,18619,250,1209,0,7477,44,7433,707,0,17493,4,0,56754,7567,547310,303467,53624,371,0,53253,43249,23814,4080,15355,740,39673,15248,150933,243843,240995,2848,295574,82.49806806331878,39.72741546820798,32.77435025275965,420975,281198,121068,77330,13008,69792,117508,1663,108691
1955:Q4,621122,474122,285179,99783,15241,73919,147000,29282,1000,129,0,0,23017,217,21281,300,1219,0,8385,47,8338,728,0,17992,6,0,58009,8452,565008,317916,54926,362,0,54564,46290,25662,4433,16195,746,43874,18430,153650,247092,244222,2870,303206,81.49318659455098,40.96278811056208,33.3818813492709,435813,288813,123281,79163,13402,72967,117897,1680,110624
1956:Q1,634669,491716,296670,103081,15812,76154,142953,26140,1000,95,0,0,20868,171,18878,325,1494,0,7505,49,7456,750,0,18536,8,0,59131,8920,597801,332502,55348,362,0,54986,48257,27113,4715,16429,769,41991,15133,171004,265299,262345,2954,302167,87.79866067387648,39.05197766706974,34.28711335834859,439781,296828,125758,80924,13845,76301,107279,1697,112797
1956:Q2,642803,499929,299127,106331,16369,78102,142874,26977,1000,141,0,0,17675,325,15667,350,1333,0,7910,50,7860,775,0,19186,10,0,60287,8913,580682,324948,56235,289,0,55946,49748,28607,4609,16532,789,43720,12175,162281,255734,252704,3030,317855,80.45624952413147,41.44258804727253,33.34315204857146,446332,303458,128410,82833,14328,77887,121384,1713,115101
1956:Q3,662330,514856,307973,110622,16949,79313,147474,27277,1000,119,0,0,17616,371,15575,375,1295,0,7936,51,7885,809,0,19990,14,0,63778,8935,574893,324962,57414,401,0,57013,50343,29331,4398,16615,804,45420,14259,156722,249931,246833,3098,337368,74.0824970072709,43.11473827122582,31.940474689473547,457699,310225,131174,84920,14828,79303,132737,1730,117522
1956:Q4,679244,526053,313564,114101,17473,80915,153191,28990,1000,138,0,0,18765,305,16718,400,1342,0,8701,54,8647,846,0,20894,17,0,63809,10031,625669,354148,58418,378,0,58040,52544,30747,4670,17127,819,47992,16754,177621,271521,268373,3148,325096,83.5201910659289,40.86676468817762,34.13199995002951,470043,316852,133890,87040,15333,80589,115895,1747,119951
1957:Q1,687945,536613,318689,117981,18083,81860,151332,26402,1000,198,0,0,18440,355,16166,500,1419,0,7609,58,7551,870,0,21482,22,0,65016,10293,595538,338333,59863,353,0,59510,53683,30873,5180,17629,827,46320,14218,163422,257205,254023,3182,349612,73.56860622478148,44.14594065114238,32.47755324186466,475483,324151,136535,89314,15809,82493,137150,1765,122373
1957:Q2,696303,544266,323582,119677,18579,82428,152037,27100,1000,176,0,0,16579,349,14227,600,1403,0,8152,63,8089,917,0,22680,27,0,65154,10252,634060,357756,61295,320,0,60975,55042,32125,5220,17697,838,46312,11957,182312,276304,273076,3228,338547,81.61458819818613,42.10474967838336,34.363618061889674,481641,329604,139134,91553,16266,82651,123885,1783,124821
1957:Q3,708244,552350,327499,122387,19062,83403,155894,27712,1000,153,0,0,17328,345,14773,700,1510,0,8064,68,7996,936,0,23106,31,0,67098,10466,584281,335653,62852,364,0,62488,54973,31811,5354,17807,840,47428,13511,156049,248628,245392,3236,372591,66.72942708780263,47.38991278515788,31.62301729894519,491684,335790,141716,93937,16715,83422,156031,1802,127241
1957:Q4,716340,558139,330035,125736,19457,82911,158201,29024,1000,131,0,0,18303,435,15589,800,1479,0,8742,72,8670,955,0,23569,37,0,65436,11004,592177,343075,64494,422,0,64072,56139,31971,5730,18438,873,49578,14621,157370,249102,245747,3355,373265,66.73597888865997,48.42712076130356,32.31831308764942,498040,339839,144284,96064,17147,82344,154965,1821,129553
1958:Q1,714600,559815,331473,126589,20024,81729,154785,25972,1550,160,0,0,17057,746,14394,700,1217,0,7512,76,7436,965,0,23878,41,0,66550,11100,617724,352982,66653,716,0,65937,55707,30808,6185,18713,890,45517,11495,172720,264742,261319,3423,361618,73.21034850241789,46.21845175660416,33.83668960343179,499473,344688,146711,97535,17570,82872,146491,1839,131640
1958:Q2,718333,562283,333382,128061,20418,80422,156050,27218,2100,132,0,0,14977,455,12340,500,1682,0,7958,80,7878,990,0,24479,41,0,66706,11449,651467,369404,67808,791,0,67017,55466,30687,5841,18938,910,46871,8991,189358,282063,278565,3498,348929,80.8366932548355,43.70426271270485,35.32908078835666,502347,346297,149063,98693,17991,80550,132943,1857,133572
1958:Q3,728891,565618,335561,128776,20777,80504,163273,28211,2000,172,0,0,15928,224,13175,550,1979,0,8051,84,7967,1005,0,24832,42,0,71453,11579,720923,406813,69258,795,0,68463,55022,30474,5335,19214,928,50103,10322,221180,314110,310541,3569,322078,97.52619372644963,39.56588055073052,38.5870973154811,513265,349992,151342,99722,18424,80504,106452,1886,135397
1958:Q4,741004,570439,337847,129748,21159,81685,170565,30083,1900,149,0,0,18860,210,16092,600,1958,0,8907,87,8820,1028,0,25415,43,0,71840,12340,757700,429456,70373,658,0,69715,57595,31650,5758,20187,930,53810,12026,234722,328244,324670,3574,311548,105.35906769765944,38.98571692290299,41.07498788521922,525878,355313,153631,100915,18879,81888,96422,1937,137244
1959:Q1,748383,577150,341239,131536,21532,82843,171233,27264,1800,143,0,0,20440,502,17280,700,1958,0,8118,74,8044,1049,0,25930,45,0,73501,12943,773199,437512,70959,652,0,70307,57894,31437,6248,20209,956,53685,11682,242336,335687,332012,3675,310871,107.98264311198244,38.3849713200329,41.44910658914795,533282,362049,155870,102315,19348,84516,95770,2017,139034
1959:Q2,761095,584052,343486,133299,22140,85126,177043,28230,1700,137,0,0,21635,622,18104,900,2009,0,8667,62,8605,1080,0,26670,48,0,75575,13301,807484,457236,71627,458,0,71169,60301,33407,6655,20238,987,55502,12591,256228,350248,346451,3797,303859,115.26671103726622,37.667039079920194,43.41755709254575,545266,368223,158198,103818,19830,86377,88030,2121,140899
1959:Q3,770756,589446,345766,135093,22720,85867,181310,27748,1600,145,0,0,24006,240,20311,1000,2455,0,8553,21,8532,1099,0,27150,52,0,77484,13473,797303,453539,72264,527,0,71737,60637,34014,6412,20211,1010,55842,13275,250511,343764,339875,3889,317217,108.36868412413342,38.66042818595055,41.895797301870196,554607,373297,160611,105490,20295,86901,101068,2231,142844
1959:Q4,781945,595234,348117,136600,23283,87235,186711,29196,1500,132,0,0,25357,742,21621,1200,1794,0,10139,21,10118,1118,0,27634,57,0,77386,14192,849422,483359,73109,315,0,72794,63539,35439,7088,21012,1017,59100,14150,272444,366063,362157,3906,298586,122.59866803493425,37.329082428894225,45.764957847487,566130,379419,162996,107214,20761,88448,82771,2331,144761
1960:Q1,785367,599905,348684,137619,23739,89863,185462,26528,1268,121,0,0,24375,740,19986,1200,2449,0,8340,22,8318,1140,0,28172,64,0,79948,15506,804525,461235,73643,427,0,73216,65101,35977,8149,20975,1035,58535,12817,250104,343290,339310,3980,324132,105.9105595096506,40.41596036216911,42.80476975077192,573775,388313,165558,109159,21238,92358,112540,2482,146806
1960:Q2,789590,604102,349886,139738,24158,90320,185488,27535,1087,140,0,0,22526,757,18247,1343,2179,0,9044,23,9021,1153,0,28488,71,0,80465,14979,823415,471802,74654,547,0,74107,66751,36856,8811,21084,1045,59438,11903,258011,351613,347588,4025,317788,110.6437206233891,40.215979536050774,44.49645604382735,579097,393609,168105,111274,21715,92515,107295,2617,148863
1960:Q3,796184,608444,351278,141196,24675,91295,187740,27737,1346,191,0,0,20832,648,16446,1190,2548,0,8777,24,8753,1165,0,28811,76,0,83319,15486,773047,447675,75671,782,0,74889,66254,36543,8402,21309,1064,60426,11795,232465,325372,321285,4087,348509,93.36125951582913,43.61919664730978,40.72343138061472,586937,399197,170644,113162,22222,93169,139262,2752,150892
1960:Q4,798487,609837,352721,142048,25168,89900,188650,28243,3000,148,0,0,20038,788,15752,1116,2382,0,9647,24,9623,1192,0,29478,79,0,82311,14514,865552,496284,76985,769,0,76216,68611,37651,9131,21829,1067,61935,12560,275126,369268,365166,4102,302203,122.19215553899264,39.42837561261023,48.17838205505894,591119,402469,173308,114803,22732,91626,94835,2896,152987
1961:Q1,798295,611346,353925,142634,25637,89150,186949,26462,3272,189,0,0,19503,562,15225,936,2780,0,7992,26,7966,1222,0,30171,82,0,83213,14843,950453,535938,77200,623,0,76577,68332,37641,8942,21748,1082,60270,10921,318133,414515,410353,4162,262357,157.99641691895235,35.1088832755639,55.47077759564827,595644,408695,175955,116207,23252,93281,59706,3015,155035
1961:Q2,808320,615410,356786,143356,26130,89139,192910,27769,3863,213,0,0,19264,613,14636,1233,2782,0,8574,28,8546,1248,0,30831,84,0,85820,15244,954981,539182,79256,726,0,78530,68439,37343,9061,22035,1103,61734,10584,318066,415799,411555,4244,269138,154.49259452743942,35.520830411768614,54.87705250083308,605647,412737,178592,117765,23790,92590,66465,3144,157004
1961:Q3,817693,621052,359704,144124,26692,90532,196641,27903,4606,238,0,0,17972,245,13288,1248,3191,0,8619,30,8589,1278,0,31568,85,0,89372,15000,981654,553747,80254,1017,0,79237,68116,37134,8712,22270,1114,63376,11557,329330,427907,423621,4286,263946,162.11912255714586,34.67344279164388,56.21228121416699,615029,418388,181229,119326,24334,93499,61282,3290,158944
1961:Q4,828199,626707,362550,145294,27234,91629,201492,31673,4100,236,0,0,18828,1089,14096,1248,2395,0,9650,33,9617,1299,0,32088,88,0,88253,15277,1016815,574947,81705,1094,0,80611,71286,38585,9454,23247,1092,65676,13274,341914,441868,437674,4194,253252,174.47763065009661,34.62363120447667,60.41049137059841,626371,424879,183809,121148,24875,95047,51424,3454,160843
1962:Q1,834009,632725,364783,146894,27680,93368,201284,28211,5395,234,0,0,19393,562,14217,1238,3376,0,8569,38,8531,1316,0,32538,91,31,89326,16180,1006162,574000,82568,1131,0,81437,71199,38089,9530,23580,1099,64315,12916,341903,432162,427931,4231,260009,166.21020008312777,35.58094742558081,59.13916390753037,633719,432435,186357,123067,25393,97618,59719,3592,162768
1962:Q2,842490,638007,366637,148686,28184,94500,204483,29469,5554,296,0,0,18221,907,13061,1184,3069,0,9450,44,9406,1342,0,33183,95,82,90553,16238,913058,582177,84073,1092,0,82981,73151,39474,9680,23997,1118,65041,13001,345793,330881,326582,4299,260313,127.10905276326886,47.51677220392101,60.39811905208423,642894,438411,188984,125087,25906,98434,60717,3748,164780
1962:Q3,853262,644358,369058,150498,28624,96179,208904,30249,4903,788,0,0,17088,1079,11645,1308,3056,0,9484,50,9434,1367,0,33766,97,134,94489,16539,935732,586025,84921,1363,0,83558,73807,40045,9269,24493,1129,67540,13996,344632,349707,345363,4344,267237,130.86000924596053,45.38874998063992,59.39572242129132,654221,445317,191665,127078,26412,100162,68196,3911,166836
1962:Q4,862707,649543,371962,151692,29096,96793,213164,34564,5000,790,0,0,17583,1304,12307,1275,2697,0,10444,54,10390,1392,0,34401,99,168,92772,15951,1018768,589952,85841,1198,0,84643,77629,42226,9836,25567,1171,68611,14355,342345,428816,424314,4502,272755,157.21647937510312,38.121227398892785,59.93285161111643,663939,450775,194279,129005,26935,100556,73987,4078,168786
1963:Q1,867868,654334,373813,153267,29534,97720,213534,27771,5344,828,0,0,21755,1092,16367,930,3366,0,9406,56,9350,1427,11691,35258,99,187,94615,5153,1041376,588845,86793,1214,0,85579,77942,41735,10253,25954,1184,68025,13596,341305,452531,447981,4550,279023,162.18391659647392,36.40294758447007,59.03972614905506,670969,457435,196730,130971,27487,102247,82124,4181,170599
1963:Q2,878222,659729,376079,154722,30157,98772,218493,29185,5160,1065,0,0,21340,1008,15252,1314,3766,0,10135,56,10079,1460,12026,36117,99,193,96295,5418,1066231,592548,87682,987,0,86695,79862,42769,10562,26531,1212,69619,13743,340430,473683,469026,4657,285674,165.81231054358508,35.370387489454295,58.64845674448333,682436,463943,199358,132976,28078,103531,89888,4304,172526
1963:Q3,889564,666517,378747,156603,30873,100294,223047,29821,5117,1000,0,0,21017,445,14602,1399,4571,0,10312,56,10256,1486,12268,36697,99,195,99420,5615,1088586,596154,88336,1111,0,87225,80360,42999,10195,27166,1236,71911,14713,339598,492432,487677,4755,293410,167.83071618178747,34.25781436194056,57.49513519187208,694182,471135,202002,135169,28683,105281,98028,4432,174469
1963:Q4,901524,673043,381280,158637,31624,101502,228481,33427,5687,731,0,0,21492,969,15128,1608,3787,0,11405,60,11345,1519,12666,37562,100,203,99080,4609,1076268,605845,89382,968,0,88414,84806,45623,10942,28240,1208,75976,15744,338729,470423,465779,4644,295679,159.09914796192686,37.02793462642455,58.91112849854074,706741,478260,204681,137536,29289,106754,100896,4573,176487
