1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1971:Q2,-1312,-1382,-183,54,-1,55,1150,1051,35,149,-85,-1387,-1387,0,236,89,147,147,0,0,17,99,-10,-72,0,0,-1227,54,-1,55,0,0,-1407,-1382,89,-114,-36,-18,-60,1182,0,1051,131,135,8,-12,35,0,35,149,0,149,-1240,-1240,0,-85
1971:Q3,952,874,-1191,-86,-22,-64,-1415,79,64,-137,-1421,310,310,0,592,302,290,290,0,0,677,83,69,525,0,0,2373,-86,-22,-64,0,0,1705,874,302,529,-23,61,491,227,0,79,148,106,8,34,64,0,64,-137,0,-137,600,600,0,-1421
1971:Q4,3414,2364,-1024,1473,1816,-343,-1829,-727,7,278,-1387,-668,-668,0,1200,954,246,246,0,0,874,79,77,718,0,0,4801,1473,1816,-343,0,0,4220,2364,954,902,158,68,676,-755,0,-727,-28,-79,9,42,7,0,7,278,0,278,-422,-422,0,-1387
1972:Q1,-142,683,-3491,-679,-1670,991,-2642,-1027,47,752,-2414,-170,-170,0,2313,2537,-224,-224,0,0,353,108,131,114,0,0,2272,-679,-1670,991,0,0,3400,683,2537,180,-13,122,71,-854,0,-1027,173,121,9,43,47,0,47,752,0,752,-394,-394,0,-2414
1972:Q2,3136,-989,2272,-274,626,-900,2411,1090,62,-334,1593,135,135,0,1950,1498,452,452,0,0,-97,205,-23,-279,0,0,1543,-274,626,-900,0,0,200,-989,1498,-309,-2,-30,-277,1302,0,1090,212,207,7,-2,62,0,62,-334,0,-334,587,587,0,1593
1972:Q3,1195,-790,-1006,1155,443,712,-2118,530,53,-113,-2588,-43,-43,0,1877,1448,429,429,0,0,1114,280,-3,837,0,0,3783,1155,443,712,0,0,1493,-790,1448,835,83,-14,766,809,0,530,279,197,11,71,53,0,53,-113,0,-113,386,386,0,-2588
1972:Q4,-5811,-1045,-1664,1371,232,1139,-2926,-743,7,348,-2538,-109,-109,0,-3781,-3581,-200,-200,0,0,679,130,170,379,0,0,-3273,1371,232,1139,0,0,-3783,-1045,-3581,843,271,151,421,-907,0,-743,-164,-141,19,-42,7,0,7,348,0,348,-309,-309,0,-2538
1973:Q1,2561,1226,-340,-1806,-1853,47,1603,-186,5,589,1195,-137,-137,0,652,2121,-1469,-1469,0,0,1023,266,108,649,0,0,1366,-1806,-1853,47,0,0,3924,1226,2121,577,212,-71,436,260,0,-186,446,54,179,213,5,0,5,589,0,589,-1606,-1606,0,1195
1973:Q2,2486,-2055,734,-331,-73,-258,716,2342,6,-51,-1581,349,349,0,2912,1678,1234,1234,0,0,895,350,103,442,0,0,4067,-331,-73,-258,0,0,-122,-2055,1678,255,-204,119,340,2982,0,2342,640,554,-16,102,6,0,6,-51,0,-51,1583,1583,0,-1581
1973:Q3,10316,6144,4499,3740,988,2752,1167,-1961,138,-962,3952,-408,-408,0,-267,-251,-16,-16,0,0,-60,300,-166,-194,0,0,6364,3740,988,2752,0,0,5787,6144,-251,-106,175,-153,-128,-1915,0,-1961,46,125,-13,-66,138,0,138,-962,0,-962,-424,-424,0,3952
1973:Q4,-6029,-3902,-4905,-3201,63,-3264,-1673,1115,137,16,-2941,-31,-31,0,829,834,-5,-5,0,0,1949,958,288,703,0,0,-3088,-3201,63,-3264,0,0,-2240,-3902,834,828,462,144,222,2236,0,1115,1121,496,144,481,137,0,137,16,0,16,-36,-36,0,-2941
1974:Q1,10277,1350,4537,-102,-877,775,1189,556,-119,1117,-365,3450,3450,0,2685,276,2409,2409,0,0,1705,673,-260,1292,0,0,10642,-102,-877,775,0,0,3575,1350,276,1949,787,-139,1301,312,0,556,-244,-114,-121,-9,-119,0,-119,1117,0,1117,5859,5859,0,-365
1974:Q2,19781,1676,8232,1252,75,1177,8158,3993,-120,199,4086,-1178,-1178,0,3822,3163,659,659,0,0,6051,3278,727,2046,0,0,15695,1252,75,1177,0,0,7361,1676,3163,2522,1059,466,997,7522,0,3993,3529,2219,261,1049,-120,0,-120,199,0,199,-519,-519,0,4086
1974:Q3,464,3170,-1631,3406,1424,1982,-4501,-4243,-55,-1142,939,-536,-536,0,-745,-1735,990,990,0,0,-330,781,-148,-963,0,0,-475,3406,1424,1982,0,0,2602,3170,-1735,1167,1570,-37,-366,-5740,0,-4243,-1497,-789,-111,-597,-55,0,-55,-1142,0,-1142,454,454,0,939
1974:Q4,-7788,-7413,-6868,-6613,-1720,-4893,-1097,1171,112,441,-2821,842,842,0,3501,3070,431,431,0,0,2992,1698,553,741,0,0,-4967,-6613,-1720,-4893,0,0,-3339,-7413,3070,1004,751,356,-103,3159,0,1171,1988,947,197,844,112,0,112,441,0,441,1273,1273,0,-2821
1975:Q1,2438,4594,-1352,676,162,514,-207,-1705,8,1470,20,-1821,-1821,0,-2332,-1772,-560,-560,0,0,1528,2794,252,-1518,0,0,2418,676,162,514,0,0,5307,4594,-1772,2485,3132,153,-800,-2662,0,-1705,-957,-338,99,-718,8,0,8,1470,0,1470,-2381,-2381,0,20
1975:Q2,332,-4461,-1531,-624,-372,-252,-608,2896,8,490,-4002,-299,-299,0,1096,995,101,101,0,0,5228,3443,489,1296,0,0,4334,-624,-372,-252,0,0,900,-4461,995,4366,3342,350,674,3758,0,2896,862,101,139,622,8,0,8,490,0,490,-198,-198,0,-4002
1975:Q3,4217,3387,2003,1456,615,841,-377,-2383,47,-1530,3489,924,924,0,-582,-2196,1614,1614,0,0,-591,-710,-867,986,0,0,728,1456,615,841,0,0,380,3387,-2196,-811,-1257,-654,1100,-2163,0,-2383,220,547,-213,-114,47,0,47,-1530,0,-1530,2538,2538,0,3489
1975:Q4,1763,-3311,-1546,109,1282,-1173,-2052,2165,49,-45,-4221,397,397,0,1776,2073,-297,-297,0,0,4844,2540,1977,327,0,0,5984,109,1282,-1173,0,0,1267,-3311,2073,2505,1123,1426,-44,4504,0,2165,2339,1417,551,371,49,0,49,-45,0,-45,100,100,0,-4221
1976:Q1,4425,2098,831,-1753,-1578,-175,2724,-364,-24,1013,2099,-140,-140,0,-51,-330,279,279,0,0,1547,2559,-1769,757,0,0,2326,-1753,-1578,-175,0,0,3526,2098,-330,1758,3146,-1233,-155,-575,0,-364,-211,-587,-536,912,-24,0,-24,1013,0,1013,139,139,0,2099
1976:Q2,7522,-690,363,1727,1467,260,-1111,-314,-11,-412,-374,-253,-253,0,1755,391,1364,1364,0,0,6094,2427,2400,1267,0,0,7896,1727,1467,260,0,0,3766,-690,391,4065,1207,2250,608,1715,0,-314,2029,1220,150,659,-11,0,-11,-412,0,-412,1111,1111,0,-374
1976:Q3,4089,2256,1944,-754,-766,12,2723,2968,-64,-1257,1076,-25,-25,0,1259,72,1187,1187,0,0,-1370,1463,-2233,-600,0,0,3013,-754,-766,12,0,0,2116,2256,72,-212,2508,-2106,-614,1810,0,2968,-1158,-1045,-127,14,-64,0,-64,-1257,0,-1257,1162,1162,0,1076
1976:Q4,4636,-4558,-2376,-511,-210,-301,-2941,291,-56,414,-3590,1076,1076,0,3161,2018,1143,1143,0,0,8409,2215,3419,2775,0,0,8226,-511,-210,-301,0,0,1745,-4558,2018,4285,763,3008,514,4415,0,291,4124,1452,411,2261,-56,0,-56,414,0,414,2219,2219,0,-3590
1977:Q1,-809,1725,1551,436,312,124,1816,1652,156,1356,-1348,-701,-701,0,-1451,-304,-1147,-1147,0,0,-2634,-626,-153,-1855,0,0,539,436,312,124,0,0,2103,1725,-304,682,1244,-63,-499,-1664,0,1652,-3316,-1870,-90,-1356,156,0,156,1356,0,1356,-1848,-1848,0,-1348
1977:Q2,5989,-2321,2853,802,691,111,2061,871,193,-322,1319,-10,-10,0,2594,977,1617,1617,0,0,2863,2832,-449,480,0,0,4670,802,691,111,0,0,-81,-2321,977,1263,1804,-662,121,2471,0,871,1600,1028,213,359,193,0,193,-322,0,-322,1607,1607,0,1319
1977:Q3,3141,-609,-614,-616,-1648,1032,-4617,-1162,79,-587,-2947,4619,4619,0,3039,1876,1163,1163,0,0,1325,-1751,1484,1592,0,0,6088,-616,-1648,1032,0,0,-1144,-609,1876,-2411,-2748,255,82,2574,0,-1162,3736,997,1229,1510,79,0,79,-587,0,-587,5782,5782,0,-2947
1977:Q4,18436,2917,-442,827,1854,-1027,-844,2373,80,531,-3828,-425,-425,0,4978,1027,3951,3951,0,0,10983,7405,1145,2433,0,0,22264,827,1854,-1027,0,0,10303,2917,1027,6359,4469,878,1012,6997,0,2373,4624,2936,267,1421,80,0,80,531,0,531,3526,3526,0,-3828
1978:Q1,7950,1030,2007,-1011,-1078,67,4116,-2361,80,1546,4851,-1098,-1098,0,1279,1579,-300,-300,0,0,3634,3777,-780,637,0,0,3099,-1011,-1078,67,0,0,4484,830,1579,2075,3108,-549,-484,-602,200,-2361,1559,669,-231,1121,80,0,80,1546,0,1546,-1398,-1398,0,4851
1978:Q2,-621,20,-460,1682,586,1096,-2184,530,82,-1323,-1473,42,42,0,2600,1156,1444,1444,0,0,-2781,-2694,-676,589,0,0,852,1682,586,1096,0,0,-2500,-269,1156,-3387,-2451,-795,-141,1425,289,530,606,-243,119,730,82,0,82,-1323,0,-1323,1486,1486,0,-1473
1978:Q3,11471,-1090,5388,338,401,-63,1107,2789,75,-962,-795,3943,3943,0,6327,1754,4573,4573,0,0,846,-863,-291,2000,0,0,12266,338,401,-63,0,0,-1137,-1075,1754,-1816,-2269,-291,744,5436,-15,2789,2662,1406,0,1256,75,0,75,-962,0,-962,8516,8516,0,-795
1978:Q4,27257,4393,2415,2604,2797,-193,-1657,1678,89,-600,-2824,1468,1468,0,6619,5262,1357,1357,0,0,13830,6258,1275,6297,0,0,30081,2604,2797,-193,0,0,17864,4289,5262,8313,4752,782,2779,7299,104,1678,5517,1506,493,3518,89,0,89,-600,0,-600,2825,2825,0,-2824
1979:Q1,-3009,491,3081,-2388,-2179,-209,966,782,95,1385,-1296,4503,4503,0,4723,-1325,6048,6048,0,0,-11304,-7862,306,-3748,0,0,-1713,-2388,-2179,-209,0,0,-12241,452,-1325,-11368,-8120,-700,-2548,885,39,782,64,258,1006,-1200,95,0,95,1385,0,1385,10551,10551,0,-1296
1979:Q2,15826,-1307,5601,182,-413,595,92,-358,82,881,-513,5327,5327,0,6580,3099,3481,3481,0,0,4952,2499,981,1472,0,0,16339,182,-413,595,0,0,327,-1490,3099,-1282,-625,-44,-613,6059,183,-358,6234,3124,1025,2085,82,0,82,881,0,881,8808,8808,0,-513
1979:Q3,22786,-1318,5960,-1672,-1270,-402,342,3167,335,-391,-2769,7290,7290,0,11260,6870,4390,4390,0,0,6884,4088,840,1956,0,0,25555,-1672,-1270,-402,0,0,10123,-1411,6870,4664,2828,1402,434,5480,93,3167,2220,1260,-562,1522,335,0,335,-391,0,-391,11680,11680,0,-2769
1979:Q4,10687,703,2109,4411,4113,298,1704,1191,351,-652,814,-4006,-4006,0,4195,2644,1551,1551,0,0,3680,9761,-2316,-3765,0,0,9873,4411,4113,298,0,0,7956,1030,2644,4282,4696,-823,409,262,-327,1191,-602,5065,-1493,-4174,351,0,351,-652,0,-652,-2455,-2455,0,814
1980:Q1,11,2478,-1654,-2037,-3085,1048,-1916,-1398,90,-315,-293,2299,2299,0,4016,1610,2406,2406,0,0,-4829,-1430,-1262,-2137,0,0,304,-2037,-3085,1048,0,0,-496,2278,1610,-4384,-3719,41,-706,-1643,200,-1398,-445,2289,-1303,-1431,90,0,90,-315,0,-315,4705,4705,0,-293
1980:Q2,6682,1342,-14568,-1802,485,-2287,-3107,-2068,90,2540,-3669,-9659,-9659,0,3642,2893,749,749,0,0,16266,11323,3492,1451,0,0,10351,-1802,485,-2287,0,0,13032,1320,2893,8819,7575,996,248,5401,22,-2068,7447,3748,2496,1203,90,0,90,2540,0,2540,-8910,-8910,0,-3669
1980:Q3,17422,-5466,1826,-208,-975,767,914,2384,90,823,-2383,1120,1120,0,7828,2434,5394,5394,0,0,13234,10235,459,2540,0,0,19805,-208,-975,767,0,0,8287,-5190,2434,11043,9551,732,760,4299,-276,2384,2191,684,-273,1780,90,0,90,823,0,823,6514,6514,0,-2383
1980:Q4,24989,-690,871,2102,1275,827,-1748,352,89,-538,-1651,517,517,0,12596,7689,4907,4907,0,0,12212,6665,2723,2824,0,0,26640,2102,1275,827,0,0,11711,-897,7689,4919,1093,1634,2192,7852,207,352,7293,5572,1089,632,89,0,89,-538,0,-538,5424,5424,0,-1651
1981:Q1,-7395,-1292,-585,-2359,-1206,-1153,3335,3170,-46,894,-683,-1561,-1561,0,-1302,3567,-4869,-4869,0,0,-4216,279,-1026,-3469,0,0,-6712,-2359,-1206,-1153,0,0,4601,-1480,3567,2514,2182,800,-468,-3372,188,3170,-6730,-1903,-1826,-3001,-46,0,-46,894,0,894,-6430,-6430,0,-683
1981:Q2,51793,-2538,20175,-401,-755,354,14906,14349,21,-642,1178,5670,5670,0,24425,19065,5360,5360,0,0,9731,7398,1487,846,0,0,50615,-401,-755,354,0,0,20963,-2775,19065,4673,3651,1241,-219,19644,237,14349,5058,3747,246,1065,21,0,21,-642,0,-642,11030,11030,0,1178
1981:Q3,31902,3617,6431,1781,305,1476,-3311,-794,58,-1066,-1509,7961,7961,0,10211,2748,7463,7463,0,0,11643,7829,1964,1850,0,0,33411,1781,305,1476,0,0,12833,3344,2748,6741,4255,1478,1008,4381,273,-794,4902,3574,486,842,58,0,58,-1066,0,-1066,15424,15424,0,-1509
1981:Q4,-19965,-2015,-24726,-1934,-1049,-885,-23425,-23330,67,1253,-1415,633,633,0,-19057,-18861,-196,-196,0,0,25833,9553,5903,10377,0,0,-18550,-1934,-1049,-885,0,0,-11817,-1914,-18861,8958,3627,2180,3151,-6556,-101,-23330,16875,5926,3723,7226,67,0,67,1253,0,1253,437,437,0,-1415
1982:Q1,32118,1129,7147,1165,120,1045,3979,-175,99,3868,187,2003,2003,0,-3792,-1731,-2061,-2061,0,0,27635,9595,11769,6271,0,0,31932,1165,120,1045,0,0,20402,1052,-1731,21081,10250,7309,3522,6456,77,-175,6554,-655,4460,2749,99,0,99,3868,0,3868,-58,-58,0,187
1982:Q2,28387,-6159,5134,-345,663,-1008,5493,1691,146,326,3330,-14,-14,0,4233,2303,1930,1930,0,0,25179,10150,11136,3893,0,0,25057,-345,663,-1008,0,0,15671,-6078,2303,19446,10250,6981,2215,7343,-81,1691,5733,-100,4155,1678,146,0,146,326,0,326,1916,1916,0,3330
1982:Q3,28350,120,3901,-2510,-1995,-515,7809,5230,149,1163,1267,-1398,-1398,0,8936,10523,-1587,-1587,0,0,15393,10150,4211,1032,0,0,27083,-2510,-1995,-515,0,0,21022,-115,10523,10614,10250,1372,-1008,10244,235,5230,4779,-100,2839,2040,149,0,149,1163,0,1163,-2985,-2985,0,1267
1982:Q4,13086,6171,-949,1779,2185,-406,-408,-1224,106,2264,-1554,-2320,-2320,0,-2517,-1555,-962,-962,0,0,10381,3054,3030,4297,0,0,14640,1779,2185,-406,0,0,10959,6055,-1555,6459,3154,1894,1411,2814,116,-1224,3922,-100,1136,2886,106,0,106,2264,0,2264,-3282,-3282,0,-1554
1983:Q1,14034,-3070,-809,-158,-2249,2091,-1022,2426,70,5624,-9142,371,371,0,9124,5169,3955,3955,0,0,8788,7993,710,85,0,0,23175,-158,-2249,2091,0,0,10751,-3234,5169,8816,8093,140,583,2562,164,2426,-28,-100,570,-498,70,0,70,5624,0,5624,4326,4326,0,-9142
1983:Q2,-2505,-5415,4447,1336,534,802,5215,652,33,-237,4767,-2104,-2104,0,-3777,-2040,-1737,-1737,0,0,2240,-2518,4119,639,0,0,-7272,1336,534,802,0,0,-5498,-4829,-2040,1371,-2418,2943,846,935,-586,652,869,-100,1176,-207,33,0,33,-237,0,-237,-3841,-3841,0,4767
1983:Q3,11544,2693,3252,-3065,-1080,-1985,5266,3594,33,-3784,5423,1051,1051,0,8346,7638,708,708,0,0,-2747,-5187,1497,943,0,0,6121,-3065,-1080,-1985,0,0,5803,2996,7638,-4831,-5087,-581,837,5375,-303,3594,2084,-100,2078,106,33,0,33,-3784,0,-3784,1759,1759,0,5423
1983:Q4,-20505,749,-6195,916,1623,-707,-17263,-947,64,443,-16823,10152,10152,0,4985,-959,5944,5944,0,0,-20044,233,-10108,-10170,0,0,-3682,916,1623,-707,0,0,-19028,690,-959,-18759,333,-9677,-9416,-2173,59,-947,-1285,-100,-431,-754,64,0,64,443,0,443,16096,16096,0,-16823
1984:Q1,26122,721,16841,-798,-776,-22,16748,6053,99,1168,9428,891,891,0,-2183,3387,-5570,-5570,0,0,10742,601,6305,3836,0,0,16693,-798,-776,-22,0,0,10520,818,3387,6315,701,3348,2266,10383,-97,6053,4427,-100,2957,1570,99,0,99,1168,0,1168,-4679,-4679,0,9428
1984:Q2,25983,-1915,14369,2422,-1442,3864,5500,2817,126,688,1869,6447,6447,0,7401,2057,5344,5344,0,0,6128,1493,5428,-793,0,0,24114,2422,-1442,3864,0,0,926,-2015,2057,884,1593,146,-855,8161,100,2817,5244,-100,5282,62,126,0,126,688,0,688,11791,11791,0,1869
1984:Q3,8459,3360,5924,2817,944,1873,6781,3518,133,-1375,4505,-3674,-3674,0,-1528,-2632,1104,1104,0,0,703,-1522,1394,832,0,0,3954,2817,944,1873,0,0,3031,3260,-2632,2403,-1422,1423,2403,1918,100,3518,-1700,-100,-29,-1571,133,0,133,-1375,0,-1375,-2570,-2570,0,4505
1984:Q4,7638,-1793,-2354,-2490,566,-3056,1935,-279,117,-1273,3370,-1799,-1799,0,2001,142,1859,1859,0,0,9784,2958,3816,3010,0,0,4268,-2490,566,-3056,0,0,4437,-1993,142,6288,3058,1577,1653,3417,200,-279,3496,-100,2239,1357,117,0,117,-1273,0,-1273,60,60,0,3370
1985:Q1,14377,5178,8252,-1552,-557,-995,5143,3796,119,2092,-864,4661,4661,0,1619,3664,-2045,-2045,0,0,-672,-3784,1258,1853,0,0,15241,-1552,-557,-995,0,0,5844,5028,3664,-2848,-3684,636,199,6122,150,3796,2176,-100,622,1654,119,0,119,2092,0,2092,2616,2616,0,-864
1985:Q2,7013,239,3215,-1280,-36,-1244,407,-476,131,1568,-816,4088,4088,0,2265,670,1595,1595,0,0,1293,6569,-4101,-1175,0,0,7828,-1280,-36,-1244,0,0,4929,89,670,4170,6669,-2081,-418,-3203,150,-476,-2877,-100,-2020,-757,131,0,131,1568,0,1568,5683,5683,0,-816
1985:Q3,15460,-74,3941,989,-193,1182,2259,3071,113,367,-1292,693,693,0,7366,3552,3814,3814,0,0,4226,617,1449,2160,0,0,16751,989,-193,1182,0,0,5166,-174,3552,1788,717,344,727,5609,100,3071,2438,-100,1105,1433,113,0,113,367,0,367,4507,4507,0,-1292
1985:Q4,4327,1469,203,1459,919,540,-5709,-2355,62,1645,-5061,4453,3808,645,2473,-10502,12975,10956,2019,0,182,3419,-2994,-243,0,0,9388,1459,919,540,0,0,-12349,1155,-10502,-3002,538,-2364,-1176,1143,314,-2355,3184,2881,-630,933,62,0,62,1645,0,1645,17428,14764,2664,-5061
1986:Q1,-533,2151,-11326,-2670,-428,-2242,-4951,2146,29,3263,-10389,-3705,-4273,568,11594,-811,12405,10737,1668,0,-2952,-1381,228,-1799,0,0,9856,-2670,-428,-2242,0,0,-6409,2313,-811,-7911,-6119,-856,-936,6943,-162,2146,4959,4738,1084,-863,29,0,29,3263,0,3263,8700,6464,2236,-10389
1986:Q2,12416,1158,-3957,-143,-277,134,3369,4865,4,2502,-4002,-7182,-6927,-255,10586,2568,8018,8209,-191,0,4629,4105,594,-70,0,0,16419,-143,-277,134,0,0,1577,444,2568,-1435,-146,-1237,-52,11643,714,4865,6064,4251,1831,-18,4,0,4,2502,0,2502,836,1282,-446,-4002
1986:Q3,64667,4854,18896,493,566,-73,11242,6245,-35,1773,3259,7161,7121,40,18479,8901,9578,7816,1762,0,22438,15662,7897,-1121,0,0,61408,493,566,-73,0,0,19788,5455,8901,5432,6036,1018,-1622,22650,-601,6245,17006,9626,6879,501,-35,0,-35,1773,0,1773,16739,14937,1802,3259
1986:Q4,75390,11313,-1068,1098,412,686,1439,5382,-92,213,-4064,-3604,-3952,348,37924,10026,27898,24965,2933,0,27221,22478,-798,5541,0,0,79454,1098,412,686,0,0,21388,10672,10026,690,-1071,-90,1851,32554,641,5382,26531,23549,-708,3690,-92,0,-92,213,0,213,24294,21013,3281,-4064
1987:Q1,-27267,-6134,11077,4002,3980,22,7971,-1249,-158,2379,6999,-896,-356,-540,-8383,524,-8907,-8049,-858,0,-23827,-19681,-517,-3629,0,0,-34265,4002,3980,22,0,0,-21325,-5762,524,-16087,-13321,-620,-2146,-9361,-372,-1249,-7740,-6360,103,-1483,-158,0,-158,2379,0,2379,-9803,-8405,-1398,6999
1987:Q2,34075,-5871,6526,-4277,-3662,-615,2649,4470,-246,1917,-3492,8154,7808,346,11611,7622,3989,1914,2075,0,21809,10891,8970,1948,0,0,37567,-4277,-3662,-615,0,0,682,-6433,7622,-507,737,-347,-897,27348,562,4470,22316,10154,9317,2845,-246,0,-246,1917,0,1917,12143,9722,2421,-3492
1987:Q3,40546,2925,20386,-362,-1331,969,8447,3089,-251,-3582,9191,12301,12148,153,13464,2458,11006,9402,1604,0,3770,3833,-1013,950,0,0,31355,-362,-1331,969,0,0,7365,3020,2458,1887,3038,-1439,288,4877,-95,3089,1883,795,426,662,-251,0,-251,-3582,0,-3582,23307,21550,1757,9191
1987:Q4,32254,2757,-10591,2437,563,1874,-9015,998,-180,-313,-9520,-4013,-4599,586,25821,86,25735,22342,3393,0,14267,12049,730,1488,0,0,41774,2437,563,1874,0,0,-302,3268,86,-3656,-6281,1780,845,18410,-511,998,17923,18330,-1050,643,-180,0,-180,-313,0,-313,21722,17743,3979,-9520
1988:Q1,-21792,-3007,-8954,-2017,-513,-1504,-906,-2605,-166,3049,-1184,-6031,-5550,-481,-7350,-3350,-4000,-1145,-2855,0,-2481,1545,-2865,-1161,0,0,-20608,-2017,-513,-1504,0,0,-11772,-2947,-3350,-5475,-3321,-1565,-589,329,-60,-2605,2994,4866,-1300,-572,-166,0,-166,3049,0,3049,-10031,-6695,-3336,-1184
1988:Q2,37366,-3096,11372,114,-39,153,4437,3299,-148,-1565,2851,6820,7224,-404,17179,3062,14117,16281,-2164,0,11911,5670,7512,-1271,0,0,34515,114,-39,153,0,0,-976,-2256,3062,-1782,-5644,3530,332,16152,-840,3299,13693,11314,3982,-1603,-148,0,-148,-1565,0,-1565,20937,23505,-2568,2851
1988:Q3,49519,3357,12209,630,940,-310,4440,6581,-134,-3248,1241,7139,7123,16,12780,9606,3174,2538,636,0,21174,22033,2580,-3439,0,0,48279,630,940,-310,0,0,19783,3286,9606,6891,7558,305,-972,20935,71,6581,14283,14475,2275,-2467,-134,0,-134,-3248,0,-3248,10313,9661,652,1241
1988:Q4,14296,309,-3286,103,87,16,-7809,-2789,-126,-1493,-3401,4419,4537,-118,8327,-3712,12039,10528,1511,0,8947,5731,3295,-80,0,0,17697,103,87,16,0,0,4574,596,-3712,7690,10909,-1507,-1713,-1819,-287,-2789,1257,-5178,4802,1633,-126,0,-126,-1493,0,-1493,16458,15065,1393,-3401
1989:Q1,25227,-1953,3693,-445,-729,284,7072,1110,-109,26,6045,-2934,-2953,19,3156,-104,3260,3162,98,0,20331,15887,3617,827,0,0,19182,-445,-729,284,0,0,-7,-1899,-104,1996,1518,265,213,19391,-54,1110,18335,14369,3352,614,-109,0,-109,26,0,26,326,209,117,6045
1989:Q2,-53721,-13,-11274,-2373,-760,-1613,-3198,6476,-97,-1643,-7934,-5703,-5916,213,-13020,6528,-19548,-20884,1336,0,-29414,-23228,-2242,-3944,0,0,-45787,-2373,-760,-1613,0,0,-6298,-376,6528,-12450,-10763,-1200,-487,-10125,363,6476,-16964,-12465,-1042,-3457,-97,0,-97,-1643,0,-1643,-25251,-26800,1549,-7934
1989:Q3,23062,-5128,3038,461,704,-243,9277,9717,-83,-867,510,-6700,-6151,-549,19530,11141,8389,9423,-1034,0,5623,5426,3155,-2958,0,0,22553,461,704,-243,0,0,-342,-4662,11141,-6821,-5931,-480,-410,21695,-466,9717,12444,11357,3635,-2548,-83,0,-83,-867,0,-867,1689,3272,-1583,510
1989:Q4,35682,6074,-3253,513,630,-117,-6620,-982,-71,380,-5947,2854,2590,264,11217,1727,9490,6286,3204,0,21644,20201,2653,-1210,0,0,41629,513,630,-117,0,0,18309,5956,1727,10626,12267,-833,-808,10154,118,-982,11018,7934,3486,-402,-71,0,-71,380,0,380,12344,8876,3468,-5947
1990:Q1,-59372,-2198,-12189,927,-755,1682,185,-5028,-138,1299,4052,-13301,-12983,-318,-15960,-6822,-9138,-5388,-3750,0,-29026,-20495,-4732,-3799,0,0,-63425,927,-755,1682,0,0,-30297,-2633,-6822,-20842,-17085,-2446,-1311,-12876,336,-5028,-8184,-3410,-2286,-2488,-39,99,-138,1299,0,1299,-22439,-18371,-4068,4052
1990:Q2,5510,207,-2802,-1297,280,-1577,-5593,-6598,29,620,356,4087,3631,456,2130,-477,2607,513,2094,0,5975,4183,276,1516,0,0,5153,-1297,280,-1577,0,0,-11052,573,-477,-11148,-10866,-421,139,10187,-338,-6598,17123,15049,697,1377,1,-28,29,620,0,620,6694,4144,2550,356
1990:Q3,20370,-2502,13272,1140,1221,-81,4180,7400,-25,-1273,-1922,7952,7779,173,6400,-6846,13246,11451,1795,0,3200,1728,4098,-2626,0,0,22292,1140,1221,-81,0,0,-346,-2802,-6846,9302,9766,-32,-432,1583,285,7400,-6102,-8038,4130,-2194,-10,15,-25,-1273,0,-1273,21198,19230,1968,-1922
1990:Q4,57404,4824,14089,30,345,-315,-1569,4959,-92,-217,-6219,15627,15467,160,12440,12051,389,-5994,6383,0,26051,28383,-202,-2131,0,0,63622,30,345,-315,0,0,38740,4920,12051,21769,25792,-2103,-1921,9133,-108,4959,4282,2591,1901,-210,-80,12,-92,-217,0,-217,16016,9473,6543,-6219
1991:Q1,-18729,-14591,10946,414,360,54,8073,-1757,-146,3413,6563,2460,2408,52,-14741,-13545,-1196,-64,-1132,0,-343,3467,-4707,897,0,0,-25292,414,360,54,0,0,-29408,-13902,-13545,-1961,-2016,-290,345,-824,-685,-1757,1618,5483,-4417,552,-150,-4,-146,3413,0,3413,1264,2344,-1080,6563
1991:Q2,8348,-1866,11097,-905,-2140,1235,4437,-547,-252,1156,4080,7564,7911,-347,-10874,-6437,-4437,-3439,-998,0,9992,2622,7464,-95,0,0,4268,-905,-2140,1235,0,0,-6948,-1784,-6437,1273,1282,1177,-1187,8071,-101,-547,8719,1340,6287,1092,-233,19,-252,1156,0,1156,3127,4472,-1345,4080
