1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1993:Q1,275600,33440,12227,56252,3152,21213,30664,0,1223,146000,14021,40555,40555,0,0,0,91424,25,4300,23356,257400,0,24950,222950,0,45,9455,5900
1993:Q2,280300,32581,11191,58027,2808,22529,31635,0,1055,150500,14075,41038,41038,0,0,0,95387,50,4593,23358,261148,0,24873,226427,0,124,9724,6027
1993:Q3,283300,31936,9098,59040,2391,22018,33490,0,1141,154300,14130,41277,41277,0,0,0,98893,54,4400,24472,263100,0,25800,227100,0,208,9992,6500
1993:Q4,286600,32145,8463,61116,2224,22550,34469,0,1873,157600,14184,41782,41782,0,0,0,101634,59,4201,23016,265688,0,26759,228741,0,234,9954,6929
1994:Q1,295600,29584,13167,65372,1723,23652,38171,0,1826,159100,14405,43112,43112,0,0,0,101583,66,3700,24611,274000,0,27050,236750,0,258,9942,7000
1994:Q2,299400,27212,10648,66767,2154,24209,38961,0,1443,166900,14629,44088,44088,0,0,0,108183,75,3368,24430,277169,0,27831,238669,0,299,10370,7182
1994:Q3,299900,27106,9326,66215,2095,22495,39444,0,2181,174700,14855,45502,45502,0,0,0,114343,89,3000,19464,276800,0,28200,237200,0,416,10984,7250
1994:Q4,298900,23208,6201,65070,2139,22063,38671,0,2197,181700,15081,47025,47025,0,0,0,119594,104,2633,19984,275603,0,28795,234605,0,457,11746,7315
1995:Q1,304100,23491,9195,63714,1658,21178,38574,0,2304,184400,15178,48591,48591,0,0,0,120631,102,2700,20498,279900,0,29400,239800,0,379,10321,13000
1995:Q2,310000,23500,8527,65196,1289,20210,40195,0,3502,189800,15277,48830,48830,0,0,0,125693,121,2830,20026,284745,0,30160,244040,0,346,10199,19318
1995:Q3,313000,24316,7891,63769,696,19884,39920,0,3269,194700,15376,50146,50146,0,0,0,129178,136,2830,19358,287000,0,30500,245900,0,369,10231,13150
1995:Q4,316400,24504,6366,64608,557,18308,41520,0,4223,198400,15475,50986,50986,0,0,0,131939,161,2840,19521,289439,0,30890,247910,0,374,10265,8975
1996:Q1,329700,27079,10362,67509,338,19305,43469,0,4397,199501,2606,65384,65384,0,0,0,131511,153,2870,22226,302000,0,31000,260200,0,352,10448,9500
1996:Q2,333700,25518,7137,69464,255,19060,45422,0,4727,207401,2696,68650,68650,0,0,0,136055,161,2915,21104,305387,0,32601,261699,0,296,10791,9940
1996:Q3,332100,24401,2510,68580,177,18243,44397,0,5763,214024,2779,70310,70310,0,0,0,140935,172,2746,19667,303137,0,32539,259261,0,370,10967,10282
1996:Q4,336400,23884,1423,68398,291,17416,44388,0,6303,220073,2861,73064,73064,0,0,0,144148,177,2577,19868,306386,0,32476,262624,0,442,10844,11423
1997:Q1,358292,26368,12940,81686,260,18234,46248,0,16944,221324,2864,74511,67013,1650,5599,249,143949,184,2746,13044,312761,0,34199,271801,1661,399,4701,12396
1997:Q2,364577,25197,8431,83859,387,18310,48133,0,17029,228192,2967,77585,69778,1718,5830,259,147640,195,2717,15986,318349,0,35321,275679,1949,448,4952,12769
1997:Q3,364426,22734,6941,81762,197,16144,48104,0,17317,234437,3038,81383,73194,1802,6115,272,150016,400,2707,15445,317786,0,36744,274156,1586,490,4810,12800
1997:Q4,369026,25269,6393,78808,324,16042,46316,0,16126,238438,3099,82977,74627,1838,6235,277,152362,220,2589,17309,321918,0,36600,278800,1318,574,4626,14372
1998:Q1,385567,27117,14278,81303,922,15361,48171,0,16849,238426,3118,84575,76064,1873,6355,283,150733,222,2961,21260,335334,0,40600,287800,1234,696,5004,14450
1998:Q2,390861,28364,13057,83901,610,14808,49180,0,19303,244230,3174,88656,79734,1964,6662,296,152400,253,3309,17747,340463,0,38738,294862,563,757,5543,16419
1998:Q3,394252,28490,9311,84567,797,13644,48754,0,21372,248774,3237,91198,82020,2020,6853,305,154339,294,3264,19552,342489,0,37688,298112,289,1019,5381,17000
1998:Q4,410180,32857,9808,87102,1308,13146,50685,0,21963,252283,3532,93345,83952,2067,7014,312,155406,309,3789,24032,355601,0,43037,305963,301,1127,5173,18476
1999:Q1,424988,35493,12496,92078,1073,12157,56459,0,22389,254478,3545,95116,85544,2107,7147,318,155817,400,3906,26137,366850,0,42900,316700,750,1509,4991,19530
1999:Q2,431520,35740,11038,95808,1470,12536,58123,0,23679,261883,3667,100039,89972,2216,7517,334,158177,452,4011,22588,374205,0,43058,323242,1105,1848,4952,20579
1999:Q3,430960,35160,7667,92769,843,10821,57202,0,23903,271383,3791,104681,94147,2318,7866,350,162911,486,4131,19364,374705,0,42900,323500,705,2542,5058,21630
1999:Q4,430949,43214,11062,85686,323,9683,53958,0,21722,278938,3905,107112,96333,2372,8049,358,167921,534,2680,8835,377375,0,45365,321335,1275,3366,6034,21575
2000:Q1,453179,45408,11950,91301,700,9427,56015,0,25159,283316,4233,109858,98803,2433,8255,367,169225,565,3345,17294,389002,0,51300,329400,302,2632,5368,21080
2000:Q2,448954,40774,5143,91126,235,8901,56556,0,25434,295105,4415,114660,103122,2539,8616,383,176030,590,2394,13822,391235,0,50435,330065,1735,2859,6141,22511
2000:Q3,458438,40531,9037,85024,222,8631,53278,0,22893,304018,4567,118135,106247,2616,8877,395,181316,610,2333,16885,394977,0,50900,332600,877,3136,7464,22000
2000:Q4,462590,42425,4232,84785,294,8289,52996,0,23206,309297,4926,119937,107868,2656,9012,401,184434,647,2308,18896,398492,0,51252,337848,392,3393,5607,25109
2001:Q1,506580,54111,16207,94141,323,8082,58310,0,27426,309450,4948,121741,109490,2696,9148,407,182761,704,2068,29899,423356,0,55200,360400,1056,3241,3459,25600
2001:Q2,519207,59374,13991,93763,706,6665,55510,0,30882,317906,5405,126145,113451,2794,9479,421,186356,736,3579,29858,436491,0,54207,372093,691,3453,6047,29322
2001:Q3,536018,49234,13377,103455,500,6507,62237,0,34211,326486,5567,133581,120139,2959,10037,446,187338,826,3112,39528,450665,0,55572,385728,65,3832,5468,32034
2001:Q4,545003,57834,8209,113913,1346,7577,68010,1,36979,330837,5610,135657,122006,3005,10193,453,189570,871,6065,27274,460534,0,54734,395466,1634,4932,3768,34130
2002:Q1,578850,58015,14191,125599,1348,7792,77010,1,39448,333719,5693,140309,126189,3108,10543,469,187717,967,3700,42659,485708,0,53353,421347,308,5530,5170,35000
2002:Q2,584793,64266,11772,127198,1369,7829,76585,1,41414,343279,6509,145152,130545,3215,10907,485,191618,1072,4070,33136,494366,0,60400,422800,366,6030,4770,38170
2002:Q3,593981,67256,8145,130127,1242,6895,77678,0,44312,351298,6696,148718,133752,3294,11175,497,195884,1111,3789,32255,502446,0,59719,429781,546,6815,5585,40411
2002:Q4,601620,62919,6616,138887,2325,7838,83940,0,44784,355187,7479,151964,136671,3366,11419,508,195744,1162,4006,32843,512923,0,60464,439236,623,6906,5694,42809
2003:Q1,621043,81981,10645,153037,1464,8191,90276,0,53106,352329,6827,151489,136245,3355,11383,506,194013,1235,4864,16952,533971,0,65027,454980,611,7599,5754,46961
2003:Q2,634570,80424,6312,162660,2648,8926,94614,0,56472,362536,7002,156617,140857,3469,11768,523,198917,1321,4568,16749,546656,0,65064,465892,1002,7997,6701,50075
2003:Q3,640469,74640,6532,158660,1308,8919,96453,0,51980,375282,7833,164023,147517,3633,12325,548,203426,1392,4304,19659,553418,0,64830,471132,1782,8828,6846,52152
2003:Q4,645957,68943,5254,159095,844,9167,97294,0,51790,383805,8270,169658,152585,3758,12748,567,205877,1407,4167,23286,557757,0,66385,471883,3139,9073,7277,53598
2004:Q1,660564,78728,7214,162877,943,8798,98429,0,54707,388362,8409,172867,155471,3829,12989,578,207086,1540,4301,17542,571157,0,69290,484416,632,8405,8414,54656
2004:Q2,674857,69019,4261,164406,355,10266,101012,25,52748,403240,8468,183088,164664,4055,13757,612,211684,1597,4003,28331,580298,0,69419,490937,1220,9624,9098,56491
2004:Q3,676354,66439,5390,155896,590,9235,98218,20,47833,415437,11659,189307,170257,4193,14225,632,214471,1618,3606,27968,585006,0,70397,491946,2229,9855,10579,58383
2004:Q4,685269,66938,5994,159042,768,9283,95581,30,53380,423478,12577,195517,175843,4330,14691,653,215384,1654,3259,24904,590948,0,73752,493701,2941,11374,9180,59991
2005:Q1,702278,69835,7718,163859,639,8789,97960,30,56441,428595,12677,199791,179685,4425,15013,668,216127,1650,2944,27677,603197,0,77019,504821,523,11758,9076,61582
2005:Q2,710005,62718,5288,161199,599,8630,96990,30,54950,444953,15973,207658,186761,4599,15604,694,221322,1688,2680,31479,610501,0,76145,507719,2307,12544,11786,63133
2005:Q3,712001,61227,9195,148255,524,7788,93306,30,46607,462116,16888,215741,194031,4778,16211,721,229487,1771,2334,27103,618470,0,77612,510799,4489,12619,12951,61296
2005:Q4,717288,60361,7840,149214,859,7979,88225,30,52121,468661,17242,222831,200407,4935,16744,745,228588,1768,2262,27182,619490,0,76997,512153,3978,14656,11706,62528
2006:Q1,736448,67928,11258,157029,1137,7860,88288,30,59714,473170,18374,227453,204564,5038,17091,760,227343,1808,2366,22889,633433,0,76388,530863,1911,14597,9674,63677
2006:Q2,743277,59903,9602,150359,705,7829,83642,30,58153,488641,20390,237817,213885,5267,17870,795,230434,1789,2135,30848,638292,0,73874,533636,4857,16308,9617,62197
2006:Q3,743975,58531,7773,145863,1225,7820,80146,30,56642,500233,20529,245235,220558,5431,18427,819,234469,1850,2146,27579,640889,0,70839,536500,5812,16796,10942,63943
2006:Q4,755894,61668,6119,148997,978,7602,75661,30,64726,506700,21240,249394,224297,5524,18740,833,236066,1925,2191,28294,648046,0,71804,543500,4892,18885,8965,65028
2007:Q1,780643,76120,12445,158451,1582,7434,74815,30,74590,507507,22302,253028,227566,5604,19013,845,232177,1738,2303,22079,666992,0,76325,564644,394,16249,9380,68073
2007:Q2,792538,69458,8774,161760,1780,7369,75673,16,76922,518735,24873,261015,234749,5781,19613,872,232847,1881,2015,29915,673496,0,73598,571299,1593,18897,8109,69701
2007:Q3,804946,59338,9093,159790,1126,7165,73605,21,77873,531718,24865,269933,242770,5978,20283,902,236920,2341,2184,40482,676851,0,70454,571924,3052,28373,3048,70834
2007:Q4,804868,60451,4215,157461,426,10531,70757,20,75727,539566,25962,277034,249155,6136,20817,926,236570,2500,2253,38422,685368,0,72573,574242,2945,32300,3308,69873
2008:Q1,824386,84328,5577,164339,2958,11376,75225,0,74780,542624,27563,284914,256243,6310,21409,952,230147,2345,2531,22642,717733,0,77145,601956,1671,28500,8461,74497
2008:Q2,842572,75061,3406,169226,745,10557,83361,0,74563,557761,28863,297815,267846,6596,22378,995,231083,2638,2482,31998,729582,0,76363,611796,1537,35400,4486,75637
2008:Q3,840297,63741,317,162863,0,10270,83320,0,69273,569709,28742,304873,274193,6752,22909,1019,236094,2840,2111,38716,727069,0,72829,606587,2693,43500,1460,69860
2008:Q4,840843,71239,288,158147,0,9218,86306,0,62623,575812,29905,309707,278541,6859,23272,1035,236200,2758,2159,30440,738083,0,74897,616866,723,40600,4997,70351
2009:Q1,853346,94907,165,147827,0,8859,95724,0,43244,576351,30476,311026,279727,6889,23371,1039,234849,2423,3443,28230,786323,0,79835,655608,204,30300,20376,78253
2009:Q2,869205,91266,139,159375,0,12988,103724,0,42663,581271,33623,313057,281553,6934,23524,1046,234591,2511,1859,32784,795485,0,79712,666474,223,28500,20576,80767
2009:Q3,875561,91217,163,164738,0,13537,108364,0,42837,585147,30174,314770,283094,6972,23652,1052,240203,2509,1622,30165,797723,0,78786,670145,66,28300,20426,85084
2009:Q4,879355,99997,199,172584,0,14699,114390,0,43495,582784,31145,314513,282863,6966,23633,1051,237126,2372,1597,19822,808847,0,86557,676780,0,26500,19010,27333
2010:Q1,885694,113664,149,187188,0,16249,128426,214,42299,574793,33167,313628,282068,6946,23566,1048,227998,2365,1834,5701,820671,0,87431,696726,0,25400,11114,28156
2010:Q2,898188,109569,178,197515,0,17369,138604,0,41542,576312,35620,314871,283185,6974,23660,1052,225821,2365,1636,10613,825345,0,86876,701768,0,25000,11701,28355
2010:Q3,893845,115732,106,185478,0,11839,140936,0,32703,577838,37804,315131,283419,6980,23679,1053,224903,2410,1605,10676,828058,0,87918,702830,0,25200,12110,29449
2010:Q4,873281,71841,2,177364,0,20024,150720,0,6620,575673,34769,314434,282792,6964,23627,1051,226470,2172,1538,44691,834230,0,91351,705919,0,26105,10855,30090
2011:Q1,890909,78250,0,196268,0,21360,165682,2825,6401,568582,36177,314267,282643,6960,23614,1050,218138,2185,1676,43948,857761,0,97725,724996,0,23693,11347,31213
2011:Q2,920559,84461,18845,201084,0,21811,169735,3308,6230,573145,37021,315271,283029,6983,24181,1078,220853,2011,1852,39161,857843,0,96013,727140,0,22815,11875,31252
2011:Q3,923890,94326,10909,204131,0,22539,171350,4272,5970,577190,37313,315972,283963,6998,23901,1110,223905,2033,1837,33464,864956,0,100678,729389,0,23746,11143,32411
2011:Q4,945643,104245,15893,207863,0,17405,180936,3220,6302,582274,41536,317708,285257,7037,24295,1119,223030,2850,1867,30651,874910,0,102131,736362,0,24154,12263,33493
2012:Q1,984255,118949,20859,226103,0,20254,194261,4687,6901,582311,40420,318845,286311,7062,24324,1148,223046,2817,2109,31107,913485,0,113564,764044,0,22884,12993,35284
2012:Q2,990508,116784,12940,229839,0,19831,199084,3889,7035,592935,40211,321551,289025,7122,24225,1179,231173,2937,2072,33001,916986,0,111547,768841,0,23720,12878,35886
2012:Q3,995006,114145,8580,228647,0,20965,197203,3845,6634,603007,42800,323540,290802,7166,24376,1196,236667,2906,2179,35542,919749,0,111172,770131,0,24380,14066,37476
2012:Q4,1005062,119450,9657,225663,0,19288,195524,4200,6651,610172,41719,324813,291790,7194,24590,1239,243640,2906,2291,34923,927051,0,113067,776459,0,25074,12451,39669
2013:Q1,1025533,132309,389,236970,0,19210,204609,5342,7809,611707,40894,325271,291704,7204,25106,1257,245542,2954,2558,38646,959328,0,123288,798765,0,22217,15058,41340
2013:Q2,1032794,119170,170,242138,0,20011,208550,5035,8542,625294,42439,329713,295488,7302,25628,1295,253142,2976,2353,40693,960270,0,120771,800711,0,23453,15335,41352
2013:Q3,1036062,110782,50,237925,0,19445,204480,5421,8579,642166,42345,337946,303146,7485,25982,1333,261875,3002,2210,39927,959467,0,118724,799073,0,26569,15101,43381
2013:Q4,1041736,111383,50,230372,0,18901,198046,4562,8863,654990,45709,343726,308193,7613,26550,1370,265555,2353,2151,40437,962810,0,120551,801489,0,26990,13780,44332
2014:Q1,1072982,125494,200,235013,0,20289,200665,4537,9522,662367,45863,347345,310942,7693,27301,1409,269159,2366,2181,45361,996414,0,130997,824471,0,27407,13539,46481
2014:Q2,1083236,112303,50,234868,0,20876,199497,4933,9562,684268,46061,354737,317452,7857,27974,1454,283470,2585,2138,47024,998273,0,128427,824031,0,29958,15857,45364
2014:Q3,1090194,100390,30,232218,0,26083,192349,4984,8802,706214,49938,363012,324655,8040,28819,1498,293264,2752,2096,46494,1000917,0,127431,823823,0,33143,16520,46805
2014:Q4,1104027,108075,30,221202,0,21455,186088,3776,9883,723487,53116,369365,330058,8181,29601,1525,301006,2919,2085,46229,1013609,0,133162,829954,0,35397,15096,48281
2015:Q1,1136673,121563,40,226690,0,22811,188793,3940,11146,734005,41103,373726,333675,8277,30227,1547,319176,2984,1986,49405,1047503,0,141465,855720,16,34903,15399,50164
2015:Q2,1150146,112862,40,223983,0,23127,185774,4230,10852,757977,43487,383723,342537,8499,31072,1615,330767,3194,2120,49970,1055748,0,139283,860214,16,39923,16312,50639
2015:Q3,1162884,109383,40,214943,0,22614,177294,4375,10660,781941,44278,394479,352088,8737,31980,1674,343184,3318,2117,51142,1065259,0,140099,864959,15,44872,15314,52690
2015:Q4,1183773,111351,40,218636,0,29252,174251,4352,10781,799263,44352,402308,358386,8910,33292,1720,352603,3340,1919,49224,1089243,0,152453,876631,14,44650,15495,54893
2016:Q1,1218286,126899,40,217903,0,23551,178108,4801,11443,812270,45278,407803,362556,9032,34449,1766,359189,3486,1932,55756,1122202,0,157888,906534,14,42918,14848,57989
2016:Q2,1235630,118187,40,216934,0,23539,176749,4920,11726,837857,48848,416902,370183,9234,35640,1845,372107,3240,1987,57385,1133543,0,157011,915737,13,44463,16319,58901
2016:Q3,1256334,123705,40,211571,0,23011,172071,4924,11565,862015,50477,426804,378178,9453,37301,1872,384734,3368,1983,53652,1154324,0,153621,938259,0,46354,16090,61677
2016:Q4,1273393,113333,40,216378,10,28570,171231,5084,11483,883752,50009,437044,386211,9680,39246,1907,396699,3448,1931,54511,1170610,0,156231,950854,12,46666,16847,63499
2017:Q1,1313839,130365,52,222547,0,28265,177520,5096,11666,899734,51148,445068,392493,9857,40804,1914,403518,3462,2065,55614,1213865,0,168750,984561,12,45171,15371,66845
2017:Q2,1329366,117320,102,222063,0,28223,177181,5303,11356,928068,53855,456600,401487,10113,43046,1954,417613,3580,2092,56141,1222440,0,168125,991587,12,46625,16091,67676
2017:Q3,1343097,113398,151,215151,0,27810,171602,4987,10752,952589,55090,468259,413314,10371,42536,2038,429240,3706,2279,55823,1232649,0,167567,997267,11,50512,17292,69119
2017:Q4,1358974,111377,150,212147,0,29260,167149,5055,10683,972380,54373,478737,421962,10657,44049,2069,439270,4093,2331,56496,1246428,0,171100,1002609,10,54832,17877,71277
2018:Q1,1390847,126937,250,212452,149,29669,166938,4802,10894,986332,54010,486777,427986,10951,45699,2141,445545,3672,2406,58798,1282782,0,183027,1035169,10,46513,18063,73867
2018:Q2,1408257,111119,389,212202,434,29865,166387,4886,10630,1017564,57111,500502,439442,11488,47364,2208,459951,3878,2320,60785,1293228,0,181340,1040958,10,52374,18546,74217
2018:Q3,1419598,102692,191,205653,239,30046,161096,4386,9886,1041569,57297,511628,448412,11846,49127,2243,472644,3935,2378,63180,1300312,0,178491,1044496,9,58266,19050,75737
2018:Q4,1433366,101967,193,206369,179,31435,159544,4809,10402,1058925,56807,520913,455364,12464,50827,2258,481205,3978,2516,59418,1310276,0,192909,1041842,9,57746,17770,78606
2019:Q1,1479665,131104,590,212092,271,33564,161748,4833,11676,1063602,57329,525485,457807,13349,52032,2297,480788,3820,2995,65462,1358255,0,192270,1096057,8,50726,19194,81996
2019:Q2,1496709,123168,741,214673,429,33956,163557,4778,11953,1084675,62139,535100,465306,14073,53396,2325,487436,3867,3255,66330,1367027,0,192017,1103261,8,51406,20335,83832
2019:Q3,1516243,116825,801,215960,436,34938,163781,4490,12315,1106670,64975,547768,475534,14565,55285,2384,493927,3843,3224,68920,1381037,0,202963,1104737,8,54185,19144,87676
2019:Q4,1542892,121953,818,220304,709,37497,164028,5473,12597,1127363,64546,564783,488657,15563,58118,2445,498034,3941,3305,65208,1406598,0,210537,1124815,7,52258,18981,93700
2020:Q1,1611136,159251,782,234338,1160,38657,173632,6286,14603,1137469,66789,575483,496289,16552,60200,2442,495197,4283,3214,71799,1474567,0,229571,1162597,7,62860,19532,95992
2020:Q2,1714421,199551,750,266160,686,42141,200480,7366,15487,1161699,73714,589689,507710,17808,61668,2503,498296,3920,3753,78588,1582729,501,263690,1244270,7,50548,23713,105504
2020:Q3,1754627,198319,797,289484,299,42987,221599,8615,15984,1179977,74394,601713,516783,18543,63882,2505,503870,3959,4040,78051,1617453,502,271467,1274813,6,47749,22916,111810
2020:Q4,1806891,223603,532,309287,340,45073,237557,10072,16245,1187321,75107,607113,518757,19727,66057,2572,505101,3887,4780,77481,1672386,396,295392,1310496,6,43253,22843,119502
2021:Q1,1901502,272821,481,345048,162,44607,270904,10862,18513,1189001,75672,610389,518804,20670,68329,2586,502940,3835,6058,84258,1777526,227,331571,1381638,6,40286,23798,128467
2021:Q2,1935946,247817,252,374167,75,51557,293250,11484,17801,1216209,78333,625454,530235,21873,70731,2615,512422,3980,6890,86631,1798600,165,347358,1387086,5,39160,24826,134599
2021:Q3,1977879,246203,295,385287,0,54778,299855,12003,18651,1244898,79856,643054,543579,23568,73248,2659,521988,4129,7362,89705,1835155,104,358961,1409578,0,39429,27083,142961
2021:Q4,2021092,244386,245,401524,270,62397,306043,12254,20560,1279074,83183,663858,558620,25250,77251,2737,532033,4300,7119,84444,1875317,38,371956,1437025,0,40711,25587,153772
2022:Q1,2075664,248327,225,412804,474,73420,304416,11912,22582,1321094,81935,691910,581704,26774,80641,2791,547249,4328,7405,81481,1943034,18,392717,1478756,0,42333,29210,161260
2022:Q2,2104298,194989,219,412291,370,79091,298693,11582,22555,1403936,84183,735381,617312,29220,85981,2868,584372,5114,5711,82038,1966925,5,387679,1486604,0,59926,32711,163777
2022:Q3,2120398,166159,153,393883,78,78645,283339,10965,20856,1474758,87247,771192,646552,31264,90400,2976,616319,5648,4337,75460,1986984,4,393245,1486047,0,77564,30124,164255
2022:Q4,2139657,145914,85,383555,79,77792,275391,10796,19497,1523028,88159,798162,667298,33205,94690,2969,636707,6266,4245,76564,1998144,0,386756,1482637,152,96676,31923,163905
2023:Q1,2177731,172614,60,379286,30,76257,273196,10980,18823,1547252,89745,812628,677300,34786,97532,3010,644879,6170,4025,68324,2038686,0,397745,1511408,68,87694,41771,158453
2023:Q2,2185779,158297,64,368820,0,77014,262986,10724,18096,1579436,93212,832357,692611,35946,100785,3015,653867,6040,4000,69122,2044434,0,388172,1508889,43,85036,62294,153576
2023:Q3,2197237,155493,62,354432,0,74653,251171,10382,18226,1607564,94544,851586,707644,37475,103409,3058,661434,6339,3467,69880,2055987,0,381554,1513417,47,89323,71646,156565
2023:Q4,2222106,167151,54,352269,0,69580,252789,10694,19206,1623159,96494,864070,716060,38635,106240,3135,662595,6146,3954,69373,2070633,0,373934,1526509,0,85272,84918,158246
2024:Q1,2266715,213043,53,348402,0,67102,249193,10630,21477,1618576,92737,871383,720668,39634,107950,3131,654456,6087,3751,76803,2119808,0,385977,1568260,0,78741,86830,163697
2024:Q2,2261117,190770,56,346914,89,65878,247885,10518,22544,1636052,93716,887792,733036,40913,110638,3205,654544,6181,3860,77284,2104337,0,381274,1565234,0,80904,76925,165411
2024:Q3,2275977,186463,53,352683,140,65162,253118,10787,23476,1649384,93907,903298,744593,42130,113352,3223,652179,6523,3411,77460,2106853,0,377109,1577654,0,87452,64638,171783
2024:Q4,2270349,179331,52,344808,60,63011,247949,10084,23704,1663553,92926,920513,756671,43853,116714,3275,650114,6755,3450,72400,2105219,0,383026,1596133,0,90398,35662,177900
2025:Q1,2324139,209043,54,354614,60,63274,255782,10094,25404,1671569,92050,932834,764792,45162,119556,3324,646685,6672,3349,78838,2157173,0,402416,1638113,0,83100,33544,185246
