1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1966:Q4,17682,1552,5581,-29,0,1421,-644,126,2093,-154,1364,-4969,490,0,1221,10940,111,30167,7335,5641,16924,-266,533,19393,3291,3396,12690,10775,4044,2245,4234,-266,533,7202,2470,1104,2433,540,655,947,22201,4234,-52,170,18189,16613,1576,142258,15.606471765772467,12.786063035843867,11.67809838128327,1.1079646545605986
1967:Q1,20226,-616,10264,-36,0,-1392,-875,-13,-1473,969,580,-2493,542,0,1265,10877,1235,29848,7137,5541,16541,-261,891,19666,3302,3499,12848,10182,3835,2043,3693,-261,891,1698,1605,1272,-2074,1460,-565,997,29707,3693,-90,17,26121,18489,7632,145261,20.450602062099936,17.982118553937916,12.72827405794732,5.253844495990598
1967:Q2,18067,858,10853,-16,0,-4386,-2998,-121,-1357,90,942,-3904,224,0,1237,11842,417,31224,7999,5503,17328,-263,658,19959,3376,3545,13021,11265,4624,1958,4307,-263,658,10742,2855,2376,2783,1200,1528,968,19559,4307,577,722,15397,17598,-2202,146796,13.323767606180285,10.488530831211023,11.988276207376929,-1.499745376165906
1967:Q3,27516,3885,7608,-39,0,4232,2274,-91,932,1117,961,-3290,318,0,1242,11574,1025,31500,8490,5470,17378,-266,429,20370,3452,3595,13306,11130,5038,1875,4072,-266,429,8772,4471,2569,1413,1224,-905,1041,30914,4072,-144,-209,26777,18185,8592,149132,20.72957582488602,17.955360321532453,12.193707263184187,5.7616530583482675
1967:Q4,27905,6296,6284,-19,0,2918,1518,640,-1054,1814,1842,-2584,-155,0,1221,11912,190,32156,9178,5540,17597,-270,112,20865,3531,3648,13666,11292,5647,1892,3931,-270,112,24013,4427,4582,3023,1810,10171,973,16157,3931,-86,-418,11894,18722,-6828,151574,10.659441831068847,7.846944923627902,12.35192827242229,-4.504983348794387
1968:Q1,18050,-3895,8776,0,0,2910,4403,-595,-1071,173,-39,-3653,831,0,1202,12413,-495,34575,9419,5614,18922,-286,906,21429,3600,3719,14091,13146,5820,1895,4831,-286,906,-8762,3404,-879,-1295,241,-10233,922,40880,4831,-208,-420,35837,18869,16967,156310,26.1532066671533,22.926755299833975,12.071723087848147,10.855032211985828
1968:Q2,22418,1777,5718,0,0,1540,-1521,805,1033,1223,2917,-5260,491,0,1184,13537,514,35789,9776,5505,19442,-281,1347,21936,3689,3788,14438,13853,6087,1717,5004,-281,1347,16526,4405,2862,4132,2648,2479,1009,20754,5004,510,586,15826,19194,-3368,160170,12.95744017856274,9.880557923587174,11.983186640465378,-2.1026287168782054
1968:Q3,24761,4357,7770,0,0,664,1353,-493,-445,249,2168,-6294,550,0,1189,13151,1206,36091,9991,5576,20486,-269,307,22468,3784,3871,14792,13624,6208,1705,5695,-269,307,10495,4508,2569,2756,686,-24,1054,28944,5695,-194,-0,23443,16920,6523,162060,17.860169731881978,14.46573744003855,10.440609776039048,4.025127663999504
1968:Q4,21351,6844,7904,0,0,-1642,-1939,138,-1131,1290,634,-8184,333,0,1213,14085,164,36470,10537,5840,20552,-250,-210,23088,3885,3966,15214,13382,6652,1874,5338,-250,-210,15673,4751,2520,5164,1778,1460,1103,20163,5338,-111,-21,14915,17941,-3026,165385,12.191523329672355,9.018170244446972,10.847870121232276,-1.8296998767853037
1969:Q1,18630,-7375,5007,0,0,11088,7390,-139,3545,292,-3560,-4867,889,0,1237,14758,1453,38562,11096,6090,20849,-209,737,23624,4035,4033,15533,14938,7062,2057,5316,-209,737,4025,3872,1812,-440,-603,-616,1141,30683,5316,-157,-338,25187,17458,7729,168035,18.260103561353112,14.988905193158436,10.38936886566618,4.599536327492257
1969:Q2,18509,1475,4776,0,0,-2004,-6624,2002,2231,387,1745,-6272,613,0,1253,16006,917,38730,11131,6255,20950,-190,585,24192,4141,4125,15902,14538,6990,2130,5048,-190,585,16970,4881,3727,4791,825,2746,1200,17277,5048,378,813,12664,17756,-5091,171341,10.083584737498878,7.39114292199381,10.362683716512272,-2.9715407945184618
1969:Q3,25264,-1324,-1466,0,0,14722,8628,1226,3036,1832,-2697,-3214,787,0,1269,16163,1024,38555,11082,6564,20992,-178,96,24753,4246,4197,16285,13802,6836,2367,4707,-178,96,10205,4774,3254,2138,-484,523,1137,29999,4707,-37,-5,25324,20282,5042,176534,16.99311734963246,14.34518550647477,11.48886333510825,2.8563221713665192
1969:Q4,29462,5579,377,0,0,7155,2054,2096,1942,1063,4485,-6852,377,0,1279,16685,377,37817,10465,6684,21042,-175,-197,25240,4348,4255,16611,12577,6117,2429,4431,-175,-197,13834,4177,2940,3418,1269,2030,1147,29352,4431,-259,-257,24924,20563,4361,179921,16.313959080774154,13.852465510670568,11.428750078159194,2.4237154325113712
1970:Q1,21061,-3987,1229,0,0,8651,5510,2890,835,-584,-2416,429,377,0,1341,14291,1146,38088,10470,6598,20814,-184,389,25715,4362,4383,16942,12373,6109,2215,3872,-184,389,-2736,1670,-7770,-2568,414,5518,1192,37362,3872,-56,-271,33275,22198,11077,184426,20.25852967316212,18.042467697169005,12.036383107068543,6.0060845901004605
1970:Q2,24856,6312,8521,0,0,-7349,-9531,787,148,1247,942,-518,-158,0,1275,15317,514,38095,10191,6721,21138,-198,243,26112,4463,4446,17174,11983,5728,2274,3964,-198,243,11847,3288,3493,2758,571,1737,1196,26188,3964,533,727,22418,23894,-1476,188672,13.880045986519162,11.881736751444535,12.664173804274084,-0.7824370528295493
1970:Q3,42476,3934,18273,0,0,1979,-2828,753,315,3739,2024,-1205,690,0,1316,14928,537,38271,10487,6842,21372,-218,-212,26575,4568,4530,17448,11696,5920,2313,3924,-218,-212,11918,3921,4554,2003,869,571,1169,43423,3924,-185,-76,39608,25252,14356,193073,22.490384479805652,20.51457484328263,13.079007783335555,7.435567059947074
1970:Q4,32974,1425,15562,0,0,-1087,-3239,208,-1398,3342,2440,-2551,151,0,1408,15467,159,37597,11640,6762,20283,-244,-844,27117,4675,4632,17780,10480,6965,2130,2504,-244,-844,12495,3846,3922,2236,967,1524,1207,32165,2504,-239,-146,29755,26244,3511,195803,16.427435406255146,15.196351102133146,13.403012211253149,1.7933388908799999
1971:Q1,38286,311,24062,0,0,-3801,-4004,-992,-1047,2242,-981,-2485,349,0,1499,15656,3676,42864,12561,6888,22763,-286,937,27797,4846,4694,18224,15067,7715,2195,4539,-286,937,9298,4003,2651,412,1336,896,1239,45294,4539,-184,-568,40371,27322,13049,201732,22.4526083048891,20.012241878144703,13.543835385561042,6.468406492583663
1971:Q2,38769,5641,15979,0,0,-2534,-3744,-1839,278,2771,-100,-372,-24,0,1584,16835,1760,45566,14048,7163,23445,-309,1219,28510,4957,4815,18704,17056,9091,2348,4742,-309,1219,21488,6640,5144,4840,1761,3103,1259,35596,4742,488,787,31153,28781,2372,206817,17.21116043606909,15.063007900436787,13.916029731562526,1.1469781688742604
1971:Q3,39090,1930,13560,0,0,5139,1659,825,189,2466,-1060,-481,-368,0,1630,16420,2320,46732,14963,7265,24015,-324,813,29112,5066,4941,19070,17620,9897,2324,4945,-324,813,18978,8030,5136,4553,711,548,1363,39095,4945,-316,89,34555,28278,6276,209545,18.656878699253816,16.490279639386006,13.49507265742442,2.9952069819615885
1971:Q4,36786,5599,15574,0,0,-4577,-4816,678,-594,155,2471,-2820,373,0,1638,16912,1616,47235,15774,7359,24911,-331,-478,29551,5173,5068,19274,17684,10601,2291,5637,-331,-478,22386,7576,4675,5778,1317,3040,1937,34022,5637,-214,20,28619,27543,1076,212985,15.973876155436317,13.436963388002892,12.931998812124315,0.5049645758785785
1972:Q1,42642,-1186,20668,0,0,1121,1950,-1784,589,366,-450,-97,-74,0,1669,18419,2572,49895,17046,7697,25448,-319,23,30083,5424,5051,19569,19813,11622,2646,5879,-319,23,13524,7190,3403,-396,2803,524,1934,50865,5879,-229,-913,44302,28353,15948,218203,23.310804642126346,20.302936959432156,12.99399297213257,7.3089439872995845
1972:Q2,40591,344,18422,0,0,-2690,-2332,-1163,350,455,1855,-1451,-584,0,1706,20471,2518,51975,17456,7778,26221,-318,838,30813,5546,5188,20040,21162,11910,2590,6181,-318,838,31087,9663,7354,7375,2103,4592,1506,32172,6181,644,606,25953,25779,174,220374,14.598879681967608,11.776748693433332,11.69794111607867,0.07880757735465968
1972:Q3,49511,4240,20117,0,0,703,537,-725,272,619,-480,214,-218,0,1735,20301,2899,53152,17828,7923,27031,-317,687,31518,5680,5336,20461,21635,12148,2587,6570,-317,687,24037,11286,5925,5307,910,609,1609,48717,6570,-263,98,42508,26388,16120,225677,21.587264302636104,18.835876256889307,11.692706833217386,7.14316942367192
1972:Q4,49224,10330,15687,0,0,-1778,54,-2060,501,-273,3288,-1571,-534,0,1764,20249,1789,55516,19044,8438,28371,-318,-19,32267,5827,5495,20903,23250,13218,2944,7467,-318,-19,29536,9856,7618,7228,438,4396,1755,44692,7467,-198,583,38006,31009,6998,236564,18.892245569720913,16.065846399093907,13.107855476894755,2.9579909221991527
1973:Q1,47762,-2049,23592,0,0,4629,2706,-361,2027,257,-1228,-1726,-756,0,1804,19869,3627,58666,19952,8983,30549,-323,-495,33004,6150,5498,21312,25662,13803,3485,9237,-323,-495,21749,9261,4733,1007,1702,5046,1814,53490,9237,-274,-1340,43187,31313,11874,243056,22.007068411296252,17.76833766481267,12.883128905345984,4.8852087594666855
1973:Q2,44582,3811,15352,0,0,722,58,-65,914,-185,2627,-2080,-622,0,1854,20522,2396,60654,19404,9517,30429,-327,1631,33982,6340,5673,21923,26672,13064,3844,8506,-327,1631,28922,11708,4270,8870,-339,4413,1529,43861,8506,633,1013,35735,33247,2489,249002,17.614864243731972,14.35143664074083,13.351900787945478,0.9995358527953534
1973:Q3,49294,734,14269,0,0,10452,4825,1009,2653,1965,-1049,722,-20,0,1863,19901,2422,59756,19222,9699,30314,-333,854,35046,6556,5863,22580,24709,12667,3836,7734,-333,854,22889,11560,-1405,6297,502,5935,1578,52692,7734,-351,420,45729,33619,12111,254070,20.739236428415943,17.998650427918044,13.231996331715996,4.766654096202051
1973:Q4,42480,10417,9914,0,0,1716,954,-1149,962,949,3142,-6540,-823,0,1826,20559,2269,58996,18681,9526,29712,-340,1418,36050,6798,6064,23138,22946,11883,3462,6574,-340,1418,18100,9974,-3437,6285,-72,5350,1680,49006,6574,-179,449,43060,37634,5427,262244,18.68716696070725,16.420001394321016,14.35067565957244,2.069325734748575
1974:Q1,47052,-3774,22395,0,263,7510,6747,-2594,1493,1864,-1033,-3321,-363,0,1782,20808,2785,55985,17867,9379,29411,-349,-322,37176,7012,6333,23780,18808,10855,3045,5632,-349,-322,16190,7983,4866,-2520,862,4999,1680,51350,5632,-266,-525,45459,37854,7606,266686,19.254839999301126,17.04606263565999,14.19403343257614,2.8520292030838514
1974:Q2,40550,-903,16970,0,307,-495,-5943,1232,1370,2846,3744,-5256,-399,0,1732,22526,2324,57567,17557,9320,30324,-357,724,38175,7301,6548,24273,19392,10257,2772,6051,-357,724,35744,10859,7905,6317,1404,9259,1602,25800,6051,737,1349,20361,34857,-14496,270947,9.52211390527814,7.514617974339617,12.86469309495953,-5.3500751206199135
1974:Q3,45279,1946,6935,0,816,16358,3819,5605,4495,2439,1391,-6624,-969,0,1754,22401,1271,58419,17531,9453,31657,-364,143,39564,7613,6758,25136,18856,9918,2695,6521,-364,143,31040,10205,8412,4464,1767,6192,1541,34635,6521,-484,18,28616,34429,-5813,277915,12.462593756244965,10.296821698446665,12.388331313829152,-2.0915096153824853
1974:Q4,50929,8311,10951,0,993,7896,-653,2159,-230,6620,1513,-4432,330,0,1851,22972,544,53373,15656,9762,29526,-370,-1202,41335,7947,6963,26364,12038,7709,2800,3163,-370,-1202,21361,6828,6083,685,1189,6576,1475,43081,3163,-286,-273,39932,39140,792,285222,15.104394480930027,14.000167864668498,13.722632087784175,0.2775357768843227
1975:Q1,55699,-12667,28170,0,1241,3419,-471,-1291,1624,3557,3430,3457,492,0,3047,23510,1600,56167,15141,9676,30534,-377,1193,42419,8039,7428,26894,13748,7102,2248,3640,-377,1193,6150,4695,4336,-6014,1279,1854,1487,64785,3640,830,-748,59567,39348,20219,292296,22.16403737275395,20.37894470548116,13.461707876354687,6.917236829126476
1975:Q2,64511,9979,18711,0,41,-1542,2332,-2760,456,-1570,3473,4773,51,0,2349,25240,1436,57195,15848,9794,31670,-377,260,43479,8337,7621,27459,13717,7511,2173,4211,-377,260,24564,10752,3992,2721,2336,4763,1616,55280,4211,908,1311,51472,47166,4307,307270,17.990709455391222,16.75140851485033,15.349855176229374,1.4015533386209553
1975:Q3,63559,2440,15289,0,47,15022,9532,-1088,2118,4460,-358,3536,-991,0,2059,24958,1557,60890,17064,10070,34009,-374,121,44572,8588,7796,28124,16318,8476,2274,5886,-374,121,25723,12099,2698,5250,1715,3961,1679,55833,5886,-607,48,50603,38359,12244,307053,18.183641283580535,16.48018804956781,12.492641736639715,3.987546312928099
1975:Q4,71004,2153,21632,0,-63,10674,5067,-97,1632,4072,5466,1910,-223,0,2770,24554,2131,64093,18120,10281,35539,-366,519,45504,8792,7957,28689,18589,9328,2324,6851,-366,519,29362,11443,3058,5813,1911,7137,1666,61897,6851,292,-24,54731,39158,15573,315165,19.63962227894465,17.365732194472955,12.424612841378993,4.9411193530939626
1976:Q1,55354,-4301,28759,0,-88,-2927,-1950,-1097,2948,-2828,1533,4096,-771,0,1988,25189,1876,67938,19978,10423,37597,-354,294,46800,8992,8057,29691,21138,10986,2366,7907,-354,294,17407,11591,5029,-2088,2923,-48,1702,60786,7907,-396,-778,52498,39566,12932,323891,18.767537287820844,16.208576525527942,12.215751428913254,3.9928250966146885
1976:Q2,67610,6081,23517,0,-216,3030,-4169,621,4117,2461,992,4126,-898,0,2460,25715,2803,69851,21063,10705,38197,-341,228,47878,9186,8237,30393,21973,11877,2469,7804,-341,228,35812,14671,3791,8240,3243,5867,1766,55537,7804,1082,1534,48186,38646,9540,327922,16.936151836941367,14.6943077398695,11.785195869749513,2.9091118701199874
1976:Q3,62537,2561,20567,0,-19,4522,-67,-591,1088,4092,885,2676,-926,0,2221,26824,3226,71873,21041,11072,39105,-329,984,48958,9418,8450,31025,22915,11623,2622,8080,-329,984,33968,17617,4083,7540,2597,2131,1793,53278,8080,-583,74,45855,38403,7452,335116,15.89829010560358,13.683234561362523,11.459622533408233,2.223612027954289
1976:Q4,79025,8456,27381,0,-223,-1632,-8161,3460,-2103,5172,7387,3357,-309,0,2526,28355,3727,75182,24051,11395,40397,-317,-343,50158,9688,8698,31705,25024,14363,2697,8692,-317,-343,36568,16181,4291,8273,1952,5871,1975,69456,8692,117,-192,60456,37772,22684,343048,20.24677710074107,17.623164661665488,11.010558289219,6.612606372446487
1977:Q1,63359,403,36390,0,-160,667,3208,-4193,508,1144,-4447,-3468,-931,0,2300,29580,3025,79458,25400,11810,42424,-301,125,52069,10240,8734,33032,27390,15160,3077,9391,-301,125,29710,15055,5530,53,3826,5246,3541,64580,9391,-517,-728,54977,36864,18114,351405,18.377553932857513,15.64502114836897,10.490324903120973,5.1546962452479965
1977:Q2,55300,3935,20959,0,78,-4435,-8932,89,4586,-178,2697,-4571,611,0,2432,29128,4466,86178,28938,12272,43644,-296,1620,53552,10568,9036,33882,32626,18370,3236,9762,-296,1620,51993,25001,6211,12893,3096,4792,1969,37902,9762,882,1683,28941,37792,-8851,359530,10.54204918743186,8.049694596223073,10.511515744883242,-2.461821148660171
1977:Q3,72401,8642,26322,0,-61,2452,2641,325,-1132,618,-336,-3110,784,0,2435,30484,4789,88667,29769,12721,44744,-297,1730,54933,10910,9368,34588,33734,18859,3353,10156,-297,1730,49345,27051,5663,10905,1690,4036,1913,58703,10156,-502,-45,49004,39097,9907,368790,15.91768303679499,13.287732814412484,10.601419099338989,2.686313715073497
1977:Q4,70350,4660,21094,0,241,4240,-224,428,1996,2040,7980,-4511,-48,0,2814,28862,5018,92336,30296,13387,46293,-304,2664,56561,11264,9728,35498,35775,19032,3659,10795,-304,2664,48196,24239,5909,11939,2062,4047,1854,59783,10795,-51,-151,48889,42193,6696,381631,15.665218073689038,12.810433513986444,11.055960433009613,1.754473080976832
1978:Q1,74521,496,29956,0,1537,5390,1106,192,5891,-1799,519,-3903,263,0,2656,32561,5046,91182,31482,13435,46029,-317,553,58837,12008,9747,37016,32345,19474,3688,9013,-317,553,36502,18937,6246,2079,4550,4690,1792,72156,9013,-346,-1455,62035,45682,16353,392801,18.36970452709002,15.793002201994103,11.629807459756975,4.163194742237127
1978:Q2,71002,7548,19747,0,1316,2510,-3878,-112,7390,-890,3678,-2794,-569,0,3068,31553,4945,99485,33982,14898,50214,-332,722,60587,12415,10137,37966,38898,21567,4761,12249,-332,722,68712,28172,7420,17555,6749,8816,1774,42962,12249,1202,1718,31230,41871,-10642,403746,10.640932251466422,7.73500203057232,10.370703822085943,-2.635701791513623
1978:Q3,83829,7936,24970,0,1165,6580,4530,48,5565,-3563,5686,-2914,52,0,2864,32556,4934,103234,35306,15780,50343,-345,2150,62589,12851,10537,39129,40645,22455,5244,11214,-345,2150,65655,32438,7370,13496,5601,6750,1799,60618,11214,-633,150,50187,43431,6757,413382,14.663883312296393,12.140596739586407,10.506142018762308,1.6344547208240998
1978:Q4,82548,3965,19426,0,1713,-50,-9643,607,8005,981,16912,-1590,16,0,2970,34504,4682,104568,36163,16678,51634,-356,450,64630,13314,10948,40292,39939,22849,5729,11342,-356,450,61261,30699,8251,13283,-365,9393,1824,63049,11342,210,451,51949,44081,7867,424143,14.865113359491158,12.247879902850356,10.393016034686415,1.8548638681639407
1979:Q1,70321,-5224,24775,0,6765,11673,5969,1448,5152,-896,-3118,-4830,-848,0,2632,33569,4927,106685,35990,17574,52019,-369,1472,66540,13967,11210,41293,40145,22023,6364,10727,-369,1472,44328,24057,7337,2514,2644,7776,1862,68000,10727,-561,-1118,56717,49945,6772,439125,15.48542048042017,12.91589154815206,11.373704169487144,1.542187378664917
1979:Q2,86188,12349,13052,0,6988,13590,6935,-322,7404,-427,2420,-5565,-127,0,2893,35531,5057,107248,36555,17996,51745,-378,1330,68746,14480,11627,42563,38502,22075,6368,9182,-378,1330,76068,31560,13391,13500,8942,8675,1828,50451,9182,1087,2121,42303,46624,-4321,446192,11.306973375568582,9.480865639316322,10.449325009553073,-0.9684593702367507
1979:Q3,86054,13943,22208,0,7141,2733,3445,1073,4226,-6011,6751,-7227,-720,0,2596,34009,4620,111228,37262,18872,53803,-388,1678,70969,15011,12046,43834,40258,22252,6826,9969,-388,1678,74696,33686,13126,14209,4583,9092,1866,53483,9969,-547,156,44217,44705,-487,458191,11.672614625704671,9.650382085126614,9.756739001857303,-0.10635691673068955
1979:Q4,100269,1681,13492,0,9637,31807,26302,-968,2293,4180,7638,-6978,-528,0,2810,36236,4474,108906,36658,19010,53364,-398,271,73006,15558,12465,44901,35900,21101,6545,8464,-398,271,66828,26738,12802,13088,2264,11936,1985,71326,8464,243,-230,62389,45552,16837,470288,15.166380218273003,13.266122769782637,9.685921347173782,3.5802014226088565
1980:Q1,79311,-8608,24997,0,15066,16166,16880,6186,257,-7157,-12569,-4148,-1859,0,2458,45502,2306,107225,34729,18892,53916,-411,98,75320,15968,13040,46232,31905,18760,5853,7685,-411,98,41526,20770,12374,-4954,7301,6035,2042,71732,7685,-649,-1136,63560,50393,13168,488229,14.692260987059466,13.018559544550644,10.32153440212769,2.697025142422957
1980:Q2,86537,602,19499,0,15403,2625,938,-2039,2713,1013,-1212,-5858,437,0,2688,50569,1784,94858,28891,18071,49237,-420,-921,77875,16540,13425,47827,16983,12352,4646,1410,-420,-921,39671,16503,14745,-4025,4900,7548,2179,66028,1410,886,2054,65785,56378,9407,494789,13.344689725602516,13.295628433345257,11.394396705263908,1.9012317280813495
1980:Q3,121163,19558,32065,0,75,5566,4178,-1018,2053,353,7808,-3616,428,0,2417,54134,2728,97608,30488,18571,52361,-427,-3386,79846,17124,13771,48863,17762,13365,4800,3499,-427,-3386,54852,29076,11563,4699,4821,4693,2324,86397,3499,-744,-241,83402,58050,25352,511111,16.903739269047424,16.31771168109315,11.357616720055292,4.96009496103786
1980:Q4,126563,4441,50490,0,-5637,5966,9149,90,1302,-4575,5888,-2382,404,0,2685,57231,7477,106893,34166,19764,54886,-431,-1491,81656,17721,14079,49764,25237,16445,5685,5122,-431,-1491,59477,26136,9860,7708,8063,7710,2233,94557,5122,-22,338,89795,60075,29720,530819,17.81336417876179,16.916306989776466,11.31746414502872,5.598842844747747
1981:Q1,87709,3461,2140,0,34156,5132,718,-5310,12793,-3069,-5894,-9637,902,0,2292,48021,7136,114001,34080,20905,57190,-441,2267,83379,17619,15058,50612,30622,16460,5847,6579,-441,2267,27494,15186,10924,-4142,3571,1955,2163,93001,6579,-675,-2098,84999,60332,24667,545689,17.042787805461614,15.576431266460707,11.056155128582796,4.520276137877912
1981:Q2,96305,8469,21146,0,10042,3637,-6495,1142,7936,1054,4949,-10971,1099,0,2649,48028,7257,113792,33506,22398,56002,-441,2327,85033,18187,15328,51424,28760,15319,7070,4579,-441,2327,56879,23759,9179,7708,7136,9097,2281,70467,4579,970,2486,67404,60520,6884,554446,12.709445933723936,12.157092524936875,10.915450249190295,1.241642275746579
1981:Q3,129527,10585,25398,0,28834,20286,14744,-1124,8127,-1461,1443,-15624,930,0,2206,48714,6755,116477,31238,23692,58557,-440,3431,86868,18736,15578,52455,29609,12502,8114,6101,-440,3431,46621,17846,8359,10318,3372,6726,2377,114892,6101,-872,479,110142,70468,39674,575362,19.968723919522926,19.143156352683455,12.247642461460115,6.89551389122334
1981:Q4,154152,25997,48603,0,17212,3802,-1184,-952,80,5858,9095,-5516,1561,0,2428,43896,7074,110138,28401,25221,55051,-440,1906,88548,19267,15810,53369,21591,9134,9411,1683,-440,1906,42781,11048,13680,5954,4192,7907,2441,135402,1683,-296,301,134317,72231,62086,581920,23.268220998943345,23.081683410674163,12.412568560726319,10.669114849947844
1982:Q1,122549,-5828,56010,0,10275,18401,7423,460,12514,-1996,1616,-8874,600,0,1917,47352,1079,108577,27166,24364,56652,-470,865,88660,19023,16779,52760,19917,8143,7586,3893,-470,865,22744,10503,11326,-4345,-1614,6874,2869,122591,3893,-653,-1079,118273,74510,43763,595038,20.602260764008065,19.87650879522624,12.521847344203227,7.354661451023012
1982:Q2,127874,2108,41350,0,10496,15985,3461,874,17163,-5513,5057,-3885,-1,0,2034,53388,1342,108095,26672,23694,57293,-468,905,89877,19425,16962,53387,18218,7247,6732,3906,-468,905,52620,13437,14991,7350,4258,12584,2584,96057,3906,1184,3113,94079,76900,17179,604626,15.886948275696867,15.559845104851098,12.718652819533405,2.8411922853176925
1982:Q3,156840,14217,23671,0,25983,30855,17726,-2344,10874,4599,1974,-3362,1239,0,1645,58085,2533,109169,26846,22782,57955,-466,2052,90926,19736,17096,53986,18243,7110,5686,3969,-466,2052,49428,13259,16480,5928,4414,9347,2501,128156,3969,-688,-105,124770,71884,52887,611716,20.95022863139138,20.3967446617061,11.751123070182896,8.645621591523204
1982:Q4,122846,13501,62243,0,-14652,-6690,-5763,-6268,1997,3344,14742,-13889,1649,0,2213,58313,5415,112207,29118,22225,60771,-463,557,91616,19957,17178,54369,20592,9161,5047,6402,-463,557,56234,17075,13388,9903,4837,11031,2149,89353,6402,-412,-737,82626,67906,14720,623338,14.334573290874033,13.255383076580099,10.893893398883671,2.3614896776964267
1983:Q1,117627,7391,60006,109,-22383,18604,9096,1919,11328,-3739,-7981,-13242,6504,0,1913,60999,5707,114950,34309,21385,61763,-485,-2023,91089,19968,17329,53685,23861,14342,4056,8078,-485,-2023,33479,16778,17741,-4808,2334,1434,2071,110081,8078,-333,-1852,100483,72830,27653,638622,17.237207944250883,15.734333395613351,11.4041639655383,4.33016943007505
1983:Q2,153743,8998,45904,-46,-13675,29803,15287,265,18142,-3891,3181,-6665,8395,0,2368,69959,5521,122746,38400,21257,66512,-487,-2936,92083,20140,17405,54427,30663,18261,3852,12085,-487,-2936,73312,29024,13950,11928,7977,10433,2108,113202,12085,992,2947,103072,66322,36751,648975,17.443207902577758,15.882293937897312,10.219426872925332,5.662867064971979
1983:Q3,174144,1833,57057,111,259,41026,18787,-711,14594,8356,2453,-6614,4116,0,2043,65056,6804,126201,42381,22033,69447,-495,-7163,93175,20354,17525,55182,33026,22027,4508,14265,-495,-7163,79030,36714,15045,16774,2216,8281,2221,130361,14265,-796,30,116923,59627,57296,660610,19.73340690565404,17.699197992679665,9.025975991886288,8.673222000793377
1983:Q4,136050,498,43938,142,-969,-864,-3130,-231,1272,1225,5079,573,3718,0,2444,72943,8547,138859,44552,23131,73330,-510,-1643,94552,20609,17687,56138,44307,23943,5444,17193,-510,-1643,85893,32193,16882,24266,1393,11159,1890,96353,17193,583,130,78708,65899,12809,680629,14.156496873590713,11.563977674438163,9.682000032323042,1.8819776421151222
1984:Q1,119366,-14268,64791,253,13960,12065,14451,711,8616,-11713,-822,-20068,5278,0,1258,53270,3649,148603,46191,24157,76723,-509,2041,96366,20985,17814,57448,52238,25206,6343,19276,-509,2041,65294,29300,21891,7132,-445,7416,2177,108486,19276,705,-1699,86807,77722,9085,704212,15.405382774559397,12.326771093267626,11.036670091300696,1.2901010019669301
1984:Q2,170390,8577,69765,90,2814,53790,26020,3909,19183,4678,3489,-25964,4433,0,1520,49059,2817,153220,47402,25336,78999,-532,2015,97892,21307,18006,58457,55328,26095,7330,20542,-532,2015,100842,38369,23372,27789,2051,9261,2053,126930,20542,1835,3703,108256,80140,28116,721768,17.585978135170098,14.998729735146963,11.10325232510574,3.8954774100412224
1984:Q3,144011,-308,52786,-254,932,32876,18303,-194,16207,-1440,7238,-19651,6458,0,1356,59856,2722,154375,47296,26136,79185,-556,2313,99827,21652,18184,59865,54548,25645,7952,19321,-556,2313,90174,34691,23157,22040,-703,10989,2048,110432,19321,5,-112,90995,84855,6140,736651,14.991132416615951,12.35251102012745,11.519019345993101,0.8334916741343488
1984:Q4,174459,23027,62580,-91,26668,-673,-3051,3128,418,-1168,8268,-13947,3246,0,1903,61068,2410,157521,47789,26755,81909,-581,1650,101478,22020,18351,60976,56044,25769,8405,20933,-581,1650,98077,32295,23664,24745,1433,15940,2082,134508,20933,317,-556,112702,83595,29107,748131,17.979188235530746,15.06449885803891,11.173848956215208,3.8906499018237035
1985:Q1,165536,-3329,44585,115,7271,65586,19268,-2438,27455,21301,4033,-28774,10533,0,2110,58297,5109,162804,48118,27566,85783,-593,1930,104271,22292,18625,63230,58533,25826,8941,22553,-593,1930,80742,38595,23637,9439,63,9008,2227,145553,22553,807,-1670,120524,71390,49134,756506,19.240130183226288,15.931631410083302,9.43676935914277,6.494862050940534
