1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1972:Q3,268874,8200,56839,2209,0,0,229,45561,8840,198995,9470,17048,6293,166184,1706,1281,425,3086,48,268874,135012,62197,43158,19039,11695,11915,17758,0,8840,0,1537,1422,1577,0,723,197,2358,0,1104,0,14347,7803,6544,15950
1972:Q4,295603,8313,60775,2200,0,0,369,49558,8648,218896,10870,18588,6340,183098,4244,1561,2683,3325,50,295603,143997,64031,44938,19093,13287,13430,18412,0,8648,0,1540,1981,1790,0,767,199,2406,0,1081,0,15076,8270,6806,27370
1973:Q1,280557,8420,60979,3778,0,0,442,47870,8889,204649,11382,17058,6081,170128,3102,1387,1715,3354,53,280557,140820,61283,41062,20221,14865,11867,18181,0,8889,0,1540,1524,1889,0,612,234,2453,0,1040,0,14805,7910,6895,18736
1973:Q2,289982,8531,64079,4408,0,0,437,51568,7666,209940,10423,18166,6687,174664,4110,1723,2387,3266,56,289982,143495,62417,41060,21357,15029,12927,17066,0,7666,0,1534,1501,2016,0,664,210,2500,0,975,0,15950,8847,7103,23098
1973:Q3,282315,8614,61593,1497,0,0,500,49925,9671,205582,8203,16637,6918,173824,2988,1602,1386,3482,56,282315,143080,65208,42702,22506,9834,11315,19242,0,9671,0,1529,1435,2340,0,600,214,2546,0,907,0,16226,9020,7206,17410
1973:Q4,315419,8716,66926,2859,0,0,300,53079,10688,231556,9862,18663,8566,194465,4508,2299,2209,3656,57,315419,152350,69968,46315,23653,12642,13217,21026,0,10688,0,1527,2070,2455,0,544,297,2591,0,854,0,18910,11165,7745,27306
1974:Q1,293267,8813,65235,2432,0,0,419,52675,9709,211323,8607,17026,9024,176666,4210,2080,2130,3627,59,293267,148134,66348,42253,24095,10797,11471,19423,0,9709,0,1534,1493,2604,0,359,271,2635,0,818,0,19398,11523,7875,17696
1974:Q2,301683,8924,68531,3193,0,0,445,56538,8355,212683,8364,19379,9477,175463,7886,2731,5155,3597,62,301683,146991,66933,42598,24335,12109,13790,18183,0,8355,0,1546,1451,2840,0,305,217,2678,0,791,0,20763,12653,8110,22914
1974:Q3,298364,9069,70135,3665,0,0,704,55259,10507,210314,7377,16847,9558,176532,5130,2211,2919,3654,62,298364,149091,69630,45449,24181,11155,11289,20663,0,10507,0,1560,1502,3093,0,270,239,2721,0,771,0,20790,12473,8317,15746
1974:Q4,323327,9252,74285,3298,0,0,523,58824,11640,230361,4804,18611,10637,196309,5662,2831,2831,3703,64,323327,157533,71516,47772,23744,8254,13150,22638,0,11640,0,1581,1998,3366,0,254,284,2763,0,752,0,22722,13991,8731,27514
1975:Q1,301461,9453,73164,3860,0,0,602,58140,10562,210471,3945,17275,9117,180134,4427,2457,1970,3878,68,301461,144896,75945,52231,23714,8945,11930,21308,0,10562,0,1412,1613,3626,0,317,234,2804,0,740,0,21020,12176,8844,17417
1975:Q2,321357,9687,78090,6137,0,0,454,61415,10084,223065,3110,18217,9895,191843,6387,2768,3619,4056,72,321357,154820,78080,54311,23769,11293,12963,21137,0,10084,0,1455,1546,3915,0,332,230,2845,0,730,0,22297,13117,9180,20767
1975:Q3,317862,9934,79695,7605,0,0,306,60616,11168,218815,3175,16652,9677,189311,5096,2781,2315,4248,74,317862,157040,77573,53584,23989,12848,11473,22286,0,11168,0,1527,1294,4183,0,296,204,2885,0,729,0,22187,12764,9423,14455
1975:Q4,343348,10218,84640,7768,0,0,484,64136,12252,237731,3112,18726,10178,205715,6238,3013,3225,4445,76,343348,158857,82597,58272,24325,11153,13626,24475,0,12252,0,1681,1924,4400,0,275,281,2924,0,738,0,23606,13675,9931,29034
1976:Q1,325037,10403,83177,7668,0,0,396,63856,11257,220542,2378,15971,9721,192472,6355,2816,3539,4427,133,325037,154281,83028,58428,24600,10233,10936,23070,0,11257,0,1486,1295,4617,0,265,285,2962,0,903,0,23104,12933,10171,20385
1976:Q2,344413,10558,91301,12452,0,0,561,66307,11981,231168,4626,17336,9892,199314,6800,3122,3678,4406,180,344413,160004,84024,59066,24958,17935,12336,24280,0,11981,0,1615,1420,4704,0,285,265,2999,0,1011,0,24218,13575,10643,21616
1976:Q3,341408,10685,92120,12716,0,0,535,66582,12287,226822,5678,16520,10630,193994,6993,3147,3846,4557,231,341408,161997,84033,58507,25526,19881,11514,24197,0,12287,0,1739,1081,4619,0,254,217,3036,0,964,0,25197,14312,10885,14589
1976:Q4,368330,10820,94535,10853,0,0,647,70914,12121,249377,3023,17715,11857,216782,8605,4366,4239,4710,283,368330,169708,89238,62967,26271,14990,12666,24829,0,12121,0,1910,1697,4510,0,266,235,3072,0,1018,0,28120,16870,11250,28779
1977:Q1,350547,10939,91117,8240,0,0,451,70302,12124,235645,3426,16300,11159,204760,7786,3621,4165,4698,362,350547,169573,85387,58578,26809,11898,11196,24003,0,12124,0,1765,956,4499,0,236,234,3107,0,1082,0,26587,15231,11356,21903
1977:Q2,369559,11081,101803,15623,0,0,611,72844,12725,242874,2820,17825,11425,210804,8705,3735,4970,4638,458,369559,172912,88119,60714,27405,19148,12684,25102,0,12725,0,1895,1119,4567,0,300,224,3142,0,1130,0,27619,15771,11848,23975
1977:Q3,373264,11206,103340,16174,0,0,565,75275,11326,242463,5294,16800,11215,209154,11130,4047,7083,4572,553,373264,180829,88590,60460,28130,21995,11626,23925,0,11326,0,1828,1232,4694,0,320,272,3176,0,1077,0,27984,15827,12157,18315
1977:Q4,400201,11331,100604,7506,0,0,618,78558,13922,271467,7315,18948,13533,231671,11624,5119,6505,4537,638,400201,184665,95671,66717,28954,14626,13740,27652,0,13922,0,2183,1883,4835,0,280,304,3209,0,1036,0,31971,19270,12701,31876
1978:Q1,371571,11441,96614,5098,0,0,572,79322,11622,247153,3560,16700,12529,214364,11098,4557,6541,4518,747,371571,184363,89681,59929,29752,9099,11463,24324,0,11622,0,1678,1123,4944,0,332,264,3241,0,1120,0,30636,17658,12978,22005
1978:Q2,398881,11565,107194,11951,0,0,537,82818,11888,262900,7960,18210,12855,223875,11832,4302,7530,4488,902,398881,191103,92908,62348,30560,20073,12958,25084,0,11888,0,1821,1285,5031,0,387,298,3272,0,1102,0,31233,17694,13539,25522
1978:Q3,405358,11683,113369,16949,0,0,445,83834,12141,262455,7941,17121,12186,225207,12375,4242,8133,4496,980,405358,198214,94641,63256,31385,25109,11900,25926,0,12141,0,2219,1178,5119,0,419,248,3303,0,1299,0,30920,16873,14047,18648
1978:Q4,434464,11831,107911,4436,0,0,674,87331,15470,294969,14075,18978,13485,248431,14083,4863,9220,4591,1079,434464,201337,105242,73015,32227,18652,13812,30390,0,15470,0,2602,1857,5184,0,385,334,3333,0,1225,0,33962,19022,14940,31069
1979:Q1,400101,12158,106569,6111,0,0,552,87561,12345,261346,4163,16540,11527,229116,14066,4616,9450,4794,1168,400101,195195,103552,70571,32981,10436,11426,26042,0,12345,0,2125,869,5207,0,459,301,3362,0,1374,0,31661,16695,14966,21789
1979:Q2,429070,12525,108252,3661,0,0,571,90748,13272,285789,16276,17630,13274,238609,16046,5478,10568,5121,1337,429070,206801,102495,68771,33724,20826,12545,27878,0,13272,0,2453,1212,5189,0,479,356,3391,0,1526,0,34805,19323,15482,23720
1979:Q3,444233,12825,113201,6826,0,0,473,92293,13609,296562,19862,16775,14334,245591,14753,5224,9529,5451,1441,444233,220038,103192,68762,34430,27081,11701,28383,0,13609,0,2581,842,5142,0,484,370,3419,0,1936,0,36127,20031,16096,17711
1979:Q4,474335,13091,117865,4569,0,0,785,94023,18488,321421,14475,18697,17041,271208,14840,5619,9221,5662,1456,474335,221039,114183,79073,35110,19183,13611,35213,0,18488,0,2852,2095,5055,0,566,506,3446,0,2205,0,40087,23445,16642,31019
1980:Q1,440589,13352,113144,2920,0,0,572,94319,15333,296218,8099,16399,16462,255258,10391,5781,4610,5770,1714,440589,211672,112534,76665,35869,11623,11297,31637,0,15333,0,3105,1063,4919,0,616,482,3472,0,2647,0,39903,22815,17088,21923
1980:Q2,463459,13523,118086,3728,0,0,814,97496,16048,310537,13026,17750,19375,260386,13601,5915,7686,5791,1921,463459,216035,114969,78363,36606,17428,12643,32866,0,16029,19,3026,1733,4721,0,664,466,3497,0,2711,0,44313,26104,18209,25205
1980:Q3,479488,13653,121362,4568,0,0,545,98922,17327,321658,19090,16716,16177,269675,14716,5889,8827,5783,2316,479488,234910,116250,78961,37289,25115,11602,33337,0,17307,20,2985,1196,4447,0,589,366,3522,0,2905,0,40989,22611,18378,17285
1980:Q4,497348,13832,127467,3499,0,0,543,103597,19828,333212,11917,18166,16873,286256,13749,6046,7703,5800,3288,497348,238699,116601,78660,37941,16176,13041,37259,0,19807,21,2947,2643,4162,0,603,533,3546,0,2997,0,42877,23462,19415,32695
1981:Q1,480094,14004,123979,3526,0,0,528,102616,17309,319905,10219,15493,15171,279022,12950,5496,7454,5832,3424,480094,241672,111455,73026,38429,19813,10357,33668,0,17288,21,2976,1765,3931,0,784,384,3569,0,2950,0,41101,21195,19906,22028
1981:Q2,495810,14158,127786,3401,0,0,468,105345,18572,331862,17006,16664,17207,280985,12487,5500,6987,5864,3653,495810,249611,107732,68773,38959,17720,11522,34711,0,18549,23,3003,1984,3740,0,716,384,3592,0,2720,0,43523,23175,20348,30991
1981:Q3,498574,14313,128674,3977,0,0,501,104989,19207,334520,19560,15300,16985,282675,11456,6103,5353,5895,3716,498574,259581,104000,64426,39574,23978,10155,36300,0,19185,22,3019,2557,3571,0,743,450,3614,0,3139,0,43818,23589,20229,20742
1981:Q4,524191,14482,136517,4745,0,0,684,112443,18645,355783,10803,16735,13851,314394,7605,5142,2463,5923,3881,524191,284890,97936,57674,40262,17367,11588,36027,0,18623,22,2982,3161,3426,0,624,710,3635,0,2844,0,40651,19677,20974,35732
1982:Q1,499354,14637,131842,3350,0,0,552,111304,16636,336630,12869,14648,11852,297261,6116,3773,2343,5964,4165,499354,278757,94473,53891,40582,18910,9498,31676,0,16612,24,3097,794,2924,0,652,521,3654,0,3398,0,36708,16177,20531,29332
1982:Q2,508730,14777,138646,4559,0,0,731,113233,20123,338352,11355,15924,12330,298743,6343,4212,2131,6033,4579,508730,280294,94843,53690,41153,17130,10768,35788,0,20097,26,3057,1592,2818,0,760,491,3672,0,3275,0,39639,17273,22366,30268
1982:Q3,532487,14912,146229,11398,0,0,512,115095,19224,354855,20841,14659,11465,307890,5506,3441,2065,6070,4915,532487,293329,96587,54252,42335,34884,9514,35918,0,19198,26,2964,1651,2569,0,836,427,3690,0,4557,0,38088,15418,22670,24167
1982:Q4,562865,15043,147018,5462,0,0,435,121565,19556,383151,16864,15564,11605,339118,5920,3977,1943,6014,5719,562865,305157,112027,68019,44008,24513,10390,37784,0,19532,24,2774,3439,2259,0,981,560,3711,0,4504,0,39458,16017,23441,33536
1983:Q1,550598,15213,145176,4070,0,0,587,122209,18310,372480,14563,13827,12460,331630,5446,3453,1993,5858,6425,550598,310556,107905,61905,46000,20669,8626,33515,0,18286,24,2402,1305,2113,0,1202,499,3732,0,3952,0,40345,16500,23845,28982
1983:Q2,585434,15392,156335,9297,0,0,379,126183,20476,394653,22160,15760,12958,343775,6271,3972,2299,5593,7190,585434,317506,116583,68535,48048,33178,10543,36053,0,20451,25,2204,1778,2246,0,1226,356,3754,0,4013,0,42378,17309,25069,29193
1983:Q3,591825,15568,164767,17025,0,0,487,129821,17434,392801,22836,13628,12270,344067,5751,3696,2055,5311,7627,591825,317164,123739,73516,50223,41761,8395,32088,0,17410,24,1744,1344,2585,0,1161,623,3776,0,3421,0,42508,16453,26055,26170
1983:Q4,603794,15732,160788,4124,0,0,461,135180,21023,407926,11521,15365,12974,368066,6252,4164,2088,5100,7996,603794,315392,142066,89573,52493,16444,10129,37069,0,20996,27,1183,2527,2729,0,1400,765,3801,0,3641,0,45145,17599,27546,37549
1984:Q1,595637,15889,157544,4187,0,0,509,135490,17358,402862,13040,17411,12705,359706,6159,4304,1855,4940,8243,595637,300197,155909,102485,53424,18381,12166,32408,0,17333,25,1087,1248,3076,0,1623,764,3526,0,3726,0,45042,17518,27524,31534
1984:Q2,608409,16113,164289,4920,0,0,412,140859,18098,408074,12040,19989,12910,363135,6349,4464,1885,4800,8784,608409,307729,151707,97238,54469,18636,14730,34824,0,18073,25,1898,1843,3479,0,1790,663,3528,0,3525,0,46736,17786,28950,34047
1984:Q3,615497,16237,168468,8979,0,0,386,140729,18374,411224,24718,17939,12968,355599,5590,3946,1644,4697,9281,615497,306037,152576,96723,55853,34521,12672,34751,0,18345,29,1649,1189,3466,0,2003,952,3630,0,3488,0,46640,17300,29340,28300
1984:Q4,653959,16418,173629,5829,0,0,422,143105,24273,444553,15546,21033,15956,392018,5218,3321,1897,4646,9495,653959,327378,160237,102698,57539,21828,15759,43076,0,24238,35,1713,3059,3297,0,1999,1346,3485,0,3904,0,49641,19699,29942,36040
1985:Q1,620366,16588,166619,3617,0,0,394,144525,18083,416871,13639,18607,14054,370571,5494,3751,1743,4659,10135,620366,321737,150217,90366,59851,17379,13326,36227,0,18058,25,2319,1519,3536,0,2339,944,3550,0,3937,0,48382,18199,30183,33098
1985:Q2,659293,16783,173431,3876,0,0,439,150234,18882,447412,24004,22284,15046,386078,5747,4020,1727,4738,11182,659293,332403,158964,96506,62458,27693,16995,38236,0,18857,25,2338,1622,3781,0,2886,1147,3829,0,3751,0,50957,19505,31452,34045
1985:Q3,681712,16924,175856,4720,0,0,724,149308,21104,465396,16652,20653,15624,412467,6900,4663,2237,4845,11791,681712,344072,172773,107016,65757,21029,15356,43498,0,21070,34,2949,2454,3821,0,2496,2008,4466,0,4200,0,53402,21011,32391,31582
1985:Q4,739016,17052,190854,9901,0,0,540,154876,25537,506200,25797,22487,15988,441928,7329,4663,2666,4940,12641,739016,338859,197485,125714,71771,33973,17182,58080,0,25537,0,6519,7546,3281,0,2351,2129,4442,0,6275,0,54449,21191,33258,38988
1986:Q1,706636,17207,180748,3897,511,0,338,154751,21251,484419,11948,20252,15779,436440,6820,4164,2656,5042,12400,706636,351593,188505,115339,73166,14951,14939,51754,0,21251,0,6872,6055,2821,0,2300,2106,4818,0,5531,0,53548,20281,33267,31346
1986:Q2,760728,17330,186515,3744,450,0,370,159730,22221,531450,25224,25619,16279,464328,8045,5100,2945,5169,12219,760728,385015,186128,112387,73741,26717,20299,53730,0,22221,0,7416,6957,2431,0,2200,2450,4830,0,5225,0,55385,21749,33636,33454
1986:Q3,770172,17438,192243,8006,663,0,382,160583,22609,534945,28211,22296,16258,468180,7660,4793,2867,5286,12600,770172,403893,177915,103940,73975,33585,16969,57134,0,22609,0,7915,7212,2106,0,2499,2662,5935,0,6196,0,55583,21433,34150,25093
1986:Q4,864534,17567,203786,8015,917,0,424,168778,25652,616533,27480,25697,18670,544686,8253,4781,3472,5359,13036,864534,456032,198348,123998,74350,32846,20364,66392,0,25652,0,8751,9535,1902,0,3082,3657,5363,0,8450,0,59554,23875,35679,30998
1987:Q1,786419,17735,195201,4094,577,0,466,167571,22493,547123,8649,21760,17150,499564,7474,4382,3092,5386,13500,786419,420106,199534,124940,74594,10024,16421,60188,0,22493,0,8802,7981,1787,0,3709,3065,5576,0,6775,0,57597,21998,35599,22549
1987:Q2,845120,17889,212343,14266,458,0,346,173323,23950,587761,30924,25295,17528,514014,7568,4725,2843,5365,14194,845120,432879,203844,129056,74788,42488,19951,61210,0,23950,0,9421,7682,1707,0,4301,2366,5471,0,6312,0,59587,22599,36988,25161
1987:Q3,839955,18006,209285,9580,419,0,507,174357,24422,584989,32975,23251,15301,513462,7936,5146,2790,5339,14400,839955,437622,204158,129178,74980,37426,17902,63020,0,24422,0,9906,8192,1652,0,4712,2093,6075,0,5968,0,58588,20954,37634,21239
1987:Q4,867714,18177,219113,5759,1027,0,313,187156,24858,602706,21644,26745,17225,537092,7647,4932,2715,5350,14721,867714,451128,208865,133651,75214,21410,21392,68128,0,24858,0,10231,8796,1636,0,4844,3587,6728,0,7448,0,62015,22470,39545,34776
1988:Q1,843502,18339,212701,2882,436,0,649,185624,23110,584093,23520,23833,15989,520751,8175,5250,2925,5394,14800,843502,442335,205592,128805,76787,20996,23833,65367,0,23110,0,8910,6593,1836,0,4852,3353,7057,0,9656,0,61529,21888,39641,23850
1988:Q2,886809,18501,227962,10194,351,0,443,191409,25565,611046,32559,28324,17162,533001,8979,5380,3599,5460,14861,886809,446878,213793,135592,78201,39514,28324,69988,0,25565,0,8560,6514,2436,0,5095,3140,7727,0,10951,0,64482,22985,41497,23830
1988:Q3,878233,18637,231046,13412,358,0,392,194791,22093,599015,34154,26963,16162,521736,8715,4932,3783,5540,15280,878233,445683,212983,133955,79028,44806,26963,64858,0,22093,0,7825,5610,3536,0,4736,3301,7585,0,10172,0,63815,21486,42329,19125
1988:Q4,912683,18799,238823,9051,548,0,374,201289,27561,625285,28979,29292,16640,550374,8662,4922,3740,5628,15486,912683,460921,225196,145405,79791,32118,29292,69385,0,27561,0,6547,5491,4547,0,4410,3556,7883,0,9390,0,65592,21936,43656,30179
1989:Q1,849714,19036,229499,4919,246,0,415,201716,22203,571190,13513,24279,17187,516211,8444,4562,3882,5745,15800,849714,441356,218570,138197,80373,13572,24279,63247,0,22203,0,7503,5262,5122,0,3685,3101,7559,0,8812,0,66575,22164,44411,22115
1989:Q2,887457,19253,242999,12627,156,0,288,207153,22775,594639,34390,26850,15681,517718,8531,4937,3594,5914,16121,887457,437110,220105,139884,80221,42937,26850,67626,446,22775,0,8539,6039,5072,0,3593,3400,8031,0,9731,0,67208,20906,46302,25621
1989:Q3,875383,19425,242622,13892,209,0,366,205033,23122,581563,30278,25683,16278,509324,9250,4887,4363,6053,16470,875383,434347,221388,141324,80064,36747,25683,68205,480,23122,0,9700,6706,4697,0,3298,3169,8284,0,8749,0,67491,21531,45960,21522
1989:Q4,920823,19627,249329,6672,1222,0,607,212157,28671,620587,25582,28408,16703,549894,8389,4795,3594,6079,16812,920823,451522,234901,153925,80976,25570,28408,82146,456,28671,0,14413,10584,4141,0,3171,2284,8668,0,9758,0,69510,22105,47405,28766
1990:Q1,876779,19841,243751,5372,241,0,302,214585,23251,580632,16719,25562,14860,523491,8993,5376,3617,5987,17575,876779,436999,226143,144236,81907,15129,25562,76053,568,23251,0,13084,10862,3666,0,3790,2055,8632,0,10145,0,70890,20538,50352,26003
1990:Q2,911258,20066,253548,6050,183,0,382,222639,24294,604933,32072,27913,14910,530038,8595,5125,3470,5771,18345,911258,445768,226576,144172,82404,31113,27913,74153,470,24294,0,12063,9670,3266,0,4318,2234,9112,0,8726,0,74822,20417,54405,30913
1990:Q3,914390,20221,260515,8165,235,0,437,226926,24752,600576,36595,27071,16418,520492,9212,5313,3899,5536,18330,914390,445407,222158,138790,83368,33389,27071,73808,533,24752,0,10091,7851,3416,0,4716,2112,9458,0,10879,0,81463,22168,59295,31094
1990:Q4,967330,20402,276634,9521,162,0,390,233971,32590,637848,30919,28934,16307,561688,8744,5098,3646,5381,18321,967330,462339,242365,159167,83198,25417,28934,76926,535,32590,0,7470,5810,3311,0,4974,2109,9879,0,10248,0,85786,21795,63991,45563
1991:Q1,931117,20574,278014,11545,124,0,236,241402,24707,599509,26325,26123,14953,532108,8285,5161,3124,5285,19450,931117,473207,210377,126388,83989,32672,26123,66873,659,24707,0,6284,5163,3226,0,4366,1955,10345,0,10168,0,88384,20350,68034,33481
1991:Q2,959889,20749,283621,12435,141,0,234,245184,25627,621697,36038,30146,13506,542007,8047,5134,2913,5213,20562,959889,475198,218448,133193,85255,40223,30146,67626,575,25627,0,5914,5261,3141,0,4640,1855,10019,0,10594,0,88446,18874,69572,39802
1991:Q3,977059,20886,281763,8535,213,0,392,243866,28757,640117,38534,30325,14497,556761,8561,5087,3474,5182,20550,977059,480548,229880,145376,84504,27232,30325,68440,579,28757,0,5537,5542,3056,0,3038,1753,11107,0,9071,0,93086,19976,73110,47548
1991:Q4,1056122,21014,307686,18333,1626,0,985,253139,33603,692726,36414,34239,14103,607970,8946,5306,3640,5203,20547,1056122,509691,249822,164495,85327,50916,34239,75358,528,33603,0,5334,5560,2965,0,3807,1205,12165,0,10191,0,97198,20394,76804,38898
1992:Q1,1022626,21135,290189,7557,175,0,384,252735,29338,676366,16693,32176,13330,614167,8037,5646,2391,5299,21600,1022626,522889,242201,154598,87603,23391,32176,70925,599,29338,0,5298,5532,2917,0,3960,1269,12036,0,9976,0,96597,19360,77237,34447
1992:Q2,1064402,21253,304318,14242,165,0,233,259985,29693,702599,36104,34152,15174,617169,8109,5597,2512,5479,22644,1064402,530863,242356,153585,88771,48971,34152,71147,482,29693,0,5409,5415,2909,0,4435,1009,11482,0,10313,0,98769,21004,77765,38144
1992:Q3,1103369,21338,322463,25113,216,0,554,266386,30194,721695,38203,35542,16228,631722,8399,5763,2636,5674,23800,1103369,554344,242431,151780,90651,59309,35542,74450,501,30194,0,5544,5190,2904,0,6409,927,12130,0,10651,0,105872,22545,83327,31421
1992:Q4,1166537,21447,321738,8000,247,0,237,281384,31870,784151,30552,38125,15839,699635,8320,5825,2495,5816,25065,1166537,617684,249374,158671,90703,31741,38125,76368,446,31870,0,5576,4923,2919,0,6515,1196,12556,0,10367,0,109791,21901,87890,43454
1993:Q1,1119900,21573,319050,7267,212,0,327,280683,30561,740062,18750,36491,15599,669222,8340,5592,2748,5925,24950,1119900,594081,244283,152194,92089,22661,36491,75832,503,30561,0,5525,5022,2953,0,5836,1011,13335,0,11086,0,111840,21518,90322,34712
1993:Q2,1200363,21705,351708,28818,183,0,294,290203,32210,787521,36516,39106,15031,696868,8534,6092,2442,6022,24873,1200363,613936,250779,158090,92689,61834,39106,77797,408,32210,0,5405,5121,2978,0,6129,851,13823,0,10872,0,117200,21417,95783,39711
1993:Q3,1213819,21866,348040,17673,200,0,508,297924,31735,802828,38426,39192,18861,706349,9192,6082,3110,6093,25800,1213819,639260,247207,154034,93173,53892,39192,76818,378,31735,0,5275,5221,2995,0,5460,1303,13444,0,11007,0,126907,25451,101456,30543
1993:Q4,1284652,22095,359043,15186,285,0,396,310505,32671,862283,42633,40180,15563,763907,8347,5684,2663,6125,26759,1284652,671474,271953,178018,93935,52188,40180,81702,372,32671,0,5189,5320,3055,0,6619,2123,14072,0,12281,0,126151,21643,104508,41004
1994:Q1,1252143,22318,353935,6551,210,0,460,315275,31439,833900,39780,40120,16730,737270,8805,5460,3345,6135,27050,1252143,648165,272810,175081,97729,45982,40120,81963,435,31439,0,5145,5426,3184,0,5476,1720,14225,0,14913,0,131866,22650,109216,31237
1994:Q2,1263904,22528,370126,9709,177,0,615,325199,34426,828611,42889,41198,16974,727550,8605,5583,3022,6203,27831,1263904,638408,275316,175125,100191,51684,41198,84879,301,34426,0,5101,5534,3362,0,5794,1579,14601,0,14181,0,138125,23172,114953,34294
1994:Q3,1236873,22779,370559,7211,215,0,347,331631,31155,800467,30383,38874,17612,713598,8701,5550,3151,6167,28200,1236873,628194,281599,177254,104345,36394,38874,82915,360,31155,0,5057,5639,3541,0,7137,1649,14918,0,13459,0,142467,23509,118958,26430
1994:Q4,1278331,22994,389373,7496,772,0,256,342720,38129,822168,23751,42086,17141,739190,8768,6063,2705,6233,28795,1278331,643247,291787,185515,106272,27819,42086,88792,320,38129,0,5013,5746,3988,0,6737,1337,15500,0,12022,0,148553,23460,125093,36047
1995:Q1,1222935,23226,383971,4904,290,0,380,347106,31291,772351,15634,39275,17038,700404,8135,5608,2527,5852,29400,1222935,623195,275210,163852,111358,16328,39275,83366,434,31291,0,4973,5630,4200,0,5139,1276,16433,0,13990,0,153446,23026,130420,32115
1995:Q2,1273394,23490,408593,21296,131,0,182,353388,33596,797003,39731,41930,16845,698497,7933,5299,2634,6215,30160,1273394,627942,273121,159423,113698,59027,41930,85186,358,33596,0,4932,5515,4414,0,4687,1603,16811,0,13270,0,153882,22326,131556,32306
1995:Q3,1221757,23760,394885,8942,218,0,219,352434,33072,758483,30307,40797,18105,669274,8138,5454,2684,5991,30500,1221757,594201,282774,165359,117415,38689,40797,86404,435,33072,0,4892,5401,4629,0,5145,1098,16944,0,14788,0,156367,23778,132589,22525
1995:Q4,1251918,24003,407712,6249,818,0,404,359679,40562,774238,19003,42911,18136,694188,8659,5982,2677,6416,30890,1251918,596874,307886,188079,119807,22173,42911,91753,424,40562,0,4851,5286,4853,0,4207,1512,16309,0,13749,0,158455,24522,133933,31866
1996:Q1,1192555,24269,399790,7335,234,0,210,357625,34386,722707,16832,38790,17679,649406,8564,5539,3025,6225,31000,1192555,582979,283139,158999,124140,24179,38790,85240,579,34386,0,4811,5054,5076,0,4772,1064,16574,0,12924,0,154050,23428,130622,24178
1996:Q2,1216970,24520,408664,7981,223,0,191,364592,35677,735984,31360,40174,20864,643586,8727,6296,2431,6474,32601,1216970,564760,295566,164724,130842,42763,40174,88949,552,35677,0,3756,4933,5297,0,5883,711,16813,0,15327,0,161720,27351,134369,23038
1996:Q3,1221928,24744,414153,7986,269,0,270,367401,38227,735959,37794,38334,19801,640030,7988,5507,2481,6545,32539,1221928,547503,311962,177224,134738,47479,38334,94089,596,38227,0,4089,4808,5521,0,7186,605,17517,240,15300,0,166489,25578,140911,16072
1996:Q4,1245552,24966,434639,7991,785,0,181,380496,45186,738569,28684,40623,21597,647665,7998,5330,2668,6904,32476,1245552,537262,328285,189301,138984,38314,40623,102755,591,45186,0,3938,4381,5519,0,7466,780,18953,290,15651,0,175192,27108,148084,23121
1997:Q1,1204579,25157,426801,6258,247,0,926,382219,37151,703602,24028,38042,21579,619953,8001,5244,2757,6819,34199,1204579,510430,334820,191362,143458,39963,38042,92255,673,37151,0,4233,3496,6059,0,5353,1170,18976,384,14760,0,178559,27749,150810,10510
1997:Q2,1242709,25274,445406,16711,211,0,195,389882,38407,720858,34243,40620,23520,622475,8857,5904,2953,6993,35321,1242709,505615,334222,184566,149656,57758,40620,104026,492,38407,0,4062,4062,6339,0,8820,3250,20144,372,18078,0,184754,29619,155135,15714
1997:Q3,1202448,25402,441228,7947,288,0,193,394269,38531,684114,33511,40639,22675,587289,8255,5538,2717,6705,36744,1202448,471953,343454,188636,154818,49307,40639,101261,526,38531,0,4168,3678,7165,0,6505,2190,19050,497,18951,0,189503,28406,161097,6331
1997:Q4,1254193,25543,463716,5669,799,0,464,411780,45004,712190,27779,42856,26002,615553,8817,5712,3105,7327,36600,1254193,501340,340114,178778,161336,41582,42856,112882,460,45004,0,4235,8219,6889,0,5314,2097,18554,428,21682,0,202687,32178,170509,12732
1998:Q1,1210309,25664,455490,5755,255,0,177,411519,37784,672799,21691,39288,25730,586090,8303,5762,2541,7453,40600,1210309,466346,353365,191770,161595,37857,39288,105666,527,37784,0,3709,3490,6562,0,6666,1797,19610,594,24927,0,202119,31669,170450,5668
1998:Q2,1263104,25786,476767,18344,198,0,211,419601,38413,705301,48510,41910,24658,590223,8842,5746,3096,7670,38738,1263104,471423,355005,192645,162360,82928,41910,106222,392,38413,0,3594,4774,6221,0,7610,2238,20116,629,22235,0,202898,30615,172283,2718
1998:Q3,1215969,25991,473905,5044,254,0,357,429052,39198,662311,30036,39920,22436,569919,8323,5681,2642,7751,37688,1215969,460654,353745,189102,164643,47053,39920,108965,417,39198,0,3801,4336,5875,0,7749,2501,18653,501,25934,0,207264,28474,178790,-1633
1998:Q4,1262345,26270,499063,6171,1501,0,177,449157,42057,676861,13157,43613,23220,596871,8584,5420,3164,8530,43037,1262345,519516,330666,163220,167446,23186,43613,118277,358,42057,0,4014,5347,6025,0,9973,4952,19644,529,25378,0,213173,28817,184356,13914
