1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2022:Q4,843464,477737,164732,190911,10084,843464,440609,402855,82963,319892,0,843464,-9056,-15144,2252,13660,-228,8032,5856,0,-856,563606,449666,17528,108,96304,-1828,50758,-6724,-5252,146484,67153,73350,7004,-1787,764,181655,189979,-7992,-160,-172,0,-88322,16,12216
2023:Q1,706845,375242,112496,209047,10060,706845,374442,332403,109135,223268,0,706845,1172,40072,2416,6840,-828,4224,3444,0,-32444,391563,303730,12912,48,74873,308,48069,-3104,404,64092,7781,58324,-6752,5112,-372,139671,151755,-11888,-156,-40,0,76310,-20811,-7712
2023:Q2,608663,401082,95012,102397,10172,608663,392342,216321,12021,204300,0,608663,-2852,15936,1176,4260,-2692,3272,3680,0,-31424,254846,169419,11636,-212,74003,4960,60404,-4572,-3628,161536,65287,84155,5528,5714,852,193217,197217,-6316,-156,2472,0,-3016,-4793,-37388
2023:Q3,696425,481659,94464,110018,10284,696425,476675,219750,41686,178064,0,696425,476,14136,632,11700,-2476,9900,4276,0,-30352,266739,193881,-7636,1152,79342,424,45704,-3592,-1000,147634,31138,99954,10116,6417,8,222543,217707,5060,-156,-68,0,54062,-13697,-18984
2023:Q4,434535,288600,76496,59154,10284,434535,284996,149538,42562,106976,0,434535,-1768,20232,1052,9500,-2100,6528,5072,0,-29464,197613,158706,800,2576,35530,4432,26827,-2340,-2844,50814,9025,24747,11108,3965,1968,175541,158673,16764,-152,256,0,-23593,1725,6808
2024:Q1,533957,316159,96384,105898,15516,533957,296827,237130,60202,176928,0,533957,-3680,4,1168,8876,-1936,5368,5444,0,5308,145630,91929,5772,788,47141,948,51781,-3636,-2244,91812,352,76846,3660,10094,860,161233,158045,3196,-148,140,0,108493,-22825,-8912
2024:Q2,571657,456819,74088,25239,15512,571657,436543,135115,19159,115956,0,571657,-4380,12548,1144,8448,-2320,6604,4164,0,5328,181181,108330,11704,336,60811,-620,62958,-3932,688,125163,20245,82573,11736,9793,816,182973,181777,1184,-156,168,0,712,1078,-1632
2024:Q3,628584,457657,75968,79271,15688,628584,440353,188231,53355,134876,0,628584,-6072,992,1484,4796,-2284,2988,4092,0,5376,149561,88216,-6312,1288,66369,116,98362,-5200,764,148775,-436,129100,10652,6952,2508,177355,183675,-6384,-148,212,0,60677,-6706,-1696
2024:Q4,530530,359942,128060,26844,15684,530530,349158,181372,14088,167284,0,530530,-5928,2312,1716,9400,-2436,7164,4672,0,5412,76437,24725,-1476,1596,51591,-2424,55422,-4588,3132,144346,14983,104461,16616,6201,2084,174063,186883,-13276,-144,600,0,87110,-423,-15456
2025:Q1,477891,332270,81640,50173,13808,477891,314210,163681,46045,117636,0,477891,-5196,144,1412,9804,-2596,6680,5720,0,5400,104307,48209,-7700,-4312,68110,-1504,29020,-4732,584,109961,-16013,109168,3432,11562,1812,151911,155035,-3604,-144,624,0,80741,-17606,13644
