1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1971:Q1,903659,98331,805328,697639,107689,36,296,18156,90262,4954,210893,265970,133009,91053,35048,8051,-1143,132961,168098,34788,96880,0,0,-34108,-35144,-3884,-4048,8968,1560,-540,2100,0,-10116,5506,1572,5996,63396,0,2624,35137,0,34029,21820,18265,-9356,2188,1112,756,352,-55077
1971:Q2,927064,100714,826350,712146,114204,-468,332,18967,92652,5035,219988,273322,140260,93781,39305,8408,-1234,133062,172219,18496,68548,0,0,20564,15608,-7352,1224,11084,-7220,-752,-6468,0,-1712,-321,128,6336,64920,0,2480,39157,0,38257,15840,11161,6900,4636,-280,596,304,-53334
1971:Q3,941115,102307,838808,725067,113741,-156,340,19780,94595,5450,222170,266880,145364,96059,41842,8758,-1295,121516,166241,28340,50888,0,0,17496,5220,3264,-852,9864,-6996,-676,-6320,0,-2408,4121,-988,6520,66788,0,2480,44725,0,43153,26784,15013,-3356,3772,940,1276,296,-44710
1971:Q4,959300,105468,853832,741768,112064,-316,344,22549,95891,7749,222095,160066,151582,99643,43932,9330,-1323,8484,71189,-28248,53984,0,0,-27844,-30104,2660,-1020,620,9744,11156,-1412,0,-10396,-3987,608,6552,68188,0,2588,62705,0,61509,31808,17893,6084,5200,524,876,320,62029
1972:Q1,986539,119785,866754,759398,107356,-88,380,23517,97548,7737,220216,284789,157822,101793,47120,10183,-1274,126967,181553,24304,72968,0,0,-5476,-2328,-7128,2516,1464,3308,-2912,6220,0,-1856,3209,1172,6676,74504,0,2744,54586,0,53470,33808,16546,-6772,9032,856,636,480,-64573
1972:Q2,1004185,123370,880815,778380,102435,-248,368,24725,99983,6024,220503,277623,162426,104884,48150,10662,-1270,115197,177135,15884,70796,0,0,19804,20812,-4664,1836,1820,-16,4112,-4128,0,-5496,-9889,-2644,6824,79060,0,2812,61938,0,60682,25672,20738,6912,6616,744,676,580,-57120
1972:Q3,1030120,124277,905843,797157,108686,300,372,26281,102285,6435,230745,275189,167088,108125,49338,10893,-1268,108101,161591,-504,81824,0,0,-4808,-3684,-2872,-728,2476,-5580,-3960,-1620,0,628,-1753,-644,6940,82556,0,2932,53490,0,52182,35760,16938,-4820,3448,856,716,592,-44444
1972:Q4,1076989,127128,949861,822223,127638,-148,376,29869,104738,7020,254701,245526,176639,113482,53191,11238,-1272,68887,144869,14156,67588,0,0,-20896,-14764,-8264,3224,-1092,14968,11512,3456,0,-4896,-14347,-3524,7056,81640,0,3124,75982,0,74158,41152,23834,7432,1128,612,1316,508,9175
1973:Q1,1095077,126399,968678,846972,121706,-272,516,36946,107113,7256,257721,302230,188738,122194,56561,11273,-1290,113492,186734,20416,85516,0,0,7904,-556,-1436,8868,1028,1288,-6128,7416,0,-8344,-8974,-1584,7216,80300,0,2996,73242,244,72394,43392,24978,5784,-2864,1104,160,444,-44509
1973:Q2,1124860,129181,995679,863022,132657,-340,544,34024,110355,6116,270036,335797,187362,121715,55585,11369,-1307,148435,206169,28564,58892,0,0,33912,31484,-276,3444,-740,3580,8124,-4544,0,-8052,2341,-2756,7416,79216,0,3056,57734,332,55814,33056,25582,1488,-4444,132,1196,392,-65761
1973:Q3,1152519,134089,1018430,881805,136625,16,552,30936,113830,6312,274543,303831,186658,121256,55430,11303,-1331,117173,183083,-15408,58264,0,0,34348,13616,4060,8812,7860,-7100,-1464,-5636,0,2744,18635,64,7452,81024,0,3060,65910,444,64378,36720,19286,6496,928,948,716,372,-29288
1973:Q4,1190659,139959,1050700,898440,152260,-88,556,26294,116957,6720,288147,276191,182676,118847,54010,11179,-1360,93515,158385,15836,43384,0,0,-6420,-10704,-4612,5100,3796,15832,13576,2256,0,-24844,26005,-4608,7304,82864,0,3032,64870,580,63062,44704,19990,-656,-1240,264,836,392,11956
1974:Q1,1206827,142792,1064035,915330,148705,-196,576,22526,120454,6720,284193,303827,178946,117644,51583,11116,-1397,124881,176149,12372,81396,0,1052,18544,13780,-10364,7672,7456,3720,-6904,10624,0,-14748,-20359,12,7128,84100,0,2932,51268,712,48904,40412,14340,-6584,-428,1164,1036,616,-19634
1974:Q2,1232887,148902,1083985,944362,139623,-36,564,24205,123382,6408,280202,277822,182145,121295,51072,11206,-1428,95677,158689,7448,65912,0,1228,29404,9056,4912,4052,11384,8296,11472,-3176,0,-20720,-27895,-1900,6928,87120,0,2868,63012,836,59724,33968,13472,10568,1592,124,1712,740,2380
1974:Q3,1269102,154911,1114191,973943,140248,-408,560,26084,127813,6164,287013,248077,188327,126628,51823,11332,-1456,59750,119826,-10004,29772,0,3264,57708,9224,22428,16300,9756,2048,2068,-20,0,-26564,-33614,-3808,7016,91132,0,2876,60076,964,57624,38364,9660,5340,3272,988,716,772,38936
1974:Q4,1298456,157587,1140869,984329,156540,-556,576,12650,133716,5900,295874,269917,175354,118105,47389,11339,-1479,94563,147535,12136,45640,0,3972,19200,-16400,8632,488,26480,9380,3356,6024,0,-16500,-29201,92,7404,92476,0,2936,52972,1088,50056,36472,-1688,12964,2140,168,1116,712,25957
1975:Q1,1318422,157988,1160434,1011791,148643,4268,588,14559,136829,5948,297763,379456,178813,122134,47233,10952,-1506,200643,236212,-13652,108172,0,4964,124,-18364,-5152,9412,14228,24900,6068,18832,0,12356,-14716,3440,12188,94988,0,3448,35569,1212,33481,32000,2113,-4092,2612,848,188,688,-81693
1975:Q2,1349955,121068,1228887,1040418,188469,496,592,16844,140021,6465,338773,411548,186625,126680,50606,10847,-1508,224923,269348,46716,74544,0,164,27144,45660,-11060,-1176,-6280,7400,4516,2884,0,19420,-16592,-124,9396,97824,0,3456,44425,1336,41985,32088,-2651,9740,2740,68,412,692,-72775
1975:Q3,1386478,152831,1233647,1074775,158872,-716,584,23542,143536,6717,317933,345525,200937,136037,55388,11006,-1494,144588,209965,-14824,65156,0,188,52520,32092,-4340,6928,17840,-6132,-11400,5268,0,14292,-10899,-4112,8236,101544,0,3996,65377,1464,62533,40868,11773,5356,3408,1128,720,660,-27592
1975:Q4,1422706,158541,1264165,1104027,160138,1644,584,27402,146575,6662,328513,355824,211267,142157,59364,11211,-1465,144557,239454,-12944,86120,0,-252,30360,6308,-392,8156,16288,24100,17000,7100,0,8636,-9426,-1888,11080,98692,0,4976,94897,1588,92065,53948,19845,14260,3968,44,652,592,-27311
1976:Q1,1456113,162503,1293610,1137302,156308,-496,628,31626,151272,6806,331276,379540,226087,150389,65592,11520,-1414,153453,232307,23744,112360,0,-352,-27064,-27128,-4392,15768,-11312,18736,5096,13640,0,15012,-23533,-1712,7952,101844,0,5320,78854,1724,75950,58348,19262,-9476,7064,752,548,632,-48264
1976:Q2,1481236,169337,1311899,1157103,154796,1032,624,31215,154943,7065,334297,424967,232504,152786,69283,11800,-1365,192463,275057,24388,93184,0,-864,47228,22656,2456,12272,9844,-4040,296,-4336,0,16776,-13095,-3864,9840,99564,0,5940,82594,1776,80478,46428,18102,8236,7028,684,-232,572,-90670
1976:Q3,1518387,176128,1342259,1186851,155408,-468,644,32321,158494,7173,337938,354849,236651,156419,69317,12230,-1315,118198,199496,-14068,84860,0,-76,11456,-5428,-2332,2848,16368,-3924,-404,-3520,0,10920,-9968,-3920,8884,109160,0,6172,81298,2028,78314,59580,19762,-5720,4128,564,352,604,-16911
1976:Q4,1554856,182716,1372140,1221106,151034,812,660,34766,162403,7900,340455,395043,252414,161586,79393,12701,-1266,142629,255179,9336,104884,0,-892,-20612,-48452,13840,-6688,20688,29568,27364,2204,0,14312,-9209,-2120,10104,113764,0,6044,112550,2472,109386,66180,30734,7460,4768,244,-24,716,-54588
1977:Q1,1588814,188798,1400016,1258165,141851,-824,716,37565,169051,14162,332765,408053,266012,169694,84000,13520,-1202,142041,258605,47720,142380,0,-640,-15876,-10444,-16876,6868,4576,-2388,-20132,17744,0,-15120,-30687,-2476,9200,119564,0,6928,116564,3012,112296,77264,28264,2056,4112,600,428,828,-75288
1977:Q2,1633021,195691,1437330,1286950,150380,104,752,39047,173901,7874,354806,363299,283211,174576,95733,14084,-1182,80088,213644,8520,80416,0,312,18676,5616,444,13328,-712,1648,6956,-5308,0,-18084,-10456,2244,9728,113088,0,7552,133556,3640,128812,80400,40920,196,6356,940,160,944,-8493
1977:Q3,1677748,198551,1479197,1318773,160424,-4,772,40624,178277,7653,370896,393348,290606,178976,98356,14460,-1186,102742,237050,14532,99632,0,-244,4320,6744,1372,-6268,2472,-10476,-5472,-5004,0,-12168,-2762,2864,9740,123940,0,7672,134308,3712,129476,92380,36092,-1904,2308,600,152,968,-22452
1977:Q4,1737356,208476,1528880,1357753,171127,-28,796,43179,183575,7415,389642,386871,298638,185170,99831,14851,-1214,88233,231405,-10940,86084,0,964,988,-18732,1656,9904,8160,31296,28784,2512,0,-17268,7073,-968,11256,115624,0,7296,143172,3236,138284,93652,37884,1656,4192,900,756,896,2771
1978:Q1,1778084,211996,1566088,1388476,177612,40,844,36051,191404,7168,397095,460504,300930,184116,103346,14734,-1266,159574,309229,52460,112896,0,6148,-2232,-24256,616,28604,-7196,19724,-3108,22832,0,-16580,-14635,2020,10624,131668,0,7136,149655,2832,144971,98756,39675,-4376,9860,1056,852,1000,-63409
1978:Q2,1838230,223084,1615146,1447497,167649,1272,864,48994,197008,7096,406963,406317,326001,200857,110836,15635,-1327,80316,259067,18232,73964,0,5264,50080,29132,-204,24712,-3560,2428,2640,-212,0,-11136,-19325,-2316,12272,122676,0,6928,178751,2492,174183,95368,60227,4148,13136,1304,1052,1024,646
1978:Q3,1892608,236298,1656310,1479806,176504,-516,877,44854,203513,7196,416282,428339,329994,201371,114089,15915,-1381,98345,267576,13668,88612,0,4660,23468,17672,176,19872,-14252,11056,10068,988,0,-11500,-13096,52,11456,132240,0,6960,169231,2432,165111,111408,45191,-2400,10984,-72,612,1076,-12057
1978:Q4,1945960,247218,1698742,1520247,178495,936,873,45369,210055,7296,426686,433209,336702,206536,115408,16183,-1425,96507,261482,-17672,87344,0,6852,-16684,-57176,2352,34216,3924,65708,58984,6724,0,-5588,-14970,-708,11880,138112,0,7208,164975,2644,160555,119816,40559,9016,-9876,1040,616,1160,-6523
1979:Q1,2005182,253625,1751557,1556720,194837,-724,927,42907,215998,7448,444643,456538,336025,208077,113059,16365,-1476,120513,289832,31652,85076,0,27060,18668,-9112,5620,25744,-3584,4676,-23324,28000,0,-19876,-8436,-2836,10528,135796,0,7524,169319,2792,164307,123032,45223,-5384,1124,312,956,1264,-11895
1979:Q2,2045197,261998,1783199,1598270,184929,700,914,36728,223038,7312,437169,461689,335338,206981,113543,16326,-1512,126351,293198,36208,41756,0,27952,98772,76028,-744,25196,-1708,-5296,-6152,856,0,-22480,-41154,-288,11572,138476,0,7680,166847,2880,162019,104888,44711,-3884,16160,144,568,1380,-24520
1979:Q3,2110875,274827,1836048,1653946,182102,-196,929,39875,230103,7464,443491,437094,345583,215210,114983,16940,-1550,91511,269858,41852,71960,0,28564,18056,24072,4140,13888,-24044,15228,12412,2816,0,-28708,-30238,-3080,10384,138028,0,7812,178347,2944,173859,117648,45931,-824,10156,948,144,1400,6397
1979:Q4,2169580,285202,1884378,1698946,185432,1108,947,33854,236371,7940,447878,493061,342070,213456,112935,17271,-1592,150991,315022,-30252,72328,0,38548,105232,81132,-4092,11472,16720,30908,25280,5628,0,-27336,-35962,-2688,11240,145080,0,7924,164031,2984,158407,120380,37379,3244,-3028,432,1312,1328,-45183
1980:Q1,2233200,284825,1948375,1751346,197029,-1240,989,30738,243728,8168,461098,494373,339357,215664,107318,18017,-1642,155016,285809,6272,98580,0,58328,41372,35352,24836,9812,-28628,-38436,-47384,8948,0,-17965,-57362,-6660,9832,183364,0,8484,130793,2956,125565,95028,17909,-1484,14308,-196,1028,1244,-33275
1980:Q2,2270768,292174,1978594,1753644,224950,-504,1000,5641,252014,8716,472385,604121,302109,196948,89274,17565,-1678,302012,357525,-6164,90304,0,61896,81188,77828,-6380,5688,4052,-9556,-11872,2316,0,-25014,-53409,2744,10752,198228,0,6556,55513,2868,50817,62628,-25283,2400,9824,1248,688,1140,-131736
1980:Q3,2349230,302195,2047035,1812243,234792,-1196,1021,13994,257943,9296,495216,581115,319705,209444,94101,17866,-1706,261410,380871,58804,137372,0,744,-4804,-4580,-4744,3108,1412,19256,13508,5748,0,-13352,-52729,1156,9668,218316,0,6440,119461,3056,113833,97956,5961,-3456,11552,1820,1376,1196,-85899
1980:Q4,2444643,318854,2125789,1882975,242814,824,1050,20488,263213,8932,517357,577022,341182,219544,105132,18228,-1722,235840,394593,-6260,170100,0,-21340,4500,16944,-836,6692,-18300,26464,17964,8500,0,-7685,-18982,396,10740,229836,0,6824,158753,3520,152221,105268,15125,7972,24160,-304,1604,1408,-59665
1981:Q1,2507965,330898,2177067,1941428,235639,-1516,1162,26314,268142,8652,518765,606959,349703,228761,104218,18488,-1764,257256,348185,55812,7116,0,133384,1012,-27268,-21100,61656,-12276,-20544,-38528,17984,0,-40189,-3346,4496,9168,193268,0,8008,90929,3736,84869,72352,21285,-6456,-3084,772,648,1676,-88194
1981:Q2,2558139,342672,2215467,1975702,239765,-212,1168,18314,272823,9124,520398,635952,343689,224009,102363,19080,-1763,292263,425564,24564,97700,0,41152,79272,42992,6356,25708,4216,7192,-13332,20524,0,-45575,8788,5620,10596,188020,0,8236,133301,3716,126417,85868,22921,6500,10036,1092,1164,2004,-115554
1981:Q3,2657007,356887,2300120,2019574,280546,-1616,1174,24405,278277,9508,570930,719711,348309,234226,95774,20070,-1761,371402,470043,25680,112692,0,115952,54640,37992,-4948,27440,-5844,-12980,-18904,5924,0,-61103,19030,2740,8824,196728,0,7840,98641,4388,91637,58876,27865,-1564,5328,1132,672,1944,-148781
1981:Q4,2689677,352663,2337014,2038756,298258,-148,1168,6730,283144,9764,577052,757762,327886,220204,87787,21655,-1760,429876,524461,78708,165763,0,70488,-6432,-25520,-5284,940,23432,32716,17932,14784,0,-20124,4442,5112,9712,176620,0,7456,94585,5760,85937,50852,7281,11280,16340,184,1380,1508,-180710
1982:Q1,2724699,352515,2372184,2082113,290071,-2768,1200,15571,281779,11476,571977,772373,332445,226609,85041,22673,-1878,439928,511549,27584,219798,0,27648,104386,34852,3000,74516,-7982,9144,-19380,28524,0,-37888,-45654,3812,7668,189252,0,5800,71621,7040,62865,54152,22625,-8288,-9116,3492,600,1116,-200396
1982:Q2,2769538,359735,2409803,2110902,298901,1020,1190,15625,285258,10336,589278,717809,334811,229171,84243,23269,-1872,382998,462239,-10940,174690,0,46212,102559,60880,5788,57944,-22053,12556,5580,6976,0,-17066,-69978,968,8136,209836,0,5268,79241,8216,69621,36508,20689,4004,6892,1528,632,772,-128531
1982:Q3,2810495,350149,2460346,2159330,301016,-152,1189,15876,288492,10004,594039,800913,338894,231820,85286,23652,-1864,462019,527412,53572,104529,0,108156,96652,51812,-9204,35648,18396,-8208,-12288,4080,0,-11861,-66649,3500,6580,234940,0,6200,65393,9088,54805,33344,9769,-2580,13608,664,880,620,-206874
1982:Q4,2853110,356573,2496537,2221728,274809,-376,1189,25608,290732,8596,580988,559378,358101,243084,92759,24110,-1852,201277,334686,10788,224486,0,-53608,-69176,-55940,-28696,2084,13376,61676,29288,32388,0,-53224,-52108,5668,8852,234524,0,16808,133409,9656,121893,65704,22261,9036,23132,1760,1196,664,21610
1983:Q1,2893144,350873,2542271,2263170,279101,-2760,1258,32313,288541,8284,587653,752124,378664,247051,109221,24330,-1938,373460,496964,83880,237337,436,-125576,144020,71576,8364,79036,-14956,-18532,-31544,13012,0,-56790,-52227,21800,7652,242568,0,12396,123504,10836,109760,87980,23876,-14520,6280,6144,2308,600,-164471
1983:Q2,2943387,359553,2583834,2330613,253221,2680,1260,48340,292275,8432,586824,774565,411241,266047,122240,24901,-1947,363324,543396,11296,198092,-184,-45684,124834,75908,2440,62052,-15566,188,3872,-3684,0,-27728,-50550,30052,9472,278548,0,15060,180072,12616,164748,95416,37940,480,25788,5124,2128,580,-187741
1983:Q3,3002204,345432,2656772,2403934,252838,-1676,1256,57058,296257,8884,594337,824095,436704,277786,135017,25881,-1980,387391,584223,112,231207,444,16116,132225,59032,-1880,41648,33425,-14964,2720,-17684,0,-25522,-64018,20256,8172,261732,0,18464,196832,12288,181580,115052,52892,-1416,6080,8972,2404,560,-229758
1983:Q4,3088124,355658,2732466,2458922,273544,3540,1246,68770,301234,7560,638282,594354,460446,293320,142179,26986,-2039,133908,372300,-54348,146586,568,8072,-57919,-57472,-3956,-1392,4901,26860,17520,9340,0,6248,-44342,18828,9776,292980,0,18992,238392,9860,225052,122388,77932,11792,3200,9740,2884,596,43928
1984:Q1,3176237,361174,2815063,2505960,309103,692,1321,77102,307833,8708,684701,782764,479611,306893,147826,26926,-2034,303153,531621,18984,272792,1012,9512,126916,105628,3404,64736,-46852,14648,-15248,29896,0,-87341,-34136,13722,5032,210952,0,-20472,228468,9472,216884,145764,79420,-12316,-9636,13652,2712,-600,-98063
1984:Q2,3258656,370444,2888212,2566514,321698,7720,1319,82167,313175,8212,715229,860670,493182,315995,151865,27448,-2126,367488,601460,20804,282937,360,32124,223912,130856,16504,57840,18712,-11912,-4400,-7512,0,-102264,-70203,12605,6080,196616,0,10400,233972,9124,222968,120136,99272,-9488,4996,8052,3276,-1396,-145441
1984:Q3,3332632,384110,2948522,2607185,341337,452,1337,77283,320067,8192,729610,765443,493591,316741,151424,27649,-2223,271852,454300,-20616,210916,-1016,16260,122897,68152,-164,60668,-5759,-6916,3756,-10672,0,-80425,-73879,32123,5424,239856,0,9676,182448,10252,170632,111436,71504,-9992,-6700,4384,2944,-1380,-35833
1984:Q4,3387186,395936,2991250,2658143,333107,2584,1367,83732,325727,8328,735455,745908,505735,327635,152638,27786,-2324,240173,491933,28760,219444,-364,119600,-79325,-79576,10472,-5548,-4673,36848,44052,-7204,0,-48490,-67929,19209,7612,245588,0,10980,251760,11836,236924,132980,76628,19652,6104,1560,3588,-588,-10453
1985:Q1,3451504,432285,3019219,2740466,278753,2188,1400,90210,335929,8906,696774,937933,521622,343131,153049,27812,-2370,416311,723369,57180,188572,460,-17912,340545,117952,-9753,147144,85202,50808,-39944,90752,0,-125863,-49689,30515,8440,232148,0,8164,307058,9856,294878,193140,99470,-5128,560,6836,2472,-148,-241159
1985:Q2,3492955,388524,3104431,2789648,314783,1944,1421,89065,343310,8593,739088,749390,527820,348021,154173,28108,-2482,221570,494268,25228,123047,-820,47584,76576,-70492,57923,47576,41568,47024,58512,-11488,0,-135759,-53368,64012,11372,262400,0,26972,272698,9512,259306,126472,79354,22820,30156,504,3444,436,-10302
1985:Q3,3541678,421527,3120151,2865153,254998,152,1424,105385,350138,9362,699887,648475,552926,369652,157901,27975,-2602,95549,423435,44500,107131,1580,-6168,111814,67144,-20250,46600,18321,-51028,-19776,-31252,0,-95812,-34973,79200,11252,214244,0,41696,327886,7348,315882,215280,85326,-14880,27844,2312,4260,396,51412
1985:Q4,3605428,428916,3176512,2893289,283223,1840,1455,88464,356909,8875,720106,699975,547141,357812,163136,28922,-2729,152834,583448,-80984,86470,2044,23480,40930,-145360,-58272,179208,65354,72448,103432,-30984,0,-103422,60761,123966,15068,295320,0,47368,430614,93936,334682,191928,71810,23208,44540,3196,2276,-280,20131
1986:Q1,3668708,426304,3242404,2940144,302260,3168,1455,90235,367792,9506,752494,944089,567100,368575,171990,29249,-2714,376989,597268,133896,109573,644,31921,54927,-42668,-14724,46296,66022,54448,11340,43108,0,-149131,-20128,117766,15704,231040,0,16608,220279,-10544,228919,158220,55403,-4416,13516,6196,2868,-964,-191595
1986:Q2,3709144,429417,3279727,2969349,310378,2592,1445,99835,374870,9958,776272,992923,594276,383318,184090,29703,-2835,398647,612930,133496,80588,696,85025,86154,-37748,12670,50808,60424,-43408,-17508,-25900,0,-131448,8023,123532,18364,232764,0,19144,214283,-1220,214915,162020,67459,-31580,4572,12444,2268,-1680,-216651
1986:Q3,3754920,439467,3315453,3035963,279490,1100,1450,129157,383713,10482,781528,899326,636612,419472,189305,30788,-2953,262714,575845,89224,135322,1284,69039,-38290,63704,-699,-70488,-30807,-2948,14320,-17268,0,-132002,295,132973,18272,278848,0,23828,313131,3224,310091,237100,64611,-16340,15256,9464,1492,-1676,-117798
1986:Q4,3792002,456036,3335966,3073244,262722,2324,1458,115478,395172,10130,764108,1030739,637296,415168,192334,32856,-3062,393443,707890,112076,178147,480,-11141,65061,-21640,5924,47780,32997,57224,71452,-14228,0,-191063,-22179,146105,20636,330460,0,22084,314447,-3308,316311,240152,35651,39332,10644,-9468,2420,-976,-266631
1987:Q1,3843018,450732,3392286,3102246,290040,724,1467,88860,402073,10714,769516,809666,618936,393257,194733,34095,-3149,190730,390034,-57552,68216,-264,-2814,72766,-123312,-9462,133940,71600,59472,-8580,68052,0,-191778,-39631,182335,28260,240824,0,30200,199304,-132,188308,228192,-13496,-16788,-20864,11264,11244,-116,-40150
1987:Q2,3901266,511671,3389595,3172664,216931,1552,1497,101836,410556,10571,718807,942324,643589,412618,198561,35636,-3226,298735,634623,46768,142667,-648,37260,299429,127636,18080,102548,51165,-8464,7940,-16404,0,-179517,-25603,40327,25528,228676,0,28200,335888,-604,332664,252584,47516,3688,25300,3576,2468,1360,-223517
1987:Q3,3972105,488976,3483129,3238648,244481,3748,1545,115106,419468,10918,770340,1028474,666819,432765,200989,36347,-3282,361655,648207,22980,169808,-500,24309,175928,14168,8635,94588,58536,2452,948,1504,0,-100205,-23369,19964,29224,301136,0,26480,286552,-960,285856,199660,53972,24512,8668,-956,416,1240,-258134
1987:Q4,4070838,506969,3563869,3272956,290913,-1556,1591,97803,428794,10101,804262,899796,661293,422812,206629,35171,-3319,238503,450107,-30304,216099,888,43201,61009,51728,8603,94908,-94230,-40060,-38232,-1828,0,-93044,-25064,-52178,41912,294988,0,32660,211604,500,202976,207648,41148,4336,-61412,11256,4524,3604,-95534
1988:Q1,4153166,502070,3651096,3355515,295581,724,1631,109698,434098,10584,827886,1042197,676896,437634,203865,38732,-3335,365301,628729,50112,167353,-140,39346,48438,-3640,-21902,61868,12113,64856,26952,37904,0,-94156,-35973,42,23844,343756,2776,18476,263428,640,260792,193252,58496,7040,-6152,8156,2544,-548,-214311
1988:Q2,4231439,497805,3733634,3417436,316198,2520,1671,106790,441147,10384,854600,1058587,683989,440223,210236,36904,-3374,374598,669530,27440,170410,1624,-18196,157960,138664,-9997,49036,-19743,8580,20820,-12240,0,-19219,-6724,-3613,28856,302416,2872,17124,294932,96,291960,232808,50920,-2764,5748,5248,2656,220,-203987
1988:Q3,4324764,506668,3818096,3489624,328472,44,1697,96426,450690,11702,862233,1033669,682745,437587,212897,35694,-3433,350924,645756,4684,171144,752,-7806,124973,71496,12750,55792,-15064,-5788,3828,-9616,0,25175,-28880,-2794,24600,315364,2920,21412,294832,2756,288776,213732,40000,12188,17608,5248,2656,644,-171436
1988:Q4,4410708,517213,3893495,3565309,328186,2108,1697,103294,460572,11786,880677,997102,701303,452260,216360,36198,-3515,295799,555279,-43064,163609,1412,38349,99863,-22372,102142,68368,-48276,10760,14840,-4080,0,-69831,-45359,-2912,34016,340588,2920,24928,259480,2472,253052,222732,36848,-15612,9452,-368,2560,1396,-116425
1989:Q1,4533757,552879,3980878,3626311,354567,-140,1663,98734,467833,11549,907782,783741,702401,452618,214503,38865,-3585,81340,315940,19718,61712,1780,39020,33107,92954,-48235,13054,-24666,18426,16494,1932,0,-139741,-15853,-14745,15312,277552,5968,13684,234600,1719,216969,155821,45388,18104,-11224,8880,16288,-376,124041
1989:Q2,4588028,566694,4021334,3693929,327405,2978,1680,98051,477093,12587,891260,1003307,704561,459032,209275,39971,-3717,298746,614841,3216,26330,-484,152026,156370,175945,-47627,7441,20611,47433,38249,9184,0,-134483,-27398,21639,34224,315150,6064,14756,316095,82,299369,205153,54220,4928,28208,6860,16208,436,-112048
1989:Q3,4643319,571581,4071738,3751727,320011,-561,1679,103893,484682,7187,899159,889938,716935,470471,208257,42080,-3873,173003,478009,-10051,107519,944,126722,84384,4623,38250,21035,20476,-19416,-28835,9420,0,-152379,-42853,48091,22692,287463,6016,18876,305006,3821,284489,246909,35764,-9052,4668,6200,16192,504,9221
1989:Q4,4718934,579785,4139149,3799473,339676,2719,1803,84690,492905,11825,906362,1010022,699605,457675,204562,41415,-4047,310417,688569,-48719,123959,820,56373,109538,-38578,55047,78434,14635,89459,78008,11451,0,-65669,-39685,59138,45668,333083,5856,18748,378152,6982,352226,291622,52544,2188,-1024,6896,16252,2692,-103660
1990:Q1,4815422,582523,4232899,3884466,348433,-284,1874,104852,498850,13599,936378,1049462,728318,482141,207804,42499,-4126,321144,589743,38112,1814,-476,40499,-41529,-157669,46673,81385,-11917,145731,132738,12993,0,-29359,7667,21705,26724,338676,5964,34216,268599,1274,257476,208400,18032,5824,18304,6916,11260,-1412,-113085
1990:Q2,4897517,594611,4302906,3930627,372279,1486,1957,80853,508518,18730,942449,1212531,705185,466250,200265,42936,-4266,507346,766606,60900,15717,2228,14179,215594,86823,66281,30017,32474,45552,35326,10226,0,-47624,33438,38488,30944,345198,5772,6220,259261,1209,246724,218444,18068,-2052,6040,6224,11272,56,-270081
1990:Q3,4958909,600726,4358183,3997088,361095,-290,2009,71304,515021,15566,929555,1171827,692203,461725,190400,44443,-4365,479624,698362,662,25820,2548,91204,143833,107435,58409,-21247,-763,43751,32800,10951,0,-29727,36121,7804,29164,322202,5764,19216,218738,2994,204596,191792,31660,-7328,-18480,6952,11304,-156,-242272
1990:Q4,4981352,600814,4380538,4019820,360718,2468,2027,54787,521127,15125,921948,1175429,670496,449916,180280,44722,-4422,504933,728156,-56402,121349,1340,22894,233682,19362,21887,53026,139407,107669,98160,9508,0,-142922,16731,51006,25784,322928,5940,18156,223223,6438,203461,181629,-7336,4668,15452,9048,11352,1972,-253481
1991:Q1,4997771,580772,4416999,4028257,388742,-74,2023,41037,527542,15527,939697,967662,654070,441262,172165,44902,-4259,313592,545443,98258,-48420,2128,127173,-94064,-118308,-40986,-2715,67945,32346,27844,4502,0,43110,6154,51291,24832,291926,4032,6676,231852,-1319,224671,197604,1875,10180,6308,8704,9004,-504,-27964
1991:Q2,5060332,585925,4474407,4083228,391179,2614,2041,38707,534464,14965,949958,1045320,665471,444589,179710,45435,-4263,379849,612314,34846,-163558,-8,-16413,186007,80231,8657,49200,47919,22441,15037,7403,0,16621,33297,83488,35132,367486,4176,8800,232465,3325,220960,221669,-8037,-7300,5864,8764,9072,-892,-95362
1991:Q3,5112310,590237,4522073,4130486,391587,618,2064,44034,538854,16481,956548,1100978,682940,453091,188582,45528,-4261,418038,549669,23568,-66757,1808,-16573,45352,25660,33735,46143,-60187,47243,44658,2584,0,-28179,51166,111878,18484,348546,4208,8924,131631,9231,114208,81181,-19029,1900,41384,8772,9084,-892,-144430
