1948:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1948:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1948:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1972:Q2,12988,0,12784,ND,ND,-804,ND,ND,0,0,0,0,0,0,0,1008,4880,2184,504,252,-1340,-616,ND,ND,368,ND,ND,0,ND,ND,0,0,932,0,0,-496,3092,0,0,0,0,0,8108,0,0,0
1972:Q3,7336,0,6056,ND,ND,1712,ND,ND,0,0,0,0,0,0,0,-432,16476,-4032,-216,9256,-1432,12268,ND,ND,-196,ND,ND,0,ND,ND,0,0,964,0,0,476,-612,0,0,0,0,0,-9140,0,0,0
1972:Q4,6224,0,7548,ND,ND,-1060,ND,ND,0,0,0,0,0,0,0,-264,-2152,2340,-132,-13064,-760,9876,ND,ND,396,ND,ND,0,ND,ND,0,0,728,0,0,-676,-860,0,0,0,0,0,8376,0,0,0
1973:Q1,22824,0,21540,ND,ND,2188,ND,ND,0,0,0,0,0,0,0,-904,29792,15304,-452,2424,-844,8548,ND,ND,148,ND,ND,0,ND,ND,0,0,520,0,0,1896,1848,0,0,0,0,400,-6968,0,0,0
1973:Q2,13908,0,12460,ND,ND,1424,ND,ND,0,0,0,0,0,0,0,24,5808,-676,12,1384,-196,-164,ND,ND,1164,ND,ND,0,ND,ND,0,0,352,0,0,616,2916,0,0,0,0,400,8100,0,0,0
1973:Q3,13660,0,12892,ND,ND,728,ND,ND,0,0,0,0,0,0,0,40,26944,12624,20,6824,12,4580,ND,ND,-348,ND,ND,0,ND,ND,0,0,316,0,0,716,1800,0,0,0,0,400,-13284,0,0,0
1973:Q4,12844,0,11344,ND,ND,1388,ND,ND,0,0,0,0,0,0,0,112,14056,7044,56,-4836,476,8916,ND,ND,264,ND,ND,0,ND,ND,0,0,412,0,0,-1236,2560,0,0,0,0,400,-1212,0,0,0
1974:Q1,18860,0,19156,ND,ND,-444,ND,ND,0,0,0,0,0,0,0,148,34480,4840,74,9004,822,22432,ND,ND,1736,ND,ND,0,ND,ND,0,0,460,0,0,344,-5632,0,0,0,0,400,-15620,0,0,0
1974:Q2,24112,0,21708,ND,ND,2064,ND,ND,0,0,0,0,0,0,0,340,-8148,-9704,170,-10992,1418,9440,ND,ND,-632,ND,ND,0,ND,ND,0,0,480,0,0,456,1316,0,0,0,0,-100,32260,0,0,0
1974:Q3,6880,0,5492,ND,ND,780,ND,ND,0,0,0,0,0,0,0,608,20280,-5664,304,13324,1192,9224,ND,ND,992,ND,ND,0,ND,ND,0,0,516,0,0,-712,1204,0,0,0,0,-100,-13400,0,0,0
1974:Q4,5600,0,5460,ND,ND,1104,ND,ND,0,0,0,0,0,0,0,-964,-21252,-12580,-482,-18360,1730,11596,ND,ND,-1736,ND,ND,0,ND,ND,0,0,588,0,0,-1144,-764,0,0,0,0,-100,26852,0,0,0
1975:Q1,6116,0,3140,ND,ND,-280,ND,ND,0,0,0,0,0,3200,0,56,19408,1980,28,8848,-432,7180,ND,ND,1104,ND,ND,0,ND,ND,0,0,680,0,0,544,-2424,0,2000,0,0,-100,-13292,0,0,0
1975:Q2,6408,0,2640,ND,ND,544,ND,ND,0,0,0,0,0,3200,0,24,4248,-2636,12,-3812,508,5716,ND,ND,-816,ND,ND,0,ND,ND,0,0,1456,0,0,-792,2712,0,2000,0,0,-100,2160,0,0,0
1975:Q3,-29132,0,-31428,ND,ND,-1356,ND,ND,0,0,0,0,0,2800,0,852,-33540,76,426,7784,122,-42648,ND,ND,1652,ND,ND,0,ND,ND,0,0,1868,0,0,-1076,-3692,0,2000,0,0,-52,4408,0,0,0
1975:Q4,2608,0,-2320,ND,ND,1796,ND,ND,0,0,0,0,0,2800,0,332,9604,1504,166,-16104,1818,16436,ND,ND,-700,ND,ND,0,ND,ND,0,0,1216,0,0,1060,2256,0,2000,0,0,-48,-6996,0,0,0
1976:Q1,22032,0,16964,ND,ND,-604,ND,ND,0,0,0,0,0,3692,0,1980,13404,7672,990,2260,5978,-5264,ND,ND,996,ND,ND,0,ND,ND,0,0,156,0,0,-2472,1224,0,1964,0,0,-100,8628,0,0,0
1976:Q2,16008,0,10016,ND,ND,-104,ND,ND,0,0,0,0,0,2920,0,3176,5092,-7112,1588,6060,8208,-3872,ND,ND,-160,ND,ND,0,ND,ND,0,0,-980,0,0,76,-1524,0,2860,0,0,-52,10916,0,0,0
1976:Q3,35072,0,18740,ND,ND,264,ND,ND,0,0,0,0,0,17372,0,-1304,13848,2528,-652,2288,2500,7704,ND,ND,-500,ND,ND,0,ND,ND,0,0,984,0,0,-688,-1568,0,1300,0,0,-48,21224,0,0,0
1976:Q4,24124,0,25676,ND,ND,2344,ND,ND,0,0,0,0,0,-1108,0,-2788,34140,-2008,-1394,-9788,-3730,37644,ND,ND,844,ND,ND,0,ND,ND,0,0,1400,0,0,1012,3008,0,7252,0,0,-100,-10016,0,0,0
1977:Q1,21464,0,14952,ND,ND,-312,ND,ND,0,0,0,0,0,6932,0,-108,-3432,968,-54,2084,-16870,1420,ND,ND,116,ND,ND,0,ND,ND,0,0,2332,0,0,-132,2136,0,4668,0,0,-100,24896,0,0,0
1977:Q2,18720,0,12272,ND,ND,924,ND,ND,0,0,0,0,0,6080,0,-556,24072,588,-278,5416,17494,-8664,ND,ND,860,ND,ND,0,ND,ND,0,0,64,0,0,1508,3232,0,3904,0,0,-52,-5352,0,0,0
1977:Q3,22412,0,18316,ND,ND,228,ND,ND,0,0,0,0,0,3820,0,48,12796,1276,24,2860,-8904,3832,ND,ND,2748,ND,ND,0,ND,ND,0,0,1872,0,0,772,-1128,0,9492,0,0,-48,9616,0,0,0
1977:Q4,5456,0,14628,ND,ND,2856,ND,ND,0,0,0,0,0,-12012,0,-16,18672,-208,-8,-10740,1884,31668,ND,ND,-588,ND,ND,0,ND,ND,0,0,-344,0,0,-100,-3616,0,824,0,0,-100,-13216,0,0,0
1978:Q1,55232,0,27400,ND,ND,-408,ND,ND,0,0,0,0,0,27756,0,484,4428,1044,242,2352,-1154,-13392,ND,ND,-324,ND,ND,0,ND,ND,0,0,2204,0,0,1812,5848,0,2996,0,0,2800,50804,0,0,0
1978:Q2,4096,0,3852,ND,ND,1948,ND,ND,0,0,0,0,0,-2044,0,340,10488,-416,170,5528,3002,-4740,ND,ND,1236,ND,ND,0,ND,ND,0,0,-528,0,0,108,-676,0,4268,0,0,2536,-6392,0,0,0
1978:Q3,11564,0,9816,ND,ND,1088,ND,ND,0,0,0,0,0,512,0,148,-1140,-936,74,1916,178,-9952,ND,ND,1436,ND,ND,0,ND,ND,0,0,1408,0,0,-1544,992,0,5172,0,0,116,12704,0,0,0
1978:Q4,6816,0,1256,ND,ND,7984,ND,ND,0,0,0,0,0,-20184,0,17760,64460,1884,8880,6716,1332,26644,ND,ND,1000,ND,ND,0,ND,ND,0,0,1788,0,0,1816,-472,0,11820,0,0,3052,-57644,0,0,0
1979:Q1,100592,0,58516,ND,ND,-3276,ND,ND,0,0,0,0,0,35924,0,9428,46760,3700,4714,6500,9062,9752,ND,ND,1488,ND,ND,0,ND,ND,0,0,1272,0,1636,-164,8888,0,832,0,0,-920,53832,0,0,0
1979:Q2,65440,0,30124,ND,ND,1872,ND,ND,0,0,0,0,0,35020,0,-1576,64964,-1940,-788,16868,12188,18728,ND,ND,420,ND,ND,0,ND,ND,0,0,948,0,1392,8,-4684,0,17812,0,0,4012,476,0,0,0
1979:Q3,4588,0,13424,ND,ND,6432,ND,ND,0,0,0,0,0,-3944,0,-11324,24092,-1056,-5662,10112,-16466,28940,ND,ND,1468,ND,ND,0,ND,ND,0,0,168,0,1972,324,-4660,0,8724,0,0,228,-19504,0,0,0
1979:Q4,-46572,0,-14716,ND,ND,5232,ND,ND,0,0,0,0,0,-39532,0,2444,33696,1724,1222,5012,-3058,892,ND,ND,1968,ND,ND,0,ND,ND,0,0,944,0,4648,-468,2712,0,14672,0,0,3428,-80268,0,0,0
1980:Q1,24000,0,-5252,ND,ND,4580,ND,ND,0,0,0,0,0,16344,0,8328,-15044,-3128,4164,8928,11232,-8544,ND,ND,1924,ND,ND,344,ND,ND,0,0,844,0,888,512,-1780,0,-28972,0,0,-1456,39044,0,0,0
1980:Q2,78580,0,56680,ND,ND,2380,ND,ND,0,0,0,0,0,21476,0,-1956,91360,2756,-978,13948,862,32576,ND,ND,2604,ND,ND,468,ND,ND,0,0,840,0,4348,-904,13592,0,19260,0,0,1988,-12780,0,0,0
1980:Q3,15104,0,35972,ND,ND,-10232,ND,ND,0,0,0,0,0,-12852,0,2216,13664,1680,1108,11012,-1656,17272,ND,ND,940,ND,ND,984,ND,ND,0,0,1184,0,-3252,1788,-9768,0,-8756,0,0,1128,1440,0,0,0
1980:Q4,31968,0,4600,ND,ND,4808,ND,ND,0,0,0,0,0,5264,0,17296,67556,1776,8648,-13024,6368,-324,ND,ND,3684,ND,ND,1132,ND,ND,0,0,-428,0,10940,596,5168,0,43552,0,0,-532,-35588,0,0,0
1981:Q1,103488,0,41164,ND,ND,6572,ND,ND,0,0,0,0,0,46228,0,9524,2892,-1712,4762,552,6558,28856,ND,ND,-4692,ND,ND,1588,ND,ND,0,0,-564,0,-2600,-2168,3728,0,-30140,0,0,-1276,100596,0,0,0
1981:Q2,4692,0,10804,ND,ND,-6928,ND,ND,0,0,0,0,0,408,0,408,16232,-2136,204,-3336,356,-14316,ND,ND,7428,ND,ND,1988,ND,ND,0,0,472,0,10228,1068,-692,0,17156,0,0,-2188,-11540,0,0,0
1981:Q3,11800,0,4480,ND,ND,6800,ND,ND,0,0,0,0,0,3992,0,-3472,31160,-5644,-1736,4056,-8880,2084,ND,ND,388,ND,ND,1304,ND,ND,0,0,680,0,10256,472,9776,0,18916,0,0,-512,-19360,0,0,0
1981:Q4,169580,0,84552,ND,ND,26200,ND,ND,0,0,0,0,0,61844,0,-3016,160832,1080,-1508,-14616,5088,82160,ND,ND,11516,ND,ND,1780,ND,ND,0,0,-1068,0,17660,336,1060,0,53332,0,0,4012,8748,0,0,0
1982:Q1,-8764,0,11808,ND,ND,-344,ND,ND,0,0,0,0,0,-20796,0,568,-60978,144,284,-7060,7096,-9110,ND,ND,-10268,ND,ND,-1492,ND,ND,0,0,-2120,0,11024,224,16,0,-51580,0,0,1864,52214,0,0,0
1982:Q2,-13952,0,-14752,ND,ND,-1232,ND,ND,0,0,0,0,0,1724,0,308,30390,2528,154,6216,-6886,-10490,ND,ND,3216,ND,ND,952,ND,ND,0,0,448,0,-2188,1028,5836,0,26672,0,0,2904,-44342,0,0,0
1982:Q3,81948,0,33224,ND,ND,14472,ND,ND,0,0,0,0,0,34648,0,-396,84671,3412,-198,5004,13474,24027,ND,ND,-12232,ND,ND,2368,ND,ND,0,0,3232,0,8672,-1684,2888,0,34612,0,0,1096,-2723,0,0,0
1982:Q4,85648,0,26668,ND,ND,-10204,ND,ND,0,0,0,0,0,65504,0,3680,50341,-3480,1840,5540,-3232,61509,ND,ND,9960,ND,ND,1328,ND,ND,0,0,228,0,-10728,-204,12776,0,-25660,0,0,464,35307,0,0,0
1983:Q1,-51828,0,-4916,ND,ND,1200,ND,ND,0,0,0,0,0,-42312,0,-5800,1782,3372,-2900,9724,-10300,-11010,ND,ND,4908,ND,ND,-4640,ND,ND,0,0,2344,656,-16992,2444,2852,0,21076,0,0,248,-53610,0,0,0
1983:Q2,12156,0,2724,ND,ND,1084,ND,ND,0,0,0,0,0,10472,0,-2124,56005,2484,-1062,19620,8582,305,ND,ND,796,ND,ND,872,ND,ND,0,0,4368,968,6480,1216,-5380,0,16868,0,0,-112,-43849,0,0,0
1983:Q3,89456,0,17480,ND,ND,3016,ND,ND,0,0,0,0,0,72264,0,-3304,68489,-208,-1652,29492,28112,-22523,ND,ND,-11436,ND,ND,4652,ND,ND,0,0,-44,1156,5092,-168,-2476,0,37876,0,0,616,20967,0,0,0
1983:Q4,56592,0,29492,ND,ND,-14096,ND,ND,0,0,0,0,0,43188,0,-1992,24916,-2396,-996,7480,-48056,-2896,ND,ND,12664,ND,ND,3452,ND,ND,0,0,896,1220,-7360,-368,-4140,0,63476,0,0,1940,31676,0,0,0
1984:Q1,74593,0,49233,ND,ND,19700,ND,ND,0,0,0,0,0,4736,0,924,73817,3516,462,15664,8622,22493,ND,ND,-4916,ND,ND,-772,ND,ND,0,0,-1720,1284,12300,5384,2840,0,10560,0,0,-1900,776,0,0,0
1984:Q2,31198,0,16494,ND,ND,-7508,ND,ND,0,0,0,0,0,22388,0,-176,86221,7160,-88,13676,4696,5981,ND,ND,-3676,ND,ND,-1812,ND,ND,0,0,-1088,1344,11260,1804,-2132,0,49724,0,0,-628,-55023,0,0,0
1984:Q3,84696,0,39308,ND,ND,13824,ND,ND,0,0,0,0,0,30776,0,788,35676,-7956,394,33068,-4438,-7524,ND,ND,9724,ND,ND,1236,ND,ND,0,0,2796,1532,8340,4268,1700,0,-6396,0,0,-1068,49019,0,0,0
1984:Q4,148579,0,23735,ND,ND,-6344,ND,ND,0,0,0,0,0,128100,0,3088,194444,-36,1544,19420,-6548,67356,ND,ND,-2500,ND,ND,2724,ND,ND,0,0,1264,1840,6992,-3228,30964,0,70660,0,0,3992,-45865,0,0,0
1985:Q1,-98363,0,-10331,ND,ND,8980,ND,ND,0,0,0,0,0,-98012,0,1000,-30071,16648,500,21704,11876,-48347,ND,ND,-2672,ND,ND,-1448,ND,ND,0,0,2956,2156,-8104,-1340,-11188,0,-11600,0,0,-1212,-68291,0,0,0
1985:Q2,32012,0,-16748,ND,ND,23524,ND,ND,0,0,0,0,0,24244,0,992,94951,-15424,496,34672,728,48991,ND,ND,1920,ND,ND,8028,ND,ND,0,0,3200,2468,-14152,1412,13028,0,8760,0,0,824,-62940,0,0,0
1985:Q3,104945,0,66757,ND,ND,-1688,ND,ND,0,0,0,0,0,38896,0,980,114464,2276,490,25592,-4374,23648,ND,ND,10252,ND,ND,5872,ND,ND,0,0,-1620,2656,13480,2692,-92,0,29764,0,0,3828,-9519,0,0,0
1985:Q4,256692,0,89940,ND,ND,13248,ND,ND,0,0,0,0,0,141000,0,12504,239632,-5680,6252,2056,12340,51748,ND,ND,-8224,ND,ND,2516,ND,ND,0,0,28552,2720,21952,-3436,22240,0,107000,0,0,-404,17059,0,0,0
1986:Q1,85302,0,29982,ND,ND,-2008,ND,ND,0,0,0,0,0,56588,0,740,23552,-100,370,1004,3114,23948,ND,ND,-68,ND,ND,2212,ND,ND,0,0,332,2856,-5644,13632,3664,0,-25616,0,0,3848,61751,0,0,0
1986:Q2,111159,0,22847,ND,ND,18268,ND,ND,0,0,0,0,0,69060,0,984,119972,-1796,492,5032,-12636,8896,ND,ND,12964,ND,ND,8496,ND,ND,0,0,996,3064,21252,-580,-912,0,74584,0,0,120,-8813,0,0,0
1986:Q3,124506,0,38926,ND,ND,8844,ND,ND,0,0,0,0,0,75172,0,1564,156656,3368,782,23344,30422,-35860,ND,ND,1488,ND,ND,2288,ND,ND,0,0,1376,3500,-2128,1348,21804,0,99596,0,0,5328,-32150,0,0,0
1986:Q4,97819,0,76859,ND,ND,-3416,ND,ND,0,0,0,0,0,23896,0,480,96336,5324,240,-9984,24112,21324,ND,ND,12940,ND,ND,-2952,ND,ND,0,0,4040,3660,10816,4976,-14608,0,32344,0,0,4104,1483,0,0,0
1987:Q1,18963,0,10687,ND,ND,14068,ND,ND,0,0,0,0,0,-696,0,-5096,22788,1932,-2548,10784,-47440,-9752,ND,ND,2160,ND,ND,4224,ND,ND,0,0,-748,3764,11176,12036,-1192,0,35044,0,0,3348,-3825,0,0,0
1987:Q2,3951,0,-985,ND,ND,2820,ND,ND,0,0,0,0,0,15136,0,-13020,66504,-96,-6510,14072,-9402,21624,ND,ND,-18596,ND,ND,-3324,ND,ND,0,0,2404,3836,4740,-1036,9384,0,53120,0,0,-3712,-62553,0,0,0
1987:Q3,128812,0,43884,ND,ND,-11040,ND,ND,0,0,0,0,0,95308,0,660,117913,276,330,21860,-6226,-36871,ND,ND,10640,ND,ND,-3608,ND,ND,0,0,-228,3036,7144,8320,-14556,0,119684,0,0,8112,10900,0,0,0
1987:Q4,-164324,0,17860,ND,ND,-14448,ND,ND,0,0,0,0,0,-154836,0,-12900,-135121,-8956,-6450,1008,3714,-16081,ND,ND,10984,ND,ND,-3824,ND,ND,0,0,-3120,1372,5376,-12468,-2464,0,-105440,0,0,1228,-29203,0,0,0
1988:Q1,198730,0,44174,ND,ND,53000,ND,ND,0,0,0,0,0,105160,0,-3604,161953,1184,-1802,-11068,-1610,64645,ND,ND,-12708,ND,ND,-9736,ND,ND,0,0,20,-100,-2728,20632,47336,0,72320,0,0,-4432,36777,0,0,0
1988:Q2,16168,0,2748,ND,ND,18632,ND,ND,0,0,0,0,0,-6052,0,840,42642,-2332,420,16240,31816,-22834,ND,ND,6088,ND,ND,11832,ND,ND,0,0,6772,-1388,-1168,-12276,-17344,0,27092,0,0,-276,-26473,0,0,0
1988:Q3,192528,0,55340,ND,ND,-15988,ND,ND,0,0,0,0,0,122988,0,30188,212003,2480,15094,2300,28490,8091,ND,ND,-6684,ND,ND,-1452,ND,ND,0,0,-808,-1728,-1940,12168,11436,0,137680,0,0,6876,-19475,0,0,0
1988:Q4,-156052,0,-37868,ND,ND,-15780,ND,ND,0,0,0,0,0,-95240,0,-7164,-139286,5144,-3582,-11528,-40966,-58842,ND,ND,19752,ND,ND,-104,ND,ND,0,0,2572,-1140,15364,-1092,-15056,0,-47348,0,0,-2460,-16765,0,0,0
1989:Q1,303378,0,101684,ND,ND,2426,ND,ND,0,0,0,0,0,182756,0,16512,262277,-4948,8256,31912,19624,55789,ND,ND,-23188,ND,ND,-4973,ND,ND,0,0,3952,548,-696,-556,27732,0,143368,0,0,5456,41101,0,0,0
1989:Q2,352432,0,-31,ND,ND,26319,ND,ND,0,0,0,0,0,278128,0,48016,367508,-880,24008,9460,28684,24095,ND,ND,-176,ND,ND,3746,ND,ND,0,0,1784,132,22606,5304,78540,0,158896,0,0,11308,-15075,0,0,0
1989:Q3,-129712,0,-78626,ND,ND,-9750,ND,ND,0,0,0,0,0,-65824,0,24488,-116010,-4300,12244,13532,16888,-41763,ND,ND,25768,ND,ND,8943,ND,ND,0,0,4272,692,5674,-1280,-6516,0,-149548,0,0,-616,-13702,0,0,0
1989:Q4,-40773,0,-43814,ND,ND,3001,ND,ND,0,0,0,0,0,-11860,0,11900,-31743,1336,5950,9680,-33714,57439,ND,ND,2592,ND,ND,4783,ND,ND,0,0,-1084,-3292,25024,-5040,12288,0,-131868,0,0,24164,-9030,0,0,0
1990:Q1,11252,0,13410,ND,ND,60542,ND,ND,0,0,0,0,0,-75356,0,12656,51120,-2988,6328,1444,50120,10232,ND,ND,-9552,ND,ND,8594,ND,ND,0,0,160,1064,-43489,1220,-8392,0,39808,0,0,-3428,-39868,0,0,0
1990:Q2,-18969,0,-41220,ND,ND,72856,ND,ND,0,0,0,0,0,-50228,0,-376,-6870,-944,-188,12644,-9900,427,ND,ND,5036,ND,ND,2030,ND,ND,0,0,-1404,5764,13212,92,7252,0,-37460,0,0,-3432,-12099,0,0,0
1990:Q3,-42892,0,-34190,ND,ND,-31150,ND,ND,0,0,0,0,0,27296,624,-5472,60889,3968,-2736,1580,7164,-13668,ND,ND,7888,ND,ND,515,ND,ND,0,0,-1428,1640,43995,3572,-36340,0,46832,1336,0,-3428,-103782,0,0,0
1990:Q4,-54735,0,-117948,ND,ND,-39667,ND,ND,0,0,0,0,0,98724,176,3980,-58897,-2620,1990,7256,22962,-7080,ND,ND,-14420,ND,ND,-2731,ND,ND,0,0,-2568,1652,2826,-1224,65072,0,-127024,444,0,-3432,4162,0,0,0
1991:Q1,12541,0,-53131,ND,ND,11348,ND,ND,0,0,0,0,0,54764,-612,172,100890,-3252,86,-8396,-33142,6317,ND,ND,-11832,ND,ND,-1973,ND,ND,0,0,-1516,6208,20110,4044,5716,0,116396,952,0,1172,-88350,0,0,0
1991:Q2,144171,0,-34995,ND,ND,54490,ND,ND,0,0,0,0,0,129216,-12,-4528,126883,424,-2264,19876,-20064,7550,ND,ND,28716,ND,ND,-5255,ND,ND,0,0,3656,10920,2383,-1664,7360,0,69968,4108,0,1168,17289,0,0,0
1991:Q3,164792,0,11925,ND,ND,-1601,ND,ND,0,0,0,0,0,170440,-28,-15944,175961,820,-7972,3880,5700,47789,ND,ND,13376,ND,ND,-3304,ND,ND,0,0,5728,17420,14120,-1224,16100,0,61708,648,0,1172,-11169,0,0,0
1991:Q4,-261961,0,-71588,ND,ND,-11861,ND,ND,0,0,0,0,0,-173600,16,-4928,-250128,-60,-2464,11324,25072,-78267,ND,ND,4188,ND,ND,4928,ND,ND,0,0,7064,-8008,183,-16532,-33660,0,-163276,-1792,0,1172,-11832,0,0,0
1992:Q1,153994,0,59355,ND,ND,7175,ND,ND,0,0,0,0,1592,81900,-12,3984,143077,6364,1992,-10616,-33184,54981,ND,ND,-8176,ND,ND,-12390,ND,ND,0,0,-704,1724,26331,-728,4832,0,70316,-2948,0,45284,10917,0,0,0
1992:Q2,157232,0,-71411,ND,ND,54303,ND,ND,0,0,0,0,1892,178944,28,-6524,143691,2644,-3262,26248,-34934,-54332,ND,ND,14412,ND,ND,473,ND,ND,0,0,512,5544,6818,3928,-5276,0,167132,3600,0,10184,13541,0,0,0
1992:Q3,310839,0,80186,ND,ND,-50695,ND,ND,0,0,0,0,2032,287900,388,-8972,244113,-2712,-4486,-668,96022,13766,ND,ND,36820,ND,ND,267,ND,ND,0,0,668,11552,-24260,14228,17168,0,91860,-564,0,-5548,66726,0,0,0
1992:Q4,-78065,0,15266,ND,ND,-42947,ND,ND,0,0,0,0,2016,-46656,-152,-5592,-3531,7452,-2796,3468,-67668,28267,ND,ND,-720,ND,ND,13059,ND,ND,0,0,272,4428,-13513,-13572,-20692,0,25548,-576,0,33512,-74534,0,0,0
1993:Q1,311797,0,78050,ND,ND,-6266,ND,ND,0,0,0,0,2128,235468,-44,2460,84193,-4608,1230,11280,22054,-38859,ND,ND,-7144,ND,ND,-21007,ND,ND,0,0,3748,2156,6167,884,-37092,0,127728,-1868,0,19524,227603,0,0,0
1993:Q2,-46862,0,-38000,ND,ND,2034,ND,ND,0,0,0,0,2368,-11204,640,-2700,10189,-3336,-1350,-6456,7438,-24345,ND,ND,28864,ND,ND,-139,ND,ND,0,0,1752,4500,-14748,2880,-30948,0,30468,588,0,15020,-57052,0,0,0
1993:Q3,353566,0,87250,ND,ND,-5656,ND,ND,0,0,0,0,2256,268720,-516,1512,253573,-4432,756,7024,2144,4059,ND,ND,2236,ND,ND,-2120,ND,ND,0,0,-2856,-25828,31761,1504,-3864,0,226900,-2512,0,18800,99993,0,0,0
1993:Q4,-114626,0,-14526,ND,ND,-42408,ND,ND,0,0,0,0,1792,-60996,-408,1920,18004,2172,960,32036,-9568,13740,ND,ND,30740,ND,ND,2929,ND,ND,0,0,1016,2248,-22145,-6600,6928,0,-52556,1800,0,14304,-132630,0,0,0
1994:Q1,259923,0,70328,ND,ND,11880,ND,ND,0,0,0,0,6324,171164,408,-180,207523,292,-90,-20972,1290,-8978,ND,ND,-43588,ND,ND,-910,ND,ND,0,0,-4724,-200,9051,19604,14388,0,245776,-1420,0,-1996,52400,0,0,0
1994:Q2,106402,0,42156,ND,ND,7210,ND,ND,0,0,0,0,5200,65824,-412,-13576,40768,-260,-6788,-9880,-4520,-37838,ND,ND,44052,ND,ND,-2381,ND,ND,0,0,-5544,10040,-3428,1544,31368,0,33304,1184,0,-10084,65634,0,0,0
1994:Q3,212526,0,62258,ND,ND,5300,ND,ND,0,0,0,0,6000,137360,300,1308,183263,728,654,-29240,-9094,-10222,ND,ND,-5864,ND,ND,1158,ND,ND,0,0,-7428,8736,4043,7140,29880,0,115108,-364,0,78028,29263,0,0,0
1994:Q4,-427368,0,48198,ND,ND,26,ND,ND,0,0,0,0,1388,-468124,-132,-8724,-398163,-2072,-4362,1804,-8754,28046,ND,ND,43348,ND,ND,-6914,ND,ND,0,0,-7032,10928,2786,-2888,66112,0,-406672,1500,0,-113992,-29205,0,0,0
1995:Q1,347282,0,36506,ND,ND,-4148,ND,ND,0,0,0,0,772,298164,288,15700,230340,6116,7850,-35300,40186,30457,ND,ND,-80176,ND,ND,-10029,ND,ND,0,0,288,6776,-3216,676,26108,0,201856,-1220,0,39968,116942,0,0,0
1995:Q2,216149,0,25976,ND,ND,14997,ND,ND,0,0,0,0,1804,158640,7612,7120,331125,21248,3560,-33968,25300,49005,ND,ND,15196,ND,ND,6440,ND,ND,0,0,284,6952,36823,10524,44264,0,121224,752,0,23520,-114975,0,0,0
1995:Q3,155588,0,60140,ND,ND,21303,ND,ND,0,0,0,0,1028,75924,-7864,5056,70087,-20992,2528,19044,-21972,-33937,ND,ND,24772,ND,ND,7139,ND,ND,0,0,292,-7496,12804,-7140,16688,0,65280,-1768,0,14844,85501,0,0,0
1995:Q4,115092,0,-57219,ND,ND,3847,ND,ND,0,0,0,0,1112,169136,744,-2528,208787,-5324,-1264,40852,-17756,110793,ND,ND,12700,ND,ND,-2891,ND,ND,0,0,280,8376,30245,5388,-5116,0,25428,1336,0,5740,-93695,0,0,0
1996:Q1,168675,0,-24226,ND,ND,-5199,ND,ND,0,0,0,0,1116,201732,-488,-4260,248865,-48,-2130,80928,23322,-44546,ND,ND,-25196,ND,ND,-3103,ND,ND,0,0,4092,-20196,17566,-1236,-9224,0,210096,-1084,0,19624,-80190,0,0,0
1996:Q2,119835,0,-13075,ND,ND,37463,ND,ND,0,0,0,0,1560,93204,4,680,146133,7576,340,33148,12720,-60330,ND,ND,5232,ND,ND,-4103,ND,ND,0,0,4084,7004,8606,4080,-2172,0,114376,136,0,15436,-26298,0,0,0
1996:Q3,5227,0,-10559,ND,ND,9374,ND,ND,0,0,0,0,1860,32160,-312,-27296,-26854,1408,-13648,1576,-5084,-9660,ND,ND,-38844,ND,ND,-7441,ND,ND,0,0,4088,-2424,10291,7056,280,0,26164,-932,0,316,32082,0,0,0
1996:Q4,1450,0,10000,ND,ND,25978,ND,ND,0,0,0,0,6640,-44504,2772,564,42352,-3080,282,15044,-15234,28024,ND,ND,61736,ND,ND,-5125,ND,ND,0,0,7292,2596,29141,-3836,-36044,0,-18380,2440,0,-22504,-40901,0,0,0
1997:Q1,370729,0,67824,ND,ND,6905,ND,ND,1844,0,0,0,5420,302884,-736,-13412,459260,-688,-6706,16296,22405,57919,ND,ND,-4140,ND,ND,25765,ND,ND,0,0,-1152,-3308,45485,9400,6388,0,209864,-1572,0,83304,-88531,0,0,0
1997:Q2,131299,0,-59873,ND,ND,31532,ND,ND,1152,0,0,0,9392,148848,-380,628,69154,-1932,314,-9072,26661,-51112,ND,ND,50316,ND,ND,-3806,2657,-6464,0,0,1856,19352,-23766,10876,24468,0,22240,192,0,2568,62145,0,0,0
1997:Q3,464197,0,114704,ND,ND,-10103,ND,ND,-1452,0,0,0,10916,349176,444,512,421555,3020,256,13424,-11041,52421,ND,ND,-26440,ND,ND,3456,3791,-335,0,0,-160,-340,31968,-568,1604,0,329624,348,0,23984,42643,0,0,0
