1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2009:Q1,1027177,304234,253555,39269,3387,244521,39574,146597,-3960,1379355,592088,505934,114779,152715,13839,-352178,110159,138,-2015,-240143,-369468,143312,-3733,-509046,25541,15,-103095,13272,774,-651,-10272,-9755,-22659,-7682,29238,-852,-7800,25162,7918,11735,5509,94585,113,292,-5420,26533,-6012,534587,0,3587,0,498276,470152,-798,28922,-25854,0,-25854,-58,-7866,66502,129325,43145,552191
2009:Q2,1047387,273729,253890,51140,3437,256316,44294,168114,-3533,1461111,617120,540573,135021,154531,13866,-413724,110389,-678,735,-303392,-257350,164241,1966,-423557,217551,8,73087,-10913,3508,-1489,13476,154494,-18746,62545,106038,1329,3328,32122,7800,7372,16950,-36665,1280,-498,1952,-19157,6347,641108,0,166,0,377227,344601,-274,32900,-1406,0,-1406,515,-469,265075,-46042,160613,584170
2009:Q3,1004456,271754,257772,53190,2835,224222,48592,149418,-3327,1429215,596626,535764,123594,156464,16767,-424759,110656,-808,1248,-314543,-273072,175886,2738,-451696,106076,47720,-56855,5925,1024,-1841,7356,69342,-14175,27524,55841,88,64,44599,8371,28953,7275,3249,57,-2776,-22975,8185,3066,557772,47598,137,0,418083,396975,928,20180,-3108,0,-3108,35,-1022,96049,-41470,94763,546459
2009:Q4,1077624,302660,261600,53872,3109,244173,54071,161875,-3736,1472433,627597,541453,131665,157844,13874,-394809,111563,41,2125,-285412,-282590,159471,2797,-444858,-40242,487,-68180,2891,-1879,-1154,-2694,38020,-3916,12661,28844,481,-50,60923,10110,49437,1376,-79026,1313,-1479,440,12213,-2117,404616,0,127,0,323596,263906,293,59397,61233,0,61233,606,-6972,26026,-2822,-51329,393529
2010:Q1,1080173,295969,260717,64323,3058,243507,51813,164879,-4094,1493887,615628,571282,135189,158089,13699,-413714,112577,-730,3629,-304037,-368913,142200,2866,-513979,106877,7,21089,6135,588,-304,1764,14836,-7221,15520,3082,582,2873,19438,6096,15108,-1766,-5742,1760,-132,4682,42630,127,620856,0,54,0,508739,482308,86,26345,-20113,0,-20113,-95,17406,114865,64876,95228,609207
2010:Q2,1108278,295341,265084,67253,3401,261475,51841,168462,-4579,1525749,639259,572893,138525,161199,13873,-417471,113812,-275,6054,-309438,-237469,163638,2586,-403693,-23805,6,72007,-17014,84,400,-6472,-81820,-6767,-25768,-40229,-325,-8731,17010,6440,17037,-6467,26288,2588,2347,525,-35757,-3997,379888,0,460,0,341424,344431,269,-3276,3944,0,3944,177,13673,20210,-71969,6867,410560
2010:Q3,1089923,303290,267871,68290,3155,231717,56167,164281,-4848,1501138,615082,574049,134481,163526,14000,-411215,114769,-922,3320,-298844,-252534,176735,2698,-431967,137174,8,19798,3461,962,1290,6519,48320,3310,22805,15844,591,5770,54666,5403,59187,-9924,-1156,932,-1200,3111,-1961,2425,569141,0,208,0,405499,397724,121,7654,9308,0,9308,165,7615,146346,-46310,124201,556168
2010:Q4,1159540,343019,269402,65614,4248,251972,56961,173351,-5027,1544454,641079,579674,143819,165645,14237,-384914,115996,-799,1665,-269784,-242811,161932,2904,-407646,156707,10,42189,7003,-314,1435,350,44641,1223,28617,3737,1288,9776,48587,6788,39802,1997,-9396,581,-1701,3929,20054,-661,564353,0,129,0,422209,365510,190,56509,64399,0,64399,615,8675,68326,-26973,126297,533943
2011:Q1,1154610,356789,272408,73795,3388,229970,56833,166275,-4848,1524301,620370,584641,136248,168322,14720,-369692,117424,-732,2999,-254535,-345513,143434,2866,-491812,-145418,-1961,-224632,2986,6459,-252,-6197,-25111,10220,-5155,-25568,-120,-4488,48605,4152,50139,-5686,4859,38,-3244,4750,52106,-3824,346394,0,248,0,248697,268153,298,-19754,-21238,0,-21238,70,12128,106489,90978,-130260,361552
2011:Q2,1162471,352719,275911,66205,3376,242445,53738,172613,-4536,1556171,644597,581571,142885,172142,14976,-393701,118745,-487,6024,-280493,-168751,161015,2716,-332482,-77043,159,23763,-4353,5988,2,-5378,-83365,-6358,-14958,-55544,-710,-5795,13916,5915,16648,-8647,9208,1581,-1065,4786,-38898,-3388,255439,0,163,0,170653,204325,39,-33711,-90162,0,-90162,432,18789,155564,-111742,-49450,283032
2011:Q3,1120177,363105,276591,60124,4100,220499,50887,149246,-4374,1505489,617530,579020,119170,174727,15042,-385312,120043,-1404,3714,-267579,-281941,173332,2446,-457718,-96536,27,-78982,5685,3914,-136,-1778,-96120,-8236,-28564,-57678,-150,-1492,45003,3210,42220,-427,14355,469,5445,1283,2152,2146,361182,0,129,0,287581,293201,484,-6104,102112,0,102112,289,7125,-36054,14362,-57360,400358
2011:Q4,1163522,381078,278815,72214,4202,228146,49321,153830,-4084,1525998,628814,581955,123943,176015,15271,-362476,120943,-674,2371,-243230,-266403,158838,2542,-427783,119277,23,39218,13461,1898,781,6453,13734,-2769,23668,-19046,1158,10723,22678,3362,21968,-2652,6089,137,89,-529,8904,6342,547060,0,116,0,338105,317744,286,20075,70227,0,70227,472,9329,128811,23173,96270,524053
2012:Q1,1186444,376286,282231,76283,3849,242761,58143,150487,-3597,1521310,628374,580343,121695,176299,14599,-334867,122150,-860,1997,-213853,-350579,140968,2430,-493977,-15846,11,-50660,5548,1085,-1386,-3410,-45879,3432,1124,-46528,22,-3929,53360,1159,36633,15568,-19738,-228,-5729,3551,46312,1317,478131,0,191,0,402415,400607,-835,2643,-14184,0,-14184,106,15645,73958,136726,-21445,472532
2012:Q2,1193824,361239,283013,89348,4023,249370,55519,154758,-3446,1537935,634571,585149,127364,176336,14515,-344111,123145,-523,1810,-222253,-107504,158702,2420,-268626,17055,10,45226,-6295,3193,-1036,-1465,-36209,-9557,-5661,-19621,184,-1554,38611,1018,27100,10493,-1862,1703,1298,1020,-29410,2271,285681,0,128,0,199623,183856,35,15732,20741,0,20741,360,14005,50824,-114748,13160,281786
2012:Q3,1148575,364895,283456,79992,4112,220909,54149,144364,-3301,1513373,619495,584766,118993,176043,14076,-364798,123962,-729,1230,-241337,-86336,169121,2375,-257832,100086,10,-10814,12827,724,-253,6022,48197,-8002,32891,15622,1025,6661,38272,676,43714,-6118,-3434,-1454,287,5364,-2270,6608,357918,0,118,0,228118,232608,-74,-4416,16935,0,16935,-55,5332,107470,-155001,69715,327547
2012:Q4,1225232,407094,287413,79743,4717,242119,52610,154837,-3301,1538935,632999,590278,125741,175069,14848,-313703,124362,-498,6749,-195592,-251813,152241,1743,-405797,-37884,6,13892,7062,-966,465,-4431,-30446,-7199,1167,-21621,23,-2816,-28916,-413,20041,-48544,-3903,-1271,-1715,-1730,13538,530,367913,0,116,0,303422,304788,485,-1851,23427,0,23427,-124,16064,25008,56221,-27135,378662
2013:Q1,1262866,396042,293357,85244,4282,280022,55026,151959,-3066,1535578,630748,596941,121005,172036,14847,-272712,124814,-494,-357,-147047,-203632,134501,2155,-340288,144371,5,-16247,5002,771,-878,5370,69576,24892,10012,19818,1363,13491,41357,575,42988,-2206,-7657,-1482,-341,-671,43031,6536,484659,0,220,0,352894,345185,-253,7962,3291,0,3291,41,5346,122867,56585,137377,477665
2013:Q2,1358737,409403,294379,89618,4279,291654,113534,159323,-3453,1557287,642347,599573,129271,171069,15026,-198550,125743,-257,-1362,-71188,113667,151965,1847,-40144,21721,6,52658,-1022,-299,-241,-4358,2142,-9376,12239,-7916,802,6393,13138,-1714,15334,-482,-6080,1616,-1060,5722,-40923,422,61865,0,176,0,-22844,-4963,336,-18217,-86983,0,-86983,183,19006,152327,-184855,11576,51720
2013:Q3,1282306,418027,298176,89084,4633,259794,63866,152315,-3589,1535259,623443,602586,123163,171075,14991,-252953,126634,-754,-2541,-123025,-124157,165026,1666,-290849,-21168,5,-42734,7913,-1079,391,-565,120,-17853,21818,-7076,798,2433,8916,-1035,39504,-29553,-8494,60,-2481,3759,10212,2808,269681,0,187,0,170569,195423,136,-24990,-41495,0,-41495,-124,15726,124818,1132,-13137,277712
2013:Q4,1375790,454063,299911,88147,4933,277969,90430,163871,-3534,1551521,634205,605673,124427,172360,14855,-175731,127820,-409,-3099,-44404,29389,150339,2228,-123178,315426,6,82765,8091,-2831,-83,3784,45852,-19674,41520,13620,1261,9125,160406,144,15443,144819,-6916,77,-906,3884,15449,5849,438604,0,159,0,256957,270598,-611,-13030,221324,0,221324,130,12871,-52837,-73793,232022,355200
2014:Q1,1382895,453208,303442,94574,5458,294015,72039,162690,-2531,1567496,637294,614403,127461,173664,14675,-184601,128757,-459,-838,-54546,-138445,132562,2240,-273247,106916,8,-23291,8169,-1052,-1042,1117,2955,9564,-347,-7275,131,882,67878,28,41033,26817,-726,0,-16,4926,43884,4106,380163,0,256,0,258257,264317,-484,-5576,-3335,0,-3335,-20,9965,115040,83899,108118,381365
2014:Q2,1398581,428864,308266,107747,4982,303568,64988,182384,-2218,1599357,645612,626122,137553,175452,14619,-200776,129258,-89,-1695,-69734,46709,153733,2151,-109175,-92871,8,-3203,-5988,722,-883,-2799,-34060,5451,-13774,-20440,-248,-5049,-14196,291,15248,-29735,-6689,1370,-2624,4134,-29901,1238,16304,0,214,0,-53163,-50993,32,-2202,-3078,0,-3078,138,10546,61647,-116443,-71680,37495
2014:Q3,1360614,432893,312048,100470,5025,270204,58096,183840,-1963,1598433,636038,635584,136287,175979,14546,-237819,129971,-602,-2241,-105005,-179986,166705,1072,-347763,-162848,4,21507,6432,-1048,-198,-6600,-53288,1877,-20824,-28200,-1048,-5093,-110494,236,41222,-151952,-5214,476,-1450,-5741,-5418,-1816,184915,0,208,0,180468,208261,-178,-27615,-21516,0,-21516,306,8347,17102,74981,-91089,256674
2014:Q4,1407061,470713,313956,93207,4922,291015,58879,176132,-1763,1615439,643334,642028,139567,176261,14250,-208379,130349,-781,-1025,-76223,-53958,153331,2498,-209786,157728,3,82071,3663,-2569,422,6280,35384,-7357,14790,14045,1497,12409,24379,-724,13228,11875,36,212,2449,2555,-5303,8146,367514,0,130,0,236375,225082,517,10776,74316,0,74316,346,7851,48496,-22266,130495,340281
2015:Q1,1433008,481657,314263,96175,5494,304215,53255,179009,-1060,1626593,642147,654414,142711,173321,13999,-193585,130765,-475,-1318,-61026,-72168,137044,2670,-211882,27875,3,-133866,10908,-4193,-608,4944,39162,4999,14565,9989,1375,8234,42626,20,41033,1573,2375,2086,1261,-1420,57233,7364,239756,0,370,0,149920,125849,-243,24314,-46628,0,-46628,-521,24433,112183,11142,10372,222253
2015:Q2,1456735,472000,317096,106534,5458,316720,54234,185563,-870,1650777,654717,663848,144895,173205,14111,-194042,131142,-366,-2871,-59663,136655,160400,-27456,3711,99906,2,158249,-7704,-933,-260,-4486,-3654,15780,-8973,-15553,279,4813,-3282,-1283,14081,-16080,-2628,1,-1271,3271,-37050,-349,96195,0,329,0,73085,63951,519,8615,-78646,0,-78646,231,8991,92205,-196318,126643,122932
2015:Q3,1413240,471058,319668,97734,5819,281420,60798,177302,-558,1642873,644670,667165,142170,174448,14419,-229632,131557,-735,-2180,-95160,-75403,174753,2827,-252983,-99654,2,-58938,2396,-334,119,-4358,-43826,13617,-29331,-24844,-392,-2876,9276,-2315,35184,-23593,4848,10,2284,1481,-12176,-439,153329,0,327,0,133608,142188,-555,-8025,-46581,0,-46581,-145,14203,51917,-19757,-48219,204764
2015:Q4,1515614,516173,322427,84707,5407,307659,73582,206017,-358,1672356,662453,670121,148073,177045,14663,-156742,131609,-826,-3458,-20849,-105889,157235,2927,-266050,233808,2,136320,8093,-1044,558,5065,56838,2891,19137,18331,1305,15174,11554,-1681,13118,117,-1785,0,1101,9956,-629,7780,499858,0,240,0,349308,356154,459,-7305,208242,0,208242,327,8117,-66376,85040,216377,482427
2016:Q1,1455359,483317,322600,85964,6158,309476,58901,188971,-27,1672566,648763,677777,149944,180910,15173,-217208,131660,-395,-2581,-82572,-136537,144810,3010,-284357,83815,2,-18605,3586,-1089,1475,685,-5392,25520,-16318,-11079,510,-4025,47715,2240,40084,5391,303,1489,542,2490,46590,4023,368172,0,159,0,255021,238106,-115,17030,-2005,0,-2005,-99,28299,86797,53965,92116,376473
2016:Q2,1474864,475519,323801,97148,5894,327830,55288,189982,-597,1698903,668728,681764,149210,183607,15595,-224040,132840,-557,-3791,-86852,95544,164830,-5052,-64234,57305,0,48188,-3082,168,979,1502,-6561,10763,-11876,-5516,215,-147,28248,1244,11388,15616,-910,211,-7,5500,-21772,4841,121539,0,317,0,7078,-15455,117,22416,22982,0,22982,195,12658,78309,-182395,50290,114524
2016:Q3,1463113,490094,330684,94414,5879,299600,55768,187365,-690,1703515,663783,686541,151912,185531,15749,-240402,133479,-500,-3504,-102919,-70009,176863,2795,-249667,92296,2,-9080,-5021,1646,1274,5339,39634,-8278,18445,15662,1913,11892,42335,1512,35517,5306,11,20,550,7983,-1036,8639,341963,0,327,0,224874,230318,-193,-5251,28461,0,28461,16,12185,76100,-32911,64515,314182
2016:Q4,1492597,509823,332041,87520,6122,307461,53047,197425,-840,1720408,672101,692133,153919,187025,15231,-227811,134549,-513,-2096,-90653,-84174,163154,3239,-250567,124584,680,51135,12473,748,1673,-2055,27574,-2402,19394,-551,1491,9642,19491,3462,12640,3389,-5321,27,-369,5313,11627,1589,375151,0,166,0,258256,258257,96,-97,82348,0,82348,2,19185,15194,-6479,102424,352991
2017:Q1,1529706,517920,333772,75904,6000,333630,61783,201647,-951,1733466,676446,701321,152912,187948,14839,-203760,135591,-352,-2540,-65277,-167572,149385,3243,-320201,-198338,11,-306558,-5919,-283,-663,2736,34645,12256,11930,2322,1062,7075,33815,664,37742,-4591,-3508,835,-1260,-5416,46856,6371,121863,0,245,0,30118,42783,-231,-12434,-45171,0,-45171,-285,14709,122247,102295,-207827,112374
2017:Q2,1493019,491764,337755,74859,6196,341824,57002,184715,-1097,1737581,682905,702904,146381,190881,14510,-244561,136748,-593,-2990,-104231,83751,172253,3356,-91858,15976,15,86174,-4183,83,-377,1083,-837,443,2769,-6064,452,1563,-4169,473,11246,-15888,-1914,34,-820,4597,-68513,4803,107834,0,205,0,40164,42789,163,-2788,-84314,0,-84314,-127,17224,134682,-187983,27386,119244
2017:Q3,1466100,496114,343641,72969,6265,304452,54397,189402,-1141,1736098,665633,710987,150755,193245,15478,-269998,138099,-619,5410,-136690,-37441,185670,1792,-224903,22559,26,-27666,5620,-99,749,1111,23592,13589,7382,-2688,723,4586,26819,3746,35296,-12223,-3539,637,-1275,5371,-13691,4904,247462,0,189,0,175439,190269,-23,-14807,112817,0,112817,162,16585,-57730,-99249,25518,250421
2017:Q4,1528451,543029,348803,61045,6466,324249,52885,193037,-1064,1771770,690730,714022,156400,195570,15048,-243319,139451,-583,-236809,133524,189474,174118,3701,11656,421332,26,75432,18995,-1535,597,5510,54433,-377,25515,14067,1875,13353,28670,1978,12002,14690,-2231,0,839,1759,229062,9776,409677,0,206,0,308849,278526,27,30296,61481,0,61481,77,13682,25381,-55950,381608,369953
2018:Q1,1566729,535058,355271,68592,6218,349872,52391,200119,-792,1803696,704132,729447,157503,197938,14676,-236967,141225,-332,-3894,-91516,-198582,160274,3935,-362791,113549,33,60072,-5374,-73,-1249,-6486,-13371,19245,-11273,-21817,-36,510,30752,1770,36054,-7072,520,0,-1992,4134,49899,-3316,476340,0,136,0,442095,460101,267,-18273,3536,0,3536,104,37788,-7319,107066,132484,495275
2018:Q2,1550793,501898,359393,73482,6414,358581,51468,200298,-742,1827446,715361,734933,158921,203672,14559,-276653,143226,-382,-2215,-130831,125682,186290,3912,-64520,92361,33,38424,-5867,3135,-627,4181,51692,3736,20452,9324,1573,16607,7762,2372,9999,-4609,-463,1278,1559,9495,-26786,8546,156880,0,100,0,37705,39028,-1151,-172,5917,0,5917,-154,12877,100436,-256513,75601,140120
2018:Q3,1528143,502393,366487,72465,6366,319172,55770,206602,-1113,1827567,705534,740214,158031,209330,14458,-299424,144663,-675,-4040,-150047,-73952,201040,4086,-279078,178278,43,44757,5753,-291,-508,5135,57141,1956,28877,10834,2266,13208,28116,2148,32738,-6770,-3605,50,704,14414,16679,9890,457356,0,74,0,285550,293905,-689,-7666,33505,0,33505,181,36759,101287,-76094,154201,433279
2018:Q4,1580594,534804,375942,70546,6739,339411,55298,199799,-1945,1873799,734706,744151,159609,215706,19627,-293205,146188,-657,-2327,-144033,-206900,183044,2969,-392913,45459,47,22658,13525,2049,294,-2100,-42207,-7086,-17648,-20054,51,2531,11758,2621,11902,-2765,16387,0,6833,5211,9460,1544,438372,0,71,0,326791,338593,118,-11920,86060,0,86060,63,34280,-8893,62867,68246,461159
2019:Q1,1614038,553172,375899,63468,6442,365498,51287,201598,-3326,1898784,730223,768845,162066,220386,17264,-284745,147567,-532,-1178,-135469,-245150,170464,2809,-418423,15637,57,-69983,1756,114,882,2837,13241,17115,3704,-4619,618,-3577,35779,2053,33299,427,-13646,0,-5086,791,41426,7469,434061,0,103,0,306270,322492,-739,-15483,-42752,0,-42752,509,44499,125432,109681,15289,433713
2019:Q2,1639510,542124,379256,76140,6637,376217,54321,208545,-3730,1941599,759684,777037,166656,223505,14717,-302088,148952,-186,-2471,-150480,18992,195814,3891,-180712,-103893,60,-72824,979,2248,1487,2998,169,7457,-1045,-6057,861,-1048,-5790,-1953,8776,-12613,-1853,1349,-247,6183,-46485,7833,76819,0,65,0,-21991,-4422,-204,-17365,-85868,0,-85868,-103,18090,166626,-169472,-89863,90849
2019:Q3,1590883,532548,389661,72053,6689,333872,49243,210053,-3236,1934638,745006,783129,164383,221820,20300,-343755,150143,-585,-2324,-190703,-169654,212603,3771,-386027,117508,63,118092,4636,1753,2317,-1742,-41285,-3363,-17650,-9809,-819,-9644,44884,6131,32640,6113,-2139,18,-878,4114,-10159,-2166,503536,0,64,0,415785,419404,-542,-3077,144610,0,144610,408,4956,-62288,-21050,129773,515801
2019:Q4,1648364,570820,388814,72040,6712,354572,51689,205565,-1848,1967366,777142,785736,166251,217561,20676,-319002,151151,-929,10125,-177047,-228493,195059,3964,-427516,54736,57,31913,12667,151,2073,-1924,-9482,-3744,12407,-13242,-417,-4486,39505,3710,8258,27537,-11890,0,-4749,-865,-327,-2393,482252,0,77,0,360847,325217,-244,35874,98967,0,98967,83,17087,5191,51446,18528,446044
2020:Q1,1678675,577663,388125,60400,7111,381081,54006,210532,-241,1978890,773631,800788,173610,210697,20164,-300215,152451,-820,-649,-146295,-298860,182158,4011,-485029,143146,49,114808,6799,-333,7198,-4824,-70575,9483,-50409,-35343,-618,6313,46456,11912,31353,3191,22110,1298,9375,-9494,39679,-19400,628175,0,109,0,494397,486922,-27,7502,12924,0,12924,-147,33849,87043,152565,187414,672443
2020:Q2,1761011,508582,354006,71179,6570,366983,51534,402416,-258,3015381,815066,1377274,362959,201976,258106,-1254370,153673,-1190,-2886,-1096621,-1301619,208999,4093,-1514710,1648952,20,1231622,-483,4894,4566,12744,105019,-17817,175388,-19725,2382,-35209,136737,12263,5176,119298,-15481,114010,-4840,-3550,52151,11544,3163663,0,76,0,2773599,2751206,-165,22558,101196,0,101196,-10,24195,264607,204998,1466179,2980890
2020:Q3,1639553,538091,386005,84236,6735,334401,55759,235820,-1493,2559903,774321,1097825,197288,199485,290984,-920350,155497,-986,-3153,-760714,-488569,220834,1274,-710677,168906,5,70974,3919,1776,343,1503,35703,-10780,57935,-12918,71,1395,117361,10338,23637,83386,-9818,215,-3694,12783,-74492,12329,879583,0,118,0,508951,473146,-868,36673,57060,0,57060,339,19565,293550,-272145,93094,803771
2020:Q4,1769104,620943,393131,83108,7239,372576,52235,240240,-367,2286162,817835,939249,198512,201310,129256,-517058,157546,-617,-3669,-355227,-488831,206794,4062,-699687,55975,7,-290,-21108,2442,1564,3496,62830,-5410,53911,12838,260,1231,35985,13277,1577,21131,-15681,324,-6107,9875,-1459,-15903,755662,0,81,0,634938,605977,56,28905,94734,0,94734,8,11046,14855,133604,-7661,692026
2021:Q1,1816645,639045,398436,91241,7588,379560,50394,253100,-2719,2878319,818589,1512944,210859,205759,130168,-1061674,159872,127,49175,-951104,-732318,186420,-659,-918079,-507552,8,-597148,1484,-2158,4069,-3006,94926,39981,47011,-1375,-299,9608,38690,-3538,29122,13106,-25060,-61053,-18295,11123,48989,-121,410527,0,75,0,425537,401207,-380,24710,-58914,0,-58914,284,47353,-3808,-218786,-560326,357753
2021:Q2,2129284,652131,425552,114456,7639,405026,56579,471446,-3545,2787540,852953,1086314,429102,211508,207663,-658256,163360,-952,-5600,-488344,-259995,210767,3950,-474711,-50572,4,-213517,-22764,434,3047,22678,272344,-4295,299374,-8405,-3553,-10777,11031,-3315,3815,10531,-7789,-11500,-10809,9834,-74872,-28693,424139,0,56,0,370193,351678,-1,18516,6874,0,6874,-848,34300,13564,-228349,-347465,127246
2021:Q3,1978254,666844,431875,118813,7945,368869,61492,325345,-2928,2522362,829646,1019100,289053,216042,168521,-544108,167084,256,-5146,-372134,-401752,222776,-565,-623963,-344264,112838,-614989,-6665,-8,2827,5543,69199,-3037,43579,12246,1950,14461,76553,-2424,22485,56492,4798,-13382,2429,10395,-2437,8634,279699,112834,88,0,164334,147092,-325,17567,-18221,0,-18221,935,19547,182,29618,-394022,229941
2021:Q4,2086184,747077,444225,125625,8286,411842,63692,287276,-1839,2415553,874096,975256,244042,218644,103515,-329369,171656,-609,-5535,-151570,-185001,208236,3848,-397085,313632,835,217897,-1694,2168,5362,4576,43641,-5256,51682,8072,738,-11596,27531,-2764,-55,30350,-8053,-5601,-1045,14142,6323,7551,710717,0,153,0,721961,711401,286,10274,143192,0,143192,-94,14716,-169211,33432,278193,675278
2022:Q1,2202570,823724,451777,133006,8755,426205,65735,293807,-439,2360913,856815,993822,252247,220161,37868,-158343,176656,-423,-6175,24910,-167578,194916,-77306,-285189,466892,1517,250555,-7091,-600,636,-7260,70792,19057,47643,-2674,905,5861,76032,1586,18599,55847,1194,299,911,11781,87828,-19702,752081,0,-6,0,664720,688572,-390,-23462,43327,0,43327,221,20457,23362,192488,409675,694864
2022:Q2,2240862,809818,462782,142093,8664,447390,60366,310653,-903,2432293,900935,1003962,265080,229827,32489,-191431,182054,-872,-23649,15144,427194,223571,-575,204198,289403,1521,141897,-22322,-404,1763,5844,162331,5266,97757,24518,3438,31352,27853,3038,2145,22670,25347,-1747,9770,12792,-83332,8090,85205,0,182,0,11530,7260,324,3946,27016,0,27016,-74,11767,34784,-412051,198160,-6038
2022:Q3,2171359,797340,468647,145464,8440,412520,44033,297068,-2153,2437717,888810,1007701,264643,246786,29777,-266358,186088,-858,3900,-83313,-255898,239923,-18911,-476911,-36945,704,-154755,-959,126,2586,-1504,83478,445,60142,7242,1396,14253,32772,4675,22034,6063,4795,335,2633,6113,-9979,-3290,439966,0,182,0,353796,363342,-369,-9177,54880,0,54880,246,3289,27573,172585,-99651,377260
2022:Q4,2196115,814025,467042,143296,8402,424615,37615,305492,-4372,2511944,919972,1037078,259835,267195,27864,-315829,188809,-482,-17149,-109390,-213745,228821,3638,-446204,-119016,1223,-180400,17019,1672,4776,2518,26394,8190,23850,1291,-698,-6239,8283,3201,8180,-3098,-6377,-2375,-2549,3574,11251,-4025,327188,0,182,0,206743,228268,447,-21972,134936,0,134936,-23,20445,-35095,104355,-133199,313005
2023:Q1,2165022,738501,468360,142800,8696,468610,34249,310136,-6331,2538460,918772,1039140,272348,282079,26121,-373439,191631,18,30770,-212596,-475046,215831,3887,-694764,-121250,969,-270900,-8164,-192,4301,9566,43622,-7875,29856,13616,1644,6381,4368,-6401,12338,-1569,-1000,266,539,1999,78560,14815,573514,0,182,0,441274,437064,-56,4266,-39886,0,-39886,512,50040,121392,262450,-151292,543472
2023:Q2,2139650,692144,470996,151297,8921,476295,34751,313141,-7895,2568596,926704,1048058,274710,293505,25619,-428946,193156,-233,62913,-298470,-179733,249935,3955,-433623,172309,812,219639,7653,-590,867,2824,65471,2073,47755,7365,950,7328,-61187,-6791,-9543,-44853,-8414,-418,-1658,8877,-63267,1700,605932,0,182,0,499822,490331,-1752,11243,29398,0,29398,-50,28176,48405,-118737,131097,564720
2023:Q3,2074438,692437,475206,158190,8832,426368,35791,286600,-8986,2556819,927562,1044552,245668,312873,26164,-482382,195089,-794,51957,-338456,-442197,268130,3025,-713352,272122,1713,252051,-4547,-1406,1041,-3409,39848,6493,38712,-7386,974,1055,-38244,-4663,-27041,-6540,1695,736,695,16425,13038,-7514,985474,0,703,0,853219,857794,1576,-6151,43406,0,43406,717,32521,54908,103741,228615,941967
2023:Q4,2155646,732653,478548,156280,8981,451375,39879,297475,-9546,2598854,950916,1046692,248248,328094,24904,-443209,196964,-384,7973,-253833,-395937,252671,3956,-652564,107424,1130,135548,9003,-2559,551,10165,9315,4108,2253,8878,-267,-5658,-28306,-4991,-877,-22438,-6959,-6736,-1621,5141,-29116,11869,759988,0,182,0,609990,596402,610,12978,206532,0,206532,136,42427,-99279,142104,107685,760249
2024:Q1,2256573,769283,483607,156065,9178,492271,40060,316230,-10120,2651322,949172,1087993,254726,335219,24212,-394749,199027,-425,6866,-202162,-287305,236111,3838,-527254,170496,1965,9777,-1072,709,514,3163,57946,2538,50202,5785,1189,-1769,27889,3546,26435,-2092,-11009,5,-3026,-5615,83179,6071,697750,0,182,0,599371,582039,-231,17563,-14108,0,-14108,915,17073,94316,85143,118904,646158
2024:Q2,2234400,732672,488093,170363,9410,497918,41118,305266,-10439,2707739,983792,1102708,256845,340794,23600,-473339,201018,-220,8267,-280367,8101,270486,3570,-265954,-934,1038,-8529,-1925,-603,1021,5925,62625,-3522,43403,10492,1408,10844,12950,3444,-3719,13225,-328,-617,981,7390,-85653,4792,265020,0,182,0,130632,94527,273,35832,19464,0,19464,7,31668,83067,-288469,-52879,213075
2024:Q3,2194706,739840,495176,167979,9447,441961,40938,309420,-10054,2731113,974741,1117847,270996,344330,23199,-536407,203763,-330,12224,-344538,-323756,292586,3776,-620117,205080,1470,105001,-2245,-1589,3555,12741,37556,5351,16906,11254,1653,2392,50287,2543,30785,16959,-354,446,200,6615,-18921,10318,825197,0,107,0,714182,683291,43,30848,61054,0,61054,1056,22195,26603,-20782,173728,793845
2024:Q4,2285530,793914,501301,160492,9493,472816,40642,316788,-9915,2776980,1008986,1131165,268228,345054,23547,-491450,206208,-149,8008,-293100,-507044,273813,3824,-784680,-87799,664,-140184,5269,-1779,4788,-4087,36404,-6684,34806,947,49,7286,4504,3703,2283,-1482,-6071,-1539,-211,2731,15032,-3320,696881,0,16,0,566449,553044,193,13212,166533,0,166533,196,33224,-69537,213944,-110810,673870
