1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1994:Q1,-290825,-214891,52843,-33638,-15390,98067,-2945,103630,39702,-346,21956,-49527,-54464,-405,-5019,0,25001,-4,31730,-11244,-177816
1994:Q2,-101014,-251312,-26274,132342,-88741,10594,-52,50756,-42249,54,-5242,-5409,26686,-1539,-4406,0,31287,4,-9315,-29982,122377
1994:Q3,-342324,-202258,-47525,-35527,7589,-95289,378,-102437,34210,-318,-5260,-7151,-23330,-6516,-2990,0,42079,8,11579,-35542,30685
1994:Q4,-353026,60244,-231054,-64249,-159504,-2856,512,16214,-1132,-72,-2203,-17154,-11087,-12395,-5597,0,39565,-12,8926,-18421,44394
1995:Q1,114404,149194,80249,-112980,-84275,17656,-6000,127608,-56287,-208,23118,365,-39888,-5520,-5887,0,3255,3020,27937,-53856,64560
1995:Q2,-234065,-297728,79547,144409,-66307,-150185,-4769,-112251,-16349,-257,-8857,17691,21393,-4593,-6017,0,12295,744,2532,-51746,56198
1995:Q3,-258753,-169446,101117,2280,-79107,-48530,-12827,18643,35735,-184,-8006,-39086,-21482,-4650,-3157,0,10594,364,22431,-46904,-65067
1995:Q4,-48983,-164371,105871,-12940,-57029,-11915,-301,68595,-6688,-964,-2090,28072,-37603,-6422,-3976,0,14363,192,-19200,-45890,91400
1996:Q1,-159538,-167469,-16568,-63699,9049,-19077,-2788,-9852,9324,-115,22092,-5845,-28507,-5447,-5841,0,-4138,1864,41180,-31007,98226
1996:Q2,88266,-124317,156103,101644,-32595,-27498,-1990,46888,-43914,-246,-4608,761,1738,-5146,-4469,0,17948,1376,25739,-61578,14928
1996:Q3,-136411,-152115,-18643,22086,-56814,43001,15019,108206,61513,-306,-7125,-10654,-60845,-7041,-5818,0,-22205,332,22422,-50498,26074
1996:Q4,-5974,-64759,213646,-49233,-52718,109596,940,21821,54158,830,2244,-753,5427,-8048,7224,0,-1324,-3456,88073,-57539,-162505
1997:Q1,215259,377174,53702,-25377,-82196,-186342,41,8216,10038,-234,-2675,-53011,-136887,-9974,-5040,0,1487,804,61279,-60389,78298
1997:Q2,2082,-196417,349934,110140,-64277,-117045,1904,69169,-47915,-445,-14413,-25703,-7401,-10335,-8395,0,-17477,2028,23647,-81713,-80252
1997:Q3,-197445,-244600,128059,-20694,-31027,48399,-3069,69400,99427,-426,-9150,-8011,-51032,-8235,-2150,0,-26018,-640,49414,-61110,-77583
1997:Q4,172681,18303,184052,-67233,-3992,54457,4452,135024,-11780,-533,3470,-1345,-20913,-3100,-10660,0,-28920,268,33964,-45471,-12905
1998:Q1,365166,122183,314447,-69504,-116825,49684,-5566,79918,17135,-7,11148,-4131,-28663,-9890,624,0,-17414,7560,66591,-67623,65180
1998:Q2,-55490,-407095,209591,75129,-45477,-89400,-4778,93741,-64401,-1124,-12278,-4161,-8148,-9489,-1375,0,-17043,6144,1698,-68187,201763
1998:Q3,-665628,-445079,-452988,-5071,-81742,26046,-904,87668,79441,-80,-10330,-24991,-25861,-9583,-5894,0,-26210,-3496,-304,-33413,293206
1998:Q4,65467,316251,12301,103944,34945,-164705,7174,-27352,-13207,-411,-6246,2211,21731,-9534,-8032,0,-50476,-4752,74755,-150568,-237269
1999:Q1,732554,670741,-21183,-86215,-22365,-118688,-13540,-111467,28554,1154,9876,899,-45805,-12273,-3553,0,-87070,-88,137562,-22940,310264
1999:Q2,769256,600509,14685,61399,-4498,34356,-3590,-72374,49145,-138,-7608,40059,7101,-10151,-1490,0,6595,1132,6761,18916,62804
1999:Q3,43446,287064,-403457,-25717,-37384,90504,1557,76701,67237,-448,314,44884,-13407,-10858,-3704,0,-63309,-2092,-13217,6846,132436
1999:Q4,751066,330036,425600,9659,-15568,103479,3810,-28308,50832,-196,15022,-231,-47487,-13952,-3588,-0,36905,0,86120,4554,-102142
2000:Q1,892160,259382,165864,106171,-49176,-188881,-2956,73202,-114901,-516,-16991,-23152,-74792,-14810,9326,0,63073,0,-55725,-30639,598799
2000:Q2,-278313,61186,-27081,-147856,-91457,79067,19396,-21717,75589,-439,16192,30182,8308,-15500,8897,0,-24296,0,-10372,-7173,-152172
2000:Q3,-579541,169893,-137382,-52748,-207322,-166254,3335,-12374,3644,-602,-24964,974,-6985,-15001,-23302,0,-16573,0,-11755,-62652,-185728
2000:Q4,-1024692,-651105,-976447,139254,71688,262572,-6650,180051,114526,-1099,835,-91067,51058,-13569,67935,0,42293,0,-13486,-68254,129346
2001:Q1,-119886,-142086,-303077,140476,-80016,-43974,-2270,179021,5930,-1194,-51926,12389,-172129,-10347,16064,0,-34258,0,115937,-101194,308791
2001:Q2,-407228,-7495,386693,-267275,-173325,-156115,-2303,-37435,-43365,-532,-7901,-29431,14762,-11055,8364,0,5892,0,-7546,-45564,-189712
2001:Q3,-1421277,-578515,-747865,10650,-70350,12930,3407,237525,-78162,-1346,-11181,-3877,-10132,-11217,45414,0,-53393,0,-51213,-52897,-48127
2001:Q4,400579,-309723,480277,178592,77337,72545,-922,-26497,89731,860,5969,-13377,12452,-11040,-23031,0,-22798,0,9087,52112,-98448
2002:Q1,504953,377149,177375,-3792,-67376,-204866,-5239,-173498,22887,15,-9867,-729,-12448,-12814,-57195,0,-35164,0,65330,13855,226464
2002:Q2,312614,38186,-382906,79937,19446,297416,45,204969,57405,-536,2201,-4653,47493,-11828,59775,0,15467,0,-23603,-49318,260534
2002:Q3,-562093,540822,-483626,-52200,-397431,156286,359,185982,34474,-1425,-507,-10122,-21338,-10238,42717,0,-11097,0,-36125,-16393,-325944
2002:Q4,846582,-162730,619183,11142,361785,-14054,4487,105621,-45760,-955,13301,1746,-140691,-8507,31618,0,-56710,0,109577,-27782,31256
2003:Q1,555029,869574,-137258,-44850,-400247,-98526,-5232,-55325,15618,-880,15052,-3670,-16434,-6975,-63013,0,17836,0,40786,-36290,366337
2003:Q2,1392441,-630187,403461,216727,883025,26757,1299,-71258,42883,-941,-10837,48916,-55097,-5165,65228,0,55621,0,13666,-57560,492659
2003:Q3,-117384,-129562,330318,50441,-168618,-172967,-3957,-42849,-65522,-769,8339,16660,-30881,-4636,-54363,0,-26652,0,13687,17973,-26996
2003:Q4,277467,-128378,541276,1117,-131645,6843,8054,-64342,33921,-1270,-3757,118257,-2227,-5217,-64658,0,-53514,0,69412,-27815,-11746
2004:Q1,-54844,-245761,42407,-115830,-137487,-84428,-2066,-118394,36627,-1682,17084,23265,11305,-7486,-78827,0,25831,0,114387,-104474,486254
2004:Q2,94015,458546,-48936,219397,-134001,-340094,-848,-148512,-107496,663,-27050,4526,29515,-8114,-16827,0,-11219,0,28722,-83454,-60897
2004:Q3,-43620,-326670,-90218,-4952,30072,53476,377,-29959,162732,-1819,19014,-860,16141,-7170,124488,0,-24621,0,36566,-241413,294672
2004:Q4,495024,-19251,215478,-59601,24962,113258,2147,111784,59838,997,-11895,22275,-12593,-5139,-82562,0,41791,0,123774,-137158,220177
2005:Q1,445028,213455,9881,58220,-34060,-356659,-1124,-256586,-76760,-435,2404,-48253,-21914,-2718,-86544,0,-19247,0,62205,92314,554191
2005:Q2,-690297,-764537,56703,81045,-58081,-158815,-3288,-64803,-70973,-1609,-6834,-12494,28524,-3041,25773,0,-65474,0,64380,-48976,153388
2005:Q3,-459775,212553,-114105,-120429,-201965,-25312,122,-159395,53467,319,31049,-20202,-13256,-5733,40536,0,46634,0,-21110,22257,-210516
2005:Q4,-1182965,-532721,7578,95004,-135306,-210121,6520,-66082,-51190,-223,-17434,11925,-15409,-11476,-54854,0,-68666,0,130912,-74142,-407399
2006:Q1,66964,-172834,-163080,187907,-83323,-71180,-1119,-110541,38673,509,1355,47930,12520,-3879,-85759,0,6684,0,29548,-7100,369474
2006:Q2,-558270,-97351,-239450,-34442,-118551,-145587,4570,44255,-124634,601,-12946,-30838,-148,-3537,-21705,-0,70245,0,44555,-116007,77112
2006:Q3,323963,318848,-183972,-224434,12883,226104,1719,65044,133870,-1583,15687,15986,-21552,-2112,100406,0,-7616,0,27640,-101385,174533
2006:Q4,-25578,-109149,-64650,164937,-40175,-245761,6055,-255248,-88042,-13,-21994,122291,-13896,-305,-5405,0,35169,0,117665,-142041,269222
2007:Q1,-442214,-385063,-140983,242020,-64205,-285429,-9377,-39595,-26907,-1078,609,-58529,-29181,3707,-25713,0,-48943,0,-54574,4151,191446
2007:Q2,512242,962403,-241893,-117162,-44052,-89201,-3024,86721,-73016,905,-26473,13951,-7278,-243,-64232,0,19684,0,-13084,-23113,42148
2007:Q3,-877017,-1902870,-244038,-233480,-47009,118041,2190,65827,-21931,-905,-29704,19606,-9483,-331,111591,0,-19506,0,114022,-113336,1432339
2007:Q4,-1806183,-1726729,-676907,192412,-13676,-223022,7258,-89911,-165462,-27302,28909,-83042,-56422,4181,37224,0,7839,0,-3551,117255,641739
2008:Q1,327106,-820144,341633,285845,-11116,103853,-6737,48461,-37340,-3681,54717,-135073,-100987,-5537,48807,0,28768,0,9837,202616,427036
2008:Q2,-856978,-31056,547882,-368717,1176,-535073,-8099,-594220,-26156,-1075,-22684,32388,-45478,-9969,-105426,0,30290,0,-50741,266097,-471190
2008:Q3,-69340,-862105,383125,67155,166586,17031,3138,244113,-288651,-765,1333,-165731,-217824,-8569,162751,0,25743,0,-47354,308848,158868
2008:Q4,-499598,-1752790,681547,275495,193875,378957,19951,-81222,-4702,1041,43729,-81954,-284979,-2499,312215,0,-32625,0,17952,472051,-276681
2009:Q1,349569,-381294,-740871,118404,176370,812486,-16865,167301,-63022,-2860,145164,-85500,115215,-14906,411232,0,-17705,0,180095,-5665,364473
2009:Q2,939891,458320,346825,-62910,160413,-88563,8131,8427,-569,99,-24290,87112,29723,-26460,-120814,0,-78889,0,-129436,158402,125805
2009:Q3,1618849,98659,220746,44057,-55359,679348,-6705,-35894,283307,23478,-13748,118345,89656,-23749,11778,0,37690,0,-45029,240219,631398
2009:Q4,-398700,-521297,-301638,-169918,-55089,736139,-12153,100241,462897,417,32359,34771,-34994,-10109,120398,0,81486,0,-121802,82628,-86895
2010:Q1,332775,-205231,33671,72433,-61804,597805,-6755,-43084,294005,2462,26261,-76919,-57011,2689,277440,0,-29107,0,66773,141050,-104098
2010:Q2,-144184,-694537,-75898,68189,-55352,243917,-14769,394985,-115332,-1978,-26502,-66096,28916,-3977,103798,0,-59711,0,48313,-43730,369497
2010:Q3,270241,-350933,461575,31262,22269,112305,-10484,101317,-303302,469,33389,74489,27600,2569,47349,0,12228,0,-146421,273103,-6237
2010:Q4,110994,-1108937,123624,-417611,19107,887360,-5489,-124091,456174,2371,112408,72282,125118,2839,-79415,0,91306,0,-55683,289538,607452
2011:Q1,-67954,42217,332753,-118622,40163,362189,-15593,178958,113513,535,29629,-100990,-31254,587,168136,0,38235,0,-68743,49178,-726655
2011:Q2,-317313,-948095,-46441,-51793,67223,217038,1376,213928,23937,31,-111979,7211,42472,-4383,9114,0,36511,0,14857,-16038,444755
2011:Q3,-2038695,-1422638,-160400,41094,50435,-160863,6221,336115,-410510,-3311,21795,-129671,12800,-16539,-8667,0,51644,0,121434,-142173,-386323
2011:Q4,2268441,-667596,1741359,825,37761,352634,3772,-12023,158643,1791,-40160,194365,-5025,-10992,36084,0,74404,0,-189121,140895,803460
2012:Q1,1575847,517799,1029080,54154,15358,299834,-24587,228150,106256,-808,4104,-52067,-23175,2457,120305,0,41196,0,-52254,-49744,-340378
2012:Q2,-911108,-496389,-433440,64073,-12475,-19795,-18038,-30475,-79224,729,8811,43911,46417,3824,-22541,0,65105,0,78500,-116812,-13082
2012:Q3,946640,-832366,684723,-417524,-135015,1347408,-19379,235103,-123752,714,7807,93044,-189581,3974,27534,-0,69520,0,779613,462809,299414
2012:Q4,1189070,-567379,1351421,243153,-118936,-180474,-11933,-192598,161153,807,-5809,-124429,-6385,-3357,-7025,0,33982,0,-54650,29770,461286
2013:Q1,126880,-141231,418979,-26605,-101981,-88307,-2191,-40613,55001,744,49660,60186,-31485,14837,-149842,0,-17019,0,-17187,-10398,66025
2013:Q2,-184423,9643,659289,-71957,-116021,-428107,-4993,-271222,-89769,-2501,-43101,8477,-46009,-28854,147558,0,-121524,0,-9988,33822,-237270
2013:Q3,-340628,-184454,199394,-84893,111942,-448062,-1687,-154465,-250701,3302,-9090,75341,2213,846,-98380,0,-26593,0,-3917,15071,65445
2013:Q4,-41329,-387665,59594,-559765,45558,292980,2710,186809,-118,-6333,-8596,104856,-116073,-18379,74022,0,-29097,0,57941,45239,507969
2014:Q1,-562977,-248377,-114677,-172638,65416,131453,-4819,123004,-64139,508,29527,-9048,-15766,346,57141,0,22460,0,55301,-63061,-224154
2014:Q2,-125164,-580346,432683,78319,3655,80845,1372,48526,14632,661,-15919,49413,36975,6294,6550,0,23199,0,-43168,-47691,-140320
2014:Q3,-242969,-776816,293909,571870,-173225,-385036,10789,-174438,-101928,-497,-11214,-20845,-39984,15001,12821,0,-8744,0,-30302,-35694,226329
2014:Q4,1093397,-842710,1495025,-103432,-189281,131219,8414,111266,-59966,-253,12632,57567,-28132,22640,33720,0,-33409,0,8127,-1386,602577
2015:Q1,-364278,-1094300,617576,-148720,-175028,144126,7565,-59682,54584,675,17533,-9995,-38661,-8614,-21268,0,39376,0,-36415,199031,292068
2015:Q2,-1275920,-151523,-80790,-109571,-117979,-290782,6822,-178100,39807,-1416,-27838,-18708,-4807,6494,-74850,0,29378,0,57022,-124585,-525275
2015:Q3,-1079591,-703342,-658552,-2633,27062,-126790,8764,-42182,6616,-596,-441,-73347,-52990,3669,66595,0,11008,0,101605,-155492,384663
2015:Q4,963334,-578703,715443,53035,-5739,380040,5820,107279,45332,-74,8943,84509,24743,6698,-12615,-0,30209,0,-33141,112336,399259
2016:Q1,-264109,-660257,201302,-49273,-66205,160725,-5315,70030,5305,1539,16351,83178,33807,54315,16863,0,-39914,0,23700,-99133,149598
2016:Q2,-524815,-471350,-244081,-75058,-116133,-25971,-8524,169675,-126232,840,-5383,15311,-17969,39583,-47182,0,-7204,0,58839,-97724,407778
2016:Q3,-949908,112121,140193,105137,-220085,-549927,-843,-216161,-105381,-285,3116,23532,9712,23882,65779,0,33437,0,-295876,-90839,-537347
2016:Q4,2197634,1420163,478261,-98433,-151229,102377,14022,-189178,134346,-2469,-18823,70353,-49783,8884,-40773,0,32007,0,-42898,186691,446495
2017:Q1,-497993,-503812,-104475,144351,-156135,57088,-296,-186707,3257,54,21007,-3637,-35079,-8291,-32626,0,-10258,0,-105446,415108,64990
2017:Q2,-805299,-494641,-66145,-35932,-114943,249072,-8253,86902,86666,169,-12771,74287,26312,-15198,-35160,0,57663,0,-81740,70196,-342710
2017:Q3,-1099082,119789,-570514,-141140,-212305,-176549,-2732,149394,-119221,-520,-5023,-26159,-84862,-16539,66192,-0,11550,0,-105056,-43571,-118364
2017:Q4,-1110434,-193686,-900286,-184539,-262905,10097,-982,-80553,-128142,-302,-3103,12522,125626,-8846,73942,0,-64694,0,-22473,107101,420884
2018:Q1,-716154,-524995,-315875,177819,-220896,78954,3770,-108696,228470,-2234,16585,5853,-45131,2680,-117375,0,-17283,0,88630,23686,88840
2018:Q2,-173899,118505,-311346,-142246,-235770,229740,4196,580295,-90447,-610,-22241,23811,-119158,-2207,-89655,0,28367,0,3966,-86578,167218
2018:Q3,708671,-395319,888676,-203553,-85020,-38068,5306,-302307,21448,-955,-9492,53217,-34939,-3801,74584,0,-9021,0,43112,124781,541954
2018:Q4,371794,192568,55991,109808,-50838,-26011,6803,449102,-2703,471,6295,-146721,-17987,-12561,63361,0,-91200,0,37130,-318003,90277
2019:Q1,-488083,-1363377,763834,-24332,-80784,7605,13003,132341,-47261,2455,30138,94246,-14328,7157,-38515,0,-1119,0,-42783,-127737,208972
2019:Q2,-1623400,-1146349,-430373,101265,-53459,117015,4293,323152,-70146,2249,-7032,37739,-2021,-6675,-6649,0,-26273,0,90498,-222121,-211500
2019:Q3,-960360,-314387,-869725,-187393,105493,94689,4229,-111565,116565,1212,-2730,18347,10378,-13661,117851,0,15586,0,62446,-123970,210962
2019:Q4,-1330961,-1527605,-47266,-46553,68186,18181,-6638,-98373,150356,2219,487,9097,36025,20788,-22892,0,46872,0,-59334,-60427,204096
2020:Q1,-1259213,-1625062,-712990,-113592,102797,487169,-1515,469611,9457,5993,40132,-18069,-85143,22807,10251,-0,31831,0,166128,-164314,602465
2020:Q2,844078,-1587769,1393740,1565718,85106,-95811,-1741,-345123,241865,1930,27420,70416,-2655,-4949,-12383,0,63256,0,-117879,-15969,-516906
2020:Q3,-409052,1903311,-784257,-947620,-150744,-418431,-3722,-477719,-60238,2635,-25380,95579,9592,-15493,145087,0,14190,0,11225,-114185,-11310
2020:Q4,192490,-1008932,678577,412678,-78262,36184,-481,-95439,97243,-1389,8156,-63894,130650,-11500,68053,0,24493,0,40529,-160239,152246
2021:Q1,745355,2115578,494077,-1349833,-106363,-706372,604,-396180,-73117,-7921,9080,181253,-171202,79665,-256526,0,8744,0,-23756,-57015,298268
2021:Q2,542392,-558912,765174,73672,-97069,-113087,5017,257464,-265873,4223,-38418,53480,-94854,99086,-53985,0,87154,0,-14499,-151881,472615
2021:Q3,-1742669,-101018,-1377574,88738,-3328,-377433,-2410,-330850,-154595,-1758,-24005,116429,-61080,102298,103659,0,-5660,0,7985,-127448,27947
2021:Q4,312667,-956671,860567,-263705,121546,-56737,-8537,42240,-39002,-1247,-18632,34495,-78491,112701,28889,0,48671,0,-111251,-66574,607667
2022:Q1,-1337292,-1061078,-218491,103438,-18739,-645357,2056,-248573,75824,-11118,-21906,-76867,-168894,112310,-309790,0,4458,0,41861,-44718,502935
2022:Q2,-1148474,-352949,-417926,-790921,31958,-641472,8370,-568788,-35452,-8663,-58022,-153937,-178735,104427,-178500,0,104075,0,199064,124689,1022836
2022:Q3,680816,166549,141213,590117,14994,-511897,-6360,-301619,-136424,-12223,-31859,-219057,-116571,96957,49381,0,-82030,0,131819,116089,279840
2022:Q4,693822,-683997,320350,207938,90731,376398,-75112,211506,217762,4725,-1178,3646,-142016,93382,-8108,0,-8141,0,-81105,161036,382402
2023:Q1,-988621,-1025610,768264,202092,21780,-352020,-106471,-151455,-104931,4243,63983,129964,24591,98753,-144829,0,70682,0,-99384,-137169,-603127
2023:Q2,121845,-845713,48683,460951,18696,48791,-136044,-84811,114147,-3538,-2855,130629,-76528,108541,19796,-0,-1481,0,-12287,-6778,390438
2023:Q3,304757,509709,-378913,405071,7486,-74673,-136675,94034,-134054,-6798,-5595,61072,-95914,113165,65372,-0,63243,0,100563,-193088,-163923
2023:Q4,910270,-277319,-579594,377041,65116,838614,-96205,531738,248419,14422,40599,5072,-45030,119363,9964,0,63694,0,-72006,18583,486413
2024:Q1,-254438,-184884,682540,-583632,19681,-399630,-95626,-281791,67490,-2827,33666,56605,-17567,119363,-199948,0,17119,0,-111244,15128,211488
2024:Q2,-635080,-1455040,58427,-72255,-43078,-130395,-96290,200134,16817,-1785,-14088,-9676,-99486,119363,-104161,0,28183,0,-60978,-108431,1007261
2024:Q3,-1685614,-1550973,44210,-71999,-25625,224953,-96250,211298,-14202,13306,22949,-2974,-136960,119363,168962,0,78035,0,25999,-164573,-306180
2024:Q4,-72547,-828782,159844,627519,108736,321850,-95539,324485,41375,-11314,7100,55711,-151927,119364,-79775,0,22760,0,189814,-100204,-461714
2025:Q1,-2465284,-1373530,214565,-451624,17714,-905155,-96143,-398279,-131374,6475,37391,-100998,-58832,119364,-210081,0,119325,0,-76361,-115642,32747
