1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2005:Q1,1519354,149924,262670,-59006,247638,918127,1519354,519243,12480,40843,261930,203991,935155,18152,-76,-141516,83250,719077,101892,45588,11156,35112,62520,64956,1519354,-260540,-399027,100967,6080,128,31312,1244941,30136,544312,155036,2364,4639,96012,175930,27456,220,40696,-138096,48730,10736,11704,-127380,23977,-31236,13392,286796,-4760,74278,534953
2005:Q2,1589970,96203,254455,98598,216527,924187,1589970,376585,9064,-61961,253071,176411,1078077,2252,348,-63668,163650,740663,19986,45316,-5224,48228,126526,135308,1589970,672314,451327,-17067,6080,118,231856,96118,32572,-12137,71948,5020,-20122,53808,75453,32244,1128,-203216,38388,125161,3408,3460,-103460,-46421,17356,17204,152787,34512,-182975,821539
2005:Q3,1059681,459454,92030,-124175,252735,379638,1059681,317979,23896,34213,91654,168217,657378,8588,-88,-269252,145453,717284,-161868,27816,28000,40116,121329,84324,1059681,-207419,-724586,30237,6084,174,480672,540885,37836,35351,91524,-792,-39163,97452,113826,47076,856,40356,9642,189630,-1204,7064,-68564,1401,-193372,20640,-22261,-46776,220364,726216
2005:Q4,2061459,274719,283374,404575,176676,922116,2061459,421861,13408,16458,284170,107825,1549178,24932,-44,138272,265507,869088,153194,-18404,-33436,41464,108606,90420,2061459,854252,699545,52092,6076,200,96340,341209,5660,-38005,-4472,-3036,15334,32692,47071,68776,2080,148480,93047,104175,-9952,4804,-25760,-56945,-2704,4356,-59494,-10896,25998,865997
2006:Q1,1945475,149065,361010,316522,61677,1057201,1945475,447258,8372,74631,359998,4258,1339110,17796,232,-10056,327590,848239,2505,46124,35100,65988,5592,159107,1945475,19516,142601,5199,1472,132,-129888,1292875,113039,316620,-5748,-372,18569,54856,114743,45216,1656,19024,143263,217271,15332,3008,21728,-1822,-12188,15468,144586,8436,60190,633084
2006:Q2,2227168,94856,215605,462551,218901,1235256,2227168,570181,33968,172054,215833,148326,1393553,26024,-316,195156,267167,708980,88437,500,6532,167372,-66299,263434,2227168,148715,-52446,-21787,1472,124,221352,904584,17709,246769,84216,-7428,-37715,43516,71288,45216,-284,111552,342119,110201,16240,9132,27404,-18042,-42608,50996,167406,8164,-341267,1173870
2006:Q3,1703897,733061,-34493,183861,199628,621840,1703897,204230,528,87974,-35509,151237,1150078,19144,-228,-83496,268373,733042,17343,4024,4968,45748,141160,349589,1703897,-321706,-543914,2062,1472,202,218472,1009962,-9835,-132002,14212,-5540,-6567,23052,48169,45216,280,-1920,363886,130030,-8324,2832,-79772,76979,-25364,22188,225097,6068,321277,1015641
2006:Q4,2414499,291899,75890,348634,265158,1432918,2414499,541279,22216,282353,76386,160324,1535146,55592,-804,40724,307414,926619,82487,1160,-20892,121616,21230,338074,2414499,158337,-154175,9914,1472,158,300968,1203917,18503,98437,32768,-8900,24846,64872,-50941,45216,6416,100464,59880,391471,6404,7948,11076,127917,5300,70360,44019,4584,143278,1052245
2007:Q1,2540791,227580,309502,557369,312960,1133381,2540791,775991,10352,227805,308186,229648,1552830,24732,-380,65400,493285,674848,-62238,25488,59456,74896,197343,211970,2540791,-259973,-508580,-60739,2516,182,306648,1544463,8126,85946,106556,-2120,24234,38292,73458,36812,1492,-94788,522813,226039,-1872,6824,-86876,21027,17200,38692,506431,-10064,26240,1256302
2007:Q2,2425022,295716,-18595,643968,345725,1158208,2425022,571468,29368,332935,-18691,227856,1449261,28424,148,160028,484036,646662,-36864,-18032,39852,165436,-20429,404293,2425022,-447878,-296200,-37150,2516,120,-117164,1520599,38604,128144,111648,-1004,3427,46336,59842,36812,2232,324132,479539,319137,9516,15612,49156,60036,11336,15956,-104822,-6024,-79016,1352301
2007:Q3,2462746,-694405,168889,1203745,202646,1581871,2462746,430017,6772,123118,168077,132050,1856092,13492,-636,552588,651969,266398,78396,-20136,-29368,128452,214937,176637,2462746,1518539,1377359,-88636,2520,128,227168,855232,-43432,-8437,49456,-7216,1843,13612,75671,36808,48,-73660,457517,147193,5456,11044,-126760,8744,15928,-105092,374996,19940,1572,88975
2007:Q4,2005453,-506899,324716,1216159,213338,758140,2005453,669240,44336,190231,325460,109214,1188869,32236,948,340640,874775,-65332,-50926,-34848,-85880,111232,66025,147344,2005453,1233936,1321860,-59047,2512,146,-31536,42848,-155938,26623,64348,-4612,4352,7668,-17811,36808,2100,64272,125091,188879,1948,19964,26000,92769,-26396,16232,40415,86112,-555975,728670
2008:Q1,1463746,21580,609329,749719,153411,-70293,1463746,884545,11836,168855,610605,93249,691057,-124,-568,163406,585037,-184028,86624,-90284,62264,108148,-39418,-111856,1463746,-451717,-161922,-149144,-7884,296,-133064,1282722,-597212,-63837,79868,-3364,-1888,16792,68167,-32752,5396,-38140,1350012,101,-2320,19592,136056,-35553,36008,-33912,428473,5748,-54514,632742
2008:Q2,1689383,-197784,281469,1210000,215059,180639,1689383,723336,41880,324161,281721,75575,967373,-2100,-148,588220,621528,-314298,-59515,-15172,16448,197164,-64754,-1326,1689383,809705,862460,11114,-7884,140,-56124,-75919,-449432,219106,-108268,8084,13077,-1012,71449,-32756,-924,69052,191329,288105,-23364,22548,426168,-20668,-2336,30356,-772122,92752,-97063,955596
2008:Q3,1489090,-677117,1944449,690951,82230,-551423,1489090,2141896,-10332,186534,1942757,22937,-146428,-29556,0,196873,495770,-352050,-57310,-39448,-30220,-144740,-185747,-506378,1489090,1265050,1450673,1139,-7884,13574,-192452,343331,49474,335621,-70072,-2188,-8927,-1072,-19603,-32752,2380,-117576,76805,-32293,-15308,27620,-213228,-9557,-10844,-27412,588034,-33544,-142227,-119291
2008:Q4,1999621,98268,2218218,425122,7280,-749267,1999621,2290890,-4840,108377,2219210,-31857,-65078,32828,0,96769,327362,-477908,-258935,-90624,80564,-139528,364395,-226192,1999621,1892582,2056533,36071,-7884,204582,-396720,-42634,18126,-151082,221680,-10784,-10834,-22380,3318,-32752,-12232,-250924,1372401,-772025,-13808,22136,221048,-80981,-10772,-70268,-1014737,-17816,570051,149673
2009:Q1,1232396,-751727,1641388,64653,175941,102141,1232396,2062476,2564,280485,1638196,141231,-944756,-57548,0,-289362,357207,-659359,-179106,-99444,-60112,202632,-159665,114676,1232396,710295,755187,-380,-5492,209420,-248440,125355,1135176,221298,-197948,-7140,-64384,20156,-83370,55524,-2436,-117692,-357321,342365,-1580,48120,119264,-254986,29324,17072,-354364,-82564,-339159,396747
2009:Q2,1229135,-594573,1769931,-169636,213493,9921,1229135,2110342,14176,159074,1768835,168258,-1121575,-10072,0,-688299,519759,-625713,-213186,-5956,60392,4564,-163064,240367,1229135,-882177,-1526769,32116,-5500,176292,441684,1793464,1744828,486236,-252524,5180,42964,11780,96553,55528,-6288,-18736,-479942,512106,-2136,45904,57256,-167022,20176,38556,23191,18752,-438898,317848
2009:Q3,1019949,-319174,1546804,-89552,150519,-268649,1019949,1793834,7104,137680,1550516,98534,-969839,-28260,0,-625275,532012,-676487,-33563,-15356,27552,27536,-177998,195954,1019949,196600,-60177,-15096,-5496,92852,184516,1030072,1509064,59206,13940,884,42266,35428,100761,55528,5944,-21588,-927814,631823,-1640,44012,-119040,-260353,-19396,20828,-111872,2884,-30794,-206722
2009:Q4,779508,-181718,944413,-45081,205231,-143337,779508,1248519,6060,139301,945585,157573,-866254,-17500,0,-470592,424338,-564566,-77261,-4648,-44696,-111808,479,397242,779508,379287,178583,54120,-5496,92556,59524,266305,1008728,225368,-183996,-7524,36902,39368,167528,55528,7256,37304,-782411,570906,2400,45816,-274796,-277884,-5100,4480,-167031,5976,-242513,133916
2010:Q1,2173130,-304041,1651388,319370,135144,371269,2173130,2030914,3772,283155,1651732,92256,-40810,383640,297120,163135,155891,-532509,-271741,32248,-2396,-40040,-226159,183026,2173130,378688,329460,-12575,2460,-39624,98968,1248573,678544,90059,-31040,-10608,31283,19720,154240,91884,2444,51804,-678575,554548,1244,41224,19788,-144572,-51916,23232,211548,3124,190598,545868
2010:Q2,1242635,-140869,1804540,-32538,44928,-433427,1242635,2016614,-8840,194593,1805616,25246,-680073,131948,15600,-280576,246962,-435329,-84859,-25768,34620,-192884,-89787,-93906,1242635,454200,744584,34436,2460,-43848,-283432,204863,182084,-57462,53044,-15196,41517,-12288,121470,91884,-7564,-57592,-307247,411451,2160,45492,-127388,-162684,-5276,17336,-13501,-70124,74747,583572
2010:Q3,1582147,143202,1631372,-293014,61588,39000,1582147,2021110,-10516,350399,1631856,49370,-551317,-172116,5556,-479316,185818,-357201,-71316,-748,-19168,298340,58834,112355,1582147,-691503,-927121,39880,2460,-43066,236344,1213103,-62030,319302,494508,-10640,-26388,13240,214043,91884,5068,-28680,-422910,454268,6028,35268,-104084,-106268,-6376,53532,73694,180352,39292,1060548
2010:Q4,1335052,-19952,1272596,-149290,233392,-1693,1335052,1624302,8512,160377,1273356,182057,-588288,-240680,34412,-338306,188256,-316742,-15788,-5928,134428,-95364,67424,299038,1335052,646149,547921,-82796,2460,-60044,238608,321363,467304,188725,-559384,-1408,-27292,-28448,80470,91884,2848,85808,-204036,314177,4076,13112,-86884,-24116,-1156,76548,-34073,-41752,4959,367540
2011:Q1,1058133,118499,775208,261813,-83090,-14298,1058133,848581,-624,166910,776400,-94104,-80599,-6780,31128,55006,205615,-262975,-51669,352,-5936,25564,-70904,290151,1058133,-688653,-564097,-27359,3244,-44858,-55584,1284219,994262,70112,-14780,-1140,49326,31492,145480,58552,-176,47200,26913,-184639,1200,28956,-105256,-1252,3608,202836,100131,-1328,-167278,462568
2011:Q2,1319494,-89711,1296920,-258026,-100441,470752,1319494,1476378,-2632,284560,1297076,-102626,-479792,-40352,-39484,-438781,180599,-154333,-31316,-9384,-72692,183292,-57342,322908,1319494,-321889,-10256,24549,-2724,-138894,-194564,1170095,940182,-72874,19608,-5560,18420,-15504,45824,58560,-4324,15884,-22026,-18171,4640,42728,-70392,-15465,4396,103432,25337,9080,106320,471288
2011:Q3,581898,-290993,1196404,-3981,-12711,-306821,581898,1385116,-19412,208904,1198340,-2716,-698121,-149436,-99112,-156534,150616,-243759,7034,-5112,-43416,-87228,-71174,-105097,581898,809418,1348357,-144293,-10168,-132414,-252064,-463128,-4938,199053,88680,-6592,33182,5420,89061,58556,-172,-305556,-16737,-630923,-724,52472,39324,-32385,7168,74324,-157938,18404,27192,235608
2011:Q4,931528,-90928,1065160,-83894,43874,-2685,931528,1302749,-5856,200830,1066304,41471,-373715,110220,-7212,-208487,123450,-139368,-43052,-8536,-29528,-79760,-91441,2493,931528,426994,279740,91379,940,-157904,212840,859649,-154588,237097,-84888,-768,21068,-14856,21987,58552,7776,-46228,127017,1015125,1080,58260,-39632,-4622,-16108,27212,-134138,-30016,-189682,-355116
2012:Q1,1401223,-29688,1306876,-78158,-10987,213181,1401223,1627360,-6880,339621,1303536,-8917,-119836,-32912,27916,-191975,117157,-170096,-18580,1336,24756,144884,-22322,-106301,1401223,-1299476,-1051515,-72959,8512,-118366,-65148,1930863,25582,234280,-31596,68,51911,17952,134817,121084,7288,272320,-150519,731357,1144,64496,-57756,-9063,-3472,235104,273959,-7176,19082,769836
2012:Q2,934195,-124661,1268212,28905,94600,-332862,934195,1648139,-19324,315609,1268352,83502,-809101,-231288,-21996,-150050,178815,-171807,-81294,14740,16488,-319728,-42982,95156,934195,508805,665219,-11382,-196,-5696,-139140,322018,121416,108097,-7148,-3436,483,5720,-171348,121084,-764,13056,59495,257199,6144,73060,-223824,-5556,4384,61800,13994,-149056,37218,103372
2012:Q3,2130535,13009,947128,-23255,3619,1190035,2130535,1359022,-14484,416964,946832,9709,445519,-12040,20212,-124905,101945,-177795,-16043,-6464,-65232,857516,-131675,325994,2130535,465792,265321,3249,4436,-234,193020,924191,-106562,195789,83652,-3376,9156,8652,123972,121084,2456,-66256,207,490036,12868,30032,-138456,-8013,-14540,229796,-33728,24516,-37093,740552
2012:Q4,1400045,73528,965220,-24216,-42376,427888,1400045,1484543,-16916,570161,967160,-35862,-392173,-34416,10636,-151610,125454,-91369,-180399,-14436,17328,-59776,-13585,307674,1400045,128925,227739,16441,6528,26,-121808,901207,490794,128242,-25856,-4060,-1010,-5696,89679,121080,4728,50960,-72146,424148,13568,38968,-126668,-2971,-24736,-69640,10439,-1608,-137007,369912
2013:Q1,1812020,63518,1099148,292582,12639,344133,1812020,1315524,-5916,215990,1098136,7315,192989,-59216,22640,171256,122339,-16995,-38346,6516,-4236,-23772,12804,303507,1812020,-741941,-979941,-42902,2600,54,278248,1895509,1158322,134805,-62516,1428,27952,32668,123106,56340,-4848,62956,88855,420330,24048,28780,-37156,-8292,-10232,-18140,-105400,13648,-31144,658452
2013:Q2,455595,-78258,584184,236365,-79007,-207690,455595,745358,-12840,241333,585528,-68663,-365174,-245952,-44896,102050,132970,-737937,-17544,503788,55848,-140900,27399,75411,455595,-1336037,-1356591,3908,8080,98,8468,1514780,1146810,67588,-35016,-120,42252,19820,112221,56340,-9964,79308,356826,-87685,19436,15704,-68608,98,-5096,-36616,-156533,49980,-51964,276852
2013:Q3,1186396,22112,779748,182088,-83139,285588,1186396,1264046,-17256,563760,780292,-62749,-266344,-174284,-17440,36390,145153,-168563,35791,5276,-27784,-34588,-66295,188694,1186396,-161975,-200621,35630,2536,76,404,834764,1027516,-29171,27832,2200,3549,16684,86159,56344,-4608,24412,-80821,-232356,760,19448,-80304,-3169,452,-81096,4780,9876,66277,513608
2013:Q4,1645634,-10236,761892,240686,-88686,741978,1645634,885575,-17496,212626,759448,-69003,596426,115944,32516,120452,122678,-151571,-4377,44352,65108,161228,90097,163633,1645634,-72508,-249566,-10576,4228,70,183336,952782,1121690,223518,-27280,2896,-12541,-6508,194838,56344,40316,102232,-236216,21635,-600,-9912,-170752,5773,-7276,-157216,-281967,13640,80168,765360
2014:Q1,915551,38305,814732,-101650,-58692,222857,915551,1118216,-4520,360975,812796,-51036,-272843,-52784,-2948,-188440,88726,-160735,-81773,88660,41308,4904,-9761,70178,915551,-398468,-440099,30746,-936,136,11684,788523,841308,194492,-27800,1148,-14136,16380,75111,95484,-9032,25912,-334760,-83143,1500,43580,-21768,328,11048,-53064,924,-21072,46084,525496
2014:Q2,1281569,70458,442348,138627,-34808,664944,1281569,828236,-2344,405858,442476,-17754,38766,-38588,5204,81431,57068,-32719,21154,-25188,-37384,4616,3172,414568,1281569,-404913,-234076,-33983,-616,26,-136264,1197850,545318,201367,-28572,-5904,-15044,1412,113781,95492,-3164,150892,-165385,297669,-220,49228,-38320,800,-1892,29384,-81446,24036,28419,488632
2014:Q3,1413344,-67652,806248,210403,-70579,534924,1413344,965561,-11160,232904,805536,-61719,339240,-6180,-6988,146866,64250,25111,16514,3920,42084,-38832,92495,108543,1413344,-99527,123716,-11975,1884,116,-213268,887775,318616,273100,-31528,-756,10580,38700,80450,95492,-932,51188,63885,99517,624,25504,-11724,11568,-6456,-15680,-174018,21960,37685,625096
2014:Q4,1327656,-126095,523340,353252,40068,537091,1327656,952528,-7756,402835,525408,32041,320153,8228,-30536,261259,89925,19383,52032,3000,-88,-11512,-71538,54975,1327656,271088,12143,119431,-2020,106,141428,584715,186818,245089,-33580,-1212,-41988,-5268,33419,95484,4928,-16384,8860,256749,584,87876,-11564,8628,15520,40192,-135324,-35556,-118557,471852
2015:Q1,752002,-59041,279608,32393,90750,408291,752002,776884,-2064,430719,278636,69594,-70080,-15848,10980,17509,15856,82592,12282,-26800,-65864,-31812,-68975,45197,752002,99045,-12286,-47724,2408,66,156580,378649,-49086,285351,-29320,-536,-3172,34072,61678,-11952,1184,-75404,-109220,261820,1976,76432,-28056,2424,-23852,-24688,32805,-26144,2337,274308
2015:Q2,2027060,49770,958288,119382,23545,876075,2027060,1608939,-13616,645149,960364,17043,371342,116804,28472,-10000,127306,-17465,-82484,-44456,113528,22576,117061,46779,2027060,-177007,-167408,-6063,11080,32,-14648,907439,-13772,220130,-376,2720,-4639,31428,95113,-11960,-3348,115136,218685,397106,916,7796,-61660,3852,22948,-59596,-31387,11432,-33084,1296628
2015:Q3,866529,67166,498972,329938,29988,-59535,866529,979082,-9896,468784,496752,23441,188418,78892,-42884,154211,177947,-149540,16347,-50700,-1628,-113620,119393,-300971,866529,1290034,1444538,18934,1864,38,-175340,43435,21622,32409,27076,-84,-25579,16000,140209,-11960,-1012,-80736,-106237,-138859,656,85372,-27264,-1188,-3296,-36952,50587,16352,86318,-466940
2015:Q4,1293133,-13470,1015700,400763,-49904,-59955,1293133,1206258,-6008,234412,1017536,-39682,215271,-3436,35356,212244,186683,-37680,-10285,-31964,-16360,-62444,-56843,-128396,1293133,122742,-162501,49317,8576,126,227224,648383,-118,244470,26680,2348,35315,7960,108992,-11956,15760,58020,222296,87550,-1172,49948,21684,-536,12864,-37112,-187105,-18732,11228,522008
2016:Q1,1564481,213104,747912,236478,62451,304536,1564481,1384763,3876,590739,747452,42696,378875,17460,34588,98451,138487,-74569,-55201,52524,-47336,138132,76339,-199157,1564481,244124,232672,36842,-3824,62,-21628,1163376,-7926,122285,53896,-1780,-36601,42788,199354,50004,-40,-8044,417939,33763,1376,125980,-20124,-4024,-2988,-23016,63926,-15924,172532,156980
2016:Q2,1336297,-80607,663088,467946,110825,175044,1336297,1111681,-460,370930,663556,77655,285219,27452,-1792,301904,165574,-147163,-91836,-15228,-33816,91668,-11545,-60603,1336297,46227,93036,-17037,-3528,56,-26300,968518,-68320,236960,71868,2016,-21008,21440,177695,50008,-5816,-41252,109195,344994,344,36640,43348,-9176,44996,-65116,27993,4616,7094,321552
2016:Q3,1559285,-447508,800740,358282,54114,793657,1559285,1037218,-9212,213320,799968,33142,498376,-175888,-30416,223265,135788,-125134,-73183,-12296,58520,545060,-47341,23691,1559285,152986,-74936,64995,4392,8,158528,1022079,-53748,441227,-51768,-1024,212,102968,154499,50004,4956,19828,-422397,504467,3704,89556,-9276,-15128,13424,-3128,67220,-3660,130143,384220
2016:Q4,943306,88519,633164,343623,-13294,-108706,943306,705682,-6628,95863,633548,-17101,-26801,-103280,10848,153063,190175,-114990,-48316,-38220,14008,-80844,-9245,264425,943306,-486669,-511432,-99844,14312,102,110192,926379,-12978,354269,-53556,6436,51649,14304,66683,50004,-12,66724,341323,124668,-2336,52088,-23504,-5288,-15644,-16220,-162467,26120,64115,503596
2017:Q1,964815,33905,-70928,384085,-62641,680393,964815,376503,-756,516715,-71852,-67603,249664,-3844,-16980,183883,201126,-114043,-100409,-31848,2308,122464,7007,338647,964815,-287150,-439091,6623,6740,18,138560,923497,88830,273717,-42604,3356,6615,-15888,127033,145716,940,49676,-345023,349654,2492,134528,-23940,-18236,-12952,31604,209131,8152,-49303,328468
2017:Q2,1972679,-52824,964168,264099,24429,772806,1972679,1332541,12396,370017,964820,-14692,433740,-948,2340,76092,187355,-40346,-49952,-25188,144404,194912,-54929,206397,1972679,318919,256861,60374,5032,108,-3456,634428,-26260,-39173,6248,228,-13400,26712,52079,145716,-5148,25088,-47665,425341,1468,132184,-40624,-15352,-12268,12720,60268,67132,-120868,1019332
2017:Q3,1781591,312663,576408,379388,-36037,549168,1781591,916147,-14264,366589,576316,-12493,642786,149732,35408,189522,189958,-14051,29802,-13136,38812,56736,-19997,222657,1781591,-407272,-426727,-82250,7340,22,94344,1266746,-25386,149007,-30364,-2940,-13785,33492,108396,145712,2264,46172,142286,577344,-180,127888,-66012,-2364,-14972,106852,-63480,-52964,99782,922116
2017:Q4,1754852,30507,747820,358572,154244,463709,1754852,1070576,7788,219004,747928,95856,29557,-279924,-47316,162899,195564,-18915,-84241,-540,40584,-30396,91842,654719,1754852,440637,76069,138518,8320,-58,217788,974235,-80646,58474,175960,5708,-714,87788,57052,145716,2656,89188,88694,351845,1120,77688,-25592,3264,-2308,61904,-127687,33892,-29767,339980
2018:Q1,2361317,160961,1553596,183309,-86262,549713,2361317,1827644,6360,350923,1554664,-84303,165196,73084,18816,18378,163863,-23767,-466,14524,-40296,-54236,-4704,368477,2361317,137179,170745,13606,6312,68,-53552,1716701,-176032,9419,-11320,5956,-2982,2788,128685,82344,-1172,175528,627294,602809,-152,68696,28484,5364,3896,-4488,49166,50124,72294,507436
2018:Q2,1414630,27491,1005728,235334,8406,137670,1414630,1056688,-1284,49917,1001124,6931,161353,-94712,-27984,80585,159354,46095,79133,-19708,-32968,-51112,22671,196588,1414630,739292,526687,3863,1976,-202,206968,554582,-346066,77797,43904,2756,1066,22788,85854,82344,-4000,-67468,-10815,387204,9168,142368,26256,4152,-5804,-6124,124941,20792,-36531,120756
2018:Q3,1763452,67383,928288,270952,-9312,506142,1763452,1190974,-10556,265658,925532,10340,391313,-516,-30356,113720,159987,14145,103085,11792,34184,-3540,-11189,181165,1763452,1063823,841780,-11028,4508,136,228428,251105,-436472,12028,-14120,10928,-10212,72156,101690,82348,600,1716,-106038,207067,-1112,83404,-7312,15876,5592,83264,24345,45160,80196,448524
2018:Q4,1283162,-135682,1038896,292177,-81056,168827,1283162,960210,-1120,7054,1039368,-85092,301502,-117928,-11096,111649,180056,23335,-5531,48080,32420,9916,30602,21450,1283162,1531637,1622833,82691,-5060,18,-168844,260501,-559210,280848,86948,660,-2804,76960,46611,82344,-2088,117776,281207,-575860,1212,111796,-31424,7140,-21724,37652,384812,8508,-70863,-508976
2019:Q1,1563450,123356,936548,291413,-55499,267631,1563450,1352712,-4888,490222,933592,-66214,437494,-21472,-5764,180560,113809,68325,-73281,30128,-8464,144856,8797,-226757,1563450,134889,9146,77715,-4936,76,52888,746188,-382216,184590,-55732,3968,-3592,48052,152585,47472,3912,-35600,639782,2064,5108,133424,30268,15512,-13864,101672,17942,5736,-154895,682372
2019:Q2,1943506,5245,907480,353319,-48086,725549,1943506,1147621,1392,295434,906664,-55869,595369,25172,16252,248468,105666,14220,-64116,32168,95856,121520,163,200516,1943506,1365920,1366849,5674,-7276,102,572,208498,-518798,225886,15864,30144,-7797,11856,160248,47476,-2200,-181048,-856,330970,1544,148484,49080,8916,-11036,61492,27773,28620,-218118,369088
2019:Q3,2370565,59945,1382008,348720,41998,537893,2370565,1844449,-1564,441138,1379840,25035,579641,104164,58456,252057,98831,123610,29341,23312,-90076,10196,-30251,-53526,2370565,-73023,-12097,109428,-5216,130,-165268,1648992,-264406,421936,12880,7464,5464,28196,182954,47476,3988,-221444,814126,508870,6440,138072,83932,10256,10440,10116,-5739,64740,-216770,794596
2019:Q4,1398107,8562,1024728,274172,118446,-27801,1398107,1160145,-2440,41989,1023752,96844,251452,51172,15024,138378,136770,49104,-67096,61056,-37392,-93888,-1676,-13490,1398107,-414868,-466233,84587,4704,18,-37944,1479051,615806,64280,-93500,11144,28061,30664,10381,47472,5328,-123012,179380,590840,-96,150448,48064,15760,12504,14172,-192280,17472,46163,333924
2020:Q1,4135245,-132463,1542228,1505533,38539,1181408,4135245,2333603,-11332,770341,1542120,32473,2542574,91988,67736,1388302,117339,250481,100775,-66128,331692,331644,-71255,-740932,4135245,-443727,-290702,151061,-21788,98,-282396,5686976,4281634,644674,104456,-3484,12030,61780,218493,77672,-11796,26028,1836260,-1151543,3552,44232,-8124,-4036,7428,-597236,297554,-39900,-112698,-1108004
2020:Q2,13725945,-367081,11992912,-222479,104238,2218356,13725945,13739842,-9036,1643373,11992252,113253,-350799,72196,-51624,-177401,-44418,-46172,-46914,34948,-308724,248644,-31335,336903,13725945,-824706,-1299952,51170,4000,112,419964,13349068,6046444,1224746,-74584,16092,132181,78852,74853,77672,3524,-16084,4628712,596314,-684,312056,251224,-5828,16364,-21232,14106,8912,-14573,1201584
2020:Q3,2326845,-13578,1539108,532828,191193,77294,2326845,1915141,-5244,205754,1535636,178994,362635,151752,-32920,505599,30701,16252,-119274,23240,-57152,-135276,-20287,49070,2326845,-1211043,-1307306,-50826,4276,104,142708,3370417,1304380,1129668,-55052,2996,114599,119648,309906,77672,7584,140016,-1277505,1172614,-216,216896,57908,-4148,5884,-16296,-160900,-32204,256967,167472
2020:Q4,3999836,279722,2194752,812933,33947,678482,3999836,2405707,-11816,164716,2194976,57832,1083274,119912,-6468,827199,-14490,8202,-15275,3192,73792,74524,12685,510855,3999836,534425,278960,-2917,7064,-10,251328,2747391,1235726,1041664,-25372,8960,92922,-47020,88344,77676,9644,192028,-815711,703259,1000,207104,-114292,3136,9204,11828,-156960,28464,195787,718020
2021:Q1,3148738,104139,1137616,698124,121234,1087625,3148738,1570107,2336,323501,1136096,108174,666620,-72524,3052,665939,33705,49362,-77523,-1876,49828,-150840,167497,912011,3148738,-3303320,-3624243,-65718,6936,108,379596,5376254,1610480,1903680,-12312,16932,168081,90992,133971,189716,-168,179200,294603,1162617,10424,180108,-113048,-6976,1336,-36112,-349768,115096,-162599,1075804
2021:Q2,3997251,18050,2466144,600926,119532,792599,3997251,2917801,-32,347484,2466140,104209,813885,-199336,-29392,483472,117458,110337,11947,51588,32676,330368,-95233,265565,3997251,973897,-236940,124677,-3216,80,1089296,2543678,1486664,984501,-42360,-7928,103975,122120,26338,189716,-6016,234532,-1111303,293924,8040,248436,-102596,-4576,24708,-46244,38075,-13672,117345,479676
2021:Q3,2149216,183031,183420,564990,116537,1101239,2149216,667678,-3876,390984,182120,98450,711493,-130580,-25004,514793,51497,217532,-15216,12452,40504,-28428,73943,770046,2149216,586099,266608,43659,-964,-392,277188,1284596,1706696,940010,10112,20516,54480,36788,309732,189716,-6940,-14572,-2822541,622152,10372,176756,-33788,5236,1232,-85468,53460,-16244,126893,278521
2021:Q4,3252071,-196124,2658332,585920,-29782,233725,3252071,2575435,-2300,-55176,2659476,-26565,694479,-97984,5328,493492,91284,286844,-164111,31040,12300,108980,-72694,-17843,3252071,-1162192,-1392000,48686,6560,26,174536,3559266,1344318,1132184,-5472,2016,81069,34204,236836,189720,5000,198628,-186431,266567,7984,205412,-35348,12480,45440,16232,114337,32412,-138323,854997
2022:Q1,4349547,46787,2231800,1039325,-46737,1078372,4349547,2349032,8300,188219,2230240,-77726,1624229,146312,94264,888306,152579,175908,-67121,23852,172492,-55440,93077,376286,4349547,444373,218771,-85945,28380,32,283136,2626311,782288,892818,59052,13124,118750,32248,241701,-50120,-1228,139464,-248631,289154,-100,112324,93540,10508,-14284,-8696,133013,46604,-15218,1278863
2022:Q2,2498524,180360,1154200,949763,54670,159532,2498524,1198767,-10076,-1244,1155496,54590,1087850,169764,75448,747470,200996,110347,-40891,14680,-46368,-57784,-85812,211908,2498524,2692142,1892842,126854,23124,138,649184,-477059,-149898,-194573,122200,22100,50406,82264,154539,-50116,-12680,29072,-565049,-657335,580,214240,-59468,4848,-14396,-23476,106821,97588,365275,283441
