1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1993:Q2,2243328,2978,99409,25182,28799,513658,28799,97622,169668,217569,14330,908457,142528,507987,257893,59829,96157,94108,2266846,1258083,1161926,96157,1234565,1008763
1993:Q3,2289514,2995,95060,25370,28085,536332,28085,110389,167978,229880,14824,936966,154751,495131,261806,62933,82356,88036,2312610,1273525,1191169,82356,1250429,1039085
1993:Q4,2322865,3055,95254,27473,28339,535408,28339,104033,170207,232829,12984,959673,168654,492025,267861,66636,70923,86605,2345800,1288967,1218044,70923,1266032,1056833
1994:Q1,2344696,3184,96975,29978,27158,535120,27158,103736,175517,228709,12547,916720,178759,544255,272422,69970,118265,83598,2368272,1304409,1186144,118265,1280833,1063863
1994:Q2,2389475,3362,97401,31613,25772,555540,25772,112112,188455,229201,12563,926180,188074,548970,278678,73062,109858,87372,2413996,1319851,1209993,109858,1295330,1094145
1994:Q3,2447290,3541,96231,31907,23915,573262,23915,118097,202501,228749,12561,988483,207870,509520,283400,75948,60706,89466,2472461,1335293,1274587,60706,1310122,1137168
1994:Q4,2439440,3988,101717,32903,22157,579670,22157,120741,210789,225983,7795,957924,232886,500400,297926,78325,37632,86517,2476579,1350735,1313103,37632,1313596,1125844
1995:Q1,2515472,4200,104456,33791,22229,587327,22229,121464,212380,231254,7991,1020651,270407,464420,303617,79682,-6899,88020,2553481,1366177,1373076,-6899,1328168,1187304
1995:Q2,2588003,4414,105521,36321,22300,591123,22300,121526,212445,234852,8188,1085160,308500,426476,309154,81041,-53241,89522,2626885,1381619,1434860,-53241,1342737,1245266
1995:Q3,2680911,4629,107911,37509,22373,590690,22373,120109,211891,236317,8384,1150487,353986,404942,315759,82398,-84239,91024,2720664,1397061,1481300,-84239,1357308,1323603
1995:Q4,2760343,4853,109819,39385,22443,595534,22443,120195,212661,240235,8581,1182795,392724,404209,322167,83757,-94242,92527,2800966,1412503,1506745,-94242,1371880,1388463
1996:Q1,2836425,5076,111933,42285,23466,602404,23466,121265,212456,245217,8776,1216346,425959,400180,326999,85114,-108811,96878,2877918,1427945,1536756,-108811,1386452,1449973
1996:Q2,2888226,5297,115084,44041,24487,606864,24487,121061,212494,248822,8971,1234430,452156,396896,332133,86471,-122939,101231,2930590,1443387,1566326,-122939,1401023,1487203
1996:Q3,2954283,5521,117470,46749,25509,594953,25509,116806,207148,245490,9169,1266377,483812,404723,340885,87829,-129575,105584,2997518,1458829,1588404,-129575,1415594,1538689
1996:Q4,3062684,5519,118497,50847,27332,585711,27332,114885,200606,242888,9297,1316271,536840,412370,370915,89185,-160067,112337,3106790,1474271,1634338,-160067,1430165,1632519
1997:Q1,3078761,6059,120706,55669,27044,596884,27045,115830,202344,251665,9560,1267457,555280,440102,362427,91610,-127007,113072,3123749,1489713,1616720,-127007,1444725,1634036
1997:Q2,3267763,6339,123716,58111,27508,605418,27509,115729,203419,258761,9835,1441013,651303,344520,377741,93059,-242400,116120,3313650,1505155,1747555,-242400,1459268,1808495
1997:Q3,3428541,7165,123443,65500,27468,616285,27470,116364,205385,267066,10140,1548592,731126,298822,387588,94508,-300984,117710,3475346,1520597,1821581,-300984,1473792,1954749
1997:Q4,3437171,6889,129471,64462,28537,628734,28542,116875,206810,276507,10094,1492906,740922,335156,389827,97572,-274568,122325,3484240,1536039,1810607,-274568,1488970,1948201
1998:Q1,3658004,6562,137042,65068,28934,627032,28946,113845,206165,278076,10125,1680465,830815,271961,403924,101929,-358074,124182,3706014,1568080,1926154,-358074,1520070,2137934
1998:Q2,3689642,6221,145409,65607,29310,619335,29337,111506,201145,277347,10170,1646721,833026,333843,395905,106429,-294535,126044,3738612,1600120,1894655,-294535,1551150,2138492
1998:Q3,3535756,5875,152485,66380,29583,617319,29641,107362,198451,281865,10312,1416009,749151,488642,373469,110976,-123470,127667,3585708,1632160,1755630,-123470,1582208,1953548
1998:Q4,3847964,6025,159171,67566,29690,618172,29801,103244,188681,296446,9887,1735641,889897,331915,391642,110453,-297768,127588,3902203,1664201,1961969,-297768,1609962,2238002
1999:Q1,3927579,5756,150187,71636,30857,635507,30630,105128,197595,302154,10340,1718908,953675,350713,394833,107339,-283670,132211,3982996,1687062,1970732,-283670,1631645,2295934
1999:Q2,4055409,6184,141764,74451,31023,663942,31361,112405,207008,313168,10794,1773829,1038731,314691,399477,103373,-325878,137719,4112014,1709924,2035802,-325878,1653319,2402090
1999:Q3,3989548,6514,130203,79597,31434,684961,31971,119550,213129,320311,11247,1591834,1028757,425001,395647,98336,-211751,142769,4047349,1732785,1944536,-211751,1674984,2314564
1999:Q4,4225679,7398,119998,80143,31634,717506,32439,120121,225397,339549,11700,1806759,1182367,268174,405519,92083,-376724,147296,4283404,1755646,2132370,-376724,1697921,2527758
2000:Q1,4347024,7744,117159,80428,30689,709576,31833,117782,228716,331245,11913,1950310,1248153,191052,409332,90069,-454188,145839,4403548,1773238,2227426,-454188,1716714,2630310
2000:Q2,4329544,8339,108497,80441,29423,678148,30967,116398,215439,315344,12002,1908923,1253357,250414,394385,83290,-373000,145739,4382814,1790830,2163830,-373000,1737560,2591984
2000:Q3,4380440,9472,101269,83354,28061,645116,30048,114613,206386,294069,12046,1941411,1298077,261634,385545,77999,-347066,145156,4428405,1808422,2155488,-347066,1760457,2619983
2000:Q4,4282725,10707,97215,84218,26532,596136,28970,110794,193756,262616,11934,1823066,1246111,386806,362336,72991,-193580,145059,4323332,1826014,2019594,-193580,1785407,2497318
2001:Q1,4079570,9507,85189,80667,21600,615442,24462,116812,210432,263736,10245,1651570,1090945,514405,328472,70761,2718,112454,4127273,1861617,1858899,2718,1813914,2265656
2001:Q2,4219116,9648,78105,80473,20325,596082,23545,111017,206735,254785,10082,1799948,1126529,497924,342603,64343,-16820,107798,4266269,1897220,1914040,-16820,1850067,2369049
2001:Q3,4008642,9786,69734,80084,19021,578755,22498,110361,196281,249615,9949,1598003,992575,650735,295447,57207,193668,104413,4055371,1932822,1739154,193668,1886093,2122549
2001:Q4,4171641,9898,60767,78527,17674,559216,21284,103378,194571,239983,9750,1785331,1065212,585266,324502,48408,111657,100699,4218173,1968425,1856768,111657,1921893,2249748
2002:Q1,4305030,9904,59411,79647,18624,570019,22007,108018,191579,248415,10346,1778574,1145090,633415,346591,53365,131645,101814,4352093,1981592,1849947,131645,1934529,2370501
2002:Q2,4123635,9972,57677,84686,18685,585531,21788,105255,194427,264061,10320,1577062,1055669,724033,317034,50993,249618,106388,4169319,1994760,1745142,249618,1949076,2174559
2002:Q3,3917725,10054,56255,87802,18989,576290,21745,103439,187372,263734,10386,1378336,952392,827221,274306,55347,390093,107475,3962355,2007928,1617835,390093,1963298,1954427
2002:Q4,4030357,10118,56863,87945,19021,550500,21835,98904,178006,251755,10337,1493308,1018090,784175,290926,49933,339674,103642,4072475,2021095,1681421,339674,1978977,2051380
2003:Q1,4039462,10180,52765,86769,19439,570046,22180,106624,185821,255421,10267,1517484,968464,804048,283598,53470,359413,107567,4080783,2031886,1672473,359413,1990565,2048897
2003:Q2,4289255,10226,56225,87061,19817,583950,19563,111418,193301,259668,10097,1754021,1104616,663242,321082,49917,185468,106775,4329755,2042678,1857210,185468,2002178,2287077
2003:Q3,4343904,10263,53900,87404,20096,598538,19416,108321,204494,266307,10132,1798712,1126263,638596,333945,48597,153649,102405,4384621,2053469,1899820,153649,2012752,2331152
2003:Q4,4569166,10294,59540,87431,20459,622828,21315,113112,215435,272966,10249,1967418,1241098,549849,371095,49764,28159,100831,4610729,2064260,2036101,28159,2022697,2546469
2004:Q1,4638179,10303,57365,87323,20693,623581,21155,110091,216199,276136,10182,2026199,1269714,532819,366462,47487,18132,100738,4679891,2099972,2081840,18132,2058260,2579919
2004:Q2,4695937,10331,48809,87535,21236,625415,21213,111054,220099,273049,10137,2030368,1288765,573341,370970,50887,44833,106651,4737374,2135683,2090850,44833,2094246,2601691
2004:Q3,4716418,10363,50695,87802,21488,623096,21415,108814,223950,268917,10204,2026846,1267985,617939,357932,47904,108207,103896,4757846,2171394,2063187,108207,2129966,2586452
2004:Q4,4982816,10400,54890,87985,21011,621001,21136,108228,226281,265356,10030,2193261,1408778,575460,390055,46648,34224,104533,5023528,2207106,2172882,34224,2166394,2816422
2005:Q1,4983565,10443,53318,88368,21901,627865,21761,109570,228844,267690,9943,2136868,1433288,601571,384726,45497,68098,103250,5023755,2227926,2159828,68098,2187736,2795829
2005:Q2,5096891,10489,56969,88711,21894,635926,21806,110449,229122,274549,9922,2171903,1520619,580458,388188,43906,47211,101153,5136727,2248746,2201535,47211,2208910,2887981
2005:Q3,5254666,10566,60515,89376,21905,647695,21895,111797,232976,281027,9894,2245396,1629455,539864,397767,46226,-2809,98680,5294185,2269565,2272374,-2809,2230046,3024620
2005:Q4,5391230,10652,60914,90123,22079,664889,22103,111423,245249,286114,9813,2287801,1727011,517948,405228,44763,-30193,98150,5430482,2290385,2320578,-30193,2251133,3140097
2006:Q1,5486680,16073,29028,144359,6180,658181,36851,125213,163484,332633,15345,1863657,1841598,912259,408263,63258,5852,434886,5525708,2318298,2312446,5852,2279270,3207410
2006:Q2,5486716,16494,29143,145853,5282,661403,37599,125483,163159,335162,20877,1805783,1827270,974611,398039,63754,71196,441622,5525462,2346212,2275016,71196,2307466,3179250
2006:Q3,5611689,16915,29257,147252,4382,688311,38347,130414,170969,348581,26409,1864725,1888253,946185,398517,64249,35061,448358,5650187,2374125,2339064,35061,2335627,3276062
2006:Q4,5801349,17336,29370,148580,3484,682519,39095,131590,173251,338583,31940,1976297,2003479,908344,404781,64745,-16275,455093,5839115,2402038,2418313,-16275,2364272,3437077
2007:Q1,5892322,17639,30277,150520,3543,694303,40194,132726,177727,343656,32495,1992967,2049298,921280,411508,65879,-19252,463145,5929133,2433814,2453066,-19252,2397003,3495319
2007:Q2,6084329,17942,31184,152531,3603,691865,41293,131281,178053,341238,33049,2102757,2164695,886703,426550,67015,-78058,471196,6120677,2465589,2543647,-78058,2429241,3655088
2007:Q3,6190740,18245,32091,154625,3663,712416,42391,135527,183267,351231,33603,2121664,2224041,890392,435938,68150,-92943,479247,6227171,2497365,2590308,-92943,2460934,3729806
2007:Q4,6157040,18546,32998,156551,3723,733828,43489,140096,188424,361819,34157,2040978,2174149,962110,433876,69286,-28350,487298,6191356,2529140,2557490,-28350,2494824,3662216
2008:Q1,5959661,17130,31802,158194,3480,733874,41897,143945,191288,356744,32154,1844741,2022613,1115673,411169,72970,144142,487392,5995106,2548911,2404769,144142,2513466,3446195
2008:Q2,5964792,15714,30606,159478,3237,708565,40304,138548,192994,336719,30153,1814610,2019444,1182985,405652,76654,213193,487486,6001033,2568681,2355488,213193,2532440,3432352
2008:Q3,5718988,14297,29410,160977,2995,687533,38712,139402,183717,325702,28151,1655710,1802504,1337411,377878,80338,391615,487580,5755620,2588452,2196837,391615,2551820,3167168
2008:Q4,5296140,12881,28214,163164,2752,710197,37120,148919,190979,333179,26148,1275037,1480194,1597553,338332,84024,687523,487674,5331571,2608222,1920699,687523,2572791,2723349
2009:Q1,5183260,12239,28981,161004,2791,710435,37718,149354,173388,349975,25536,1111499,1405308,1725467,346531,81872,802430,494634,5219802,2619383,1816953,802430,2582841,2600419
2009:Q2,5487944,11597,29748,158229,2830,730913,38317,147669,176231,368696,24924,1269941,1628107,1631655,385051,79721,665288,501595,5524410,2630543,1965255,665288,2594077,2893867
2009:Q3,5823408,10954,30514,155425,2868,759314,38916,154098,173339,392961,24312,1448752,1872389,1518880,426147,77570,506607,508556,5859951,2641703,2135096,506607,2605160,3218248
2009:Q4,5951604,10312,31281,152772,2907,762342,39515,155555,157697,409575,23701,1504445,1955289,1508555,451641,75419,465979,515516,5988219,2652864,2186885,465979,2616249,3335355
2010:Q1,6141265,10845,31183,150042,2848,787839,39169,166612,164387,417671,24394,1599649,2038143,1496322,457304,79264,440699,519055,6177957,2707706,2267007,440699,2671014,3470251
2010:Q2,6011984,11377,31086,147380,2789,827762,38823,183910,172181,432848,25088,1424962,1898413,1643127,438545,83110,598878,522594,6048755,2762549,2163671,598878,2725778,3286206
2010:Q3,6334169,11910,30988,144682,2730,864807,38477,198338,182365,445627,25782,1590991,2088246,1574033,453977,86957,506967,526132,6370972,2817391,2310424,506967,2780588,3553581
2010:Q4,6603829,12442,30891,141940,2671,867278,38131,202198,181169,445780,26476,1778082,2220170,1523879,466228,90802,437178,529671,6640669,2872234,2435056,437178,2835394,3768435
2011:Q1,6787327,13815,31331,146058,2680,876822,38718,209176,178669,450259,25323,1862638,2318236,1510424,483559,91542,381219,554104,6824208,2900118,2518899,381219,2863237,3924090
2011:Q2,6833054,15187,31772,150258,2689,901078,39307,221475,178751,461545,24170,1833265,2334452,1540183,488666,92282,394060,565175,6869979,2928001,2533941,394060,2891076,3941978
2011:Q3,6512705,16559,32213,154722,2698,938994,39895,242590,179000,477509,23017,1525638,2073058,1745806,475402,93022,601140,576242,6549658,2955884,2354744,601140,2918931,3593774
2011:Q4,6737084,17932,32653,158859,2707,955513,40482,251646,178505,484880,21864,1680431,2199958,1667167,488614,93762,497486,587305,6774072,2983768,2486282,497486,2946780,3790304
2012:Q1,7055518,17442,31712,154514,2628,979643,39323,258532,176136,505652,22162,1882071,2409782,1555564,502627,90682,366422,595833,7092573,3001664,2635242,366422,2964609,4090909
2012:Q2,7010699,16953,30771,150381,2550,1023528,38164,276545,174033,534786,22461,1808310,2343863,1611882,498409,87601,421521,604351,7047820,3019561,2598040,421521,2982440,4028259
2012:Q3,7202548,16464,29829,146229,2471,1060580,37005,288307,174161,561107,22761,1904268,2459038,1560908,506583,84521,356941,612863,7239745,3037458,2680517,356941,3000261,4202287
2012:Q4,7258494,15975,28888,142108,2393,1085388,35845,297816,169305,582422,23060,1890700,2481487,1588495,508528,81441,377158,621368,7295765,3055354,2678196,377158,3018083,4240411
2013:Q1,7605614,15877,30060,145172,2498,1090253,37193,295615,166298,591147,22885,2037753,2646725,1614391,517634,80822,387069,628866,7642868,3154350,2767281,387069,3117096,4488518
2013:Q2,7744705,15781,31233,148437,2603,1071741,38541,287120,157664,588416,22711,2032448,2665422,1754329,516311,80205,521436,636377,7781943,3253345,2731909,521436,3216107,4528598
2013:Q3,8054966,15684,32406,151672,2708,1082662,39890,285496,156623,600653,22536,2095274,2828139,1823885,523370,79587,577027,643901,8092184,3352340,2775313,577027,3315122,4739844
2013:Q4,8419890,15587,33578,154758,2813,1086697,41239,281413,155598,608447,22362,2243776,3006887,1853432,531723,78969,591303,651437,8457092,3451336,2860033,591303,3414134,5005756
2014:Q1,8496765,16400,34054,155105,2860,1122718,41738,287664,160488,632828,22777,2232247,3065513,1845091,534142,78253,574303,658393,8533963,3454390,2880087,574303,3417192,5079573
2014:Q2,8656147,17214,34530,155437,2906,1156737,42239,293805,165229,655464,23192,2283371,3181868,1800892,539400,77536,518622,665334,8693336,3457444,2938822,518622,3420255,5235892
2014:Q3,8619135,18027,35007,155793,2952,1175383,42740,296560,165455,670628,23607,2225200,3146099,1837067,536176,76820,551808,672263,8656320,3460497,2908689,551808,3423312,5195823
2014:Q4,8719230,18841,35483,156078,2998,1209746,43239,304867,168063,693577,24022,2284263,3190243,1797556,538852,76104,503422,679178,8756420,3463551,2960129,503422,3426361,5292869
2015:Q1,8803768,19081,34632,155429,2917,1215670,42327,304967,169776,698600,23510,2307117,3260261,1785151,540624,79894,488349,676284,8840982,3456742,2968393,488349,3419528,5384240
2015:Q2,8788684,19320,33781,154918,2836,1189832,41413,294125,162722,691572,22998,2291650,3253559,1819790,537847,83685,524855,673403,8825922,3449934,2925079,524855,3412696,5375988
2015:Q3,8511638,19560,32931,154478,2755,1194448,40499,294529,161279,698141,22486,2107237,3043467,1934276,524772,87475,651497,670532,8548904,3443125,2791628,651497,3405859,5105779
2015:Q4,8648705,19799,32079,153862,2673,1175795,39586,286719,158288,691202,21974,2220447,3127880,1894196,526972,91266,608283,667675,8685998,3436316,2828033,608283,3399023,5249682
2016:Q1,8740064,19123,31909,155129,2653,1222053,39455,300117,163515,718966,22041,2200332,3186535,1900289,530849,93472,600523,675445,8777398,3444608,2844085,600523,3407274,5332790
2016:Q2,8845911,18447,31740,156209,2633,1257298,39325,310075,167911,739987,22108,2217884,3240330,1899262,537164,95677,583219,683202,8883287,3452901,2869682,583219,3415525,5430386
2016:Q3,9022629,17771,31570,157246,2613,1267021,39194,312739,169531,745557,22176,2276407,3356488,1891337,545394,97884,557113,690946,9060032,3461193,2904080,557113,3423790,5598839
2016:Q4,9072618,17095,31399,158297,2593,1231582,39063,304124,168065,720330,22242,2329911,3352752,1926747,546470,100090,581511,698676,9110052,3469486,2887976,581511,3432052,5640566
2017:Q1,9345098,18269,32304,158208,2680,1270754,40018,316008,174604,740124,23345,2439909,3519096,1880533,552485,104882,505950,717216,9382551,3481124,2975174,505950,3443671,5901427
2017:Q2,9532516,19442,33208,158172,2768,1320102,40973,329745,182098,767286,24448,2488019,3624889,1861468,555752,109673,460270,735773,9569994,3492762,3032492,460270,3455284,6077232
2017:Q3,9761950,20615,34112,158593,2856,1357414,41927,340841,188401,786245,25550,2576101,3755482,1831227,560358,114464,402058,754347,9799445,3504401,3102343,402058,3466906,6295044
2017:Q4,10019150,21788,35017,158868,2943,1391161,42882,350889,193640,803750,26652,2713027,3886598,1783096,565133,119256,325769,772938,10056666,3516039,3190270,325769,3478523,6540627
2018:Q1,9986133,20533,33756,158761,2820,1376989,41559,351012,194818,789600,25940,2664578,3860192,1842564,563927,110618,397443,770576,10023591,3520094,3122651,397443,3482636,6503497
2018:Q2,10090512,19279,32494,158503,2698,1379220,40236,355964,197024,785996,25227,2735148,3903535,1834408,567450,101979,396752,768227,10127913,3524148,3127396,396752,3486747,6603765
2018:Q3,10316763,18025,31233,158302,2575,1394587,38914,358044,199651,797978,24516,2896356,4019534,1771635,574231,93340,338176,765888,10354106,3528202,3190026,338176,3490859,6825904
2018:Q4,9695077,16770,29972,158459,2452,1416067,37591,371912,205044,801520,23803,2447979,3594613,2004962,555735,84701,600963,763563,9732357,3532257,2931294,600963,3494977,6200100
2019:Q1,10298714,18604,26110,163732,5784,1469607,36975,390904,210753,830975,23648,2735930,3955781,1899518,570233,83557,452873,792855,10335960,3566838,3113965,452873,3529592,6769122
2019:Q2,10545912,20437,22248,169130,9115,1522365,36360,413608,217254,855143,23493,2792123,4076796,1910205,573940,82414,431678,822173,10583123,3601420,3169742,431678,3564209,6981703
2019:Q3,10638328,22270,18387,174625,12447,1560253,35745,434030,222259,868219,23338,2768196,4086531,1972281,572879,81269,466614,851519,10675513,3636002,3169388,466614,3598817,7039511
2019:Q4,11060237,24103,14525,179939,15779,1565782,35129,440034,224081,866538,23183,2961841,4320096,1954989,580119,80125,413853,880892,11097388,3670583,3256730,413853,3633432,7426805
2020:Q1,10062270,23074,15086,187753,16428,1585699,36490,476895,234852,837462,23470,2301607,3629684,2279469,556088,79440,748472,895469,10099403,3669411,2920939,748472,3632278,6429992
2020:Q2,10931499,22044,15648,193816,17078,1672633,37851,473282,234749,926751,23758,2768826,4195704,2021992,583421,78755,449807,910009,10968617,3668238,3218431,449807,3631120,7300379
2020:Q3,11329267,21015,16209,199806,17728,1688365,39212,469582,234370,945201,24045,2980021,4443146,1938932,596762,78070,339589,924511,11366370,3667066,3327477,339589,3629963,7699304
2020:Q4,12041969,19985,16771,204555,18377,1715260,40574,461231,235379,978076,24332,3378771,4900368,1763550,619461,77384,127729,938976,12079060,3665894,3538165,127729,3628803,8413166
2021:Q1,12304651,21122,16892,206329,18460,1675664,40862,453311,237518,943973,24614,3510327,5033741,1797502,622253,75758,150100,949391,12342068,3677912,3527812,150100,3640495,8664156
2021:Q2,12775951,22259,17013,207724,18542,1754000,41150,476849,246912,989089,24895,3715172,5296246,1720100,636806,74130,49297,959867,12813712,3689930,3640633,49297,3652169,9123782
2021:Q3,12745535,23396,17133,209908,18625,1786263,41438,491405,254191,999229,25176,3625005,5238748,1801281,633647,72503,124724,970407,12783640,3701948,3577224,124724,3663843,9081692
2021:Q4,13164661,24532,17254,212000,18707,1820982,41727,507815,259248,1012192,25457,3869810,5430074,1745845,640518,70876,53441,981010,13203120,3713966,3660525,53441,3675507,9489154
2022:Q1,12544246,23923,16558,209040,17639,1680262,40018,475223,243437,921584,23776,3676719,5067434,1828895,626335,71469,180463,950628,12582903,3591674,3411211,180463,3553017,8991229
2022:Q2,11367975,23314,15862,206130,16572,1571190,38310,453189,234020,845671,22095,3074191,4389226,2049395,601032,72062,456073,920228,11406860,3469382,3013309,456073,3430497,7937478
2022:Q3,10897524,22704,15165,203255,15504,1476421,36601,428090,222287,789443,20414,2950793,4125560,2067708,592637,72655,512602,889814,10936652,3347089,2834487,512602,3307961,7589563
2022:Q4,11162427,22094,14468,200543,14437,1487447,34893,427656,219538,805360,18733,3177495,4355758,1871452,603050,73247,335771,859384,11201769,3224797,2889026,335771,3185455,7976972
2023:Q1,11570256,22119,13988,198945,13687,1519290,33714,439412,221493,824671,17957,3383792,4586702,1813776,614391,72868,278308,848209,11609799,3235927,2957619,278308,3196384,8373872
2023:Q2,11950725,21851,13633,198042,13117,1508018,32843,435736,219130,820309,16814,3664657,4758443,1756150,623996,73205,230930,828019,11990414,3247057,3016127,230930,3207368,8743357
2023:Q3,11716525,21664,13328,197280,12629,1463462,32091,422005,216083,793283,15916,3537763,4588649,1865834,618971,73398,360956,812509,11756376,3258187,2897231,360956,3218336,8498189
2023:Q4,12461221,21625,13032,196406,12164,1547022,31366,445466,222004,848186,15331,3948765,5013031,1693845,636693,73283,180456,803413,12501257,3269317,3088861,180456,3229281,9231940
2024:Q1,13008988,21357,12814,195790,11806,1541096,30827,443675,221239,845355,14422,4343761,5306264,1561678,650807,73708,50397,786766,13049230,3255320,3204923,50397,3215078,9793910
2024:Q2,13147991,21060,12587,195441,11435,1542438,30270,447180,222268,842720,13439,4484578,5347949,1519064,655884,74191,20312,768677,13188497,3241322,3221010,20312,3200816,9947175
2024:Q3,13614690,20834,12091,193837,10647,1613909,29053,470977,228289,885590,12139,4751371,5597898,1401964,670341,74339,-89375,746659,13655472,3227325,3316700,-89375,3186543,10428147
2024:Q4,13594093,20675,11609,192200,9882,1558657,27867,455700,223048,852042,10992,4866406,5503382,1420290,669674,74354,-51442,727704,13635358,3213328,3264770,-51442,3172063,10422030
2025:Q1,13331762,20447,11184,191605,9205,1590214,26824,470831,225615,866944,9809,4622073,5379321,1497904,668983,74554,46944,707423,13373468,3199331,3152388,46944,3157625,10174137
