1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1974:Q1,1193103,63485,9709,2027,39721,239845,5288,65941,49483,98922,20211,811694,245131,10166,428934,127463,66,4437,1640,3178,0,0,17301,1152343,1127316,32210,219219,742706,55599,14468,10268,4200,14995,124,1318,46677,2400,44277,25027,2952,475,21600,0,0,ND
1974:Q2,1244029,78447,8355,2064,41923,238524,5825,60363,50956,101695,19685,848908,262935,13174,441366,131433,70,4314,1741,3291,0,0,16392,1199911,1173829,44264,224228,765395,61542,17616,13306,4310,17642,138,1004,42000,2600,39400,26082,2150,532,23400,0,0,ND
1974:Q3,1256906,74112,10507,2063,44477,236059,5990,57940,51551,100909,19669,869374,268407,16035,450228,134704,75,3780,1847,3429,0,0,11183,1214648,1187668,41888,219160,776619,63110,20495,16195,4300,20772,153,1194,44277,2750,41527,26980,1642,588,24750,0,0,ND
1974:Q4,1285954,74485,11640,2393,46942,244518,6391,61864,52893,102578,20792,884839,277743,18484,454595,134017,79,4020,1961,3521,0,0,11556,1241993,1214073,38521,239790,795472,64751,22959,18669,4290,21804,175,1212,29389,2850,26539,27920,1597,673,25650,0,0,ND
1975:Q1,1291541,78608,10562,2889,49013,255267,7369,67276,54755,102500,23367,872689,264601,18730,457838,131520,84,4449,2081,3579,0,0,12320,1248741,1218846,34837,218844,822810,65466,23252,18917,4335,18164,190,1431,33852,3000,30852,29895,2166,729,27000,0,0,ND
1975:Q2,1327769,83764,10084,2721,50238,275108,7208,77028,57701,104506,28665,884161,265422,17740,467438,133561,89,4783,2209,3562,0,0,11050,1284745,1252993,34402,233580,844694,66262,22279,17917,4362,16803,191,933,33849,3200,30649,31752,2218,734,28800,0,0,ND
1975:Q3,1341442,80498,11168,2245,39989,284750,8011,86171,59427,104984,26157,892796,259340,16790,478337,138329,95,4388,2345,3593,0,0,19575,1301569,1268385,35823,228233,861883,58066,21438,16958,4480,17482,192,971,44297,3400,40897,33184,1845,739,30600,0,0,ND
1975:Q4,1389614,86273,12252,2662,43923,298432,10171,96267,61154,105980,24860,913741,264307,18727,488890,141817,101,4474,2488,3634,0,0,21634,1345308,1310921,36053,248490,884715,57935,23443,18914,4529,17845,180,1006,41254,3550,37704,34387,1745,692,31950,0,0,ND
1976:Q1,1409736,90213,11257,3121,42856,311128,9500,103056,63348,104145,31079,916180,254363,18901,500558,142358,107,4767,2641,3772,0,0,23694,1365851,1330196,36833,231457,914589,62025,23790,19090,4700,15757,181,1072,44492,3650,40842,35655,2108,697,32850,0,0,ND
1976:Q2,1451517,95271,11981,2860,41848,317428,9640,106188,64327,107569,29704,948787,262515,19783,517625,148864,113,4650,2804,3798,0,0,21977,1407122,1370616,38951,242554,936971,64503,24947,19981,4966,15274,188,1095,46133,3740,42393,36506,2124,722,33660,0,0,ND
1976:Q3,1485039,97876,12287,3067,43649,324857,10945,108933,67298,108063,29618,970988,260461,19599,535498,155430,119,4525,2950,3829,0,0,20892,1439525,1401938,42154,238603,957201,69254,24935,19795,5140,16062,194,1154,52381,3850,48531,37587,2189,748,34650,0,0,ND
1976:Q4,1550017,104394,12121,3866,53271,338962,14190,118908,66538,109618,29708,1006642,272450,22523,551630,160039,128,4543,3158,3872,0,0,19060,1500278,1460727,42939,262975,992370,76259,28049,22748,5301,15862,206,1214,40853,4004,36849,39551,2722,793,36036,0,0,ND
1977:Q1,1581302,106345,12124,3509,53655,346098,11614,122392,69239,110840,32013,1025127,273370,22694,566240,162823,136,4501,3352,4165,0,0,22290,1533960,1493193,43039,248491,1030758,79919,28271,22921,5350,14462,213,1300,46740,4140,42600,40767,2689,818,37260,0,0,ND
1977:Q2,1633871,108606,12725,3712,51704,348328,11560,120088,71179,115121,30380,1070430,282560,23440,591209,173221,144,4741,3558,4198,0,0,25725,1585143,1543533,48486,256675,1055163,83218,29711,23674,6037,15717,220,1406,52937,4240,48697,41610,2605,845,38160,0,0,ND
1977:Q3,1679249,109528,11326,3572,53349,351472,11899,117939,72674,118599,30361,1112000,289318,23317,617043,182322,153,4840,3777,4242,0,0,24990,1631261,1588782,50911,258718,1084311,87854,29844,23550,6294,17054,227,1516,58347,4340,54007,42479,2547,872,39060,0,0,ND
1977:Q4,1756053,127439,13922,4146,61119,355686,14616,118547,74813,119183,28527,1157548,301003,25654,641224,189667,162,4956,4009,4324,0,0,22742,1703635,1658258,55447,288266,1116191,92225,32921,25911,7010,20173,241,1613,51181,4645,46536,45377,2645,929,41803,0,0,ND
1978:Q1,1788045,132947,11622,4439,57690,356889,11915,117151,77365,119567,30891,1183981,306631,24181,659322,193847,171,4941,4237,4786,0,0,26342,1737339,1691164,58733,263516,1154015,98973,31488,24423,7065,21278,248,1702,61211,4720,56491,46175,2739,956,42480,0,0,ND
1978:Q2,1851187,130631,11888,5010,56814,360833,12243,115402,80061,122865,30262,1241209,323273,24289,685393,208254,181,5085,4477,4874,0,0,30185,1799646,1751036,60873,280122,1178943,100423,32121,24532,7589,25274,258,1787,71235,4949,66286,48610,3079,990,44541,0,0,ND
1978:Q3,1908218,134043,12141,5624,54685,366681,13088,112122,84268,126223,30980,1280782,329149,21952,710992,218689,191,5206,4731,4987,0,0,39147,1855366,1805640,72588,280306,1208808,103149,29929,22172,7757,29158,267,1867,79568,5045,74523,49726,3292,1025,45409,0,0,ND
1978:Q4,1996810,158695,15470,6206,61596,371816,13821,109224,87332,130815,30624,1328809,345295,24938,733802,224774,202,4862,4999,5198,0,0,38957,1937468,1886399,81622,314722,1237393,105459,33073,25220,7853,32670,284,1941,79235,5222,74013,51069,2977,1091,47001,0,0,ND
1979:Q1,2019636,151143,12345,6689,64406,376811,13263,109844,89367,132535,31802,1353510,350854,25214,749422,228020,214,4967,5283,5583,0,0,38685,1963623,1911698,90061,281374,1265973,119269,33545,25505,8040,31881,314,2021,87260,5282,81978,51925,3181,1210,47534,0,0,ND
1979:Q2,2091300,158492,13272,7948,69193,376284,14111,107987,92282,133758,28146,1408467,370730,27158,773404,237175,226,4944,5582,5723,0,0,41169,2031892,1979271,102449,308293,1274919,127268,36508,28199,8309,35071,345,2116,92302,5324,86978,52621,3379,1328,47914,0,0,ND
1979:Q3,2169147,174039,13609,8271,76795,384227,14783,106245,95051,137676,30472,1463476,388907,30907,796532,247130,239,4987,5899,5902,0,0,31703,2104963,2050034,119669,318207,1307219,132232,41540,32566,8974,38596,376,2186,90009,5539,84470,54929,3635,1446,49848,0,0,ND
1979:Q4,2223627,181956,18488,9254,77510,391186,16639,107636,98785,139663,28463,1498950,400076,32465,813303,253106,252,4801,6234,6294,0,0,28702,2156234,2098650,125973,343379,1327119,129861,43588,34093,9495,41838,411,2185,84296,5846,78450,57584,3383,1583,52618,0,0,ND
1980:Q1,2244559,179592,15333,9684,76013,395721,15564,108246,101031,140270,30610,1514029,404877,35888,823699,249565,267,4382,6587,5986,0,0,36965,2172868,2114862,128335,314093,1354540,129693,46961,37491,9470,44122,497,2118,94503,5916,88587,58006,2852,1912,53242,0,0,ND
1980:Q2,2288595,200655,16048,10126,84982,411469,18037,110482,106187,143866,32897,1507260,396676,38967,829992,241625,282,4427,6961,6144,0,0,40241,2217095,2152037,117409,331850,1373045,144458,51097,41055,10042,42364,539,1975,89300,6151,83149,65058,3604,2075,55355,4024,0,ND
1980:Q3,2359581,214154,17327,9498,89691,432445,19275,119342,112976,149057,31795,1536553,408252,39509,844331,244461,298,4407,7356,6219,0,0,41633,2285557,2218429,127063,344473,1407456,150893,52114,42042,10072,44161,596,1815,89858,6310,83548,67128,3484,2292,56789,4563,0,ND
1980:Q4,2460114,233268,19828,10068,90775,452099,19553,125370,119404,152362,35410,1586146,437838,39790,861596,246922,315,4267,7774,6363,0,0,49211,2382477,2314655,140530,356049,1470070,153245,52238,42223,10015,48963,953,1688,90919,6321,84598,67822,3380,3664,56886,3892,0,ND
1981:Q1,2483812,235345,17309,9694,97357,457993,19463,129194,123336,151362,34638,1592958,434948,44178,869924,243908,332,4067,8216,6575,0,0,53966,2409853,2338273,138643,342111,1489864,165179,56171,46486,9685,49175,1000,1591,94539,6608,87931,71580,3698,3844,59472,4566,0,ND
1981:Q2,2577483,275331,18572,9793,96167,461727,21223,129202,126272,152447,32583,1636687,458125,45655,884252,248655,351,3802,8682,6814,0,0,59557,2503323,2430072,183243,353866,1510561,166148,58016,48569,9447,56095,1115,1502,99526,6900,92626,73251,4091,4288,62097,2775,0,ND
1981:Q3,2636811,291537,19207,11801,96987,465495,20389,126174,131885,155102,31945,1671086,475338,47564,894565,253619,371,3556,9174,6939,0,0,60658,2566130,2491403,199885,355587,1543013,168968,59927,50853,9074,64347,1196,1427,97053,7066,89987,74727,3584,4599,63592,2952,0,ND
1981:Q4,2695990,274484,18645,11914,120796,476825,21597,127731,137038,157608,32851,1716946,510908,51084,900061,254893,392,3484,9695,7105,0,0,55704,2641757,2551874,156102,373192,1608628,196656,63362,53956,9406,65194,1352,1364,86024,7578,78446,89883,3870,5201,68202,12610,0,ND
1982:Q1,2746522,295028,16636,12590,116087,493061,24644,131812,145740,156739,34126,1728308,523726,51835,899395,253352,402,3264,6111,7180,0,0,67857,2684888,2598127,159661,352875,1663808,199522,65011,55933,9078,66162,1299,1325,88463,7391,81072,86761,3837,2962,66516,13446,0,ND
1982:Q2,2823376,318514,20123,12200,114541,496607,22856,129271,155755,155572,33153,1764404,552558,55159,900221,256466,245,3133,6469,7429,0,0,79711,2761657,2676741,169029,355307,1710562,195526,68160,59204,8956,69398,1444,1307,106009,7016,98993,84916,3512,3215,63146,15043,0,ND
1982:Q3,2882612,351092,19224,13813,117717,508702,24401,131418,162315,155321,35247,1775668,568426,55095,890593,261554,107,3123,6903,7435,0,0,78829,2836305,2738354,181866,371346,1756466,207450,68481,58861,9620,67642,1542,1298,82263,8251,74012,97951,3469,3457,74259,16766,0,ND
1982:Q4,2976884,367235,19556,14732,135738,552238,23660,151709,173515,161638,41716,1787454,582053,58819,880282,266300,-24,3171,7290,7628,0,0,81866,2922277,2816791,178400,400804,1821274,211566,75454,65015,10439,66001,1326,1283,60683,8976,51707,105486,3428,4210,80781,17067,0,ND
1983:Q1,3035361,386242,18310,13782,133910,588266,20471,174627,188657,156735,47776,1788746,585395,53965,885712,263674,-181,3326,7866,7614,0,0,87480,2980025,2878707,186715,390209,1876188,210487,70181,59316,10865,60467,1351,1274,81836,8548,73288,101318,3710,4407,76928,16273,0,ND
1983:Q2,3109901,381475,20476,13083,134611,627451,20363,194865,198983,157836,55404,1826804,593687,57604,904560,270953,-276,3528,8182,7739,0,0,86827,3067905,2966042,187385,413707,1926122,211597,72253,61478,10775,59980,1420,1270,92308,8497,83811,101863,4115,4405,76477,16866,0,ND
1983:Q3,3195421,388902,17434,12440,126625,649935,20465,205233,210072,159780,54385,1887039,606795,61469,934228,284547,-318,3626,8506,7701,0,0,93530,3155398,3045849,198983,411490,1979418,216252,76211,65392,10819,59807,1584,1258,100846,9359,91487,109549,4048,4662,84230,16609,0,ND
1983:Q4,3255254,368208,21023,11841,129524,668489,19525,213749,212131,165160,57924,1944272,615569,65672,961760,301271,-418,3689,10443,7860,0,0,90323,3245534,3124673,197773,427274,2031996,220562,80827,70280,10547,61416,1545,1254,102026,10208,91818,120861,4395,5339,91870,19257,0,ND
1984:Q1,3391690,390379,17358,10901,135197,692111,18119,225736,218209,164356,65691,2003272,633213,64738,992235,313086,-584,3718,10857,8113,0,0,120368,3314346,3199272,212432,422204,2088534,237291,78721,68280,10441,60382,1573,4299,93836,9635,84201,115074,3683,5509,86715,19167,0,ND
1984:Q2,3510844,400279,18098,12351,135300,694575,17282,221226,227275,163912,64880,2103956,661918,71741,1034722,335575,-799,3643,11798,8362,0,0,123281,3434041,3328035,234202,428007,2163116,240144,88503,75955,12548,68772,1763,4509,99019,9175,89844,106006,2980,5669,82571,14786,0,ND
1984:Q3,3619811,403987,18374,14942,135195,711790,17582,223443,231688,169347,69730,2169092,673453,70101,1071433,354105,-885,3661,11901,8537,0,0,143218,3562718,3434875,238598,430792,2219206,252780,86188,73922,12266,76010,1945,4560,124797,10880,113917,127843,3647,6236,97919,20041,0,ND
1984:Q4,3747360,410685,24273,18852,151603,722580,16365,224515,227239,177354,77107,2247830,708421,69432,1099041,370936,-750,3451,11774,8826,0,0,148238,3697881,3560072,238244,463912,2295945,257672,90018,73977,16041,77793,1927,4387,130173,12039,118134,137809,3851,6017,108349,19592,0,ND
1985:Q1,3790403,424861,18083,15404,140251,733569,16148,238237,229381,172625,77178,2279654,711643,66000,1118664,383347,-790,3694,12239,9231,0,0,154207,3746214,3606446,248116,437159,2354690,256230,88131,70250,17881,78082,1991,4404,137644,11990,125654,139768,4311,6182,107913,21362,0,ND
1985:Q2,3870576,428287,18882,20318,154576,731084,15623,235014,222803,174646,82998,2334557,725911,62721,1147153,398772,-914,3878,12694,9605,0,0,157610,3830650,3688772,253596,469079,2381245,259165,86544,67258,19286,83264,2062,4001,149816,12254,137562,141878,4305,6266,110282,21025,0,ND
1985:Q3,3973819,439542,21104,18136,163364,753898,14420,238835,230054,185464,85125,2393976,737262,62360,1180594,413760,-765,3800,12145,9850,0,0,158769,3935907,3785697,264903,488932,2418005,274330,87424,65767,21657,89627,2261,4293,155922,13190,142732,150210,4210,6856,118708,20436,0,ND
1985:Q4,4098431,430043,25537,23342,174674,798397,13380,229278,229102,235145,91492,2462100,765292,59972,1207974,428862,-698,3771,16064,10094,0,0,155107,4059283,3900952,280080,531110,2444041,302593,89733,64617,25116,92944,2159,4583,153710,13552,140158,158331,5739,7944,121969,22679,0,ND
1986:Q1,4124135,433869,21251,25662,183198,800033,14418,232348,241027,217318,94922,2475169,766567,57646,1224257,426699,-486,4131,16237,10508,0,0,154564,4091552,3920875,280348,508681,2477592,308013,87818,60913,26905,91539,2280,4717,159887,14532,145355,170677,6157,8144,130784,25592,0,ND
1986:Q2,4220779,449595,22221,23325,189797,831050,13073,236345,266493,211947,103192,2518248,777475,55718,1246458,438597,-407,4755,16491,10715,0,0,154990,4209840,4018760,286977,556883,2498863,320977,88541,59744,28797,99315,2364,5000,159839,20047,139792,191080,6842,8329,157048,18861,0,ND
1986:Q3,4349993,493770,22609,25041,180660,879503,11587,240322,290348,220855,116391,2555135,776452,56902,1273141,448640,-325,5338,16089,11026,0,0,161146,4337624,4136254,324352,560491,2545899,331220,93173,61897,31276,103691,2510,5294,169623,19523,150100,201370,7425,8885,160583,24477,0,ND
1986:Q4,4547409,547833,25652,26954,188593,903196,14605,243033,315175,206447,123936,2656477,833079,54402,1308821,460175,-307,5791,19586,11359,0,0,162275,4531926,4320786,361209,643181,2591103,350168,91011,58760,32251,113540,2533,4932,163108,20633,142475,211140,9789,9327,165174,26850,0,ND
1987:Q1,4544487,519368,22493,25191,189830,913142,14153,245986,329489,195503,128011,2651198,807617,55152,1341716,446713,-267,6812,19939,12036,0,0,184745,4513659,4295115,363903,573483,2595007,355059,94642,59089,35553,111829,2789,4828,193576,22314,171262,218544,12435,9470,169269,27370,0,ND
1987:Q2,4651700,549070,23950,21327,188433,939381,12130,247808,353287,188529,137627,2716067,813921,59324,1385729,457093,-181,7136,18956,12478,0,0,175083,4616450,4405983,382040,614888,2631468,358577,98619,63348,35271,120184,2679,2970,194558,20729,173829,210467,11512,9014,159012,30929,0,ND
1987:Q3,4739130,557479,24422,18127,179994,962804,10285,256078,368350,183071,145020,2776100,822633,58217,1426890,468360,-130,7391,19220,12807,0,0,180916,4712547,4495569,415890,612664,2667024,365305,97135,61022,36113,126135,3182,2783,205451,21984,183467,216978,10800,9442,163881,32855,0,ND
1987:Q4,4865829,575094,24858,20351,177986,1006546,15929,252382,387936,177310,172989,2822822,833548,59828,1448993,480453,-62,6645,22707,13328,1752,0,193801,4818790,4600752,431120,630424,2735458,365880,101636,64336,37300,139326,3242,2497,191169,24261,166908,218038,8185,10302,165478,34073,0,ND
1988:Q1,4922911,566534,23110,24544,190324,1006942,12456,249075,391235,169607,184569,2859337,833998,54782,1490615,479942,74,7389,23056,13974,1700,0,205926,4886321,4658666,413743,612462,2805416,387846,96180,59011,37169,135723,3301,2001,201994,24409,177585,227655,12230,11411,165293,38721,0,ND
1988:Q2,5041314,579997,25565,20268,188099,1023229,12155,243366,405112,164327,198269,2934169,856082,55768,1530614,491705,121,7889,22652,14315,1642,0,223368,5014952,4775755,442293,640346,2838031,396084,98102,59626,38476,141018,3336,1348,215197,25774,189423,239197,12675,11638,171938,42946,0,ND
1988:Q3,5153256,617333,22093,19706,186785,1039342,13482,241882,420031,161531,202416,2981899,856220,55468,1565554,504657,124,8200,22572,14733,1500,0,238969,5118115,4870497,467282,628550,2891690,404530,98119,59433,38686,147587,3382,1702,227655,28189,199466,247618,12724,11493,177798,45603,0,ND
1988:Q4,5241825,618468,27561,19030,177498,1042567,16030,233811,437615,154410,200701,3054549,878153,57499,1602988,515909,373,8443,26579,15290,1366,0,250101,5218370,4964832,472323,655061,2936044,391944,100506,61597,38909,158770,3666,2701,243817,29379,214438,253538,12172,12786,181709,46871,0,ND
1989:Q1,5244392,637770,22203,17674,186621,1038777,13942,238200,446510,150494,189631,3073389,879053,52393,1633618,508325,536,11074,27121,15866,3608,0,209752,5207076,4944099,479172,601179,2973141,414980,94559,56243,38316,169839,4359,23296,183573,28531,155042,262977,12140,13088,186991,50758,0,ND
1989:Q2,5278413,619607,22775,21455,192223,1019054,14425,217440,455467,145767,185955,3131079,893804,53984,1665836,517455,605,11268,27218,15946,3468,0,213716,5245904,4979028,454878,625205,2993795,424529,96892,57827,39065,167665,4423,24041,187601,29771,157830,266876,13014,13099,191405,49358,0,ND
1989:Q3,5321207,640009,23122,23333,189181,994498,13219,204716,449156,142696,184711,3169399,900086,54668,1687430,527215,683,11354,27303,16026,3484,0,222814,5264927,5000278,477445,613336,3023562,401075,96644,57710,38934,157118,4411,24497,202190,29490,172700,264649,13605,13679,190213,47152,0,ND
1989:Q4,5374461,668781,28671,25897,205762,981737,15711,203333,443268,136433,182992,3189908,926864,55361,1670189,537494,1136,11215,32445,15628,3391,0,209889,5325533,5058494,485410,651867,3065052,392246,95654,57366,38288,148319,4450,24152,191344,30070,161274,267039,10651,16823,190083,49482,0,ND
1990:Q1,5327237,626868,23251,24378,210243,1007810,11402,217909,459550,132947,186002,3193916,909468,49763,1711512,523173,1215,10444,33224,14526,3244,0,178118,5297705,5028711,457261,613187,3067142,407719,90696,53654,37042,139523,4569,24462,224152,31400,192752,268994,9898,17378,195068,46650,0,ND
1990:Q2,5315513,626625,24294,23935,210811,999743,12325,213447,464810,127034,182127,3193730,916530,47272,1710161,519767,1186,10039,33311,14116,3343,0,174380,5293350,5022921,456589,637644,3052552,417840,85922,51434,34488,133466,4743,24589,209577,28530,181047,270429,9143,18013,199023,44250,0,ND
1990:Q3,5311785,626579,24752,26665,207996,1000444,12238,214052,470989,125774,177391,3179957,906298,45383,1704105,524171,1354,8755,32730,13765,3391,0,185397,5289737,5015098,476260,633654,3049415,401348,83889,51081,32808,125375,4712,27089,213355,38548,174807,274639,6250,18201,200105,50083,0,ND
1990:Q4,5342894,674154,32590,30667,202580,1002210,15712,205802,482627,120443,177626,3161228,908755,45527,1683721,523225,1111,6235,28314,13526,3315,0,186964,5310921,5041374,502789,670294,3067603,362904,89003,52068,36935,124390,4308,26008,194073,37811,156262,269547,5826,15358,200723,47640,0,ND
1991:Q1,5284585,647185,24707,31142,203156,1013844,16694,221804,486012,116112,173222,3111060,892617,38354,1671382,508707,1208,8051,28963,13355,4161,0,197752,5258909,4985129,498994,632529,3087162,349638,79704,43767,35937,113898,4166,25475,193563,42388,151175,273780,7141,15948,203959,46732,0,ND
1991:Q2,5254068,649231,25627,31035,209846,1009704,15355,230712,484790,111418,167429,3087137,879689,36880,1667119,503449,968,7370,28454,13244,4595,0,186858,5222039,4949909,499217,655519,3043851,358547,77061,41357,35704,101798,4354,23957,185605,44200,141405,272130,7626,15598,206272,42634,0,ND
1991:Q3,5257108,658707,28757,33479,222909,1035175,13943,250147,485170,108098,177817,3037534,869066,37108,1632396,498964,948,7316,28677,13198,5729,0,184678,5229575,4950621,517326,674410,3027888,356490,73405,39907,33498,90988,4209,25801,180104,43277,136827,278954,8932,15991,209561,44470,0,ND
1991:Q4,5307879,699170,33603,31691,205638,1070827,14511,270466,497135,105626,183089,3026122,864590,35320,1623573,502639,944,7494,31496,12851,6309,0,181733,5282441,4986229,548704,727422,2999890,339051,71577,37793,33784,87123,5306,23936,183220,47376,135844,296212,10970,25870,212139,47233,0,ND
1992:Q1,5298034,696625,29338,35309,217962,1098820,13862,296596,505647,102993,179722,2976652,854624,31709,1604353,485966,1267,7273,31816,12860,7607,0,182504,5269341,4967117,566853,711302,2969379,351722,67961,35617,32344,84265,5308,24758,185569,28069,157500,302224,10801,26480,217255,47688,0,ND
1992:Q2,5294760,697236,29693,34861,207084,1124440,13736,311249,521964,101142,176349,2954268,851213,31415,1589220,482420,1326,7252,32246,12705,7711,0,185937,5271647,4954339,562287,738831,2926829,352527,68242,33980,34262,84906,5473,25255,189989,29544,160445,317308,11751,26812,227197,51548,0,ND
1992:Q3,5311170,670990,30194,35858,218414,1160086,12881,331587,532461,101286,181871,2945151,845221,30704,1583746,485480,1318,6769,32778,13071,8243,0,188298,5274669,4949570,556574,759568,2894294,353887,69215,32918,36297,87544,5396,26709,196383,30640,165743,325099,12206,27066,234121,51706,0,ND
1992:Q4,5355945,698262,31870,30773,227245,1187533,12736,342149,546797,99566,186285,2935649,843691,31675,1568331,491952,1635,7601,34215,13132,7416,0,180615,5312312,4982610,556204,823352,2872193,351859,72908,33911,38997,86547,4523,25590,189433,34605,154828,329702,14827,22813,240958,51104,0,ND
1993:Q1,5296723,652084,30561,28736,214424,1228404,12371,357091,568697,97967,192278,2896861,824221,28862,1556680,487098,1781,7991,34507,13459,8042,0,179873,5239823,4906193,544634,779277,2829974,366441,69895,30659,39236,91580,4656,25592,194144,32916,161228,333630,19030,22783,249818,41999,0,ND
1993:Q2,5336528,638066,32210,24871,214518,1237246,10209,355085,581566,98695,191691,2933995,835263,27510,1571827,499395,2107,8278,34562,13894,7960,0,188821,5280666,4941258,530303,826950,2812865,362964,69961,28896,41065,98285,5090,23357,211483,33162,178321,339408,19118,23577,258654,38059,0,ND
1993:Q3,5384630,641560,31735,22755,213998,1260890,9063,360546,592766,101201,197314,2953631,831153,26307,1580720,515451,1980,9206,35482,14447,8151,0,190795,5322794,4967429,540838,843913,2786360,376423,68068,27112,40956,104757,5256,26529,215284,34264,181020,355365,22737,23431,265127,44070,0,ND
1993:Q4,5462177,652440,32671,23745,224483,1279217,9809,367663,601830,101277,198638,3005170,842563,25257,1602157,535193,2756,10076,46823,14814,8090,0,161892,5394993,5027325,544858,903514,2786062,366979,67336,26253,41083,108660,5825,27224,216867,32806,184061,367668,22532,25272,275323,44541,0,ND
1994:Q1,5568688,641305,31439,21916,216046,1314722,7766,391595,609159,101778,204424,2993045,846281,24255,1585983,536526,3415,8760,46945,15038,6688,0,269368,5601344,5232718,562105,875890,2787822,384377,65897,25029,40868,106086,5828,28929,415785,33960,381825,368626,22210,25696,277090,43630,0,ND
1994:Q2,5645209,631905,34426,18205,215080,1306812,7945,379028,614314,101507,204018,3045958,856309,23892,1606018,559739,3451,7760,47822,15752,5698,0,312339,5675118,5294453,571916,871250,2772986,402752,65318,24566,40752,113540,5854,25535,465302,33059,432243,380665,25609,25866,282630,46560,0,ND
1994:Q3,5668880,640132,31155,15410,209737,1293762,7404,359177,624304,100835,202042,3112403,868464,24715,1631901,587323,3557,7427,48560,16207,5036,0,285495,5676574,5293619,586179,843535,2781932,411794,67117,25452,41665,121741,6017,28014,447289,33571,413718,382955,25402,26584,289573,41396,0,ND
1994:Q4,5750383,640006,38129,15994,224460,1263374,8034,335013,622478,99605,198244,3199785,896316,22882,1663748,616839,2740,6808,47705,16692,4640,0,290050,5758350,5371701,619440,865964,2785028,428818,67067,23397,43670,130942,5688,26613,442142,35402,406740,386649,24924,26487,291166,44072,0,ND
1995:Q1,5799057,638552,31291,14796,215024,1278464,6312,348966,631703,97368,194115,3258912,926023,23969,1691081,617839,2753,6946,47928,17197,4825,0,282368,5831350,5425201,611911,815738,2835673,435310,68238,24497,43741,124814,5755,31083,496680,36568,460112,406149,25158,28010,302755,50226,0,ND
1995:Q2,5913320,668103,33596,17927,230407,1281695,7234,334313,645659,96408,198081,3344802,967727,24330,1716974,635771,2781,7879,48554,17708,5277,0,254591,5924786,5504520,638152,841311,2886768,452156,69677,24531,45146,125104,5808,29993,455550,37276,418274,420266,27872,28189,311954,52251,0,ND
1995:Q3,5947537,637723,33072,16922,227480,1293202,6337,327748,662832,95359,200926,3405206,984805,23679,1741930,654792,2813,9718,49191,18490,5410,0,248310,5960683,5524613,618430,803112,2934336,463652,70818,24137,46681,126339,6252,34923,466751,38733,428018,436070,32188,30605,321948,51329,0,ND
1995:Q4,5974713,611794,40562,19254,256828,1279763,6400,311991,668865,95363,197144,3444727,1006065,22326,1741963,674373,2484,10345,55768,19024,5163,0,229002,6016561,5562056,593415,820203,2964629,454168,68963,22639,46324,134448,6500,37163,482566,43107,439459,454505,36915,41767,325089,50734,0,ND
1996:Q1,5962734,583974,34386,17505,243388,1291731,6614,319299,673862,94959,196997,3468541,1011828,22594,1771129,662990,2389,11513,56836,19214,5333,0,227924,5999420,5537234,561841,768496,3046771,445554,70896,22877,48019,132437,6745,37441,467054,42196,424858,462186,38008,41586,329899,52693,0,ND
1996:Q2,6042245,586604,35677,14856,226389,1290237,5371,315955,679381,94638,194892,3535363,1036287,22068,1795098,681910,2389,11799,57192,19836,5226,0,256677,6079912,5606241,547540,783786,3070824,457676,72891,22228,50663,145531,6518,38907,482568,43793,438775,473671,39238,39839,341743,52851,0,ND
1996:Q3,6110965,589706,38227,15357,209636,1276082,4693,307621,675816,94791,193161,3614857,1066630,23068,1825384,699775,2572,12395,58152,20550,4972,0,268459,6175408,5686411,537301,783031,3136646,447853,74356,23347,51009,153962,6534,39652,507075,42665,464410,488997,42830,40465,346271,59431,0,ND
1996:Q4,6222258,621881,45186,18025,230989,1273345,7069,292592,691165,96326,186193,3676111,1087214,23355,1849220,716322,2933,13554,66632,20976,5187,0,247439,6324647,5813505,579267,785947,3190775,461607,77258,23612,53646,161272,6073,42578,508728,46171,462557,511142,52174,43780,350720,64468,0,ND
1997:Q1,6366179,658960,37151,15240,255951,1321687,3496,314107,708211,95957,199916,3708194,1126176,23805,1863246,694967,2968,9031,67652,21776,14156,0,253413,6458455,5918464,608208,752621,3262019,480998,78990,24245,54745,156058,6569,46071,526930,49265,477665,539991,54022,44666,361945,79358,0,ND
1997:Q2,6484266,678341,38407,13037,251242,1323937,3497,297670,725522,96359,200889,3801883,1165924,24897,1904922,706140,3027,9609,68893,22531,15327,0,258032,6582888,6030326,619639,772029,3311603,480648,81936,25414,56522,171783,7220,45369,540099,49896,490203,552562,57098,47337,373839,74288,0,ND
