1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1983:Q4,1105349,355658,273727,72368,1228,235538,84109,83891,-1170,1312464,596700,375378,79780,239070,21536,-207115,126754,3540,-7452,-76449,-29180,178399,2266,-209845,8676,-2180,-56952,-1728,7916,0,6484,21620,0,18996,-1172,1796,2000,16612,12060,0,4552,0,1520,0,14148,2180,-944,218521,0,656,0,113504,69576,-36,43964,19768,-80,19848,1892,15912,66789,-47269,-12732,197113
1984:Q1,1154165,361174,281644,84884,1324,250780,86835,89163,-1639,1337915,609912,379816,79812,247151,21224,-183750,129636,692,-8600,-46206,-70061,184109,-431,-253739,147772,904,72578,-13880,1756,0,16126,23328,0,11868,6340,1996,3124,22424,8384,0,14040,0,1296,0,6232,16412,596,401511,0,628,0,274444,227392,-148,47200,25312,-148,25460,344,15748,85035,23855,128256,381995
1984:Q2,1180861,370444,287748,83660,1328,256785,90455,91551,-1110,1369154,629661,382696,81845,253956,20996,-188293,131947,7720,-8116,-55950,-93818,189470,-3730,-279558,35272,1152,-58476,8944,1332,0,13588,22528,0,16724,272,1156,4376,32232,12104,0,20128,0,1244,0,10960,-1740,3508,314830,0,896,0,209612,155108,-48,54552,28228,-96,28324,1816,17540,56738,37868,5912,285470
1984:Q3,1192212,384110,292172,71320,1228,261833,92772,89548,-771,1394839,641966,384088,82286,265619,20880,-202627,136191,452,-8088,-58800,-34490,193754,-1701,-226543,161572,1084,50530,16460,1832,0,33462,22832,0,3616,14836,-244,4624,36112,7100,0,29012,0,1504,0,8076,-13704,3384,388115,0,496,0,288304,219348,-28,68984,29596,-112,29708,212,13672,55835,-24310,142036,368579
1984:Q4,1221952,395936,297528,72068,1336,265827,95713,93490,54,1434068,657373,391728,90277,273530,21160,-212116,141741,2584,-8212,-64747,-7116,205396,278,-212790,65092,772,-21056,4220,644,0,20964,6068,0,4232,-3376,1336,3876,49404,16820,0,32584,0,1660,0,7500,-3212,-1872,277882,0,724,0,158480,150124,-44,8400,58832,-44,58876,1964,12964,44918,-57631,31216,244006
1985:Q1,1284168,432285,301047,77700,1416,275738,100282,94922,778,1454616,667317,402070,86244,277866,21119,-170448,140275,2188,-8770,-23591,-38883,208275,3040,-250198,200672,1056,45288,13504,-948,0,22204,70872,0,27700,41260,-1464,3376,49316,9028,0,40288,0,1340,0,7516,-7792,-1684,450870,0,680,0,308092,214784,-56,93364,78436,-100,78536,144,19792,43726,15292,149288,399486
1985:Q2,1257961,388524,305701,75960,1848,279751,102515,101555,2107,1480110,682133,404446,88201,284336,20994,-222149,142594,1944,-8429,-73070,-76553,218394,2795,-297742,118680,720,-34444,3088,-1312,0,35168,49996,0,32544,16324,-1996,3124,61008,10532,0,50476,0,1360,0,7492,-6056,1660,416422,0,780,0,267216,166856,-36,100396,89976,-80,90056,1876,18576,37998,3483,48600,346342
1985:Q3,1306850,421527,311851,81748,2176,284618,105028,97493,2409,1510768,701107,409670,91303,287355,21333,-203918,144457,152,-9210,-50403,-54737,226255,-1394,-279598,115340,1056,-30002,10280,-1632,0,26082,4484,0,-9980,7612,3976,2876,83276,12720,0,70556,0,1344,0,7752,8080,4620,394938,0,564,0,258608,173852,-24,84780,70728,-52,70780,224,18240,46574,4334,72072,351670
1985:Q4,1323839,428916,313933,79456,2316,291073,106350,99605,2190,1533927,712004,412374,93995,293560,21994,-210088,147584,1840,-8739,-55605,-29911,226580,3003,-259494,417148,756,76816,6860,-296,0,8308,209276,0,147964,56848,1840,2624,90132,14316,0,75816,0,1160,0,7056,-2288,19368,676642,0,512,0,560244,217204,8,343032,83212,-44,83256,2188,20948,9538,-25694,176100,435594
1986:Q1,1349853,426304,317495,84392,1468,298158,109781,109794,2461,1554576,717806,424221,90487,298957,23105,-204723,149562,3168,-9386,-48943,-58040,228996,3413,-290449,7932,1096,-26402,-752,-1480,0,1374,9088,0,14380,-8472,868,2312,37236,18452,0,18784,0,832,0,-11624,-2464,1028,298381,0,620,0,167780,155892,-216,12104,44216,-44,44260,120,16744,68901,9097,-16024,274425
1986:Q2,1355811,429417,319475,85480,1584,301868,108899,106570,2518,1588581,733076,429909,99218,302191,24187,-232770,152498,2592,-9850,-73014,-179935,234443,-3829,-410549,110712,416,-25028,748,-1580,0,5524,52688,0,78880,-29184,1056,1936,63312,12500,0,50812,0,1576,0,1428,6708,4920,521261,0,492,0,302524,167732,8,134784,131924,-36,131960,1984,26388,57949,106921,-7604,402945
1986:Q3,1382696,439467,326155,86936,1748,306927,109963,108966,2534,1617466,747923,437217,102918,303957,25451,-234770,154985,1100,-10374,-70511,-28165,245674,3745,-277584,106452,-652,22606,-748,-5856,0,24126,12068,0,-17064,26416,904,1812,45868,8392,0,37476,344,2860,0,2040,540,3256,384036,0,432,0,315808,263804,1576,50428,-9600,-48,-9552,292,32196,44908,-42346,96444,374028
1986:Q4,1412767,456036,330367,97924,2052,312607,106870,104259,2652,1620158,753151,440673,93870,305627,26837,-207391,157847,2324,-10022,-41846,30197,243234,-729,-212308,133956,124,43188,-2848,-920,0,-9744,67984,0,60072,5560,412,1940,35440,13940,0,21500,520,660,0,2600,-616,-2432,346264,0,516,0,237580,143652,196,93732,88696,-16,88712,1772,21200,-3500,-72043,49020,261328
1987:Q1,1415407,450732,336035,98714,1860,317388,105315,102296,3067,1631372,761027,446093,87755,308216,28281,-215965,160260,724,-10586,-45843,-28290,247654,4040,-279984,32124,-304,-48988,308,-1804,0,8236,43044,0,84260,-43396,116,2064,36840,12564,0,24276,416,756,0,21744,-27577,-547,312108,0,672,0,198152,62940,3944,131268,79044,-36,79080,508,17644,16088,-17553,-85228,194756
1987:Q2,1506270,511671,344369,111786,2000,321525,105191,106883,2845,1656825,771763,451749,91708,311162,30443,-150555,162617,1552,-10435,20945,28768,253456,3955,-228643,118376,684,38562,2856,-1952,0,7562,-4440,0,-12348,5712,8,2188,39564,11264,0,28300,492,1128,0,4180,28099,1641,347019,0,616,0,233588,160724,-1868,74732,62564,-8,62572,1956,11740,36555,-7823,113076,341719
1987:Q3,1497439,488976,352378,116172,1924,326326,104603,104488,2572,1668431,777850,453773,89612,315890,31306,-170992,165363,3748,-10774,1397,20100,258345,3390,-241635,34468,840,-14750,-696,-1628,0,22190,27588,344,2336,23104,-260,2064,1992,-17120,0,19112,328,1628,0,10556,-17111,3531,276103,0,468,0,150860,71976,-904,79788,53240,-12,53252,4124,18864,48547,-18703,10156,251791
1987:Q4,1520980,506969,357398,110728,2376,333313,102783,104902,2511,1703870,796932,457157,95314,323369,31098,-182890,168064,-1556,-9957,-3313,8579,259093,3526,-254040,70758,820,-3010,8104,-2416,0,-5442,15012,532,-22012,35512,-704,1684,40300,6904,0,33396,892,1332,0,10500,-6226,10892,324798,0,684,0,206552,116148,4972,85432,74452,-4,74456,-1768,22016,22862,-11892,60402,314442
1988:Q1,1552446,502070,365220,107959,2124,352708,110376,109774,2215,1732491,803369,474805,95925,328028,30364,-180045,171940,724,-10448,1619,-82692,253525,4420,-340637,29764,-620,30054,2832,-2232,0,-12870,11180,592,23452,-13452,-664,1252,15892,5764,0,10128,248,1116,0,3176,-13452,-5560,370401,0,648,0,171392,129184,-492,42700,68336,0,68336,84,21728,108213,84311,-6636,334001
1988:Q2,1570410,497805,372500,115271,2748,359980,105514,110437,6155,1744200,812228,477965,94690,329475,29842,-173790,175060,2520,-10252,9002,-49185,258194,6718,-314097,22672,-720,1692,-6944,-376,0,16660,-8052,532,-30600,21420,-156,752,10328,-40,0,10368,636,1192,0,1216,4203,2837,336769,0,648,0,180016,120440,7724,51852,52016,4,52012,2080,15248,86761,58187,45136,359233
1988:Q3,1606428,506668,377526,125068,2392,366200,107479,114511,6584,1767213,820091,483457,99281,335147,29237,-160785,178079,44,-11566,28816,25669,258100,1985,-234416,76988,136,19282,3996,-1024,0,17394,23440,436,-32976,54884,344,752,18048,-2648,0,20696,1220,1300,220,-2272,-3159,-1593,311404,0,544,0,194640,124120,20896,49624,41528,-8,41536,148,12420,62124,3147,102656,337072
1988:Q4,1641926,517213,382612,130878,2232,373736,111738,116244,7273,1812329,846130,489549,105826,342259,28565,-170403,181252,2108,-11654,20395,-32305,263786,3617,-299708,31708,692,-4858,-1168,-1604,0,-15110,48744,312,17964,28416,808,1244,-17680,8520,0,-26200,1500,1648,152,17272,-260,2380,331416,0,648,0,189736,77460,41608,70668,55588,-16,55604,2380,25696,57368,52700,6316,306024
1989:Q1,1699946,552879,391008,132698,3000,379697,114931,118618,7115,1848774,852752,513031,101076,353961,27954,-148828,184041,-140,-11417,46770,-6928,263806,4725,-275459,26657,752,-51712,-125,-1224,0,40168,5340,436,-45008,47256,904,1752,23319,6253,0,17066,1256,1044,444,4616,4175,-1396,302117,0,948,0,155070,126228,-1176,30018,66452,-4,66456,88,23160,56398,53698,54224,329683
1989:Q2,1713483,566694,397485,118685,2464,384289,116864,119954,7048,1887903,878573,520555,99768,361618,27389,-174420,187000,2978,-12443,22045,61122,267236,3223,-209337,109677,-264,22043,9,380,0,33468,45724,816,4400,37620,636,2252,4638,4111,0,527,912,1028,1092,7897,-9555,2305,319014,0,868,0,134315,94812,5132,34371,48964,-4,48968,2108,18588,114171,-39077,105401,314738
1989:Q3,1735539,571581,403939,114378,2736,388869,119203,127575,7258,1920243,889537,529991,108974,364646,27095,-184704,190122,-561,-12197,18176,-16719,275043,4243,-296005,46363,852,-25854,-7032,-1188,0,25776,32892,1064,-5468,34652,392,2252,12036,5169,0,6867,612,1256,1604,3735,-2037,3711,342368,0,688,0,181577,124184,7100,50293,49156,-4,49160,-32,13852,97128,34895,35783,331789
1989:Q4,1746386,579785,403033,113467,2760,394894,117266,127567,7614,1953254,904853,541231,111732,368164,27274,-206868,193393,2719,-12291,-3903,-52030,275648,4401,-332079,81209,816,-4727,3232,-312,0,15630,25608,1188,18360,4136,180,1744,20221,6797,0,13424,1488,1364,2340,10468,4233,848,413288,0,808,0,198261,127108,-4580,75733,79329,0,79329,2464,26069,106357,48127,47981,380060
1990:Q1,1777533,582523,419548,112470,2688,403512,118329,133284,5179,2001088,925608,562164,113223,372969,27124,-223555,195719,-284,-12767,-14785,-14471,286842,5073,-306386,102610,992,-23825,-11363,-628,0,7772,87624,1564,127140,-42552,220,1252,48471,34349,0,14122,2060,1296,3044,2189,-16463,1440,408996,0,856,0,149071,46896,29572,72603,197084,4,197080,-16,3024,58977,-314,-29344,277042
1990:Q2,1801580,594611,419450,116771,2888,408815,118432,137098,3515,2041961,942405,573740,120784,378083,26949,-240381,198424,1486,-18578,-24865,-35061,288316,4332,-327709,68141,884,-13996,-502,-2036,0,12456,15796,2184,12468,-124,516,752,39144,47910,0,-8766,864,1228,2704,7744,-747,4601,395850,0,900,0,238983,192820,5372,40791,54689,-12,54701,2192,10220,88866,10196,60987,388696
1990:Q3,1833086,600726,426751,119935,3040,416584,121527,141147,3376,2071120,951010,584444,121037,387698,26931,-238034,201865,-290,-15410,-20469,29329,291575,4387,-266633,119081,-1460,32990,-8609,88,0,-1156,24896,2720,21168,-660,916,752,61650,59262,0,2388,4012,1844,5352,2364,2842,-5732,385714,0,620,0,258722,237992,-1320,22050,53720,-4,53724,140,7456,65055,-49798,99121,365754
1990:Q4,1858516,600814,434210,118817,3504,419388,131689,147252,2842,2114736,973722,603004,116501,394541,26968,-256220,204533,2468,13227,-67382,-88373,294745,6003,-389121,45009,352,26298,3445,180,0,9246,17664,3156,14896,-3048,1416,1244,-3507,21790,0,-25296,152,848,2716,-9442,-8667,5724,434130,0,724,0,269271,221012,-1012,49271,87678,0,87678,2436,7745,66276,20991,31626,420747
1991:Q1,1850633,580772,444008,115281,2664,423019,121867,157151,5871,2091473,993070,628596,41318,401352,27137,-240840,207615,-74,-11087,-22064,-1808,291117,5999,-298924,94921,-124,59304,-7041,1604,0,-8310,40164,3720,26016,7488,1252,1688,44117,44081,0,36,-1464,1132,1196,-13369,-25509,3220,393845,0,688,0,206214,180826,-24000,49388,76399,4,76395,244,1177,109124,-20256,68569,367493
1991:Q2,1870547,585925,451552,110887,2688,429703,118376,163328,8088,2175676,1000567,649452,90938,407506,27213,-305129,209940,2614,-14397,-83406,-105363,296009,6001,-407373,24290,776,-58352,-4271,544,0,17612,8820,4404,-1696,3632,416,2064,25752,36833,0,-11081,1724,1700,4664,2526,21720,1076,431663,0,700,0,294148,237698,-6200,62651,56807,-4,56811,2288,9489,68231,21957,32219,439592
1991:Q3,1899667,590237,461270,111900,2564,435558,117877,171598,8663,2231297,1010226,659684,123715,410168,27504,-331630,212500,618,-469,-119279,-214267,296039,5985,-516291,52381,-24,-9191,-12169,2208,0,-4092,87168,5344,65200,14808,-372,2188,-3122,13432,0,-16554,268,1364,3056,2524,-9881,-5727,568673,0,548,0,471478,400801,-28792,99469,34883,0,34883,-436,13820,48380,94988,-11116,505175
1991:Q4,1929810,598671,471532,113131,2492,440648,113781,179307,10248,2286402,1015565,689384,137617,415738,28098,-356592,213691,2897,-15239,-130559,-230847,293209,6001,-530057,173173,72,139062,-15731,1020,0,8860,43044,6532,14732,20840,-1120,2060,-15105,-18601,0,3495,-356,1820,2300,-613,-7122,15923,703230,0,512,0,430168,274612,3816,151740,60972,0,60972,2688,8134,200756,100288,153533,683591
1992:Q1,1948771,588897,476407,125009,2652,452493,109997,183537,9779,2339708,1026911,716187,152523,415512,28575,-390937,214459,-1320,-15561,-159597,-224074,299511,6076,-529661,-59468,688,-91416,-9487,-156,0,-8624,54468,6592,105716,-58280,-1372,1812,13845,16762,0,-2917,2000,1256,5876,-2868,-9895,-15156,470193,0,484,0,305947,318500,-11164,-1389,55505,0,55505,-464,8741,99980,64477,-160939,368722
1992:Q2,1980453,607169,481222,126767,2604,458105,107302,186829,10455,2378406,1037683,736087,157378,418034,29224,-397953,216390,2759,-14573,-169749,-177989,297125,6064,-481178,10204,680,10663,-7397,564,0,22986,-32376,5532,-114096,73888,-1136,3436,-14743,-18220,0,3477,1712,1224,5716,-1816,16801,6188,491381,0,472,0,329729,307494,388,21847,55267,-8,55275,2452,14680,88781,8239,121471,602648
1992:Q3,1998040,616201,485977,122098,2592,461215,104474,194101,11382,2418357,1059861,747643,161938,418523,30392,-420317,217927,553,-15861,-187082,-178539,294135,6023,-478697,47287,692,89121,-495,-436,0,-5154,22708,4624,-7852,23520,-996,3412,-38349,-29313,0,-9035,828,1524,4472,-9102,-6563,-11960,525984,0,340,0,395398,330030,9028,56340,40237,0,40237,668,10503,78839,-8543,65810,544507
1992:Q4,2034019,638942,489898,131623,2704,456539,103704,200449,10160,2447104,1069076,751983,177089,416795,32161,-413085,220665,2575,-16273,-178722,-190627,293699,5992,-490318,-114923,-11328,-60240,-17465,11184,0,672,-12980,3876,-28380,9580,-996,2940,-33535,-17166,0,-16369,-448,1704,2336,-483,-2144,7804,375395,0,436,0,205726,213292,2668,-10234,53263,0,53263,3100,12256,100614,11904,-68727,421591
1993:Q1,2038734,617005,489748,136367,2844,475941,105252,201969,9608,2458372,1063330,772154,165374,422046,35468,-419638,222815,195,-13942,-183076,-186011,288488,6059,-480558,-51992,552,-14660,1494,2232,104,12510,25592,3644,71132,-53100,-980,4896,-23980,-17566,0,-6414,396,892,4008,-5123,-26541,-29468,428566,0,504,0,245816,177138,3160,65518,54764,0,54764,12,17807,109662,2934,-120577,359980
1993:Q2,2089722,643507,497550,148669,2640,476416,104337,204858,11745,2474476,1065872,778018,169881,423147,37558,-384754,224345,1251,-17149,-144511,-182727,293193,6011,-481931,72508,676,69104,-1340,484,108,-7806,53204,3900,24720,19564,-1000,6020,-43899,-34050,0,-9849,1480,1120,6340,-1652,6705,-12016,554439,0,528,0,368590,284530,4080,79981,75417,0,75417,2560,17531,89812,38215,56153,538084
1993:Q3,2115338,659210,504891,140650,2708,481029,103681,211302,11867,2509223,1076738,792662,178322,423813,37688,-393885,225564,-825,-17158,-150338,-155921,290673,5997,-452591,635,472,18295,320,2416,208,7780,-2092,3912,-67884,56832,-992,6040,-28410,-17322,0,-11088,384,988,4204,4214,-15077,6932,453226,0,644,0,314673,217186,16232,81254,39797,-4,39801,276,20951,76885,5583,76810,529401
1993:Q4,2191607,675296,520313,171866,2768,485197,102113,221553,12501,2537936,1086218,797702,196041,421965,36010,-346329,228429,2146,-18987,-101059,-125870,295176,6093,-427139,16735,436,18476,-9690,-3688,212,32996,-14688,3648,-1540,-21436,-1024,5664,-43134,-13424,1412,-31121,1152,1572,5916,7412,11743,8020,443874,0,916,0,252349,236750,7724,7875,53182,-4,53186,2724,15550,119154,24811,22236,449376
1994:Q1,2196821,673667,531463,149467,2956,500407,104822,221207,12832,2532431,1089658,811976,176652,420578,33567,-335610,229974,-766,-20241,-84629,-35601,283692,5969,-325262,-105354,400,-377,-159,-144,212,-21062,-8892,3924,9764,-27072,-996,5488,-53914,-18055,-12,-35846,3140,888,10848,-8223,-36108,8036,219908,0,892,0,48838,70435,-1304,-20293,33313,0,33313,24,16553,120289,-49028,-104288,220974
1994:Q2,2253135,697839,544395,158008,3188,507581,106086,223289,12749,2558077,1099099,816792,181084,428726,32376,-304942,231925,214,-17717,-55514,-99115,290293,5200,-394608,-62028,432,-69734,2921,-344,420,-16668,12612,4800,-15932,19040,-868,5572,-25239,-580,16,-24675,2012,1448,8968,6219,6861,8064,332580,0,840,0,172595,241460,4716,-73581,32728,0,32728,2716,16044,107657,43601,-25437,369171
1994:Q3,2284428,695382,550510,173818,3176,513570,108329,226903,12740,2598634,1121368,820440,187262,437619,31945,-314206,233898,-157,-18587,-61564,-33626,302065,7665,-343356,864,452,-23102,4977,240,420,-28586,27104,5972,-30104,46424,-772,5584,-3123,9994,816,-13933,-580,1584,3808,3806,-903,14768,344220,0,1004,0,167080,172308,2896,-8124,31510,0,31510,392,12895,131339,-27938,46373,389729
1994:Q4,2322307,705402,554622,183600,3248,521111,110846,231175,12303,2646993,1122279,840928,202184,449398,32204,-324686,236612,2749,-19391,-71432,152322,300644,6291,-154613,51389,472,13915,2896,-1364,424,-2558,-72704,3460,-92696,11632,-708,5608,28525,-11317,25228,14614,1752,1800,9688,4851,10175,53516,206002,0,860,0,77030,164465,-5676,-81759,28698,0,28698,1940,17676,79797,-223754,166270,320883
1995:Q1,2362032,724613,555321,187793,3600,528188,112751,233343,16423,2683778,1130628,864056,191865,463265,33964,-321746,239339,704,-19117,-63994,133261,306969,6396,-180104,-21644,3476,-10194,12328,2112,280,-27450,52788,7056,-38796,78440,-640,6728,-35337,1143,36,-36516,-2220,1248,-588,-2282,-3981,-11824,158460,0,928,0,72890,136533,-1228,-62415,12873,0,12873,200,8365,63205,-197255,53464,233568
1995:Q2,2385535,746808,553593,184423,3708,532703,115890,232251,16159,2711827,1142497,872600,189250,472866,34614,-326292,240968,3675,-18847,-70152,-148254,310395,3857,-462506,34005,628,72771,3724,3192,780,-30408,-142248,8972,-139356,-20556,-488,9180,-31413,-8748,-2652,-20013,-1644,1108,-2128,2310,-8707,166040,496511,0,1056,0,317647,374811,1608,-58772,35921,0,35921,1724,10411,129752,78102,191474,653980
1995:Q3,2411070,752216,558946,191007,4168,538068,116790,233283,16592,2729811,1148542,877744,191107,477271,35147,-318741,242547,2574,-18632,-60136,16691,307118,-21739,-268688,-35823,-1460,-39269,7714,4928,172,21572,-82052,35356,-6080,-113244,-4464,6380,-25549,-8069,3820,-21300,30876,1612,-7668,4378,-8409,57332,232864,0,1080,0,51787,108531,408,-57152,18859,0,18859,296,14091,146752,-76828,-7103,261584
1995:Q4,2433320,769990,563750,187124,4188,543052,119314,229048,16854,2718329,1145305,871680,187199,478622,35523,-285009,243758,3975,-20996,-24230,45739,306270,6066,-266597,-104352,584,-20015,11726,616,500,39588,-87100,18256,-21376,-82688,-8364,7072,-88025,-7426,8064,-88663,22524,2104,-3200,13495,-6856,9708,162245,0,972,0,14980,75121,5132,-65273,-71346,0,-71346,1856,18170,197612,-69968,-33997,232600
1996:Q1,2488320,801731,570418,194291,4604,545944,118234,235892,17206,2770111,1154479,900871,200191,479068,35502,-281791,245131,1866,-21347,-17179,37472,316816,5122,-284466,33257,808,18106,13328,3980,204,78798,25124,9832,7660,-3324,-4276,15232,-8200,-11436,3875,-639,11876,1752,-3976,-1659,-7433,-99452,317723,0,1064,0,161663,185933,-2320,-21950,70010,0,70010,368,17162,67456,-54650,62368,346834
1996:Q2,2564292,839564,577683,205452,4840,554381,119079,245908,17385,2802826,1169909,920351,200754,476378,35434,-238534,245512,4280,-22772,25470,-43579,317753,5404,-366736,24840,520,-23412,21060,-164,-28,33488,38900,35064,-7016,-4872,2980,12744,10030,408,11946,-2324,18796,1508,7944,6332,-1338,-88796,391577,0,1004,0,192731,206592,2248,-16110,51767,-4,51771,2432,18814,124829,69050,30288,397024
1996:Q3,2583193,843542,581754,205860,5384,561768,121776,244959,18150,2806146,1175713,916143,198943,480154,35193,-222953,246966,1263,-23939,46689,81417,321021,4284,-243888,43891,-3392,31335,3307,396,64,-12072,-93740,14908,-70240,-47020,-944,9556,3952,-1220,3939,1233,14928,1732,2024,2537,-6892,99712,287779,0,896,0,127895,167546,-3072,-36579,27692,-4,27696,156,20388,110752,-34728,108414,352302
1996:Q4,2642621,863498,593157,208645,5792,569371,122190,261695,18273,2833796,1191454,918231,207450,481854,34807,-191175,247169,4083,-23578,75489,177441,324248,-9870,-136937,84292,580,8671,1761,476,252,15326,-107752,22712,-49628,-87176,332,6008,19481,5728,14197,-443,13516,2344,-8068,18834,23706,95164,221229,0,888,0,5631,-2912,-3296,11838,44800,-8,44808,-488,20995,149404,-101952,138475,275412
1997:Q1,2680452,902112,595715,210014,4836,577300,122951,249627,17897,2850131,1196670,938292,198150,482644,34375,-169679,248872,2172,-25459,102480,210052,319315,4331,-113594,106237,-284,29038,7694,-4124,388,9590,-65900,23300,-49600,-29172,-832,-9596,29290,-4992,6021,28261,10572,1708,-2156,-1889,-11910,104220,219831,0,764,0,54215,55999,-1420,-363,73603,-8,73611,2840,5782,82626,-107572,123809,237403
1997:Q2,2724238,916234,610396,214030,4912,584877,124430,250777,18582,2874629,1218569,939232,197841,485340,33647,-150391,251309,2056,-25824,124686,78823,323973,-22007,-223143,46399,532,-29041,5757,-172,216,-8758,36708,6864,-32152,51444,448,10104,18243,3616,17343,-2716,10476,1644,-33564,7705,-16095,52748,269543,0,468,0,92979,61558,244,31176,41723,0,41723,2204,10039,122131,45863,76188,299331
1997:Q3,2784538,941108,616580,226003,5056,593572,124765,259441,18013,2890922,1223760,944996,201885,486849,33432,-106384,252309,378,-26915,172462,224183,331464,1761,-109042,105204,556,-708,9038,1968,376,13680,-78116,17188,-48588,-45696,-2176,1156,46919,860,735,45323,19460,1660,-26268,-4538,11046,110132,214246,0,512,0,93240,22988,-920,71172,60049,0,60049,-96,8017,52524,-51721,126813,235855
1997:Q4,2825234,967830,623766,215878,5580,605270,124247,264841,17822,2936377,1243113,950552,222514,486412,33786,-111143,253798,2065,-28086,168676,239901,331669,4088,-95856,144948,600,7477,5307,16436,316,-4374,4044,11424,-32612,21432,-396,4196,65048,5328,15756,43964,29160,1344,-10900,11133,-7323,26680,240804,0,564,0,-54714,-136944,1748,80482,95569,0,95569,2000,20982,176403,-71225,130088,225944
1998:Q1,2870067,996132,629053,213455,4764,613322,128947,267543,16851,2925816,1236791,960029,211471,483715,33810,-55749,254396,1445,-30352,227554,413883,331238,3895,78750,257918,728,44652,19704,412,308,35538,-60992,21472,-65900,-21080,-1624,6140,72697,2880,9168,60649,8780,1540,-26076,6500,3083,151044,179169,0,484,0,-29101,-89216,-2432,62547,96303,0,96303,720,2922,107840,-186329,266425,187676
1998:Q2,2908582,1022352,635519,209941,5096,622763,128933,266754,17224,2953673,1262624,964269,210478,481296,35006,-45091,256687,5847,-31915,237664,208012,341067,-3753,-129302,235418,-292,90474,9378,4228,880,-21216,119900,-5164,19092,91556,-2008,16424,70989,4620,11851,54519,21000,1776,8080,1831,-32339,-39272,364720,0,488,0,82140,12551,-1440,71030,99836,0,99836,2612,9991,169653,29652,166263,295565
1998:Q3,2960355,1043209,643027,215797,5580,632569,129342,273584,17247,2972579,1273083,965525,218136,479051,36784,-12224,258405,1009,-32531,277703,364517,354180,-652,10989,95549,-756,-125579,11571,7748,628,-6656,70408,12260,16580,33436,180,7952,52648,-1204,9458,44394,7668,1652,-9628,10443,30859,44544,84561,0,820,0,-138293,-200033,-412,62153,82310,0,82310,12,18050,121662,-86814,27443,16455
1998:Q4,3016312,1067989,650290,211267,7280,642359,128990,291965,16172,3020542,1297932,974669,234977,473092,39872,-4230,260796,3987,-33794,286373,147484,349521,6754,-208791,-33414,908,-73253,22131,7512,9360,29180,169984,32816,43656,69884,928,22700,30681,30152,5047,-4518,-60784,1352,-21568,15274,-22451,-141740,175377,0,1116,0,-24003,-107174,12184,70987,52415,0,52415,1824,22433,121592,138889,-80916,127875
1999:Q1,3053552,1077946,657528,222280,5566,653338,126428,292655,17811,3041513,1312069,991890,228471,466636,42447,12039,262428,2677,-33925,305715,414295,357069,8234,48992,211852,-2248,90352,9500,592,388,-9066,95404,17264,22968,43416,324,11432,19252,3424,10539,5289,-13424,1576,-5332,9220,8638,7000,162860,0,1472,0,-42286,-102981,-1532,62228,44908,0,44908,676,13465,144624,-108580,180719,131726
1999:Q2,3087857,1095157,667068,219882,6187,658967,128181,295106,17309,3064518,1332246,993558,227308,466379,45027,23339,265264,1685,-34911,321829,264929,362512,7852,-105435,115601,760,33943,13853,-5176,304,-5644,88924,15848,21088,41352,256,10380,24171,1928,11931,10313,-31896,1824,-11700,9746,26219,-29728,221037,0,1464,0,-31289,-52554,600,20665,47031,0,47031,2696,26854,174280,56901,84125,189560
1999:Q3,3149070,1120597,679003,223266,6524,666393,131428,305030,16829,3117764,1363943,1004850,237911,464611,46449,31306,267603,1360,-34675,332224,395325,370041,5275,20009,156186,736,28565,17960,-8660,300,-6218,90532,16096,21416,42240,260,10520,11749,3104,10487,-1843,24308,1316,7600,9884,-11957,-9928,136177,0,1812,0,-62896,-118292,32,55364,30337,0,30337,228,28030,138665,-63101,139565,119555
1999:Q4,3221823,1153957,690739,227985,6205,679614,137434,310522,15367,3170632,1397451,1013438,247966,464864,46913,51191,271606,3818,-16356,335335,341243,384290,8284,-51331,188129,712,124470,16130,-6036,624,4278,130664,24092,32048,57844,520,16160,-16424,10828,12931,-40183,-65516,1088,-23132,24318,17705,-20752,239460,0,2224,0,7326,-9989,32,17283,35547,0,35547,2004,23826,168533,-5908,173236,224567
