1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2000:Q1,1265031,1060897,895033,1300326,1285595,77574,1208021,16157,-1426,-405293,1326885,7958,62200,17160,30520,8808,51687,15455,11828,11156,12656,592,-22603,1412,-24015,-34582,-166948,147904,28,332,222855,1001566,1732178,1453725,211665,29752,4729,177184,461774,98479,185462,177833,24800,293999,53044,408444,278453,196768,119076,-37391,165864
2000:Q2,1290901,1073848,1100929,1421044,1331875,77921,1253954,90443,-1274,-320115,1774886,54933,135624,-24032,9395,-8208,47029,10909,9372,11536,15080,132,14238,412,13826,-3351,-162048,183144,-68,332,383450,1144448,2095001,1926665,240416,110448,-712,130680,437662,205730,47881,184050,39660,397525,2458,808944,168336,-107400,299436,-23700,-27081
2000:Q3,1265365,1084604,1221986,1406097,1349507,76976,1272531,57232,-642,-184111,1738329,79668,126128,-62976,33857,-720,3869,20849,636,3376,-20828,-164,20958,-1884,22842,25196,-160032,95168,72,332,402990,1173819,1922440,1744688,220005,56128,2609,161268,174194,37666,-8094,144622,145528,382624,-29864,852201,177752,46924,112000,18828,-137382
2000:Q4,1248225,1063802,2040249,1406254,1353258,76603,1276655,54343,-1347,633995,2083151,30765,90196,40124,29492,-6236,-14941,-6569,-15164,-14040,19828,1004,9783,960,8823,-32023,-147084,163972,176,332,395633,1522963,1449157,1541051,97302,-4024,-1182,102508,344374,63637,129463,151274,14608,344908,48806,691052,-91894,-279852,238964,-51006,-976447
2001:Q1,1257712,1082259,1385336,1303702,1331853,76127,1255726,-30630,2479,81634,1080294,-205076,-61404,-28404,151458,-3420,-12452,15420,-3320,-4556,-20128,132,-28546,5428,-33974,16794,-209016,115172,-196,4304,-244490,1585570,998660,844757,214086,-199164,4530,408720,36599,-14431,42653,8377,97480,-142236,-606,639434,153903,57256,82904,13743,-303077
2001:Q2,1268534,1129146,742453,1291741,1304892,77035,1227857,-11560,-1591,-549288,232796,9553,-6356,660,90088,-612,-2540,5176,3488,2176,-11800,-1580,-25424,4304,-29728,-10971,-220564,115580,2112,4304,-81980,358945,782084,648950,350715,-131524,3927,478312,154653,-59348,47631,166370,37808,-97180,-24481,227435,133134,-20768,171360,-17458,386693
2001:Q3,1238557,1146691,1894556,1257043,1289122,78090,1211032,-30116,-1963,637513,890123,-36857,10056,-10896,108253,1200,8798,-13298,3868,5500,12700,28,24224,5840,18384,19095,-187512,100292,104,4304,-137248,986311,252610,332577,102092,-44424,2724,143792,184133,-81246,32693,232686,36784,-128815,81579,56803,-79967,-80136,31668,-31499,-747865
2001:Q4,1130079,1102397,622120,1163524,1246824,78035,1168789,-80830,-2470,-541404,-101396,23008,121364,4592,89153,1936,21726,2318,1620,5344,13036,-592,19571,8004,11567,15146,-206812,120980,76,4304,-14467,-301973,440007,370120,219559,42632,2819,174108,26052,-104119,-127766,257937,36968,-65705,-28085,181330,69888,29732,74396,-34240,480277
2002:Q1,1199591,1166593,989218,1211100,1213706,80573,1133133,293,-2899,-221882,314295,51596,-2788,4620,5662,-5228,28899,8703,15256,3144,1880,-84,-32654,572,-33226,29068,-2268,123008,0,-176,-123206,237762,536177,530622,91014,-77770,-240,169024,130774,-28765,20983,138556,21404,45252,-12001,254178,5555,-4752,70912,-60605,177375
2002:Q2,1268816,1182578,1565484,1211094,1192908,83165,1109743,21168,-2982,354390,758047,-31545,25472,7312,1139,11976,13529,1801,17908,2556,-8204,-532,978,2132,-1154,33044,-1956,85528,132,-176,3406,609207,403657,342204,73854,-56842,-1916,132612,76283,-146682,37225,185739,-80876,54086,13392,205465,61453,46100,99244,-83891,-382906
2002:Q3,1329710,1216304,1699930,1206272,1183296,84014,1099282,25433,-2457,493658,617468,-42060,-48136,6000,-16115,-1540,32375,1495,12856,-3352,21484,-108,33737,2748,30989,-264,-1612,115420,136,-176,-130521,670224,123809,187367,-89209,-47790,3761,-45180,226050,-65510,85738,205823,-50224,10035,30523,60192,-63558,-80400,97412,-80570,-483626
2002:Q4,1410719,1281219,662036,1205905,1175126,87063,1088063,33004,-2225,-543869,135502,-18984,123992,2348,41290,3556,8697,6481,12020,-4972,-4504,-328,11203,832,10371,20944,-1736,115412,108,-176,-67579,-103574,679371,623298,-239,-49250,10135,38876,189930,-74974,16010,248895,38720,71082,21606,302199,56073,9252,108776,-61955,619183
2003:Q1,1426416,1249822,1387080,1207345,1183503,90513,1092990,26080,-2238,179735,358772,69291,95444,5384,-3073,-1816,35172,16324,14740,4244,132,-268,-28136,1256,-29392,-35103,-104880,104812,168,5792,38356,177361,179037,73860,21549,-21930,7575,35904,58130,-81177,20881,118426,-42612,-164812,-25156,226762,105177,-38020,113696,29501,-137258
2003:Q2,1433909,1274177,870716,1207326,1215511,92262,1123249,-6488,-1697,-336610,-311785,50257,129896,33456,-2286,2016,11342,30758,10256,-23008,-6556,-108,3077,2280,797,35589,-120496,123072,188,5792,-121505,-462183,24825,-6745,109152,-65298,-8706,183156,-46913,-126676,-28670,108434,-15496,-117124,-776,64411,31570,-3664,-760,35994,403461
2003:Q3,1494799,1301920,971602,1234069,1235782,97558,1138224,439,-2152,-262467,8612,56581,91676,16864,-29671,4080,37162,26586,-2824,-1628,14304,724,29990,3456,26534,13063,-123152,122116,336,5792,-92826,-123398,271079,156419,108950,-18638,6680,120908,119408,-39215,2785,155838,-60776,-56920,26,45730,114660,19288,58948,36424,330318
2003:Q4,1551913,1324705,783429,1285426,1251752,100467,1151285,36345,-2671,-501997,-156991,19667,147572,14528,-60418,-5020,-33696,-30108,-4604,-2220,2492,744,-56583,4280,-60863,-46189,-137488,175952,2060,5792,4479,-187649,345006,125149,-5200,-43462,7618,30644,6772,-81660,17753,70679,-46384,15212,-23062,177812,219856,13776,176016,30064,541276
2004:Q1,1665221,1379554,1337147,1285562,1241803,102033,1139770,46025,-2266,51585,1156782,135594,79656,14216,36262,-3212,51829,45585,10240,1648,-6008,364,-19474,18808,-38282,21738,7256,205612,340,-1268,262254,365980,1105198,1002519,105406,11786,50836,42784,377193,-63928,74694,366427,29232,205055,5737,279896,102679,33344,56900,12435,42407
2004:Q2,1754706,1395754,1444690,1349075,1277017,105427,1171590,73989,-1931,95615,1043180,103269,14556,23704,16787,-1416,-6657,-5505,1632,-1224,-2044,484,32421,19812,12609,25024,7352,221456,180,-1268,91855,515916,947565,830120,-50093,18846,2841,-71780,343271,35245,-10387,318413,-33364,32478,20480,517348,117444,-48804,98424,67824,-48936
2004:Q3,1793846,1484567,1574785,1378873,1316795,107035,1209760,64167,-2089,195912,1085112,32045,186932,-11712,5190,3560,12682,20702,-3212,-2836,-1584,-388,47160,19992,27168,11532,7184,163152,108,-1268,105312,523235,889201,899803,5535,-7522,16053,-2996,503006,81917,72719,348370,-6840,117083,34806,246212,-10602,-123072,78712,33758,-90218
2004:Q4,1818671,1314262,1098784,1427732,1357404,109665,1247739,72089,-1761,-328948,915517,-38964,16680,36032,3082,2812,36182,16594,13836,2844,1912,996,20325,21236,-911,3854,7808,420688,-168,-1268,162535,245920,1244465,1148441,51772,38094,590,13088,508242,101026,86374,320842,7752,129135,-510,452050,96024,-125672,175332,46364,215478
2005:Q1,2014797,1470805,1460924,1503302,1400955,113088,1287867,102477,-130,-42378,1375768,25135,71696,30384,39722,-928,107047,15891,66844,20288,3392,632,-19869,5944,-25813,5034,-181068,203280,132,712,353021,741470,1418146,1534918,40843,29647,31168,-19972,548742,169497,114332,264912,5616,270307,18242,651169,-116773,-165572,104852,-56053,9881
2005:Q2,2074869,1562934,1506231,1466771,1437805,116115,1321690,28835,131,39460,1400931,140500,26272,-15220,40241,9076,-10987,-28491,20776,4932,-9992,1788,30321,10160,20161,-12707,-182716,125744,-784,712,227251,1023229,1361471,1566682,-61961,-34105,31052,-58908,694488,215734,85671,393083,-89352,206236,7352,809920,-205211,-183528,50668,-72351,56703
2005:Q3,2077251,1664690,1778795,1492894,1477411,119536,1357875,12354,3129,285901,1338392,97500,137084,-24308,62947,12932,36321,44345,-11800,-5928,8976,728,29142,6740,22402,32561,-188464,-121672,448,712,389602,873587,1052490,1357531,34213,-12785,60622,-13624,469336,22044,91562,355731,67504,330600,1806,454072,-305041,-273184,87252,-119109,-114105
2005:Q4,2238005,1682059,1674481,1591354,1504960,120890,1384070,86388,6,83127,1192640,166101,178552,48608,79082,11472,58168,32060,20512,4844,-776,1528,-6914,8348,-15262,-79787,-191452,-91036,36,712,406970,612128,1109512,1371452,16458,-13601,55443,-25384,741462,136501,162200,442761,18056,189253,209,406016,-261940,-343432,166564,-85072,7578
2006:Q1,2301923,1625313,1788393,1641924,1563263,120751,1442512,78214,447,146469,1057571,-8299,40172,-86300,56249,-17828,6671,7159,-8272,-2808,10784,-192,3551,-10616,14167,-46715,-218148,232992,60,23640,67917,1003610,911102,1180935,74631,-22765,49048,48348,801746,222424,119138,460184,-18924,109087,22576,191820,-269833,-402448,162056,-29441,-163080
2006:Q2,2329508,1609153,1848603,1671466,1595412,116329,1479083,75513,541,177137,1428854,-142806,-19284,44196,75451,8204,-20315,20709,-20364,-6840,-13732,-88,-18875,-9284,-9591,-29055,-214000,144812,120,23640,104063,1472702,1251717,1505437,172054,22939,36607,112508,684166,141924,181328,360914,59556,159774,3364,426523,-253720,-362692,155748,-46776,-239450
2006:Q3,2403415,1667036,1851008,1705427,1625282,112082,1513200,78755,1390,145581,979504,-29376,63904,-37392,83579,2056,3534,16266,-188,-116,-12304,-124,-40743,-9072,-31671,3408,-225060,250996,456,23640,38547,841956,833923,1174544,87974,-21481,47863,61592,501325,99774,16146,385405,52328,107192,-401,426126,-340621,-431696,134756,-43681,-183972
2006:Q4,2315480,1633598,1698248,1741222,1647101,110527,1536574,43476,50645,-42974,847268,24869,182888,22556,73353,11460,11386,2646,2832,892,4588,428,-3758,-8732,4974,-2506,-238948,273716,256,23640,-109778,578134,890241,1265905,282353,111091,82618,88644,700923,73293,222332,405298,80592,122694,7293,72049,-375664,-471148,155116,-59632,-64650
2007:Q1,2257090,1621972,1762955,1698026,1677063,110231,1566832,21372,-409,64929,1487875,25814,-51368,-16120,100875,-6476,-58223,-29863,-22176,-8392,664,1544,11450,-5016,16466,-68731,33996,354616,1276,-4904,162714,1002956,1422946,1659948,227805,18942,72959,135904,743496,170356,267366,305774,444,142525,-85080,630760,-237003,-373352,214396,-78047,-140983
2007:Q2,2264887,1653851,1895744,1759472,1716821,109469,1607352,42224,427,136272,1467420,162677,-60792,42072,93500,-20876,-34634,-8638,-21184,-8064,3648,-396,-22159,-14032,-8127,-49871,35972,226568,1428,-4904,232043,866396,1331148,1832115,332935,40938,88501,203496,919547,191073,311648,416826,45724,118021,-27333,443221,-500967,-595956,164576,-69587,-241893
2007:Q3,2126854,1621928,1865966,1778675,1735774,106533,1629241,44923,-2022,87291,1429034,70940,-114872,4564,226399,-4208,-86116,-123288,26404,7796,3548,-576,-39920,-9680,-30240,-9048,36532,239612,368,-4904,277172,832514,1341743,1733216,123118,-30646,63824,89940,1164776,342425,379622,442730,65568,66423,-49113,362444,-391473,-533540,214124,-72057,-244038
2007:Q4,2168843,1701799,2378706,1784110,1754166,101629,1652537,27282,2662,594596,1543542,44109,-55928,-26860,138458,1628,-56535,-51039,412,-864,-5600,556,19944,-6484,26428,58546,35132,440268,292,-4904,198896,750496,948946,1585121,190231,15954,59789,114488,907609,267682,257253,382675,48032,120796,-21718,340171,-636175,-661028,123352,-98499,-676907
2008:Q1,2022534,1590276,1248643,1761094,1769691,96705,1672986,-16673,8076,-512451,-213317,-54922,-212872,19148,391822,-3800,-157028,-55528,-51852,-14772,-33848,-1028,2596,-7732,10328,6663,228468,286424,2056,-16512,-111418,-593942,299134,971141,168855,42873,48326,77656,680514,321460,107046,252008,71456,-100766,44478,106603,-672007,-421964,160972,-411015,341633
2008:Q2,2064488,1628009,1080127,1777263,1780197,94296,1685901,-22252,19318,-697136,-278701,-97607,156820,-72800,57842,3824,3230,3526,-1300,2076,-1756,684,-38893,-6960,-31933,14764,221092,319696,344,-16512,-63247,-767253,418435,990986,324161,-77271,97604,303828,506285,151869,161283,193133,94668,-230394,-39479,335746,-572551,-312524,101048,-361075,547882
2008:Q3,2098275,1838047,1454922,1754323,1762795,90666,1672129,-15825,7353,-299401,-385263,-172967,-89352,-21028,110684,-11024,-6745,1723,-20700,-4388,14080,2540,-20835,-8652,-12183,-87436,201464,287776,636,-16512,-182147,-377776,-85862,527153,186534,62833,69625,54076,410506,218432,103752,88322,-24664,-236186,53350,137614,-613015,-409904,158116,-361227,383125
2008:Q4,1702551,1719326,1037779,1661394,1686753,81733,1605020,-62215,36856,-623615,-329616,-348323,-137324,-27504,377260,7512,28187,1575,12268,6600,8020,-276,13278,-10588,23866,-43243,156016,233356,1232,-16512,-328029,-245521,293999,942315,108377,2217,43976,62184,45168,45511,-52788,52445,-44732,-329101,-19113,1181717,-648316,-568568,276516,-356264,681547
2009:Q1,1679166,1683506,2424377,1414594,1540115,74688,1465427,-150996,25475,1009783,129532,202649,43396,4128,75363,1164,-5872,-31896,36940,-1800,-15216,6100,43888,9716,34172,69435,-81644,190484,-2212,35268,-266826,-179689,-880251,-700186,280485,-138777,32146,387116,-581887,-266353,-314699,-835,-42600,-322801,-54964,21581,-180065,-148068,56896,-88893,-740871
2009:Q2,1686379,1667061,1320236,1264762,1458185,69624,1388561,-196001,2578,55474,-148016,-14794,16440,2020,-71523,1740,26616,13112,-2520,17044,-1012,-8,-47149,-7496,-39653,39271,-94072,203248,344,35268,-39727,-205697,-203490,-306949,159074,-132785,31059,260800,-533225,-374685,-112675,-45865,-12200,-108070,25556,161916,103458,70080,78308,-44930,346825
2009:Q3,1799850,1702583,1481837,1227023,1431650,71206,1360444,-204006,-621,254814,98102,247748,288008,76,-177550,4372,-20592,-15452,-9880,-1404,8388,-2244,6671,-3144,9815,27797,-108168,238348,636,35268,40426,-484939,-156712,-235466,137680,2027,44881,90772,-672586,-398741,-140487,-133357,41928,23666,8777,225068,78754,2976,131512,-55734,220746
2009:Q4,2047486,1832297,2133935,1377858,1430931,69376,1361555,-52084,-989,756077,528042,202545,100720,21072,-128650,-4580,48624,29040,2856,2836,12244,1648,-23335,-4116,-19219,10446,-114104,295308,1232,35268,42752,40744,-228035,-126574,139301,-22733,41598,120436,-575351,-321189,-99899,-154263,-32904,127053,-17429,232755,-101462,-281316,229740,-49886,-301638
2010:Q1,2187193,1905372,1871701,1428044,1430573,64654,1365919,-1238,-1291,443657,739559,396935,-30076,26332,-288020,4576,-10115,-10403,-436,12552,-11824,-4,19516,1728,17788,-59526,-52332,434423,128,7460,154771,135487,295902,158600,283155,50254,39117,193784,-560497,-249131,-210071,-101295,11452,187181,-7810,245120,137302,-163340,109268,191374,33671
2010:Q2,2261189,1982271,2058169,1524621,1488239,65976,1422263,36707,-325,533548,891802,-90777,61540,2184,-172861,900,36896,31888,12456,3512,-9068,-1892,-19840,2608,-22448,-52843,-46124,293038,184,7460,183128,688917,358254,230904,194593,62710,28523,103360,-451073,-164197,-132497,-154379,-6004,209887,36744,246756,127350,-137532,110112,154770,-75898
2010:Q3,2347735,2050739,1589164,1637090,1525081,59478,1465603,112897,-888,-47926,673322,125474,4284,-11464,-90843,9304,42340,20760,9428,2504,8900,748,-1068,2588,-3656,-20075,-51068,302077,1516,7460,184112,171274,721248,566633,350399,43766,22733,283900,-172706,-35579,-23975,-113152,10256,80410,5250,293023,154616,-269440,261440,162616,461575
2010:Q4,2318515,1964957,1841333,1627304,1561818,60745,1501073,67302,-1816,214029,500828,-99636,161736,35760,-115551,-15152,-80336,-92148,13684,-10672,6704,2096,3040,4936,-1896,-2245,-56276,299533,176,6756,193462,169562,286800,62680,160377,-58658,42823,176212,-94356,35391,-50417,-79330,-47068,274650,133680,-364603,224119,-145720,201192,168647,123624
2011:Q1,2299904,1919636,1586883,1590735,1560373,61582,1498791,32078,-1716,-3852,772790,88457,-59356,43096,-15645,4680,-24115,9321,-21928,-8708,-2536,-264,11685,-7328,19013,37571,24644,349641,188,-14048,249299,76693,776642,653270,166910,25799,11639,129472,-116690,79128,-6933,-188885,-36,166336,36248,400503,123372,-168732,120312,171792,332753
2011:Q2,2411917,2052822,2099263,1671127,1611308,63617,1547691,61047,-1228,428136,729646,218196,5252,19372,-19096,-44,21825,-5823,25160,9292,-5220,-1584,-7566,9884,-17450,25610,24548,449575,240,-14048,171729,-165948,301509,347043,284560,49535,4817,230208,73854,64338,121705,-112189,5716,150286,-4264,-163109,-45533,-381436,188876,147027,-46441
2011:Q3,2432400,2104235,2264635,1677599,1689934,65545,1624389,-12032,-303,587036,871914,-84272,-20840,-85636,-83113,-3880,-154461,-84593,-51788,-11904,-4516,-1660,-10697,-9712,-985,-27797,21028,312191,380,-14048,69040,954018,284878,465102,208904,29663,9417,169824,115840,210799,18833,-113792,57216,-63378,45644,100875,-180223,-507240,180560,146457,-160400
2011:Q4,2466999,2100375,359016,1841980,1738833,67944,1670889,103957,-810,-1482964,-308702,88767,99348,-22684,-36002,2732,92319,81467,9384,2676,-2108,900,-4871,-6796,1925,37060,23376,416628,196,-14048,122309,-1113830,1174262,1157301,200830,28519,8259,164052,200452,158114,73731,-31394,79072,62744,-21904,636106,16961,-323800,165836,174925,1741359
2012:Q1,2739177,2135923,1106843,1872280,1792249,71723,1720526,80278,-247,-765437,451156,-1134,-21872,-16148,-29947,13572,-64447,-55879,-3708,-5148,-144,432,15528,-6336,21864,73021,-26316,295642,748,-6128,28027,190611,1216594,1203279,339621,-7933,4810,342744,42027,174075,-85581,-46467,17864,148319,22076,633372,13314,-181884,175292,19906,1029080
2012:Q2,2736848,2141640,2575080,1929464,1838594,72193,1766401,91406,-536,645616,1464858,162769,-2624,-21424,-29529,-388,-11578,-5602,-4888,-1168,76,4,-30206,-4876,-25330,-27358,-25452,303130,-668,-6128,-85805,1240119,819242,1012468,315609,29035,30422,256152,150113,181905,-11640,-20152,22400,-37222,21505,540063,-193226,-383248,194168,-4146,-433440
2012:Q3,2712060,2095567,1410844,1924531,1840521,74156,1766365,84429,-419,-513687,539658,80417,71752,26284,-3518,-22164,7685,-715,8736,848,-980,-204,-7829,-2020,-5809,7846,-26920,301691,420,-6128,210268,-100148,1053345,1221591,416964,-35469,8393,444040,296977,118993,178967,-982,29248,146091,-861,333171,-168246,-295584,123928,3410,684723
2012:Q4,2748235,2054357,702936,1889905,1858981,77822,1781159,28734,2190,-1186969,-192557,11028,207980,15660,31378,-9552,22969,16309,7992,132,304,-1768,8739,2628,6111,7779,-26648,309832,208,-6128,95070,-860871,994412,1011434,570161,70455,10402,489304,349811,188927,41774,119110,-58756,70300,-6860,86777,-17022,-261248,258408,-14182,1351421
2013:Q1,2833919,2207449,1788470,1962035,1875981,82801,1793180,85223,831,-173565,900955,238867,44188,118268,17533,1152,-40302,-4666,-21452,-8708,-1696,-3780,2008,-4588,6596,1286,9988,238528,112,2236,319254,-52162,1074520,929509,215990,20061,11241,184688,61865,-54633,93595,22903,7796,94271,-5613,555200,145011,-86012,86352,144671,418979
2013:Q2,2841538,2212485,1553196,1982814,1898249,86488,1811761,82692,1873,-429618,541644,-311869,-10736,62032,55953,-8908,11988,-34216,31628,7388,-468,7656,-6816,18088,-24904,61031,10224,321264,856,2236,358198,-3809,971261,892990,241333,-20119,2496,258956,419053,84037,174033,160983,8848,128865,-30846,125737,78271,-297864,217340,158795,659289
2013:Q3,2846845,2194924,1995530,2078553,1939367,89385,1849982,136649,2537,-83023,1453698,77096,83428,3056,74381,39416,38166,35302,5280,96,-2088,-424,-8943,-1596,-7347,-57788,10704,303581,976,2236,328248,559141,1536721,1493725,563760,92001,-3133,474892,230138,120754,-25986,135370,21008,189723,-14070,503167,42996,-333376,207092,169280,199394
2013:Q4,2839926,2264292,2204698,2111896,1994290,90324,1903966,117343,263,92802,1081847,140986,165836,90844,-17455,-14180,-6348,-18932,14084,2332,-2036,-1796,9151,7940,1211,-16330,11764,335856,592,2236,270665,108230,989046,942510,212626,-35215,-2187,250028,372476,145802,130822,95852,10492,126493,23580,196843,46536,-302964,193672,155828,59594
2014:Q1,2825961,2107288,2221965,2094426,2041995,92805,1949190,51995,436,127539,718442,162738,-210652,-53208,5832,2172,29810,35062,-1224,-468,-2784,-776,40864,5600,35264,4933,35560,212629,1716,23784,158668,303597,590903,1233464,360975,74548,-3137,289564,419544,160213,123316,136015,6880,261011,6104,178950,-642560,-379400,-333944,70784,-114677
2014:Q2,2934741,2210025,1777342,2204474,2105960,97130,2008830,97754,760,-427132,989251,237553,-82640,76648,-6935,18068,-34599,-40103,5652,1920,-2020,-48,-10082,2276,-12358,-18138,37228,315367,140,23784,178492,254364,1416383,1272350,405858,57376,-14710,363192,331572,191718,-44959,184813,51120,165466,9868,308465,144033,-165804,252340,57497,432683
2014:Q3,3019237,2374464,2080555,2269930,2160700,101146,2059554,103935,5295,-189375,1434570,71352,-49616,-37556,24610,55368,-10091,-13639,5944,1148,-3180,-364,767,-308,1075,24363,37460,327353,684,23784,98633,867459,1623945,1622914,232904,21728,2300,208876,564749,188042,185254,191453,161000,148833,80541,434886,1032,-305016,235916,70132,293909
2014:Q4,2989776,2342592,847567,2271289,2185946,105209,2080737,85485,-142,-1423722,1092295,284777,55408,-23120,75646,35548,117411,119019,-3060,-48,-1216,2716,-16576,9132,-25708,-40450,39104,443235,980,23784,66238,30310,2516017,2415284,402835,-3648,15783,390700,600423,232787,110429,257207,3464,54853,-20253,1373962,100733,-332468,372400,60801,1495025
2015:Q1,2848752,2286690,1669114,2359148,2184475,108584,2075891,175242,-569,-690034,1261175,125186,-71400,-107868,3629,-2116,-45316,-11868,-27968,-9708,1576,2652,51630,31032,20598,26058,-43024,241156,680,12004,-74893,1145449,1951209,1517884,430719,-58802,23221,466300,520891,215300,67423,238168,136392,-53248,4886,478244,433325,-483112,762128,154309,617576
2015:Q2,2853881,2253898,2334688,2459655,2188253,112785,2075468,151248,120154,-124967,2160650,-98241,44520,46200,20447,16784,5017,5025,3940,-2760,2328,-3516,34950,31988,2962,-15225,-42924,257119,368,12004,73529,1806102,2285616,2263419,645149,-50826,20119,675856,479509,194750,-13010,297769,50460,114746,25847,947709,22197,-408948,279840,151305,-80790
2015:Q3,2873614,2294890,2953442,2321376,2195238,117777,2077461,126851,-713,632066,2362595,122888,35100,-14316,15787,27764,20798,22386,-2396,-1144,672,1280,36186,32736,3450,-134951,-39948,300764,616,12004,98079,1881823,1730529,1954044,468784,72694,16442,379648,286794,115402,-78875,250267,-30304,-7051,-32078,1267900,-223515,-623104,258180,141409,-658552
2015:Q4,2720751,2208947,1493504,2279676,2173511,120908,2052603,107150,-985,-786172,30970,68099,80400,-36,46042,14204,57893,15685,34036,8400,668,-896,-2395,26976,-29371,81446,-42524,280173,716,12004,22729,-587780,817142,981768,234412,24954,-4214,213672,507566,168408,23538,315620,5084,-21262,-62819,318786,-164626,-509552,208340,136586,715443
2016:Q1,2792396,2276155,2074853,2215749,2154531,125896,2028635,62320,-1102,-140896,769848,46435,59124,-69932,-36429,-32276,33018,-1034,26428,10612,-1760,-1228,-23614,-29616,6002,-14000,64388,324730,712,-5760,192092,231360,910744,1344430,590739,24868,15879,549992,563056,247871,70791,244394,117564,156281,-29361,-53849,-433686,-498320,278556,-213922,201302
2016:Q2,2798833,2182622,2426703,2238775,2176975,128291,2048684,30486,31314,187928,2040517,247955,-66648,52052,-122595,-9824,-20565,46315,-49820,-14748,-2408,96,-20758,-20316,-442,-39099,65612,299679,1672,-5760,337423,1321373,1852589,2125366,370930,5580,33630,331720,223056,106133,-121776,238699,92440,286908,-2863,1154895,-272777,-502192,479204,-249789,-244081
2016:Q3,2800560,2194928,2054735,2209594,2204076,130030,2074046,5326,192,-154859,1580525,323157,120936,27088,-144789,184908,69387,44407,20040,5384,-2040,1596,-21398,-27364,5966,-15716,67780,217876,916,-5760,181048,575093,1735384,1696689,213320,-142476,30184,325612,505008,110258,42063,352688,-261120,256851,12048,970581,38695,-432876,702644,-231073,140193
2016:Q4,2799794,2206915,1728654,2287728,2230930,132751,2098179,58149,-1351,-559073,985882,109549,149256,5712,-135884,-40052,-85532,-117152,27876,3932,-1136,948,-29124,-22020,-7104,-3393,69988,251163,56,-5760,391767,308134,1544955,1907096,95863,119092,10435,-33664,170248,-45682,-76450,292380,45744,299936,27849,1267456,-362141,-333456,199456,-228141,478261
2017:Q1,2906258,2353832,2458307,2271042,2265988,136105,2129883,6310,-1256,187265,854048,115305,57940,-39696,66470,-35320,13363,19655,-4172,-3436,-1940,3256,24193,25948,-1755,16764,-85108,355041,1288,7520,89768,266520,666783,494617,516715,11404,5719,499592,343573,63017,45924,234632,5328,-23489,44092,-391602,172166,-320108,389360,102914,-104475
2017:Q2,2903718,2322475,2388620,2341470,2317482,137343,2180139,25528,-1540,47149,1088383,94931,54000,61092,61979,-107000,65406,44510,17756,4400,-1868,608,275,10448,-10173,-92171,-87292,325806,532,7520,114251,589055,1041234,897283,370017,32540,26725,310752,623311,72242,238153,312915,-21024,19917,-3841,-91097,143951,-247132,271324,119759,-66145
2017:Q3,2895573,2449033,3019547,2402691,2342572,138049,2204523,54859,5260,616856,2370840,-159669,108904,501024,108868,-59516,-74910,-80942,6592,-112,-2228,1780,15908,11932,3976,27814,-90748,310031,8860,7520,330911,1335842,1753984,1842380,366589,68816,-9279,307052,455495,91331,118528,245635,-11424,119599,-21311,933433,-88396,-457868,277364,92108,-570514
2017:Q4,2768073,1558705,2458991,2439007,2396807,141679,2255128,43998,-1798,19984,456445,-121247,112804,-46568,73839,-1080,146838,-18434,124652,39096,-736,2260,43899,43776,123,-82663,-96304,382754,636,7520,338554,-302537,436461,343992,219004,-9212,50600,177616,613841,93653,89774,430414,-8588,240389,881240,-1601894,92469,-286840,266472,112837,-900286
2018:Q1,2879622,2530581,2846456,2490750,2457977,141409,2316568,35046,-2273,355706,1667600,323599,42660,-22768,-61057,-34272,19918,24778,-5200,-4552,1900,2992,-6493,-5904,-589,332850,-39856,-596435,-296,-8500,453923,1264327,1311894,1583950,350923,84702,-8319,274540,334585,97323,-44525,281787,-58376,265715,-5658,696761,-272056,-451612,178272,1284,-315875
2018:Q2,2992222,2511799,2823145,2481148,2486453,144645,2341808,-3403,-1903,341997,1013606,91084,45480,45564,-29934,-57944,5839,29575,-22496,-8248,1464,5544,-23634,-1980,-21654,13313,-41024,-268002,776,-8500,530527,710060,671609,1556515,49917,21530,2759,25628,438281,160072,-103475,381684,-172676,392960,-39848,887881,-884906,-919748,86548,-51706,-311346
2018:Q3,2987411,2444502,1555826,2602325,2505926,144715,2361211,98665,-2266,-1046498,1081222,374884,83028,-357024,-75402,-13516,-6520,22876,-24548,-10520,1516,4156,10472,3412,7060,-15387,-43980,177412,312,-8500,681034,274410,2127720,2102591,265658,-3754,-9096,278508,503565,81514,192567,229484,3592,459884,46243,823650,25129,-268228,386828,-93471,888676
