1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1996:Q2,4392,8026,58832,-484,2492,0,-3531,14425,-21176,-18396,-904,22520,973,5032,-4059,20,8691,712,44,41065,0,0,0,8850,0,792,0,8058,64204,65052,0,288,148,28416,28232,0,452,7516,0,0,1444,7288,-1216,-848,-1124,276,0,1738,0,64924,0,0,0
1996:Q3,5271,8284,162676,-500,2624,0,116524,-16928,4508,31836,1100,96008,2588,12084,-9496,124,6778,888,8,43170,0,0,0,-9527,0,776,0,-10303,104844,106288,0,-416,112,56736,17152,0,604,32100,0,0,2732,23268,6100,-1444,-3072,1628,0,-60845,0,98624,0,0,0
1996:Q4,5650,8543,167332,-1776,2896,0,108422,-16746,-33620,5948,3832,149008,-14500,-6452,-8048,220,-10001,520,172,34561,0,0,0,46818,0,756,0,46062,175652,199108,0,2004,2388,58264,122868,0,996,12588,0,0,18520,-22756,16824,-23456,-22180,-1276,0,5427,0,175296,0,0,0
1997:Q1,-1362,8429,167996,-3540,4452,0,87604,34888,-540,-5368,468,58156,3942,6592,-2650,120,6724,2836,8,39536,0,0,0,26314,0,268,0,26046,40900,41032,0,764,1180,43360,63116,0,-188,-67200,0,0,8564,-25048,-50716,-132,-2332,2200,0,-136887,0,88568,0,0,0
1997:Q2,-1847,8618,195836,2264,-1068,0,153359,15207,1884,9796,784,125688,7313,8008,-695,20,2824,472,20,34968,0,0,0,-4336,0,292,0,-4628,198900,184436,0,132,2448,48724,111996,0,-176,21312,0,236,11200,20700,-10824,14464,2144,12320,0,-7401,0,187688,0,0,0
1997:Q3,-2339,9005,165260,-1536,-2556,0,72309,10865,10196,12960,1392,36896,2443,4028,-1585,-40,5989,-560,908,56019,0,0,0,32284,0,312,0,31972,125572,124204,0,184,324,54836,80420,0,-160,-11400,0,132,11140,13500,-36172,1368,-2316,3684,0,-51032,0,156336,0,0,0
1997:Q4,-2713,9084,107380,18164,928,0,16192,7612,-42052,-85636,9560,126708,-4862,-1864,-2998,492,10462,3976,-884,38130,0,0,0,24781,0,340,0,24441,98264,109828,0,-344,3964,30616,-11756,0,-148,87496,0,0,10108,23900,53488,-11564,-13372,1808,0,-20913,0,48948,0,0,0
1998:Q1,-746,10205,201400,-18916,1772,0,95786,23794,-8616,-1604,1600,80612,7400,2360,5040,256,10290,2312,-16,45506,0,0,0,57011,0,-156,0,57167,183688,186644,0,4,368,27112,82376,0,1212,75572,0,28,4040,16904,54600,-2956,-3612,656,0,-28663,0,128828,0,0,0
1998:Q2,-127,10513,145348,5136,7624,0,47314,1982,-10360,-5856,1304,60244,9412,6972,2440,588,9309,2988,-56,53683,0,0,0,9349,0,1204,0,8145,147840,143292,0,-620,780,39532,124432,0,1264,-22096,0,1928,1616,-29192,3552,4548,2336,2212,0,-8148,0,143952,0,0,0
1998:Q3,-539,10702,159388,-1752,15784,0,44823,5299,-10984,-6992,1220,56280,6431,3984,2447,-260,16183,-2552,80,44769,0,0,0,35882,0,-2000,0,37882,144768,148608,0,1672,556,35164,89212,0,1260,20744,0,1108,9128,-27704,38212,-3840,-4396,556,0,-25861,0,107940,0,0,0
1998:Q4,-860,11041,67012,4044,-1536,0,52485,2269,-11392,-5572,1396,65784,16913,-3716,20629,748,3083,-1128,104,25805,0,0,0,-33506,0,-4536,0,-28970,100644,109192,0,1812,1096,81536,24208,0,1276,-736,0,236,14680,16228,-31880,-8548,-13152,4604,0,21731,0,143880,0,0,0
1999:Q1,5692,11049,219844,-11432,10052,0,103606,1422,-6136,16304,2636,89380,4254,-17576,21830,1004,31828,468,240,29964,0,0,0,49860,0,4820,0,45040,179396,183120,0,3324,2112,40896,15016,0,764,121008,0,4696,-396,4884,111824,-3724,-4504,780,0,-45805,0,80148,0,0,0
1999:Q2,5204,11455,142336,5204,3648,0,54100,-6996,-8588,10004,2152,57528,17801,-2272,20073,592,24674,1368,136,35890,0,0,0,-1077,0,332,0,-1409,155688,123220,0,3060,3588,57304,43820,0,828,14620,0,6432,-1284,-6740,16212,32468,-3160,35628,0,7101,0,120784,0,0,0
1999:Q3,5937,11824,139532,-480,19072,0,22451,-4193,-10164,4772,1712,30324,11918,1712,10206,504,33506,2120,220,39998,0,0,0,10222,0,176,0,10046,132012,139216,0,1132,1660,27952,-6344,0,824,113992,0,2124,18404,17800,75664,-7204,-6828,-376,0,-13407,0,65856,0,0,0
1999:Q4,7480,11963,49436,6156,4336,4,19683,26967,-10212,-300,1064,2164,12827,-192,13019,-1564,24875,1328,-56,49269,0,0,0,-67422,0,3124,0,-70546,6432,11524,0,-4556,-880,70240,109716,0,792,-163788,0,0,11148,-49136,-125800,-5092,-9488,4396,0,-47487,0,151348,0,0,0
2000:Q1,3263,12195,184724,-5712,-6968,8,94606,1186,-5992,15632,-584,84364,54,-428,482,-136,-1776,3408,-332,80684,3396,1452,1180,14860,0,-2972,4292,13540,118864,118140,0,-768,956,51116,51344,2624,28,12840,0,2884,8188,-19688,21456,724,-6180,6904,0,-74792,0,105316,8160,2492,32
2000:Q2,5395,12563,168220,6644,-2576,4,25107,3687,-7100,7208,-1616,22928,15223,4816,10407,-12,1027,1732,0,55185,3396,1448,1184,59858,0,772,4288,54798,183696,159452,0,-1108,1436,32148,103112,2628,56,21180,0,12296,11228,-39364,37020,24244,12864,11380,0,8308,0,121544,8156,2488,16
2000:Q3,8843,12708,211952,-8084,1100,4,69079,-457,-5936,13896,-1020,62596,15783,6848,8935,232,1576,1512,420,65772,3396,1448,1172,58541,0,-592,4280,54853,208832,177424,0,-356,9036,49804,113996,2616,52,2276,0,6068,16968,-41924,21164,31408,-4936,36344,0,-6985,0,144804,8148,2480,28
2000:Q4,6162,12840,106228,5428,10624,4,34544,-10396,-7540,9740,-1344,44084,3436,4000,-564,-320,-15807,-2028,4,28835,3392,1448,1184,35484,0,3240,4288,27956,163964,110944,0,-732,-3340,47160,102120,2628,56,-36948,0,8560,10960,-55824,-644,53020,-4756,57776,0,51058,0,113952,8148,2484,12
2001:Q1,6649,13082,445820,52928,25272,5560,122548,-54456,-3784,23644,-112,157256,7482,5092,2390,200,1347,2264,-84,477,9396,4056,2596,211778,0,-3292,4648,210422,280124,280744,10880,-2440,3860,113472,201676,5116,13412,-65232,0,11188,-4568,-89192,17340,-620,-6780,6108,52,-172129,0,249784,27660,22904,68
2001:Q2,7522,12840,230356,26276,-9424,6848,126049,-7383,-4336,18444,-352,119676,8566,1300,7266,-136,4355,92,-432,44909,9392,4064,2604,7193,0,-1080,4644,3629,250436,246864,-1048,92,1668,109804,22248,5132,-4020,112988,0,23716,27312,35816,26144,3572,-5040,8512,100,14762,0,213012,27672,22904,56
2001:Q3,-4170,12630,262928,22604,31356,-5768,144992,14504,-4096,18600,-180,116164,13426,5520,7906,136,18230,688,104,8306,9388,4052,2600,12813,0,3172,4648,4993,269596,277076,1760,3544,1624,19720,257352,5120,-180,-11864,0,12364,24016,-137816,89572,-7480,-10908,3564,-136,-10132,0,163840,27640,22884,68
2001:Q4,6899,12259,80732,28080,-8668,-1740,82671,-64025,18204,14592,-1384,115284,8914,-668,9582,-996,-46217,3044,56,24161,9392,4064,2580,-24609,0,-596,4640,-28653,98544,89160,-6348,1416,-7532,91008,-75968,5100,-2604,84088,0,11624,4256,81120,-12912,9384,19240,-4372,-5484,12452,0,105436,27668,22888,48
2002:Q1,10143,11211,310736,-7556,6632,22924,247926,-1638,32248,80504,1692,135120,10976,2500,8476,136,16374,428,104,40926,8992,4076,5028,-46230,0,1328,3720,-51278,299356,303888,59904,2464,1136,104396,-50032,11928,-2220,176312,0,32272,5632,76760,61648,-4532,-7420,4984,-2096,-12448,0,173656,17596,13416,68
2002:Q2,8021,11168,266240,-2152,11132,8220,155428,5008,26444,58856,684,64436,6345,736,5609,700,20181,7132,244,6159,9000,4080,5044,34727,0,-520,3716,31531,316880,313996,5872,1268,-2212,100412,180024,11956,-5724,22400,0,20844,24460,-85524,62620,2884,-9152,4084,7952,47493,0,234928,17596,13416,64
2002:Q3,7178,11224,332352,36920,19008,9164,243896,-3108,35904,84200,1532,125368,5920,2384,3536,48,903,1540,136,-25919,8988,4060,5044,22644,0,2880,3712,16052,315060,315976,-9912,2020,-1292,69052,214176,11944,-484,30472,0,14308,10916,-137100,142348,-916,-9200,4316,3968,-21338,0,159104,17584,13392,60
2002:Q4,8435,10914,239076,-34816,-14076,-26196,257354,14058,37184,105660,1164,99288,14746,3344,11402,648,20179,900,392,4453,8992,4080,5024,-2604,0,-72,3716,-6248,100864,101228,-4100,2568,9992,2756,181148,11928,3640,-106704,0,12248,3536,49800,-172288,-364,-180,-6176,5992,-140691,0,246272,17596,13404,56
2003:Q1,5372,10970,418316,35348,9148,30732,214167,-27053,2024,27312,6336,205548,9577,-1536,11113,-320,6033,224,324,4851,11808,4528,3692,88204,0,2764,3424,82016,407480,409232,23844,4548,-2032,84168,74736,5792,-7960,226136,0,23136,10948,-9436,201488,-1752,-6480,2060,2668,-16434,0,171028,24696,33636,88
2003:Q2,3739,11176,332824,2768,-16232,-9932,222967,-12905,-7184,26816,6812,209428,13105,1856,11249,276,6388,1188,768,50580,11812,4536,3648,40952,0,1364,3424,36164,285164,287784,328,1516,-1692,86696,-12732,5764,556,207348,0,26152,9572,125640,45984,-2620,-3724,-5248,6352,-55097,0,222096,24712,33628,92
2003:Q3,1832,11537,187104,9960,3704,-5100,121251,-6545,-4356,8024,5580,118548,10426,-1496,11922,72,3355,716,968,78497,11800,4532,3672,-56749,0,72,3420,-60241,165928,170084,12604,3236,-2520,93812,25008,5784,1304,30856,0,15928,28004,52060,-65136,-4156,-6160,568,1436,-30881,0,200816,24688,33628,80
2003:Q4,2088,11711,95504,2356,-41768,-26068,96747,-26309,-25572,10032,6040,132556,14084,1464,12620,132,-26596,1232,548,58240,11808,4532,3680,-3423,0,-384,3420,-6459,102900,105744,-33472,2584,-3544,53420,26676,5784,-1716,56012,0,20344,4820,127276,-96428,-2844,576,-8248,4828,-2227,0,229068,24704,33620,80
2004:Q1,11147,12030,383400,-5972,11844,6632,160132,-3924,6020,10592,3616,143828,10632,560,10072,-4,16757,-724,236,60411,20432,8948,7192,86884,0,-296,3492,83688,395588,395596,2612,-400,580,19588,143928,14968,7076,207244,0,29880,12096,-21696,186964,-8,-4528,-308,4828,11305,0,162628,51472,58600,156
2004:Q2,13984,12285,252644,19064,8392,-784,132808,-13112,-928,7456,3744,135648,9172,4184,4988,316,15208,3476,96,34580,20440,8948,7196,-6267,0,3096,3484,-12847,280460,239524,8976,2784,5560,65500,108812,14980,-2704,35616,0,18976,860,25488,-9708,40936,-6208,49896,-2752,29515,0,206952,51476,58600,140
2004:Q3,17301,12736,243520,752,13712,-1800,138773,-3511,2320,5976,3704,130284,19942,5296,14646,220,11836,3328,24,41504,20428,8944,7196,-21339,0,1340,3488,-26167,255096,241592,-2796,104,1296,60228,179392,14980,-1104,-10508,0,14384,13728,-42392,3772,13504,-7044,14436,6112,16141,0,203504,51460,58576,152
2004:Q4,19448,13017,201804,2524,-21572,2368,106767,-22029,-2472,2096,4036,125136,24443,4112,20331,-344,-21225,948,1872,40869,20432,8952,7184,28586,0,1880,3484,23222,182780,182156,-13720,9972,3584,64924,73704,14968,4360,24364,0,11756,23572,100636,-111600,624,-9264,8192,1696,-12593,0,258120,51468,58584,140
2005:Q1,19461,11903,303496,-23160,13100,28756,175930,-25926,14484,40648,4300,142424,12317,1376,10941,28,19216,1428,-204,35528,7664,4264,3072,25557,0,1056,192,24309,274024,281960,26376,-1956,-84,17796,129844,6904,-2780,105860,-3400,27252,8032,-2120,76096,-7936,-9688,2212,-460,-21914,0,171540,-18228,17824,332
2005:Q2,19723,12231,132876,23616,-17176,-8792,75453,-3871,14544,4856,2168,57756,15106,7048,8058,-16,-2400,2388,-184,41348,7660,4256,3056,-11439,0,2840,188,-14467,153908,147768,-220,2276,-3232,8420,137364,6892,612,-4344,3600,10148,5588,6012,-29692,6140,1388,7632,-2880,28524,0,164624,-18224,17800,340
2005:Q3,8966,12466,206456,6784,5644,-10928,113826,12126,16972,7948,2432,74348,9206,2072,7134,624,9221,5532,-8,35075,7660,4260,3052,16508,0,-2956,184,19280,196700,166152,3252,352,2740,42100,21844,6884,-3272,92252,68,11648,20064,25316,35156,30548,-3892,2244,32196,-13256,0,111808,-18248,17808,328
2005:Q4,8013,12554,41384,-22032,-17592,-13116,47071,5195,13724,-6352,1360,33144,28500,8476,20024,-724,-549,-3692,-60,5929,7656,4252,3060,2682,0,2560,188,-66,30516,37032,784,476,-4180,12248,115212,6892,-1372,-93028,3196,10700,9420,27240,-143584,-6516,-3864,-5924,3272,-15409,0,162848,-18232,17792,324
2006:Q1,7386,11994,269192,9000,10524,-3004,114743,-161,-1820,27740,5160,83824,26839,7876,18963,-652,14961,-1696,12,53671,20788,19176,4140,690,0,796,4776,-4882,286320,299384,12820,2876,-1928,114888,59540,14156,1692,95340,176,16936,29688,-3932,52472,-13064,-19908,8488,-1644,12520,0,175280,54184,45188,524
2006:Q2,5200,12224,233504,2844,29016,-544,71288,1376,-3016,-1872,6740,68060,39348,13364,25984,-316,-50,-32,-344,15766,20780,19160,4220,32368,0,724,4772,26872,240380,226212,-2400,1380,6228,37952,110992,14232,-2792,60620,-252,45576,19868,-20532,15960,14168,-17872,33740,-1700,-148,0,150104,54172,45152,520
2006:Q3,7750,12498,261948,2700,20264,904,48169,15225,-2936,-24320,-2268,62468,25554,11100,14454,80,10235,3184,72,43177,20784,19176,4140,63508,0,228,4776,58504,245144,228684,-12624,2556,1548,93156,70952,14132,2056,56908,60,8428,13204,-5608,40824,16460,-9848,11064,15244,-21552,0,143084,54180,45180,520
2006:Q4,7713,12761,150840,21164,9364,2392,-50941,2303,-20056,-29428,1940,-5700,29559,9568,19991,36,-28487,2608,476,48367,20780,19176,4124,72222,0,656,4772,66794,141992,155316,3704,4580,60,104236,21396,14080,10796,-3536,-48,16880,8120,7104,-35592,-13324,-10520,-1760,-1044,-13896,0,133904,54176,45160,512
2007:Q1,-6123,12966,210112,12756,5332,-2476,73458,8926,-16256,8944,5080,66764,27959,13816,14143,-388,24202,6656,252,36302,7372,8908,-552,10332,0,2144,2816,5372,200020,213244,-13912,5040,-2176,54124,31948,12372,-5528,131376,168,9936,17864,28840,74568,-13224,-18228,540,4464,-29181,0,131660,40236,4700,532
2007:Q2,1173,13155,230896,-8312,6348,3560,59842,8342,-17452,7116,5300,56536,39519,17436,22083,-316,-50,4732,548,43478,7380,8916,-580,65832,0,120,2812,62900,235600,238484,2208,12908,1508,71620,78976,12272,-4104,63096,-80,17316,6120,61652,-21912,-2884,-19112,8380,7848,-7278,40320,240744,40252,4692,528
2007:Q3,11528,13347,222096,27548,3800,436,75671,14711,-14168,9504,4296,61328,26519,14028,12491,56,7560,6384,1000,48880,7364,8916,-556,8517,0,1864,2816,3837,214432,238740,3100,24688,-296,51244,20524,12340,1396,125744,4,11344,25428,30164,58804,-24308,-24200,-1916,1808,-9483,-16756,153436,40236,4680,532
2007:Q4,14997,13599,220328,-19820,11804,-528,-17811,24417,-21960,-6212,4196,-18252,51459,8132,43327,564,-14180,5496,600,67308,7372,8892,-520,119691,0,0,2808,116883,162508,186644,4180,13540,-1652,72944,85372,12472,2488,-2700,-412,1068,11960,10036,-25352,-24136,-23308,-8360,7532,-56422,-67236,199820,40212,4680,516
2008:Q1,-37225,13226,297232,20884,52476,1424,68167,13343,28816,4928,6132,14948,44933,20240,24693,60,27266,7280,448,22,21180,13196,3736,36160,0,5344,3468,27348,246696,258404,4796,11936,-188,55928,129752,17260,-2156,41076,-16,-4932,38768,-76792,84048,-11708,-24820,15828,-2716,-100987,9700,131600,16432,82228,1724
2008:Q2,-10800,13342,175648,37224,10264,680,71449,-5695,57772,-35200,10424,44148,37554,16700,20854,-88,-38087,3100,732,30127,21180,13220,3720,-15427,0,1568,3468,-20463,154312,170464,8816,5260,-3928,64856,33312,17092,-8032,53088,-1724,18920,-1240,-2760,39892,-16152,-11120,-3964,-1068,-45478,-17364,99516,16440,82236,1720
2008:Q3,-89927,13345,190564,9752,9828,2168,-19603,-29831,-2092,41280,2356,-31316,43714,33672,10042,-696,50763,7120,1068,-17175,21176,13184,3744,65521,0,-724,3460,62785,76012,92784,-8364,35256,-4160,125512,272056,17336,-9248,-335604,116,-47752,11120,-93340,-205748,-16772,-5488,10084,-21368,-217824,-149044,287140,16416,82208,1716
2008:Q4,-44021,12850,470364,38036,77016,18224,3318,5470,14020,17732,3152,-37056,22772,11680,11092,-484,26734,2188,1396,-17098,21180,13172,3760,260150,0,6500,3464,250186,242256,223172,-35092,44116,912,105480,145396,17396,2776,-57812,-52,-30888,3564,-131132,100696,19084,6760,35468,-23144,-284979,-261156,124276,16396,82212,1716
2009:Q1,1561,13114,-153032,-52432,11496,19364,-83370,28290,31088,-1656,11424,-152516,-33372,-22080,-11292,472,-15493,-2812,116,10429,7760,-6340,2460,-11310,0,-1972,1736,-11074,-26264,-33420,1344,1756,816,85708,-64216,1304,-1160,-58972,36,-42456,12456,43420,-72428,7156,-5800,5880,7076,115215,-38536,12840,79928,37484,1628
2009:Q2,14118,12927,20024,-20036,-28716,-7216,96553,16053,23524,16672,27544,12760,-30220,-16140,-14080,784,6483,7528,72,70137,7756,-6316,2368,-79154,0,-6616,1732,-74270,48556,4820,-9588,-8164,5212,18724,-46096,1040,1592,42100,-40,-27460,5152,156440,-91992,43736,5456,21608,16672,29723,19576,82164,79940,37460,1636
2009:Q3,23116,12924,97352,-7448,-33972,3376,100761,-9263,9584,2960,19084,78396,-35225,-17944,-17281,524,-7679,4432,-308,54583,7752,-6320,2332,14544,0,-1528,1724,14348,176816,136084,13924,-10864,4084,15820,-82208,976,352,194000,12,-32920,22208,152404,52296,40732,-528,13344,27916,89656,-11528,50040,79936,37456,1624
2009:Q4,14005,13179,28596,-56032,-35692,-5568,167528,17392,23908,15584,30868,79776,-16383,4780,-21163,-68,29980,-4268,-1028,35388,7760,-6328,2392,-89085,0,-9420,1732,-81397,-7224,4336,-7448,2224,-2416,56152,11812,1140,5816,-62944,1532,-27532,-3176,102448,-136216,-11560,-4300,-4160,-3100,-34994,-1116,129240,79924,37464,1624
2010:Q1,23245,11252,210616,-12008,-29704,5228,154240,-51680,29268,1156,48640,126856,-18557,-3896,-14661,244,58026,2800,8,29114,-6496,-8984,-2004,38709,0,10008,3180,25521,141612,134680,-13484,-1952,2404,13060,75100,-6112,-1916,67580,108,-8380,4336,22968,48548,6932,-6776,2876,10832,-57011,13984,93348,15180,-16776,1784
2010:Q2,17157,11293,247020,41532,-14604,-1284,121470,9386,15132,6692,25640,64620,-14680,116,-14796,256,40111,3736,36,29589,-6492,-9012,-1816,58178,0,3584,3184,51410,270072,266644,2864,-5028,1316,19896,166288,-5848,184,86972,248,-27104,19788,-66048,160088,3428,-13144,1752,14820,28916,-772,97600,15140,-16776,1776
2010:Q3,20517,11545,177276,7264,-21528,132,214043,24775,27468,3808,49176,108816,-747,3068,-3815,392,36503,932,208,29801,-6492,-8972,-2096,-72164,0,-11600,3176,-63740,195904,165356,4620,-924,1968,65356,100528,-6328,5040,-4904,44,-8728,24884,56784,-77888,30548,8072,7008,15468,27600,-4108,231352,15188,-16780,1780
2010:Q4,4109,11775,22532,-31844,-17156,384,80470,-19814,12960,9344,22176,55804,169,164,5,560,50040,-1464,-256,21388,-6496,-8984,-2076,-62203,0,8612,3176,-73991,155316,102516,-2912,-452,736,11492,76824,-6284,-752,23864,-1300,-12304,5324,43068,-10924,52800,-3064,7100,48764,125118,3440,125092,15164,-16792,1772
2011:Q1,91,11893,182128,-18516,-5868,-13472,145480,5848,12004,-884,11164,117348,4562,-4104,8666,452,17935,-320,220,6545,-2924,204,856,46974,0,1496,3552,41926,162676,181656,10284,3376,752,80532,31076,-11096,40,66692,248,-500,11096,49540,6308,-18980,-7304,-18660,6984,-31254,14480,142272,35976,-6508,2652
2011:Q2,5835,12255,149428,5476,-5184,1232,45824,-11312,6976,-7016,7640,49536,29132,10620,18512,440,11947,3900,-832,2449,-2924,200,932,56836,0,1924,3548,51364,198320,186680,-980,200,5244,85488,59704,-10952,-644,48620,-3180,-9344,10504,17800,32840,11640,-7740,4708,14672,42472,1988,151804,35964,-6520,2656
2011:Q3,6155,12771,399960,39636,5784,1428,89061,15761,18600,-4260,7608,51352,33837,16452,17385,-112,-2065,5508,4,2037,-2944,168,1124,226494,0,-5000,3552,227942,419376,430284,-4088,1260,792,147972,140396,-10608,-4716,159276,532,-20384,27852,-11972,163248,-10908,-11988,-27208,28288,12800,-5848,265760,35936,-6532,2644
2011:Q4,20577,13138,124768,-15092,43392,-10460,21987,-61293,24152,-9712,8792,60048,26481,8784,17697,660,61519,2824,-2364,7617,-2904,208,856,-9956,0,-280,3544,-13220,112304,123440,2384,1320,8832,108244,31056,-11144,1940,-19192,-2332,1424,9440,32928,-60652,-11136,-7328,4048,-7856,-5025,-181528,167408,35964,-6512,2648
2012:Q1,7339,14070,130272,-5876,-22516,11600,134817,13921,6368,-6416,14676,106268,17259,-7772,25031,1520,-15830,6652,-120,10634,11980,4512,10288,-34648,0,7344,3860,-45852,113828,129720,8400,5056,-1424,18548,169188,10264,3428,-83740,200,-5012,7572,15092,-101592,-15892,-9572,-4024,-2296,-23175,-1700,181404,25028,6952,2684
2012:Q2,23977,14404,-27212,16084,9776,860,-171348,23004,-19208,-48724,972,-127392,20839,4632,16207,8,-309,4380,176,8181,11944,4488,10452,57256,1472,7484,3852,44448,9632,-12760,2988,14188,500,-33520,-31852,10580,728,23628,8,9824,-6504,-13540,33840,22392,-8964,5324,26032,46417,26520,-89324,25020,6892,2688
2012:Q3,21727,14404,145168,-13328,-9540,2032,123972,12976,4820,-4772,11812,99136,13500,5216,8284,408,2382,2180,16,-86,11956,4496,10376,-3196,-11732,1640,3856,3040,-51736,209704,6328,-284,1488,41736,49868,10456,1828,98284,-44744,4452,27036,6504,105036,-261440,-6740,6068,-260768,-189581,25544,104604,24992,6924,2676
2012:Q4,6714,14678,187397,9632,-3524,-5248,89679,26039,10700,-10828,9396,54372,10618,6760,3858,764,5713,7708,76,-20709,11944,4492,10420,65833,0,-13804,3852,75785,188976,189468,-8276,-5192,-3212,47380,83740,10516,-1148,65660,80,-11948,-1808,176,79160,-492,-6380,4252,1636,-6385,-5088,96480,25012,6884,2676
2013:Q1,-8522,16411,109724,2336,-42708,-14952,123106,-1098,-16372,-52,13816,126812,-2474,-12424,9950,-2012,-11920,-212,-424,-9236,20604,5828,-4380,46169,4,3988,3964,38213,103172,97084,32612,3796,-1556,31340,35880,-6852,-760,2624,-860,4040,5036,1232,-6824,6088,-5540,9904,1724,-31485,812,45732,79768,15712,-5084
2013:Q2,-3917,16217,146443,-41968,-916,3000,112221,3185,-8424,1052,12944,103464,25355,7188,18167,752,-5390,3548,28,-23622,20588,5820,-4384,51411,-4,7608,3956,39851,120568,123000,2332,4948,-2684,48516,56504,-6812,-7604,27800,1288,-27596,11300,-13076,55884,-2432,-9044,8516,-1904,-46009,4836,52200,79752,15668,-5076
2013:Q3,5345,16535,91197,33676,8444,820,86159,15787,-7660,-6352,11096,73288,30120,-1724,31844,-1004,-39361,4468,488,-21347,20608,5816,-4368,-33322,-4,-4020,3960,-33258,104600,105608,-1536,-3692,-2124,63216,80448,-6840,2508,-26372,172,-4800,26128,-6608,-41264,-1008,-10564,8108,1448,2213,-16196,117072,79740,15700,-5088
2013:Q4,18738,16897,218318,-27964,-12008,-12652,194838,24966,-16432,-3288,22420,167172,35503,12680,22823,-228,18247,6300,3208,-27011,20592,5820,-4380,18052,-132,4436,3956,9792,100404,133596,-6684,2712,-6672,61744,86316,-6844,564,2460,12,-7732,5708,9160,-4688,-33192,-7948,-17016,-8228,-116073,19140,131696,79748,15668,-5092
2014:Q1,27068,16533,164357,25252,-3688,-872,75111,-12453,9188,-3024,4620,76780,31740,12952,18788,3372,-36556,-4248,120,-38308,2840,-7144,2896,113843,0,3920,4692,105231,138056,156152,128,1516,88,61392,32176,2860,536,57456,-12,-12260,23636,-19780,65872,-18096,-14900,-4132,936,-15766,6440,64868,-4148,-21752,10196
2014:Q2,27571,16934,86538,-4872,-4076,-840,113781,-11055,10088,3644,8680,102424,24862,7696,17166,-132,-36378,-1832,284,-28522,2848,-7148,2888,25675,0,5496,4696,15483,112876,116096,9316,2428,-32,73100,17776,2848,-1164,11824,-20,15688,21676,-13060,-12460,-3220,-12120,6540,2360,36975,9580,96576,-4132,-21744,10192
2014:Q3,31372,17342,149782,12856,10064,132,80450,-9666,13256,-5164,8404,73620,40486,16808,23678,784,-5405,3184,104,-35759,2832,-7148,2904,44298,0,-2636,4680,42254,95768,107100,-2688,1340,3224,76268,8244,2884,-1572,19400,-36,11884,11420,-6692,2824,-11332,-16632,5564,-264,-39984,12056,76988,-4160,-21784,10196
2014:Q4,11994,17462,205284,-10432,15700,1688,33419,-2317,25348,-50820,10912,50296,42264,13356,28908,-272,-20308,2384,-152,-33400,2836,-7148,2892,175813,0,-1880,4692,173001,182620,199492,-2640,2156,-3596,93788,48556,2860,172,58196,68,15284,2868,-12344,52320,-16872,-14736,-2228,92,-28132,-35552,134952,-4152,-21764,10184
2015:Q1,21964,19337,276704,172,-7432,-708,61678,-4430,6512,-17872,10172,67296,53340,21844,31496,-24,-23565,10944,484,-25411,16928,5164,14836,170299,0,4440,3844,162015,235416,227808,1032,8904,3148,86352,3548,15936,4412,104476,-16,12176,13416,-7540,86440,7608,-21544,28012,1140,-38661,76,97636,10432,-61176,-7520
2015:Q2,-1176,19436,32487,-32968,-3728,-1056,95113,-11307,4780,-1352,9964,93028,26503,-11104,37607,-1024,-11808,2900,1404,-33108,16932,5164,14852,-46689,0,3460,3840,-53989,48292,48000,1256,8864,-1280,58092,92992,15932,348,-128204,324,-3280,-400,-5820,-119028,292,-3800,4228,-136,-4807,-13624,144636,10424,-61168,-7512
2015:Q3,3689,19604,311667,45484,45200,1748,140209,4209,17188,-9816,12432,116196,29821,-7568,37389,-2852,107103,-772,100,-47171,16924,5160,14840,-44127,0,-880,3844,-47091,274592,282060,-170,4112,-3124,79772,101160,15944,-5252,89618,72,-15788,18584,-9884,96634,-7468,-8168,-156,856,-52990,-992,165416,10404,-61192,-7520
2015:Q4,9166,19754,28901,28228,-22580,-1964,108992,-19572,1700,21480,1832,103552,68741,-296,69037,212,40114,-5016,-184,-17226,16928,5156,14848,-207348,0,-124,3836,-211060,64232,71856,-4147,3652,-2236,51860,148360,15940,3676,-145250,12,18412,-1176,-4012,-158486,-7624,-8252,844,-216,24743,-3660,213532,10424,-61188,-7528
