date,FL154090005.A,FL144090005.A,FL314090005.A,FL214090005.A,FL384090005.A,FL794090005.A,FL264090005.A,FL894090005.A,FL907005015.A,FL154190005.A,FL144194005.A,FL314190005.A,FL214190005.A,FL384194005.A,FL794194005.A,FL264194005.A,FL894194005.A,FL154190005.A,FL144190005.A,FL314190005.A,FL214190005.A,FL384190005.A,FL794190005.A,FL264190005.A,FL894190005.A,FL313011105.A,FL313111303.A,FL313011105.A,FL313111303.A,FL713011005.A,FL263011105.A,FL313011303.A,FL893011105.A,FL893111305.A,FL903011105.A,FL794010005.A,FL794110005.A,FL264016005.A,FL264116005.A,FL894010005.A,FL894110005.A,FL904010005.A,FL153020005.A,FL143020005.A,FL313020005.A,FL313125003.A,FL213020005.A,FL383020005.A,FL313125003.A,FL793020005.A,FL793120005.A,FL263020005.A,FL893020005.A,FL883120005.A,FL903020005.A,FL153030005.A,FL143030005.A,FL313030003.A,FL213030000.A,FL383030005.A,FL793030005.A,FL703130005.A,FL263030005.A,FL703130005.A,FL703130005.A,FL153030505.A,FL103091003.A,FL313030505.A,FL313131003.A,FL383030505.A,FL313131003.A,FL793030505.A,FL403197033.A,FL263130505.A,FL893030505.A,FL893130505.A,FL903091005.A,FL153034005.A,FL143034005.A,FL213034003.A,FL383034005.A,FL793034005.A,FL634090005.A,FL263034003.A,FL634090005.A,FL634090005.A,FL102051003.A,FL313011545.A,FL212051003.A,FL382051005.A,FL792050005.A,FL792150005.A,FL262051005.A,FL262151005.A,FL892050005.A,FL892150005.A,FL902050005.A,FL154022005.A,FL163162003.A,FL144022005.A,FL104122005.A,FL314022005.A,FL314122005.A,FL214022005.A,FL213162005.A,FL384022005.A,FL384122005.A,FL794022005.A,FL794122005.A,FL264022005.A,FL264122005.A,FL894022005.A,FL894122005.A,FL904022005.A,FL103069100.A,FL103169100.A,FL213069103.A,FL383069105.A,FL103169100.A,FL793069175.A,FL793169175.A,FL263069103.A,FL263169105.A,FL893169175.A,FL893169175.A,FL153061105.A,FL143061105.A,FL313161105.A,FL213061103.A,FL383061105.A,FL313161105.A,FL793061105.A,FL263061105.A,FL893061105.A,FL313161105.A,FL903061103.A,FL153061705.A,FL103061703.A,FL313061703.A,FL313161705.A,FL213061703.A,FL383061705.A,FL313161705.A,FL793061705.A,FL423161705.A,FL263061705.A,FL893061705.A,FL893161705.A,FL903061703.A,FL153062005.A,FL163162003.A,FL143062005.A,FL103162000.A,FL213062003.A,FL213162005.A,FL383062005.A,FL383162005.A,FL793062005.A,FL263062003.A,FL893062005.A,FL383162005.A,FL903062003.A,FL153063005.A,FL123063003.A,FL103163005.A,FL313063005.A,FL213063003.A,FL383063005.A,FL103163005.A,FL793063005.A,FL793163005.A,FL263063005.A,FL263163005.A,FL893063005.A,FL893163005.A,FL903063003.A,FL154023005.A,FL154123005.A,FL144023005.A,FL144123005.A,FL314023005.A,FL314123005.A,FL214023005.A,FL213169203.A,FL384023005.A,FL384123005.A,FL794023005.A,FL794123005.A,FL263069005.A,FL264123005.A,FL894123005.A,FL894123005.A,FL153168005.A,FL143168005.A,FL383168005.A,FL793068005.A,FL793168005.A,FL263168005.A,FL793068005.A,FL793068005.A,FL153069005.A,FL153169005.A,FL143169005.A,FL313069005.A,FL313169005.A,FL213069200.A,FL213169203.A,FL383069005.A,FL383169005.A,FL793069005.A,FL793169005.A,FL263069005.A,FL263169005.A,FL893169005.A,FL893169005.A,FL153065005.A,FL153165005.A,FL143065005.A,FL143165005.A,FL313065005.A,FL313165403.A,FL213065005.A,FL383065005.A,FL383165005.A,FL793065005.A,FL893065005.A,FL893065005.A,FL163066223.A,FL153166000.A,FL143066005.A,FL313066220.A,FL383066005.A,FL153166000.A,FL793066005.A,FL153166000.A,FL153166000.A,FL103092305.A,FL103092305.A,FL793092305.A,FL263192305.A,FL263192305.A,FL263192305.A,FL143192305.A,FL143192305.A,FL793192305.A,FL263092305.A,FL263092305.A,FL263092305.A,FL153064105.A,LM103064103.A,LM103164105.A,FL313064105.A,FL213064103.A,FL383064105.A,FL103164105.A,FL793064105.A,FL793164105.A,FL263064105.A,FL263164100.A,FL893064105.A,FL893064105.A,FL103092105.A,FL103092105.A,FL793092105.A,FL263192101.A,FL263192101.A,FL263192101.A,FL143192105.A,FL143192105.A,FL793192105.A,FL263092101.A,FL263092101.A,FL263092101.A,FL153081115.A,FL143092405.A,FL112090205.A,FL313081115.A,FL383094905.A,FL112090205.A,FL793094905.A,FL793194905.A,FL313092803.A,FL893194905.A,FL893194905.A,FL153064205.A,FL103064203.A,FL213064203.A,FL383064205.A,FL793064205.A,FL653164205.A,FL263064203.A,FL653164205.A,FL653164205.A,FL153040005.A,FL313140003.A,FL153040005.A,FL313140003.A,FL793040005.A,FL543140005.A,FL543141905.A,FL263140005.A,FL893140005.A,FL893140005.A,FL153050005.A,FL153050005.A,FL543050005.A,FL583150005.A,FL543151905.A,FL263150005.A,FL893150005.A,FL893150005.A,FL163070005.A,FL163170005.A,FL143070005.A,FL143170005.A,FL313070000.A,FL313170005.A,FL213070003.A,FL213170003.A,FL383070005.A,FL383170005.A,FL793070005.A,FL793170005.A,FL263070005.A,FL263170005.A,FL893070005.A,FL893170005.A,FL903070005.A,FL143178005.A,FL313078000.A,FL213078005.A,FL383078005.A,FL143178005.A,FL793178005.A,FL893078005.A,FL893178005.A,FL903078005.A,FL153090005.A,FL543077073.A,FL143090005.A,FL143190005.A,FL313190005.A,FL213093003.A,FL223073045.A,FL383090005.A,FL383190005.A,FL793090005.A,FL793190005.A,FL263090005.A,FL263190005.A,FL893090005.A,FL893190005.A,FL903090005.A
1979,6455620,1613238,340851,307932,8717641,5288163,474052,14479856,439760,1321171,5746817,1336517,671363,9075868,5193737,650011,14919616,1321171,2726218,1336517,671363,6055269,4998905,304585,11358759,138200,4173,138200,4173,13628,4173,2724,142373,6897,-135476,190757,155765,72867,83700,263624,239465,-24159,221039,114183,19183,13091,13611,368016,13091,35213,461244,40087,443316,474335,31019,1115447,61683,1007,64251,1242388,49140,1327119,35591,1327119,1327119,0,10080,1643,0,11723,0,17281,9254,28529,29004,37783,8779,39459,3000,0,42459,2755,45214,0,45214,45214,3116,1904,11781,16801,124611,148162,4113,3807,145524,151969,6445,248667,13600,32121,397935,0,521042,126995,315554,407783,1248131,1181362,436768,146615,55066,1735760,1739965,4205,9586,24518,0,9586,24518,126987,115914,8412,4553,144985,144985,35317,16277,516104,60850,112444,516104,287558,115958,515960,516104,144,12405,1800,0,4938,59357,73562,4938,155713,230300,5868,235143,235238,95,123387,13600,4458,35028,6788,315554,134633,364182,229035,332,364000,364182,182,77558,0,338389,0,0,77558,338389,382069,90554,16045,50513,475672,479456,3784,197359,1283296,60384,949064,141523,204867,48185,6662,447451,2443889,2191107,97054,2888,100503,2641446,2641446,22486,306906,329392,400076,39312,31372,400076,400076,125748,61871,170105,106956,204213,24610,6662,257314,442851,309522,57742,2888,69131,569724,569724,71611,844323,31203,472053,34567,654,23575,160956,1317030,1156074,1317030,1317030,0,354616,29181,0,29181,354616,325435,354616,354616,16695,16695,661,17356,17356,17356,16715,16715,1563,18278,18278,18278,684612,83307,1014783,0,0,767919,1014783,323900,117667,55434,14803,1147253,1147253,306867,306867,16355,323222,323222,323222,64289,64289,6012,70301,70301,70301,1944220,3179,1941526,7401,1954800,1941526,65280,71153,7401,2020080,2020080,38388,1060,0,39448,12341,51789,0,51789,51789,210280,12630,210280,12630,0,197650,0,0,210280,210280,1684319,1684319,0,1684319,0,0,1684319,1684319,0,12583,509809,374263,11313,27767,26463,55615,547585,470228,13591,1340,22660,12901,583836,484469,-99367,53781,18678,16458,35136,53781,4986,35136,58767,23631,71830,11692,407754,934460,552947,188,293532,479772,1792631,1063810,376678,1045,0,1544627,2169309,624683
1980,7355207,1826414,391434,334802,9907856,5922491,574378,16404725,469218,1446883,6662553,1462502,693671,10265609,5825770,782564,16873943,1446883,3039219,1462502,693671,6642275,5596869,382458,12621602,158426,5155,158426,5155,16206,5155,2610,163581,7765,-155816,239581,167986,80600,120040,320181,288026,-32155,238699,116601,16176,13832,13041,384517,13832,37259,483516,42877,464653,497348,32695,1239537,69253,797,62510,1372097,61407,1470070,36566,1470070,1470070,0,9696,4715,0,14411,0,22635,10068,36049,37046,46117,9071,64366,6993,0,71359,5056,76415,0,76415,76415,3887,5067,16997,25951,154418,179104,4395,10134,184764,189238,4474,281524,16700,36960,439987,0,614124,136201,336848,454685,1407659,1339937,502668,165281,59098,1959903,1969425,9522,9132,28026,0,9132,28026,145354,128839,9334,6955,163820,163820,68703,16261,609679,69472,154436,609679,326615,127449,608500,609679,1179,13624,2205,0,4445,59721,75550,4445,194348,273885,8473,278371,278330,-41,129712,16700,9362,45892,7008,336848,146082,399440,252551,467,399100,399440,340,69485,0,366069,0,0,69485,366069,421069,99944,19558,52143,510112,518156,8044,206057,1403487,70469,1037742,165553,198060,57207,7586,499286,2646875,2372413,112603,4502,116723,2876201,2876201,23844,336821,360665,437838,38699,38474,437838,437838,118802,76832,188410,123480,197510,23850,7586,266132,470338,351857,73904,4502,78249,622491,622491,87255,944767,40918,512511,42073,550,33357,203603,1457828,1254225,1457828,1457828,0,358044,29551,0,29551,358044,328493,358044,358044,22308,22308,776,23084,23084,23084,23746,23746,2482,26228,26228,26228,901755,113879,1346523,0,0,1015634,1346523,404704,129471,74586,18930,1494924,1494924,353802,353802,19178,372980,372980,372980,91332,91332,9545,100877,100877,100877,2187652,3850,2185480,8196,2199698,2185480,83863,89885,8196,2283561,2283561,52060,1507,0,53567,16828,70395,0,70395,70395,220528,13195,220528,13195,0,207333,0,0,220528,220528,1884123,1884123,0,1884123,0,0,1884123,1884123,0,13757,561845,409101,15091,30033,29217,61506,606153,514397,15575,1700,31471,14720,653199,530817,-122382,59192,17413,19507,36920,59192,5221,36920,64413,27493,78906,12939,455364,1069451,588103,122,287731,534392,1958224,1148861,423185,1840,0,1685093,2381409,696316
1981,7898181,2063014,357655,365026,10683877,6626974,659285,17970135,523396,1555995,7109611,1595704,769344,11030654,6552461,910416,18493531,1555995,3421878,1595704,769344,7342921,6292810,492667,14128397,109739,5703,109739,5703,16241,5703,4095,115442,9798,-105644,278089,181330,101061,163236,379150,344566,-34584,284890,97936,17367,14482,11588,411781,14482,36027,509709,40651,488459,524191,35732,1336755,80671,655,64878,1482959,86831,1608628,38838,1608628,1608628,0,12386,6425,0,18811,0,43755,11914,48197,62566,60111,-2455,154610,18416,0,173026,13279,186305,0,186305,186305,1784,4887,13661,20332,211586,250633,4404,9774,236322,260407,24085,314754,21100,46534,492918,0,709823,161559,363230,522847,1587071,1527471,586205,181556,72027,2231874,2245303,13429,8199,42722,0,8199,42722,198830,161519,8041,10829,215070,215070,75752,21950,705719,85335,183037,705719,386193,135509,704739,705719,980,7380,5779,0,4104,69085,82244,4104,231346,319417,10344,323934,323521,-413,158648,21100,10606,59323,7139,363230,176393,443653,265039,600,442032,443653,1621,72974,0,390873,0,0,72974,390873,446063,105269,27062,61198,546099,557340,11241,207001,1505450,87862,1168549,189833,197835,64019,8824,548715,2880658,2598536,131507,15400,150486,3162651,3162651,26284,380402,406686,510908,43354,60868,510908,510908,105594,83987,226381,142821,197394,22980,8824,271395,516586,407562,88153,15400,89618,694357,694357,101407,1017297,57515,561766,47012,441,41039,246973,1579504,1332531,1579504,1579504,0,377882,30347,0,30347,377882,347535,377882,377882,28894,28894,915,29809,29809,29809,30927,30927,3043,33970,33970,33970,800923,109002,1225637,0,0,909925,1225637,397420,139924,74683,16467,1382028,1382028,369351,369351,22593,391944,391944,391944,118949,118949,11704,130653,130653,130653,2345339,4564,2343148,9338,2359241,2343148,101268,108023,9338,2460509,2460509,52640,1624,0,54264,14570,68834,0,68834,68834,230103,13833,230103,13833,0,216270,0,0,230103,230103,2084376,2084376,0,2084376,0,0,2084376,2084376,0,14723,611151,442051,17633,30572,31551,67828,660335,555174,18117,2100,29490,15043,707942,572317,-135625,53608,1778,17565,19343,53608,4464,19343,58072,38729,86791,14722,592839,1233825,623456,205,329462,679835,2201465,1276517,447492,2876,0,1959228,2648957,689729
1982,8565059,2189414,406252,399659,11560384,7405463,688657,19654504,317706,1628952,7484730,1811579,846991,11772252,7329193,870765,19972210,1628952,3623171,1811579,846991,7910693,7030492,615609,15556794,125885,5405,125885,5405,16882,5405,5250,131290,10655,-120635,371345,204889,96652,232010,467997,436899,-31098,305157,112027,24513,15043,10390,452087,15043,37784,547822,39458,529329,562865,33536,1510402,91673,1127,70885,1674087,97976,1821274,49211,1821274,1821274,2427,10063,8518,0,21008,0,53954,14732,58010,74962,72742,-2220,186712,19031,0,205743,14185,219928,0,219928,219928,2435,5106,16086,23627,232213,285813,5986,10212,261826,296025,34199,379590,29600,47703,533603,0,872701,178155,403983,605448,1839887,1783724,678347,219806,87367,2608978,2605601,-3377,7948,37614,0,7948,37614,212566,174175,6329,15054,226843,226843,98653,24255,869350,100592,223500,869350,497708,150687,871895,869350,-2545,3400,3322,0,3351,70180,76902,3351,301541,383892,10914,389357,387243,-2114,201416,29600,12178,74466,7383,403983,220977,508049,286705,733,508415,508049,-366,76121,0,421523,0,0,76121,421523,485204,120280,51143,72313,612468,614116,1648,217282,1568287,95342,1277111,206050,208328,71958,9791,590632,3063517,2771432,138815,20144,179876,3382208,3382208,26881,433708,460589,582053,44501,76963,582053,582053,106394,92616,234507,156674,208006,25680,9791,288748,544920,433255,94314,20144,102913,742147,742147,110888,1052072,64555,608896,49376,322,46278,271097,1661290,1390193,1661290,1661290,0,396718,30787,0,30787,396718,365931,396718,396718,31897,31897,-54,31843,31843,31843,28211,28211,3025,31236,31236,31236,845288,128675,1386479,0,0,973963,1386479,500198,158564,88324,17442,1562485,1562485,210743,210743,16626,227369,227369,227369,89590,89590,9602,99192,99192,99192,2388484,4980,2385490,10345,2403809,2385490,122561,130535,10345,2526370,2526370,65110,3070,0,68180,20173,88353,0,88353,88353,237912,14679,237912,14679,0,223233,0,0,237912,237912,2331384,2331384,0,2331384,0,0,2331384,2331384,0,15550,614124,457218,22425,35325,32899,74509,669448,582602,20242,2600,30085,11041,719775,596243,-123532,50820,2283,19090,21373,50820,4856,21373,55676,34303,95310,15515,817651,1276208,660098,196,358708,913157,2310529,1363104,465421,3158,0,2279419,2775949,496530
1983,9330228,2428099,396241,449132,12603700,8215944,766469,21586113,415078,1793652,8039635,2053141,908278,12794706,8195018,1011467,22001191,1793652,3858948,2053141,908278,8614019,7835481,687800,17137301,105509,5130,105509,5130,14761,5130,5025,110639,10155,-100484,371233,219219,114992,220133,486225,439352,-46873,315392,142066,16444,15732,10129,484031,15732,37069,588062,45145,566245,603794,37549,1728457,101674,676,67418,1898225,98289,2031996,35482,2031996,2031996,6937,14393,12629,0,33959,0,53028,11841,154154,86987,165995,79008,149944,11153,0,161097,18370,179467,0,179467,179467,3248,3145,32665,39058,253290,315712,6659,6289,299006,322001,22995,456251,41000,70810,568188,0,1048059,191502,450209,718563,2107456,2019683,784565,237441,84633,2975687,2976654,967,12188,36775,0,12188,36775,234474,195463,7116,21540,253778,253778,135914,36167,1044748,112493,284574,1044748,595448,163562,1043584,1044748,1164,4642,4187,0,3311,70054,78883,3311,366624,451587,11183,456690,454898,-1792,246752,41000,18268,83897,7955,450209,272975,575106,301369,867,575211,575106,-105,68943,0,447516,0,1000,69943,447516,521768,137515,54713,63093,646424,648124,1700,215849,1718572,106005,1431001,214814,232721,90894,10900,627562,3393194,3059903,139788,25890,180373,3713355,3713355,25965,464601,490566,615569,50799,74204,615569,615569,104536,102953,260772,164218,232480,36730,10900,305484,607105,470889,88989,25890,106169,802263,802263,111313,1144776,70640,705628,50596,241,54164,286713,1850645,1563932,1850645,1850645,0,444878,35365,0,35365,444878,409513,444878,444878,26988,26988,-925,26063,26063,26063,30913,30913,3482,34395,34395,34395,939597,159277,1630514,0,0,1098874,1630514,647537,199298,109555,26154,1855966,1855966,262731,262731,23068,285799,285799,285799,106890,106890,12033,118923,118923,118923,2446925,5058,2443283,11714,2463697,2443283,139506,148206,11714,2603203,2603203,98040,4501,0,102541,24432,126973,0,126973,126973,246680,15637,246680,15637,0,231043,0,0,246680,246680,2614619,2614619,0,2614619,0,0,2614619,2614619,0,17981,678921,464977,26191,40336,34398,81623,739510,604917,22899,5086,29005,11131,791414,621134,-170280,55727,5120,21832,26952,55727,4626,26952,60353,33401,111538,16099,841274,1308143,695526,294,365546,953106,2385314,1448563,579002,3852,0,2405520,2964316,558795
1984,9927217,2713177,412628,520690,13573712,9352906,875161,23801780,345950,2013847,8483191,2315005,978639,13790682,9295388,1061660,24147730,2013847,4372275,2315005,978639,9679766,8901744,733539,19315048,86843,4803,86843,4803,14627,4803,5641,91646,10444,-81202,415386,260063,119594,247216,534980,507279,-27701,327378,160237,21828,16418,15759,525202,16418,43076,637541,49641,617919,653959,36040,1975034,104224,1208,70822,2151288,104532,2295945,40125,2295945,2295945,6902,13284,13426,0,33612,0,60673,18852,153328,94285,172180,77895,194318,16062,0,210380,23174,233554,0,233554,233554,3919,3328,53122,60369,328630,399322,6758,6656,395757,405978,10222,534745,51171,79492,660216,0,1235985,210191,494993,824428,2442365,2342676,926870,293903,86615,3461007,3455850,-5157,9742,58490,0,9742,58490,287632,223490,8327,23721,305701,305701,185722,41948,1232741,121603,349273,1232741,685196,200289,1234758,1232741,-2017,11880,5319,0,3244,74572,91771,3244,427574,526197,11969,531314,529441,-1873,291176,51171,22483,104439,9016,494993,322675,650603,327883,1000,651558,650603,-955,45967,0,497287,0,5000,50967,497287,614391,177183,72318,62894,737676,737364,-312,214585,1926457,130832,1665530,231856,260472,108789,18641,686062,3871100,3504935,167916,48668,200649,4239665,4239665,19631,541632,561263,708421,57226,89932,708421,708421,111576,101644,310646,180393,260331,44390,18641,336359,691262,527642,110690,48668,110717,912669,912669,103009,1278598,92454,813252,51463,141,64399,311325,2091991,1780666,2091991,2091991,0,526584,38378,0,38378,526584,488206,526584,526584,24401,24401,-1613,22788,22788,22788,37203,37203,4610,41813,41813,41813,847020,175013,1553653,0,0,1022033,1553653,662280,209518,104852,25994,1789165,1789165,263661,263661,25326,288987,288987,288987,116169,116169,14395,130564,130564,130564,2445060,5140,2441094,13140,2463340,2441094,160625,169731,13140,2623965,2623965,119018,7193,0,126211,27126,153337,0,153337,153337,252717,16721,252717,16721,0,235996,0,0,252717,252717,2896256,2896256,0,2896256,0,0,2896256,2896256,0,21111,753413,504505,31273,47479,37508,89461,822194,662556,26540,5465,29808,10647,878542,678668,-199874,60318,9726,22801,32527,60318,7779,32527,68097,35570,114184,15108,976306,1444503,733127,1698,375544,1092188,2568282,1629542,658237,4632,0,2726362,3226519,500157
1985,10939051,3109004,461061,701855,15210971,10731232,1083288,27025490,406993,2369161,9310228,2613309,1158947,15451645,10764359,1216479,27432484,2369161,4735415,2613309,1158947,10876832,10236647,753758,21867237,93127,5382,93127,5382,18062,5382,7293,98509,12675,-85834,434679,308711,162328,252564,597007,561274,-35732,338859,197485,33973,17052,17182,587499,17052,58080,721964,54449,700028,739016,38988,2101333,109901,1248,79215,2291697,108995,2444041,43349,2444041,2444041,7791,16023,13346,0,37160,0,62377,23342,161763,99537,185105,85568,206063,14516,0,220579,23224,243803,0,243803,243803,3374,6428,74128,83930,411385,470775,7517,12856,502832,483631,-19201,676531,81334,86923,780402,0,1429132,293848,651111,1057302,2941979,2756564,1117243,363921,94352,4177787,4153574,-24213,10478,72207,0,10478,72207,339882,267071,8166,19248,358526,358526,178033,46856,1425915,171160,396049,1425915,814614,226392,1437055,1425915,-11140,9315,4017,0,3217,105083,118415,3217,498343,625659,17478,634236,628876,-5360,397033,81334,25572,127039,9605,651111,432210,859484,428848,1200,862258,859484,-2774,92150,0,581156,0,8000,100150,581156,674877,224513,110685,75104,885712,880773,-4939,253306,2248394,146563,1797732,250671,332882,161717,26820,812257,4405828,3944621,211359,56021,195712,4812899,4812899,26136,585944,612080,765292,62562,90650,765292,765292,137132,122919,332083,197367,332810,87510,26820,422009,814632,590461,148797,56021,105062,1068491,1068491,116174,1488765,104058,879705,53304,72,74207,347743,2368542,2020799,2368542,2368542,0,610574,42505,0,42505,610574,568069,610574,610574,20675,20675,-1441,19234,19234,19234,41644,41644,5355,46999,46999,46999,1033079,214143,1917631,0,0,1247222,1917631,886392,308391,136791,44383,2270405,2270405,370692,370692,33205,403897,403897,403897,153289,153289,19708,172997,172997,172997,2508612,4828,2503894,14441,2527881,2503894,190067,199613,14441,2717948,2717948,219442,10799,0,230241,42724,272965,0,272965,272965,264250,17829,264250,17829,0,246421,0,0,264250,264250,3184551,3184551,0,3184551,0,0,3184551,3184551,0,24224,803140,546211,34952,58119,41283,98210,879375,726764,29610,7998,30028,9985,939013,744747,-194266,60605,12875,26793,39668,60605,8831,39668,69436,29768,145234,15209,1109943,1508821,752913,7689,382806,1262866,2659749,1750750,969289,3506,0,3017122,3629038,611916
1986,12128510,3424113,492017,784625,16829265,12260964,1358775,30449003,260327,2632598,10090203,2917027,1241389,16881217,12345314,1482799,30709330,2632598,5026916,2917027,1241389,11817930,11711452,855964,24385345,110823,5993,110823,5993,20479,5993,8395,116816,14388,-102428,551473,409316,212897,304125,764370,713441,-50929,456032,198348,32846,17567,20364,707590,17567,66392,846967,59554,833536,864534,30998,2223118,127838,1433,78130,2430519,119765,2591103,40819,2591103,2591103,8753,19201,11903,0,39857,0,69027,26954,191717,108884,218671,109787,246652,21344,0,267996,24156,292152,0,292152,292152,5073,8661,78977,92711,501907,574529,10867,17322,605485,591851,-13633,727237,78372,88684,892043,0,1612293,329305,724873,1145226,3307581,3274087,1420022,458734,109768,4878047,4837371,-40676,10173,62865,0,10173,62865,366693,298632,8038,23407,384904,384904,165445,51096,1608685,205227,421768,1608685,935087,269388,1626243,1608685,-17558,10108,2360,0,3608,103663,116131,3608,673966,804601,24989,815086,808209,-6877,416632,78372,25055,117138,10415,724873,452102,920383,472197,1400,925699,920383,-5316,135052,0,712040,0,10000,145052,712040,826144,316789,154919,86361,1126115,1115190,-10925,269635,2513855,144909,1983133,257450,395254,196505,27257,868499,4919499,4412082,248289,77617,190410,5358198,5358198,22885,652566,675451,833079,70032,87596,833079,833079,157033,132416,367221,203093,395218,110500,27257,470626,922112,654940,178257,77617,102814,1203183,1203183,112602,1692199,97892,963346,54357,36,86005,350856,2655581,2304725,2655581,2655581,0,666355,47017,0,47017,666355,619338,666355,666355,24955,24955,-720,24235,24235,24235,51191,51191,7106,58297,58297,58297,1249742,265538,2241896,0,219,1515499,2241896,983528,367904,183172,72399,2682199,2682199,492660,492660,45853,538513,538513,538513,200911,200911,13758,214669,214669,214669,2626878,4187,2620480,15923,2646988,2620480,241615,252200,15923,2888603,2888603,375743,15676,0,391419,58948,450367,0,450367,450367,282494,18871,282494,18871,0,263623,0,0,282494,282494,3496575,3496575,0,3496575,0,0,3496575,3496575,0,26486,816308,529417,32630,72737,42216,107724,891154,736364,35362,7632,31447,9992,957963,753988,-203975,66053,20348,29527,49875,66053,10284,49875,76337,26462,165650,13885,1199393,1505079,794312,9382,381535,1374425,2694811,1877489,1066532,4709,0,3256622,3761343,504721
1987,12947402,3674810,501373,866439,17990024,13417610,1513457,32921091,191145,2877269,10692020,3133405,1354720,18057415,13435028,1619793,33112236,2877269,5440068,3133405,1354720,12805462,12839463,916109,26561035,137931,6951,137931,6951,16688,6951,10283,144882,17234,-127648,578851,472904,260267,318462,839117,791366,-47751,451128,208865,21410,18177,21392,702795,18177,68128,849537,62015,832938,867714,34776,2364522,126333,1651,80555,2573061,120147,2735458,42250,2735458,2735458,9759,16262,13065,0,39086,0,59272,20351,226269,98358,246620,148262,272141,22058,0,294199,21897,316096,0,316096,316096,3362,6545,90908,100815,563553,634977,13111,13090,677479,648067,-29413,851303,78073,78567,986175,0,1716776,349606,817678,1279476,3598702,3637532,1699070,508450,120585,5425458,5418357,-7101,14966,73768,219,15185,73768,413716,337909,9021,26245,437922,437922,170212,41589,1711632,218286,430087,1711632,986168,296301,1712556,1711632,-924,16572,2648,0,5144,108896,128116,5144,818701,972608,28322,975139,977752,2613,523080,78073,19364,116224,10205,817678,552649,1011975,460172,1600,1014421,1011975,-2446,141439,0,796183,0,12000,153439,796183,958775,388553,173206,94340,1285420,1279076,-6344,288410,2740684,147077,2150202,242290,464938,234037,24898,911814,5380722,4818301,237603,78072,189862,5808187,5808187,26822,666130,692952,833548,52219,88377,833548,833548,170581,132545,408806,193222,464917,139340,24898,503143,1031166,736820,185384,78072,101485,1318035,1318035,117829,1882677,93049,1075266,49068,21,94697,354643,2957964,2603321,2957964,2957964,0,698640,54028,0,54028,698640,644612,698640,698640,27104,27104,-146,26958,26958,26958,66999,66999,8681,75680,75680,75680,1210754,275803,2287678,0,687,1487244,2287678,1034050,327922,189006,94700,2710300,2710300,538063,538063,53787,591850,591850,591850,236818,236818,3702,240520,240520,240520,2733333,3685,2727456,17134,2754152,2727456,254379,263941,17134,3008531,3008531,404113,12817,0,416930,64536,481466,0,481466,481466,313725,20076,313725,20076,0,293649,0,0,313725,313725,3801361,3801361,0,3801361,0,0,3801361,3801361,51818,43105,881598,578862,40608,80214,45983,117813,1020007,819994,40735,6828,31546,10600,1092288,837422,-254866,71717,20739,30010,50749,71717,8378,50749,80095,29346,195035,15407,1333216,1586113,826273,13261,394331,1541512,2822125,2102587,1273104,5589,0,3649688,4095229,445540
1988,14219532,4179205,471319,911873,19781929,14657762,1764485,36204177,68613,3163638,11779397,3365414,1424294,19732743,14689197,1850849,36272789,3163638,6034999,3365414,1424294,13988344,14008142,1020843,29017330,117071,6593,117071,6593,20131,6593,9637,123664,16230,-107434,622372,511670,297944,359329,920316,870999,-49317,460921,225196,32118,18799,29292,747527,18799,69385,893884,65592,882504,912683,30179,2551343,129230,1404,80481,2762458,130214,2936044,43372,2936044,2936044,10708,21554,10085,0,42347,0,69007,19030,238747,111354,257777,146423,285064,20959,0,306023,32839,338862,0,338862,338862,4981,8682,89894,103557,629421,692755,13038,17363,746015,710118,-35897,1009872,79564,74715,1102799,0,1847011,368434,883989,1453021,3913363,3962764,1920232,588669,176524,6004454,6010119,5665,13648,85676,687,14335,85676,487186,377740,11838,49943,513359,513359,218757,38251,1824433,212746,469754,1824433,995012,353839,1818605,1824433,5828,36668,6022,0,22578,131713,174403,22578,901375,1093384,34193,1109971,1115962,5991,594883,79564,16794,116409,10288,883989,621965,1079962,460453,1800,1084218,1079962,-4256,159564,0,900714,0,13000,172564,900714,1118738,449108,186999,126581,1478301,1476403,-1898,307509,3022530,181253,2336218,216820,522604,250157,9000,955739,5890352,5270892,260903,99979,175355,6326610,6326610,27035,718260,745295,878153,52091,80767,878153,878153,187191,136759,454426,168803,522588,151510,9000,507504,1122773,818690,208812,99979,94588,1426173,1426173,120318,2113530,120496,1163532,48017,16,98647,387478,3277078,2889600,3277078,3277078,0,745206,60757,0,60757,745206,684449,745206,745206,30781,30781,943,31724,31724,31724,77855,77855,9387,87242,87242,87242,1552536,230344,2559333,0,1688,1784568,2559333,1077238,387624,213813,128662,3075619,3075619,615657,615657,67239,682896,682896,682896,314053,314053,-9765,304288,304288,304288,2877591,3753,2871013,18448,2899792,2871013,292865,303196,18448,3192657,3192657,420389,10627,94,431110,71987,503097,0,503097,503097,341893,21249,341893,21249,0,320644,0,0,341893,341893,4131497,4131497,0,4131497,0,0,4131497,4131497,54690,45709,984210,640021,40682,88180,50757,128620,1130339,902530,49257,8548,33644,12165,1213240,923243,-289997,71132,26010,33652,59662,71132,9741,59662,80873,21211,215520,15835,1645945,1806973,860978,7424,402685,1868889,3086471,2311340,1451848,10311,0,4190539,4538319,347780
