1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2020:Q2,116839568,4483491,738692,829745,64867,1100444,3421769,32386793,465692,11776232,8340237,2191344,9613288,27342475,4476845,4438363,15745709,2681558,12047,21237518,3681938,6055308,507943,245225,364957,14366357,117314156,104686855,4490712,7711887,14163744,15793,5087590,2854041,14213459,560596,9722709,3930154,1956382,308731,1647651,166060,16776147,2213367,28213269,346775,152550,6325079,12627301,8760080,3867221
2020:Q3,119043879,4207635,696661,766396,59430,1043650,3399515,33212940,432670,12113541,8496902,2250576,9919251,27414659,4269324,4474806,15966604,2703925,7734,22788913,3765220,6386632,512122,268223,370416,14143733,119562439,106307369,4349948,7964878,14205461,14926,4846839,2885169,14279636,560122,9846036,3873478,1858859,315466,1543393,168588,17749306,2249661,28852236,370537,147324,6364001,13255070,9270538,3984532
2020:Q4,124316748,4472886,761298,735239,36728,1052675,3540146,34005764,387557,12367066,8717773,2322608,10210760,27798218,4213167,4642890,16198184,2743977,7179,25914872,3962656,7053468,516580,291277,376326,13791437,125737872,110522398,4560012,9176015,13672222,15340,4765920,2949859,14569344,575577,10066466,3927301,1865852,353447,1512405,171903,19562556,2303718,29958087,397218,149776,6404576,15215474,11031852,4183622
2021:Q1,127350040,5227921,849637,701521,46002,1128023,3270531,34336196,530851,12499849,8820619,2344344,10140533,28050864,4235379,4738750,16378193,2698542,5998,27251076,4101555,7199658,525211,313432,387639,13954778,130090516,113558383,5230711,9074263,14186072,17641,4979998,2909543,14709319,600104,10206533,3902682,1915409,355922,1559487,172764,20271300,2313287,30353744,419820,137142,6867370,16532133,12276364,4255769
2021:Q2,132012623,5025218,790419,693294,36302,1152340,3778612,35217569,488844,12863473,8927492,2413632,10524128,29018747,4188522,4972225,16944882,2913118,5008,29141131,4231130,7560987,536448,335658,400921,14088839,134851221,117151674,5020284,9169796,13981824,15576,5015397,3728540,15259259,521629,10387647,4349983,2069839,511588,1558251,168443,21459746,2356910,31089957,437547,136742,7241814,17699547,13318215,4381332
2021:Q3,133408093,5308158,835913,673884,34538,1202524,4373064,35307904,441901,12668615,9121623,2433483,10642282,29319697,4137394,4937207,17279129,2965967,1690,28819080,4255759,7453342,545333,357778,412582,14506847,136336197,118410110,5456657,8884433,14128026,15550,5019225,4408050,15410335,501772,10516398,4392165,2103572,502908,1600664,159089,21374931,2377026,31154312,460635,142698,7315571,17926087,13529929,4396158
2021:Q4,136941863,5101367,818162,629930,33444,1237414,4662388,36174411,429043,13377641,9101200,2476610,10789917,30203638,4341378,5134346,17673587,3054327,-6754,30843482,4316932,7619715,556123,379954,412082,13959575,140298087,121308814,5292095,9397646,14432195,14303,5205455,4682754,15604626,491814,10679376,4433436,2115381,494762,1620619,166344,22208761,2399416,31784987,486980,146029,7371842,18989273,14478916,4510357
2022:Q1,134062875,5053840,795840,603356,37108,1187361,4581556,34850951,494697,13005510,8794417,2327690,10228637,30779611,4387599,5298332,18027697,3065983,-13825,29077941,4173991,7087690,557857,405989,422443,14461166,138370708,119915550,5325661,9876892,14536543,14107,5090707,4578884,15986687,607249,10907424,4472014,2247231,442534,1804697,155818,20698125,2392715,30816653,494291,88628,7612608,18455158,14126245,4328913
2022:Q2,127441823,4464976,777348,657724,22225,1085924,4888252,32992213,530688,12306293,8447089,2213003,9495140,31615208,4578926,5417648,18437039,3181595,-7936,24553490,3889109,6119064,559362,431963,432588,14960314,131377968,115193173,4708002,10187121,14089221,13298,5032439,5024071,16290379,651874,11175743,4462762,2309434,436626,1872808,142313,17759596,2367831,29121613,499389,71948,7576518,16184795,12181511,4003284
2022:Q3,124667548,4358007,742837,693574,25053,1058918,5106226,31373404,526373,11534787,8060534,2107175,9144535,32277479,4653304,5608897,18759553,3255725,-15818,23072587,3791188,5747149,561165,458029,432115,14985635,129256110,113621891,4698475,10105722,13822799,11990,5084242,5226330,16457822,652792,11423095,4381935,2373608,435380,1938228,136018,16617102,2371123,28380962,507533,56600,7771565,15634219,11711495,3922724
2022:Q4,126749832,4159058,765018,742439,21853,1013667,5391963,31325121,534391,11193903,8106395,2101986,9388446,32792024,4770616,5670023,18999105,3352280,-14448,24876127,3925496,6010918,561025,484200,438261,14257111,131623690,114800191,4512763,9809824,13812289,10365,5223061,5403151,16854889,674289,11658758,4521842,2463657,440200,2023457,121185,17333353,2398894,28595168,515874,69755,7675963,16823499,12811714,4011785
2023:Q1,131181784,4928353,746655,791330,29372,1068177,6085324,31969548,514718,11222216,8474467,2103791,9654356,33091360,4787678,5837432,19132826,3333424,-9969,26156081,4113537,6353943,574758,506923,455211,14321182,135116620,118180638,5433767,9509989,13432912,15129,5692567,5819192,17218106,661802,12021570,4534734,2639373,424113,2215260,121619,18166217,2440779,29269931,543842,71918,7805297,16935982,12780539,4155443
2023:Q2,132544058,4765998,735576,815075,29353,1073083,5960876,31702039,589343,11072324,8363757,2080384,9596231,33168606,4768693,5714535,19288008,3397370,-14019,27777656,4156620,6548656,583435,529628,468497,14242980,136946884,119308278,5204827,9610386,13474834,13314,5917351,5499573,17185788,686057,11954397,4545334,2432381,418057,2014324,122405,18850539,2463725,29890475,576407,67279,7998994,17638606,13393064,4245542
2023:Q3,130706456,4747969,674926,810987,39918,1065056,5569777,31078915,573026,11263826,7967484,1980889,9293690,33398213,4758897,5727028,19466885,3445403,-11922,26666439,4121377,6279520,595686,552264,478708,14638624,135703002,118307147,5172418,9690345,13556360,13256,6142962,5006952,17160972,699804,11919223,4541945,2303188,425872,1877316,126275,18106592,2450011,29652240,603855,70784,8250937,17395855,13186544,4209311
2023:Q4,135838336,4775010,708675,861252,32144,1061133,5327474,32824587,626659,12087649,8324651,2061787,9723841,33877053,4806976,5956404,19606211,3507462,-11867,29554848,4266065,6837228,608611,575004,494784,14046336,140789212,121585034,5302180,9889528,13663109,13150,6357551,4553665,17355231,688063,11955799,4711369,2315873,426908,1888965,119954,19599666,2468195,30704566,629773,99248,8513345,19204178,14870511,4333667
2024:Q1,139130681,5002276,672747,915591,19469,1063180,5109850,33221982,632361,12355516,8224897,2035129,9974079,33903822,4808492,5947608,19697570,3450152,-9805,32071047,4397109,7189797,609167,607454,503717,13853278,144899382,124189523,5471330,10204862,13659080,12835,6440700,4333493,17502689,697893,11953713,4851083,2287308,442655,1844653,122730,20830730,2513482,31530048,657910,87662,8534664,20709859,16220448,4489411
2024:Q2,139823929,4693693,694608,865690,30064,1069054,5360568,33124369,595713,12183252,8261628,2032062,10051714,34238042,4889821,6035517,19832877,3479827,-15652,32595763,4400139,7225099,610159,639868,507057,13785409,145672091,124562203,5195027,10071186,13553028,12827,6548352,4565954,17522157,705431,12037239,4779487,2275089,411596,1863493,116170,20994646,2532484,31816648,680939,98788,8578908,21109888,16547799,4562089
2024:Q3,144103390,4461037,729678,906054,21477,1100650,5638242,34802361,619730,12866204,8611575,2069517,10635335,34499602,4914658,6097534,19990548,3496862,-20908,34455034,4535248,7521181,611902,672312,505470,13664050,149939972,127191347,4934937,10310195,13667786,13937,6839054,4433785,17807286,738727,12117499,4951060,2366282,428624,1937658,103953,22028107,2563502,32531764,708992,124916,8756851,22748625,18016874,4731751
2024:Q4,143849354,4299027,744521,855580,22080,1125507,5440575,34420090,606908,13032947,8379226,2040693,10360316,35090679,5161153,6358402,20154826,3416298,-22660,34647383,4427090,7383592,612809,704706,499358,13599019,150657514,127211805,4881889,10407811,13702792,14330,7243180,4201502,17895322,722422,12254123,4918777,2331734,617747,1713987,105427,21684710,2576601,32602646,735574,103898,8724389,23445709,18668121,4777588
2025:Q1,144927536,4594173,756056,897892,19938,1137012,6000787,35297659,700680,13181455,8651215,2018883,10745426,35153729,5256659,6322300,20231430,3343340,-25254,33451755,4576507,7168176,618134,734055,514583,14032334,151327519,127725438,5251613,10313123,13772990,14519,7397905,4543110,18087559,760594,12275770,5051195,2401561,667241,1734320,104450,21179042,2582637,32364289,767480,94194,8850966,23602081,18843753,4758328
