1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1975:Q4,13136,1136,12740,6676,0,0,712,5808,-456,-6104,3636,944,2004,-12688,4568,928,3640,788,8,13136,-12944,3124,1780,1344,7718,1260,3964,0,-456,0,616,2520,868,0,-84,308,156,0,36,0,5676,3644,2032,4338
1976:Q1,36580,740,15220,6624,0,0,-352,6852,2096,19996,-3744,-2880,-1828,28448,468,-788,1256,-72,228,36580,23744,12840,11736,1104,5934,-2620,456,0,2096,0,-780,-2516,868,0,-40,16,152,0,660,0,-2008,-2968,960,-1766
1976:Q2,44884,620,16072,7788,0,0,660,3456,4168,26308,7532,-308,684,18400,1780,1224,556,-84,188,44884,24388,2704,1276,1428,11268,-168,6112,0,4168,0,516,500,348,0,80,-80,148,0,432,0,4456,2568,1888,-3876
1976:Q3,1228,508,5296,-2008,0,0,-104,6712,696,-6156,1868,1940,2952,-12916,772,100,672,604,204,1228,-14068,7312,5040,2272,-848,1916,-860,0,696,0,496,-1356,-340,0,-124,-192,148,0,-188,0,3916,2948,968,3860
1976:Q4,17236,540,2992,-64,0,0,448,10092,-7484,6436,-6012,-2796,4908,10336,6448,4876,1572,612,208,17236,9336,3712,728,2984,-934,-2968,-4292,0,-7484,0,684,2464,-436,0,48,72,144,0,216,0,11692,10232,1460,690
1977:Q1,49068,476,10860,-1252,0,0,-784,4960,7936,40740,852,2972,-2792,39708,-3276,-2980,-296,-48,316,49068,47720,-4260,-6408,2148,2134,2752,4620,0,7936,0,-580,-2964,-44,0,-120,-4,140,0,256,0,-6132,-6556,424,2234
1977:Q2,36468,568,25340,17440,0,0,640,4904,2356,6740,-4112,300,1064,9488,3676,456,3220,-240,384,36468,8520,10184,7800,2384,5914,152,4348,0,2356,0,520,652,272,0,256,-40,140,0,192,0,4128,2160,1968,3222
1977:Q3,31164,500,6472,-2592,0,0,-184,14220,-4972,14376,7412,556,-840,7248,9700,1248,8452,-264,380,31164,14532,8932,6032,2900,-1568,424,-4084,0,-4972,0,-268,452,508,0,80,192,136,0,-212,0,1460,224,1236,11468
1977:Q4,10784,500,-18396,-26984,0,0,212,6492,1884,26504,13016,1104,9272,3112,1976,4288,-2312,-140,340,10784,-10940,10872,7576,3296,-8216,968,6408,0,1884,0,1420,2604,564,0,-160,128,132,0,-164,0,15948,13772,2176,-4256
1978:Q1,13628,440,11400,824,0,0,-184,10428,332,3532,-15828,-176,-4016,23552,-2104,-2248,144,-76,436,13628,52460,-12416,-15608,3192,-5926,-292,-3780,0,332,0,-2020,-3040,436,0,208,-160,128,0,336,0,-5340,-6448,1108,-11078
1978:Q2,67368,496,24960,15900,0,0,-140,9180,20,38476,16040,300,1304,20832,2936,-1020,3956,-120,620,67368,18232,12800,9568,3232,18686,240,1996,0,20,0,572,648,348,0,220,136,124,0,-72,0,2388,144,2244,13026
1978:Q3,41876,472,23032,13272,0,0,-368,7744,2384,15856,-2204,-12,-2676,20748,2172,-240,2412,32,312,41876,13668,12844,9544,3300,4326,112,4740,0,2384,0,1592,-428,352,0,128,-200,124,0,788,0,-1252,-3284,2032,7438
1978:Q4,-34448,592,-30164,-42276,0,0,916,7740,3456,-12484,-19596,8,5196,1908,6832,2484,4348,380,396,-34448,-17672,25056,21688,3368,716,228,7996,0,3456,0,1532,2716,260,0,-136,344,120,0,-296,0,12168,8596,3572,-62940
1979:Q1,-11712,1308,23132,16788,0,0,-488,8380,-1548,-37252,-44848,-836,-8548,16980,-68,-988,920,812,356,-11712,31652,5404,2388,3016,-22018,-628,-6440,0,-1548,0,-1908,-3952,92,0,296,-132,116,0,596,0,-9920,-10024,104,-9762
1979:Q2,73900,1468,-8804,-18836,0,0,76,8412,1544,71332,45072,-1560,6988,20832,7920,3448,4472,1308,676,73900,36208,-3500,-6472,2972,20704,-1444,5180,0,1544,0,1312,1372,-72,0,80,220,116,0,608,0,12576,10512,2064,4176
1979:Q3,62204,1200,16560,4068,0,0,-392,9984,2900,47880,-1904,716,4240,44828,-5172,-1016,-4156,1320,416,62204,41852,7500,4676,2824,4674,760,3572,0,2900,0,512,-1480,-188,0,20,56,112,0,1640,0,5288,2832,2456,-1442
1979:Q4,35032,1064,8928,-1488,0,0,1248,-8,9176,23788,3280,556,10828,9124,348,1580,-1232,844,60,35032,-30252,26364,23640,2724,-6498,508,16980,0,9176,0,1084,5012,-348,0,328,544,108,0,1076,0,15840,13656,2184,12090
1980:Q1,-23376,1044,8676,-552,0,0,-852,12968,-2888,-16764,-19528,-1008,-2316,6088,-17796,648,-18444,432,1032,-23376,6272,6560,3528,3032,-17232,-1072,-4572,0,-2888,0,1012,-4128,-544,0,200,-96,104,0,1768,0,-736,-2520,1784,-12596
1980:Q2,32088,684,7684,-676,0,0,968,12236,-4844,27960,2472,-892,11652,14728,-5152,536,-5688,84,828,32088,-6164,11088,8140,2948,4502,-912,-2788,0,-4920,76,-316,2680,-792,0,192,-64,100,0,256,0,17640,13156,4484,8722
1980:Q3,45760,520,5584,-10076,0,0,-1076,10292,6444,33648,4652,72,-12792,41716,4460,-104,4564,-32,1580,45760,58804,8420,5688,2732,-3936,44,3212,0,6440,4,-164,-2148,-1096,0,-300,-400,100,0,776,0,-13296,-13972,676,-7488
1980:Q4,19588,716,16464,7024,0,0,-8,2800,6648,2320,2172,-296,2784,-2340,-3868,628,-4496,68,3888,19588,-6260,-16400,-19008,2608,6520,-340,12332,0,6644,4,-152,5788,-1140,0,56,668,96,0,368,0,7552,3404,4148,16184
1981:Q1,42316,688,14184,6224,0,0,-60,8204,-184,29968,-1456,-2816,-6808,41048,-3196,-2200,-996,128,544,42316,55812,-6856,-8808,1952,20374,-2860,-4472,0,-184,0,116,-3512,-924,0,724,-596,92,0,-188,0,-7104,-9068,1964,-12578
1981:Q2,20940,616,2284,-4592,0,0,-240,9212,-2096,18848,10520,-1824,8144,2008,-1852,16,-1868,128,916,20940,24564,-12636,-14756,2120,-32012,-1848,-2976,0,-2104,8,108,876,-764,0,-272,0,92,0,-920,0,9688,7920,1768,36160
1981:Q3,-6400,620,-3620,-11600,0,0,132,3452,4396,348,-10756,-700,-888,12692,-4124,2412,-6536,124,252,-6400,25680,-12064,-14524,2460,-7972,-712,8212,0,4400,-4,64,2292,-676,0,108,264,88,0,1676,0,1180,1656,-476,-20724
1981:Q4,50516,676,23352,14952,0,0,732,14516,-6848,41120,-2764,-384,-12536,56804,-15404,-3844,-11560,112,660,50516,78708,-43104,-45856,2752,21112,-392,-5692,0,-6848,0,-148,2416,-580,0,-476,1040,84,0,-1180,0,-12668,-15648,2980,12552
1982:Q1,20240,620,13464,1296,0,0,-528,3968,8728,10812,11460,-2032,-7996,9380,-5956,-5476,-480,164,1136,20240,27584,424,-856,1280,13184,-2044,-640,0,8720,8,460,-9468,-2008,0,112,-756,76,0,2216,0,-15772,-14000,-1772,-2496
1982:Q2,-12068,560,10724,-52,0,0,716,740,9320,-26192,-19436,-2616,1912,-6052,908,1756,-848,276,1656,-12068,-10940,4324,2040,2284,-28862,-2640,11820,0,9312,8,-160,3192,-424,0,432,-120,72,0,-492,0,11724,4384,7340,2506
1982:Q3,87732,540,21496,8376,0,0,-876,12964,1032,67552,14760,2164,-3460,54088,-3348,-3084,-264,148,1344,87732,53572,10060,5328,4732,20318,2208,5148,0,1032,0,-372,236,-996,0,304,-256,72,0,5128,0,-6204,-7420,1216,2630
1982:Q4,58732,524,-3680,-6752,0,0,-308,18816,-15436,57240,17460,-2200,560,41420,1656,2144,-488,-224,3216,58732,10788,41560,34868,6692,21076,-2316,-9300,0,-15428,-8,-760,7152,-1240,0,580,532,84,0,-212,0,5480,2396,3084,-8556
1983:Q1,108548,680,30040,4444,0,0,608,12040,12948,77524,14036,2372,3420,57696,-1896,-2096,200,-624,2824,108548,83880,-2052,-10020,7968,9260,2264,856,0,12948,0,-1488,-8536,-584,0,884,-244,84,0,-2208,0,3548,1932,1616,10792
1983:Q2,63344,716,29428,17368,0,0,-832,6344,6548,27900,-9852,-1472,1992,37232,3300,2076,1224,-1060,3060,63344,11296,38132,29940,8192,4946,-1536,8036,0,6544,4,-792,1892,532,0,96,-572,88,0,244,0,8132,3236,4896,-5662
1983:Q3,37520,704,29596,17320,0,0,432,23280,-11436,8680,-7880,504,-2752,18808,-2080,-1104,-976,-1128,1748,37520,112,32668,23968,8700,7480,440,-15128,0,-11432,-4,-1840,-1736,1356,0,-260,1068,88,0,-2368,0,520,-3424,3944,11428
1983:Q4,-45696,656,-33984,-44484,0,0,-104,12796,-2192,-15004,-17676,-2200,2816,2056,2004,1872,132,-844,1476,-45696,-54348,51408,42328,9080,-54740,-2212,3376,0,-2204,12,-2244,4732,576,0,956,568,100,0,880,0,10548,4584,5964,272
1984:Q1,167828,628,29296,12676,0,0,192,10876,5552,137944,45752,21156,-1076,72112,-372,560,-932,-640,972,167828,18984,70196,66472,3724,51458,21120,1568,0,5560,-8,-384,-5116,1388,0,892,-4,-1100,0,340,0,-412,-324,-88,4914
1984:Q2,-34252,896,11212,-1192,0,0,-388,12456,336,-48724,-51216,-3928,820,5600,760,640,120,-560,2164,-34252,20804,-13204,-17384,4180,-54492,-3984,7040,0,336,0,3244,2380,1612,0,668,-404,8,0,-804,0,6776,1072,5704,2808
1984:Q3,34420,496,14876,5292,0,0,-104,10780,-1092,20508,44188,1980,232,-25892,-3036,-2072,-964,-412,1988,34420,-20616,8148,2616,5532,48582,1948,-2488,0,-1108,16,-996,-2616,-52,0,852,1156,408,0,-148,0,-384,-1944,1560,-770
1984:Q4,32648,724,-4020,-9956,0,0,144,-2412,8204,36780,-22624,3464,11952,43988,-1488,-2500,1012,-204,856,32648,28760,7540,796,6744,-24492,3436,17908,0,8180,24,256,7480,-676,0,-16,1576,-580,0,1664,0,12004,9596,2408,-12508
1985:Q1,83048,680,18632,6188,0,0,-112,20548,-7992,60020,46496,4692,-7608,16440,1104,1720,-616,52,2560,83048,57180,-24132,-33380,9248,40624,4664,-10628,0,-7952,-40,2424,-6160,956,0,1360,-1608,260,0,132,0,-5036,-6000,964,20376
1985:Q2,34944,780,1836,-12292,0,0,180,14748,-800,26812,-21540,468,3968,43916,1012,1076,-64,316,4188,34944,25228,36908,26476,10432,-34880,436,4040,0,-800,0,76,412,980,0,2188,812,1116,0,-744,0,10300,5224,5076,-7088
1985:Q3,104700,564,13004,-4552,0,0,1140,7600,8816,83656,-32840,2068,2312,112116,4612,2572,2040,428,2436,104700,44500,51028,37836,13192,-32038,2036,20976,0,8780,36,2444,3328,160,0,-1560,3444,2548,0,1796,0,9780,6024,3756,8418
1985:Q4,117536,512,35428,26944,0,0,-736,4188,5032,76100,48888,-1412,1456,27168,1716,0,1716,380,3400,117536,-80984,85188,61132,24056,78260,-1444,45628,0,5168,-136,14280,20368,-2160,0,-580,484,-96,0,8300,0,4188,720,3468,-13300
1986:Q1,87372,620,3428,-12052,2044,0,-808,16256,-2012,85916,-2664,7164,-836,82252,-2036,-1996,-40,408,-964,87372,133896,-20212,-25792,5580,-33534,7132,-10172,0,-2012,0,1412,-5964,-1840,0,-204,-92,1504,0,-2976,0,-3604,-3640,36,13866
1986:Q2,92744,492,-8668,-19640,-244,0,128,10896,192,96236,-17924,7860,2000,104300,4900,3744,1156,508,-724,92744,133496,-12764,-15064,2300,-32860,7832,4216,0,192,0,2176,3608,-1560,0,-400,1376,48,0,-1224,0,7348,5872,1476,-14524
1986:Q3,83872,432,33132,13144,852,0,48,13472,5616,49856,7476,-5220,-84,47684,-1540,-1228,-312,468,1524,83872,89224,-29472,-30408,936,27854,-5248,17680,0,5616,0,1996,1020,-1300,0,1196,848,4420,0,3884,0,792,-1264,2056,-16958
1986:Q4,238084,516,23836,11004,1016,0,168,14984,-3336,209324,19844,3036,9648,176796,2372,-48,2420,292,1744,238084,112076,65900,64400,1500,40176,3012,21524,0,-3336,0,3344,9292,-816,0,2332,3980,-2288,0,9016,0,15884,9768,6116,-20488
1987:Q1,-78420,672,10428,-3232,-1360,0,168,10168,4684,-88368,-23860,392,-6080,-58820,-3116,-1596,-1520,108,1856,-78420,-57552,31296,30320,976,-49356,368,-7496,0,4684,0,204,-6216,-460,0,2508,-2368,852,0,-6700,0,-7828,-7508,-320,12148
1987:Q2,96176,616,32120,17036,-476,0,-480,13144,2896,60372,12036,1792,1512,45032,376,1372,-996,-84,2776,96176,46768,12700,11924,776,36790,1772,1156,0,2896,0,2476,-1196,-320,0,2368,-2796,-420,0,-1852,0,7960,2404,5556,-10970
1987:Q3,33416,468,4908,-16512,-156,0,644,14220,6712,25848,8384,-2404,-8908,28776,1472,1684,-212,-104,824,33416,22980,12440,11672,768,-12326,-2424,12064,0,6712,0,1940,2040,-220,0,1644,-1092,2416,0,-1376,0,-3996,-6580,2584,4678
1987:Q4,-38452,684,13852,-6316,2432,0,-776,35980,-17468,-53160,-19904,4412,7696,-45364,-1156,-856,-300,44,1284,-38452,-30304,-14368,-15304,936,-7406,4396,-288,0,-17468,0,1300,2416,-64,0,528,5976,2612,0,4412,0,13708,6064,7644,-4190
1988:Q1,130196,648,18860,368,-2364,0,1344,3924,15588,108084,40492,3744,-4944,68792,2112,1272,840,176,316,130196,50112,27684,21392,6292,26310,3744,11536,0,15588,0,-5284,-8812,800,0,32,-936,1316,0,8832,0,-1944,-2328,384,12754
1988:Q2,88220,648,29908,8688,-340,0,-824,14828,7556,53940,-9356,6632,4692,51972,3216,520,2696,264,244,88220,27440,30420,24764,5656,-4940,6632,16220,0,7556,0,-1400,-316,2400,0,972,-852,2680,0,5180,0,11812,4388,7424,636
1988:Q3,9352,544,29404,16088,28,0,-204,25764,-12272,-21536,1488,-248,-4000,-18776,-1056,-1792,736,320,1676,9352,4684,460,-2844,3304,19530,-248,-18904,0,-12272,0,-2940,-3616,4400,0,-1436,644,-568,0,-3116,0,-2668,-5996,3328,6498
1988:Q4,-47892,648,668,-11976,760,0,-72,12016,-60,-50172,-3284,60,1912,-48860,-212,-40,-172,352,824,-47892,-43064,6760,3704,3056,-4918,60,-3824,0,-60,0,-5112,-476,4044,0,-1304,1020,1192,0,-3128,0,7108,1800,5308,-10014
1989:Q1,-8848,948,6103,-7400,-1208,0,164,13713,835,-16751,-26304,-6683,2188,14049,-872,-1440,568,468,1256,-8848,19718,22255,19931,2324,-45029,-6683,-2285,0,835,0,3824,-916,2300,0,-2900,-1820,-1296,0,-2312,0,3932,912,3020,-756
1989:Q2,71251,868,35230,18484,-360,0,-508,18102,-489,32845,25016,1524,-6024,12329,348,1500,-1152,676,1284,71251,3216,4305,4909,-604,20519,1524,12955,0,-489,0,4144,3108,-200,0,-368,1196,1888,0,3676,0,2532,-5032,7564,26200
1989:Q3,-10548,688,11438,9746,212,0,312,3649,-2482,-27502,-12728,-749,2388,-16413,2876,-200,3076,556,1396,-10548,-10051,3557,4185,-628,-25105,-749,-1554,136,-2482,0,4644,2668,-1500,0,-1180,-924,1012,0,-3928,0,1132,2500,-1368,22222
1989:Q4,-19319,808,-10747,-30347,4052,0,964,8008,6576,-7408,429,2372,1700,-11909,-3444,-368,-3076,104,1368,-19319,-48719,8703,5055,3648,-7099,2372,40144,-96,6576,0,18852,15512,-2224,0,-508,-3540,1536,0,4036,0,8076,2296,5780,-22796
1990:Q1,74049,856,29461,10472,-3924,0,-1220,25045,-911,38632,-2749,1106,-7372,47646,2416,2324,92,-368,3052,74049,38112,23113,19389,3724,-24931,1106,-3603,448,-911,0,-5316,1112,-1900,0,2476,-916,-144,0,1548,0,5520,-6268,11788,34732
1990:Q2,49989,900,7449,-23648,-232,0,320,31117,-108,41017,6421,1922,200,32473,-1592,-1004,-588,-864,3080,49989,60900,-6118,-8102,1984,-15918,1922,-11880,-392,-108,0,-4084,-4768,-1600,0,2112,716,1920,0,-5676,0,15728,-484,16212,5357
1990:Q3,48304,620,49487,23740,208,0,220,27610,-2292,-3271,14875,257,6032,-24436,2468,752,1716,-940,-60,48304,662,-26667,-30523,3856,32732,257,-5504,252,-2292,0,-7888,-7276,600,0,1592,-488,1384,0,8612,0,26564,7004,19560,20259
1990:Q4,13686,724,22823,832,-292,0,-188,3484,18987,-7333,2801,-1182,-444,-8508,-1872,-860,-1012,-620,-36,13686,-56402,39524,40204,-680,27479,-1182,107,8,18987,0,-10484,-8164,-420,0,1032,-12,1684,0,-2524,0,17292,-1492,18784,-13135
1991:Q1,54740,688,61631,27147,-152,0,-616,52849,-17597,-9876,15265,1332,-5416,-21057,-1836,252,-2088,-384,4516,54740,98258,-74276,-77440,3164,57972,1332,-26277,496,-17597,0,-4744,-2588,-340,0,-2432,-616,1864,0,-320,0,10392,-5780,16172,-12662
1991:Q2,20882,700,-20310,-34192,68,0,-8,14569,-747,37285,-15100,9161,-5788,49012,-952,-108,-844,-288,4448,20882,34846,27354,22290,5064,-67514,9161,-1415,-336,-747,0,-1480,392,-340,0,1096,-400,-1304,0,1704,0,248,-5904,6152,18202
1991:Q3,126873,548,22279,9611,288,0,632,-1285,13033,102162,15748,4802,3964,77647,2056,-188,2244,-124,-48,126873,23568,32995,35999,-3004,-13994,4802,3769,16,13033,0,-1508,1124,-340,0,-6408,-408,4352,0,-6092,0,18560,4408,14152,57172
1991:Q4,152673,512,60608,32682,5652,0,2372,10538,9363,89941,6067,5924,-1576,79527,1540,876,664,84,-12,152673,32736,43754,40462,3292,133138,5924,17651,-204,9363,0,-812,72,-364,0,3076,-2192,4232,0,4480,0,16448,1672,14776,-96978
1992:Q1,63967,484,-17709,-29139,-5804,0,-2404,21313,-1675,80232,-49249,2749,-3092,129824,-3636,1360,-4996,384,4212,63967,130772,5683,-3421,9104,-94165,2749,-2347,284,-1675,0,-144,-112,-192,0,612,256,-516,0,-860,0,-2404,-4136,1732,23679
1992:Q2,56287,472,-2421,-22429,-40,0,-604,22071,-1418,53052,16059,2115,7376,27502,288,-196,484,720,4176,56287,39177,15247,10575,4672,8548,2115,-1950,-468,-1418,0,444,-468,-32,0,1900,-1040,-2216,0,1348,0,8688,6576,2112,-15537
1992:Q3,238566,340,110443,72816,204,0,1284,26046,10093,121219,21792,9607,4216,85604,1160,664,496,780,4624,238566,85146,5752,-1768,7520,79514,9607,21301,76,10093,0,540,-900,-20,0,7896,-328,2592,0,1352,0,28412,6164,22248,8834
1992:Q4,82839,436,-34106,-62580,124,0,-1268,43550,-13932,111197,-12050,1073,-1556,123730,-316,248,-564,568,5060,82839,176876,-28474,-28682,208,-61313,1073,-12964,-220,-13932,0,128,-1068,60,0,424,1076,1704,0,-1136,0,15676,-2576,18252,-8036
1993:Q1,11052,504,46188,13387,-140,0,360,12030,20551,-35696,-30452,5792,-960,-10077,80,-932,1012,436,-460,11052,-39687,36139,30595,5544,-20452,5792,23643,228,20551,0,-204,396,136,0,-2716,-740,3116,0,2876,0,8196,-1532,9728,-2580
1993:Q2,168854,528,69111,36948,-116,0,-132,30665,1746,98359,17576,3418,-2272,79636,776,2000,-1224,388,-308,168854,39962,40484,38084,2400,65686,3418,3010,-380,1746,0,-480,396,100,0,1172,-640,1952,0,-856,0,21440,-404,21844,-5146
1993:Q3,176346,644,30967,-14619,68,0,856,41339,3322,138111,23622,5869,15320,93300,2632,-40,2672,284,3708,176346,137914,-14724,-16656,1932,12425,5869,1306,-120,3322,0,-520,400,68,0,-2676,1808,-1516,0,540,0,38828,16136,22692,-5274
1993:Q4,116209,916,2954,-6973,340,0,-448,32449,-22415,111755,37578,-6859,-13192,94228,-3380,-1592,-1788,128,3836,116209,76971,28416,25364,3052,25336,-6859,-6623,-24,-22415,0,-344,396,240,0,4636,3280,2512,0,5096,0,-3024,-15232,12208,1992
1994:Q1,44511,892,25927,-30187,-300,0,256,32381,23777,14656,1798,11783,4668,-3593,1832,-896,2728,40,1164,44511,-48247,59737,44565,15172,-12160,11783,29749,252,23777,0,-176,424,516,0,-4572,-1612,612,0,10528,0,22860,4028,18832,-19211
1994:Q2,-94753,840,18742,-23374,-132,0,620,33682,7946,-116931,-45921,-2845,976,-69142,-800,492,-1292,272,3124,-94753,-77945,25903,16051,9852,-66890,-2845,7662,-536,7946,0,-176,432,712,0,1272,-564,1504,0,-2928,0,25036,2088,22948,-5675
1994:Q3,5243,1004,42774,15157,152,0,-1072,38964,-10427,-40251,-36870,-3781,2552,-2152,384,-132,516,-144,1476,5243,11091,10181,-6431,16612,-19322,-3781,-5199,236,-10427,0,-176,420,716,0,5372,280,1268,0,-2888,0,17368,1348,16020,-5095
1994:Q4,19716,860,33877,7644,2228,0,-364,23833,536,-17934,5464,2466,-1884,-23980,268,2052,-1784,264,2380,19716,2198,-16489,-24197,7708,11449,2466,-3852,-160,536,0,-176,428,1788,0,-1600,-1248,2328,0,-5748,0,24344,-196,24540,-401
1995:Q1,-20756,928,40311,-2859,-1928,0,496,41227,3375,-60359,-17121,1902,-412,-44729,-2532,-1820,-712,-1524,2420,-20756,9877,-36979,-57323,20344,-12096,1902,9023,456,3375,0,-160,-464,848,0,-6392,-244,3732,0,7872,0,19572,-1736,21308,-12055
1995:Q2,37702,1056,46831,19360,-636,0,-792,23648,5251,-13869,33061,2005,-772,-48164,-808,-1236,428,1452,3040,37702,-24398,6227,-3133,9360,70766,2005,3311,-304,5251,0,-164,-460,856,0,-1808,1308,1512,0,-2880,0,1744,-2800,4544,-21953
1995:Q3,-67816,1080,-13603,-16483,348,0,148,6342,-3958,-56577,-25003,623,5040,-37237,820,620,200,-896,1360,-67816,-58381,21823,6959,14864,-39892,623,3010,308,-3958,0,-160,-456,860,0,1832,-2020,532,0,6072,0,9940,5808,4132,-4940
1995:Q4,-54782,972,-183,-5005,2400,0,740,-3382,5064,-60914,-9929,-1231,124,-49878,2084,2112,-28,1700,1560,-54782,-112585,73321,63753,9568,-18784,-1231,-3500,-44,5064,0,-164,-460,896,0,-3752,1656,-2540,0,-4156,0,8352,2976,5376,-354
1996:Q1,-70449,1064,30259,6624,-2336,0,-776,22832,3916,-101069,-637,-3024,-1828,-95581,-380,-1772,1392,-764,440,-70449,34097,-88958,-106290,17332,21130,-3024,2568,620,3916,0,-160,-928,892,0,2260,-1792,1060,0,-3300,0,-17620,-4376,-13244,-18642
1996:Q2,-25191,1004,11613,-24682,-44,0,-76,34049,2366,-45860,1781,-1545,12740,-58835,652,3028,-2376,996,6404,-25191,-87492,48106,21294,26812,-21866,-1545,12038,-108,2366,0,-4220,-484,884,0,4444,-1412,956,0,9612,0,30680,15692,14988,-5111
1996:Q3,122222,896,45375,22567,184,0,316,14493,7815,78871,37468,-2104,-4252,47759,-2956,-3156,200,284,-248,122222,-9493,41137,25553,15584,33439,-2104,18175,176,7815,0,1332,-500,896,0,5212,-424,2816,960,-108,0,19076,-7092,26168,21991
1996:Q4,-52046,888,20461,2459,2064,0,-356,11894,4399,-74619,112,-2479,7184,-79435,40,-708,748,1436,-252,-52046,-175496,81315,64331,16984,11150,-2479,11159,-20,4399,0,-604,-1776,-8,0,1120,700,5744,200,1404,0,34812,6120,28692,-12507
1997:Q1,-5084,764,36296,-2096,-2152,0,2980,38958,-1394,-48709,-13332,4092,-72,-39397,12,-344,356,-340,6892,-5084,-28172,35157,17265,17892,24945,4092,-11254,328,-1394,0,1180,-3540,2160,0,-8452,1560,92,376,-3564,0,13468,2564,10904,-43321
1997:Q2,47260,468,54981,12355,-144,0,-2924,42187,3507,-16798,-19959,3844,7764,-8446,3424,2640,784,696,4488,47260,5216,-20471,-45263,24792,-32884,3844,45567,-724,3507,0,-684,2264,1120,0,13868,8320,4672,-48,13272,0,24780,7480,17300,21208
1997:Q3,-48985,512,11930,-9347,308,0,-8,19541,1437,-63560,19157,5542,-3380,-84879,-2408,-1464,-944,-1152,5692,-48985,-89544,19505,-1143,20648,-6250,5542,-10119,136,1437,0,424,-1536,3304,0,-9260,-4240,-4376,500,3492,0,18996,-4852,23848,12885
1997:Q4,41374,564,13100,-10200,2044,0,1084,24450,-4278,23550,10514,-4546,13308,4274,2248,696,1552,2488,-576,41374,-31183,13121,-12951,26072,12023,-4546,16314,-264,-4278,0,268,18164,-1104,0,-4764,-372,-1984,-276,10924,0,52736,15088,37648,-17091
1998:Q1,-10588,484,40837,8608,-2176,0,-1148,28149,7403,-66356,-9345,302,-1088,-56225,-2056,200,-2256,504,16000,-10588,-81526,69588,68548,1040,44350,302,7419,268,7403,0,-2104,-18916,-1308,0,5408,-1200,4224,664,12980,0,-2272,-2036,-236,-48449
1998:Q2,129003,488,87248,36977,-228,0,136,50889,-526,45691,42233,5277,-4288,2469,2156,-64,2220,868,-7448,129003,57932,-12862,-15922,3060,85198,5277,-818,-540,-526,0,-460,5136,-1364,0,3776,1764,2024,140,-10768,0,3116,-4216,7332,-8840
1998:Q3,-103700,820,-10463,-51065,224,0,584,34342,5451,-88104,-47815,-972,-8888,-30429,-2076,-260,-1816,324,-4200,-103700,-6957,-23991,-33123,9132,-124607,-972,13283,100,5451,0,828,-1752,-1384,0,556,1052,-5852,-512,14796,0,17464,-8564,26028,22080
1998:Q4,17893,1116,23767,7488,4988,0,-720,36128,-24117,-32546,-43561,-1578,3136,9457,1044,-1044,2088,3116,21396,17893,103251,-70523,-81735,11212,-71674,-1578,1695,-236,-24117,0,852,4044,600,0,8896,9804,3964,112,-2224,0,23636,1372,22264,33087
1999:Q1,9585,1472,64175,4661,-5612,0,12,42050,23064,-54074,27554,838,-7792,-74674,1192,1088,104,-2632,-548,9585,1406,-16854,-11878,-4976,89514,838,-5940,280,23064,0,-3180,-11432,-1076,0,-9492,-6652,6388,-164,-3676,0,-796,-6692,5896,-58583
1999:Q2,65336,1464,61645,-7724,-8,0,980,63495,4901,3583,44256,1681,3696,-46050,-4068,-1580,-2488,2080,632,65336,-71164,52936,52812,124,32262,1681,33421,-468,4901,0,1768,5204,1712,0,7400,-2248,2456,-32,12728,0,12728,3096,9632,3470
1999:Q3,41974,1812,47210,1148,-136,0,-676,42930,3944,-6356,38048,7284,-380,-51308,1132,-228,1360,-1192,-632,41974,-32422,14111,3947,10164,21281,7284,-88,-52,3944,0,-2064,-480,1320,0,-320,1792,-944,344,-3628,0,14312,-1284,15596,17496
1999:Q4,429077,2224,350978,91275,4244,0,-684,190060,66083,60311,35758,2849,2352,19352,3960,2940,1020,1744,9860,429077,18863,88531,73415,15116,121620,2849,121391,-364,66083,0,4436,6156,3536,0,-580,35728,-1868,356,7908,0,71112,4608,66504,4711
2000:Q1,-383185,3960,-295482,-91044,-4248,0,212,-118652,-81750,-110475,-49935,1452,2116,-64108,-3552,-1880,-1672,-1376,23740,-383185,-86617,7958,-20538,28496,-98628,1452,-131026,1104,-81750,0,-4396,-5712,1384,0,7500,-44208,1508,-456,-6376,376,-33860,448,-34308,-42463
2000:Q2,-5297,3904,16227,-3079,60,0,-80,17408,1917,-26272,38379,974,2352,-67977,4284,2316,1968,20,-3460,-5297,-119801,54933,36493,18440,-46028,974,19233,864,1917,0,-1596,6644,2380,0,6712,2164,1148,-404,-596,0,4564,4588,-24,80828
