1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1987:Q2,3239699,129056,81792,15896,18518,5532,69549,13815,32734,3006,19994,0,100580,54009,46571,26169,336338,505161,232,15039,788985,1146852,94771,14500,0,1037581,6836381,3840568,941146,67916,116146,757084,1028256,509974,289192,229090,57155,473369,46928,1293714,19492,-97886,1372108,2995813,2784821,210992,671720,1387379,48.41648727775709,44.02766486248954
1987:Q3,3306681,129178,80483,15081,18611,5601,70878,16886,31671,3036,19285,0,102614,54539,48075,26352,357654,512466,221,14628,811164,1161750,101819,13750,0,1046181,7041252,3875188,963518,68108,116097,779313,1046045,514072,293539,238434,68018,482992,47763,1266852,20142,-114790,1361500,3166064,2945570,220494,692114,1406474,49.2091630855447,43.577585554257794
1987:Q4,3343955,133651,85943,16262,18940,3362,68768,14966,31790,2648,19364,0,109168,55140,54028,27104,275803,538063,224,12817,805346,1248504,106590,12500,0,1129414,6691568,4169288,986175,73768,116224,796183,1085339,525461,307345,252533,66301,522356,47866,1461251,20250,83229,1357772,2522280,2287678,234602,615546,1476796,41.681190934203016,43.763825698082194
1988:Q1,3413621,128805,81972,18334,19578,3658,66367,12295,31319,3702,19051,0,110363,59450,50913,28833,270421,538954,215,12167,841376,1292578,112532,23443,0,1156602,6947802,4277074,1011324,73507,115753,822064,1115255,529046,330501,255709,63262,524786,48823,1513624,19750,99994,1393880,2670728,2420352,250376,601302,1506662,39.909543569813884,43.875777046760376
1988:Q2,3476445,135592,74680,25398,17533,3075,64426,15348,26880,6107,16091,0,116456,63626,52830,28138,266069,543200,216,11478,877010,1313174,117084,28388,0,1167702,7127654,4343445,1047566,77847,116168,853551,1138667,545422,336235,257010,66278,534527,46307,1510100,19050,97708,1393342,2784209,2516095,268114,598251,1540338,38.83893849407779,43.88845892804415
1988:Q3,3521372,133955,78949,26273,16336,3695,62416,13725,26761,5918,16012,0,121849,68062,53787,27990,245024,550938,226,10912,890081,1352728,119672,24893,0,1208162,7168393,4427536,1074802,80303,115932,878567,1143547,546270,344464,252813,70320,531229,45149,1562489,17800,130712,1413977,2740857,2460529,280328,577560,1547415,37.324180709641944,43.7729580228571
1988:Q4,3797408,145405,82273,21554,15649,4981,64397,13648,27933,6022,16794,0,133407,72650,60757,30781,230344,615657,231,10627,895916,1546186,121624,24014,0,1400549,7519897,4651409,1102799,85676,116409,900714,1186962,568300,353269,265393,76451,576096,44371,1664730,19012,142463,1503255,2868488,2559333,309155,575230,1627712,35.33978598037357,43.98910118819926
1989:Q1,3938976,138197,74379,18622,16461,3744,82449,14686,37140,7692,22931,0,121774,69121,52653,35128,243434,623683,202,10876,927042,1642985,125944,23086,0,1493955,7802429,4818609,1127636,96147,115626,915863,1222755,571690,373997,277069,88918,577312,49134,1752854,20696,127867,1604291,2983820,2670653,313167,588162,1668279,35.255608933053736,44.325945400337105
1989:Q2,3981712,139884,80721,17113,16718,3524,88980,17526,39716,7090,24648,0,120052,65660,54392,35023,261289,627617,169,11643,955263,1623716,129233,25247,0,1469235,8015885,4856290,1162621,110059,115090,937472,1250365,580685,390399,279281,92560,581921,43378,1725445,22555,110371,1592519,3159595,2837245,322350,619872,1706442,36.325399458365546,44.80520202340286
1989:Q3,4011474,141324,73203,13992,17033,2449,93651,14351,44739,6564,27997,0,117893,62117,55776,35450,285558,633029,165,12045,964676,1621006,131720,32301,0,1456985,8267088,4872922,1181428,113273,114688,953467,1252171,584252,387529,280390,92871,577571,42076,1726805,24454,73173,1629178,3394166,3057566,336600,639255,1704701,37.499532898758645,44.58640624282367
1989:Q4,4097560,153925,80610,14705,16224,2783,107244,14291,51432,9170,32351,0,122567,58738,63829,42055,287674,699734,166,11709,937992,1620172,135952,34501,0,1449719,8495847,4939667,1197917,107112,115490,975315,1284119,608345,402431,273343,96187,597901,38289,1725254,26280,88986,1609988,3556180,3140008,416172,674874,1754077,38.474587697551335,45.03913009126601
1990:Q1,4102251,144236,69847,15669,19781,2036,87382,11574,44125,7046,24637,0,116808,58296,58512,42874,278230,711776,162,11097,943706,1658647,134930,41043,0,1482674,8462649,5027314,1222979,126034,114943,982002,1316096,602120,424819,289157,98824,588308,42256,1758851,28004,127000,1603847,3435335,3006907,428428,628278,1783537,35.226521257632996,45.40917824526407
1990:Q2,4113045,144172,70925,15551,21192,1800,87450,12555,45692,5292,23911,0,117459,57874,59585,41723,294621,719576,159,11261,979042,1608114,141803,41156,0,1425155,8589240,5014230,1242767,128659,115278,998830,1336469,604890,438658,292922,101537,593497,37130,1702830,29268,99271,1574291,3575010,3136251,438759,646972,1802833,35.886400050088575,45.44780821808936
1990:Q3,4153257,138790,72369,14509,24301,2792,77320,12016,36616,2886,25802,0,117528,57453,60075,46304,253215,730834,157,9296,1012945,1652897,145553,44928,0,1462417,8306150,5194365,1252441,131811,115026,1005604,1346388,596324,453159,296905,102448,616321,40934,1835833,30642,187152,1618039,3111785,2654774,457011,592592,1838549,32.23149735170357,45.45486915872418
1990:Q4,4084540,159167,74564,14717,26329,2137,79441,13836,37649,3285,24671,0,123893,56752,67141,37491,274682,620444,158,9723,967178,1694616,149305,40042,0,1505269,8617822,5221704,1254454,116852,115153,1022449,1359440,598122,463042,298276,104730,626310,38302,1838468,32331,174506,1631631,3396118,2956992,439126,640760,1842628,34.77424690467461,45.0674699740585
1991:Q1,4116634,126388,77964,15349,30192,1324,76700,13845,34502,2873,25480,0,117349,58163,59186,41684,313678,627532,156,11775,950905,1725638,151970,47415,0,1526253,9036419,5188632,1276700,119851,114860,1041989,1330702,585511,440808,304384,99439,587704,34609,1859478,35015,117843,1706620,3847787,3397923,449864,653370,1768482,36.94523847997909,43.95828530466467
1991:Q2,4146876,133193,81294,12599,30081,1430,81002,15866,34726,4955,25455,0,117062,59677,57385,36958,311831,639468,161,12357,980610,1708830,151737,51942,0,1505150,9019301,5218619,1300855,119437,115537,1065881,1309833,569526,434803,305503,105700,600650,27402,1874179,38479,129970,1705730,3800682,3355984,444698,663787,1751819,37.891308815135325,43.04484909567853
1991:Q3,4205066,145376,84043,13578,31041,1635,96531,14318,42221,3350,36642,0,118397,61154,57243,35902,327479,649858,166,13606,995877,1691577,151344,47653,0,1492580,9239853,5256804,1308215,107016,115277,1085922,1280716,557083,425172,298462,101449,616179,31379,1918866,41713,107363,1769790,3983049,3538025,445024,713289,1736829,41.06847289178756,42.074140082000454
1991:Q4,4258755,164495,77581,16435,32331,1620,108051,14695,43426,5112,44818,0,125559,62571,62988,35554,353898,707348,175,14828,961380,1659500,151517,55764,0,1452220,9765820,5234956,1313573,98477,113984,1101112,1242872,546966,405643,290263,98120,649415,28892,1902084,44403,85105,1772576,4530864,4000417,530447,769239,1729393,44.48028279494889,41.11514344817848
1992:Q1,4376433,154598,74167,14978,37900,3211,97079,13853,42011,7872,33322,21,118789,62757,56032,41861,334622,715287,171,16197,977573,1790000,154157,55820,0,1580023,9967991,5510077,1345889,110434,114334,1121121,1232427,541871,405603,284953,96259,627620,34543,2173339,46813,131381,1995145,4457914,3914314,543600,732752,1720071,42.60010857782257,41.03095453366895
1992:Q2,4383081,153585,73250,14987,40597,3872,120387,14122,57611,7727,40878,49,120157,63284,56873,42279,330317,726010,162,17119,1019494,1720865,158073,46620,0,1516172,9945794,5520973,1366738,111996,115097,1139645,1214014,530641,403709,279664,98492,646811,31419,2163499,49189,134203,1980107,4424821,3876608,548213,754114,1724577,43.72748530656043,40.5442490673872
1992:Q3,4393976,151780,74612,15639,44253,3194,115587,14757,52292,8462,39984,92,121215,63372,57843,41093,329952,736376,170,18891,1031412,1709802,162119,48485,0,1499198,10073460,5550951,1379380,108216,116104,1155060,1198019,522740,404866,270413,97055,655379,35418,2185700,51659,146234,1987807,4522509,3973482,549027,753908,1726619,43.663842044070094,40.18864581989526
1992:Q4,4343131,158671,75991,15791,47346,5057,132173,17044,60589,8585,45813,142,129577,63836,65741,42164,335563,661560,172,21148,988942,1728976,165196,49834,0,1513946,10484436,5555784,1394296,107106,118285,1168905,1180053,517439,411957,250657,100117,682817,35344,2163157,54321,122872,1985964,4928652,4369261,559391,791740,1754663,45.122051427664964,40.2626924281932
1993:Q1,4431724,152194,82120,13489,47510,3905,118615,15860,42943,15167,44494,151,125173,61822,63351,34864,359409,675320,176,23483,1025995,1769471,167383,39089,0,1562999,10677532,5617174,1460069,113900,119327,1226842,1158934,511445,405744,241745,103766,666438,41686,2186281,56975,84636,2044670,5060358,4493617,566741,800725,1739213,46.03950277992234,39.369528509467514
1993:Q2,4512540,158090,85412,13667,45896,3071,124767,18076,47830,11620,47081,160,124374,59821,64553,41650,370027,683125,181,25215,1057388,1779677,168884,47630,0,1563163,10767302,5684950,1517140,124025,120705,1272410,1143392,511136,398592,233664,109112,668865,38333,2208108,59829,96157,2052122,5082352,4515232,567120,826145,1740951,47.45366042997677,38.855129278345444
1993:Q3,4587590,154034,81130,15278,44699,1963,143305,16698,53078,17224,56150,155,124449,57841,66608,39106,388666,700580,184,27899,1082549,1783748,170263,47244,0,1566241,10927291,5720936,1562042,123232,122697,1316113,1126564,504252,390574,231738,113751,678048,41382,2199149,62933,82356,2053860,5206355,4646190,560165,856974,1737489,49.32256473967033,37.86566857311936
1993:Q4,4833931,178018,91982,14502,44812,2506,142181,19411,48839,19059,54708,164,133060,55831,77229,49516,406967,841182,188,29776,1035046,1864195,172076,44616,0,1647503,11222693,5786032,1593863,117829,124864,1351170,1128234,509967,384664,233603,118993,719258,40725,2184959,66636,70923,2047400,5436661,4865339,571322,910744,1772443,51.38353203676777,37.1941271616813
1994:Q1,4862598,175081,87310,15730,47195,2579,148719,16511,57537,22414,52060,197,129120,57415,71705,62335,381249,856702,191,29526,1064540,1862321,173475,36996,0,1651850,11122970,5876737,1643978,129885,126947,1387146,1156913,517285,409189,230439,118179,701141,45468,2211058,69970,118265,2022823,5246233,4658750,587483,887389,1802968,49.2182308866893,37.71510328894446
1994:Q2,4922612,175125,90287,16080,47676,2514,146132,17880,53152,24901,49969,230,132123,58867,73256,62901,372317,871711,195,29114,1111514,1864923,174906,33674,0,1656343,11091981,5929114,1673960,135680,129467,1408813,1174281,528488,411567,234226,118848,728065,41256,2192704,73062,109858,2009784,5162867,4573094,589773,879245,1845056,47.65410655785314,37.768401852379455
1994:Q3,4979257,177254,90528,12638,49330,2696,143811,17818,60794,14900,50035,264,134907,60166,74741,65033,379788,887811,202,30922,1125020,1879317,176338,30800,0,1672179,11365638,5923995,1691955,138683,130445,1422827,1190882,540578,412262,238042,121185,742957,42676,2134340,75948,60706,1997686,5441643,4833579,608064,886967,1877156,47.25056336290183,37.86282177560144
1994:Q4,5106795,185515,96369,15664,52209,2178,146524,18826,50820,19875,56706,297,147702,61081,86621,52768,369073,918843,199,31061,1106979,1981711,177973,28935,0,1774803,11430769,5995826,1711446,139238,131689,1440519,1218687,559786,422135,236767,114500,796530,40315,2114348,78325,37632,1998391,5434943,4831577,603366,898593,1958004,45.89332516689149,38.2630623406861
1995:Q1,5162924,163852,82205,13850,57503,3707,128196,18211,41270,21042,47372,301,141113,61366,79747,53837,401714,937499,198,34725,1131862,2012663,181602,28789,0,1802272,11844847,6019220,1734179,149799,131748,1452632,1267356,589647,438718,238991,111778,786451,49454,2070002,79682,-6899,1997219,5825627,5203193,622434,885752,2014069,43.97823812589151,39.25205002699292
1995:Q2,5283878,159423,91827,14454,64388,9019,153320,17386,47962,24306,63360,306,142276,61771,80505,54493,436328,951649,199,38408,1156199,2011895,185187,33224,0,1793484,12326205,6057482,1773316,162887,132761,1477668,1296470,609977,445825,240668,113813,799388,40898,2033597,81041,-53241,2005797,6268723,5633101,635622,967167,2058975,46.97322346539261,39.699484695950424
1995:Q3,5412573,165359,93237,15856,69660,3771,123030,18004,43647,20783,40286,310,140363,62083,78280,55553,467322,971797,200,42323,1205810,2058292,184349,34500,0,1839443,12843434,6127476,1784090,163268,133510,1487312,1306643,620021,445181,241441,115195,832922,42359,2046267,82398,-84239,2048108,6715958,6064628,651330,980558,2103752,46.60997123672866,39.74689674650742
1995:Q4,5727226,188079,99688,17403,76969,2440,137852,20142,57098,23421,36787,404,147235,62174,85061,51139,491714,1148264,206,45668,1184941,2135628,186470,29125,0,1920033,13513187,6252414,1797593,157351,134758,1505484,1343829,636165,467293,240371,113366,877498,40309,2079819,83757,-94242,2090304,7260773,6449974,810799,1059813,2178616,48.6461545952708,40.13498498100313
1996:Q1,5861556,158999,95849,20387,84858,2428,124159,17436,57356,20853,28016,498,137542,60864,76678,49386,521977,1174629,206,50177,1222302,2218657,187576,32225,0,1998856,13906128,6350796,1837097,174174,134937,1527986,1352927,634193,474101,244633,120966,863816,49331,2126659,85114,-108811,2150356,7555332,6728661,826671,1058834,2195615,48.22493807765558,40.20245242226134
1996:Q2,5982342,164724,103832,19844,84764,4322,138943,20928,63106,22880,31437,592,131713,59696,72017,49650,549214,1188650,210,54306,1269179,2222991,188180,30753,0,2004058,14307241,6423114,1873228,181726,137110,1554392,1376514,643412,482210,250892,124082,889439,45602,2114249,86471,-122939,2150717,7884127,7035650,848477,1119949,2242389,49.94445830747685,40.22928746068524
1996:Q3,6093474,177224,112984,20922,88884,4674,135843,23488,52144,25926,33603,682,127089,58569,68520,53351,569961,1206024,212,57743,1295612,2242951,190281,33373,0,2019296,14466969,6508231,1880751,172999,137084,1570668,1400680,660819,488555,251306,124923,876673,49068,2176136,87829,-129575,2217882,7958738,7100424,858314,1168235,2248114,51.96510263116833,40.29867839567867
1996:Q4,6361736,189301,129670,28208,94627,3904,138732,31534,47095,28480,31017,606,135609,57864,77745,59367,621908,1348740,153,62566,1273063,2275888,189302,29808,0,2056777,14959605,6570921,1889281,156405,137851,1595025,1413320,669521,484638,259162,125607,927011,49872,2165830,89185,-160067,2236712,8388684,7403482,985202,1268916,2287446,55.47304212196805,39.682761018985865
1997:Q1,6427351,191362,132912,28968,103040,3732,131445,26721,54405,19272,30361,686,134511,64554,69957,60380,655484,1376025,154,62961,1311149,2235228,190296,20425,0,2024507,15140133,6680710,1931085,168747,138652,1623686,1450526,689072,490933,270521,135119,905003,62141,2196836,91610,-127007,2232233,8459423,7454662,1004761,1309904,2315896,56.561434099139596,39.88489644205864
1997:Q2,6529371,184566,146321,33462,104608,3249,114841,25733,40178,11823,36262,845,139461,71488,67973,61398,789496,1397400,162,69664,1365473,2119270,190882,13041,0,1915347,16232688,6617697,1979805,179286,139800,1660719,1476829,704488,491727,280614,141475,917933,57173,2044482,93059,-242400,2193823,9614991,8597080,1017911,1446207,2350607,61.52483441675126,39.79307616130626
1997:Q3,6664579,188636,141792,33251,112057,4004,107805,28351,36848,8394,33371,841,146985,78328,68657,61780,869725,1418159,169,74632,1388629,2116955,193115,24866,0,1898974,16982895,6657770,2034658,176649,141682,1716327,1507525,712475,500125,294926,141919,938196,64368,1971104,94508,-300984,2177580,10325125,9304824,1020301,1531902,2391812,64.0477534530469,39.22011654653691
1997:Q4,6880764,178778,164374,23139,118834,4562,99247,36145,26846,7971,27380,905,169999,85590,84409,64484,916390,1577539,161,74492,1361106,2127659,191399,15696,0,1920565,17468261,6758597,2046083,168598,142002,1735483,1577455,733262,534908,309286,147048,992089,59214,1936708,97572,-274568,2113704,10709664,9433427,1276237,1579816,2488071,63.49562689184648,39.6509536656335
1998:Q1,7084257,191770,205028,27115,130272,3717,91667,32204,21850,7283,29203,1127,161451,83154,78297,70432,1072297,1618771,174,84641,1395370,2031552,193133,8005,0,1830414,18939119,6856021,2151561,193105,143842,1814614,1601289,746950,550237,304102,151037,1003982,69045,1879107,101929,-358074,2135252,12083098,10786196,1296902,1806507,2563319,70.47530708527934,39.71094066186958
1998:Q2,7254505,192645,202999,20577,135402,2491,82588,28870,19024,7036,26479,1179,157381,80331,77050,83423,1136358,1644628,191,88194,1432830,2074798,193737,1586,0,1879474,19384466,7095423,2252070,202491,145492,1904087,1636381,777822,553909,304649,156045,1000609,59915,1990403,106429,-294535,2178509,12289043,10982814,1306229,1861254,2594747,71.73162542213227,39.45588790383707
1998:Q3,7305670,189102,201597,18385,149180,3252,86759,31301,20292,8288,25803,1075,153309,77618,75691,80990,1048714,1668148,203,83020,1480470,2142541,195209,10621,0,1936711,18620487,7398317,2295087,216872,147009,1931206,1678378,807679,558909,311789,161395,1022821,68559,2172077,110976,-123470,2184571,11222170,9912848,1309322,1780009,2674840,66.54636065314507,39.85087695003556
1998:Q4,8102978,163220,192588,30518,161719,4208,100255,39433,23615,10609,25748,850,153578,74229,79349,86871,1303141,1897535,186,97645,1448432,2463082,193658,14756,0,2254667,21191099,7623417,2309478,192958,147763,1968757,1761130,828739,595095,337295,171885,1049696,64058,2267170,110453,-297768,2454485,13567682,11883702,1683980,2053294,2730547,75.19717119822502,39.71870428453868
1999:Q1,8382779,154251,195635,36235,172938,4775,100327,40493,22992,11324,24734,784,143438,68168,75270,111859,1476972,1935650,184,102125,1501928,2446462,193977,13368,0,2239118,21720628,7884995,2395716,223886,149143,2022687,1813227,834562,628245,350420,187480,1052365,69320,2366887,107339,-283670,2543218,13835633,12155256,1680377,2243258,2808379,79.87733060915093,40.07404351702121
1999:Q2,8724497,173087,210997,32343,171667,3434,101694,47355,21103,11363,21096,777,136467,61601,74866,125774,1696963,1966938,195,110629,1582779,2411530,195212,13155,0,2203163,23020106,8055143,2466609,232365,150297,2083947,1816535,838442,616010,362083,196211,1094026,70936,2410826,103373,-325878,2633331,14964963,13207732,1757231,2500814,2851780,87.69310375186778,39.38269451966619
1999:Q3,8930437,178700,214705,33490,179286,6089,111411,47618,21191,12445,29423,734,128792,54927,73865,137487,1698637,2014431,200,109252,1659489,2458468,196864,17793,0,2243811,22898186,8423197,2542876,239280,151977,2151619,1878780,854571,615908,408301,210486,1163247,73587,2554221,98336,-211751,2667636,14474989,12706835,1768154,2531570,2946593,85.91515326875727,38.66784616273019
1999:Q4,9688545,192794,236877,31460,196783,5793,105469,47604,19420,12416,25002,1027,124706,48586,76120,142387,2075021,2371426,192,127331,1657593,2420713,195025,28553,0,2197135,25972112,8494122,2559067,230326,152826,2175915,1918142,867951,623177,427015,224574,1228170,71032,2493137,92083,-376724,2777778,17477990,15388745,2089245,2971528,3020656,98.37361076932795,38.44925458214879
2000:Q1,9974234,180475,234409,35750,204332,7995,112516,46046,21881,15205,28229,1155,120931,49102,71829,133741,2074707,2411788,184,132886,1740248,2584272,195467,28141,0,2360664,27079336,8695053,2634270,260797,153262,2220211,1977085,883458,659166,434461,230796,1276515,82756,2493631,90069,-454188,2857750,18384283,16265643,2118640,2983070,3162692,94.32059659915936,39.10826328750169
2000:Q2,10296759,196362,249797,29742,197260,5943,124591,49284,23978,18089,32062,1178,123662,49369,74293,132903,1973307,2461166,195,128352,1851019,2822460,196955,26302,0,2599203,26932745,9119030,2703105,296844,153380,2252881,2029489,903938,680060,445491,240679,1359541,80244,2705972,83290,-373000,2995682,17813715,15617179,2196536,2905354,3320627,87.49413274172976,39.742310026144295
2000:Q3,10637681,220774,265311,13998,202859,5763,128395,58245,23141,18933,26918,1158,124365,49061,75304,139202,1908758,2488038,205,128479,1932418,3079116,197784,28243,0,2853089,26962486,9474469,2754174,307039,153937,2293198,2026030,909341,666715,449974,276953,1447654,80356,2889302,77999,-347066,3158369,17488017,15261250,2226767,2874337,3411105,84.26410484720313,39.393612274021585
2000:Q4,11095880,227700,272343,24029,213914,4204,124661,57765,18105,15423,31938,1430,130954,49464,81490,131195,1717546,2250325,210,118041,1939233,3941525,195059,29421,0,3717046,25303080,9887584,2751414,278402,154187,2318825,2076735,918905,700932,456898,280845,1541422,77992,3159176,72991,-193580,3279765,15415496,13366519,2048977,2702438,3517653,76.82502908835971,39.31607927379024
2001:Q1,11078198,164208,254457,16928,246450,3349,113209,54671,16108,14284,26641,1505,125408,49979,75429,135394,1457214,2283166,208,106246,1947028,4224933,195984,10230,0,4018718,24082355,10195115,2811293,235619,154669,2421005,2038030,904932,705194,427904,305180,1506208,82860,3451544,70761,2718,3378065,13887240,11817843,2069397,2362061,3434813,68.76825386012946,38.06191033331356
2001:Q2,11187980,169914,250584,17093,259403,3196,111844,56427,16063,14828,23426,1100,123428,50216,73212,132651,1482561,2315551,258,112361,1951662,4257474,198713,10436,0,4048324,25040456,10252518,2902655,206256,155816,2540583,2038051,869496,727112,441442,314628,1479788,77568,3439828,64343,-16820,3392305,14787938,12673982,2113956,2406956,3360220,71.63089872674512,36.490016859255
2001:Q3,11135009,168264,251814,14369,285024,3496,117077,56538,16864,16203,26337,1135,120659,50835,69824,137425,1213521,2344200,270,99260,1909069,4470561,205465,10608,0,4254487,23225362,10474966,2922508,189571,156406,2576531,2037688,843261,729225,465202,323789,1451015,103125,3636841,57207,193668,3385966,12750396,10625839,2124557,2152825,3316197,64.9184913050146,35.52393658259874
2001:Q4,10764556,174562,281120,15517,314064,3980,124868,60169,16852,17539,29331,977,125048,51995,73053,137668,1286722,1904942,282,108960,1817916,4468907,205886,11614,0,4251407,24187509,10394431,2955471,177726,157687,2620058,2013908,811191,703037,499680,333019,1437691,81045,3573297,48408,111657,3413232,13793078,11971563,1821515,2309793,3210690,71.94069328535178,34.04760482304052
2002:Q1,10798812,180548,276810,16672,310972,2673,124424,54667,20664,18325,29835,933,120599,52296,68303,144935,1285382,1938488,284,109114,1855375,4432536,209029,14693,0,4208815,24324275,10482848,2982797,162983,157500,2662314,1994823,796869,698317,499637,338358,1440835,85067,3640969,53365,131645,3455959,13841427,12001621,1839806,2306595,3184071,72.44169978432826,33.31248684598616
2002:Q2,10787596,180239,279564,18500,305105,5667,127959,55218,25139,18964,27818,820,121853,52986,68867,153196,1108373,1963358,302,99863,1875524,4548093,214551,15568,0,4317974,22900189,10625695,2995238,141454,158317,2695467,1983092,750064,716089,516939,318183,1441265,88580,3799338,50993,249618,3498727,12274494,10408263,1866231,2125270,3137452,67.73872954383067,32.29209358463913
2002:Q3,10714653,174787,263917,20000,302591,5282,140785,60256,28351,18126,33223,829,123389,53829,69560,153130,912525,1996396,312,87756,1832497,4701286,220785,16733,0,4463768,21290353,10749046,2979760,136423,159165,2684172,1990473,730144,726205,534124,305659,1441937,101055,3930162,55347,390093,3484722,10541307,8649324,1891983,1907643,3135764,60.83502280438421,32.04623299142562
2002:Q4,10405799,161595,291301,20587,319714,6171,145920,64789,31354,16883,32131,763,128994,54196,74798,158343,984329,1596736,323,90918,1719534,4781334,223980,18514,0,4538840,21400822,10750383,2974326,119813,160622,2693891,2012314,708527,734905,568882,308096,1457412,92954,3905281,49933,339674,3515674,10650439,9251390,1399049,2020535,3113611,64.89362778187923,31.348662301355194
2003:Q1,10416126,172507,303994,21933,311854,5717,147400,61894,34525,17944,32334,703,126924,54481,72443,149567,922711,1627325,323,89812,1799889,4736170,230183,18517,0,4487470,21220713,10780679,2983466,119825,160774,2702867,1995901,683732,733774,578394,297488,1417649,97214,3988961,53470,359413,3576078,10440034,9012023,1428011,1975928,3052195,64.73793744909437,30.874042890150278
2003:Q2,10472841,190869,325301,30297,307481,6221,150337,70005,36575,12192,30865,700,127428,55021,72407,158464,1030006,1660922,350,100865,1797930,4586370,234740,20767,0,4330863,22365957,10576608,3011544,100995,161893,2748656,1983776,650886,737110,595780,293618,1395469,96413,3795788,49917,185468,3560403,11789349,10359270,1430079,2141377,2980873,71.83723361155857,29.807729454194497
2003:Q3,10490853,211277,337052,34513,299347,7241,163107,80487,35355,11785,34611,869,128911,55855,73056,161730,1021911,1694528,373,105180,1783467,4542216,242099,20537,0,4279580,22734909,10529840,3045379,103978,162518,2778883,1974191,635696,723124,615371,278477,1391531,98972,3741291,48597,153649,3539045,12205069,10758279,1446790,2179628,2953301,73.80311170597518,29.141901109779255
2003:Q4,11047046,204455,362778,38145,293559,5986,157048,75679,33690,11230,35404,1045,115962,56897,59065,154364,1106509,2177117,416,114880,1701793,4614034,243024,20993,0,4350016,24104696,10397159,3032939,82481,163914,2786544,1989149,627326,737795,624028,266249,1402680,81222,3624920,49764,28159,3546997,13707537,11927922,1779615,2283360,2931505,77.89037999216806,28.82471366650623
2004:Q1,11237377,222037,369694,41699,295004,5183,160190,78983,34925,11642,33487,1153,116464,60461,56003,159798,1122544,2232998,408,117914,1805212,4588232,247427,19379,0,4321425,24650844,10529312,3085447,91623,196584,2797240,2003245,593439,745825,663981,273548,1436135,90747,3640190,47487,18132,3574571,14121532,12327258,1794274,2334265,2957769,78.91978645963222,28.118955808298583
2004:Q2,11432757,245120,360406,47625,295646,4829,158009,78886,34008,11336,32561,1218,120375,64275,56100,166055,1138964,2290847,447,118146,1860975,4625313,252720,21470,0,4351123,25104595,10657245,3080668,98673,202700,2779295,2039621,596813,756167,686641,265254,1443397,92174,3736131,50887,44833,3640411,14447350,12626660,1820690,2368745,2987224,79.29585867086809,28.351001216037414
2004:Q3,11592246,261585,384213,44697,296208,5719,161033,85624,31880,10627,31750,1152,122240,68136,54104,168939,1114543,2338421,482,116560,1883098,4694508,262686,22332,0,4409490,25006671,10827457,3087692,105121,204025,2778546,2079847,608725,759268,711855,263561,1471093,100406,3824858,47904,108207,3668747,14179214,12337220,1841994,2384558,3044612,78.32058021586104,28.50705746511504
2004:Q4,12126799,235523,370456,53705,305966,6422,173582,95023,34014,11338,31813,1394,131518,72307,59211,162684,1213832,2682900,487,125553,1830643,4833528,262692,23579,0,4547258,26407102,10930823,3085138,97782,205538,2781818,2168116,632940,793245,741932,262887,1499936,87996,3826750,46648,34224,3745878,15476279,13511859,1964420,2485039,3111899,79.85603834620095,29.009954930482067
2005:Q1,12309212,234769,362506,61301,307646,6190,190736,90942,49230,16410,32636,1518,127807,72457,55350,163942,1137185,2736282,475,124068,1944055,4912250,265682,99348,0,4547220,26649355,11191219,3097320,112001,208494,2776825,2207768,629079,819713,758976,264266,1536003,99689,3986173,45497,68098,3872578,15458136,13467492,1990644,2424401,3196485,75.8458418127496,29.420679222783296
2005:Q2,12572568,278710,343199,57496,313360,8459,192879,90215,52929,17643,30113,1979,129676,73660,56016,160764,1101851,2770784,481,125722,2031068,5058119,269582,97446,0,4691091,27142570,11399261,3095264,110679,222487,2762098,2300856,636482,849659,814716,241978,1589494,98061,4073608,43906,47211,3982491,15743309,13736489,2006820,2421676,3284375,73.73324476814449,29.5919956708178
2005:Q3,12841678,315583,351596,51419,329218,11692,198471,99352,48484,16161,32331,2143,131805,74008,57797,168904,1089399,2750257,521,131207,2108390,5203216,280374,105574,0,4817268,27785383,11532698,3109306,116493,234121,2758692,2327281,609896,859401,857985,258843,1655679,96934,4084655,46226,-2809,4041238,16252685,14222454,2030231,2478585,3338403,74.24463665531528,29.16884515307099
