1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2008:Q3,639634,346995,240086,29192,-10830,8665,25830,5527,23361,639634,277795,165173,29949,73517,8881,275,362158,79334,8100,701,8814,0,-16712,633,213531,67757,-319,639634,5595,12500,-1780,-743,8217,-12599,650688,259522,62512,20437,135,11993,-338,13033,-2002,25894,-1613,6191,87179,135780,-65203,-21432,-5736,96432,-686,28590,-16649
2008:Q4,-324315,209401,-522038,-11654,-50727,9828,23686,5559,-24,-324315,-155812,-237365,-45981,77703,49585,246,-176440,-111627,-2900,535,11029,0,-5949,-1578,-452952,387002,7937,-324315,-256019,-257516,-1297,-744,11931,-8393,-69981,200606,3063,27962,-450,6238,307,4213,-2003,59760,-2320,436,-68321,71841,-91455,-56440,-21878,-199356,1882,-4066,1685
2009:Q1,-545548,-207016,-323694,50809,44501,6368,-2846,2786,-65647,-545548,-240726,-53567,-148302,-13003,-26004,150,-305047,-97164,-10300,-503,439,0,-6559,-2136,-100310,-88514,225,-545548,-42476,-66814,-523,-301,28183,-3021,-469291,-101648,-98004,-29100,76,655,31,-9160,-612,-17658,-465,585,-87129,85488,-82298,-55806,-25237,-52310,-1417,4718,-33781
2009:Q2,-329483,-230687,-68795,5068,11278,6274,-15302,2818,-35069,-329483,-122378,13499,-106985,-27486,-1600,194,-204757,-68590,-1800,42,-2041,0,10469,-243,-7653,-134941,-2348,-329483,39165,9200,-1855,-302,32580,-458,-374706,-134829,-116074,-37153,-1040,5047,31,-7398,-612,6749,-752,449,-84920,136177,-101677,-47126,-1450,4042,-771,6601,6058
2009:Q3,-276516,-194975,-60803,-30577,-12201,2722,-23946,2848,9839,-276516,-124855,47589,-140053,-29283,-3289,181,-147501,-58643,-200,-319,-2716,0,-17149,-77,17796,-86193,-4160,-276516,60561,17404,-1140,-302,53989,-9390,-326638,-70014,-193092,-37567,1223,4037,-248,-6957,-612,16324,24,353,-66743,141005,-85338,-40563,-5176,25097,284,-8675,-10439
2009:Q4,-139386,-124103,11749,-23337,9418,-2999,-32604,2848,-3695,-139386,-17033,47384,-97868,-27782,60938,295,-119042,-41755,-1800,230,556,0,-17184,-384,1069,-59774,-3311,-139386,58288,-2077,-256,-302,55791,5132,-194356,-41088,-115332,-26913,-887,-2164,-349,-5285,-611,65235,-715,-78,-43635,95659,-54923,-74115,-2344,32751,-1590,-17972,-3318
2010:Q1,-372008,-62122,-138632,-105694,-79257,-4178,-24256,1997,-65560,-372008,-298585,-123452,-141606,-13414,-21310,1197,-82186,-55956,-1100,-1664,-488,0,-18511,-51,-817,-3599,8763,-372008,22137,4372,-2716,1043,20133,-695,-396962,-5406,-163428,1902,-1698,-7801,-183,-5789,693,-15256,311,-1714,-80297,35217,-87873,-56128,5753,-21805,2394,4146,2817
2010:Q2,-150400,-36484,-42087,-57225,-12443,-1129,-45673,2020,-14604,-150400,-116989,-7319,-108491,-5123,4033,-89,-38361,-33689,-400,699,-1257,0,-5401,-103,1529,261,4950,-150400,25196,7896,-751,1041,16458,552,-153674,-9975,-61703,-23012,-7753,1729,-9,-3537,694,9788,203,654,-44307,66276,-64936,-34443,-5438,21141,1408,-454,-21922
2010:Q3,-79770,-19979,-19619,-65444,-30965,2524,-39044,2041,25272,-79770,-54101,-19859,-42695,-855,8941,367,-62801,-42871,200,47,-231,0,-25065,9,14276,-9166,37132,-79770,65572,10560,-695,1041,60334,-5668,-120720,-21453,-41276,-3013,-275,1750,-38,1319,694,20123,292,1539,-74019,49438,-58868,-10051,-1199,10822,78,3417,-24622
2010:Q4,72916,22291,62724,-38837,-13161,1696,-29414,2042,26738,72916,82925,26000,-7533,59,63614,785,-22205,-16406,905,-495,-113,0,-14997,139,14774,-6012,12196,72916,64826,14791,405,1043,43771,4816,49784,-7941,-770,7605,-73,-1921,-98,-447,694,62616,-663,-1311,-17047,43301,-65533,-8647,-793,44589,836,-4613,-41694
2011:Q1,-91945,-11962,-17213,-44268,-20941,-1797,-24760,3230,-18502,-91945,-55582,8766,-25394,-17716,-22365,1127,-47325,-28834,-2412,3,844,0,1886,-1235,6867,-24444,10962,-91945,42233,-3431,-1489,-1452,56066,-7461,-138581,-28937,-141718,11694,-999,-6853,-42,-164,-1153,-10140,-310,12176,14959,47473,-66181,-20449,12300,34073,8013,-2323,4403
2011:Q2,-32155,23543,-29673,-50793,-23923,251,-30387,3266,24768,-32155,-82591,-11217,35123,-16335,-93737,3575,34734,-17849,-878,89,50,0,1509,-332,56605,-4460,15702,-32155,58644,41881,4298,-1451,25734,-11818,-109727,-13856,18763,6727,-1003,4806,266,7374,-1153,-81789,141,12993,-48672,48950,-34462,-26685,-1910,429,-2686,2040,18928
2011:Q3,166034,67191,91354,-41609,-19076,2188,-28023,3302,49098,166034,155773,26818,43360,-16517,97984,4128,14632,-17579,931,65,315,0,8906,40,26268,-4314,-4371,166034,38624,-4344,-583,-1452,58291,-13288,69403,-12929,59714,22725,127,4276,270,9938,-1153,114720,2223,-4467,-66262,41262,-41836,-8551,-1190,-51005,607,934,58007
2011:Q4,105384,70650,5487,-24803,-19861,3591,-11835,3302,54050,105384,157730,21660,73505,-7662,72276,-2049,-64297,3519,408,-52,330,0,3973,46,-57875,-14646,11951,105384,-30301,-52246,718,-1451,21113,1565,158073,-11845,121720,4322,514,5357,335,6355,-1153,72744,-792,-1790,-24733,27385,-32791,10381,-389,-8065,-2355,-7127,-22388
2012:Q1,-67100,14762,-29592,-41087,-27235,3117,-18511,1542,-11183,-67100,-43140,-26362,-40450,37856,-17917,3733,-35635,-23060,-1270,402,1264,0,-4488,-159,5668,-13992,11675,-67100,66333,16054,-2478,-603,52579,781,-85427,-11528,-34951,-1994,-690,279,257,2633,298,-18023,-1535,719,-12447,24925,-35781,-12213,14,4670,19792,-9852,-48006
2012:Q2,126039,56329,54362,-32079,-20255,6203,-19568,1541,47427,126039,77447,15760,-5863,46809,20609,132,35439,18805,836,68,3547,0,6348,147,16671,-10983,13153,126039,50549,13091,-549,-604,29475,9136,66830,-14436,101415,-2957,-445,10890,224,5424,299,12020,-601,5025,-21272,47030,-44857,-13569,2982,-10422,-23,-9897,8660
2012:Q3,146748,35667,66728,-15632,-13928,7747,-11010,1559,59985,146748,131644,46898,23520,44291,16970,-35,11502,-6655,660,-73,-71,0,12369,31,8232,-2991,3602,146748,34946,-2863,141,-604,41710,-3438,137982,-3059,59680,-4629,-66,10318,139,4614,300,23130,-228,1400,-22357,30517,-40098,-772,1197,19829,54856,3211,-26180
2012:Q4,175754,80275,29094,3933,-23164,12091,13448,1558,62452,175754,136839,9843,56611,46958,39446,-16019,18648,15334,694,-21,-1298,0,3103,2787,2234,-4185,20267,175754,-13770,13890,1858,-602,-32831,3915,244188,-911,129019,2534,3348,7414,128,2883,299,35406,100,5069,3315,28371,-18549,4277,2721,39336,-3447,2875,-54664
2013:Q1,4400,-281,24283,-20470,-25137,5530,-3773,2910,868,4400,119,-6638,-15697,19163,2892,399,-10155,-4576,-2857,138,949,0,164,-603,-6560,3190,14436,4400,13406,-20487,-7714,250,47653,-6296,-17669,-174,-62719,4977,-509,1708,224,-2754,-175,9605,-1039,20656,99,25333,-1611,-9445,421,6939,654,-9859,8663
2013:Q2,194942,49323,72267,26932,-8850,10070,22770,2942,46420,194942,73890,49187,82256,29430,-87017,34,103708,40407,1236,104,1237,0,9045,-956,48382,4253,17344,194942,73845,56236,4222,249,17605,-4467,92606,-124,75791,-6591,-538,13751,727,6761,-174,-82679,-408,18669,57834,34377,-176193,4091,140637,8895,4747,-6967,28491
2013:Q3,109612,31694,-56073,63886,30404,14247,16261,2974,70105,109612,86192,81542,18502,27643,-41648,153,8214,4574,3116,54,-923,0,-780,239,51,1883,15206,109612,-2837,-11291,-711,249,41336,-32420,146900,-157,36151,12831,-1624,17014,465,8364,-175,-9586,-1497,27908,46969,42555,-36099,779,1437,10261,-10220,1524,-34451
2013:Q4,609076,81888,449037,17981,-3420,12749,5678,2974,60170,609076,521006,190096,76522,33064,177221,44103,72812,32957,421,523,678,0,1890,1112,27016,8215,15258,609076,205728,43017,2056,249,165526,-5120,423143,-4,115498,14358,829,12985,941,9755,-174,187182,-1054,14613,49463,28520,-38996,-3636,5502,30740,-13417,10038,-19795
2014:Q1,153897,61142,84213,2195,-23902,11704,11533,2860,6347,153897,92207,911,30800,63832,-14409,11074,39037,-15332,417,171,379,0,-3531,-344,55459,1818,22653,153897,112823,44450,590,-95,80465,-12587,6501,-15,23977,25085,-604,7468,332,5393,415,-8743,943,10874,-24318,16242,-36100,-15416,21560,-7859,-2663,-10070,34573
2014:Q2,241318,87258,42833,44039,4322,15041,21784,2892,67188,241318,166853,77901,21273,70757,7411,-10489,50323,47436,2551,-173,607,0,-2248,2718,1565,-2133,24142,241318,-32687,-19456,1059,-94,-16993,2797,288071,-33,166561,10592,-1290,22003,540,7005,415,6100,2120,-5622,33328,14168,-12915,763,-393,55876,-8913,-2234,-14066
2014:Q3,173525,52961,-26644,68266,24265,17855,23222,2924,78942,173525,105503,2460,53365,71194,22181,-43697,57685,4497,3185,68,335,0,7193,1395,28341,12671,10337,173525,-75100,35118,371,-95,-103748,-6746,232829,-35,86328,7935,-1541,22037,581,10492,415,24584,-1817,-12886,28518,23592,4977,3878,4592,27743,-280,3716,15796
2014:Q4,380281,127570,105414,80702,20620,25096,32062,2924,66595,380281,316703,74535,88966,78886,74190,126,26785,21530,2254,37,539,0,8827,2071,-19931,11458,36793,380281,16696,-9690,2101,-94,14104,10275,370965,-14,165573,34246,-586,17373,616,11948,415,66827,490,-18252,50998,20990,-1794,17281,4267,-1725,979,1333,-7380
2015:Q1,66681,77599,-50780,34844,-13999,21320,24564,2959,5018,66681,69680,-5319,68172,53455,-46751,123,-20617,-32270,-494,57,2226,0,3052,1066,1916,3830,17618,66681,46236,-3102,4948,1764,42290,336,-352,0,55718,26136,-4352,10576,497,10764,-512,-47521,568,-4416,-24273,-2318,15031,-8932,-6621,-15404,-2486,-2807,20797
2015:Q2,229546,86662,-53515,125769,56525,27004,39248,2992,70630,229546,188563,137749,64214,65246,-78763,117,32910,42017,5020,-106,2216,0,7427,3176,-25410,-1430,8073,229546,-19450,-25547,7613,1766,16179,-19461,251978,0,169521,13459,-849,24035,530,7626,-512,-59760,460,-1456,74250,31058,-4155,-2261,679,15565,-7228,-8984,-2982
2015:Q3,152586,29923,-79393,116723,59950,20165,33584,3024,85333,152586,133517,128778,-13861,65181,-46519,-62,4668,-17910,4949,12,1028,0,1526,9124,-4129,10068,14401,152586,-11779,-29443,6624,1764,32279,-23003,86433,0,97746,18407,-640,24027,588,7475,-512,-19688,233,-11693,31998,52214,-31507,7619,-11839,-75124,-17426,14555,77932
2015:Q4,489903,89366,211278,116754,42702,29606,41421,3025,72505,489903,455857,101332,78755,67529,208283,-41,10605,38393,-222,213,913,0,3316,4745,-21686,-15067,23441,489903,606,-16562,3850,1764,15834,-4280,506137,0,197044,22718,-241,17399,870,18736,-512,216941,-1396,-13089,57085,45994,-16623,-13580,-11735,-18330,-1709,6565,-16840
2016:Q1,200610,81769,41989,64841,15352,26317,18895,4277,12011,200610,155178,23265,43285,90634,-1862,-143,27661,-14228,-1732,-566,3102,0,1507,-4841,39158,5261,17771,200610,78815,39881,-8283,-498,38743,8972,89820,0,91820,17716,-763,13054,730,11167,67,-8834,404,-5782,-5051,28399,-21581,-32934,11207,-11344,-541,2086,31975
2016:Q2,333315,69976,79718,119062,62874,25762,26150,4276,64559,333315,221334,134488,-35305,99170,23290,-308,85908,64368,1545,1237,4695,0,-2513,714,12082,3780,26073,333315,25944,2148,-3955,-497,7972,20276,319070,0,185023,19910,-674,25639,773,6480,67,5446,760,1111,77277,40123,-33442,-12944,-3607,-269,-1154,8551,-11699
2016:Q3,275106,16798,10055,163458,83503,30941,44690,4324,84795,275106,307642,176100,7781,95300,28465,-4,-25304,-2867,1891,266,2355,0,2782,-840,-22191,-6700,-7232,275106,4324,-31769,-5745,-497,33618,8717,276530,0,113954,2277,-354,24202,1055,8722,68,22359,8998,5995,35187,41355,-27498,915,18700,20780,2475,-2660,-5748
2016:Q4,252748,-6804,50420,134285,62764,33334,33864,4323,74847,252748,255474,108647,-38731,103210,81641,707,1313,20152,312,-403,307,0,-1756,-2128,-20919,5748,-4039,252748,-11491,-26733,-3751,-498,17644,1847,268770,0,106545,-11296,-372,21789,136,6990,66,82154,-3646,13210,83915,47629,-31082,-5705,-11530,-34933,-1864,6764,-4531
2017:Q1,69833,-119,-30004,105972,63635,25336,14486,2515,-6016,69833,96360,60912,-30394,111013,-45218,47,-18170,-40793,-1495,16,3008,0,-1476,-4844,20331,7083,-8357,69833,50386,11540,2924,2107,35699,-1884,-9139,0,-24377,-1528,-594,16017,-697,9354,1103,-40258,-4143,14971,14325,44153,-30436,-9358,-7542,6788,-1204,4287,28586
2017:Q2,298596,49146,41043,156121,85177,26901,41500,2543,52286,298596,233146,156866,43634,116960,-84449,135,56853,43872,1454,1068,40,0,-1285,1263,3056,7385,8597,298596,-6057,-4409,416,2105,8890,-13059,249516,0,146507,705,-95,28366,1495,14213,1103,-68561,-2122,7450,65240,45669,-6579,-4263,-521,7702,-291,13498,55137
2017:Q3,363042,22849,125901,147818,99021,27120,19106,2571,66474,363042,360570,156413,-23404,114744,112777,40,-8739,9950,3887,-900,850,0,534,-3152,-18281,-1627,11211,363042,11676,-18030,783,2104,36245,-9426,345620,0,86243,5058,-460,24548,904,11164,1102,125838,-4114,-482,54388,53618,-11231,-9154,-668,3781,10547,-5462,5746
2017:Q4,402492,33453,98277,189190,87078,46752,52789,2571,81572,402492,433956,195973,55344,121158,61235,246,-35539,6821,4320,-203,2808,0,-9122,1693,-45832,3976,4075,402492,-10935,-50235,8525,2105,14893,13777,401680,0,140545,1614,988,19821,667,9154,1102,51148,2747,-3246,72999,50061,-924,536,3660,34934,8802,7072,11747
2018:Q1,110177,31466,-13805,103392,47035,26989,27001,2367,-10876,110177,131990,48595,12185,67674,3310,226,-28193,-29473,-8319,980,4134,0,1691,-2041,4174,661,6380,110177,5394,-22827,-2792,261,37256,-6504,72394,0,27869,-6333,-602,13979,876,13526,-712,12661,539,5842,-7413,35021,-14020,-9558,300,5122,-1981,-2722,32389
2018:Q2,283402,71919,-10451,179639,89981,28208,59056,2394,42295,283402,249671,133050,37463,73241,5702,215,27024,31527,5861,-520,989,0,-1660,-632,-4746,-3795,6707,283402,1665,-5821,-537,261,11870,-4108,327196,0,129351,17231,-193,31268,260,15601,-713,12025,1985,14376,67027,38722,11481,1765,-317,-11377,-6041,4745,-45459
2018:Q3,289742,16347,52109,152495,105563,36064,8449,2419,68791,289742,302478,165171,29812,73990,33209,296,-32232,-31554,5892,105,-185,0,-4014,-561,-3741,1826,19496,289742,29613,408,828,261,34091,-5975,221265,0,75323,-3210,-311,24027,723,15456,-711,41847,3116,7009,19261,45043,-2019,-2194,6084,3931,-9330,-2780,38864
2018:Q4,487915,168658,97639,149141,72697,37590,36434,2420,72477,487915,431627,136273,131199,78096,85694,366,36445,20245,-520,-104,1509,0,3565,2967,6424,2359,19843,487915,-17768,-28799,-989,262,15937,-4179,461603,0,211294,32459,-138,17387,812,17100,-713,92652,-212,-26615,70408,47029,6847,3942,19870,-10907,-1459,-18153,44080
2019:Q1,33693,13725,-67502,100042,34514,26923,33156,5449,-12572,33693,102567,10372,108844,26103,-43000,248,-78117,-53250,-7020,482,1144,0,3029,-741,-10890,-10871,9243,33693,34418,-826,-964,429,38701,-2922,-39805,0,-18978,11286,723,4695,350,14122,-155,-38299,325,-7838,-33532,22705,5850,4450,10045,-29944,2972,11418,39080
2019:Q2,253670,74307,-27014,148740,90016,29328,23886,5510,57637,253670,190289,183436,62209,30512,-86132,264,22815,16334,680,-477,40,0,-1167,-2468,9181,692,40566,253670,9243,12597,2008,428,7018,-12808,242174,0,163871,11188,1404,21096,120,8078,-155,-70744,-710,-9819,50272,25254,4182,2586,9818,14157,5625,5951,2253
2019:Q3,479689,21588,186453,199607,97738,47725,48573,5571,72041,479689,432359,181648,82093,24008,144350,260,15622,-38635,2779,32,4044,0,3475,-1068,33222,11773,31708,479689,80842,33560,1970,428,35619,9265,386607,0,94191,-1219,-1022,22023,-58,17273,-155,139802,139,-9906,37925,28857,26821,-4160,8164,15215,12984,-267,12240
2019:Q4,373875,27390,121993,156449,74957,39203,36719,5570,68043,373875,384126,173097,79075,32987,98692,275,-22902,-17138,-1927,178,2668,0,605,24,-8126,814,12651,373875,34552,-7623,2241,429,12201,27304,314973,0,122335,7053,2411,20740,1949,12680,-155,80005,-1124,-7582,42079,36953,7687,-7404,-12806,9740,-8192,8604,24350
2020:Q1,1286483,651154,537476,146918,69730,27811,44230,5147,-49065,1286483,717130,54765,567334,82107,12815,109,480773,129839,10602,2438,19301,0,6934,-2507,207906,106260,88580,1286483,188403,139632,1658,657,29409,17047,1031614,58716,405283,158475,1907,10128,736,9757,287,6401,450,-31227,219145,23776,49884,2164,-23840,137822,11065,-9315,66466
2020:Q2,-6247,29096,-144179,159284,89651,37533,26954,5146,-50448,-6247,369068,5172,56345,206355,101033,163,-337705,-234813,-12312,306,586,0,6471,-3519,-80311,-14113,-37610,-6247,127834,-11966,2405,658,121044,15693,-123358,-27768,66799,-66583,2129,24246,100,1363,288,1548,-985,-58,-110602,-12247,-11341,-22529,-3071,-75884,-9686,120923,-10723
2020:Q3,150091,-207521,71638,240654,172314,35521,27615,5204,45320,150091,252724,255411,-174586,114839,56619,441,-97523,-73409,-2799,4940,-4700,0,8154,-1782,-38082,10155,-5110,150091,80557,-44363,6900,659,88655,28706,74421,754,-123718,-62173,-1435,18314,-114,1894,287,45396,289,-719,109478,10804,-991,7747,7413,67254,-14435,8376,-4887
2020:Q4,436252,-56157,201025,249231,153376,51642,39010,5203,42153,436252,410575,268964,-75987,122864,94448,286,6993,-54446,-4496,-1251,309,0,3218,294,41418,21947,18684,436252,68102,28060,3399,658,14968,21017,385127,20517,-58124,-12068,-1697,7369,692,11588,287,92184,-635,1818,199695,-50,-1283,2714,4968,103999,2003,11150,-16977
2021:Q1,303212,22212,114275,184369,126644,29519,19379,8827,-17644,303212,235538,157439,43708,93305,-59078,164,49557,-23973,-2967,-629,8585,0,-2982,-343,27090,44776,18117,303212,43253,876,4126,-439,37418,1272,253863,6504,-57724,-16865,-1177,1690,72,3969,282,-6681,367,15917,194223,3062,-1916,10959,4089,115206,14565,-32679,6096
2021:Q2,452958,-46857,96826,310885,235064,28890,38005,8926,92104,452958,374721,340111,-18711,46447,6873,1,49862,-22508,-1126,-987,-3680,0,40747,-172,33146,4442,28375,452958,33908,21374,1942,-439,14507,-3476,401023,27438,22383,-1528,-920,27217,1195,11104,281,15751,-320,17071,176203,28198,12609,18364,16156,41870,8420,-20469,18027
2021:Q3,503189,-51129,143485,335827,244338,30457,52009,9023,75006,503189,428196,341174,53378,51865,-18158,-63,33733,-16283,269,-888,-1431,0,-7058,103,63368,-4347,41260,503189,123025,44732,2179,-439,76733,-180,301904,-21101,61288,29467,-1393,28701,909,17994,281,-9634,-311,9668,157686,15065,42576,-19253,21346,-2684,-4528,-24173,78260
2021:Q4,980966,203984,289360,399276,256305,51813,82134,9024,88346,980966,905798,379478,206609,176519,142829,363,11809,-13060,1282,-495,3427,0,-14248,889,21481,12533,63359,980966,51651,18419,6140,-439,49264,-21733,885186,-22906,321319,73349,-876,34194,1229,18552,281,161690,-30,12868,191387,27161,65474,-38382,17806,21365,5162,-4457,44129
2022:Q1,806061,46221,373912,357479,249148,42223,63642,2466,28449,806061,647451,282733,180527,140864,43205,122,131850,25292,1622,-677,11425,0,-46712,-290,129651,11539,26760,806061,183365,105266,1504,563,67701,8331,576794,-8071,97739,27426,0,42026,1913,21792,-1681,31607,-50,20607,237455,32971,22835,-2808,3252,15434,20295,14052,45902
2022:Q2,829417,191327,112798,408138,281390,45236,79019,2493,117154,829417,718535,362994,182646,145879,26926,90,62203,122823,17593,-548,7379,0,-14341,664,-47156,-24211,48679,829417,-13660,-39268,-2808,563,38109,-10256,836528,-5662,422461,42707,368,82847,769,20255,-1681,28267,390,-10613,237422,49088,24345,9214,7817,-34240,-5033,-32193,6549
2022:Q3,623222,74378,132168,321407,224980,40049,53858,2520,95269,623222,514263,315593,25172,118618,54740,140,64174,120444,17638,-650,3112,0,-1361,520,-61801,-13728,44785,623222,-32818,-61237,-4916,563,31959,813,663150,-2331,247953,27507,938,70827,505,16180,-1681,47259,663,-14023,209766,53516,17179,4478,-5439,-14417,4892,-622,-7110
2022:Q4,632237,117312,171930,238147,139472,41183,54971,2521,104848,632237,527975,183928,75283,133828,134567,369,90049,140167,19112,97,169,0,4232,-686,-64090,-8952,14213,632237,-52129,-57882,-3093,563,17835,-9552,636426,-3157,233207,76561,380,48277,-457,13118,-1681,138457,-1313,-14757,219072,50551,-8796,25570,3054,-145348,1250,2438,47940
2023:Q1,287289,17062,138662,139075,63221,28124,45215,2515,-7510,287289,76527,24616,24485,67312,-40156,270,175716,227858,-8982,-454,3293,0,-12625,1125,-36084,1585,35046,287289,-10307,-24244,8965,604,14207,-9839,300177,-2060,64499,-1501,138,24231,77,12591,-776,-43086,101,-10243,225565,29937,14768,621,-1928,-17806,-774,5823,-2581
2023:Q2,20678,-18985,-168069,152781,101197,23753,25288,2543,54951,20678,217735,159012,-4100,33425,29202,196,-206992,-180528,-2658,-358,-3484,0,9038,-2,-14541,-14459,9935,20678,-56076,572,4245,294,-45642,-15545,78071,-3161,88935,-21503,711,32189,1240,13242,-1143,38117,-907,-7470,-151948,47129,1508,46034,-9347,-5211,1442,8214,-1317
2023:Q3,128624,-9796,-62482,179538,126084,23616,27267,2571,21364,128624,237911,172097,-5373,27782,43273,133,-129193,-56430,4287,-233,2745,0,-700,102,-51312,-27652,19906,128624,-101571,-67111,3626,158,-34344,-3900,231120,-2431,45990,17035,1505,28134,106,13830,-898,41769,-250,2039,885,55877,7687,26311,-4746,-3029,-1951,3257,-925
2023:Q4,451116,48079,201511,140223,96144,19124,22384,2571,61303,451116,406183,159113,5305,35233,206146,386,12685,-18029,-4051,1016,-157,0,-1558,92,25436,9936,32248,451116,1583,23891,5735,263,-18307,-9999,481925,-5792,92689,38969,2266,15606,1108,5007,-585,217329,-711,-35,16509,49800,6539,32229,1702,16023,1774,-8502,-32392
2024:Q1,65378,1516,1035,95208,48029,24096,19204,3879,-32381,65378,118846,58754,39128,35072,-14417,309,-28565,-40345,-6531,-606,5165,0,18021,-429,3178,-7018,-24903,65378,29194,2040,-1027,292,26670,1219,27698,-1536,-26430,4047,554,-4572,237,16296,-909,-8787,-561,2081,-37052,35519,12983,7455,-2228,37058,-674,-5783,8486
2024:Q2,338836,81329,90047,142021,114099,18522,5522,3878,25439,338836,287628,153230,69807,45127,19179,285,-12219,12558,2163,-192,6871,0,-5354,-77,-24538,-3650,63427,338836,-21964,-38604,3404,286,4769,8181,335162,-990,125941,18026,1024,17483,-155,16114,-983,17106,172,4596,50873,44567,10452,32793,-408,2702,331,-4482,25638
2024:Q3,394805,24837,162129,160386,117653,18992,19819,3922,47453,394805,280049,165780,13878,39337,60912,142,91193,-36236,6548,-22,2642,0,14775,-274,81649,22111,23563,394805,119422,68438,326,371,36292,13995,262630,-1528,58734,2651,757,13342,29,29233,-1300,50925,191,-3400,23748,43599,16310,10402,-424,13199,493,5669,12753
2024:Q4,528319,109445,190239,168567,117863,32015,14768,3921,60068,528319,496789,226633,41277,62346,166055,478,-34548,-17106,2946,87,3902,0,-2888,-59,-31015,9585,66078,528319,-33623,-39803,1247,429,15473,-10969,592138,-872,131226,42850,1298,14176,-606,19402,-1147,182431,783,3689,53063,50221,34739,3684,-3864,48800,7071,5194,-30196
2025:Q1,203782,83506,80612,80473,51535,20410,5076,3452,-40809,203782,75001,2737,64025,38193,-30276,322,69827,-35166,-7298,-264,3956,0,261,-613,88193,20758,58954,203782,120301,87820,-977,353,43896,-10791,64029,-844,41329,5015,-2095,8025,-376,9744,-1183,-14509,146,4165,-30000,33381,19272,-18460,3411,10583,-620,-2955,19452
